====================================================================================================
records/skills/itemskillsgdx1/pets/itempet_deathstalker_a01.dbr   owners= ['gdx1']   found= True
   Class                                        'PetPlayerScaling'
   actorRadius                                  0.0
   alertAnimChance                              0
   alertSound                                   'records/sounds/enemies/vocalizations/spak_wraithalert.dbr'
   alertSoundChance                             25.0
   allowTransparency                            False
   ambushDissolveTexture                        'system/textures/cloud.tex'
   ambushDissolveTime                           0
   angerMultiplier                              0.0
   attackSkillName                              'records/skills/playerclass09/pets/petskill_celestialguardian_bladearc1.dbr'
   attackSound                                  'records/sounds/enemies/combatbasic/spak_attack_generic01.dbr'
   avoidForce                                   0.5
   bodyFallSound                                'records/sounds/enemies/combatbasic/spak_bodyfall_generic01.dbr'
   bodyFallSoundChance                          100.0
   buffSelfSkillName                            'records/skills/playerclass09/pets/petskill_celestialguardian_celestialwrath1.dbr'
   castsShadows                                 True
   causesAnger                                  False
   chanceToEquipFinger1                         0.0
   chanceToEquipFinger1Item1                    0
   chanceToEquipFinger1Item2                    0
   chanceToEquipFinger1Item3                    0
   chanceToEquipFinger1Item4                    0
   chanceToEquipFinger1Item5                    0
   chanceToEquipFinger1Item6                    0
   chanceToEquipFinger2                         0.0
   chanceToEquipFinger2Item1                    0
   chanceToEquipFinger2Item2                    0
   chanceToEquipFinger2Item3                    0
   chanceToEquipFinger2Item4                    0
   chanceToEquipFinger2Item5                    0
   chanceToEquipFinger2Item6                    0
   chanceToEquipHead                            0.0
   chanceToEquipHeadItem1                       0
   chanceToEquipHeadItem2                       0
   chanceToEquipHeadItem3                       0
   chanceToEquipHeadItem4                       0
   chanceToEquipHeadItem5                       0
   chanceToEquipHeadItem6                       0
   chanceToEquipLeftHand                        0.0
   chanceToEquipLeftHandItem1                   0
   chanceToEquipLeftHandItem2                   0
   chanceToEquipLeftHandItem3                   0
   chanceToEquipLeftHandItem4                   0
   chanceToEquipLeftHandItem5                   0
   chanceToEquipLeftHandItem6                   0
   chanceToEquipLegs                            0.0
   chanceToEquipLegsItem1                       0
   chanceToEquipLegsItem2                       0
   chanceToEquipLegsItem3                       0
   chanceToEquipLegsItem4                       0
   chanceToEquipLegsItem5                       0
   chanceToEquipLegsItem6                       0
   chanceToEquipMisc1                           0.0
   chanceToEquipMisc1Item1                      0
   chanceToEquipMisc1Item2                      0
   chanceToEquipMisc1Item3                      0
   chanceToEquipMisc1Item4                      0
   chanceToEquipMisc1Item5                      0
   chanceToEquipMisc1Item6                      0
   chanceToEquipMisc2                           0.0
   chanceToEquipMisc2Item1                      0
   chanceToEquipMisc2Item2                      0
   chanceToEquipMisc2Item3                      0
   chanceToEquipMisc2Item4                      0
   chanceToEquipMisc2Item5                      0
   chanceToEquipMisc2Item6                      0
   chanceToEquipMisc3                           0.0
   chanceToEquipMisc3Item1                      0
   chanceToEquipMisc3Item2                      0
   chanceToEquipMisc3Item3                      0
   chanceToEquipMisc3Item4                      0
   chanceToEquipMisc3Item5                      0
   chanceToEquipMisc3Item6                      0
   chanceToEquipRightHand                       100.0
   chanceToEquipRightHandItem1                  100
   chanceToEquipRightHandItem2                  0
   chanceToEquipRightHandItem3                  0
   chanceToEquipRightHandItem4                  0
   chanceToEquipRightHandItem5                  0
   chanceToEquipRightHandItem6                  0
   chanceToEquipShoulders                       0.0
   chanceToEquipShouldersItem1                  0
   chanceToEquipShouldersItem2                  0
   chanceToEquipShouldersItem3                  0
   chanceToEquipShouldersItem4                  0
   chanceToEquipShouldersItem5                  0
   chanceToEquipShouldersItem6                  0
   charAnimationTableName                       'records/creatures/enemies/anm/anm_celestialguardian.dbr'
   charLevel                                    'charLevel*1'
   characterAttackSpeed                         0.8999999761581421
   characterAttackSpeedModifier                 0.0
   characterAttributeEquations                  'records/skills/playerclass09/pets/bio_celestialguardian_01.dbr'
   characterBaseAttackSpeedTag                  'CharacterAttackSpeedAverage'
   characterDefensiveAbility                    0.0
   characterDefensiveAbilityModifier            0.0
   characterDexterity                           0.0
   characterDexterityModifier                   0.0
   characterIntelligence                        0.0
   characterIntelligenceModifier                0.0
   characterLife                                0.0
   characterLifeModifier                        0.0
   characterLifeRegen                           0.0
   characterLifeRegenModifier                   0.0
   characterLightRadius                         0.0
   characterMana                                0.0
   characterManaLimitReserve                    0.0
   characterManaLimitReserveModifier            0.0
   characterManaLimitReserveReduction           0.0
   characterManaLimitReserveReductionModifier   0.0
   characterManaModifier                        0.0
   characterManaRegen                           0.0
   characterManaRegenModifier                   0.0
   characterOffensiveAbility                    0.0
   characterOffensiveAbilityModifier            0.0
   characterRacialProfile                       ['Race014', 'Race013']
   characterRunSpeed                            1.2000000476837158
   characterRunSpeedModifier                    0.0
   characterSpellCastSpeed                      1.0
   characterSpellCastSpeedModifier              0.0
   characterStrength                            0.0
   characterStrengthModifier                    0.0
   controller                                   'records/controllers/pets/controller_celestialguardian_aggressive.dbr'
   criticalHitSound                             'records/sounds/enemies/vocalizations/spak_wraithcrit.dbr'
   dHandedAlertAnimSpeed1                       1.0
   dHandedAlertAnimSpeed2                       1.0
   dHandedAlertAnimSpeed3                       1.0
   dHandedAlertAnimWeight1                      100.0
   dHandedAlertAnimWeight2                      100.0
   dHandedAlertAnimWeight3                      100.0
   dHandedAttackAnimSpeed1                      1.0
   dHandedAttackAnimSpeed2                      1.0
   dHandedAttackAnimSpeed3                      1.0
   dHandedAttackAnimWeight1                     100.0
   dHandedAttackAnimWeight2                     100.0
   dHandedAttackAnimWeight3                     100.0
   dHandedAttackIdleAnimSpeed                   1.0
   dHandedBuffOtherAnimSpeed1                   1.0
   dHandedBuffOtherAnimWeight1                  100.0
   dHandedBuffSelfAnimSpeed1                    1.0
   dHandedBuffSelfAnimWeight1                   100.0
   dHandedChannelAnimSpeed                      1.0
   dHandedChannelEndAnimSpeed                   1.0
   dHandedChannelStartAnimSpeed                 1.0
   dHandedChatAnimSpeed                         1.0
   dHandedCriticalHitAnimSpeed                  1.0
   dHandedDieAnimSpeed1                         1.0
   dHandedDieAnimSpeed2                         1.0
   dHandedDieAnimSpeed3                         1.0
   dHandedDieAnimWeight1                        100.0
   dHandedDieAnimWeight2                        100.0
   dHandedDieAnimWeight3                        100.0
   dHandedEmoteAnimSpeed1                       1.0
   dHandedEmoteAnimSpeed2                       1.0
   dHandedEmoteAnimSpeed3                       1.0
   dHandedEmoteAnimWeight1                      100.0
   dHandedEmoteAnimWeight2                      100.0
   dHandedEmoteAnimWeight3                      100.0
   dHandedFidgetAnimSpeed1                      1.0
   dHandedFidgetAnimSpeed2                      1.0
   dHandedFidgetAnimSpeed3                      1.0
   dHandedFidgetAnimWeight1                     100.0
   dHandedFidgetAnimWeight2                     100.0
   dHandedFidgetAnimWeight3                     100.0
   dHandedFleeAnimSpeed1                        1.0
   dHandedFleeAnimSpeed2                        1.0
   dHandedFleeAnimSpeed3                        1.0
   dHandedFleeAnimWeight1                       100.0
   dHandedFleeAnimWeight2                       100.0
   dHandedFleeAnimWeight3                       100.0
   dHandedGetUpFaceDownAnimSpeed                1.0
   dHandedGetUpFaceUpAnimSpeed                  1.0
   dHandedIdleTranAnimSpeed                     1.0
   dHandedLongIdleAnimSpeed                     1.0
   dHandedPassItemAnimSpeed                     1.0
   dHandedPickupAnimSpeed                       1.0
   dHandedRallyAnimSpeed1                       1.0
   dHandedRallyAnimSpeed2                       1.0
   dHandedRallyAnimSpeed3                       1.0
   dHandedRallyAnimWeight1                      100.0
   dHandedRallyAnimWeight2                      100.0
   dHandedRallyAnimWeight3                      100.0
   dHandedRespawnAnimSpeed                      1.0
   dHandedRunAnimSpeed                          1.0
   dHandedSpawnAnimSpeed                        1.0
   dHandedSpecialAnimSpeed1                     1.0
   dHandedSpecialAnimSpeed10                    1.0
   dHandedSpecialAnimSpeed11                    1.0
   dHandedSpecialAnimSpeed12                    1.0
   dHandedSpecialAnimSpeed13                    1.0
   dHandedSpecialAnimSpeed14                    1.0
   dHandedSpecialAnimSpeed15                    1.0
   dHandedSpecialAnimSpeed2                     1.0
   dHandedSpecialAnimSpeed3                     1.0
   dHandedSpecialAnimSpeed4                     1.0
   dHandedSpecialAnimSpeed5                     1.0
   dHandedSpecialAnimSpeed6                     1.0
   dHandedSpecialAnimSpeed7                     1.0
   dHandedSpecialAnimSpeed8                     1.0
   dHandedSpecialAnimSpeed9                     1.0
   dHandedSpellAttackAnimSpeed                  1.0
   dHandedStunAnimSpeed                         1.0
   dHandedTakeHitAnimSpeed                      1.0
   dHandedWaitingAnimSpeed1                     1.0
   dHandedWaitingAnimSpeed2                     1.0
   dHandedWaitingAnimSpeed3                     1.0
   dHandedWaitingAnimWeight1                    100.0
   dHandedWaitingAnimWeight2                    100.0
   dHandedWaitingAnimWeight3                    100.0
   dHandedWalkAnimSpeed                         1.0
   dbIgnoreWhenPathing                          False
   deathAnimBlendTime                           250.0
   deathEffect                                  'records/fx/creatures/death_ectoplasmexplosiongolden_medium01.dbr'
   deathSound1                                  'records/sounds/enemies/vocalizations/spak_wraithdeath.dbr'
   defensiveAether                              88.0
   defensiveChaos                               88.0
   defensiveCold                                88.0
   defensiveFire                                88.0
   defensiveFreeze                              500.0
   defensiveKnockdown                           500.0
   defensiveLife                                88.0
   defensiveLightning                           88.0
   defensivePetrify                             500.0
   defensivePhysical                            88.0
   defensivePierce                              88.0
   defensivePoison                              88.0
   defensiveSleep                               500.0
   defensiveStun                                500.0
   defensiveTrap                                500.0
   deleteBehavior                               'Fade'
   description                                  'tagGDX2Pet_CelestialGuardian01'
   disallowRotation                             False
   dissolveColorB                               30
   dissolveColorG                               80
   dissolveColorR                               100
   dissolveTexture                              'fx/textures/dissolve32_01.tex'
   dissolveTime                                 0.4000000059604645
   distressCall                                 True
   distressCallRange                            15.0
   distressCallTime                             5000
   dropItems                                    False
   dualRangedAlertAnimSpeed1                    1.0
   dualRangedAlertAnimSpeed2                    1.0
   dualRangedAlertAnimSpeed3                    1.0
   dualRangedAlertAnimWeight1                   100.0
   dualRangedAlertAnimWeight2                   100.0
   dualRangedAlertAnimWeight3                   100.0
   dualRangedAttTurnRight90AnimSpeed            1.0
   dualRangedAttackAnimSpeed1                   1.0
   dualRangedAttackAnimSpeed2                   1.0
   dualRangedAttackAnimSpeed3                   1.0
   dualRangedAttackAnimWeight1                  100.0
   dualRangedAttackAnimWeight2                  100.0
   dualRangedAttackAnimWeight3                  100.0
   dualRangedAttackIdleAnimSpeed                1.0
   dualRangedAttackIdleAnimSpeed2               1.0
   dualRangedAttackIdleAnimSpeed3               1.0
   dualRangedAttackIdleAnimSpeed4               1.0
   dualRangedAttackIdleAnimSpeed5               1.0
   dualRangedAttackIdleAnimWeight2              100.0
   dualRangedAttackIdleAnimWeight3              100.0
   dualRangedAttackIdleAnimWeight4              100.0
   dualRangedAttackIdleAnimWeight5              100.0
   dualRangedBuffOtherAnimSpeed1                1.0
   dualRangedBuffOtherAnimSpeed2                1.0
   dualRangedBuffOtherAnimSpeed3                1.0
   dualRangedBuffOtherAnimWeight1               100.0
   dualRangedBuffOtherAnimWeight2               100.0
   dualRangedBuffOtherAnimWeight3               100.0
   dualRangedBuffSelfAnimSpeed1                 1.0
   dualRangedBuffSelfAnimSpeed2                 1.0
   dualRangedBuffSelfAnimSpeed3                 1.0
   dualRangedBuffSelfAnimWeight1                100.0
   dualRangedBuffSelfAnimWeight2                100.0
   dualRangedBuffSelfAnimWeight3                100.0
   dualRangedChatAnimSpeed                      1.0
   dualRangedCriticalHitAnimSpeed               1.0
   dualRangedDieAnimSpeed1                      1.0
   dualRangedDieAnimSpeed2                      1.0
   dualRangedDieAnimSpeed3                      1.0
   dualRangedDieAnimWeight1                     100.0
   dualRangedDieAnimWeight2                     100.0
   dualRangedDieAnimWeight3                     100.0
   dualRangedEmoteAnimSpeed1                    1.0
   dualRangedEmoteAnimSpeed2                    1.0
   dualRangedEmoteAnimSpeed3                    1.0
   dualRangedEmoteAnimWeight1                   100.0
   dualRangedEmoteAnimWeight2                   100.0
   dualRangedEmoteAnimWeight3                   100.0
   dualRangedFidgetAnimSpeed1                   1.0
   dualRangedFidgetAnimSpeed2                   1.0
   dualRangedFidgetAnimSpeed3                   1.0
   dualRangedFidgetAnimWeight1                  100.0
   dualRangedFidgetAnimWeight2                  100.0
   dualRangedFidgetAnimWeight3                  100.0
   dualRangedFleeAnimSpeed1                     1.0
   dualRangedFleeAnimSpeed2                     1.0
   dualRangedFleeAnimSpeed3                     1.0
   dualRangedFleeAnimWeight1                    100.0
   dualRangedFleeAnimWeight2                    100.0
   dualRangedFleeAnimWeight3                    100.0
   dualRangedIdleTranAnimSpeed                  1.0
   dualRangedLongIdleAnimSpeed                  1.0
   dualRangedPassItemAnimSpeed                  1.0
   dualRangedPickupAnimSpeed                    1.0
   dualRangedRallyAnimSpeed1                    1.0
   dualRangedRallyAnimSpeed2                    1.0
   dualRangedRallyAnimSpeed3                    1.0
   dualRangedRallyAnimWeight1                   100.0
   dualRangedRallyAnimWeight2                   100.0
   dualRangedRallyAnimWeight3                   100.0
   dualRangedRespawnAnimSpeed                   1.0
   dualRangedRunAnimSpeed                       1.0
   dualRangedSpawnAnimSpeed                     1.0
   dualRangedSpecialAnimSpeed1                  1.0
   dualRangedSpecialAnimSpeed10                 1.0
   dualRangedSpecialAnimSpeed2                  1.0
   dualRangedSpecialAnimSpeed3                  1.0
   dualRangedSpecialAnimSpeed4                  1.0
   dualRangedSpecialAnimSpeed5                  1.0
   dualRangedSpecialAnimSpeed6                  1.0
   dualRangedSpecialAnimSpeed7                  1.0
   dualRangedSpecialAnimSpeed8                  1.0
   dualRangedSpecialAnimSpeed9                  1.0
   dualRangedSpellAttackAnimSpeed               1.0
   dualRangedStunAnimSpeed                      1.0
   dualRangedWaitingAnimSpeed1                  1.0
   dualRangedWaitingAnimSpeed2                  1.0
   dualRangedWaitingAnimSpeed3                  1.0
   dualRangedWaitingAnimWeight1                 100.0
   dualRangedWaitingAnimWeight2                 100.0
   dualRangedWaitingAnimWeight3                 100.0
   dualRangedWalkAnimSpeed                      1.0
   factions                                     'records/controllers/factions/faction_player.dbr'
   fleeAnimChance                               100
   fleeSoundChance                              100
   forceNoCollision                             True
   forcedUpdates                                False
   genericSound1Chance                          100.0
   genericSound2Chance                          100.0
   genericSound3Chance                          100.0
   genericSound4Chance                          100.0
   gibThreshold                                 5000
   giveXP                                       False
   hiddenFromCombat                             True
   hitThreshold                                 20
   impactSound                                  'records/sounds/enemies/combatbasic/spak_impact_organic.dbr'
   impactSoundChance                            100.0
   invincible                                   True
   lifeTime                                     0
   lightRig                                     'records/fx/lightrigs/enemylightrig.dbr'
   longRangeMax                                 18.0
   longRangeMin                                 8.0
   loopingRunningSoundFadeTime                  1000
   lootRightHandItem1                           'records/items/enemygear/gear_celestialguardian_01.dbr'
   lqLightingHighlight                          0.30000001192092896
   maxDistressCalls                             1
   maxLevel                                     250
   maxRotationSpeed                             8.0
   maxTransparency                              0.5
   mediumRangeMax                               6.0
   mediumRangeMin                               0.0
   mesh                                         'creatures/enemies/eldritcharmor/eldritcharmor01a_spirit01a.msh'
   minLevel                                     1
   minRotationSpeed                             4.0
   monsterClassification                        'Champion'
   monsterIconHeight                            3.0
   numAttackSlots                               4
   numDefenseSlots                              4
   outlineThickness                             0.03500000014901161
   overkillOnDismiss                            True
   overrideRagdollBehavior                      'Crumple'
   pathMass                                     1.0
   pathingSize                                  'Medium'
   physicsFriction                              10.0
   physicsMass                                  5.0
   physicsRestitution                           0.0
   quest                                        False
   ragdollDecal                                 'records/fx/decals/fxdecal_defaultbodyimpact.dbr'
   rallyAnimChance                              0
   rallySound                                   'records/sounds/enemies/vocalizations/spak_wraithalert.dbr'
   rallySoundChance                             25.0
   rampageSoundChance                           25.0
   rampageSoundDelay                            5.0
   ranged1hAlertAnimSpeed1                      1.0
   ranged1hAlertAnimSpeed2                      1.0
   ranged1hAlertAnimSpeed3                      1.0
   ranged1hAlertAnimWeight1                     100.0
   ranged1hAlertAnimWeight2                     100.0
   ranged1hAlertAnimWeight3                     100.0
   ranged1hAttTurnRight90AnimSpeed              1.0
   ranged1hAttackAnimSpeed1                     1.0
   ranged1hAttackAnimSpeed2                     1.0
   ranged1hAttackAnimSpeed3                     1.0
   ranged1hAttackAnimWeight1                    100.0
   ranged1hAttackAnimWeight2                    100.0
   ranged1hAttackAnimWeight3                    100.0
   ranged1hAttackIdleAnimSpeed                  1.0
   ranged1hBuffOtherAnimSpeed1                  1.0
   ranged1hBuffOtherAnimWeight1                 100.0
   ranged1hBuffSelfAnimSpeed1                   1.0
   ranged1hBuffSelfAnimWeight1                  100.0
   ranged1hChannelAnimSpeed                     1.0
   ranged1hChannelEndAnimSpeed                  1.0
   ranged1hChannelStartAnimSpeed                1.0
   ranged1hChatAnimSpeed                        1.0
   ranged1hCriticalHitAnimSpeed                 1.0
   ranged1hDieAnimSpeed1                        1.0
   ranged1hDieAnimSpeed2                        1.0
   ranged1hDieAnimSpeed3                        1.0
   ranged1hDieAnimWeight1                       100.0
   ranged1hDieAnimWeight2                       100.0
   ranged1hDieAnimWeight3                       100.0
   ranged1hEmoteAnimSpeed1                      1.0
   ranged1hEmoteAnimSpeed2                      1.0
   ranged1hEmoteAnimSpeed3                      1.0
   ranged1hEmoteAnimWeight1                     100.0
   ranged1hEmoteAnimWeight2                     100.0
   ranged1hEmoteAnimWeight3                     100.0
   ranged1hFidgetAnimSpeed1                     1.0
   ranged1hFidgetAnimSpeed2                     1.0
   ranged1hFidgetAnimSpeed3                     1.0
   ranged1hFidgetAnimWeight1                    100.0
   ranged1hFidgetAnimWeight2                    100.0
   ranged1hFidgetAnimWeight3                    100.0
   ranged1hFleeAnimSpeed1                       1.0
   ranged1hFleeAnimSpeed2                       1.0
   ranged1hFleeAnimSpeed3                       1.0
   ranged1hFleeAnimWeight1                      100.0
   ranged1hFleeAnimWeight2                      100.0
   ranged1hFleeAnimWeight3                      100.0
   ranged1hGetUpFaceDownAnimSpeed               1.0
   ranged1hGetUpFaceUpAnimSpeed                 1.0
   ranged1hIdleTranAnimSpeed                    1.0
   ranged1hLongIdleAnimSpeed                    1.0
   ranged1hPassItemAnimSpeed                    1.0
   ranged1hPickupAnimSpeed                      1.0
   ranged1hRallyAnimSpeed1                      1.0
   ranged1hRallyAnimSpeed2                      1.0
   ranged1hRallyAnimSpeed3                      1.0
   ranged1hRallyAnimWeight1                     100.0
   ranged1hRallyAnimWeight2                     100.0
   ranged1hRallyAnimWeight3                     100.0
   ranged1hRespawnAnimSpeed                     1.0
   ranged1hRunAnimSpeed                         1.0
   ranged1hSpawnAnimSpeed                       1.0
   ranged1hSpecialAnimSpeed1                    1.0
   ranged1hSpecialAnimSpeed10                   1.0
   ranged1hSpecialAnimSpeed2                    1.0
   ranged1hSpecialAnimSpeed3                    1.0
   ranged1hSpecialAnimSpeed4                    1.0
   ranged1hSpecialAnimSpeed5                    1.0
   ranged1hSpecialAnimSpeed6                    1.0
   ranged1hSpecialAnimSpeed7                    1.0
   ranged1hSpecialAnimSpeed8                    1.0
   ranged1hSpecialAnimSpeed9                    1.0
   ranged1hSpellAttackAnimSpeed                 1.0
   ranged1hStunAnimSpeed                        1.0
   ranged1hTakeHitAnimSpeed                     1.0
   ranged1hWaitingAnimSpeed1                    1.0
   ranged1hWaitingAnimSpeed2                    1.0
   ranged1hWaitingAnimSpeed3                    1.0
   ranged1hWaitingAnimWeight1                   100.0
   ranged1hWaitingAnimWeight2                   100.0
   ranged1hWaitingAnimWeight3                   100.0
   ranged1hWalkAnimSpeed                        1.0
   ranged2hAlertAnimSpeed1                      1.0
   ranged2hAlertAnimSpeed2                      1.0
   ranged2hAlertAnimSpeed3                      1.0
   ranged2hAlertAnimWeight1                     100.0
   ranged2hAlertAnimWeight2                     100.0
   ranged2hAlertAnimWeight3                     100.0
   ranged2hAttackAnimSpeed1                     1.0
   ranged2hAttackAnimSpeed2                     1.0
   ranged2hAttackAnimSpeed3                     1.0
   ranged2hAttackAnimWeight1                    100.0
   ranged2hAttackAnimWeight2                    100.0
   ranged2hAttackAnimWeight3                    100.0
   ranged2hAttackIdleAnimSpeed                  1.0
   ranged2hBuffOtherAnimSpeed1                  1.0
   ranged2hBuffOtherAnimWeight1                 100.0
   ranged2hBuffSelfAnimSpeed1                   1.0
   ranged2hBuffSelfAnimWeight1                  100.0
   ranged2hChannelAnimSpeed                     1.0
   ranged2hChannelEndAnimSpeed                  1.0
   ranged2hChannelStartAnimSpeed                1.0
   ranged2hChatAnimSpeed                        1.0
   ranged2hCriticalHitAnimSpeed                 1.0
   ranged2hDieAnimSpeed1                        1.0
   ranged2hDieAnimSpeed2                        1.0
   ranged2hDieAnimSpeed3                        1.0
   ranged2hDieAnimWeight1                       100.0
   ranged2hDieAnimWeight2                       100.0
   ranged2hDieAnimWeight3                       100.0
   ranged2hEmoteAnimSpeed1                      1.0
   ranged2hEmoteAnimSpeed2                      1.0
   ranged2hEmoteAnimSpeed3                      1.0
   ranged2hEmoteAnimWeight1                     100.0
   ranged2hEmoteAnimWeight2                     100.0
   ranged2hEmoteAnimWeight3                     100.0
   ranged2hFidgetAnimSpeed1                     1.0
   ranged2hFidgetAnimSpeed2                     1.0
   ranged2hFidgetAnimSpeed3                     1.0
   ranged2hFidgetAnimWeight1                    100.0
   ranged2hFidgetAnimWeight2                    100.0
   ranged2hFidgetAnimWeight3                    100.0
   ranged2hFleeAnimSpeed1                       1.0
   ranged2hFleeAnimSpeed2                       1.0
   ranged2hFleeAnimSpeed3                       1.0
   ranged2hFleeAnimWeight1                      100.0
   ranged2hFleeAnimWeight2                      100.0
   ranged2hFleeAnimWeight3                      100.0
   ranged2hGetUpFaceDownAnimSpeed               1.0
   ranged2hGetUpFaceUpAnimSpeed                 1.0
   ranged2hIdleTranAnimSpeed                    1.0
   ranged2hLongIdleAnimSpeed                    1.0
   ranged2hPassItemAnimSpeed                    1.0
   ranged2hPickupAnimSpeed                      1.0
   ranged2hRallyAnimSpeed1                      1.0
   ranged2hRallyAnimSpeed2                      1.0
   ranged2hRallyAnimSpeed3                      1.0
   ranged2hRallyAnimWeight1                     100.0
   ranged2hRallyAnimWeight2                     100.0
   ranged2hRallyAnimWeight3                     100.0
   ranged2hRespawnAnimSpeed                     1.0
   ranged2hRunAnimSpeed                         1.0
   ranged2hSpawnAnimSpeed                       1.0
   ranged2hSpecialAnimSpeed1                    1.0
   ranged2hSpecialAnimSpeed10                   1.0
   ranged2hSpecialAnimSpeed2                    1.0
   ranged2hSpecialAnimSpeed3                    1.0
   ranged2hSpecialAnimSpeed4                    1.0
   ranged2hSpecialAnimSpeed5                    1.0
   ranged2hSpecialAnimSpeed6                    1.0
   ranged2hSpecialAnimSpeed7                    1.0
   ranged2hSpecialAnimSpeed8                    1.0
   ranged2hSpecialAnimSpeed9                    1.0
   ranged2hSpellAttackAnimSpeed                 1.0
   ranged2hStunAnimSpeed                        1.0
   ranged2hTakeHitAnimSpeed                     1.0
   ranged2hWaitingAnimSpeed1                    1.0
   ranged2hWaitingAnimSpeed2                    1.0
   ranged2hWaitingAnimSpeed3                    1.0
   ranged2hWaitingAnimWeight1                   100.0
   ranged2hWaitingAnimWeight2                   100.0
   ranged2hWaitingAnimWeight3                   100.0
   ranged2hWalkAnimSpeed                        1.0
   rotateWhenChatting                           True
   sHandedAlertAnimSpeed1                       1.0
   sHandedAlertAnimSpeed2                       1.0
   sHandedAlertAnimSpeed3                       1.0
   sHandedAlertAnimWeight1                      100.0
   sHandedAlertAnimWeight2                      100.0
   sHandedAlertAnimWeight3                      100.0
   sHandedAttackAnimSpeed1                      1.0
   sHandedAttackAnimSpeed2                      1.0
   sHandedAttackAnimSpeed3                      1.0
   sHandedAttackAnimWeight1                     100.0
   sHandedAttackAnimWeight2                     100.0
   sHandedAttackAnimWeight3                     100.0
   sHandedAttackIdleAnimSpeed                   1.0
   sHandedBuffOtherAnimSpeed1                   1.0
   sHandedBuffOtherAnimWeight1                  100.0
   sHandedBuffSelfAnimSpeed1                    1.0
   sHandedBuffSelfAnimWeight1                   100.0
   sHandedChannelAnimSpeed                      1.0
   sHandedChannelEndAnimSpeed                   1.0
   sHandedChannelStartAnimSpeed                 1.0
   sHandedChatAnimSpeed                         1.0
   sHandedCriticalHitAnimSpeed                  1.0
   sHandedDieAnimSpeed1                         1.0
   sHandedDieAnimSpeed2                         1.0
   sHandedDieAnimSpeed3                         1.0
   sHandedDieAnimWeight1                        100.0
   sHandedDieAnimWeight2                        100.0
   sHandedDieAnimWeight3                        100.0
   sHandedEmoteAnimSpeed1                       1.0
   sHandedEmoteAnimSpeed2                       1.0
   sHandedEmoteAnimSpeed3                       1.0
   sHandedEmoteAnimWeight1                      100.0
   sHandedEmoteAnimWeight2                      100.0
   sHandedEmoteAnimWeight3                      100.0
   sHandedFidgetAnimSpeed1                      1.0
   sHandedFidgetAnimSpeed2                      1.0
   sHandedFidgetAnimSpeed3                      1.0
   sHandedFidgetAnimWeight1                     100.0
   sHandedFidgetAnimWeight2                     100.0
   sHandedFidgetAnimWeight3                     100.0
   sHandedFleeAnimSpeed1                        1.0
   sHandedFleeAnimSpeed2                        1.0
   sHandedFleeAnimSpeed3                        1.0
   sHandedFleeAnimWeight1                       100.0
   sHandedFleeAnimWeight2                       100.0
   sHandedFleeAnimWeight3                       100.0
   sHandedGetUpFaceDownAnimSpeed                1.0
   sHandedGetUpFaceUpAnimSpeed                  1.0
   sHandedIdleTranAnimSpeed                     1.0
   sHandedLongIdleAnimSpeed                     1.0
   sHandedPassItemAnimSpeed                     1.0
   sHandedPickupAnimSpeed                       1.0
   sHandedRallyAnimSpeed1                       1.0
   sHandedRallyAnimSpeed2                       1.0
   sHandedRallyAnimSpeed3                       1.0
   sHandedRallyAnimWeight1                      100.0
   sHandedRallyAnimWeight2                      100.0
   sHandedRallyAnimWeight3                      100.0
   sHandedRespawnAnimSpeed                      1.0
   sHandedRunAnimSpeed                          1.0
   sHandedSpawnAnimSpeed                        1.0
   sHandedSpecialAnimSpeed1                     1.0
   sHandedSpecialAnimSpeed10                    1.0
   sHandedSpecialAnimSpeed11                    1.0
   sHandedSpecialAnimSpeed12                    1.0
   sHandedSpecialAnimSpeed13                    1.0
   sHandedSpecialAnimSpeed14                    1.0
   sHandedSpecialAnimSpeed15                    1.0
   sHandedSpecialAnimSpeed2                     1.0
   sHandedSpecialAnimSpeed3                     1.0
   sHandedSpecialAnimSpeed4                     1.0
   sHandedSpecialAnimSpeed5                     1.0
   sHandedSpecialAnimSpeed6                     1.0
   sHandedSpecialAnimSpeed7                     1.0
   sHandedSpecialAnimSpeed8                     1.0
   sHandedSpecialAnimSpeed9                     1.0
   sHandedSpellAttackAnimSpeed                  1.0
   sHandedStunAnimSpeed                         1.0
   sHandedTakeHitAnimSpeed                      1.0
   sHandedWaitingAnimSpeed1                     1.0
   sHandedWaitingAnimSpeed2                     1.0
   sHandedWaitingAnimSpeed3                     1.0
   sHandedWaitingAnimWeight1                    100.0
   sHandedWaitingAnimWeight2                    100.0
   sHandedWaitingAnimWeight3                    100.0
   sHandedWalkAnimSpeed                         1.0
   scale                                        1.100000023841858
   shadowBias                                   0.0
   shortRangeMax                                4.0
   shortRangeMin                                0.0
   showStatusWidgetWhenPet                      False
   skillLevel1                                  '1'
   skillLevel10                                 '0'
   skillLevel11                                 '0'
   skillLevel12                                 '0'
   skillLevel13                                 '0'
   skillLevel14                                 '0'
   skillLevel15                                 '0'
   skillLevel16                                 '0'
   skillLevel17                                 '1'
   skillLevel18                                 '0'
   skillLevel19                                 '0'
   skillLevel2                                  'charLevel*1'
   skillLevel20                                 '0'
   skillLevel21                                 '0'
   skillLevel22                                 '0'
   skillLevel23                                 '0'
   skillLevel24                                 '0'
   skillLevel25                                 '0'
   skillLevel26                                 '0'
