record,in_pool,is_summon_body,summoner,level_set,level_lo,level_hi,level_grade,bio_record,life_equation,monster_class,winner_archive,base_life_lo,base_life_hi,life_passive_pct_lo,life_passive_pct_hi,own_total_damage_modifier_pct_lo,own_total_damage_modifier_sources_lo,pool_records,pool_kinds,waves_pooled,life_grade,damage_grade
records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_korvaakfinal_02.dbr,((charLevel*33)^1.5)+500,Quest,sm2,207385.3354,213268.1136,103.0,121.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/korvaakfinal.dbr,BOSS,180,MEASURED,MEASURED
records/creatures/enemies/boss&quest/lizard_desertboss.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_titanovore_01.dbr,((charLevel*33)^1.5)+500,Quest,sm2,207385.3354,213268.1136,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/lizard_desert.dbr,BOSS,172,MEASURED,MEASURED
records/creatures/enemies/boss&quest/manticore_beastroguelike_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_manticore_roguelike.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/beastroguelike_manticore.dbr,BOSS,171,MEASURED,MEASURED
records/creatures/enemies/boss&quest/mummy_osyr.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_mummyosyr_01.dbr,((charLevel*30)^1.5)+500,Quest,sm2,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/mummy_osyr.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/boss&quest/rhino_frozenwastes_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_rhino_tundra_01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/rhino_frozenwastes.dbr,BOSS,172,MEASURED,MEASURED
records/creatures/enemies/boss&quest/rokwind_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_rok_wind_01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/rok_wind.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/boss&quest/scorpion_desertboss.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_scorpion_desert_01.dbr,((charLevel*30)^1.5)+500,Quest,sm2,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/scorpion_desert.dbr,BOSS,178,MEASURED,MEASURED
records/creatures/enemies/boss&quest/scorpion_desertboss_02.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_scorpion_desert_01.dbr,((charLevel*30)^1.5)+500,Quest,sm2,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/scorpion_desert.dbr,BOSS,178,MEASURED,MEASURED
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_stepsoftorment_golem_phase01.dbr,((charLevel*21)^1.5)+80,Quest,sm_mod,105103.8029,108090.1515,103.0,121.0,81.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE) ilgorr_rally.dbr=40.0,records/proxies/poolsboss/skeletalgolem_ilgorr.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_tombguardian.dbr,((charLevel*33)^1.5)+500,Quest,sm2,207385.3354,213268.1136,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx2/korvaaktombguardian.dbr,BOSS,176,MEASURED,MEASURED
records/creatures/enemies/boss&quest/statue_roguelike_entranceguardian_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_roguelikeguardian_01.dbr,((charLevel*33)^1.5)+500,Quest,sm3,207385.3354,213268.1136,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/tombheretic_statue.dbr,BOSS,176,MEASURED,MEASURED
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_swampcrab_darkwood01.dbr,((charLevel*33)^1.5)+500,Quest,sm1,207385.3354,213268.1136,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx1/swampcrab_carraxus.dbr,BOSS,178,MEASURED,MEASURED
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_swampgolem_bargoll.dbr,((charLevel*33)^1.5)+500,Quest,sm1,207385.3354,213268.1136,103.0,121.0,81.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE) bargoll_enrage.dbr=40.0,records/proxies/poolsbossgdx1/swampgolem_bargoll.dbr,BOSS,173,MEASURED,MEASURED
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_swampgolem_roguelike01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/beastroguelike_gargabol.dbr,BOSS,175,MEASURED,MEASURED
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_swampgolem_roguelike01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/beastroguelike_gargabol.dbr,BOSS,175,MEASURED,MEASURED
records/creatures/enemies/boss&quest/warden01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_warden_01.dbr,((charLevel*26)^1.5)+50,Quest,sm_mod,144733.4379,148847.5071,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsboss/aetherial_warden.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_wight_restlessdead_01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/wight_iceboundpassage.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/boss&quest/wight_scarfelldepths_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,,,,,,,,,,,records/proxies/poolsbossgdx3/wight_hags.dbr,BOSS,177,ABSENT:RECORD-ABSENT,ABSENT
records/creatures/enemies/boss&quest/wight_scarfelldepths_02.dbr,1,0,,106|107|108,106,108,MEASURED-SET,,,,,,,,,,,records/proxies/poolsbossgdx3/wight_hags.dbr,BOSS,177,ABSENT:RECORD-ABSENT,ABSENT
records/creatures/enemies/boss&quest/wight_scarfelldepths_03.dbr,1,0,,106|107|108,106,108,MEASURED-SET,,,,,,,,,,,records/proxies/poolsbossgdx3/wight_hags.dbr,BOSS,177,ABSENT:RECORD-ABSENT,ABSENT
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,1,0,,106|107|108,106,108,MEASURED-SET,records/creatures/enemies/bios/bio_boss_yeti_bonegrinder_01.dbr,((charLevel*30)^1.5)+500,Quest,sm3,179824.9341,184924.0331,103.0,121.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),records/proxies/poolsbossgdx3/yeti_bonegrinder.dbr,BOSS,179,MEASURED,MEASURED
records/creatures/enemies/celestialarmor_a01.dbr,1,0,,102|103,102,103,MEASURED-SET,records/creatures/enemies/bios/bio_celestialarmor_a01.dbr,((charLevel*11)^1.35)+30,Common,sm3,13136.6094,13310.3762,61.0,69.0,46.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase01.dbr[101]=30.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialarmor_t3.dbr,trash,172,MEASURED,MEASURED
records/creatures/enemies/celestialarmor_b01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_celestialarmor_b01.dbr,((charLevel*14)^1.35)+50,Champion,sm3,18440.905,18682.3595,69.0,74.0,46.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[102]=30.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialarmor_t3.dbr,trash,172,MEASURED,MEASURED
records/creatures/enemies/celestialarmor_c01.dbr,1,0,,104|105|106,104,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialarmor_c01.dbr,((charLevel*18)^1.35)+70,Champion,sm3,26228.5032,26909.8942,86.0,103.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[103]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialarmor_t3.dbr,trash,172,MEASURED,MEASURED
records/creatures/enemies/celestialgryphon_a01.dbr,1,0,,104|105|106,104,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialgryphon_a01.dbr,((charLevel*13)^1.5)+100,Champion,sm3,49812.4351,51253.32,86.0,103.0,116.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[103]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestialgryphon_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialgryphon_b01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialgryphon_b01.dbr,((charLevel*17)^1.5)+100,Champion,sm3,75514.9297,76594.8469,94.0,103.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialgryphon_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialgryphon_c01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialgryphon_c01.dbr,((charLevel*19)^1.5)+200,Champion,sm3,89307.5186,90583.5092,94.0,103.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase04.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialgryphon_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialhound_a01.dbr,1,0,,102|103,102,103,MEASURED-SET,records/creatures/enemies/bios/bio_celestialhound_a01.dbr,((charLevel*18)^1.33)+20,Common,sm3,21945.5583,22231.9118,61.0,69.0,121.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[101]=30.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestialhound_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestialhound_b01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_celestialhound_b01.dbr,((charLevel*23)^1.33)+40,Champion,sm3,30813.12,31211.1168,78.0,86.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[102]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialhound_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestialhound_c01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialhound_c01.dbr,((charLevel*32)^1.33)+50,Champion,sm3,49031.4051,49652.8091,94.0,103.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialhound_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestiallizard_a01.dbr,1,0,,102|103,102,103,MEASURED-SET,records/creatures/enemies/bios/bio_celestiallizard_a01.dbr,((charLevel*18)^1.33)+20,Common,sm3,21945.5583,22231.9118,61.0,69.0,121.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[101]=30.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestiallizard_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestiallizard_b01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_celestiallizard_b01.dbr,((charLevel*23)^1.33)+40,Champion,sm3,30813.12,31211.1168,78.0,86.0,116.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[102]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestiallizard_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestiallizard_c01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestiallizard_c01.dbr,((charLevel*32)^1.33)+50,Champion,sm3,49031.4051,49652.8091,94.0,103.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestiallizard_t3.dbr,trash,173|174,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_a01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_a01.dbr,((charLevel*13)^1.5)+150,Champion,sm3,49147.1552,49862.4351,78.0,86.0,120.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase03.dbr[102]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_a02.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_a01.dbr,((charLevel*13)^1.5)+150,Champion,sm3,49147.1552,49862.4351,78.0,86.0,120.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase03.dbr[102]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_b01.dbr,1,0,,104|105|106,104,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_b01.dbr,((charLevel*17)^1.5)+200,Champion,sm3,74540.1428,76694.8469,86.0,103.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[103]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_b02.dbr,1,0,,104|105|106,104,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_b01.dbr,((charLevel*17)^1.5)+200,Champion,sm3,74540.1428,76694.8469,86.0,103.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[103]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_c01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_c01.dbr,((charLevel*20)^1.5)+200,Champion,sm3,96434.0896,97812.1304,94.0,103.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase04.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/celestialstatue_c02.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_celestialstatue_c01.dbr,((charLevel*20)^1.5)+200,Champion,sm3,96434.0896,97812.1304,94.0,103.0,49.0,damage_totaladjuster.dbr[5]=24.0(IN-RANGE) armorbase04.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/celestialstatue_t3.dbr,trash,173,MEASURED,MEASURED
records/creatures/enemies/chthonianabomination_tentacles_a01.dbr,0,1,records/creatures/enemies/chthonianmonstrosity_summon.dbr,,,,ABSENT:NO-LEVEL-SOURCE,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,Common,sm_mod,,,,,,,,,,ABSENT:ABSENT:NO-LEVEL-SOURCE,ABSENT
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,0,1,records/creatures/enemies/boss&quest/cultist_burrwitchcathedral_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthoniandevourer_a00.dbr,((charLevel*4)^1.28)+15,Common,sm_mod,2321.8975,2377.7577,88.0,102.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase01.dbr[105]=30.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthoniandevourer_a01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_chthoniandevourer_a01.dbr,((charLevel*6)^1.28)+15,Common,sm_mod,3751.5023,3797.9994,69.0,74.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase01.dbr[102]=30.0(IN-RANGE),records/proxies/poolsboss/chthonian_bolvar.dbr,BOSS,174,MEASURED,MEASURED
records/creatures/enemies/chthoniandevourer_b01.dbr,1,0,,104|105,104,105,MEASURED-SET,records/creatures/enemies/bios/bio_chthoniandevourer_b01.dbr,((charLevel*12)^1.28)+30,Champion,sm_mod,9216.5971,9329.8148,74.0,82.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase02.dbr[103]=30.0(IN-RANGE),records/proxies/poolsboss/chthonian_bolvar.dbr,BOSS,174,MEASURED,MEASURED
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/cultist_captain_01.dbr|records/creatures/enemies/boss&quest/human_chthonickurn_blackheart_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthoniandevourer_b01.dbr,((charLevel*12)^1.28)+30,Champion,sm_mod,9443.3347,9671.2735,88.0,102.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase02.dbr[105]=30.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthoniandevourer_b02.dbr,1,0,,104|105,104,105,MEASURED-SET,records/creatures/enemies/bios/bio_chthoniandevourer_b01.dbr,((charLevel*12)^1.28)+30,Champion,sm_mod,9216.5971,9329.8148,74.0,82.0,38.0,damage_totaladjuster.dbr[1]=8.0(IN-RANGE) armorbase02.dbr[103]=30.0(IN-RANGE),records/proxies/poolsboss/chthonian_bolvar.dbr,BOSS,174,MEASURED,MEASURED
records/creatures/enemies/chthoniandreadguard_a01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthoniandreadguard_a01_summon.dbr,((charLevel*16)^1.33)+100,Common,sm_mod,19830.4222,20327.079,103.0,121.0,59.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[105]=25.0(IN-RANGE) chthonianwarrior_enrage.dbr=18.0,,,,MEASURED,MEASURED
records/creatures/enemies/chthoniandreadguard_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthoniandreadguard_b01_summon.dbr,((charLevel*21)^1.33)+100,Champion,sm_mod,28427.514,29140.5781,103.0,121.0,63.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE) chthonianwarrior_enrage.dbr=18.0,,,,MEASURED,MEASURED
records/creatures/enemies/chthoniandreadguard_c01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthoniandreadguard_c01_summon.dbr,((charLevel*25)^1.33)+100,Champion,sm_mod,35820.4575,36719.6177,103.0,121.0,59.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE) chthonianwarrior_enrage.dbr=18.0,,,,MEASURED,MEASURED
records/creatures/enemies/chthonianfiend_a01_summon.dbr,0,1,records/creatures/enemies/chthonianminion_b01_summon.dbr,,,,ABSENT:NO-LEVEL-SOURCE,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,((charLevel*9)^1.33)+50,Common,sm_mod,,,,,,,,,,ABSENT:ABSENT:NO-LEVEL-SOURCE,ABSENT
records/creatures/enemies/chthonianfiend_c01_summon.dbr,0,1,records/creatures/enemies/boss&quest/cultist_captain_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,((charLevel*16)^1.33)+80,Champion,sm_mod,19810.4222,20307.079,88.0,102.0,46.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase02.dbr[105]=30.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianherald_a01.dbr,1,0,,103|104,103,104,MEASURED-SET,records/creatures/enemies/bios/bio_chthonianherald_a01.dbr,((charLevel*26)^1.33)+100,Common,sm3,36323.3041,36791.7896,78.0,86.0,37.0,damage_totaladjuster.dbr[2]=12.0(IN-RANGE) armorbase03.dbr[102]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianherald_a01_summon.dbr,0,1,records/creatures/enemies/boss&quest/avian_worldtear_01.dbr|records/creatures/enemies/boss&quest/avian_worldtear_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianherald_a01.dbr,((charLevel*26)^1.33)+100,Common,sm3,37733.2178,38680.5263,103.0,121.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase03.dbr[105]=25.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianherald_b01.dbr,1,0,,104|105|106,104,106,MEASURED-SET,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr,((charLevel*32)^1.33)+100,Champion,sm3,48461.951,49702.8091,86.0,103.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[103]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianherald_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/avian_worldtear_01.dbr|records/creatures/enemies/boss&quest/avian_worldtear_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr,((charLevel*32)^1.33)+100,Champion,sm3,49702.8091,50951.4178,103.0,121.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianherald_c01.dbr,1,0,,105|106,105,106,MEASURED-SET,records/creatures/enemies/bios/bio_chthonianherald_c01.dbr,((charLevel*34)^1.33)+100,Champion,sm3,53194.4012,53867.9849,94.0,103.0,41.0,damage_totaladjuster.dbr[3]=16.0(IN-RANGE) armorbase04.dbr[104]=25.0(IN-RANGE),records/proxies/poolsbasicgdx3/chthonianherald_t3.dbr,trash,171,MEASURED,MEASURED
records/creatures/enemies/chthonianminion_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonian_02.dbr,((charLevel*16)^1.5)+225,Champion,sm_mod,70070.5549,72056.6111,103.0,121.0,45.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianmonstrosity_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianabomination_summon01.dbr,((charLevel*36)^1.5)+1000,Champion,sm3,236728.7477,243431.6874,103.0,121.0,53.0,damage_totaladjuster.dbr[6]=28.0(IN-RANGE) armorbase05.dbr[105]=25.0(IN-RANGE),,,,MEASURED,MEASURED
records/creatures/enemies/chthonianrylok_b01_summon.dbr,0,1,records/creatures/enemies/boss&quest/chthonianherald_prodromus_01.dbr|records/creatures/enemies/boss&quest/chthonianherald_prodromus_01b.dbr,106|107|108,106,108,DERIVED-INHERITED,records/creatures/enemies/bios/bio_chthonianrylok_b01.dbr,((charLevel*36)^1.33)+100,Champion,gdx1,58114.8437,59575.2013,103.0,121.0,120.0,damage_totaladjuster.dbr[4]=20.0(IN-RANGE) armorbase04.dbr[105]=25.0(IN-RANGE) genericphysical_charge.dbr[4]=75.0(CLAMPED-HIGH),,,,MEASURED,MEASURED
