record,wave,content_tier,G_pct,D_total_damage_modifier_pct,level_lo,level_hi,ehp_lo,ehp_hi,total_damage_modifier_pct_lo,total_damage_modifier_pct_hi,life_grade,damage_grade
records/creatures/anomalies/aetheranomaly_01_summon.dbr,171,18,420.0,56.0,107,108,67976,68763,96.0,96.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/statue_roguelike_entranceguardian_01.dbr,179,18,500.0,74.0,106,108,2660753,2774618,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/statue_roguelike_entranceguardian_01.dbr,180,18,510.0,75.0,106,108,2681492,2795944,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,171,18,420.0,56.0,106,108,2494845,2604003,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,172,18,430.0,57.0,106,108,2515584,2625330,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,173,18,440.0,58.0,106,108,2536322,2646657,139.0,139.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,174,18,450.0,59.0,106,108,2557061,2667984,140.0,140.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,175,18,460.0,60.0,106,108,2577799,2689310,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,176,18,470.0,71.0,106,108,2598538,2710637,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,177,18,480.0,72.0,106,108,2619276,2731964,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,178,18,490.0,73.0,106,108,2640015,2753291,154.0,154.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,179,18,500.0,74.0,106,108,2660753,2774618,155.0,155.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,180,18,510.0,75.0,106,108,2681492,2795944,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,171,18,420.0,56.0,106,108,2494845,2604003,177.0,177.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,172,18,430.0,57.0,106,108,2515584,2625330,178.0,178.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,173,18,440.0,58.0,106,108,2536322,2646657,179.0,179.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,174,18,450.0,59.0,106,108,2557061,2667984,180.0,180.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,175,18,460.0,60.0,106,108,2577799,2689310,181.0,181.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,176,18,470.0,71.0,106,108,2598538,2710637,192.0,192.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,177,18,480.0,72.0,106,108,2619276,2731964,193.0,193.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,178,18,490.0,73.0,106,108,2640015,2753291,194.0,194.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,179,18,500.0,74.0,106,108,2660753,2774618,195.0,195.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,180,18,510.0,75.0,106,108,2681492,2795944,196.0,196.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,171,18,420.0,56.0,106,108,2163293,2257922,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,172,18,430.0,57.0,106,108,2181276,2276414,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,173,18,440.0,58.0,106,108,2199258,2294907,139.0,139.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,174,18,450.0,59.0,106,108,2217241,2313399,140.0,140.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,175,18,460.0,60.0,106,108,2235223,2331892,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,176,18,470.0,71.0,106,108,2253206,2350384,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,177,18,480.0,72.0,106,108,2271188,2368876,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,178,18,490.0,73.0,106,108,2289171,2387369,154.0,154.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,179,18,500.0,74.0,106,108,2307153,2405861,155.0,155.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01.dbr,180,18,510.0,75.0,106,108,2325136,2424354,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,171,18,420.0,56.0,106,108,2163293,2257922,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,172,18,430.0,57.0,106,108,2181276,2276414,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,173,18,440.0,58.0,106,108,2199258,2294907,139.0,139.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,174,18,450.0,59.0,106,108,2217241,2313399,140.0,140.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,175,18,460.0,60.0,106,108,2235223,2331892,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,176,18,470.0,71.0,106,108,2253206,2350384,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,177,18,480.0,72.0,106,108,2271188,2368876,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,178,18,490.0,73.0,106,108,2289171,2387369,154.0,154.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,179,18,500.0,74.0,106,108,2307153,2405861,155.0,155.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/swampgolem_roguelike_01b.dbr,180,18,510.0,75.0,106,108,2325136,2424354,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,171,18,420.0,56.0,106,108,1741143,1817428,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,172,18,430.0,57.0,106,108,1755616,1832312,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,173,18,440.0,58.0,106,108,1770089,1847197,139.0,139.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,174,18,450.0,59.0,106,108,1784563,1862082,140.0,140.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,175,18,460.0,60.0,106,108,1799036,1876967,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,176,18,470.0,71.0,106,108,1813509,1891851,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,177,18,480.0,72.0,106,108,1827983,1906736,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,178,18,490.0,73.0,106,108,1842456,1921621,154.0,154.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,179,18,500.0,74.0,106,108,1856930,1936506,155.0,155.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/warden01.dbr,180,18,510.0,75.0,106,108,1871403,1951390,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,171,18,420.0,56.0,106,108,2163293,2257922,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,172,18,430.0,57.0,106,108,2181276,2276414,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,173,18,440.0,58.0,106,108,2199258,2294907,147.0,147.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,174,18,450.0,59.0,106,108,2217241,2313399,148.0,148.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,175,18,460.0,60.0,106,108,2235223,2331892,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,176,18,470.0,71.0,106,108,2253206,2350384,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,177,18,480.0,72.0,106,108,2271188,2368876,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,178,18,490.0,73.0,106,108,2289171,2387369,162.0,162.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,179,18,500.0,74.0,106,108,2307153,2405861,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/wight_iceboundpassage_01.dbr,180,18,510.0,75.0,106,108,2325136,2424354,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,171,18,420.0,56.0,106,108,2163293,2257922,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,172,18,430.0,57.0,106,108,2181276,2276414,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,173,18,440.0,58.0,106,108,2199258,2294907,147.0,147.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,174,18,450.0,59.0,106,108,2217241,2313399,148.0,148.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,175,18,460.0,60.0,106,108,2235223,2331892,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,176,18,470.0,71.0,106,108,2253206,2350384,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,177,18,480.0,72.0,106,108,2271188,2368876,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,178,18,490.0,73.0,106,108,2289171,2387369,162.0,162.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,179,18,500.0,74.0,106,108,2307153,2405861,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/boss&quest/yeti_bonegrinder_01.dbr,180,18,510.0,75.0,106,108,2325136,2424354,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,171,18,420.0,56.0,102,103,152516,155598,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,172,18,430.0,57.0,102,103,153829,156929,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,173,18,440.0,58.0,102,103,155143,158260,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,174,18,450.0,59.0,102,103,156457,159591,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,175,18,460.0,60.0,102,103,157770,160922,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,176,18,470.0,71.0,102,103,159084,162253,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,177,18,480.0,72.0,102,103,160398,163584,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,178,18,490.0,73.0,102,103,161711,164915,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,179,18,500.0,74.0,102,103,163025,166246,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_a01.dbr,180,18,510.0,75.0,102,103,164338,167577,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,171,18,420.0,56.0,103,104,215574,219330,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,172,18,430.0,57.0,103,104,217418,221199,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,173,18,440.0,58.0,103,104,219262,223067,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,174,18,450.0,59.0,103,104,221106,224935,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,175,18,460.0,60.0,103,104,222950,226803,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,176,18,470.0,71.0,103,104,224794,228672,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,177,18,480.0,72.0,103,104,226638,230540,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,178,18,490.0,73.0,103,104,228482,232408,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,179,18,500.0,74.0,103,104,230326,234276,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_b01.dbr,180,18,510.0,75.0,103,104,232170,236145,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,171,18,420.0,56.0,104,106,311070,323726,137.0,137.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,172,18,430.0,57.0,104,106,313692,326417,138.0,138.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,173,18,440.0,58.0,104,106,316315,329108,139.0,139.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,174,18,450.0,59.0,104,106,318938,331798,140.0,140.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,175,18,460.0,60.0,104,106,321561,334489,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,176,18,470.0,71.0,104,106,324184,337180,152.0,152.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,177,18,480.0,72.0,104,106,326807,339871,153.0,153.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,178,18,490.0,73.0,104,106,329430,342562,154.0,154.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,179,18,500.0,74.0,104,106,332052,345253,155.0,155.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialarmor_c01.dbr,180,18,510.0,75.0,104,106,334675,347944,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,171,18,420.0,56.0,104,106,590775,616577,212.0,212.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,172,18,430.0,57.0,104,106,595756,621702,213.0,213.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,173,18,440.0,58.0,104,106,600737,626828,214.0,214.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,174,18,450.0,59.0,104,106,605719,631953,215.0,215.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,175,18,460.0,60.0,104,106,610700,637078,216.0,216.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,176,18,470.0,71.0,104,106,615681,642204,227.0,227.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,177,18,480.0,72.0,104,106,620662,647329,228.0,228.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,178,18,490.0,73.0,104,106,625644,652454,229.0,229.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,179,18,500.0,74.0,104,106,630625,657580,230.0,230.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_a01.dbr,180,18,510.0,75.0,104,106,635606,662705,231.0,231.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,171,18,420.0,56.0,105,106,901648,921436,141.0,141.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,172,18,430.0,57.0,105,106,909199,929095,142.0,142.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,173,18,440.0,58.0,105,106,916751,936754,143.0,143.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,174,18,450.0,59.0,105,106,924302,944414,144.0,144.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,175,18,460.0,60.0,105,106,931854,952073,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,176,18,470.0,71.0,105,106,939405,959733,156.0,156.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,177,18,480.0,72.0,105,106,946957,967392,157.0,157.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,178,18,490.0,73.0,105,106,954508,975052,158.0,158.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,179,18,500.0,74.0,105,106,962060,982711,159.0,159.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_b01.dbr,180,18,510.0,75.0,105,106,969611,990371,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,171,18,420.0,56.0,105,106,1066331,1089719,145.0,145.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,172,18,430.0,57.0,105,106,1075262,1098777,146.0,146.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,173,18,440.0,58.0,105,106,1084193,1107836,147.0,147.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,174,18,450.0,59.0,105,106,1093124,1116894,148.0,148.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,175,18,460.0,60.0,105,106,1102054,1125953,149.0,149.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,176,18,470.0,71.0,105,106,1110985,1135011,160.0,160.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,177,18,480.0,72.0,105,106,1119916,1144069,161.0,161.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,178,18,490.0,73.0,105,106,1128847,1153128,162.0,162.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,179,18,500.0,74.0,105,106,1137777,1162186,163.0,163.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialgryphon_c01.dbr,180,18,510.0,75.0,105,106,1146708,1171244,164.0,164.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialhound_a01.dbr,171,18,420.0,56.0,102,103,254787,259891,217.0,217.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
records/creatures/enemies/celestialhound_a01.dbr,172,18,430.0,57.0,102,103,256982,262114,218.0,218.0,MEASURED,MEASURED components; total = DERIVED-SUM-ADDITIVE-BY-PARALLEL
