kit_id,corpus_class,court,game,e4_x,e4_y,e4_source,e5_x_aligned,e5_y_aligned,supplementary,displacement,mover_rank
ud-cwc-spin-caster,annex,,undecember,0.913791,-0.954098,stored,0.666762,-0.447349,1,0.563754,211
ud-flamethrower-channel,annex,,undecember,1.390252,-0.321222,stored,0.653074,-0.131025,1,0.761319,103
ud-ice-crystal-arrow,annex,,undecember,0.344398,0.636349,stored,0.172486,0.044984,1,0.615846,176
ud-illusion-family,annex,,undecember,-0.074247,0.247661,stored,-0.178891,-0.223512,1,0.482654,271
ud-lightning-vortex,annex,,undecember,0.141400,0.149714,stored,0.159820,-0.262608,1,0.412733,318
ud-multishot-link,annex,,undecember,,,,,,1,,
ud-seal-veil-daimonios,annex,,undecember,-0.111432,-0.154655,stored,-0.228694,-0.192240,1,0.123138,529
ud-snowstorm-frost,annex,,undecember,-0.133704,0.252004,stored,-0.115248,-0.212334,1,0.464704,282
ud-spread-rapid-dex,annex,,undecember,0.376239,0.571780,stored,0.214550,-0.156970,1,0.746472,111
ud-summon-strand,annex,,undecember,0.082463,-0.522094,stored,-0.126174,-0.020032,1,0.543686,227
ud-toxic-flame,annex,,undecember,-0.101078,0.251721,stored,-0.164204,-0.276937,1,0.532413,238
ud-whirlwind-str,annex,,undecember,1.006598,-1.361333,stored,0.626889,-0.366077,1,1.065230,58
vs-big-trouser,annex,,vs,,,,,,1,,
vs-bloody-tear,annex,,vs,0.287547,-0.219378,stored,0.152365,-0.359233,1,0.194508,482
vs-death-spiral,annex,,vs,0.500421,-0.148813,stored,0.298259,-0.193174,1,0.206971,471
vs-fuwalafuwaloo,annex,,vs,0.447507,-0.702264,stored,0.199722,-0.422570,1,0.373666,358
vs-gatti-amari,annex,,vs,-0.227903,0.096567,projected,-0.505440,0.053792,1,0.280814,423
vs-gorgeous-moon,annex,,vs,0.188394,0.206309,stored,0.132556,-0.262627,1,0.472249,278
vs-heaven-sword,annex,,vs,0.483846,0.181355,stored,0.241917,-0.072477,1,0.350657,375
vs-hellfire,annex,,vs,0.219138,0.170417,stored,0.100357,-0.087266,1,0.283742,422
vs-holy-wand,annex,,vs,0.277525,0.517290,stored,0.025026,-0.068931,1,0.638288,166
vs-infinite-corridor-crimson-shroud,annex,,vs,0.527266,0.074745,stored,0.194383,-0.150854,1,0.402127,331
vs-je-ne-viv,annex,,vs,0.135012,0.166064,stored,0.036900,-0.184398,1,0.363937,369
vs-la-borra,annex,,vs,0.222729,-0.075981,stored,0.033321,-0.120517,1,0.194574,481
vs-out-of-bounds-freeze,annex,,vs,-0.487443,0.245437,stored,-0.451581,-0.389731,1,0.636180,167
vs-phieraggi,annex,,vs,0.703796,-0.026649,stored,0.425181,-0.125744,1,0.295713,413
vs-queen-sigma,annex,,vs,0.267702,-0.115483,stored,0.330458,-0.389107,1,0.280729,424
vs-red-death,annex,,vs,0.518462,-0.217195,stored,0.379429,-0.182542,1,0.143287,517
vs-runetracer-no-future,annex,,vs,0.376589,0.678361,stored,0.161727,0.036487,1,0.676882,153
vs-soul-eater,annex,,vs,0.416758,-0.616675,stored,0.303402,-0.276615,1,0.358455,372
vs-thousand-edge,annex,,vs,0.370193,0.537775,stored,0.119460,-0.026850,1,0.617793,174
vs-thunder-loop,annex,,vs,-0.216888,0.057398,stored,-0.295841,-0.610713,1,0.672760,154
vs-unholy-vespers,annex,,vs,0.430585,-0.196212,stored,0.275933,-0.415047,1,0.267966,431
vs-vandalier,annex,,vs,0.204100,0.176486,stored,-0.018803,-0.020850,1,0.297703,411
vs-vlad-dracula,annex,,vs,-0.346175,0.039355,stored,-0.273524,-0.262437,1,0.310413,402
d2-auradin,record,lightning,d2,0.417800,-0.066958,stored,0.278157,-1.047543,0,0.990478,65
d2-avenger,record,fire,d2,0.005586,0.096389,stored,-0.088523,-1.193631,0,1.293447,30
d2-berserker,record,,d2,-0.085191,0.072375,stored,-0.139819,-1.290993,0,1.364462,22
d2-blade-sin,record,physical,d2,0.987957,-0.337647,projected,0.821867,0.135514,0,0.501466,263
d2-blaze-sorc,record,fire,d2,0.203564,-0.356041,projected,0.295908,-0.229054,0,0.157014,509
d2-blizzard-sorc,record,cold,d2,-0.151281,0.374045,stored,-0.335755,0.022237,0,0.397240,339
d2-bonemancer,record,,d2,0.274214,0.555317,stored,0.246937,0.171310,0,0.384975,351
d2-bowazon,record,physical,d2,0.278840,0.610443,stored,0.228077,0.079500,0,0.533364,237
d2-bvc,record,physical,d2,0.711353,-1.210550,stored,0.955861,-0.852905,0,0.433236,302
d2-charger,record,physical,d2,-0.192469,-0.115431,stored,0.320113,-0.378564,0,0.576176,204
d2-conc-barb,record,physical,d2,-0.056338,-0.056093,stored,-0.133410,-1.301644,0,1.247933,37
d2-daggermancer,record,chaos-poison,d2,-0.055559,0.065401,stored,-0.118651,-1.200065,0,1.267038,32
d2-enchantress,record,fire,d2,-0.277042,-0.166991,stored,-0.245845,-0.413381,0,0.248357,444
d2-fire-druid,record,fire,d2,-0.169166,0.332423,stored,-0.204627,-0.070596,0,0.404576,327
d2-fire-sorc,record,fire,d2,-0.175732,0.214517,stored,0.016972,0.038201,0,0.261194,437
d2-fireclaw-wolf,record,fire,d2,-0.137442,-0.056460,stored,-0.219177,-1.247339,0,1.193681,49
d2-firewall-sorc,record,fire,d2,0.214885,0.202129,stored,-0.090413,0.096544,0,0.323041,389
d2-fishyzon,record,physical,d2,0.144594,0.512251,stored,0.121392,0.084783,0,0.428097,306
d2-fohdin,record,lightning,d2,-0.270197,0.259722,stored,0.045980,-0.107879,0,0.484869,268
d2-frenzy-barb,record,physical,d2,-0.069592,0.076645,stored,-0.128134,-1.405242,0,1.483043,10
d2-frost-bowazon,record,cold,d2,0.240078,0.374131,stored,0.288236,0.110714,0,0.267783,432
d2-frozen-orb-sorc,record,cold,d2,0.284324,0.530675,stored,0.563824,-0.210875,0,0.792476,92
d2-fury-wolf,record,physical,d2,-0.124632,0.095529,stored,-0.241154,-1.099163,0,1.200361,47
d2-ghost-pvp,record,physical,d2,-0.580791,-0.030415,stored,-0.825348,-0.209285,0,0.302989,407
d2-golemancer,record,physical,d2,-0.506036,-0.127506,projected,-1.225968,0.102552,0,0.755797,105
d2-grim-ward-barb,record,physical,d2,-0.635751,0.027315,projected,-1.236849,0.065572,0,0.602314,188
d2-hammerdin,record,,d2,0.420488,0.138742,stored,0.629995,-0.360575,0,0.541489,230
d2-horker,record,physical,d2,-0.142095,0.207063,stored,0.461323,-0.789367,0,1.164897,51
d2-hydra-sorc,record,fire,d2,-0.686750,-0.272817,stored,-1.015200,0.054006,0,0.463349,283
d2-impale-zon,record,physical,d2,-1.214874,0.147786,projected,-0.568533,-1.890746,0,2.138544,2
d2-inferno-sorc,record,fire,d2,1.574849,-0.751849,projected,1.910394,-0.220418,0,0.628498,170
d2-javazon,record,lightning,d2,0.337474,0.756792,stored,0.306522,0.118645,0,0.638897,165
d2-kicksin,record,physical,d2,-0.096527,0.289198,stored,-0.177755,-1.301391,0,1.592662,7
d2-leap-attack-barb,record,physical,d2,-0.820759,0.206578,projected,-0.223675,-0.909499,0,1.265755,33
d2-lightning-sorc,record,lightning,d2,0.313360,0.669383,stored,0.335749,0.123710,0,0.546132,224
d2-maul-bear,record,physical,d2,-0.454221,0.151200,stored,-0.271016,-1.527523,0,1.688690,4
d2-meteorb,record,fire,d2,-0.491434,0.332995,stored,-0.289803,-0.306644,0,0.670666,157
d2-mosaic-sin,record,lightning,d2,-0.030555,0.249371,stored,0.058131,-0.343429,0,0.599397,192
d2-nova-sorc,record,lightning,d2,0.504394,-0.237727,stored,0.397197,-0.069968,0,0.199083,476
d2-poison-javazon,record,chaos-poison,d2,-0.330978,0.330917,stored,-0.270458,-0.102148,0,0.437273,299
d2-poison-nova-necro,record,chaos-poison,d2,0.280165,-0.127726,stored,0.333777,0.178073,0,0.310463,400
d2-rabies-wolf,record,chaos-poison,d2,-0.070259,0.394129,stored,-0.025565,-0.157440,0,0.553377,216
d2-sacrifice,record,physical,d2,-0.417638,-0.227120,projected,-0.300476,-1.770896,0,1.548215,9
d2-singer,record,physical,d2,0.318304,-0.306239,stored,0.202634,-0.308089,0,0.115685,532
d2-smiter,record,physical,d2,-0.223662,0.023359,stored,-0.222223,-1.390677,0,1.414037,15
d2-summon-druid,record,physical,d2,-0.216536,-0.191361,stored,-0.785722,-0.014476,0,0.596038,195
d2-summonmancer,record,physical,d2,-0.776372,0.051389,stored,-0.976299,-0.093906,0,0.247146,445
d2-teleport-sorc,record,,d2,,,,,,1,,
d2-throw-barb,record,physical,d2,0.181567,0.434663,stored,0.050429,0.056790,0,0.399982,333
d2-trapsin,record,lightning,d2,-0.866397,-0.033299,stored,-1.042719,-0.017451,0,0.177033,497
d2-wind-druid,record,physical,d2,0.375773,0.684748,stored,0.206154,0.100525,0,0.608348,184
d2-wl-abyss,record,,d2,-0.295277,0.396203,stored,-0.079248,-0.063894,0,0.508289,255
d2-wl-blood-boil,record,fire,d2,-0.432651,0.273379,stored,-0.299167,0.030497,0,0.277145,426
d2-wl-echoing-strike,record,physical,d2,-0.137440,0.188261,stored,0.138945,-0.244667,0,0.513629,252
d2-wl-fire,record,fire,d2,-0.295277,0.396203,stored,0.004874,-0.131144,0,0.606783,185
d2-wl-tainted-summoner,record,,d2,-0.467619,0.326946,stored,-0.205680,-0.025338,0,0.438994,296
d2-wl-void-rift,record,chaos-poison,d2,-0.341527,0.312117,stored,-0.177690,-0.281824,0,0.616124,175
d2-ww-barb,record,physical,d2,0.862183,-1.086168,stored,1.052372,-0.750981,0,0.385386,350
d2-ww-sin,record,physical,d2,0.995627,-1.011647,stored,1.087914,-0.756199,0,0.271607,428
d2-zealot,record,physical,d2,-0.200541,0.209994,stored,-0.123421,-1.584657,0,1.796308,3
gd-aar-spellbinder,record,lightning,gd,1.082131,-0.368291,stored,1.078562,-0.146068,0,0.222251,462
gd-aegis-paladin,record,fire,gd,0.184732,0.534273,stored,0.111712,0.151253,0,0.389918,345
gd-belgothian-blademaster,record,physical,gd,0.017360,-0.061020,stored,-0.087936,-1.389294,0,1.332441,25
gd-berserker-wereforms,record,cold,gd,-0.193300,0.082642,stored,-0.150088,-0.499874,0,0.584117,197
gd-blade-arc-warder,record,physical,gd,0.146278,-0.210351,stored,0.179631,-0.970200,0,0.760581,104
gd-blade-trap,record,physical,gd,-0.128718,0.143332,projected,-0.214772,0.117093,0,0.089966,540
gd-blight-fiend-ritualist,record,chaos-poison,gd,-0.652340,0.031649,stored,-0.529530,-0.231585,0,0.290473,419
gd-bloody-pox-conjurer,record,chaos-poison,gd,-0.208691,0.278431,stored,-0.030986,0.178525,0,0.203864,473
gd-bwc-demolitionist,record,fire,gd,-0.404019,0.017448,stored,-0.280765,-0.098932,0,0.169516,501
gd-cadence-witchblade,record,physical,gd,-0.496704,-0.054959,stored,-0.436666,-1.309068,0,1.255545,35
gd-callidors-tempest-templar,record,lightning,gd,0.374894,-0.203028,stored,0.238478,-0.139218,0,0.150602,514
gd-canister-saboteur,record,fire,gd,-0.770314,-0.216470,stored,-0.472527,-0.134492,0,0.308865,404
gd-dee-witch-hunter,record,chaos-poison,gd,0.190870,0.290803,stored,0.058431,0.026603,0,0.295535,414
gd-devastation-sorcerer,record,lightning,gd,-0.574859,0.032747,stored,-0.378522,-0.040606,0,0.209592,470
gd-doom-bolt-sentinel,record,chaos-poison,gd,-0.406702,0.245921,stored,-0.352648,0.068713,0,0.185269,488
gd-drain-essence-spellbinder,record,chaos-poison,gd,0.980145,0.084146,stored,0.973191,0.030745,0,0.053852,552
gd-eor-warlord,record,fire,gd,1.003473,-1.052719,stored,1.119406,-0.763323,0,0.311754,398
gd-fire-strike-purifier,record,fire,gd,0.204299,0.191777,stored,0.249195,-0.034096,0,0.230292,460
gd-flames-of-ignaffar-purifier,record,fire,gd,1.308865,-0.062852,stored,0.834100,-0.226663,0,0.502231,261
gd-forcewave-warlord,record,physical,gd,0.493621,-0.201693,stored,0.547509,-0.090576,0,0.123495,528
gd-krieg-death-knight,record,lightning,gd,-0.406360,0.020750,stored,-0.347352,-1.024478,0,1.046893,60
gd-mortar-purifier,record,fire,gd,-1.102927,-0.354849,stored,-1.239031,0.023582,0,0.402162,330
gd-panettis-mage-hunter,record,,gd,0.296845,0.611404,stored,0.202548,-0.086693,0,0.704437,134
gd-pet-conjurer,record,physical,gd,-0.366521,-0.184143,stored,-0.544597,-0.334766,0,0.233234,459
gd-phantasmal-blades-witch-hunter,record,chaos-poison,gd,0.283150,0.479848,stored,0.251188,0.282621,0,0.199801,475
gd-primal-strike-vindicator,record,lightning,gd,-0.215344,0.096778,stored,-0.175378,-1.012563,0,1.110061,55
gd-ravenous-earth-oppressor,record,chaos-poison,gd,-0.487675,0.127253,stored,-0.570968,0.108834,0,0.085305,542
gd-reap-spirit,record,chaos-poison,gd,-0.499905,0.058430,projected,-0.978020,0.066839,0,0.478189,272
gd-retaliation-warlord,record,physical,gd,0.096717,-0.270664,stored,0.716386,-0.981099,0,0.942713,70
gd-righteous-fervor-dervish,record,chaos-poison,gd,-0.034434,-0.073890,stored,-0.073984,-1.476630,0,1.403297,17
gd-roh-infiltrator,record,cold,gd,-0.711539,-0.017824,stored,-0.722755,0.000196,0,0.021225,561
gd-savagery-warder,record,lightning,gd,-0.206713,-0.077055,stored,-0.129396,-1.372870,0,1.298120,29
gd-shadow-strike-infiltrator,record,cold,gd,-0.435160,-0.355813,stored,0.070049,-0.276559,0,0.511387,253
gd-skeleton-ritualist,record,physical,gd,-0.822662,-0.652017,stored,-1.175974,-0.110014,0,0.646991,162
gd-stormbox-elementalist,record,lightning,gd,-0.231549,0.208127,stored,0.006700,0.087217,0,0.267173,433
gd-stun-jacks,record,lightning,gd,-0.132511,-0.000163,projected,0.258830,0.077051,0,0.398886,334
gd-trozan-druid,record,cold,gd,-0.367458,0.232092,stored,-0.440720,-0.043910,0,0.285560,421
gd-vires-might-shieldbreaker,record,fire,gd,-0.203756,-0.390503,stored,0.323465,-0.368095,0,0.527697,242
gd-vitality-conjurer,record,chaos-poison,gd,-0.534440,0.056062,stored,-0.463524,0.069622,0,0.072201,545
gd-wendigo-totem-ritualist,record,physical,gd,-0.963076,-0.339863,stored,-0.902743,0.076976,0,0.421183,312
gd-word-of-pain-tactician,record,fire,gd,-0.449388,0.087937,stored,-0.237704,-0.053445,0,0.254556,440
le-bladestorm-bd,record,physical,le,0.430573,-0.149171,stored,-0.165569,-0.161420,0,0.596267,194
le-bomb-lance-falconer,record,physical,le,0.100023,0.170336,stored,-0.032006,0.095612,0,0.151708,513
le-chthonic-fissure-warlock,record,fire,le,0.390788,0.042895,stored,0.084502,0.181155,0,0.336045,380
le-detonating-arrow-mm,record,fire,le,0.087446,0.331185,stored,0.127051,0.091891,0,0.242550,452
le-dive-bomb-falconer,record,physical,le,-0.354603,0.203538,stored,-0.548924,-0.030433,0,0.304144,406
le-erasing-strike-vk,record,chaos-poison,le,-0.576164,0.224212,stored,-0.181888,-1.057108,0,1.340609,23
le-explosive-trap-falconer,record,physical,le,-0.538621,-0.032370,stored,-0.922671,-0.072940,0,0.386188,349
le-fire-aura-spellblade,record,fire,le,0.380661,-0.625547,stored,0.033624,-0.029702,0,0.689540,142
le-flame-reave-spellblade,record,fire,le,0.038320,0.126216,stored,0.042625,-0.168453,0,0.294700,415
le-frost-claw,record,cold,le,0.797457,0.635188,stored,0.404243,0.090259,0,0.671986,155
le-frost-wall-rm,record,cold,le,-0.429516,0.023824,stored,-0.530289,0.036723,0,0.101595,537
le-ghostflame-warlock,record,chaos-poison,le,1.139086,-0.441093,stored,0.838552,0.088602,0,0.609013,183
le-hammer-throw-paladin,record,physical,le,0.451077,-0.048933,stored,0.757390,-0.288770,0,0.389036,346
le-harvest-lich,record,chaos-poison,le,-0.086941,0.109967,stored,-0.067136,-0.926092,0,1.036248,62
le-healing-hands-paladin,record,fire,le,-0.152207,0.105693,stored,-0.101776,-0.330666,0,0.439264,295
le-judgement-paladin,record,fire,le,-0.179404,-0.012218,stored,-0.103339,-0.037257,0,0.080080,544
le-lightning-blast,record,lightning,le,0.512877,0.707493,stored,0.490422,0.183975,0,0.523999,244
le-manifest-armor,record,physical,le,-0.513277,-0.318640,stored,-0.571406,-0.515235,0,0.205008,472
le-reaper-form-lich,record,chaos-poison,le,0.260681,-0.263930,stored,0.185394,-0.118716,0,0.163570,506
le-ring-of-shields,record,physical,le,-0.207874,-0.374587,stored,-0.121955,-0.234583,0,0.164265,505
le-runic-invocation,record,lightning,le,0.180452,0.269897,stored,0.004044,0.092828,0,0.249947,442
le-shadow-bladedancer,record,physical,le,-0.352247,-0.101640,stored,-0.768511,-0.224021,0,0.433881,301
le-shield-bash-le,record,physical,le,-0.383034,-0.151729,projected,-0.308323,-1.587490,0,1.437704,13
le-shield-throw-time-rot-vk,record,chaos-poison,le,0.299129,0.559370,stored,0.141085,0.164311,0,0.425499,309
le-shift-bladedancer,record,physical,le,0.094619,-0.468390,stored,0.422073,-0.243132,0,0.397451,338
le-skeleton-necro,record,physical,le,-0.567007,-0.382056,stored,-0.518701,-0.287534,0,0.106151,535
le-smite-paladin,record,lightning,le,-0.058693,0.059714,stored,0.070736,-0.447493,0,0.523460,245
le-soul-feast,record,chaos-poison,le,-0.413542,0.189902,projected,0.017224,0.069757,0,0.447208,292
le-squirrel-bm,record,physical,le,-0.440096,-0.308403,stored,-0.409801,-0.586712,0,0.279953,425
le-storm-totem-shaman,record,lightning,le,-0.753381,-0.312785,stored,-0.878650,-0.265602,0,0.133861,523
le-swarmblade-druid,record,physical,le,0.207238,-0.384655,stored,0.174747,-0.344353,0,0.051769,554
le-tempest-strike,record,lightning,le,-0.007088,0.248764,projected,-0.053926,-1.373740,0,1.623180,6
le-umbral-blades,record,physical,le,0.232458,0.481437,stored,0.141958,0.086685,0,0.404994,326
le-warpath-vk,record,chaos-poison,le,1.023354,-1.282978,stored,1.007880,-0.594700,0,0.688452,144
le-werebear-druid,record,physical,le,0.172608,-0.389170,stored,0.192620,-0.307495,0,0.084091,543
le-wraithlord-necro,record,chaos-poison,le,-0.638445,-0.210144,stored,-0.639552,-0.019899,0,0.190248,486
poe1-aegis-max-block,record,cold,poe1,-0.294487,0.265010,stored,-0.074374,-0.324463,0,0.629229,169
poe1-animate-weapon,record,physical,poe1,-0.367088,-0.047619,stored,-0.312006,-0.092904,0,0.071307,547
poe1-arc,record,lightning,poe1,0.341191,0.885927,stored,0.450252,0.163163,0,0.730946,124
poe1-archmage,record,lightning,poe1,0.313200,0.572577,stored,0.311181,0.272865,0,0.299719,408
poe1-armageddon-brand,record,fire,poe1,-0.561422,-0.114100,stored,-0.519735,0.032478,0,0.152391,512
poe1-aurabot,record,,poe1,0.335493,-0.288550,stored,0.250405,-0.004169,0,0.296837,412
poe1-aurastacker,record,cold,poe1,0.488713,-0.409831,stored,0.348386,-0.129815,0,0.313210,396
poe1-autobomber,record,cold,poe1,0.333171,0.317061,stored,0.516859,-0.257021,0,0.602753,187
poe1-ball-lightning,record,lightning,poe1,0.313200,0.572577,stored,0.311181,0.272865,0,0.299719,409
poe1-bane,record,chaos-poison,poe1,-0.115689,0.295648,stored,-0.159797,0.083557,0,0.216629,466
poe1-baron-zombies,record,physical,poe1,-0.319146,-0.052749,stored,-0.482099,-1.015587,0,0.976530,67
poe1-blade-flurry,record,physical,poe1,0.404213,-0.480614,stored,0.549276,-1.007368,0,0.546363,223
poe1-bladefall-bladeblast,record,physical,poe1,-0.770020,0.163815,stored,-0.398626,-0.052602,0,0.429849,305
poe1-blood-magic-kit,record,,poe1,,,,,,1,,
poe1-boneshatter,record,physical,poe1,-0.172285,0.090895,stored,-0.164590,-1.183268,0,1.274186,31
poe1-caustic-arrow,record,chaos-poison,poe1,0.268045,0.462450,stored,0.076310,0.218376,0,0.310378,403
poe1-charged-dash,record,lightning,poe1,0.936175,-0.908720,projected,1.293389,-0.494874,0,0.546690,222
poe1-cleave,record,physical,poe1,0.051929,-0.050861,projected,0.116391,-1.427795,0,1.378442,20
poe1-coc-ice-nova,record,cold,poe1,0.721516,-0.339901,stored,0.949995,-0.901000,0,0.605834,186
poe1-cold-dot-occ,record,cold,poe1,-0.189656,0.175305,stored,-0.004824,0.120916,0,0.192668,484
poe1-crackling-lance,record,lightning,poe1,0.584734,0.235380,stored,1.269378,-0.118902,0,0.770878,97
poe1-cwdt-loop,record,chaos-poison,poe1,0.307953,0.159095,stored,0.266247,-0.083317,0,0.245974,447
poe1-cyclone,record,physical,poe1,0.989093,-1.012515,stored,1.109488,-0.743546,0,0.294684,416
poe1-dark-pact,record,chaos-poison,poe1,0.133576,0.510646,stored,0.237598,0.151932,0,0.373492,359
poe1-deaths-oath,record,chaos-poison,poe1,0.339591,-0.351505,stored,0.266301,-0.044323,0,0.315804,393
poe1-detonate-dead,record,fire,poe1,-0.610847,0.299587,stored,-0.456297,-0.130392,0,0.456911,287
poe1-discharge,record,fire,poe1,0.050912,-0.126129,stored,0.132387,-0.356715,0,0.244557,449
poe1-divine-ire,record,lightning,poe1,0.926367,-0.313476,stored,0.977642,-0.076947,0,0.242023,455
poe1-ea-ballista,record,fire,poe1,-1.088547,-0.395053,stored,-1.236879,0.013170,0,0.434337,300
poe1-earthquake,record,physical,poe1,-0.819921,0.064963,stored,-0.464097,-1.267102,0,1.378770,19
poe1-earthshatter,record,physical,poe1,-1.104616,-0.053893,stored,-0.653767,-1.212352,0,1.243097,38
poe1-edc,record,chaos-poison,poe1,0.296036,0.775800,stored,0.262360,0.299117,0,0.477871,273
poe1-elemental-hit,record,fire,poe1,0.140616,0.325427,stored,0.157114,0.111370,0,0.214692,468
poe1-facebreaker,record,physical,poe1,-0.077895,0.240043,stored,-0.097321,-1.080699,0,1.320885,26
poe1-fire-trap,record,fire,poe1,-1.088547,-0.395053,stored,-0.889660,0.026041,0,0.465700,281
poe1-flameblast,record,fire,poe1,0.433304,-0.301807,stored,0.497528,-0.128938,0,0.184414,489
poe1-flicker,record,physical,poe1,-0.014922,-0.164369,stored,0.488996,-0.450170,0,0.579323,202
poe1-forbidden-rite,record,chaos-poison,poe1,-0.658482,-0.213155,stored,-0.435135,0.133184,0,0.412110,321
poe1-freezing-pulse,record,cold,poe1,0.266955,0.775740,stored,0.275905,0.104234,0,0.671565,156
poe1-frost-blades,record,cold,poe1,0.205141,0.341722,stored,0.025988,-0.908025,0,1.262523,34
poe1-generals-cry,record,physical,poe1,-0.440779,-0.159926,stored,-0.555838,-0.101270,0,0.129148,527
poe1-glacial-cascade-mines,record,cold,poe1,-0.951606,-0.267038,stored,-0.547929,0.041033,0,0.507802,256
poe1-glacial-hammer,record,cold,poe1,-0.182442,-0.186879,projected,-0.202907,-1.400093,0,1.213386,45
poe1-golementalist,record,fire,poe1,-0.213247,-0.222452,stored,-0.773696,0.048015,0,0.622298,172
poe1-heavy-strike-stun,record,physical,poe1,-0.604023,-0.174121,stored,-0.484020,-1.135679,0,0.969017,69
poe1-hexblast-mines,record,chaos-poison,poe1,-0.691514,0.084811,stored,-0.454111,-0.042141,0,0.269216,430
poe1-hoag,record,chaos-poison,poe1,-0.518844,-0.160671,stored,-0.752712,-0.207710,0,0.238551,456
poe1-ice-shot,record,cold,poe1,0.386177,0.434409,stored,0.265289,0.132835,0,0.324902,388
poe1-icicle-mines,record,cold,poe1,-0.474020,0.010553,stored,-0.289697,-0.151356,0,0.245335,448
poe1-incinerate,record,fire,poe1,1.388631,0.046582,stored,1.075564,-0.229075,0,0.417131,316
poe1-kinetic-fusillade,record,physical,poe1,0.310237,0.644089,stored,0.289760,0.142554,0,0.501954,262
poe1-lacerate-glad,record,physical,poe1,-0.201248,0.303280,stored,0.010118,-1.091781,0,1.410982,16
poe1-lightning-arrow,record,lightning,poe1,0.404138,0.693396,stored,0.451241,0.147535,0,0.547890,220
poe1-lightning-conduit,record,lightning,poe1,-0.413774,0.433658,stored,-0.131486,-0.252299,0,0.741770,118
poe1-lightning-strike,record,lightning,poe1,0.195110,0.287360,stored,0.037953,-0.935365,0,1.232783,41
poe1-low-life-shavs,record,fire,poe1,-0.203821,0.002563,stored,-0.152740,-0.124364,0,0.136820,521
poe1-minion-pact-bv,record,physical,poe1,0.196820,0.222560,stored,0.707055,-0.493405,0,0.879174,75
poe1-mjolner,record,lightning,poe1,0.053227,0.624531,stored,-0.156862,-0.813999,0,1.453790,11
poe1-molten-strike,record,fire,poe1,0.237066,0.331722,stored,0.017963,-0.952169,0,1.302452,28
poe1-pconc,record,chaos-poison,poe1,0.405449,0.362325,stored,0.076570,0.099574,0,0.420951,313
poe1-pizza-sticks,record,fire,poe1,-1.088547,-0.395053,stored,-0.521435,-0.055662,0,0.660910,160
poe1-poets-pen-vd,record,fire,poe1,-0.152122,0.369901,stored,-0.096496,0.009159,0,0.365005,368
poe1-poison-bv,record,chaos-poison,poe1,0.324799,0.111780,stored,0.716296,-0.557777,0,0.775613,96
poe1-reaper,record,physical,poe1,-0.592221,-0.232338,projected,-0.403399,-1.444637,0,1.226916,42
poe1-righteous-fire,record,fire,poe1,0.271361,-0.136898,stored,0.267551,-0.174232,0,0.037528,557
poe1-scourge-arrow,record,chaos-poison,poe1,0.596807,0.292121,stored,0.677295,-0.032701,0,0.334646,382
poe1-seismic-trap,record,physical,poe1,-0.979928,-0.414086,stored,-0.813481,-0.813959,0,0.433132,303
poe1-siege-ballista,record,physical,poe1,-0.666243,-0.325536,stored,-1.097812,-0.016411,0,0.530858,240
poe1-skeleton-mages,record,cold,poe1,-0.232393,-0.124408,stored,-0.147513,0.083332,0,0.224411,461
poe1-soulrend,record,chaos-poison,poe1,0.126149,0.571286,stored,0.166770,0.198803,0,0.374692,357
poe1-spark,record,lightning,poe1,0.365783,0.715055,stored,0.322021,0.150496,0,0.566253,209
poe1-spectral-helix,record,physical,poe1,0.405324,0.336365,stored,0.442434,0.023019,0,0.315535,394
poe1-spectral-throw,record,lightning,poe1,0.274502,0.599336,stored,0.069709,0.102661,0,0.537239,234
poe1-spectres,record,fire,poe1,-0.345262,0.174103,stored,-0.748512,-0.032767,0,0.453217,290
poe1-split-arrow-bleed,record,physical,poe1,0.258504,0.597062,stored,0.223614,0.167193,0,0.431283,304
poe1-srs,record,fire,poe1,-0.281842,0.183590,stored,-0.759585,-0.073441,0,0.542497,229
poe1-sst,record,physical,poe1,0.222682,0.668209,stored,0.219478,0.161210,0,0.507009,258
poe1-storm-brand,record,lightning,poe1,-0.452089,0.081594,stored,-0.109727,0.047696,0,0.344036,377
poe1-sweep,record,physical,poe1,0.199771,-0.499536,projected,0.232132,-1.409579,0,0.910619,74
poe1-tectonic-slam,record,fire,poe1,-0.289150,0.112208,stored,-0.173033,-1.215184,0,1.332460,24
poe1-tornado-shot,record,physical,poe1,0.383361,0.593013,stored,0.302397,0.146210,0,0.454080,288
poe1-totem-hierophant,record,physical,poe1,-1.261352,-0.722966,stored,-1.764663,0.052937,0,0.924850,73
poe1-toxic-rain,record,chaos-poison,poe1,-0.142768,0.396745,stored,-0.141072,-0.025996,0,0.422745,311
poe1-vaal-blade-vortex,record,physical,poe1,0.261617,-0.113346,stored,0.125751,-0.156870,0,0.142668,518
poe1-venom-gyre,record,chaos-poison,poe1,0.233642,0.135755,stored,0.457452,-0.007519,0,0.265741,434
poe1-viper-poison,record,chaos-poison,poe1,0.000113,0.266894,stored,-0.028097,-1.184278,0,1.451447,12
poe1-wander,record,physical,poe1,0.383361,0.593013,stored,0.302397,0.146210,0,0.454080,289
poe1-warchief,record,physical,poe1,-0.935831,-0.514512,stored,-1.205294,-0.142207,0,0.459588,284
poe1-ward-loop,record,chaos-poison,poe1,0.380911,0.271948,stored,0.275734,-0.020185,0,0.310489,399
