body_record,body_display_name,body_waves,in_frozen_baton_roll,skill_record,skill_archive,skill_class,skill_depth,rank,rank_grade,mechanism_class,weapon_damage_pct,damage_families,raw_total_hi,applied_single_lo,applied_single_hi,applied_single_hi_crit,applied_single_hi_crit_ATTROFF,applied_volley_hi_crit_ATTROFF,type_modifier_clamped_to_zero,crit_mult,crit_tier,projectile_launch_number,projectile_fragments_min,projectile_fragments_max,projectile_launch_rotation,projectile_piercing_chance,n_coincident_max,applied_volley_hi,applied_volley_hi_crit,applied_volley_hi_crit_r1scaled,applied_single_hi_crit_r1,applied_single_hi_crit_r3,n_projectiles_needed_r2,n_projectiles_needed_r1,n_projectiles_needed_r3,n_projectiles_needed_ATTROFF_r2,n_projectiles_needed_ATTROFF_r3,range1_scale_pct,range1_max_m,range3_scale_pct,skill_target_radius,skill_target_number,skill_cooldown_s,percent_current_life_pct,percent_current_life_at_full,reaches_20005_single,reaches_20005_volley,fraction_of_20005_single,fraction_of_20005_volley,arithmetic_chain
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,Reaper of Rot,160,NO,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_channelsundersparks.dbr,gdx3,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,0.0,Life|Physical,13571.2,2714.24,2714.24,2985.66,463.48,1853.91,Physical(-0.23),1.100000023841858,2,4,0,0,25.0,0.0,4,10856.96,11942.65,8359.86,2089.96,4478.49,7,10,5,44,29,70.0,2.0,150.0,0.0,0,0.0,0.0,0.0,NO,NO,0.14925,0.59698,Life: flat 836-836 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 13571 -> applied 2714 | Physical: flat 669-669 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,160,160,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_massiveswipe.dbr,gdx2,Skill_WeaponPool_ChargedFinale,0,28,MEASURED-RANK,single-hit,100.0,Cold|Lightning|Physical,29272.4,10855.73,10855.73,11941.3,6850.87,6850.87,Physical(-0.38),1.100000023841858,2,0,0,0,0.0,0.0,1,10855.73,11941.3,11941.3,11941.3,11941.3,2,2,2,3,3,0.0,0.0,0.0,0.0,5,0.0,25.0,5001.25,NO,NO,0.59692,0.59692,Cold: flat 2536-2536 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 28077 -> applied 5615 | Lightning: flat 108-108 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 1196 -> applied 239 | Physical: flat 942-1107 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | PercentCurrentLife: 25% x 20005 (at full) = 5001  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,159,159,records/skills/nonplayerskillsgdx1/bossskills/avris_reapspirit.dbr,gdx1,Skill_AttackSpellChaosSpawnPet,0,28,MEASURED-RANK,ground-burst,0.0,Aether,9203.65,10842.98,10842.98,11927.28,10326.78,10326.78,NO,1.100000023841858,2,0,0,0,0.0,0.0,1,10842.98,11927.28,11927.28,11927.28,11927.28,2,2,2,2,2,0.0,0.0,0.0,0.0,0,0.0,45.0,9002.25,NO,NO,0.59621,0.59621,Aether: flat 861-861 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 9204 -> applied 1841 | PercentCurrentLife: 45% x 20005 (at full) = 9002  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,Curate Ignus,160,160,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_meteor.dbr,gdx3,Skill_AttackProjectileDrop,0,28,MEASURED-RANK,single-hit,0.0,Chaos|Fire|Physical,53684.15,10736.83,10736.83,11810.51,1833.4,1833.4,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,10736.83,11810.51,11810.51,11810.51,11810.51,2,2,2,11,11,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,NO,NO,0.59038,0.59038,Chaos: flat 1102-1102 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 17889 -> applied 3578 | Fire: flat 2205-2205 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 35795 -> applied 7159 | Physical: flat 2305-2305 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,"Benn'Jahr, the Colossal",160,NO,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_chaosstomp.dbr,base,Skill_AttackRadius,0,28,MEASURED-RANK,ground-burst,0.0,Chaos|Physical,23181.42,10637.78,10637.78,11701.56,7393.33,7393.33,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,10637.78,11701.56,11701.56,11701.56,11701.56,2,2,2,3,3,0.0,0.0,0.0,9.0,0,0.0,30.0,6001.5,NO,NO,0.58493,0.58493,Chaos: flat 952-952 x attr 6.4419 x total 2.5200 x type 1.5000 = raw 23181 -> applied 4636 | Physical: flat 839-839 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0 | PercentCurrentLife: 30% x 20005 (at full) = 6002  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,"Benn'Jahr, the Colossal",160,NO,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_impale.dbr,base,Skill_AttackWeapon,0,28,MEASURED-RANK,single-hit,100.0,Chaos|Life|Physical|Pierce,35569.87,9514.57,9514.57,10466.03,3883.07,3883.07,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,9514.57,10466.03,10466.03,10466.03,10466.03,2,2,2,6,6,0.0,0.0,0.0,0.0,3,0.0,12.0,2400.6,NO,NO,0.52317,0.52317,Chaos: flat 846-846 x attr 6.4419 x total 2.5200 x type 1.5000 = raw 20600 -> applied 4120 | Life: flat 490-490 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 7954 -> applied 1591 | Physical: flat 1607-1968 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0 | Pierce: flat 482-482 x attr 5.7755 x total 2.5200 x type 1.0000 = raw 7015 -> applied 1403 | PercentCurrentLife: 12% x 20005 (at full) = 2401  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/aetherialcolossus_galakros.dbr,"Galakros, the Mountain",160,NO,records/skills/nonplayerskillsgdx1/bossskills/galakros_poisongrenadeburst.dbr,gdx1,Skill_AttackProjectileFan,0,28,MEASURED-RANK,volley-overlap,0.0,Physical|Poison,15546.33,3109.27,3109.27,3420.19,716.71,2150.12,Physical(-0.44),1.100000023841858,2,3,0,0,25.0,0.0,3,9327.8,10260.58,4104.23,1368.08,4617.26,6,15,5,28,21,40.0,3.0,135.0,0.0,0,0.0,0.0,0.0,NO,NO,0.17097,0.5129,Physical: flat 600-600 x attr 4.7510 x total 2.6400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 1234-1234 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 15546 -> applied 3109
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,160,160,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_megapunch.dbr,gdx2,Skill_AttackWeapon,0,28,MEASURED-RANK,single-hit,100.0,Cold|Lightning|Physical|Poison,18953.99,8792.05,8792.05,9671.25,6375.18,6375.18,Physical(-0.38),1.100000023841858,2,0,0,0,0.0,0.0,1,8792.05,9671.25,9671.25,9671.25,9671.25,3,3,3,4,4,0.0,0.0,0.0,0.0,1,0.0,25.0,5001.25,NO,NO,0.48344,0.48344,Cold: flat 962-962 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 10651 -> applied 2130 | Lightning: flat 108-108 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 1196 -> applied 239 | Physical: flat 2926-3091 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | Poison: flat 642-642 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 7108 -> applied 1422 | PercentCurrentLife: 25% x 20005 (at full) = 5001  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/aetherialcolossus_galakros.dbr,"Galakros, the Mountain",160,NO,records/skills/nonplayerskillsgdx1/bossskills/galakros_poisonstrike.dbr,gdx1,Skill_AttackWeapon,0,28,MEASURED-RANK,single-hit,100.0,Fire|Physical|Poison,24743.11,8549.52,8549.52,9404.47,5101.68,5101.68,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,8549.52,9404.47,9404.47,9404.47,9404.47,3,3,3,4,4,0.0,0.0,0.0,0.0,1,0.0,18.0,3600.9,NO,NO,0.47011,0.47011,Fire: flat 150-150 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 1890 -> applied 378 | Physical: flat 2479-2787 x attr 4.7510 x total 2.6400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 1814-1814 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 22853 -> applied 4571 | PercentCurrentLife: 18% x 20005 (at full) = 3601  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/aetherial_fleshhulk_mine.dbr,"Venarius, the Backbreaker",159,NO,records/skills/nonplayerskills/bossskills/angela_devastation_shortrange.dbr,base,Skill_BuffAttackRadiusDrop,0,28,MEASURED-RANK,ground-burst,0.0,Aether|Physical,21266.79,4253.36,4253.36,4678.69,890.98,1781.96,Physical(-0.44),1.100000023841858,2,2,0,0,0.0,0.0,2,8506.72,9357.39,9357.39,4678.69,4678.69,5,5,5,23,23,0.0,0.0,0.0,7.0,0,0.0,0.0,0.0,NO,NO,0.23388,0.46775,Aether: flat 1808-1808 x attr 5.2512 x total 2.2400 x type 1.0000 = raw 21267 -> applied 4253 | Physical: flat 1051-1051 x attr 5.0327 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,"Raddoth, Lord Hierophant",160,NO,records/skills/nonplayerskills/bossskills/nemesis/zantarin_reactiveundeathmissile.dbr,base,Skill_AttackProjectileBurst,0,28,MEASURED-RANK,single-hit,0.0,Life|Poison,23473.62,7695.47,7695.47,8465.02,4102.49,4102.49,NO,1.100000023841858,2,1,0,0,0.0,0.0,1,7695.47,8465.02,8465.02,8465.02,8465.02,3,3,3,5,5,0.0,0.0,0.0,0.0,0,0.4000000059604645,15.0,3000.75,NO,NO,0.42315,0.42315,Life: flat 874-874 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 14188 -> applied 2838 | Poison: flat 572-572 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 9286 -> applied 1857 | PercentCurrentLife: 15% x 20005 (at full) = 3001  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,"Valdaran, the Storm Scourge",160,NO,records/skills/nonplayerskills/bossskills/nemesis/valdaran_lightningbolt.dbr,base,Skill_AttackRadiusLightning,0,28,MEASURED-RANK,ground-burst,0.0,Lightning,37794.81,7558.96,7558.96,8314.86,1290.75,1290.75,NO,1.100000023841858,2,0,0,0,0.0,0.0,1,7558.96,8314.86,8314.86,8314.86,8314.86,3,3,3,16,16,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,NO,NO,0.41564,0.41564,Lightning: flat 1663-1663 x attr 6.4419 x total 2.5200 x type 1.4000 = raw 37795 -> applied 7559
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,"Grava'Thul, the Voiddrinker",160,NO,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_doubleswipe.dbr,gdx1,Skill_AttackWave,0,28,MEASURED-RANK,ground-burst,0.0,Chaos|Physical,17580.87,7517.17,7517.17,8268.89,5001.52,5001.52,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,7517.17,8268.89,8268.89,8268.89,8268.89,3,3,3,4,4,0.0,0.0,0.0,0.0,0,0.0,20.0,4001.0,NO,NO,0.41334,0.41334,Chaos: flat 1083-1083 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 17581 -> applied 3516 | Physical: flat 1095-1095 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0 | PercentCurrentLife: 20% x 20005 (at full) = 4001  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,"Valdaran, the Storm Scourge",160,NO,records/skills/nonplayerskills/bossskills/nemesis/valdaran_ringoflightning.dbr,base,Skill_BuffAttackRadiusDuration,0,28,MEASURED-RANK,single-hit,0.0,Elemental|Lightning,37580.53,7516.11,7516.11,8267.72,1283.44,1283.44,NO,1.100000023841858,2,0,0,0,0.0,0.0,1,7516.11,8267.72,8267.72,8267.72,8267.72,3,3,3,16,16,0.0,0.0,0.0,4.5,0,16.0,0.0,0.0,NO,NO,0.41328,0.41328,Elemental: flat 747-747 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 12126 -> applied 2425 | Lightning: flat 1120-1120 x attr 6.4419 x total 2.5200 x type 1.4000 = raw 25454 -> applied 5091
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,"Benn'Jahr, the Colossal",160,NO,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_warpbreath.dbr,base,Skill_AttackWave,0,28,MEASURED-RANK,ground-burst,0.0,Chaos|Fire,27101.81,7420.86,7420.86,8162.95,3126.12,3126.12,NO,1.100000023841858,2,0,0,0,0.0,0.0,1,7420.86,8162.95,8162.95,8162.95,8162.95,3,3,3,7,7,0.0,0.0,0.0,0.0,0,1.0,10.0,2000.5,NO,NO,0.40805,0.40805,Chaos: flat 607-607 x attr 6.4419 x total 2.5200 x type 1.5000 = raw 14781 -> applied 2956 | Fire: flat 759-759 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 12321 -> applied 2464 | PercentCurrentLife: 10% x 20005 (at full) = 2000  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",159,NO,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_ram.dbr,gdx1,Skill_AttackWeapon,0,28,MEASURED-RANK,single-hit,100.0,Life|Physical,22009.27,7402.6,7402.6,8142.87,4315.48,4315.48,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,7402.6,8142.87,8142.87,8142.87,8142.87,3,3,3,5,5,0.0,0.0,0.0,0.0,1,0.0,15.0,3000.75,NO,NO,0.40704,0.40704,Life: flat 1747-1747 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 22009 -> applied 4402 | Physical: flat 2288-2545 x attr 4.7510 x total 2.6400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | PercentCurrentLife: 15% x 20005 (at full) = 3001  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,"Zantarin, the Immortal",160,NO,records/skills/nonplayerskills/bossskills/nemesis/zantarin_reactiveundeathmissile.dbr,base,Skill_AttackProjectileBurst,0,28,MEASURED-RANK,single-hit,0.0,Life|Poison,21610.64,7322.88,7322.88,8055.17,4038.86,4038.86,NO,1.100000023841858,2,1,0,0,0.0,0.0,1,7322.88,8055.17,8055.17,8055.17,8055.17,3,3,3,5,5,0.0,0.0,0.0,0.0,0,0.4000000059604645,15.0,3000.75,NO,NO,0.40266,0.40266,Life: flat 874-874 x attr 6.4419 x total 2.3200 x type 1.0000 = raw 13062 -> applied 2612 | Poison: flat 572-572 x attr 6.4419 x total 2.3200 x type 1.0000 = raw 8549 -> applied 1710 | PercentCurrentLife: 15% x 20005 (at full) = 3001  [no resistance field known -- DECLARED]
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,Archmage Aleksander,160,160,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aethermeteor.dbr,gdx1,Skill_AttackProjectileDrop,0,28,MEASURED-RANK,single-hit,0.0,Aether|Physical,35794.84,7158.97,7158.97,7874.87,1222.45,1222.45,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,7158.97,7874.87,7874.87,7874.87,7874.87,3,3,3,17,17,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,NO,NO,0.39364,0.39364,Aether: flat 2205-2205 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 35795 -> applied 7159 | Physical: flat 2305-2305 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,Curate Ignus,160,160,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_hellfirebreath.dbr,gdx3,Skill_AttackWave,0,28,MEASURED-RANK,ground-burst,33.0,Fire|Physical,34772.13,2980.47,6954.43,7649.87,1187.52,1187.52,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,6954.43,7649.87,7649.87,7649.87,7649.87,3,3,3,17,17,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.3824,0.3824,Fire: flat 918-2142 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 34772 -> applied 6954 | Physical: flat 942-1003 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,"Moosilauke, the Chillwind",160,NO,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_chillwave.dbr,base,Skill_AttackWave,0,28,MEASURED-RANK,ground-burst,0.0,Cold|Physical,34447.46,6889.49,6889.49,7578.44,1176.44,1176.44,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,6889.49,7578.44,7578.44,7578.44,7578.44,3,3,3,18,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.37883,0.37883,Cold: flat 2122-2122 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 34447 -> applied 6889 | Physical: flat 1485-1485 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,Curate Ignus,160,160,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_hellfirecocktail.dbr,gdx3,Skill_AttackProjectile,0,28,MEASURED-RANK,single-hit,0.0,Chaos|Fire|Physical,34122.79,6824.56,6824.56,7507.01,1165.35,1165.35,Physical(-0.23),1.100000023841858,2,0,0,0,0.0,0.0,1,6824.56,7507.01,7507.01,7507.01,7507.01,3,3,3,18,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.37526,0.37526,Chaos: flat 901-901 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 14626 -> applied 2925 | Fire: flat 1201-1201 x attr 6.4419 x total 2.5200 x type 1.0000 = raw 19496 -> applied 3899 | Physical: flat 744-744 x attr 5.7755 x total 2.5200 x type 0.0000 [CLAMPED from -0.2300] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",159,NO,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_tripleswipe.dbr,gdx1,Skill_AttackWeapon,0,28,MEASURED-RANK,single-hit,100.0,Life|Physical|Pierce,23665.42,6733.58,6733.58,7406.94,3295.94,3295.94,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,6733.58,7406.94,7406.94,7406.94,7406.94,3,3,3,7,7,0.0,0.0,0.0,0.0,1,0.0,10.0,2000.5,NO,NO,0.37025,0.37025,Life: flat 178-178 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 2243 -> applied 449 | Physical: flat 1899-2156 x attr 4.7510 x total 2.6400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Pierce: flat 1708-1708 x attr 4.7510 x total 2.6400 x type 1.0000 = raw 21423 -> applied 4285 | PercentCurrentLife: 10% x 20005 (at full) = 2000  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,160,160,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_celestialbreath.dbr,gdx2,Skill_AttackWave,0,28,MEASURED-RANK,ground-burst,0.0,Cold|Lightning,33191.62,6638.32,6638.32,7302.16,1530.18,1530.18,NO,1.100000023841858,2,0,0,0,0.0,0.0,1,6638.32,7302.16,7302.16,7302.16,7302.16,3,3,3,14,14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.36502,0.36502,Cold: flat 1499-1499 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 16596 -> applied 3319 | Lightning: flat 1499-1499 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 16596 -> applied 3319
records/creatures/enemies/boss&quest/chthonianrylok_ekketzul.dbr,"Ekket'Zul, Progenitor of Darkness",159,NO,records/skills/nonplayerskillsgdx1/bossskills/ekketzul_brutalchaos.dbr,gdx1,Skill_WeaponPool_ChargedFinale,0,28,MEASURED-RANK,single-hit,100.0,Chaos|Fire|Physical,22576.2,6336.16,6515.74,7167.31,3241.34,3241.34,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,6515.74,7167.31,7167.31,7167.31,7167.31,3,3,3,7,7,0.0,0.0,0.0,0.0,3,0.0,10.0,2000.5,NO,NO,0.35828,0.35828,Chaos: flat 1046-1130 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 12079 -> applied 2416 | Fire: flat 982-982 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 10497 -> applied 2099 | Physical: flat 2006-2314 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | PercentCurrentLife: 10% x 20005 (at full) = 2000  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/rokwind_01.dbr,Avinnia of the Western Winds,159,NO,records/skills/nonplayerskillsgdx3/bossskills/avinnia_tornadoespattern_01_tornadoes.dbr,gdx3,SkillSecondary_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Lightning|Physical,15710.11,3142.02,3142.02,3456.22,724.26,1448.52,Physical(-0.38),1.100000023841858,2,2,0,0,350.0,0.0,2,6284.04,6912.45,6912.45,3456.22,3456.22,6,6,6,28,28,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.17277,0.34554,Lightning: flat 1419-1419 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 15710 -> applied 3142 | Physical: flat 1084-1084 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0
records/creatures/enemies/boss&quest/rokwind_01.dbr,Avinnia of the Western Winds,159,NO,records/skills/nonplayerskillsgdx3/bossskills/avinnia_tornadoespattern_02_tornadoes.dbr,gdx3,SkillSecondary_AttackProjectileRing,0,28,MEASURED-RANK,volley-overlap,0.0,Lightning|Physical,15710.11,3142.02,3142.02,3456.22,724.26,1448.52,Physical(-0.38),1.100000023841858,2,2,0,0,350.0,0.0,2,6284.04,6912.45,6912.45,3456.22,3456.22,6,6,6,28,28,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,NO,NO,0.17277,0.34554,Lightning: flat 1419-1419 x attr 4.7721 x total 2.3200 x type 1.0000 = raw 15710 -> applied 3142 | Physical: flat 1084-1084 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,"Fabius ""the Unseen"" Gonzar",160,NO,records/skills/nonplayerskills/bossskills/nemesis/fabius_wpattack03.dbr,base,Skill_WPAttack_BasicAttack,0,28,MEASURED-RANK,single-hit,25.0,Cold|Physical,15673.95,6135.54,6135.54,6749.09,3836.12,3836.12,Physical(-0.38),1.100000023841858,2,0,0,0,0.0,0.0,1,6135.54,6749.09,6749.09,6749.09,6749.09,3,3,3,6,6,0.0,0.0,0.0,0.0,3,4.0,15.0,3000.75,NO,NO,0.33737,0.33737,Cold: flat 722-722 x attr 6.4419 x total 3.3700 x type 1.0000 = raw 15674 -> applied 3135 | Physical: flat 690-729 x attr 5.7755 x total 3.3700 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | PercentCurrentLife: 15% x 20005 (at full) = 3001  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/aetherialcolossus_galakros.dbr,"Galakros, the Mountain",160,NO,records/skills/nonplayerskillsgdx1/bossskills/galakros_poisonslam.dbr,gdx1,Skill_AttackRadius,0,28,MEASURED-RANK,ground-burst,0.0,Physical|Poison,30047.01,6009.4,6009.4,6610.34,1385.21,1385.21,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,6009.4,6610.34,6610.34,6610.34,6610.34,4,4,4,15,15,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,NO,NO,0.33043,0.33043,Physical: flat 1175-1175 x attr 4.7510 x total 2.6400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | Poison: flat 2385-2385 x attr 4.7721 x total 2.6400 x type 1.0000 = raw 30047 -> applied 6009
records/creatures/enemies/boss&quest/chthonianrylok_ekketzul.dbr,"Ekket'Zul, Progenitor of Darkness",159,NO,records/skills/nonplayerskillsgdx1/bossskills/ekketzul_fieryeruption.dbr,gdx1,Skill_AttackRadius,0,28,MEASURED-RANK,ground-burst,0.0,Chaos|Fire|Physical,17605.59,5921.72,5921.72,6513.89,3452.3,3452.3,Physical(-0.44),1.100000023841858,2,0,0,0,0.0,0.0,1,5921.72,6513.89,6513.89,6513.89,6513.89,4,4,4,6,6,0.0,0.0,0.0,8.0,0,0.0,12.0,2400.6,NO,NO,0.32561,0.32561,Chaos: flat 599-599 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 6403 -> applied 1281 | Fire: flat 1048-1048 x attr 4.7721 x total 2.2400 x type 1.0000 = raw 11203 -> applied 2241 | Physical: flat 700-700 x attr 4.7510 x total 2.2400 x type 0.0000 [CLAMPED from -0.4400] = raw 0 -> applied 0 | PercentCurrentLife: 12% x 20005 (at full) = 2401  [no resistance field known -- DECLARED]
records/creatures/enemies/boss&quest/manticore_jaggedwaste_01.dbr,"Mogara, the Prime Matriarch",159,NO,records/skills/nonplayerskills/bossskills/mogara_shadowstrike.dbr,base,Skill_AttackWeaponBlink,0,28,MEASURED-RANK,single-hit,100.0,Life|Physical|Pierce,29433.88,5886.78,5886.78,6475.45,1299.99,1299.99,Physical(-0.38),1.100000023841858,2,0,0,0,0.0,0.0,1,5886.78,6475.45,6475.45,6475.45,6475.45,4,4,4,16,16,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,NO,NO,0.32369,0.32369,Life: flat 1172-1172 x attr 5.2512 x total 2.3200 x type 1.0000 = raw 14278 -> applied 2856 | Physical: flat 1760-2054 x attr 4.7510 x total 2.3200 x type 0.0000 [CLAMPED from -0.3800] = raw 0 -> applied 0 | Pierce: flat 1375-1375 x attr 4.7510 x total 2.3200 x type 1.0000 = raw 15156 -> applied 3031
