body_record,in_pool_waves,in_frozen_baton_roll,slot,slot_field,skill_record,skill_archive,skill_class,chance_pct,delay_s,timeout_s,range_band,character_attack_speed,short_range_max,medium_range_max,long_range_max,skillCooldownTime,skillActiveDuration,skillChargeDuration,skillChargeLevel,skillWindUpTime,chargeDuration,skillProjectileSpeed,projectileSpeed,skillTargetRadius,projectileExplosionRadius,dropHeight,dropRadius,projectileLaunchNumber,skillTargetNumber
records/creatures/enemies/hero/wendigocannibal_h03.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/buffoffensive/wendigocannibal_bloodlink.dbr,gdx1,Skill_AttackBuff,100.0,9.0,2.0,ShortRange,1.0,4.0,10.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/hero/wendigocannibal_h04.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/attackmelee/wendigocannibal_hungeringswipe.dbr,gdx1,Skill_AttackWeapon,100.0,4.0,0.0,ShortRange,1.0,4.0,10.0,20.0,,,,,,,,,,,,,,1
records/creatures/enemies/hero/wendigocannibal_h04.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/buffoffensive/wendigocannibal_bloodlink.dbr,gdx1,Skill_AttackBuff,100.0,9.0,2.0,ShortRange,1.0,4.0,10.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/hero/wendigocannibal_h05.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/attackmelee/wendigocannibal_hungeringswipe.dbr,gdx1,Skill_AttackWeapon,100.0,4.0,0.0,ShortRange,1.0,4.0,10.0,20.0,,,,,,,,,,,,,,1
records/creatures/enemies/hero/wendigocannibal_h05.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/buffoffensive/wendigocannibal_bloodlink.dbr,gdx1,Skill_AttackBuff,100.0,9.0,2.0,ShortRange,1.0,4.0,10.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/hero/wendigocannibal_h05.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx3/heroskills/archetypes/bramble_summonbrambletrap.dbr,gdx3,Skill_TargetedSpawnPet,100.0,7.0,2.0,AnyRange,1.0,4.0,10.0,20.0,5.0,,,,,,,,,1.0,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_lightningorb.dbr,base,Skill_AttackProjectileBurst,,,,,1.149999976158142,6.0,12.0,22.0,0.10000000149011612,,,,,,,,,,,,5,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_lightningbolt.dbr,base,Skill_AttackRadiusLightning,100.0,10.0,3.0,LongRange,1.149999976158142,6.0,12.0,22.0,,,,,,,,,2.0,,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_lightningdischarge.dbr,base,Skill_AttackRadius,100.0,7.0,2.0,ShortRange,1.149999976158142,6.0,12.0,22.0,,,,,,,,,7.0,,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_teleportself.dbr,base,Skill_AttackSpellTeleportSelf,100.0,4.0,4.0,LongRange,1.149999976158142,6.0,12.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_teleportswap.dbr,base,Skill_AttackSpellTeleport,85.0,12.0,8.0,LongRange,1.149999976158142,6.0,12.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,160,NO,special5,specialAttack5SkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_ringoflightning.dbr,base,Skill_BuffAttackRadiusDuration,100.0,13.0,5.0,AnyRange,1.149999976158142,6.0,12.0,22.0,16.0,6.0,,,,,,,4.5,,,,,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aetherbreath.dbr,gdx1,Skill_AttackWave,,,,,1.0,6.0,10.0,15.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aethermeteor.dbr,gdx1,Skill_AttackProjectileDrop,100.0,7.0,2.0,AnyRange,1.0,6.0,10.0,15.0,,,,,,,,,3.0,4.0,22.0,5.0,,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_arcanemissilenova.dbr,gdx1,Skill_AttackProjectileRing,100.0,9.0,3.0,MediumRange,1.0,6.0,10.0,15.0,,,,,,,,,,0.5,,,18,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_summonshard.dbr,gdx1,Skill_SpawnPetMonster,100.0,15.0,0.0,AnyRange,1.0,6.0,10.0,15.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_aethermissileinversenova.dbr,gdx1,Skill_AttackProjectileRing,100.0,10.0,4.0,MediumRange,1.0,6.0,10.0,15.0,,,,,,,,,,0.5,,,16,
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,160,NO,special5,specialAttack5SkillName,records/skills/nonplayerskills/bossskills/nemesis/valdaran_teleportself.dbr,base,Skill_AttackSpellTeleportSelf,100.0,6.0,6.0,LongRange,1.0,6.0,10.0,15.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_frenzyswipes.dbr,sm1,Skill_WeaponPool_ChargedLinear,,,,,1.2000000476837158,3.0,5.0,22.0,,,2.5,1,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bloodgore.dbr,gdx1,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,1.2000000476837158,3.0,5.0,22.0,,,,,,,,,,,,,,1
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bloodbreath.dbr,gdx1,Skill_AttackWave,100.0,12.0,3.0,MediumRange,1.2000000476837158,3.0,5.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bonespines.dbr,gdx1,Skill_AttackWave,100.0,9.0,4.0,ShortRange,1.2000000476837158,3.0,5.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_howl.dbr,gdx1,Skill_AttackRadius,100.0,14.0,5.0,ShortRange,1.2000000476837158,3.0,5.0,22.0,,,,,,,,,8.0,,,,,
records/creatures/enemies/nemesis/nemesis_beast_02.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/beast2_toxiccadence.dbr,gdx3,Skill_WeaponPool_ChargedFinale,,,,,1.0,7.0,7.0,12.0,,,6.0,1,,,,,,,,,,1
records/creatures/enemies/nemesis/nemesis_beast_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/beast2_toxicstomp_attackpattern.dbr,gdx3,Skill_AttackPattern,100.0,10.0,3.0,ShortRange,1.0,7.0,7.0,12.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_beast_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/beast2_sludgeball.dbr,gdx3,Skill_AttackProjectile,100.0,6.0,2.0,LongRange,1.0,7.0,7.0,12.0,,,,,,,,,,4.0,,,,
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_impale.dbr,base,Skill_AttackWeapon,100.0,4.0,2.0,ShortRange,1.149999976158142,4.0,6.0,20.0,,,,,,,,,,,,,,3
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_chaosstomp.dbr,base,Skill_AttackRadius,100.0,6.0,4.0,MediumRange,1.149999976158142,4.0,6.0,20.0,,,,,,,,,9.0,,,,,
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_obsidianprison.dbr,base,Skill_AttackBuff,100.0,9.0,6.0,LongRange,1.149999976158142,4.0,6.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_warpbreath.dbr,base,Skill_AttackWave,100.0,9.0,2.0,LongRange,1.149999976158142,4.0,6.0,20.0,1.0,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr,160,NO,special5,specialAttack5SkillName,records/skills/nonplayerskills/bossskills/nemesis/bennjahr_summoncluster.dbr,base,Skill_SpawnPet,100.0,13.0,5.0,AnyRange,1.149999976158142,4.0,6.0,20.0,8.0,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_chaosgust.dbr,gdx1,Skill_AttackWave,100.0,8.0,0.0,MediumRange,1.0,4.0,6.0,18.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_doubleswipe.dbr,gdx1,Skill_AttackWave,100.0,5.0,1.0,ShortRange,1.0,4.0,6.0,18.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_homingchaos.dbr,gdx1,Skill_AttackProjectileBurst,100.0,15.0,5.0,AnyRange,1.0,4.0,6.0,18.0,,,,,,,,,,1.5,,,1,
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_charge.dbr,gdx1,Skill_AttackWeaponCharge,100.0,6.0,2.0,LongRange,1.0,4.0,6.0,18.0,,,,,,,,,,,,,,5
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_firestrike.dbr,gdx3,Skill_WeaponPool_BasicAttack,,,,,1.0,5.0,10.0,18.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_hellfirebreath.dbr,gdx3,Skill_AttackWave,100.0,9.0,0.0,ShortRange,1.0,5.0,10.0,18.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_meteor.dbr,gdx3,Skill_AttackProjectileDrop,100.0,11.0,4.0,AnyRange,1.0,5.0,10.0,18.0,,,,,,,,,3.0,4.0,22.0,5.0,,
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/kymon1_hellfirecocktail.dbr,gdx3,Skill_AttackProjectile,100.0,7.0,7.0,MediumRange,1.0,5.0,10.0,18.0,,6.0,,,,,,,,5.0,,,,
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskills/bossskills/nemesis/ironmaiden_cadence1.dbr,base,Skill_WeaponPool_ChargedFinale,,,,,1.100000023841858,4.0,15.0,22.0,,,10.0,2,,,,,,,,,,3
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/ironmaiden_shieldhammer1.dbr,base,Skill_AttackWave,100.0,7.0,4.0,ShortRange,1.100000023841858,4.0,15.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/ironmaiden_bladearc1.dbr,base,Skill_AttackWeapon,100.0,6.0,8.0,ShortRange,1.100000023841858,4.0,15.0,22.0,5.0,,,,,,,,,,,,,5
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/ironmaiden_blitz1.dbr,base,Skill_AttackWeaponCharge,100.0,4.0,0.0,LongRange,1.100000023841858,4.0,15.0,22.0,,,,,,,,,,,,,,3
records/creatures/enemies/nemesis/nemesis_kymon_02.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/ironmaiden_ringofiron.dbr,base,Skill_BuffAttackRadiusDuration,100.0,12.0,10.0,ShortRange,1.100000023841858,4.0,15.0,22.0,20.0,5.0,,,,,,,4.0,,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskills/bossskills/nemesis/zantarin_undeathmissiles.dbr,base,Skill_AttackProjectileBurst,,,,,1.0,8.0,15.0,20.0,,,,,,,,,,1.5,,,3,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/zantarin_vitalityburst.dbr,base,Skill_AttackProjectileBurst,100.0,8.0,2.0,LongRange,1.0,8.0,15.0,20.0,,,,,,,,,,0.5,,,16,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/zantarin_vitalitynovabarrage.dbr,base,Skill_AttackProjectileRing,100.0,13.0,0.0,MediumRange,1.0,8.0,15.0,20.0,2.0,,,,,,,,,,,,18,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/zantarin_curse1.dbr,base,Skill_AttackBuffRadius,100.0,18.0,5.0,AnyRange,1.0,8.0,15.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/zantarin_summonrevenant.dbr,base,Skill_SpawnPetMonster,100.0,20.0,2.0,AnyRange,1.0,8.0,15.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_frozenorb.dbr,gdx3,Skill_AttackProjectile,,,,,1.0,4.0,12.0,15.0,,,,,,,,,,2.200000047683716,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_summonnulltotem.dbr,sm3,Skill_TargetedSpawnPet,100.0,9.0,5.0,AnyRange,1.0,4.0,12.0,15.0,2.0,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_summonfrostskeletons.dbr,gdx3,Skill_SpawnPetMonster,100.0,15.0,0.0,LongRange,1.0,4.0,12.0,15.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/fabius_shadowstrike.dbr,base,Skill_AttackWeaponBlink,100.0,6.0,0.0,MediumRange,1.1299999952316284,10.0,22.0,22.0,,,,,,,,,,,,,,1
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/fabius_bladeswarm.dbr,base,Skill_AttackProjectileSpawnPet,80.0,20.0,2.0,ShortRange,1.1299999952316284,10.0,22.0,22.0,,,,,,,,,,0.10000000149011612,,,,
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/fabius_bladeswarm_longrange.dbr,base,Skill_AttackProjectileSpawnPet,100.0,12.0,2.0,LongRange,1.1299999952316284,10.0,22.0,22.0,,,,,,,,,,0.10000000149011612,,,,
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/fabius_bladebarrier.dbr,base,Skill_BuffSelfImmobilize,100.0,22.0,12.0,ShortRange,1.1299999952316284,10.0,22.0,22.0,22.0,3.0,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_aetherspineslam.dbr,gdx3,Skill_AttackProjectileFan,,,,,1.0,4.0,12.0,18.0,,,,,,,,,,0.10000000149011612,,,3,
records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_aetherblitz.dbr,gdx3,Skill_AttackWeaponCharge,100.0,6.0,2.0,LongRange,1.0,4.0,12.0,18.0,,,,,,,,,,,,,,3
records/creatures/enemies/nemesis/nemesis_outlaw_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_summonaethershard.dbr,gdx3,Skill_SpawnPetMonster,100.0,20.0,3.0,AnyRange,1.0,4.0,12.0,18.0,14.0,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/undead1_executesunder.dbr,gdx3,Skill_AttackWave,100.0,4.0,0.5,ShortRange,1.0,3.0,10.0,20.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/undead1_leap.dbr,gdx3,Skill_AttackRadiusLeap,100.0,8.0,3.0,AnyRange,1.0,3.0,10.0,20.0,,,,,,,,,6.0,,,,,
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/undead1_avalanchesunder.dbr,gdx3,Skill_AttackProjectileFan,100.0,12.0,7.0,MediumRange,1.0,3.0,10.0,20.0,,,,,,,,,,2.0,,,3,
records/creatures/enemies/nemesis/nemesis_undead_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskillsgdx3/attackcharge/wight_charge.dbr,gdx3,Skill_AttackPathCharge,60.0,5.0,8.0,LongRange,1.0,3.0,10.0,20.0,,,,,,,,,2.5,,,,,
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_chillwave.dbr,base,Skill_AttackWave,100.0,5.0,2.0,MediumRange,1.149999976158142,8.0,18.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_skyshardbarrage.dbr,base,Skill_BuffAttackRadiusDrop,100.0,18.0,3.0,AnyRange,1.149999976158142,8.0,18.0,22.0,,12.0,,,,,,,14.0,2.0,18.0,16.0,3,
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_summonicecrystal.dbr,base,Skill_SpawnPet,100.0,15.0,0.0,AnyRange,1.149999976158142,8.0,18.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskills/bossskills/nemesis/moosilauke_chillingsurge.dbr,base,Skill_AttackBuffRadius,100.0,11.0,5.0,ShortRange,1.149999976158142,8.0,18.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_frenzyswipes.dbr,sm1,Skill_WeaponPool_ChargedLinear,,,,,1.0,4.0,15.0,22.0,,,1.2000000476837158,1,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_tearflesh.dbr,gdx1,Skill_AttackWeapon,100.0,11.0,5.0,ShortRange,1.0,4.0,15.0,22.0,,,,,,,,,,,,,,5
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_summonwraiths.dbr,gdx1,Skill_SpawnPet,100.0,18.0,7.0,AnyRange,1.0,4.0,15.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_necroticnovainverse.dbr,gdx1,Skill_AttackProjectileRing,100.0,16.0,10.0,ShortRange,1.0,4.0,15.0,22.0,,,,,,,,,,,,,12,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,special4,specialAttack4SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_bloodheal.dbr,gdx1,Skill_BuffRadius,100.0,22.0,8.0,ShortRange,1.0,4.0,15.0,22.0,,,,,,,,,,,,,,
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,160,NO,special5,specialAttack5SkillName,records/skills/nonplayerskillsgdx1/bossskills/nemesis/wendigo_necroticnovaboomerang.dbr,gdx1,Skill_AttackProjectileRing,100.0,10.0,3.0,AnyRange,1.0,4.0,15.0,22.0,,,,,,,,,,,,,16,
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,160,NO,basic,attackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_homingrotpool.dbr,gdx3,Skill_AttackProjectileBurst,,,,,1.0,8.0,12.0,22.0,,,,,,,,,,3.0,,,1,
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,160,NO,special1,specialAttackSkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_channelsundersparks.dbr,gdx3,Skill_AttackProjectileFan,100.0,10.0,5.0,ShortRange,1.0,8.0,12.0,22.0,,,,,,,,,,2.0,,,4,
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,160,NO,special2,specialAttack2SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_channelsundernova.dbr,gdx3,Skill_AttackProjectileRing,100.0,16.0,10.0,MediumRange,1.0,8.0,12.0,22.0,,,,,,,,,,1.5,,,12,
records/creatures/enemies/nemesis/nemesis_wendigo_02.dbr,160,NO,special3,specialAttack3SkillName,records/skills/nonplayerskillsgdx3/bossskills/nemesis/wendigo2_teleport.dbr,gdx3,Skill_AttackRadiusTeleport,100.0,7.0,2.0,LongRange,1.0,8.0,12.0,22.0,,,,,,,,,5.0,,,,,
