t_s,colour,area,cx,cy,ground_r_px
864.15,cyan,47,735.0,574.2,351.7
864.15,cyan,60,1229.3,582.3,392.5
864.15,cyan,759,1279.3,668.1,547.9
864.15,cyan,74,294.5,707.6,843.9
864.15,cyan,240,319.9,714.5,832.1
864.15,cyan,133,342.2,720.6,822.5
864.15,cyan,127,903.8,750.2,600.8
864.15,cyan,420,909.1,791.2,676.4
864.15,cyan,733,628.5,862.0,871.8
864.15,cyan,129,1208.5,874.9,866.7
864.15,cyan,766,383.6,971.6,1163.3
864.15,cyan,1951,1288.2,983.4,1083.3
864.15,cyan,74,1143.3,1016.2,1108.7
864.15,green,55,1487.1,171.5,712.6
864.15,green,233,7.4,182.1,1057.8
864.15,green,97,80.8,204.5,973.6
864.15,green,141,887.6,223.0,390.5
864.15,green,43,2.5,289.0,992.4
864.15,green,123,53.2,316.3,930.8
864.15,green,285,154.2,330.5,826.4
864.15,green,42,60.7,325.6,919.7
864.15,green,499,33.1,366.3,934.2
864.15,green,615,85.9,374.6,879.9
864.15,green,201,1709.0,372.4,756.4
864.15,green,47,60.7,379.7,904.0
864.15,green,53,1849.9,392.3,892.6
864.15,green,622,10.1,409.9,950.5
864.15,green,61,1750.2,400.6,792.0
864.15,green,92,25.6,416.0,934.7
864.15,green,833,1617.1,443.7,657.7
864.15,green,205,961.0,432.0,5.7
864.15,green,79,479.4,437.6,480.9
864.15,green,50,1555.1,446.4,596.0
864.15,green,120,496.9,442.8,463.8
864.15,green,62,5.9,448.4,954.8
864.15,green,221,1714.2,472.6,758.5
864.15,green,64,1691.6,488.7,740.0
864.15,green,52,1697.3,497.4,748.2
864.15,green,261,1718.6,501.5,770.5
864.15,green,55,1747.4,513.0,802.8
864.15,green,85,1394.2,509.8,459.6
864.15,green,145,1374.1,512.1,442.1
864.15,green,200,455.5,580.6,578.2
864.15,green,103,494.4,579.6,543.5
864.15,green,63,434.3,582.7,598.6
864.15,green,185,1090.9,643.4,420.2
864.15,green,46,689.5,638.7,475.1
864.15,green,208,1377.1,657.6,596.0
864.15,green,125,1162.5,667.2,487.7
864.15,green,89,1400.0,662.7,618.8
864.15,green,113,1214.7,665.2,508.3
864.15,green,47,1076.7,668.8,461.6
864.15,green,52,756.7,669.3,491.6
864.15,green,93,1181.5,689.3,533.0
864.15,green,519,1084.4,703.3,525.7
864.15,green,67,1163.4,697.5,539.8
864.15,green,263,1134.4,704.8,542.3
864.15,green,65,1116.4,710.6,547.2
864.15,green,201,1098.1,720.5,560.2
864.15,green,42,1150.0,722.0,577.7
864.15,green,42,1119.0,737.6,596.2
864.15,green,46,455.3,741.4,770.2
864.15,green,154,1304.9,800.9,773.7
864.15,green,91,1325.9,813.9,804.8
864.15,green,116,1161.9,915.3,927.9
864.15,green,103,1172.6,934.0,964.2
864.15,green,204,753.5,947.4,987.3
864.15,green,79,1219.9,1002.9,1099.8
864.15,green,50,1209.7,998.8,1090.1
864.15,green,570,1277.0,1003.4,1115.7
864.15,green,192,1290.3,1027.0,1161.6
864.1667,cyan,734,596.2,380.0,375.1
864.1667,cyan,63,746.4,577.5,349.4
864.1667,cyan,92,617.8,582.7,446.2
864.1667,cyan,47,641.6,582.0,427.3
864.1667,cyan,65,1239.4,585.1,403.2
864.1667,cyan,77,745.9,586.4,363.0
864.1667,cyan,765,1283.6,671.1,554.9
864.1667,cyan,55,297.7,709.2,843.1
864.1667,cyan,246,322.9,716.5,832.2
864.1667,cyan,108,349.1,720.1,816.7
864.1667,cyan,53,907.2,753.8,607.2
864.1667,cyan,43,906.0,775.4,647.3
864.1667,cyan,379,914.4,795.5,684.0
864.1667,cyan,726,632.1,864.7,875.1
864.1667,cyan,140,1213.8,877.7,873.4
864.1667,cyan,195,394.2,954.0,1129.6
864.1667,cyan,535,385.5,985.4,1184.8
864.1667,cyan,1982,1288.2,983.5,1083.4
864.1667,cyan,51,761.6,992.3,1067.5
864.1667,green,55,1487.1,171.5,712.6
864.1667,green,261,8.4,184.8,1054.7
864.1667,green,133,83.1,205.3,970.9
864.1667,green,156,891.9,224.4,387.0
864.1667,green,167,58.3,320.6,924.0
864.1667,green,219,157.4,332.0,822.7
864.1667,green,571,36.2,366.2,931.2
864.1667,green,650,88.2,375.9,877.3
864.1667,green,198,1715.8,371.7,763.3
864.1667,green,71,64.7,380.4,899.9
864.1667,green,62,1855.3,392.4,897.9
864.1667,green,585,9.8,415.2,950.5
864.1667,green,81,1756.6,403.2,798.0
864.1667,green,42,1762.7,415.4,803.1
864.1667,green,91,1559.4,423.9,599.5
864.1667,green,1054,1618.8,444.4,659.4
864.1667,green,205,959.3,431.0,3.7
864.1667,green,71,482.1,439.5,478.3
864.1667,green,136,500.8,445.1,460.2
864.1667,green,136,5.9,455.2,955.4
864.1667,green,113,1727.1,470.0,770.8
864.1667,green,98,1710.6,479.4,756.5
864.1667,green,159,1699.3,494.0,749.1
864.1667,green,223,1724.2,500.8,775.8
864.1667,green,82,1399.0,512.3,465.6
864.1667,green,155,1379.2,514.2,448.2
864.1667,green,41,1752.6,519.5,810.3
864.1667,green,257,461.6,580.0,572.2
864.1667,green,259,506.9,586.7,539.9
864.1667,green,45,438.5,584.5,596.5
864.1667,green,170,1094.5,643.3,421.2
864.1667,green,46,693.5,640.7,475.9
864.1667,green,42,1153.4,644.4,445.3
864.1667,green,241,1381.7,660.0,602.3
864.1667,green,119,1168.5,669.7,494.4
864.1667,green,73,1404.2,665.2,625.2
864.1667,green,99,1219.7,667.7,514.8
864.1667,green,166,1202.5,672.4,514.0
864.1667,green,43,1082.0,671.1,467.0
864.1667,green,54,761.5,671.6,493.4
864.1667,green,168,1179.3,695.1,541.8
864.1667,green,601,1090.8,705.5,531.2
864.1667,green,371,1134.9,708.8,549.6
864.1667,green,208,1102.5,723.2,566.1
864.1667,green,40,1154.6,724.7,584.0
864.1667,green,41,1123.1,740.1,601.8
864.1667,green,177,1310.2,803.7,780.7
864.1667,green,64,1330.4,816.3,810.8
864.1667,green,145,1166.7,917.7,933.3
864.1667,green,78,1178.2,938.8,974.1
864.1667,green,214,757.8,950.2,991.4
864.1667,green,50,752.7,974.6,1036.9
864.1667,green,79,1219.9,1002.9,1099.8
864.1667,green,50,1209.7,998.8,1090.1
864.1667,green,568,1276.8,1003.4,1115.7
864.1667,green,191,1290.4,1026.9,1161.4
864.1833,cyan,582,594.2,381.9,376.2
864.1833,cyan,57,641.3,583.8,429.7
864.1833,cyan,130,753.0,585.0,356.6
864.1833,cyan,77,617.6,584.7,448.7
864.1833,cyan,788,1285.0,675.5,562.5
864.1833,cyan,44,296.2,708.9,844.1
864.1833,cyan,256,322.5,719.1,835.6
864.1833,cyan,124,348.6,721.9,819.3
864.1833,cyan,347,915.2,800.0,692.3
864.1833,cyan,62,920.6,837.5,761.6
864.1833,cyan,731,631.8,868.1,881.1
864.1833,cyan,124,1214.3,882.5,882.0
864.1833,cyan,715,387.3,979.3,1174.0
864.1833,cyan,1996,1288.2,983.4,1083.4
864.1833,green,55,1487.1,171.5,712.6
864.1833,green,266,8.6,185.5,1053.9
864.1833,green,158,82.8,206.1,970.4
864.1833,green,74,893.8,233.3,370.5
864.1833,green,159,59.4,320.4,923.0
864.1833,green,125,159.5,339.7,817.6
864.1833,green,632,36.6,365.9,930.9
864.1833,green,143,88.5,359.1,881.1
864.1833,green,540,93.3,384.4,870.7
864.1833,green,399,1723.6,377.8,769.5
864.1833,green,78,65.7,380.8,898.8
864.1833,green,61,1850.0,385.6,893.7
864.1833,green,646,10.9,415.6,949.5
864.1833,green,169,1763.6,412.6,804.2
864.1833,green,1194,1620.0,447.3,660.9
864.1833,green,108,1562.2,428.2,602.2
864.1833,green,208,956.8,431.0,4.9
864.1833,green,54,482.6,441.1,477.9
864.1833,green,133,502.3,447.7,459.0
864.1833,green,207,7.6,458.0,953.9
864.1833,green,110,1729.8,474.2,774.4
864.1833,green,337,1706.0,492.4,755.3
864.1833,green,244,1728.4,504.4,781.1
864.1833,green,165,1380.4,518.5,452.3
864.1833,green,77,1401.8,516.6,470.9
864.1833,green,86,1735.0,522.5,794.3
864.1833,green,115,1760.3,527.2,820.9
864.1833,green,255,461.8,582.8,574.7
864.1833,green,75,481.7,580.6,555.4
864.1833,green,71,502.5,585.2,542.2
864.1833,green,182,517.9,595.3,539.8
864.1833,green,186,1095.5,646.9,427.8
864.1833,green,74,694.7,644.3,480.7
864.1833,green,47,1154.2,648.4,452.4
864.1833,green,303,1380.5,664.1,607.0
864.1833,green,123,1169.5,673.6,501.3
864.1833,green,49,1406.0,670.3,633.1
864.1833,green,41,763.2,674.2,497.2
864.1833,green,45,1082.9,675.0,474.4
864.1833,green,207,1199.5,677.0,520.3
864.1833,green,166,1179.7,699.3,549.2
864.1833,green,606,1091.6,709.6,538.8
864.1833,green,381,1135.6,712.8,556.8
864.1833,green,210,1103.5,727.2,573.5
864.1833,green,43,1124.3,744.0,609.1
864.1833,green,233,1310.5,808.7,789.3
864.1833,green,162,1167.0,923.2,943.2
864.1833,green,49,1180.3,944.5,984.9
864.1833,green,154,757.2,953.5,997.6
864.1833,green,43,752.4,976.1,1039.7
864.1833,green,79,1219.9,1002.9,1099.8
864.1833,green,50,1209.7,998.8,1090.1
864.1833,green,563,1277.3,1003.4,1115.7
864.1833,green,184,1290.6,1026.9,1161.4
864.2,cyan,520,597.8,380.7,373.2
864.2,cyan,57,635.5,582.0,431.8
864.2,cyan,77,767.8,582.4,344.2
864.2,cyan,80,623.3,585.6,445.4
864.2,cyan,48,645.6,584.5,427.5
864.2,cyan,40,762.4,590.1,359.2
864.2,cyan,807,1289.1,675.9,565.4
864.2,cyan,66,300.5,708.5,840.1
864.2,cyan,127,353.2,718.7,812.0
864.2,cyan,268,325.5,718.4,832.5
864.2,cyan,284,919.8,801.6,695.0
864.2,cyan,98,924.6,836.6,759.8
864.2,cyan,750,635.5,868.0,879.6
864.2,cyan,123,1218.3,882.6,883.2
864.2,cyan,722,391.1,978.9,1171.5
864.2,cyan,2008,1288.3,983.4,1083.3
864.2,green,55,1487.1,171.5,712.6
864.2,green,139,10.8,182.1,1054.7
864.2,green,56,13.8,200.0,1037.9
864.2,green,198,83.6,206.5,969.4
864.2,green,164,897.8,231.8,372.5
864.2,green,141,61.6,318.3,921.8
864.2,green,112,162.4,339.1,815.0
864.2,green,692,39.7,364.2,928.2
864.2,green,134,91.8,357.9,878.2
864.2,green,660,92.3,382.8,872.0
864.2,green,339,1729.8,376.3,776.0
864.2,green,40,1707.8,374.2,754.7
864.2,green,1123,10.8,427.6,949.2
864.2,green,219,1769.5,414.3,809.9
864.2,green,1345,1624.3,447.2,665.2
864.2,green,136,1564.9,427.2,604.9
864.2,green,210,955.8,429.0,4.2
864.2,green,129,505.5,447.5,455.8
864.2,green,130,525.4,451.6,436.6
864.2,green,110,1735.3,473.8,779.8
864.2,green,433,1709.4,493.0,758.8
864.2,green,232,1733.4,504.5,786.1
864.2,green,69,1406.1,516.7,475.0
864.2,green,164,1384.9,518.9,456.7
864.2,green,99,1363.9,520.2,438.2
864.2,green,88,1739.7,522.9,799.1
864.2,green,112,1765.6,527.0,826.0
864.2,green,243,464.9,583.7,572.8
864.2,green,242,492.5,582.7,548.2
864.2,green,163,520.8,594.9,536.9
864.2,green,212,1100.2,648.1,431.4
864.2,green,70,698.5,644.4,478.8
864.2,green,47,1158.1,648.7,454.5
864.2,green,400,1381.4,663.5,606.9
864.2,green,128,1173.7,673.5,503.0
864.2,green,40,1409.6,670.2,635.5
864.2,green,42,767.2,674.1,495.5
864.2,green,76,1085.3,676.1,476.9
864.2,green,210,1205.4,677.6,523.9
864.2,green,182,1183.6,699.8,551.7
864.2,green,585,1095.5,710.1,540.8
864.2,green,377,1139.4,712.9,558.3
864.2,green,219,1107.2,727.0,574.1
864.2,green,46,1128.4,743.8,610.0
864.2,green,62,1296.8,796.7,763.1
864.2,green,258,1315.1,809.1,791.9
864.2,green,92,1157.8,903.2,905.0
864.2,green,167,1171.6,923.9,945.6
864.2,green,88,767.8,935.0,961.8
864.2,green,116,760.1,952.6,995.3
864.2,green,48,754.5,975.5,1038.2
864.2,green,79,1219.9,1002.9,1099.8
864.2,green,46,1209.6,999.3,1091.0
864.2,green,567,1277.5,1003.4,1115.9
864.2,green,178,1290.9,1026.8,1161.3
864.2167,cyan,410,603.2,380.6,368.0
864.2167,cyan,59,784.2,583.9,337.7
864.2167,cyan,44,651.8,583.1,421.1
864.2167,cyan,784,1295.7,675.4,568.6
864.2167,cyan,59,307.7,709.9,836.2
864.2167,cyan,288,332.0,716.9,825.7
864.2167,cyan,122,359.5,718.8,807.4
864.2167,cyan,203,927.4,802.4,696.1
864.2167,cyan,119,933.1,836.1,758.6
864.2167,cyan,721,642.2,867.2,875.7
864.2167,cyan,126,1225.8,882.5,885.4
864.2167,cyan,665,397.2,978.3,1167.4
864.2167,cyan,2018,1288.5,983.3,1083.3
864.2167,green,55,1487.1,171.5,712.6
864.2167,green,92,16.3,183.0,1049.0
864.2167,green,284,85.7,204.7,969.0
864.2167,green,100,903.5,235.3,365.1
864.2167,green,136,66.7,316.8,917.4
864.2167,green,745,44.6,362.8,923.7
864.2167,green,132,97.1,356.4,873.4
864.2167,green,174,1720.7,371.3,768.3
864.2167,green,272,1737.0,382.0,781.9
864.2167,green,614,94.2,383.2,870.0
864.2167,green,1518,13.7,426.1,946.3
864.2167,green,40,1576.7,391.1,620.8
864.2167,green,45,1600.9,401.4,642.9
864.2167,green,256,1776.9,413.8,817.4
864.2167,green,1616,1630.2,444.9,670.9
864.2167,green,62,1649.5,407.5,690.7
864.2167,green,206,955.5,426.0,7.1
864.2167,green,46,512.2,446.6,449.0
864.2167,green,183,534.5,451.8,427.7
864.2167,green,111,1742.8,472.7,787.0
864.2167,green,531,1716.0,491.9,765.0
864.2167,green,187,1739.0,504.1,791.4
864.2167,green,46,1413.2,515.8,481.2
864.2167,green,151,1366.6,519.6,440.2
864.2167,green,109,1391.4,518.0,462.1
864.2167,green,147,471.0,583.1,566.9
864.2167,green,297,498.6,581.7,542.0
864.2167,green,172,528.1,594.8,530.9
864.2167,green,43,541.5,601.3,527.4
864.2167,green,286,1108.1,649.2,435.9
864.2167,green,75,705.2,643.8,474.3
864.2167,green,45,1165.4,647.7,456.1
864.2167,green,332,1383.8,661.7,606.1
864.2167,green,157,1178.7,672.8,503.9
864.2167,green,49,773.1,673.7,492.6
864.2167,green,74,1092.2,675.3,477.3
864.2167,green,221,1203.9,677.8,523.6
864.2167,green,208,1189.5,699.1,552.8
864.2167,green,588,1101.4,709.6,541.2
864.2167,green,287,1150.9,711.1,558.9
864.2167,green,83,1132.8,716.7,562.9
864.2167,green,223,1113.7,726.4,574.7
864.2167,green,46,1134.8,743.6,611.4
864.2167,green,119,1300.8,792.9,758.6
864.2167,green,62,1321.2,806.6,790.4
864.2167,green,128,1163.9,899.6,899.7
864.2167,green,67,1180.7,925.0,949.7
864.2167,green,86,776.3,931.8,954.2
864.2167,green,79,1219.9,1002.9,1099.8
864.2167,green,50,1209.7,998.8,1090.1
864.2167,green,559,1277.2,1003.4,1115.7
864.2167,green,180,1290.7,1026.6,1160.9
864.2333,cyan,336,608.9,379.9,362.8
864.2333,cyan,42,560.7,482.0,411.3
864.2333,cyan,124,793.9,585.3,335.2
864.2333,cyan,846,1302.7,674.9,572.0
864.2333,cyan,85,314.9,707.2,827.4
864.2333,cyan,137,367.2,715.8,797.9
864.2333,cyan,300,338.9,716.1,819.5
864.2333,cyan,75,935.0,799.3,690.0
864.2333,cyan,208,938.3,828.1,743.6
864.2333,cyan,764,650.0,866.5,871.8
864.2333,cyan,141,1233.5,881.8,886.4
864.2333,cyan,658,405.6,976.6,1160.7
864.2333,cyan,2001,1288.5,983.4,1083.4
864.2333,green,55,1487.1,171.5,712.6
864.2333,green,278,89.2,205.6,965.1
864.2333,green,42,908.5,230.9,372.5
864.2333,green,143,71.5,315.7,913.2
864.2333,green,49,18.7,343.9,954.6
864.2333,green,821,49.3,360.9,919.5
864.2333,green,141,102.6,355.3,868.3
864.2333,green,81,1725.1,372.0,772.5
864.2333,green,190,1743.6,376.9,789.6
864.2333,green,625,98.6,383.9,865.4
864.2333,green,2171,17.4,424.9,942.7
864.2333,green,106,1590.6,392.4,634.2
864.2333,green,61,1642.1,391.0,685.8
864.2333,green,1936,1635.2,441.5,675.6
864.2333,green,212,1782.1,411.9,822.7
864.2333,green,103,1657.6,406.2,698.9
864.2333,green,199,955.1,424.1,10.4
864.2333,green,128,540.4,451.2,421.6
864.2333,green,100,1750.2,471.4,794.1
864.2333,green,634,1723.1,490.5,771.7
864.2333,green,187,1746.9,501.8,798.5
864.2333,green,151,1374.6,518.6,446.9
864.2333,green,79,1398.3,517.3,468.1
864.2333,green,124,479.1,582.4,559.3
864.2333,green,160,500.7,581.4,539.9
864.2333,green,372,537.2,595.1,523.9
864.2333,green,231,1113.7,645.5,431.6
864.2333,green,85,712.0,643.1,469.5
864.2333,green,60,1172.0,647.5,458.7
864.2333,green,339,1390.1,660.5,609.0
864.2333,green,472,1202.1,676.0,519.8
864.2333,green,86,776.8,671.3,487.0
864.2333,green,81,1099.4,674.6,478.2
864.2333,green,613,1168.1,707.3,558.5
864.2333,green,577,1107.6,708.6,541.2
864.2333,green,45,1130.5,712.9,555.5
864.2333,green,229,1121.1,725.7,575.5
864.2333,green,40,1173.7,728.1,596.5
864.2333,green,44,1142.1,742.9,612.2
864.2333,green,83,1309.1,792.5,761.6
864.2333,green,132,1171.9,898.1,898.8
864.2333,green,45,1189.8,925.8,953.2
864.2333,green,78,784.9,931.1,951.2
864.2333,green,79,1219.9,1002.9,1099.8
864.2333,green,46,1209.6,999.3,1091.0
864.2333,green,551,1277.2,1003.4,1115.7
864.2333,green,167,1291.0,1026.4,1160.7
864.25,cyan,248,614.6,387.0,354.1
864.25,cyan,96,814.6,595.6,342.6
864.25,cyan,78,806.2,600.8,355.0
864.25,cyan,829,1310.3,684.1,590.2
864.25,cyan,86,323.0,719.6,835.8
864.25,cyan,139,375.0,727.2,806.6
864.25,cyan,321,346.7,727.8,828.1
864.25,cyan,195,946.4,839.5,764.5
864.25,cyan,760,657.5,877.6,888.5
864.25,cyan,130,1241.1,892.4,907.6
864.25,cyan,1999,1288.6,983.5,1083.5
864.25,cyan,621,414.2,985.6,1171.4
864.25,green,55,1487.1,171.5,712.6
864.25,green,77,101.2,214.5,947.1
864.25,green,167,75.5,323.1,906.2
864.25,green,115,24.1,355.3,945.9
864.25,green,891,53.3,366.8,914.1
864.25,green,99,5.7,355.6,964.1
864.25,green,138,107.6,362.0,861.5
864.25,green,49,84.8,363.6,883.6
864.25,green,380,1744.2,375.7,790.4
864.25,green,2769,18.5,430.2,941.5
864.25,green,70,82.3,384.6,881.6
864.25,green,583,106.4,392.7,856.2
864.25,green,2475,1644.8,444.1,685.4
864.25,green,205,956.7,431.0,4.9
864.25,green,210,553.2,461.9,411.4
864.25,green,102,1758.4,478.7,803.7
864.25,green,678,1731.1,498.3,781.9
864.25,green,123,1751.1,509.0,805.0
864.25,green,167,1380.3,528.6,459.4
864.25,green,53,1406.8,526.6,482.3
864.25,green,450,525.3,595.4,533.8
864.25,green,132,560.9,613.6,526.8
864.25,green,261,1121.4,655.6,451.8
864.25,green,82,718.5,652.2,480.8
864.25,green,71,1178.1,657.5,478.1
864.25,green,196,1384.2,667.5,614.1
864.25,green,44,1136.1,672.4,486.2
864.25,green,255,1196.3,684.7,531.6
864.25,green,84,1414.5,674.5,644.6
864.25,green,100,783.5,681.0,501.4
864.25,green,79,1106.6,684.5,498.0
864.25,green,680,1172.9,717.3,577.5
864.25,green,577,1114.9,717.8,559.6
864.25,green,230,1128.5,735.6,595.2
864.25,green,40,1181.2,737.8,616.1
864.25,green,46,1149.5,752.9,632.3
864.25,green,112,1315.7,802.9,781.8
864.25,green,166,1179.2,908.9,920.2
864.25,green,94,1219.3,1000.6,1095.6
864.25,green,46,1209.6,999.3,1091.0
864.25,green,541,1277.3,1003.5,1115.8
864.25,green,151,1291.5,1026.2,1160.4
864.2667,cyan,188,621.1,386.8,347.9
864.2667,cyan,70,565.1,485.8,408.8
864.2667,cyan,55,735.8,584.5,366.3
864.2667,cyan,59,827.8,595.1,336.3
864.2667,cyan,53,821.7,602.1,350.7
864.2667,cyan,851,1316.5,683.4,592.9
864.2667,cyan,63,328.2,716.0,827.5
864.2667,cyan,135,381.1,725.5,800.0
864.2667,cyan,335,352.6,726.0,821.5
864.2667,cyan,69,950.7,829.9,746.6
864.2667,cyan,86,954.3,846.3,777.2
864.2667,cyan,785,663.8,876.7,884.8
864.2667,cyan,135,1247.8,892.2,909.4
864.2667,cyan,62,978.2,954.0,977.9
864.2667,cyan,1990,1288.5,983.5,1083.5
864.2667,cyan,584,420.7,983.8,1165.4
864.2667,green,55,1487.1,171.5,712.6
864.2667,green,49,924.8,269.5,299.0
864.2667,green,292,78.6,322.9,903.3
864.2667,green,101,28.4,349.6,943.3
864.2667,green,903,55.2,365.0,912.6
864.2667,green,120,7.3,352.1,963.4
864.2667,green,57,89.7,361.4,879.4
864.2667,green,164,1755.6,373.0,802.4
864.2667,green,79,1742.5,376.9,788.5
864.2667,green,52,108.5,373.6,857.7
864.2667,green,3086,21.8,427.6,938.2
864.2667,green,676,111.5,391.1,851.4
864.2667,green,45,86.8,383.0,877.4
864.2667,green,2866,1649.6,445.1,690.2
864.2667,green,211,955.9,429.0,4.1
864.2667,green,122,554.3,460.0,409.7
864.2667,green,139,574.4,464.1,391.1
864.2667,green,1090,1751.1,492.4,799.9
864.2667,green,53,1787.6,506.8,840.2
864.2667,green,129,1387.9,527.7,465.7
864.2667,green,108,1365.8,529.9,447.2
864.2667,green,570,551.6,602.9,521.2
864.2667,green,68,509.6,591.0,542.1
864.2667,green,262,1127.2,654.9,452.7
864.2667,green,84,724.0,652.0,477.7
864.2667,green,70,1183.9,657.2,480.3
864.2667,green,95,1368.0,661.6,595.0
864.2667,green,160,1391.9,667.6,619.6
864.2667,green,50,1142.1,671.9,487.7
864.2667,green,281,1203.1,684.5,534.2
864.2667,green,85,790.2,681.5,499.9
864.2667,green,90,1112.5,684.3,499.3
864.2667,green,42,1221.1,686.8,546.5
864.2667,green,1277,1152.4,717.2,570.1
864.2667,green,226,1134.6,735.2,596.3
864.2667,green,48,1155.7,752.7,633.8
864.2667,green,40,1305.1,791.1,757.5
864.2667,green,51,1320.9,801.6,782.0
864.2667,green,132,1186.6,909.7,923.4
864.2667,green,79,1219.9,1002.9,1099.8
864.2667,green,46,1209.6,999.3,1091.0
864.2667,green,541,1277.3,1003.5,1115.8
864.2667,green,136,1292.4,1026.2,1160.6
864.2833,cyan,122,626.6,386.0,342.9
864.2833,cyan,50,742.6,583.2,360.1
864.2833,cyan,86,1304.9,585.0,451.0
864.2833,cyan,41,844.0,594.1,328.7
864.2833,cyan,79,835.8,601.0,343.6
864.2833,cyan,829,1323.7,682.1,595.3
864.2833,cyan,145,387.6,724.1,793.6
864.2833,cyan,88,336.1,716.2,821.8
864.2833,cyan,334,358.9,724.6,815.1
864.2833,cyan,51,958.1,827.6,742.3
864.2833,cyan,59,961.3,844.9,774.5
864.2833,cyan,726,670.4,875.4,880.3
864.2833,cyan,129,1254.7,890.4,908.4
864.2833,cyan,45,969.7,915.7,906.3
864.2833,cyan,55,985.5,952.2,974.6
864.2833,cyan,517,426.0,977.7,1153.0
864.2833,cyan,1980,1288.5,983.5,1083.6
864.2833,green,55,1487.1,171.5,712.6
864.2833,green,78,930.0,271.4,294.9
864.2833,green,240,86.0,319.9,897.3
864.2833,green,107,33.3,349.8,938.4
864.2833,green,75,95.0,359.3,874.7
864.2833,green,72,1763.2,374.3,809.7
864.2833,green,146,1744.6,377.8,790.4
864.2833,green,806,115.9,388.1,847.5
864.2833,green,103,1881.4,382.3,925.5
864.2833,green,2567,1657.2,446.4,697.9
864.2833,green,214,955.2,426.0,7.4
864.2833,green,196,584.0,463.5,381.5
864.2833,green,47,560.6,458.5,403.2
864.2833,green,1045,1758.8,490.4,806.9
864.2833,green,47,1720.1,499.1,771.3
864.2833,green,53,1794.5,504.7,846.3
864.2833,green,156,1368.3,528.4,448.4
864.2833,green,338,549.0,592.1,511.1
864.2833,green,171,576.1,613.2,514.9
864.2833,green,277,1134.7,653.7,453.5
864.2833,green,76,730.1,650.6,472.4
864.2833,green,62,1191.2,655.2,480.5
864.2833,green,153,1370.0,658.6,592.3
864.2833,green,62,1402.0,667.1,626.1
864.2833,green,50,1149.6,670.3,487.7
864.2833,green,185,1207.0,680.1,528.9
864.2833,green,69,796.7,680.8,496.4
864.2833,green,85,1120.0,682.4,498.3
864.2833,green,52,1214.3,689.5,547.8
864.2833,green,1287,1158.9,715.9,570.0
864.2833,green,63,582.2,716.5,655.2
864.2833,green,237,1141.4,733.8,595.9
864.2833,green,50,1162.6,750.9,632.8
864.2833,green,41,1310.7,779.7,741.2
864.2833,green,73,1176.9,880.0,867.4
864.2833,green,79,1219.9,1002.9,1099.8
864.2833,green,50,1209.7,998.8,1090.1
864.2833,green,538,1277.3,1003.4,1115.8
864.2833,green,133,1292.4,1025.8,1160.0
864.3,cyan,115,632.2,385.5,337.6
864.3,cyan,64,570.1,480.4,401.5
864.3,cyan,124,743.5,584.8,362.1
864.3,cyan,78,1314.7,583.2,456.3
864.3,cyan,45,1297.4,590.5,451.9
864.3,cyan,42,838.8,596.8,335.1
864.3,cyan,67,854.7,602.2,339.3
864.3,cyan,782,1330.9,681.5,599.0
864.3,cyan,95,343.1,714.5,814.4
864.3,cyan,355,365.6,723.6,808.8
864.3,cyan,114,394.3,724.9,789.7
864.3,cyan,56,968.9,843.4,771.8
864.3,cyan,62,971.8,865.9,813.6
864.3,cyan,752,677.9,874.5,876.3
864.3,cyan,131,1262.6,889.2,908.9
864.3,cyan,67,978.2,913.2,901.9
864.3,cyan,52,993.0,951.8,974.2
864.3,cyan,310,434.0,967.2,1131.8
864.3,cyan,1966,1288.2,983.6,1083.7
864.3,cyan,175,432.6,996.3,1180.7
864.3,green,55,1487.1,171.5,712.6
864.3,green,143,935.6,272.7,292.1
864.3,green,41,1869.3,277.1,952.3
864.3,green,175,91.7,317.5,892.8
864.3,green,63,4.2,335.4,971.6
864.3,green,134,38.3,348.9,933.7
864.3,green,46,99.2,359.7,870.5
864.3,green,103,1887.6,377.6,932.5
864.3,green,879,121.8,386.3,842.0
864.3,green,2653,1663.1,445.4,703.8
864.3,green,205,957.8,423.0,11.5
864.3,green,264,590.9,463.1,374.5
864.3,green,57,566.7,457.8,397.0
864.3,green,59,1729.1,467.5,772.5
864.3,green,945,1763.6,486.6,810.7
864.3,green,126,1774.2,502.3,825.5
864.3,green,285,1371.5,527.4,450.5
864.3,green,399,556.2,591.2,504.3
864.3,green,152,582.0,612.2,509.1
864.3,green,269,1141.1,652.5,453.9
864.3,green,69,736.7,649.7,467.8
864.3,green,62,1198.1,654.0,481.9
864.3,green,258,1375.2,656.8,593.5
864.3,green,70,1409.1,665.4,628.9
864.3,green,42,1155.5,668.8,487.4
864.3,green,190,1214.3,678.4,529.5
864.3,green,78,802.7,679.6,492.4
864.3,green,87,1127.0,681.2,498.5
864.3,green,54,1220.6,688.6,549.2
864.3,green,45,1141.5,689.7,518.3
864.3,green,1336,1166.3,714.7,570.5
864.3,green,149,592.3,714.0,645.7
864.3,green,241,1148.4,732.6,595.9
864.3,green,48,1169.7,749.6,632.8
864.3,green,54,1318.1,777.4,741.1
864.3,green,40,1319.7,787.8,758.7
864.3,green,164,1182.3,875.7,861.0
864.3,green,55,1204.4,908.6,925.9
864.3,green,42,979.5,952.8,975.5
864.3,green,79,1219.9,1002.9,1099.8
864.3,green,46,1209.6,999.3,1091.0
