body_record,level_grade,level_lo,level_hi,in_pool_waves,pool_kind,in_frozen_baton_roll,monster_classification,description_tag,display_name,bio_record,dexterity,intelligence,oa,player_DA,pth_raw,pth_effective,hit_chance,crit_tier,crit_mult,own_total_damage_modifier_pct,own_total_damage_modifier_sources,total_damage_modifier_pct,base_weapon_damage,attack_period_s
records/creatures/enemies/wraith_a01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/wraith_b01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/wraith_c01_summon.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskills/bossskills/pets/bladeswarm_a01.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskills/bossskills/pets/witchgodguardian_sentinel_crystal.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx1/bossskills/nemesis/aetherialvanguard_crystal.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bloodpool.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_void.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx3/bossskills/nemesis/necro2_nulltotem.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx3/bossskills/nemesis/outlaw2_aethershard.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
records/skills/nonplayerskillsgdx3/bossskills/pets/rimehorn_icespike_01.dbr,NO-LEVEL-SOURCE,,,,,,,,,,,,,,,,,,,,,,,
