t_s,fire_red,chaos_magenta,vit_green,frost_blue,light_yellow,aether_teal,green_r0_60,sat_r0_60,green_r60_120,sat_r60_120,green_r120_200,sat_r120_200,green_r200_300,sat_r200_300,green_r300_450,sat_r300_450,green_r450_650,sat_r450_650,plates,ring_plates,boss_banner,boss_txt_px
863.9333,0.02570409,0.00287712,0.02166281,0.01097608,0.00335793,0.00202209,0.02930041,0.16987654,0.0,0.23990342,0.0,0.21796119,0.0,0.18557337,0.00327741,0.11759158,0.02119439,0.06765983,6,1,0,41
863.95,0.02623746,0.00297454,0.02103299,0.01102334,0.00360436,0.00208044,0.03242798,0.17794239,0.0,0.2696993,0.0,0.20573387,0.0,0.18105615,0.00370421,0.12109556,0.02106775,0.06691348,9,1,0,39
863.9667,0.02966917,0.0028178,0.0206197,0.01115114,0.00376206,0.00212963,0.00395062,0.21185185,0.0,0.33335162,0.0,0.23935899,0.0,0.1944181,0.00661278,0.13257177,0.02297541,0.06752781,7,0,0,38
863.9833,0.03309655,0.00260176,0.0212283,0.01118538,0.00428144,0.00224007,0.00625514,0.29761317,0.0,0.39672959,0.0,0.28697142,0.0,0.21519017,0.00887325,0.14381086,0.02395348,0.06808825,9,2,0,38
864.0,0.03248457,0.002568,0.02053723,0.0112881,0.00500916,0.00223235,0.00395062,0.34600823,0.0,0.41703248,0.0,0.28680932,0.0,0.19801053,0.01371559,0.14490684,0.02202966,0.06481182,6,1,0,38
864.0167,0.03313754,0.00268181,0.02108121,0.01136912,0.00625048,0.00230758,0.00855967,0.35506173,0.0,0.40539947,0.0,0.30917975,0.0,0.22037134,0.00981642,0.14882182,0.0245732,0.06609168,10,1,0,38
864.0333,0.03454524,0.00263889,0.02029369,0.01133922,0.00639371,0.00227575,0.00526749,0.32691358,0.0,0.37895083,0.0,0.31633551,0.0,0.22916864,0.0052428,0.16416558,0.02327449,0.06412744,9,2,0,38
864.05,0.03225887,0.00182774,0.02239873,0.01092062,0.00591146,0.00218654,0.02930041,0.32444444,0.0,0.3434482,0.0,0.301144,0.0,0.21909087,0.00513742,0.15102432,0.02522256,0.05119417,7,0,0,0
864.0667,0.03113667,0.00182002,0.02156105,0.01071856,0.00552324,0.00215326,0.03193416,0.30518519,0.0,0.32808385,0.0,0.28139039,0.0,0.20882339,0.00529022,0.14425347,0.02479145,0.0498254,5,1,0,0
864.0833,0.03003954,0.00180797,0.02003762,0.01066696,0.00448351,0.00215374,0.03160494,0.27802469,0.0,0.30229368,0.0,0.26006206,0.0,0.19946884,0.00627556,0.13829933,0.02426873,0.04767794,8,2,0,0
864.1,0.02872541,0.00198688,0.01884742,0.01067708,0.00391879,0.00212191,0.02962963,0.24460905,0.0,0.26772388,0.0,0.24503265,0.0,0.1931732,0.0062334,0.13072756,0.0248669,0.04744891,6,0,0,0
864.1167,0.02696566,0.00184414,0.01790075,0.01045091,0.00378376,0.00215374,0.02946502,0.20625514,0.0,0.23436128,0.0,0.22771062,0.0,0.17432182,0.00708174,0.12758715,0.02438729,0.04536342,6,1,0,0
864.1333,0.02553578,0.0018914,0.01779851,0.01018904,0.00358266,0.00202112,0.03423868,0.13893004,0.0,0.20955882,0.0,0.18998657,0.0,0.16956749,0.00676559,0.12793492,0.02538692,0.04535804,8,1,0,0
864.15,0.02507861,0.00175058,0.01746094,0.01003665,0.00351659,0.00201003,0.03423868,0.11934156,0.0,0.20204126,0.0,0.16404984,0.0,0.17095466,0.00628609,0.13055368,0.02611981,0.04489729,10,0,0,0
864.1667,0.02595004,0.00155044,0.0174566,0.00991802,0.00335937,0.00194348,0.03407407,0.17283951,0.0,0.20083406,0.0,0.17507295,0.0,0.17643223,0.00593833,0.13268242,0.02670989,0.04412129,7,1,0,0
864.1833,0.027595,0.00208044,0.01802758,0.01018326,0.00339988,0.00194348,0.03473251,0.18123457,0.0,0.17998244,0.0,0.17986661,0.0,0.17717917,0.00600156,0.14096025,0.02726494,0.05602259,11,3,0,47
864.2,0.02689525,0.00174142,0.0188696,0.0099701,0.00342159,0.00190779,0.0345679,0.22880658,0.0,0.18201273,0.0,0.18111713,0.0,0.18060562,0.00782995,0.13515892,0.02761252,0.04973918,9,1,0,45
864.2167,0.0270978,0.00166377,0.01903839,0.00992091,0.00363812,0.00186632,0.03407407,0.29843621,0.0,0.17959833,0.0,0.1848687,0.0,0.18603576,0.00834633,0.13334106,0.02662097,0.04732228,10,1,0,42
864.2333,0.02727479,0.00164159,0.0191387,0.00983941,0.00363715,0.00183063,0.03407407,0.33432099,0.0,0.19024363,0.0,0.19176972,0.0,0.19415726,0.00806707,0.127408,0.02562403,0.04573795,9,0,0,47
864.25,0.02713445,0.00160108,0.01915027,0.00983025,0.00392747,0.00179784,0.03407407,0.32987654,0.0,0.16692274,0.0,0.1859108,0.0,0.19431139,0.00585929,0.12834591,0.02599856,0.04609092,9,0,0,48
864.2667,0.02768856,0.0014511,0.01947772,0.00995033,0.00412616,0.00176119,0.03473251,0.31440329,0.0,0.17334284,0.0,0.19248761,0.00068766,0.20828986,0.00636513,0.13021646,0.02635961,0.04528798,6,0,0,49
864.2833,0.02728443,0.00135706,0.01913628,0.00980517,0.00435475,0.00174527,0.03555556,0.29481481,0.0,0.21186348,0.0,0.18160345,0.00142274,0.21452623,0.0058066,0.12331914,0.02387265,0.04272288,8,0,0,47
864.3,0.0276278,0.00135802,0.02009307,0.0098341,0.00429832,0.00171682,0.03390947,0.31144033,0.0,0.23463565,0.0,0.17903293,0.00251352,0.2311842,0.00676032,0.11602664,0.02624644,0.04478682,8,0,0,47
864.3167,0.02755208,0.00129389,0.01995949,0.00974296,0.00406732,0.00177903,0.03522634,0.36427984,0.0,0.25131694,0.0,0.1768561,0.00225268,0.23630608,0.00526388,0.10418687,0.02533034,0.04364707,7,0,0,47
864.3333,0.02744936,0.00122203,0.0206602,0.00974778,0.00399306,0.00175781,0.03555556,0.45679012,0.0,0.2415496,0.0,0.18709184,0.00366357,0.24595703,0.00451566,0.09247882,0.02737272,0.04632803,8,1,0,47
864.35,0.02660639,0.00113956,0.02067419,0.00966773,0.00391348,0.00179736,0.03555556,0.45333333,0.0,0.25082309,0.0,0.19707285,0.00527601,0.24238831,0.00321945,0.0817561,0.0292669,0.04899282,9,0,0,47
864.3667,0.02631125,0.00110291,0.02251833,0.00977865,0.00380546,0.00183111,0.0345679,0.52773663,0.0,0.26262072,0.0,0.20075494,0.00540643,0.24927677,0.00235531,0.07256144,0.02971687,0.04930807,7,1,0,47
864.3833,0.02624566,0.00105565,0.02241705,0.00993924,0.00391252,0.00188272,0.03423868,0.48674897,0.0,0.27354039,0.0,0.21541383,0.00554871,0.25307076,0.00163871,0.06730283,0.02971956,0.04935657,6,1,0,46
864.4,0.02649064,0.00105565,0.0227662,0.01001302,0.00388455,0.00188079,0.03506173,0.43012346,0.0,0.26931519,0.0,0.23815479,0.00483733,0.26185621,0.00156494,0.06648611,0.02854749,0.04807402,8,1,0,46
864.4167,0.02631559,0.00104697,0.02312741,0.01046007,0.00391541,0.00212625,0.03539095,0.38271605,0.0,0.27189421,0.00122736,0.24491686,0.00533529,0.26329081,0.00176516,0.06851473,0.02850707,0.04856441,7,0,0,47
864.4333,0.02646701,0.00104456,0.02275801,0.01079138,0.00388985,0.0023124,0.0345679,0.29102881,0.0,0.24961589,0.00215368,0.25531471,0.00298776,0.26340937,0.00173355,0.06818278,0.0257345,0.046002,8,1,0,68
864.45,0.02596836,0.00103154,0.02339796,0.01086323,0.00393229,0.00247541,0.03473251,0.28971193,0.0,0.24857331,0.00217683,0.26830624,0.00336716,0.25283363,0.0017599,0.06711841,0.02444387,0.04472215,6,1,0,47
864.4667,0.02617573,0.00099392,0.0241522,0.01131318,0.00402681,0.00260513,0.03358025,0.32806584,0.0,0.23853161,0.00636839,0.30153768,0.00168358,0.25173101,0.00310353,0.07031151,0.02485881,0.0455682,5,0,0,47
864.4833,0.0254403,0.00101755,0.02443191,0.01160928,0.00417872,0.00289255,0.03374486,0.3326749,0.0,0.23644644,0.00731786,0.31997128,0.00139903,0.23993408,0.00361464,0.06843043,0.02388343,0.04848357,6,1,0,47
864.5,0.02536651,0.00115693,0.02503858,0.01203029,0.00391879,0.00290123,0.03604938,0.30600823,0.0,0.23370281,0.00842944,0.32467232,0.00077065,0.24204448,0.0036199,0.06902057,0.02299427,0.04920029,8,3,0,48
864.5167,0.02489053,0.00127942,0.02567033,0.01188706,0.00387635,0.00287857,0.03539095,0.31144033,0.0,0.24308604,0.0102589,0.32969756,0.00061652,0.24320639,0.00439974,0.06981621,0.02409359,0.05034273,6,1,0,50
864.5333,0.0244266,0.00113764,0.02153839,0.01132475,0.00363956,0.00283661,0.03604938,0.30106996,0.0,0.23957419,0.00576629,0.32633968,0.00027269,0.2381675,0.0032458,0.07124415,0.01118458,0.03197211,4,1,0,0
864.55,0.02381366,0.00113522,0.0237336,0.01077402,0.00347897,0.00306954,0.03539095,0.27934156,0.0,0.22239903,0.01060627,0.32976703,8.299e-05,0.23350801,0.00479492,0.07097016,0.01251293,0.0338609,7,1,0,0
864.5667,0.0254157,0.00102141,0.02415943,0.01051119,0.00358025,0.00292872,0.03604938,0.27703704,0.00093284,0.2214662,0.01002733,0.35355009,0.0,0.23846391,0.00466847,0.07419487,0.01188783,0.03615117,5,1,0,0
864.5833,0.03165123,0.00092882,0.02496094,0.0095409,0.00407504,0.00275463,0.03604938,0.26304527,0.00356673,0.23825724,0.01037469,0.37559631,0.0,0.25914114,0.00554841,0.08858492,0.01341826,0.05555915,11,4,0,0
864.6,0.03746914,0.00087529,0.02485098,0.00889998,0.00473235,0.00242284,0.03604938,0.31736626,0.00718832,0.27205882,0.00954101,0.39111204,0.0,0.27972351,0.00695001,0.10358091,0.01424815,0.0704324,5,1,0,0
864.6167,0.0365977,0.0007528,0.02510272,0.00866898,0.00494743,0.00224344,0.03604938,0.31061728,0.00916374,0.28670983,0.00937891,0.38038998,0.0,0.26511667,0.00882055,0.10725351,0.01506995,0.06957827,9,1,0,0
864.6333,0.03667679,0.0007528,0.02507668,0.00865355,0.00494358,0.00223862,0.03604938,0.31061728,0.00916374,0.28687445,0.00937891,0.38052892,0.0,0.26557906,0.00871517,0.10804915,0.01500259,0.06961868,8,1,0,0
864.65,0.03783227,0.00074846,0.02412568,0.00848042,0.00552855,0.00212818,0.03604938,0.17860082,0.00718832,0.29389816,0.00613682,0.37788894,0.0,0.26610073,0.00977954,0.11629537,0.0136904,0.07790406,7,0,0,0
864.6667,0.0416657,0.0006684,0.02657697,0.00810475,0.00580536,0.0020409,0.03604938,0.13004115,0.00976734,0.32078578,0.00724839,0.38124682,9.485e-05,0.27026226,0.01381044,0.13480588,0.01600491,0.09061099,7,1,0,0
864.6833,0.03970679,0.00064477,0.02606433,0.00778067,0.0057581,0.00198447,0.03604938,0.10716049,0.00949298,0.3231453,0.00942522,0.36619425,0.00088922,0.25265579,0.01553345,0.13294588,0.01657613,0.08334411,11,2,0,0
864.7,0.03684848,0.00062355,0.02571325,0.00770399,0.00585552,0.00183546,0.03604938,0.12658436,0.00471905,0.32989464,0.01183363,0.36406373,0.00294034,0.24234089,0.01698773,0.12360894,0.01708538,0.07613382,11,2,0,0
864.7167,0.03126591,0.00061294,0.02581983,0.00780237,0.00496431,0.00203125,0.03506173,0.16790123,0.00208516,0.33625988,0.01748414,0.34764485,0.00531158,0.23521531,0.01835771,0.1032068,0.02025134,0.06169706,13,2,0,0
864.7333,0.03129051,0.0006168,0.02582321,0.0078043,0.00496624,0.00202787,0.03506173,0.16790123,0.00208516,0.33625988,0.01748414,0.34762169,0.00531158,0.23521531,0.0183946,0.1032753,0.02025134,0.06169706,13,2,0,0
864.75,0.02755932,0.00066406,0.00887635,0.00739921,0.00441262,0.00177132,0.00148148,0.16559671,0.0,0.34152766,0.01215784,0.32840072,0.00585697,0.22596747,0.01808372,0.09307423,0.01467117,0.04903054,8,4,0,0
864.7667,0.02719907,0.00248071,0.00945071,0.00743345,0.005136,0.00197434,0.00148148,0.22057613,0.0,0.38882792,0.01384836,0.35769534,0.0137532,0.24537608,0.0203916,0.10811765,0.01474931,0.05581781,9,3,0,0
864.7833,0.03300781,0.00294367,0.00957658,0.00693239,0.00620129,0.00188657,0.0,0.24131687,0.0,0.42581212,0.01139364,0.35505535,0.01610073,0.25469506,0.02177212,0.12348249,0.01352334,0.07787981,11,4,0,0
864.8,0.03305556,0.00291136,0.00953414,0.00694348,0.00621094,0.00187404,0.0,0.24131687,0.0,0.42712906,0.01095364,0.35593534,0.01595846,0.25508631,0.02150866,0.12313472,0.01346946,0.07776934,11,4,0,0
864.8167,0.02667149,0.00776186,0.01010802,0.00708816,0.00652054,0.00194155,0.0,0.2291358,0.0,0.45127305,0.012181,0.35660692,0.01573319,0.244558,0.02392193,0.12411478,0.0122866,0.07879052,7,1,0,0
864.8333,0.02165509,0.01073254,0.01008536,0.00711564,0.00706356,0.00111111,0.0,0.261893,0.0,0.45933933,0.00849891,0.33224492,0.01374134,0.24028977,0.02424335,0.13535915,0.01126002,0.07803339,3,1,0,0
864.85,0.02620515,0.00917679,0.00932002,0.0067472,0.00799334,0.00089699,0.0,0.28987654,0.0,0.46608867,0.0031263,0.31742393,0.01725078,0.23732571,0.02280487,0.14553914,0.00902904,0.09127921,5,2,0,0
864.8667,0.02512635,0.01024932,0.01074122,0.00669367,0.00817949,0.00088301,0.0,0.3527572,0.0,0.46471686,0.00439998,0.31767866,0.02186285,0.23909229,0.02404839,0.1487902,0.01061605,0.09320842,4,1,0,0
864.8833,0.02594425,0.00801842,0.01080199,0.00681906,0.00791618,0.00098428,0.0,0.33728395,0.0,0.45385206,0.00301051,0.31371868,0.02536043,0.23634165,0.02560279,0.14929077,0.00947901,0.08909941,3,2,0,0
864.9,0.02582321,0.00661748,0.01070264,0.00679639,0.00600453,0.00137587,0.0,0.36148148,0.0,0.46411326,0.00266315,0.31357973,0.02661719,0.23580812,0.02728892,0.15024449,0.00873265,0.08234448,3,2,0,0
864.9167,0.02430845,0.00522135,0.01136671,0.00700714,0.00486642,0.00126254,0.0,0.44609053,0.0,0.46235733,0.00219999,0.31439026,0.02624964,0.22530352,0.03012899,0.14420078,0.00985623,0.07456835,3,1,0,0
864.9333,0.02428771,0.00522859,0.01126688,0.00705054,0.00484471,0.00125482,0.0,0.44641975,0.0,0.4630158,0.00226946,0.31478394,0.02467277,0.22408233,0.03008684,0.14436412,0.00974036,0.07451446,3,1,0,0
864.95,0.02430893,0.00521653,0.0112148,0.0070462,0.00483314,0.00126784,0.0,0.44559671,0.0,0.46350966,0.00226946,0.31492288,0.02424595,0.2224936,0.02989715,0.14387409,0.00967031,0.07436896,3,1,0,0
864.9667,0.02430652,0.00521798,0.01117429,0.00705295,0.00480517,0.00126736,0.0,0.45069959,0.0,0.46329017,0.00226946,0.31545551,0.02547899,0.2219245,0.02945454,0.14324706,0.0095302,0.07419922,2,1,0,0
864.9833,0.02245322,0.00451051,0.01136188,0.00709443,0.00398341,0.00126495,0.0,0.55423868,0.0,0.47075285,0.00143578,0.30853133,0.02486247,0.21655364,0.03299541,0.13524849,0.00924998,0.06363166,3,1,0,0
865.0,0.02243152,0.0045081,0.01136815,0.00711034,0.00398486,0.00126254,0.0,0.55423868,0.0,0.47069798,0.00143578,0.30767449,0.02500474,0.21556957,0.03299541,0.13509569,0.00925267,0.06362627,3,1,0,0
865.0167,0.02242622,0.00448061,0.01136526,0.0071113,0.00399306,0.0012582,0.0,0.55423868,0.0,0.470259,0.00143578,0.3057524,0.02496917,0.21450251,0.0329796,0.13465308,0.00924998,0.06351849,3,1,0,0
865.0333,0.01914497,0.00349826,0.01170814,0.00705199,0.00349007,0.0012664,0.0,0.54255144,0.0,0.46921642,0.00064842,0.30436293,0.02445936,0.21471593,0.03096151,0.12596952,0.01007717,0.05014604,3,2,0,0
865.05,0.02103588,0.00293596,0.01118586,0.00669801,0.00384549,0.00099248,0.0,0.74880658,0.0,0.47360623,0.00041684,0.26545783,0.02208812,0.21221427,0.03046095,0.12156978,0.0143694,0.05483704,4,3,0,0
865.0667,0.02086902,0.00247492,0.01084877,0.00697531,0.00410735,0.00105083,0.0,0.65925926,0.0,0.45138279,0.00196841,0.25202631,0.02094992,0.22332353,0.03111959,0.13050626,0.01573008,0.05416343,5,2,0,0
865.0833,0.02069493,0.00257186,0.00999084,0.00726804,0.00406491,0.00144242,0.0,0.6126749,0.0,0.44309701,0.00018526,0.24711685,0.02172057,0.23270179,0.02763668,0.11983097,0.0132081,0.05113489,8,4,0,0
865.1,0.0208126,0.00252122,0.00997492,0.00729311,0.00406105,0.00143711,0.0,0.60691358,0.0,0.44364574,0.00018526,0.24711685,0.0214953,0.23528645,0.02763668,0.11953589,0.01321079,0.05099748,5,2,0,0
865.1167,0.02277488,0.00285976,0.01041377,0.0076278,0.00416763,0.00152247,0.0,0.61382716,0.0,0.43124451,0.00194525,0.24593581,0.02045196,0.25439865,0.02888547,0.12015238,0.0153825,0.05757189,8,3,0,40
865.1333,0.023424,0.0027011,0.00967255,0.00794271,0.00427035,0.00155768,0.0,0.63242798,0.0,0.42773266,0.00379788,0.26302626,0.01339751,0.26024376,0.03119336,0.11893521,0.01433706,0.05620851,9,4,0,40
865.15,0.02360195,0.00240741,0.00973187,0.00778983,0.0043533,0.00152633,0.0,0.57860082,0.0,0.4159899,0.00020842,0.26297995,0.0088803,0.25864318,0.03273195,0.11650086,0.01560075,0.05444365,6,3,0,40
865.1667,0.02437886,0.00201726,0.00895158,0.00796296,0.00439333,0.00154417,0.0,0.5145679,0.0,0.40589333,0.0,0.26731045,0.00350944,0.25494404,0.03129874,0.11213274,0.01491098,0.0529725,10,4,0,41
865.1833,0.02466966,0.00183353,0.00895255,0.00820698,0.00446663,0.00171923,0.0,0.458107,0.0,0.39672959,0.0,0.27001992,0.00139903,0.24651427,0.02980757,0.10813346,0.01626358,0.05319074,5,2,0,41
865.2,0.02512924,0.00167921,0.00777681,0.00794898,0.00404225,0.00159819,0.0,0.42156379,0.0,0.40847234,0.0,0.27826409,0.00053353,0.23290335,0.0222358,0.09850145,0.01331587,0.05101364,7,2,0,44
865.2167,0.02505546,0.00187307,0.00768808,0.00766397,0.00363571,0.00147714,0.0,0.39835391,0.0,0.39447981,0.0,0.28037145,0.00028455,0.21794081,0.0193325,0.09127745,0.01149174,0.05261144,4,2,0,46
865.2333,0.02495419,0.00179061,0.00765191,0.00769097,0.00363137,0.00146653,0.0,0.38683128,0.0,0.3971137,0.0,0.28071882,0.00017784,0.21622166,0.01920604,0.08979682,0.01141361,0.05240936,4,2,0,45
865.25,0.02451292,0.00158806,0.00727575,0.00757909,0.00345583,0.00124904,0.0,0.39506173,0.0,0.42559263,0.0,0.2805104,0.00034383,0.20639287,0.01751992,0.07876849,0.00956792,0.04691811,3,1,0,43
865.2667,0.02354649,0.00165268,0.00727141,0.00760754,0.00350212,0.00121046,0.0,0.37958848,0.0,0.44562116,0.0,0.28789774,0.0,0.19953998,0.01644501,0.06727121,0.00879731,0.04525834,3,1,0,42
865.2833,0.02308015,0.00181134,0.00663291,0.00711372,0.00358845,0.00109037,0.0,0.3382716,0.0,0.4326712,0.0,0.28683248,0.0,0.18705539,0.01118113,0.0565485,0.00662291,0.0443611,3,1,0,41
865.3,0.02272811,0.00179977,0.0071224,0.00702787,0.00351997,0.00094088,0.0,0.3527572,0.0,0.46389377,0.0,0.2958177,0.0,0.17438111,0.01166062,0.05057328,0.00730729,0.0432941,2,1,0,41
865.3167,0.0222227,0.00173804,0.00695554,0.00642988,0.00367139,0.00072917,0.0,0.34534979,0.0,0.45291923,0.0,0.30494187,0.0,0.16273831,0.01140244,0.04469818,0.00671991,0.04225944,2,1,0,41
865.3333,0.02227527,0.00184365,0.00700762,0.0061034,0.00371962,0.00055363,0.0,0.35851852,0.0,0.44699298,0.0,0.31158816,0.0,0.16314142,0.01130759,0.04487207,0.00621336,0.04030329,3,2,0,41
865.35,0.02236256,0.00167776,0.00681182,0.00563272,0.00412857,0.0004075,0.0,0.3726749,0.0,0.43607331,0.0,0.32124496,0.0,0.16175424,0.01227185,0.04408169,0.00567716,0.03891296,4,2,0,41
865.3667,0.02266975,0.0016358,0.00676312,0.00564525,0.00417342,0.00039593,0.0,0.37481481,0.0,0.43766462,0.0,0.32240285,0.0,0.16312956,0.01242992,0.04477722,0.00541042,0.03839563,3,2,0,41
865.3833,0.02361786,0.00163484,0.00640529,0.00532022,0.00405237,0.00034915,0.0,0.39061728,0.0,0.44803556,0.0,0.33057756,0.0,0.16887983,0.0116817,0.0446613,0.00404703,0.03564462,2,2,0,41
