id,canonical_name,source_library,cultural_lineage_canonical,historical_period_canonical,cultural_lineage_confidence,named_mythological_match
189522,Agni-VI,wikipedia,south_asian,unknown,0.7,"Agni (vedic_hindu, tier_1)"
189630,"CZ 805 BREN",wikipedia,southeast_asian,medieval,0.7,"Lada (slavic, tier_1)"
189638,"MGD PM-9",wikipedia,european,unknown,0.7,"Merlin (european_medieval, tier_1)"
189671,"Iveco SuperAV",wikipedia,european,contemporary,0.7,"Heracles (greek, tier_1)"
189708,ShAK-12,wikipedia,european,unknown,0.7,"Beowulf (norse, tier_1)"
189756,"Thor III",wikipedia,european,contemporary,0.65,"Thor (norse, tier_1)"
189766,"QF 14-pounder naval gun Mk I & II",wikipedia,european,industrial,0.7,"Andrea Doria (european_medieval, tier_2)"
189999,"Stratus (missile family)",wikipedia,european,contemporary,0.7,"Perseus (greek, tier_1)"
190235,"Nike Zeus",wikipedia,european,unknown,0.9,"Heracles (greek, tier_1)"
190243,"MIM-3 Nike Ajax",wikipedia,european,modern,0.7,"Heracles (greek, tier_1)"
190324,"SAM-A-1 GAPA",wikipedia,european,modern,0.7,"Heracles (greek, tier_1)"
190334,"General Dynamics Flyer",wikipedia,european,unknown,0.9,"Heracles (greek, tier_1)"
190415,"Sabre of Charlemagne",wikipedia,european,medieval,0.9,"Charlemagne (european_medieval, tier_2)"
190557,"Zijiang M99",wikipedia,east_asian,contemporary,0.7,"Odin (norse, tier_1)"
190567,"H-S Precision Pro Series 2000 HTR",wikipedia,european,contemporary,0.7,"Horus (egyptian, tier_1)"
190714,"Indian Field Gun",wikipedia,south_asian,modern,0.7,"Garuda (vedic_hindu, tier_1)"
190748,".500/465 Nitro Express",wikipedia,south_asian,medieval,0.7,"Wayland the Smith (european_medieval, tier_1)"
190774,"Autocar U8144T 5- to 6-ton 4×4 truck",wikipedia,european,modern,0.9,"Heracles (greek, tier_1)"
190923,"Cannone-Mitragliera da 37/54 (Breda)",wikipedia,european,modern,0.7,"Andrea Doria (european_medieval, tier_2)"
190931,"6-ton 6×6 truck",wikipedia,european,medieval,0.9,"Heracles (greek, tier_1)"
191035,"Varunastra (torpedo)",wikipedia,south_asian,unknown,0.7,"Varuna (vedic_hindu, tier_1)"
191056,"A-235 anti-ballistic missile system",wikipedia,european,classical,0.7,"Prometheus (greek, tier_1)"
191289,"21 cm SK L/40",wikipedia,middle_eastern,unknown,0.7,"Freyja (norse, tier_1)"
191493,"P6 ATAV",wikipedia,southeast_asian,contemporary,0.7,"Heracles (greek, tier_1)"
191494,".300 Rook",wikipedia,european,classical,0.7,"Wayland the Smith (european_medieval, tier_1)"
191507,"Diamond T 4-ton 6×6 truck",wikipedia,european,medieval,0.7,"Heracles (greek, tier_1)"
191538,"Zolfaghar (missile)",wikipedia,middle_eastern,classical,0.7,"Isis (egyptian, tier_1)"
191620,"Sword of Freyr",wikipedia,european,medieval,0.9,"Freyr (norse, tier_1)"
191679,"SAM-A-19 Plato",wikipedia,european,modern,0.9,"Heracles (greek, tier_1)"
191687,"JB-3 Tiamat",wikipedia,european,modern,0.9,"Tiamat (mesopotamian, tier_1)"
191689,"TDU-12/B Skydart",wikipedia,european,modern,0.7,"Heracles (greek, tier_1)"
191837,"Canon de 305 mm Modèle 1887",wikipedia,european,classical,0.7,"Charles Martel (european_medieval, tier_2)"
191885,"Canon de 305 modèle 93/96 TAZ",wikipedia,european,classical,0.7,"Charlemagne (european_medieval, tier_2)"
192051,"GÖKTUĞ",wikipedia,middle_eastern,contemporary,0.7,"Merlin (european_medieval, tier_1)"
192174,"Canon de 305 modèle 1893/96 à glissement",wikipedia,european,classical,0.7,"Charlemagne (european_medieval, tier_2)"
192182,THeMIS,wikipedia,european,unknown,0.9,"Themis (greek, tier_1)"
192340,"Honorary Revolutionary Weapon",wikipedia,european,modern,0.7,"Saint George (european_medieval, tier_2)"
192588,"6mm ARC",wikipedia,european,classical,0.9,"Grendel (norse, tier_1)"
192601,Bharat-52,wikipedia,east_asian,unknown,0.7,"Garuda (vedic_hindu, tier_1)"
192784,"Zastava M19",wikipedia,european,unknown,0.9,"Grendel (norse, tier_1)"
192793,"Type-X (unmanned ground vehicle)",wikipedia,european,contemporary,0.7,"Themis (greek, tier_1)"
192830,"Pindad Maung",wikipedia,southeast_asian,unknown,0.7,"Garuda (vedic_hindu, tier_1)"
192856,"Integrated Unmanned Ground System",wikipedia,european,unknown,0.7,"Themis (greek, tier_1)"
192956,Agni-P,wikipedia,east_asian,unknown,0.7,"Agni (vedic_hindu, tier_1)"
193049,"P2 (armoured vehicle)",wikipedia,south_asian,contemporary,0.7,"Heracles (greek, tier_1)"
193094,"Militor truck",wikipedia,european,modern,0.7,"William the Conqueror (european_medieval, tier_2)"
193224,"Rhos Rydd Shield",wikipedia,european,medieval,0.7,"Augustus (greek, tier_2)"
193249,"Timoney (armoured personnel carrier)",wikipedia,european,modern,0.7,"Saladin (egyptian, tier_2)"
193250,"HESA Shahed 136",wikipedia,middle_eastern,classical,0.7,"Artemis (greek, tier_1)"
193457,"Tumbok lada",wikipedia,southeast_asian,unknown,0.7,"Lada (slavic, tier_1)"
193547,"Baba Yaga (aircraft)",wikipedia,european,contemporary,0.7,"Baba Yaga (slavic, tier_1)"
193566,"Shield (Pavise)",met-museum,european,medieval,1.0,"Saint George (european_medieval, tier_2)"
193674,"BOV 8x8 Patria",wikipedia,european,contemporary,0.7,"Scipio Africanus (greek, tier_2)"
193742,"PWA Aero",wikipedia,european,contemporary,0.7,"Heracles (greek, tier_1)"
193840,"Bozdoğan (air-to-air missile)",wikipedia,middle_eastern,contemporary,0.7,"Merlin (european_medieval, tier_1)"
194068,"Kel-Tec PR57",wikipedia,european,classical,0.9,"Grendel (norse, tier_1)"
194198,"Tai'e",wikipedia,east_asian,classical,0.9,"Qin Shi Huang (east_asian, tier_2)"
194231,"Elmech EM 992",wikipedia,middle_eastern,medieval,0.7,"Isis (egyptian, tier_1)"
195229,"Sword guard (<i>Tsuba</i>) Depicting Skanda (韋駄天図鐔)",met-museum,east_asian,early_modern,1.0,"Skanda (vedic_hindu, tier_1)"
195517,Smallsword,met-museum,european,early_modern,1.0,"Heracles (greek, tier_1)"
196134,"Helmet of Ashikaga Takauji (1305–1358)",met-museum,east_asian,medieval,1.0,"Ashikaga Takauji (east_asian, tier_2)"
196880,Helm,royal_armouries,unknown,unknown,0.0,"Black Prince (european_medieval, tier_2)"
197345,"Armor of Henry II, King of France (reigned 1547–59)",met-museum,european,early_modern,1.0,"Henry II (european_medieval, tier_2)"
197738,Pollaxe,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
197878,"Presentation Coin of Maximilian I",met-museum,european,early_modern,1.0,"Maximilian I (european_medieval, tier_2)"
198374,Pike,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
198725,"Banner with Shaft",met-museum,european,early_modern,1.0,"Saint George (european_medieval, tier_2)"
199180,"2.8 in falcon",royal_armouries,european,early_modern,0.7,"Elizabeth I (european_medieval, tier_2)"
199788,Print,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
200270,"Bit Boss with Hercules Fighting the Monster Cacus",met-museum,european,early_modern,1.0,"Heracles (greek, tier_1)"
201336,Sword,royal_armouries,unknown,unknown,0.0,"Paris of Troy (greek, tier_1)"
202586,"Coin Noble Edward III",met-museum,european,medieval,1.0,"Edward III (european_medieval, tier_2)"
202595,"Coin (One and One-Half Thaler) Showing Augustus V, Duke of Brunswick-Luneburg",met-museum,european,early_modern,1.0,"Augustus (greek, tier_2)"
202596,"Coin (Two-Thirds Thaler) Showing Frederick Augustus I, Duke and Elector of Saxony",met-museum,european,early_modern,1.0,"Augustus (greek, tier_2)"
202673,Belt,royal_armouries,european,contemporary,0.7,"Robin Hood (european_medieval, tier_1)"
203247,"Close helmet",royal_armouries,european,early_modern,0.5,"Archduke Ferdinand II (european_medieval, tier_2)"
203288,Gun,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
203990,"Sword (tachi)",royal_armouries,east_asian,industrial,0.7,"Sadamune (east_asian, tier_2)"
204133,Painting,royal_armouries,unknown,unknown,0.0,"Augustus (greek, tier_2)"
204135,Painting,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
204298,Print,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
204314,Print,royal_armouries,unknown,unknown,0.0,"Walter Raleigh (european_medieval, tier_2)"
204318,Print,royal_armouries,unknown,unknown,0.0,"Henry Bolingbroke (european_medieval, tier_2)"
204323,Print,royal_armouries,unknown,unknown,0.0,"Francis Drake (european_medieval, tier_2)"
204328,"Wooden head",royal_armouries,unknown,unknown,0.0,"John of Gaunt (european_medieval, tier_2)"
204696,"Equestrian mannequin",royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
205008,"St. George and the Dragon",met-museum,european,industrial,1.0,"Saint George (european_medieval, tier_2)"
205375,"Flintlock double-barrelled shotgun",royal_armouries,european,industrial,0.7,"Augustus (greek, tier_2)"
205662,"Combination mace and gun",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206133,"Close helmet",royal_armouries,european,early_modern,0.5,"Henry VIII (european_medieval, tier_2)"
206264,"Sword (tachi)",royal_armouries,east_asian,medieval,0.7,"Yoshimitsu (east_asian, tier_2)"
206366,"Guidobaldo II della Rovere, Duke of Urbino (1514–1574), With his  Armor by Filippo Negroli",met-museum,european,early_modern,1.0,"Federico da Montefeltro (european_medieval, tier_2)"
206471,"Great Bacinet",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206472,"Left pauldron",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206477,"Right vambrace",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206481,"Tonlet armour - Plates from leg inner",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206485,"Inner right shoulder defence",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206486,"Inner rump/thigh defence",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206487,Gorget,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206488,"Fauld and tassets",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206489,Codpiece,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206490,"Right sabaton",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206491,"Left pauldron",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206662,Sword,royal_armouries,unknown,unknown,0.0,"Elizabeth I (european_medieval, tier_2)"
206763,"Saddle steel",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206765,"Saddle steel",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206766,"Saddle steel",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206776,"Saddle steel",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206778,"Saddle steels",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206779,"Saddle steel",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206800,Crinet,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206807,"Horse Armour",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206823,Gauntlet,royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206824,"Horse Armour",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
206826,Burgonet,royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206827,"Hand armour",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206828,"Hand armour",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206832,"Breastplate and tassets",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206833,"Right tasset plate",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206915,"Saint George and Saint Sebastian",met-museum,european,medieval,1.0,"Saint George (european_medieval, tier_2)"
206938,Backplate,royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206939,"Right cuisse and poleyn",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206940,"Right sabaton and greave",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206941,"Lance rest",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206942,"Right gauntlet",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206943,Gorget,royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
206944,"Right vambrace",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
207287,Print,royal_armouries,unknown,unknown,0.0,"John Hawkwood (european_medieval, tier_2)"
207299,Print,royal_armouries,unknown,unknown,0.0,"Gaston de Foix (european_medieval, tier_2)"
207333,Breastplate,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207334,"Right sabaton and greave",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207335,"Right pauldron",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207336,"Left cuisse and poleyn",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207337,Bevor,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207338,"Right vambrace",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207339,"Left vambrace",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207340,Armet,royal_armouries,european,early_modern,0.5,"Henry VIII (european_medieval, tier_2)"
207341,"Left Base",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207342,Backplate,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
207343,"Right Base",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
208015,Print,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
208183,"Sword blade (katana)",royal_armouries,east_asian,industrial,0.7,"Sadamune (east_asian, tier_2)"
208289,Partizan,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
208781,"Wooden head",royal_armouries,unknown,unknown,0.0,"Edward III (european_medieval, tier_2)"
209275,"Armor (<i>Yoroi</i>) of Ashikaga Takauji (1305–1358)",met-museum,east_asian,medieval,1.0,"Ashikaga Takauji (east_asian, tier_2)"
209510,Print,royal_armouries,unknown,unknown,0.0,"Maximilian I (european_medieval, tier_2)"
209511,Print,royal_armouries,unknown,unknown,0.0,"Gaston de Foix (european_medieval, tier_2)"
209612,Print,royal_armouries,unknown,unknown,0.0,"Edward III (european_medieval, tier_2)"
209674,"Right pauldron",royal_armouries,european,modern,0.5,"Lancelot (european_medieval, tier_1)"
209675,Backplate,royal_armouries,european,modern,0.5,"Lancelot (european_medieval, tier_1)"
209676,"Right Leg armour",royal_armouries,european,modern,0.5,"Lancelot (european_medieval, tier_1)"
209677,"Left sabaton",royal_armouries,european,modern,0.5,"Lancelot (european_medieval, tier_1)"
209783,"Wooden head",royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
209800,Shaffron,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
209801,"Pair of flanchards",royal_armouries,european,early_modern,0.5,"Henry VIII (european_medieval, tier_2)"
210500,Armour,royal_armouries,european,modern,0.5,"Lancelot (european_medieval, tier_1)"
210699,"Field and tilt armour",royal_armouries,european,early_modern,0.7,"William the Conqueror (european_medieval, tier_2)"
210888,"Wooden head",royal_armouries,unknown,unknown,0.0,"William the Conqueror (european_medieval, tier_2)"
210962,Sword,royal_armouries,unknown,unknown,0.0,"Saladin (egyptian, tier_2)"
211118,"Matchlock breech-loading gun",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211120,Armour,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211171,"Mitten gauntlet",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211343,"Gorget plate",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211347,"Armour for field and tournament",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211352,"Locking gauntlet",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211353,Grandguard,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211354,"Ventral plate",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211355,"Lance rest",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211356,Codpiece,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211358,"Right vambrace",royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211359,Gorget,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211360,Breastplate,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211361,Backplate,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211362,Helmet,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211363,Manifer,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211368,Shaffron,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211369,Culet,royal_armouries,european,early_modern,0.7,"Henry VIII (european_medieval, tier_2)"
211611,Print,royal_armouries,unknown,unknown,0.0,"Elizabeth I (european_medieval, tier_2)"
211691,Shoes,royal_armouries,european,early_modern,0.7,"Elizabeth I (european_medieval, tier_2)"
215455,"Flintlock muzzle-loading musket",royal_armouries,european,industrial,0.5,"Suvorov (slavic, tier_2)"
218476,Pike,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
218478,Pike,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
218481,Pike,royal_armouries,unknown,unknown,0.0,"Henry VIII (european_medieval, tier_2)"
219614,Partizan,royal_armouries,unknown,unknown,0.0,"Augustus (greek, tier_2)"
224414,"Sword (wakizashi)",royal_armouries,east_asian,medieval,0.7,"Sadamune (east_asian, tier_2)"
225844,hattori_hanzo_shadow_ninjato,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225845,hattori_hanzo_iga_shuriken_brace,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225846,hattori_hanzo_shinobi_wakizashi,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225847,hattori_hanzo_koga_kusarigama,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225848,hattori_hanzo_ninja_tanto,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225849,hattori_hanzo_clan_kunai,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225850,hattori_hanzo_shadow_bow,engine_authored_gap_fill_v1,east_asian,early_modern,1.0,"Hattori Hanzō"
225851,lu_bu_fang_tian_hua_ji,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225852,lu_bu_three_kingdoms_ji_poleaxe,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225853,lu_bu_warlord_guandao,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225854,lu_bu_three_kingdoms_heavy_mace,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225855,lu_bu_cavalry_lance_dismounted,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225856,lu_bu_red_hare_iron_sword,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225857,lu_bu_northern_crossbow,engine_authored_gap_fill_v1,east_asian,classical,1.0,"Lu Bu"
225858,moctezuma_macuahuitl,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Moctezuma
225859,moctezuma_atlatl,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Moctezuma
225860,moctezuma_xiuhcoatl_staff,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Xiuhcoatl
225861,moctezuma_obsidian_blade_knife,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Moctezuma
225862,moctezuma_quetzalcoatl_serpent_staff,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Quetzalcoatl
225863,moctezuma_jade_shield,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Moctezuma
225864,moctezuma_tlaloc_rain_staff,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Tlaloc
225865,moctezuma_aztec_war_club,engine_authored_gap_fill_v1,mesoamerican,medieval,1.0,Moctezuma
225866,gilgamesh_sword_of_uruk,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225867,gilgamesh_enkidu_axe,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225868,gilgamesh_cedar_forest_spear,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225869,gilgamesh_lion_skin_mace,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225870,gilgamesh_ishtar_bow,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225871,gilgamesh_humbaba_war_axe,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225872,gilgamesh_utnapishtim_staff,engine_authored_gap_fill_v1,middle_eastern,pre_classical,1.0,Gilgamesh
225873,roland_durandal,engine_authored_gap_fill_v1,european,medieval,1.0,Roland
225874,roland_olifant_horn,engine_authored_gap_fill_v1,european,medieval,1.0,Roland
225875,roland_carolingian_lance,engine_authored_gap_fill_v1,european,medieval,1.0,Roland
225876,roland_charlemagne_shield,engine_authored_gap_fill_v1,european,medieval,1.0,Roland
225877,karna_vijaya_bow,engine_authored_gap_fill_v1,south_asian,pre_classical,1.0,Karna
225878,karna_vasavi_shakti_spear,engine_authored_gap_fill_v1,south_asian,pre_classical,1.0,Karna
225879,karna_kavacha_armor,engine_authored_gap_fill_v1,south_asian,pre_classical,1.0,Karna
225880,karna_surya_sun_sword,engine_authored_gap_fill_v1,south_asian,pre_classical,1.0,Karna
225881,karna_mahabharata_chariot_lance,engine_authored_gap_fill_v1,south_asian,pre_classical,1.0,Karna
