controller,field,base,crucible,changed
records/controllers/enemy/controller_boss_cultwendigo.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,FleeTime,3000,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,FleeTarget,TowardsAllies,__ABSENT__,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,maxFleeCount,1,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,FleeDelay,3000,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,fleeDistance,10.0,0.0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ResetOriginAfterFleeing,True,True,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,RoamBehavior,Roam,Roam,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,RoamDistance,4.0,2.0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ChanceToRespondToDistressCall,20,20,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DistressResponseGroup,Wendigo,Aetherial,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,RandomAngerEvaluationTime,3000,3000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DodgeDistance,5.0,5.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DodgeDelay,3000,3000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,DodgeChance,75,75,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,MinDodgeDistance,4.0,4.0,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,LeadChance,30;60;100,30;60;100,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,RepositionChance,45,45,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,randomRepositionChance,25,25,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,minSwingPause,1.2999999523162842,1.2999999523162842,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,maxSwingPause,1.899999976158142,1.899999976158142,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_boss_cultwendigo.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_cultwendigo.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ViewDistance,20.0,80.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,pathingViewDistance,15.0,__ABSENT__,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,enemyTooClose,2.0,0.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,InnerViewDistance,6.0,12.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MaxYViewDistance,15.0,20.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,AllyAttackedAnger,4.0,8.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ForgiveRate,0.0,0.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,SightAngerRate,4.0,5.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,FleeDelay,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,fleeDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MaxPursuitDistance,300.0,125.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,healLeaderHealthPercentage,75,75,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,healAllyHealthPercentage,75,75,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,RoamBehavior,NeverRoam,Roam,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MinRoamDistance,0.0,2.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,RoamDistance,0.0,2.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,WanderDistance,5.0,0.0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ChanceToIdleOnPatrol,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MinPatrolIdleTime,0,1000,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MaxPatrolIdleTime,0,5000,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ChanceToRespondToDistressCall,20,15,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DistressResponseGroup,Insectoid,Aetherial,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DodgeDelay,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,DodgeChance,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,MinDodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,LeadChance,0;50;100,0;50;100,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,RepositionChance,100,100,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,minSwingPause,0.30000001192092896,0.30000001192092896,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,maxSwingPause,0.30000001192092896,0.30000001192092896,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ignoreSleepingEnemies,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,randomEmoteChance,30,0,1
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ignorePetsChance,0,0,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,petAngerTransference,12,12,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dermapteranqueen_02.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dravis.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_boss_dravis.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dravis.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_boss_dravis.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_boss_dravis.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_boss_dravis.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_boss_dravis.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_boss_dravis.dbr,AllyAttackedAnger,8.0,8.0,0
records/controllers/enemy/controller_boss_dravis.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_boss_dravis.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_boss_dravis.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_boss_dravis.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_boss_dravis.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_boss_dravis.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_boss_dravis.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_boss_dravis.dbr,maxFleeCount,1,1,0
records/controllers/enemy/controller_boss_dravis.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_boss_dravis.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_boss_dravis.dbr,fleeDistance,8.0,8.0,0
records/controllers/enemy/controller_boss_dravis.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_boss_dravis.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_boss_dravis.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_boss_dravis.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_boss_dravis.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_boss_dravis.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_dravis.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_dravis.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_dravis.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_dravis.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_dravis.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_boss_dravis.dbr,RoamBehavior,NeverRoam,Roam,1
records/controllers/enemy/controller_boss_dravis.dbr,MinRoamDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_dravis.dbr,RoamDistance,4.0,2.0,1
records/controllers/enemy/controller_boss_dravis.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_boss_dravis.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_boss_dravis.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_dravis.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_dravis.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_boss_dravis.dbr,ChanceToIdleOnPatrol,20,0,1
records/controllers/enemy/controller_boss_dravis.dbr,MinPatrolIdleTime,1000,1000,0
records/controllers/enemy/controller_boss_dravis.dbr,MaxPatrolIdleTime,5000,5000,0
records/controllers/enemy/controller_boss_dravis.dbr,ChanceToRespondToDistressCall,20,20,0
records/controllers/enemy/controller_boss_dravis.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_boss_dravis.dbr,DistressResponseGroup,Eldritch,Aetherial,1
records/controllers/enemy/controller_boss_dravis.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_boss_dravis.dbr,RandomAngerEvaluationTime,3000,3000,0
records/controllers/enemy/controller_boss_dravis.dbr,DodgeDistance,5.0,5.0,0
records/controllers/enemy/controller_boss_dravis.dbr,DodgeDelay,3000,3000,0
records/controllers/enemy/controller_boss_dravis.dbr,DodgeChance,75,75,0
records/controllers/enemy/controller_boss_dravis.dbr,MinDodgeDistance,4.0,4.0,0
records/controllers/enemy/controller_boss_dravis.dbr,LeadChance,30;60;100,30;60;100,0
records/controllers/enemy/controller_boss_dravis.dbr,RepositionChance,45,45,0
records/controllers/enemy/controller_boss_dravis.dbr,randomRepositionChance,25,25,0
records/controllers/enemy/controller_boss_dravis.dbr,minSwingPause,0.5,0.5,0
records/controllers/enemy/controller_boss_dravis.dbr,maxSwingPause,0.800000011920929,0.800000011920929,0
records/controllers/enemy/controller_boss_dravis.dbr,ignoreSleepingEnemies,True,True,0
records/controllers/enemy/controller_boss_dravis.dbr,randomEmoteChance,100,0,1
records/controllers/enemy/controller_boss_dravis.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_boss_dravis.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_boss_dravis.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_boss_dravis.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_boss_dravis.dbr,petAngerTransference,17,17,0
records/controllers/enemy/controller_boss_dravis.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_boss_dravis.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_boss_dravis.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_boss_dravis.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dravis.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_dravis.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_korvaak.dbr,ViewDistance,35.0,80.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,pathingViewDistance,20.0,__ABSENT__,1
records/controllers/enemy/controller_boss_korvaak.dbr,enemyTooClose,2.0,0.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,InnerViewDistance,8.0,12.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,MaxYViewDistance,15.0,20.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,AttackedAnger,16.0,15.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,AllyAttackedAnger,4.0,8.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,ForgiveRate,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,SightAngerRate,4.0,5.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,InnerSightAngerRate,8.0,10.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,ProjectileAnger,3.0,5.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_boss_korvaak.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_boss_korvaak.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_boss_korvaak.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,fleeDistance,8.0,8.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_boss_korvaak.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_boss_korvaak.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_boss_korvaak.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_boss_korvaak.dbr,BuffSelfBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_korvaak.dbr,BuffAllyBehavior,WheneverPossible,WheneverPossible,0
records/controllers/enemy/controller_boss_korvaak.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_korvaak.dbr,healLeaderHealthPercentage,75,75,0
records/controllers/enemy/controller_boss_korvaak.dbr,healAllyHealthPercentage,75,75,0
records/controllers/enemy/controller_boss_korvaak.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
records/controllers/enemy/controller_boss_korvaak.dbr,RoamBehavior,NeverRoam,Roam,1
records/controllers/enemy/controller_boss_korvaak.dbr,MinRoamDistance,0.0,2.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,RoamDistance,0.0,2.0,1
records/controllers/enemy/controller_boss_korvaak.dbr,MinTimeBeforeRoam,6000,2000,1
records/controllers/enemy/controller_boss_korvaak.dbr,MaxTimeBeforeRoam,12000,2000,1
records/controllers/enemy/controller_boss_korvaak.dbr,MinWanderDistance,2.0,2.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,WanderDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,TeleportToLeaderDistance,40.0,40.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,ChanceToIdleOnPatrol,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,MinPatrolIdleTime,0,1000,1
records/controllers/enemy/controller_boss_korvaak.dbr,MaxPatrolIdleTime,0,5000,1
records/controllers/enemy/controller_boss_korvaak.dbr,ChanceToRespondToDistressCall,20,20,0
records/controllers/enemy/controller_boss_korvaak.dbr,DistressResponseBehavior,RespondToSameGroup,RespondToSameGroup,0
records/controllers/enemy/controller_boss_korvaak.dbr,DistressResponseGroup,Eldritch,Aetherial,1
records/controllers/enemy/controller_boss_korvaak.dbr,RandomAngerChance,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,RandomAngerEvaluationTime,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,DodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,DodgeDelay,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,DodgeChance,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,MinDodgeDistance,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaak.dbr,LeadChance,0;50;100,0;50;100,0
records/controllers/enemy/controller_boss_korvaak.dbr,RepositionChance,100,100,0
records/controllers/enemy/controller_boss_korvaak.dbr,randomRepositionChance,0,0,0
records/controllers/enemy/controller_boss_korvaak.dbr,minSwingPause,0.30000001192092896,0.30000001192092896,0
records/controllers/enemy/controller_boss_korvaak.dbr,maxSwingPause,0.30000001192092896,0.30000001192092896,0
records/controllers/enemy/controller_boss_korvaak.dbr,ignoreSleepingEnemies,__ABSENT__,True,1
records/controllers/enemy/controller_boss_korvaak.dbr,randomEmoteChance,30,0,1
records/controllers/enemy/controller_boss_korvaak.dbr,randomEmoteMinTime,5000,5000,0
records/controllers/enemy/controller_boss_korvaak.dbr,randomEmoteMaxTime,10000,10000,0
records/controllers/enemy/controller_boss_korvaak.dbr,ignorePetsChance,35,35,0
records/controllers/enemy/controller_boss_korvaak.dbr,ignorePetsInterval,7000,7000,0
records/controllers/enemy/controller_boss_korvaak.dbr,petAngerTransference,12,12,0
records/controllers/enemy/controller_boss_korvaak.dbr,petTargetLevelRange,1000,1000,0
records/controllers/enemy/controller_boss_korvaak.dbr,petTargetLeastAttacked,False,False,0
records/controllers/enemy/controller_boss_korvaak.dbr,petTargetGreatestHealth,False,False,0
records/controllers/enemy/controller_boss_korvaak.dbr,lootDropAttachPointName,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_korvaak.dbr,lootDropCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_korvaak.dbr,dyingSkillCallbackPoint,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,ViewDistance,15.0,80.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,pathingViewDistance,__ABSENT__,__ABSENT__,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,enemyTooClose,3.0,0.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,InnerViewDistance,4.0,12.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,MaxYViewDistance,10.0,20.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,AngerTolerance,0.0,0.0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,AttackedAnger,12.0,15.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,AllyAttackedAnger,6.0,8.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,ForgiveRate,1.0,0.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,SightAngerRate,5.0,5.0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,InnerSightAngerRate,10.0,10.0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,ProjectileAnger,2.0,5.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,FleeBehavior,NeverFlee,NeverFlee,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,FleeTime,0,0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,FleeTarget,AwayFromEnemy,AwayFromEnemy,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,maxFleeCount,0,0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,FleeDelay,5000,5000,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,FleeChance,0,0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,fleeDistance,8.0,8.0,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,ClearAngerWhenFleeing,False,False,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,ResetOriginAfterFleeing,False,False,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,PursuitTime,10000,10000,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,MaxPursuitDistance,75.0,125.0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,EmoteBeforePursuingChance,20,0,1
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,BuffSelfBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,BuffAllyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,DebuffEnemyBehavior,WhenEnemyIsSeen,WhenEnemyIsSeen,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,healLeaderHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,healAllyHealthPercentage,80,80,0
records/controllers/enemy/controller_boss_korvaaklieutenant.dbr,BuffAllyTargeting,BuffStrongest,BuffStrongest,0
