record,archive,override_layers,class,depth,reached_via,field,value
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,mediumRangeMax,8.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,mediumRangeMin,4.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,mesh,fx/meshfx/sphere.msh
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,minLevel,1
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,minRotationSpeed,2.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,monsterClassification,Common
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,monsterIconHeight,3.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,numAttackSlots,4
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,numDefenseSlots,4
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,outlineThickness,0.03500000014901161
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,overrideRagdollBehavior,Random
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,pathMass,2.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,pathingSize,Small
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,physicsFriction,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,physicsMass,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,physicsRestitution,0.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,quest,False
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,rallyAnimChance,100
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,rallySoundChance,15.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,rampageSoundChance,15.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,rampageSoundDelay,3.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAlertAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttTurnRight90AnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hAttackIdleAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hBuffOtherAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hBuffOtherAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hBuffSelfAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hBuffSelfAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hChannelAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hChannelEndAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hChannelStartAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hChatAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hCriticalHitAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hDieAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hEmoteAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFidgetAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hFleeAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hIdleTranAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hLongIdleAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hPassItemAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hPickupAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRallyAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRespawnAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hRunAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpawnAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed10,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed4,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed5,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed6,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed7,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed8,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpecialAnimSpeed9,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hSpellAttackAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hStunAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWaitingAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged1hWalkAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAlertAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hAttackIdleAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hBuffOtherAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hBuffOtherAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hBuffSelfAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hBuffSelfAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hChannelAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hChannelEndAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hChannelStartAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hChatAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hCriticalHitAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hDieAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hEmoteAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFidgetAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hFleeAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hIdleTranAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hLongIdleAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hPassItemAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hPickupAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRallyAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRespawnAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hRunAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpawnAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed10,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed4,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed5,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed6,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed7,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed8,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpecialAnimSpeed9,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hSpellAttackAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hStunAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWaitingAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,ranged2hWalkAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,rotateWhenChatting,True
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAlertAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimSpeed2,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimSpeed3,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimWeight2,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackAnimWeight3,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedAttackIdleAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedBuffOtherAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedBuffOtherAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedBuffSelfAnimSpeed1,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedBuffSelfAnimWeight1,100.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedChannelAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedChannelEndAnimSpeed,1.0
records/creatures/traps/spawnbeacon.dbr,SurvivalMode.arz,SurvivalMode.arz,Monster,0,,sHandedChannelStartAnimSpeed,1.0
