record,archive,display_name,monster_classification,wave,level,own_leech_resist_pct,difficulty_leech_resist_pct,survival_wave_leech_resist_pct,total_leech_resist_pct,max_resist_field,adcth_mult_COUPLED,adcth_mult_DECOUPLED,weapon_portion_raw_LO,weapon_portion_raw_HI,weapon_portion_applied_LO,weapon_portion_applied_HI,heal_per_hit_COUPLED_LO,heal_per_hit_COUPLED_HI,heal_per_hit_DECOUPLED_LO,heal_per_hit_DECOUPLED_HI,mitigation_grade,ehp_lo,ehp_hi,n_sources,sources,grade,basis
records/creatures/enemies/aetherialfleshshaper_a01.dbr,sm1,Fleshshaper,Champion,159,103,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9245.64,22901.7,592.183,1466.854,2368.733,5867.416,MEASURED,127950,130151,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_a01.dbr,sm1,Fleshshaper,Champion,160,103,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9245.64,22901.7,592.183,1466.854,2368.733,5867.416,MEASURED,128189,130393,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,151,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,204888,212779,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,152,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,205274,213175,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,153,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,205661,213571,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,154,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,206048,213967,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,155,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,206434,214363,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,156,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,206821,214760,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,157,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,207207,215156,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,158,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,207594,215552,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,159,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,207981,215948,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_b01.dbr,sm1,Fleshweaver,Champion,160,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,208367,216345,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,151,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,247739,257284,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,152,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,248206,257763,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,153,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,248673,258242,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,154,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,249141,258721,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,155,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,249608,259200,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,156,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,250076,259679,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,157,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,250543,260158,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,158,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,251011,260638,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,159,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,251478,261117,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialfleshshaper_c01.dbr,sm1,Architect of Flesh,Champion,160,104,10.0,65.0,0.0,75.0,0.0,0.25,1.0,9674.04,23330.1,9236.54,22892.6,591.6,1466.271,2366.402,5865.084,MEASURED,251946,261596,1,resists_heroboss.dbr.defensiveSlowLifeLeach[1]=10.0,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,151,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,55852,58028,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,152,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,55957,58136,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,153,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56063,58244,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,154,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56168,58352,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,155,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56273,58460,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,156,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56379,58568,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,157,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56484,58676,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,158,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56590,58784,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,159,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56695,58892,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a00_summon.dbr,sm1,Aetherial Crawler,Common,160,104,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9377.24,23033.3,840.857,2065.396,2402.449,5901.131,MEASURED,56800,59000,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,151,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,105570,109664,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,152,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,105772,109870,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,153,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,105974,110077,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,154,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,106175,110284,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,155,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,106377,110491,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,156,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,106579,110698,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,157,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,106780,110905,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,158,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,106982,111112,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,159,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,107184,111319,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_a01.dbr,sm1,Aetherial Scamp,Common,160,102,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9389.14,23045.2,841.924,2066.463,2405.498,5904.18,MEASURED,107385,111526,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,151,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,168071,177745,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,152,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,168390,178076,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,153,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,168709,178407,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,154,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,169027,178738,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,155,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,169346,179069,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,156,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,169664,179400,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,157,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,169983,179731,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,158,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,170302,180062,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,159,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,170620,180393,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialimp_b01.dbr,sm1,Aetherial Imp,Champion,160,103,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,9245.64,22901.7,829.057,2053.595,2368.733,5867.416,MEASURED,170939,180724,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,151,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,289539,301723,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,152,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,290071,302268,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,153,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,290603,302813,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,154,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,291135,303358,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,155,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,291666,303903,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,156,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,292198,304448,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,157,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,292730,304994,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,158,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,293262,305539,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,159,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,293793,306084,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b01_summon.dbr,sm1,Poison,Champion,160,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,294325,306629,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
records/creatures/enemies/aetherialworm_b02_summon.dbr,sm1,Fire,Champion,151,106,0.0,65.0,0.0,65.0,0.0,0.35,1.0,9674.04,23330.1,6746.28,16988.32,604.939,1523.343,1728.397,4352.409,MEASURED,289539,301723,0,,MEASURED,record.defensiveSlowLifeLeach + every skillName{i} passive at its own skillLevel{i} + balancingadjustment_mp+difficulty_enemies01[8] + survivalmode wave term
