entry_id,wave,t_abs_s,t_since_wave_s,r_gpx,r_m_lo119,r_m_hi125,bearing_deg,n_frames,lifetime_s,r_min_gpx,basis
E00493,153,720.7167,5.8167,1057.416,8.8858,8.4593,106.482,9,0.1333,1057.416,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00494,153,720.7333,5.8333,633.659,5.3249,5.0693,144.21,12,0.2,550.756,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00495,153,720.7667,5.8667,217.353,1.8265,1.7388,108.787,6,0.0833,217.353,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00496,153,720.8667,5.9667,1060.499,8.9118,8.484,129.251,45,0.9833,848.024,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00497,153,720.9167,6.0167,417.813,3.511,3.3425,141.065,12,0.2,321.11,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00498,153,720.95,6.05,483.237,4.0608,3.8659,144.416,11,0.1667,441.38,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00499,153,720.95,6.05,250.225,2.1027,2.0018,331.07,11,0.3167,250.225,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00500,153,721.0333,6.1333,15.99,0.1344,0.1279,144.389,10,0.2,9.523,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00501,153,721.0667,6.1667,400.795,3.368,3.2064,139.772,17,0.3,344.67,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00502,153,721.0667,6.1667,1185.685,9.9637,9.4855,141.196,38,0.6166,916.543,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00503,153,721.0667,6.1667,324.372,2.7258,2.595,117.146,71,1.3,45.039,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00504,153,721.1,6.2,242.22,2.0355,1.9378,69.709,11,0.1833,210.336,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00505,153,721.1333,6.2333,170.102,1.4294,1.3608,53.576,7,0.1334,170.102,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00506,153,721.1333,6.2333,558.181,4.6906,4.4654,326.601,18,0.3,422.995,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00507,153,721.1833,6.2833,1236.084,10.3873,9.8887,125.854,31,0.5,988.067,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00508,153,721.2833,6.3833,1059.794,8.9058,8.4784,58.357,13,0.3334,1042.016,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00509,153,721.3,6.4,202.571,1.7023,1.6206,24.726,10,0.2833,202.571,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00510,153,721.3,6.4,1073.853,9.024,8.5908,57.435,24,0.3833,1073.853,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00511,153,721.35,6.45,260.171,2.1863,2.0814,126.02,6,0.0833,238.907,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00512,153,721.35,6.45,239.416,2.0119,1.9153,103.527,17,0.3,205.185,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00513,153,721.35,6.45,953.284,8.0108,7.6263,118.236,21,0.4333,894.775,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00514,153,721.3833,6.4833,1058.516,8.8951,8.4681,107.029,9,0.1334,1052.605,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00515,153,721.3833,6.4833,1097.595,9.2235,8.7808,56.237,8,0.2334,1095.501,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00516,153,721.4167,6.5167,224.111,1.8833,1.7929,115.081,9,0.1666,210.864,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00517,153,721.4167,6.5167,466.959,3.924,3.7357,120.074,23,0.4333,368.928,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00518,153,721.45,6.55,120.0,1.0084,0.96,0.0,13,0.2333,120.0,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00519,153,721.5333,6.6333,287.927,2.4196,2.3034,103.251,10,0.15,264.166,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00520,153,721.5333,6.6333,1166.661,9.8039,9.3333,53.253,10,0.15,1166.661,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00521,153,721.5667,6.6667,499.165,4.1947,3.9933,266.324,12,0.35,499.165,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00522,153,721.6,6.7,935.846,7.8643,7.4868,111.369,8,0.1833,881.372,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00523,153,721.6,6.7,558.659,4.6946,4.4693,270.0,16,0.35,556.801,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00524,153,721.6667,6.7667,681.268,5.7249,5.4501,109.196,8,0.1833,590.264,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00525,153,721.6667,6.7667,511.314,4.2968,4.0905,268.655,12,0.2833,511.314,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00526,153,721.7667,6.8667,862.688,7.2495,6.9015,137.496,6,0.0833,818.144,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00527,153,721.7667,6.8667,1059.44,8.9029,8.4755,53.107,21,0.3666,854.063,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00528,153,721.8,6.9,582.721,4.8968,4.6618,259.319,6,0.1167,582.721,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00529,153,721.8333,6.9333,711.528,5.9792,5.6922,354.292,6,0.1167,711.528,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00530,153,721.9,7.0,418.07,3.5132,3.3446,77.287,15,0.2333,259.966,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00531,153,721.9,7.0,766.312,6.4396,6.1305,121.465,21,0.3667,569.844,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00532,153,721.9,7.0,239.012,2.0085,1.9121,123.523,25,0.4333,110.016,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00533,153,721.9,7.0,752.481,6.3234,6.0199,143.387,44,0.7833,369.774,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00534,153,721.9,7.0,692.686,5.8209,5.5415,103.951,44,0.7833,227.862,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00535,153,721.9,7.0,1191.603,10.0135,9.5328,127.597,44,0.7833,590.113,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00536,153,721.9,7.0,551.679,4.636,4.4134,118.236,70,1.5,75.943,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00537,153,721.9333,7.0333,1057.351,8.8853,8.4588,106.822,79,1.6834,1050.883,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00538,153,722.1333,7.2333,827.008,6.9497,6.6161,44.09,72,1.6334,615.239,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00539,153,722.15,7.25,183.149,1.5391,1.4652,6.422,8,0.25,162.33,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00540,153,722.25,7.35,595.327,5.0027,4.7626,124.011,25,0.4333,416.168,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00541,153,722.3167,7.4167,117.724,0.9893,0.9418,186.357,17,0.3,113.858,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00542,153,722.35,7.45,1102.865,9.2678,8.8229,114.48,19,0.3333,893.64,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00543,153,722.35,7.45,453.239,3.8087,3.6259,134.027,29,0.9167,194.596,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00544,153,722.4167,7.5167,132.067,1.1098,1.0565,54.868,11,0.2,53.403,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00545,153,722.5,7.6,127.609,1.0723,1.0209,99.927,8,0.1167,92.315,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00546,153,722.5,7.6,567.95,4.7727,4.5436,258.627,18,0.4,566.202,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00547,153,722.5333,7.6333,225.504,1.895,1.804,323.812,8,0.15,225.504,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00548,153,722.6333,7.7333,316.543,2.66,2.5323,158.246,8,0.2,289.162,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00549,153,722.65,7.75,272.325,2.2884,2.1786,298.514,7,0.1833,272.325,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00550,153,722.7833,7.8833,575.976,4.8401,4.6078,278.99,6,0.1167,561.312,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00551,153,722.7833,7.8833,228.918,1.9237,1.8313,185.134,6,0.1167,228.918,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00552,153,722.7833,7.8833,373.482,3.1385,2.9879,142.173,6,0.1167,368.648,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00553,153,722.7833,7.8833,571.273,4.8006,4.5702,275.223,6,0.25,557.303,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00554,153,722.7833,7.8833,169.006,1.4202,1.352,132.418,12,0.3167,74.023,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00555,153,722.7833,7.8833,223.087,1.8747,1.7847,149.39,17,0.5167,165.825,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00556,153,722.8167,7.9167,195.889,1.6461,1.5671,189.853,33,0.6666,158.696,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00557,153,723.0167,8.1167,33.514,0.2816,0.2681,109.161,14,0.25,20.871,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00558,153,723.0167,8.1167,692.834,5.8221,5.5427,116.487,51,0.9833,311.836,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00559,153,723.1333,8.2333,195.952,1.6467,1.5676,144.235,19,0.35,141.486,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00560,153,723.2,8.3,432.811,3.6371,3.4625,86.556,6,0.1,380.525,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00561,153,723.2,8.3,156.44,1.3146,1.2515,102.553,8,0.2,147.045,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00562,153,723.2333,8.3333,247.397,2.079,1.9792,94.172,27,0.7834,194.503,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00563,153,723.6167,8.7167,40.364,0.3392,0.3229,104.344,8,0.3,25.336,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00564,153,723.7333,8.8333,1089.766,9.1577,8.7181,119.765,43,0.7,855.072,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00565,153,723.7333,8.8333,1168.074,9.8157,9.3446,129.501,114,1.8834,917.365,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00566,153,723.75,8.85,202.262,1.6997,1.6181,69.147,6,0.1333,193.025,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00567,153,723.75,8.85,733.286,6.1621,5.8663,358.399,6,0.1667,733.286,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00568,153,723.75,8.85,860.018,7.227,6.8801,359.628,17,0.2667,840.728,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00569,153,723.7833,8.8833,964.52,8.1052,7.7162,358.119,10,0.15,936.456,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00570,153,723.7833,8.8833,165.487,1.3906,1.3239,54.116,10,0.15,165.487,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00571,153,723.7833,8.8833,95.594,0.8033,0.7648,61.236,6,0.2167,71.642,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00572,153,723.8167,8.9167,864.405,7.2639,6.9152,346.926,6,0.2,850.385,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00573,153,723.8667,8.9667,130.634,1.0978,1.0451,35.765,15,0.6166,29.227,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00574,153,723.9333,9.0333,130.274,1.0947,1.0422,302.502,6,0.1667,109.443,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00575,153,723.9333,9.0333,255.807,2.1496,2.0465,78.271,16,0.4,233.7,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00576,153,723.9833,9.0833,9.311,0.0782,0.0745,270.0,12,0.2834,9.311,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00577,153,724.0333,9.1333,216.888,1.8226,1.7351,307.823,7,0.2334,159.273,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00578,153,724.15,9.25,277.1,2.3286,2.2168,81.073,7,0.1167,268.904,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00579,153,724.15,9.25,102.708,0.8631,0.8217,41.436,12,0.35,26.094,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00580,153,724.2,9.3,51.843,0.4357,0.4147,10.346,6,0.15,41.069,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00581,153,724.35,9.45,756.586,6.3579,6.0527,347.274,58,1.1667,572.542,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00582,153,724.6333,9.7333,846.662,7.1148,6.7733,124.209,6,0.1167,846.662,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00583,153,724.7833,9.8833,55.234,0.4641,0.4419,19.703,11,0.2334,55.234,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00584,153,724.8667,9.9667,26.62,0.2237,0.213,50.31,11,0.35,26.62,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00585,153,725.0333,10.1333,45.953,0.3862,0.3676,11.69,11,0.2834,14.35,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00586,153,725.0667,10.1667,27.484,0.231,0.2199,54.397,8,0.2333,11.077,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00587,153,725.2167,10.3167,602.737,5.065,4.8219,7.188,9,0.1833,555.545,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00588,153,725.3667,10.4667,554.54,4.66,4.4363,10.643,30,0.5,238.73,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00589,153,725.7667,10.8667,232.448,1.9533,1.8596,74.018,42,0.6833,98.696,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00590,153,725.85,10.95,1052.588,8.8453,8.4207,107.014,102,1.8167,1046.948,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00591,153,726.3167,11.4167,162.436,1.365,1.2995,58.032,10,0.1666,101.805,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00592,153,726.4833,11.5833,166.506,1.3992,1.332,95.514,7,0.3,158.361,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00593,153,726.75,11.85,106.968,0.8989,0.8557,164.345,6,0.15,106.968,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00594,153,726.8,11.9,84.013,0.706,0.6721,94.095,6,0.1,69.68,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
E00595,153,726.8833,11.9833,31.412,0.264,0.2513,17.243,6,0.1,18.997,"entry into the OBSERVED ~11.6 m frustum window; LOWER bound (B-1/B-2); Lap H-2 nameplate census, Lap S PRIMARY tracker cell G_MAX=60 N_MIN=6 H_GAP=6"
