row_kind,record_path,record_archive,display_name,wave,spawn_level,n_actors_this_wave,threat_tier,monster_classification,halt_attr,halt_own,named_in_commission,bio_record,wave_crit_damage_modifier_pct,oa_attr_characterDexterity,oa_flat_bio,oa_flat_own_skills,oa_flat_wave_surv,oa_flat_ultimate_pak,oa_mod_pct_own_skills,oa_mod_pct_wave_surv,oa_mod_pct_ultimate_pak,oa_mod_pct_total,oa_level_term,oa_attr_term,OA,da_attr_characterStrength,da_flat_bio,da_flat_own_skills,da_flat_wave_surv,da_flat_ultimate_pak,da_mod_pct_own_skills,da_mod_pct_wave_surv,da_mod_pct_ultimate_pak,da_mod_pct_total,da_level_term,da_attr_term,DA,pool_proxy_levels,level_basis,OA_at_proxy_lo,OA_at_proxy_hi,DA_at_proxy_lo,DA_at_proxy_hi,m2p_pth_at_proxy_lo,m2p_pth_at_proxy_hi,p2m_pth_at_proxy_lo,p2m_pth_at_proxy_hi,m2p_pth_raw,m2p_pth_effective,m2p_pth_floored_at_55,m2p_p_hit_pct,m2p_p_miss_pct,m2p_sub70_damage_scalar,m2p_p_normal_x1_0_pct,m2p_p_crit_any_pct,m2p_expected_mult_given_hit,m2p_expected_mult_per_swing,m2p_p_tier2_x1.1_pct,m2p_p_tier3_x1.2_pct,m2p_p_tier4_x1.3_pct,m2p_p_tier5_x1.4_pct,m2p_p_tier6_x1.5_pct,m2p_tier_mass_sum_check_pct,p2m_pth_raw,p2m_pth_effective,p2m_pth_floored_at_55,p2m_p_hit_pct,p2m_p_miss_pct,p2m_sub70_damage_scalar,p2m_p_normal_x1_0_pct,p2m_p_crit_any_pct,p2m_expected_mult_given_hit,p2m_expected_mult_per_swing,p2m_p_tier2_x1.1_pct,p2m_p_tier3_x1.2_pct,p2m_p_tier4_x1.3_pct,p2m_p_tier5_x1.4_pct,p2m_p_tier6_x1.5_pct,p2m_tier_mass_sum_check_pct,m2p_defender_DA,p2m_attacker_OA
monster,records/creatures/enemies/chthonianherald_c01.dbr,sm3,Chthonian Omen,156,109.0,1,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_chthonianherald_c01.dbr,27.0,922.0,816.2,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,461.0,2617.366,813.0,585.0,0.0,64.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,406.5,2418.345,105|106,DIVERGENT,2530.27,2552.044,2338.805,2358.69,88.247,88.8771,115.6207,115.0604,90.7569,90.7569,False,90.7569,9.2431,1.0,90.0,0.7569,1.000834,0.908326,0.7569,0.0,0.0,0.0,0.0,100.0,113.3814,113.3814,False,100.0,0.0,1.0,76.6186,23.3814,1.031763,1.031763,15.0,8.3814,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/chthonianrylok_a01.dbr,sm1,Void Rylok,157,103.0,2,trash,Common,True,True,False,records/creatures/enemies/bios/bio_chthonianrylok_a01.dbr,27.0,822.5,668.0,-4.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,411.25,2355.7438,761.0,519.4,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,380.5,2260.623,103|104,AGREE,2355.7438,2376.515,2260.623,2280.314,83.1282,83.7442,117.8265,117.2705,83.1282,83.1282,False,83.1282,16.8718,1.0,83.1282,0.0,1.0,0.831282,0.0,0.0,0.0,0.0,0.0,100.0,117.8265,117.8265,False,100.0,0.0,1.0,72.1735,27.8265,1.040653,1.040653,15.0,12.8265,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/chthonianrylok_b01.dbr,sm1,Void Taskmaster,157,104.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_chthonianrylok_b01.dbr,27.0,830.0,782.2,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1248.0,415.0,2483.666,778.0,550.0,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1248.0,389.0,2310.19,104|105|106,AGREE,2483.666,2526.7365,2310.19,2349.96,86.8923,88.1446,116.4275,115.3063,86.8923,86.8923,False,86.8923,13.1077,1.0,86.8923,0.0,1.0,0.868923,0.0,0.0,0.0,0.0,0.0,100.0,116.4275,116.4275,False,100.0,0.0,1.0,73.5725,26.4275,1.037855,1.037855,15.0,11.4275,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/chthonianrylok_c01.dbr,sm1,Void Oppressor,157,105.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_chthonianrylok_c01.dbr,27.0,890.0,789.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1260.0,445.0,2530.27,785.0,565.0,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1260.0,392.5,2339.775,105|106,AGREE,2530.27,2552.044,2339.775,2359.66,88.247,88.8771,115.5933,115.0331,88.247,88.247,False,88.247,11.753,1.0,88.247,0.0,1.0,0.88247,0.0,0.0,0.0,0.0,0.0,100.0,115.5933,115.5933,False,100.0,0.0,1.0,74.4067,25.5933,1.036187,1.036187,15.0,10.5933,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/chthonianwretch_b01.dbr,sm1,Voidlurker Blightbearer,156,109.0,3,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,27.0,798.0,694.0,-4.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,399.0,2437.635,733.5,466.0,0.0,64.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,366.75,2264.3575,103|104,DIVERGENT,2314.44,2334.9725,2152.3225,2170.995,81.8976,82.5103,120.8903,120.3614,85.5458,85.5458,False,85.5458,14.4542,1.0,85.5458,0.0,1.0,0.855458,0.0,0.0,0.0,0.0,0.0,100.0,117.7211,117.7211,False,100.0,0.0,1.0,72.2789,27.7211,1.040442,1.040442,15.0,12.7211,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/chthonianwretch_c01.dbr,sm1,Voidlurker Pestilence,156,109.0,1,trash,Champion,True,False,False,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,27.0,862.5,724.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,431.25,2500.9037,803.0,595.0,0.0,64.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,401.5,2423.195,103|104|105|106,DIVERGENT,2376.2762,2438.59,2303.885,2363.54,83.7371,85.5738,116.6053,114.9238,87.3944,87.3944,False,87.3944,12.6056,1.0,87.3944,0.0,1.0,0.873944,0.0,0.0,0.0,0.0,0.0,100.0,113.2451,113.2451,False,100.0,0.0,1.0,76.7549,23.2451,1.03149,1.03149,15.0,8.2451,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/chthonianherald_h04.dbr,sm3,Barl'Zoth ~ Thundering,157,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/dranghoul_h02.dbr,sm3,Fariim ~ Bramble,157,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/rhino_h02.dbr,sm3,Starhorn ~ Celestial,157,109.0,1,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,3.0,3.5,-8.0,-1.5,1308.0,465.3,2740.3755,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2694.6715,2717.5235,2514.4235,2535.909,92.9622,93.6102,110.6831,110.0807,94.2566,94.2566,False,94.2566,5.7434,1.0,90.0,4.2566,1.004516,0.946823,4.2566,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/skeleton_h06.dbr,sm_mod,Rimelord ~ Frozen,158,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,913.8,841.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2614.2145,741.9,742.6,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2514.4235,107|108,AGREE,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,90.6665,90.6665,False,90.6665,9.3335,1.0,90.0,0.6665,1.000735,0.907332,0.6665,0.0,0.0,0.0,0.0,100.0,110.6831,110.6831,False,100.0,0.0,1.0,79.3169,20.6831,1.026366,1.026366,15.0,5.6831,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/skeleton_h08.dbr,sm_mod,Alladon the Flamewatcher,158,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,27.0,913.8,841.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2614.2145,741.9,742.6,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2514.4235,107|108,AGREE,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,90.6665,90.6665,False,90.6665,9.3335,1.0,90.0,0.6665,1.000735,0.907332,0.6665,0.0,0.0,0.0,0.0,100.0,110.6831,110.6831,False,100.0,0.0,1.0,79.3169,20.6831,1.026366,1.026366,15.0,5.6831,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/devotion/skeleton_h09.dbr,sm_mod,Elagorian Darkmarrow,158,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,913.8,841.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2614.2145,741.9,742.6,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2514.4235,107|108,AGREE,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,90.6665,90.6665,False,90.6665,9.3335,1.0,90.0,0.6665,1.000735,0.907332,0.6665,0.0,0.0,0.0,0.0,100.0,110.6831,110.6831,False,100.0,0.0,1.0,79.3169,20.6831,1.026366,1.026366,15.0,5.6831,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/eldritcharmor_a01.dbr,sm2,Possessed Armor,154,109.0,2,trash,Common,True,True,False,records/creatures/enemies/bios/bio_eldritcharmor_a01.dbr,27.0,732.6,684.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,366.3,2399.7215,614.5,444.0,0.0,63.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,307.25,2184.3325,102|103,DIVERGENT,2257.9995,2278.2455,2057.02,2075.2075,80.203,80.8126,123.5944,123.0778,84.4301,84.4301,False,84.4301,15.5699,1.0,84.4301,0.0,1.0,0.844301,0.0,0.0,0.0,0.0,0.0,100.0,119.9838,119.9838,False,100.0,0.0,1.0,70.0162,29.9838,1.044968,1.044968,15.0,14.9838,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/eldritcharmor_b01.dbr,sm2,Eldritch Armor,154,109.0,2,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_eldritcharmor_b01.dbr,27.0,840.7,714.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,420.35,2479.9892,662.2,502.5,0.0,63.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,331.1,2264.212,103|104,DIVERGENT,2355.9347,2376.6105,2151.304,2170.122,83.1339,83.747,120.9192,120.3861,86.7851,86.7851,False,86.7851,13.2149,1.0,86.7851,0.0,1.0,0.867851,0.0,0.0,0.0,0.0,0.0,100.0,117.7252,117.7252,False,100.0,0.0,1.0,72.2748,27.7252,1.04045,1.04045,15.0,12.7252,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/eldritcharmor_c01.dbr,sm2,Ancient Armor,154,109.0,4,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_eldritcharmor_c01.dbr,27.0,840.7,823.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,420.35,2584.0842,689.0,557.0,0.0,63.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,344.5,2330.075,104|105|106,DIVERGENT,2475.9305,2519.192,2233.075,2271.875,86.6666,87.9258,118.605,117.5088,89.8011,89.8011,False,89.8011,10.1989,1.0,89.8011,0.0,1.0,0.898011,0.0,0.0,0.0,0.0,0.0,100.0,115.8667,115.8667,False,100.0,0.0,1.0,74.1333,25.8667,1.036733,1.036733,15.0,10.8667,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_a01.dbr,sm_mod,Apparition,151,102.0,3,trash,Common,True,True,False,records/creatures/enemies/bios/bio_ghost_01.dbr,27.0,644.0,642.0,-4.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1224.0,322.0,2232.31,576.0,375.0,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1224.0,288.0,2015.31,102|103,AGREE,2232.31,2252.365,2015.31,2033.0125,79.4265,80.0329,124.7803,124.2768,79.4265,79.4265,False,79.4265,20.5735,1.0,79.4265,0.0,1.0,0.794265,0.0,0.0,0.0,0.0,0.0,100.0,124.7803,124.7803,False,100.0,0.0,1.0,65.2197,34.7803,1.059341,1.059341,15.0,15.0,4.7803,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_a02.dbr,sm_mod,Apparition,151,102.0,1,trash,Common,True,True,False,records/creatures/enemies/bios/bio_ghost_01.dbr,27.0,644.0,642.0,-4.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1224.0,322.0,2232.31,576.0,375.0,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1224.0,288.0,2015.31,102|103,AGREE,2232.31,2252.365,2015.31,2033.0125,79.4265,80.0329,124.7803,124.2768,79.4265,79.4265,False,79.4265,20.5735,1.0,79.4265,0.0,1.0,0.794265,0.0,0.0,0.0,0.0,0.0,100.0,124.7803,124.7803,False,100.0,0.0,1.0,65.2197,34.7803,1.059341,1.059341,15.0,15.0,4.7803,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_b01.dbr,sm_mod,Haunted Noble,151,103.0,3,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_ghost_02.dbr,27.0,766.0,678.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,383.0,2340.225,648.0,483.5,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,324.0,2167.115,103|104,AGREE,2340.225,2360.7575,2167.115,2186.03,82.6667,83.277,120.4713,119.9357,82.6667,82.6667,False,82.6667,17.3333,1.0,82.6667,0.0,1.0,0.826667,0.0,0.0,0.0,0.0,0.0,100.0,120.4713,120.4713,False,100.0,0.0,1.0,69.5287,30.4713,1.046414,1.046414,15.0,15.0,0.4713,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_b02.dbr,sm_mod,Haunted Noble,151,103.0,3,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_ghost_02.dbr,27.0,766.0,678.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,383.0,2340.225,648.0,483.5,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,324.0,2167.115,103|104,AGREE,2340.225,2360.7575,2167.115,2186.03,82.6667,83.277,120.4713,119.9357,82.6667,82.6667,False,82.6667,17.3333,1.0,82.6667,0.0,1.0,0.826667,0.0,0.0,0.0,0.0,0.0,100.0,120.4713,120.4713,False,100.0,0.0,1.0,69.5287,30.4713,1.046414,1.046414,15.0,15.0,0.4713,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_b03.dbr,sm_mod,Haunted Champion,151,103.0,3,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_ghost_02.dbr,27.0,766.0,678.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1236.0,383.0,2340.225,648.0,483.5,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1236.0,324.0,2167.115,103|104,AGREE,2340.225,2360.7575,2167.115,2186.03,82.6667,83.277,120.4713,119.9357,82.6667,82.6667,False,82.6667,17.3333,1.0,82.6667,0.0,1.0,0.826667,0.0,0.0,0.0,0.0,0.0,100.0,120.4713,120.4713,False,100.0,0.0,1.0,69.5287,30.4713,1.046414,1.046414,15.0,15.0,0.4713,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/ghost_b04.dbr,sm_mod,Haunted Champion,151,104.0,5,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_ghost_02.dbr,27.0,773.0,684.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1248.0,386.5,2360.7575,654.0,488.0,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1248.0,327.0,2186.03,104|105,AGREE,2360.7575,2381.29,2186.03,2204.945,83.277,83.8855,119.9357,119.4005,83.277,83.277,False,83.277,16.723,1.0,83.277,0.0,1.0,0.83277,0.0,0.0,0.0,0.0,0.0,100.0,119.9357,119.9357,False,100.0,0.0,1.0,70.0643,29.9357,1.044871,1.044871,15.0,14.9357,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/giant_b01.dbr,sm3,Asterkarn Behemoth,153,109.0,4,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_giant_b01.dbr,27.0,862.5,768.5,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,431.25,2542.4462,694.0,606.8,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,347.0,2379.836,104|105|106,DIVERGENT,2436.2025,2478.7,2281.866,2321.054,85.5037,86.7474,117.2267,116.1211,88.5996,88.5996,False,88.5996,11.4004,1.0,88.5996,0.0,1.0,0.885996,0.0,0.0,0.0,0.0,0.0,100.0,114.4649,114.4649,False,100.0,0.0,1.0,75.5351,24.4649,1.03393,1.03393,15.0,9.4649,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/giant_c01.dbr,sm3,Asterkarn Titan,153,109.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_giant_c01.dbr,27.0,932.0,788.5,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,466.0,2594.7325,803.0,606.8,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,401.5,2432.701,105|106,DIVERGENT,2508.7825,2530.27,2352.385,2372.464,87.6235,88.247,115.238,114.6725,90.1073,90.1073,False,90.1073,9.8927,1.0,90.0,0.1073,1.000119,0.90118,0.1073,0.0,0.0,0.0,0.0,100.0,112.9778,112.9778,False,100.0,0.0,1.0,77.0222,22.9778,1.030956,1.030956,15.0,7.9778,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/groblefrost_a01.dbr,sm3,Groble ~ Frost Clan Scavenger,153,109.0,1,trash,Common,True,True,False,records/creatures/enemies/bios/bio_groblefrost_a01.dbr,27.0,609.5,664.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,304.75,2321.8412,574.8,339.0,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,287.4,2062.258,102|103,DIVERGENT,2183.1275,2202.9437,1942.754,1959.826,77.9305,78.5348,126.8466,126.36,82.1187,82.1187,False,82.1187,17.8813,1.0,82.1187,0.0,1.0,0.821187,0.0,0.0,0.0,0.0,0.0,100.0,123.4456,123.4456,False,100.0,0.0,1.0,66.5544,33.4456,1.055337,1.055337,15.0,15.0,3.4456,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/groblefrost_b01.dbr,sm3,Groble ~ Frost Clan Warrior,153,109.0,1,trash,Champion,True,True,False,records/creatures/enemies/bios/bio_groblefrost_b01.dbr,27.0,664.0,674.0,0.0,49.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,332.0,2357.415,555.0,360.8,0.0,62.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,277.5,2073.801,103|104,DIVERGENT,2237.085,2257.14,1970.787,1987.956,79.5711,80.177,126.0477,125.5588,83.1778,83.1778,False,83.1778,16.8222,1.0,83.1778,0.0,1.0,0.831778,0.0,0.0,0.0,0.0,0.0,100.0,123.1177,123.1177,False,100.0,0.0,1.0,66.8823,33.1177,1.054353,1.054353,15.0,15.0,3.1177,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/aetherialcorruption_h01.dbr,sm1,Challdrus the Coldheart,152,109.0,3,hero,Hero,True,False,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2656.6165,755.3,756.2,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2553.5145,107|108,DIVERGENT,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,91.8791,91.8791,False,91.8791,8.1209,1.0,90.0,1.8791,1.002045,0.92067,1.8791,0.0,0.0,0.0,0.0,100.0,109.5873,109.5873,False,100.0,0.0,1.0,80.4127,19.5873,1.024175,1.024175,15.0,4.5873,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/aetherialimp_h02.dbr,sm1,Phanolg the Iceborn,157,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/aetherialimp_h03.dbr,sm1,Wourble ~ Reflective,157,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/aetherialimp_h04.dbr,sm1,Ghalbar ~ Regenerator,157,109.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,930.6,855.0,0.0,50.0,50.0,0.0,3.5,-8.0,-4.5,1308.0,465.3,2658.5265,755.3,756.2,0.0,65.0,75.0,0.0,5.0,-8.0,-3.0,1308.0,377.65,2557.3945,107|108,DIVERGENT,2614.2145,2636.3705,2514.4235,2535.909,90.6665,91.3009,110.6831,110.0807,91.9336,91.9336,False,91.9336,8.0664,1.0,90.0,1.9336,1.002103,0.921269,1.9336,0.0,0.0,0.0,0.0,100.0,109.4786,109.4786,False,100.0,0.0,1.0,80.5214,19.4786,1.023957,1.023957,15.0,4.4786,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/basilisk_h01.dbr,sm1,Stormslither,152,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,913.8,841.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2612.3045,741.9,742.6,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2510.5435,107|108,AGREE,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,90.6118,90.6118,False,90.6118,9.3882,1.0,90.0,0.6118,1.000675,0.906729,0.6118,0.0,0.0,0.0,0.0,100.0,110.792,110.792,False,100.0,0.0,1.0,79.208,20.792,1.026584,1.026584,15.0,5.792,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/basilisk_h02.dbr,sm1,Rotmouth,152,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,913.8,841.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2612.3045,741.9,742.6,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2510.5435,107|108,AGREE,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,90.6118,90.6118,False,90.6118,9.3882,1.0,90.0,0.6118,1.000675,0.906729,0.6118,0.0,0.0,0.0,0.0,100.0,110.792,110.792,False,100.0,0.0,1.0,79.208,20.792,1.026584,1.026584,15.0,5.792,0.0,0.0,0.0,100.0,2591.0,3259.0
monster,records/creatures/enemies/hero/basilisk_h03.dbr,sm1,Aregos ~ Corrupted,152,107.0,1,hero,Hero,True,True,False,records/creatures/enemies/bios/bio_hero_standard_01.dbr,27.0,913.8,841.0,0.0,48.0,50.0,0.0,3.5,-8.0,-4.5,1284.0,456.9,2612.3045,741.9,742.6,0.0,61.0,75.0,0.0,5.0,-8.0,-3.0,1284.0,370.95,2510.5435,107|108,AGREE,2612.3045,2634.4605,2510.5435,2532.029,90.6118,91.2463,110.792,110.1895,90.6118,90.6118,False,90.6118,9.3882,1.0,90.0,0.6118,1.000675,0.906729,0.6118,0.0,0.0,0.0,0.0,100.0,110.792,110.792,False,100.0,0.0,1.0,79.208,20.792,1.026584,1.026584,15.0,5.792,0.0,0.0,0.0,100.0,2591.0,3259.0
