record,body_class,template_name,pak_binding,is_lapb_70,summoners,n_summoners,level_set,level_lo,level_hi,bio_record,life_equation,winner_archive,base_life_lo,base_life_hi,passive_pct_lo,passive_pct_hi,ehp_w151_lo,ehp_w151_hi,ehp_w160_lo,ehp_w160_hi,ehp_w170_lo,ehp_w170_hi,lapb_life,hardening_ratio_lo,own_characterLifeModifier,own_applied,life_grade,level_grade
records/creatures/enemies/faction/skeleton_a02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/bounties/kc_bounty07.dbr|records/creatures/enemies/bounties/kc_bounty08.dbr|records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr|records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,4,107|108|109,107,109,records/creatures/enemies/bios/bio_skeletonfodder_01.dbr,((charLevel*5.6)^1.28)+24,sm_mod,3615.6326,3701.7872,96.0,110.0,39121,40571,39771,41237,40495,41978,9403.0,4.2296,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/faction/skeleton_b02_knight_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,1,109,109,109,records/creatures/enemies/bios/bio_skeletonknight_01.dbr,((charLevel*16)^1.33)+45,sm_mod,20521.5516,20521.5516,125.0,125.0,227994,227994,231688,231688,235792,235792,55203.0,4.197,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/ghost_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr|records/creatures/enemies/bounties/ro_bounty19.dbr|records/creatures/enemies/devotion/ghost_h04.dbr|records/creatures/enemies/devotion/skeletalgolem_h01.dbr|records/creatures/enemies/devotion/skeletalgolem_h02.dbr|records/creatures/enemies/devotion/skeletalgolem_h03.dbr,9,105|106|107|108,105,108,records/creatures/enemies/bios/bio_ghost_01.dbr,((charLevel*8)^1.33)+30,sm_mod,7779.8171,8075.6897,82.0,102.0,83088,87863,84488,89317,86044,90932,20010.0,4.2223,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/ghost_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_ghost_02.dbr,((charLevel*14)^1.33)+40,sm_mod,16559.8876,16975.7285,88.0,102.0,177853,184695,180833,187751,184145,191146,42062.0,4.2992,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/ghost_b02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_ghost_02.dbr,((charLevel*14)^1.33)+40,sm_mod,16559.8876,16975.7285,88.0,102.0,177853,184695,180833,187751,184145,191146,42062.0,4.2992,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/ghost_b03_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_ghost_02.dbr,((charLevel*14)^1.33)+40,sm_mod,16559.8876,16975.7285,103.0,121.0,180337,187921,183317,190976,186629,194372,44546.0,4.1152,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/ghost_b04_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_ghost_02.dbr,((charLevel*14)^1.33)+40,sm_mod,16559.8876,16975.7285,103.0,121.0,180337,187921,183317,190976,186629,194372,44546.0,4.1152,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/hellhound_witchgod_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_hellhound_a01.dbr,((charLevel*15)^1.33)+60,sm_mod,18167.4867,18623.2909,103.0,121.0,197843,206159,201114,209512,204747,213236,50713.0,3.9657,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_hellhound_b01.dbr,((charLevel*25)^1.33)+60,sm_mod,35780.4575,36679.6177,103.0,121.0,389649,406043,396089,412645,403245,419981,99883.0,3.9655,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/insectswarm_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/bonerat_witchgod_b01_summon.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_insectswarm_01.dbr,((charLevel*1)^1.27)+3,base,376.3692,385.3386,88.0,102.0,4042,4192,4109,4261,4185,4338,990.0,4.1505,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/korvaakservant_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/devotion/korvaakascended_h01.dbr|records/creatures/enemies/devotion/korvaakascended_h02.dbr|records/creatures/enemies/devotion/korvaakascended_h03.dbr|records/creatures/enemies/devotion/korvaakascended_h04.dbr|records/creatures/enemies/korvaakascended_c01.dbr|records/creatures/enemies/korvaakascended_c02.dbr,8,105|106|107|108,105,108,records/creatures/enemies/bios/bio_korvaakservant_a01.dbr,((charLevel*11)^1.33)+50,sm2,11886.7926,12338.6978,82.0,102.0,126950,134245,129090,136465,131467,138933,31725.0,4.069,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/korvaakservant_a02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/devotion/korvaakascended_h01.dbr|records/creatures/enemies/devotion/korvaakascended_h02.dbr|records/creatures/enemies/devotion/korvaakascended_h03.dbr|records/creatures/enemies/devotion/korvaakascended_h04.dbr|records/creatures/enemies/korvaakascended_c01.dbr|records/creatures/enemies/korvaakascended_c02.dbr,8,105|106|107|108,105,108,records/creatures/enemies/bios/bio_korvaakservant_a01.dbr,((charLevel*11)^1.33)+50,sm2,11886.7926,12338.6978,82.0,102.0,126950,134245,129090,136465,131467,138933,31725.0,4.069,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/korvaakservant_b01_korvaaksummon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_korvaakservant_b01.dbr,((charLevel*18)^1.33)+80,gdx2,23156.4624,23737.3463,88.0,102.0,248700,258262,252868,262535,257499,267282,73049.0,3.4616,50.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/korvaakservant_b02_korvaaksummon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift_02.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_korvaakservant_b01.dbr,((charLevel*18)^1.33)+80,gdx2,23156.4624,23737.3463,88.0,102.0,248700,258262,252868,262535,257499,267282,73049.0,3.4616,50.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/livingplant_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr|records/creatures/enemies/bounties/cu_bounty06.dbr|records/creatures/enemies/bounties/cw_bounty06.dbr|records/creatures/enemies/devotion/swampgolem_h01.dbr|records/creatures/enemies/devotion/swampgolem_h02.dbr|records/creatures/enemies/devotion/swampgolem_h03.dbr,13,105|106|107|108,105,108,records/creatures/enemies/bios/bio_livingplant_a01.dbr,((charLevel*20)^1.33)+100,sm1,26315.1086,27315.9494,94.0,121.0,284203,302387,288939,307304,294202,312767,71682.0,4.0308,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/nemesis/nemesis_chthonian_02_clustersummon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_chthonian_02.dbr|records/creatures/enemies/nemesis/nemesis_chthonickurn_01.dbr,2,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_clustersummon.dbr,((charLevel*4)^1.5)+100,sm_mod,9203.9473,9203.9473,125.0,125.0,102255,102255,103912,103912,105753,105753,24759.0,4.1969,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,1,109,109,109,records/creatures/enemies/bios/bio_hero_standard_01.dbr,((charLevel*11)^1.50)-20,sm_mod,41497.2687,41497.2687,125.0,125.0,461034,461034,468504,468504,476803,476803,111628.0,4.197,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/nemesis/nemesis_undead_02b_icecrystalsummon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,1,109,109,109,records/creatures/enemies/bios/bio_boss_nemesis_clustersummon.dbr,((charLevel*4)^1.5)+100,sm_mod,9203.9473,9203.9473,125.0,125.0,102255,102255,103912,103912,105753,105753,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/prawncave_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/devotion/prawncave_h02.dbr|records/creatures/enemies/devotion/prawncave_h03.dbr,2,107|108,107,108,records/creatures/enemies/bios/bio_prawncave_summon02.dbr,((charLevel*10)^1.33)+30,sm_mod,10722.5287,10855.6403,96.0,102.0,116017,118109,117947,120063,120092,122234,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/raptor_witchgod_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_raptor_witchgod_a01.dbr,((charLevel*8)^1.33)+10,sm_mod,7858.1353,8055.6897,88.0,102.0,84396,87645,85810,89095,87382,90707,20714.0,4.1426,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/raptor_witchgod_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_raptor_witchgod_b01.dbr,((charLevel*18)^1.33)+30,sm_mod,23106.4624,23687.3463,103.0,121.0,251629,262218,255788,266482,260409,271220,64504.0,3.9655,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dravis.dbr|records/creatures/enemies/bounties/odv_bounty13.dbr|records/creatures/enemies/devotion/ghost_h03.dbr|records/creatures/enemies/devotion/ghost_h07.dbr|records/creatures/enemies/devotion/skeleton_h09.dbr|records/creatures/enemies/devotion/skeleton_h10.dbr,7,105|106|107|108,105,108,records/creatures/enemies/bios/bio_skeletonfodder_01.dbr,((charLevel*5.6)^1.28)+24,sm_mod,3529.9279,3658.6541,82.0,102.0,37699,39806,38335,40464,39041,41196,9184.0,4.1741,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_a02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dravis.dbr|records/creatures/enemies/bounties/odv_bounty13.dbr|records/creatures/enemies/devotion/ghost_h07.dbr|records/creatures/enemies/devotion/skeleton_h07.dbr|records/creatures/enemies/skeletalgolem_b01.dbr|records/creatures/enemies/skeleton_d01.dbr,6,104|105|106|107|108,104,108,records/creatures/enemies/bios/bio_skeletonfodder_01.dbr,((charLevel*5.6)^1.28)+24,sm_mod,3487.2461,3658.6541,74.0,102.0,36964,39806,37592,40464,38289,41196,9403.0,3.9979,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_b01_archer_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_undead_02b.dbr,1,109,109,109,records/creatures/enemies/bios/bio_skeletonpriest_01.dbr,((charLevel*10)^1.28)+30,sm_mod,7755.1321,7755.1321,110.0,110.0,84996,84996,86392,86392,87943,87943,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_b02_knight_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dravis.dbr|records/creatures/enemies/bounties/odv_bounty13.dbr|records/creatures/enemies/devotion/skeleton_h09.dbr|records/creatures/enemies/skeleton_d01.dbr,4,105|106|107|108,105,108,records/creatures/enemies/bios/bio_skeletonknight_01.dbr,((charLevel*16)^1.33)+45,sm_mod,19528.2474,20272.079,94.0,121.0,210905,224411,214420,228060,218325,232115,53863.0,3.9808,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_c01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr|records/creatures/enemies/devotion/skeleton_h07.dbr,2,106|107|108,106,108,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,((charLevel*19)^1.33)+60,sm_mod,24856.997,25481.1904,103.0,121.0,270692,282076,275166,286663,280138,291759,66865.0,4.1152,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeleton_c02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/devotion/skeleton_h10.dbr,1,107|108,107,108,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,((charLevel*19)^1.33)+60,sm_mod,25168.6125,25481.1904,111.0,121.0,276099,282076,280630,286663,285663,291759,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeletonfrost_b04_evoker_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,1,109,109,109,records/creatures/enemies/bios/bio_skeletonmagi_01.dbr,((charLevel*12)^1.28)+20,sm3,9775.6882,9775.6882,110.0,110.0,107141,107141,108901,108901,110856,110856,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeletonfrost_c01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/boss&quest/wight_scarfell_02_normal.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,((charLevel*19)^1.33)+60,sm3,24856.997,25481.1904,103.0,121.0,270692,282076,275166,286663,280138,291759,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/skeletonfrost_c02_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_02.dbr,1,109,109,109,records/creatures/enemies/bios/bio_skeletonrevenant_01.dbr,((charLevel*19)^1.33)+60,sm3,25794.725,25794.725,125.0,125.0,286579,286579,291222,291222,296381,296381,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/spidergiantb_cave_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/devotion/spider_cave_h02.dbr|records/creatures/enemies/devotion/spider_cave_h03.dbr,2,107|108,107,108,records/creatures/enemies/bios/bio_spidercave_a01.dbr,((charLevel*5)^1.33)+15,sm_mod,4268.1483,4321.0959,96.0,102.0,46181,47013,46949,47791,47803,48655,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/spore_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/eldritchhound_b02.dbr,1,103|104,103,104,records/creatures/enemies/bios/bio_spore_a01.dbr,((charLevel*4)^1.27)+10,sm2,2103.7242,2129.5737,69.0,74.0,22194,22573,22572,22956,22993,23382,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/springscrab_a00_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/hero/springscrab_h01.dbr|records/creatures/enemies/hero/springscrab_h02.dbr|records/creatures/enemies/hero/springscrab_h03.dbr|records/creatures/enemies/hero/springscrab_h04.dbr,4,107|108,107,108,records/creatures/enemies/bios/bio_swampcrab_a00_summon.dbr,((charLevel*6)^1.28)+25,sm3,3948.2396,3995.2331,96.0,102.0,42719,43468,43430,44187,44220,44986,10268.0,4.2296,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/swampcrab_a00_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/bounties/cu_bounty08.dbr|records/creatures/enemies/devotion/swampcrab_h01.dbr|records/creatures/enemies/devotion/swampcrab_h02.dbr|records/creatures/enemies/devotion/swampcrab_h03.dbr|records/creatures/enemies/devotion/swampcrab_h04.dbr|records/creatures/enemies/hero/swampcrab_h01.dbr,12,104|105|106|107|108,104,108,records/creatures/enemies/bios/bio_swampcrab_a00_summon.dbr,((charLevel*6)^1.28)+25,sm1,3807.9994,3995.2331,74.0,102.0,40364,43468,41050,44187,41811,44986,9672.0,4.2442,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/swampcrab_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_swampcrab_b01.dbr,((charLevel*14)^1.33)+45,sm1,16564.8876,16980.7285,103.0,121.0,180391,187976,183373,191033,186686,194429,44560.0,4.1152,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/swampcrab_c01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_swampcrab_c01.dbr,((charLevel*20)^1.33)+60,sm1,26607.6874,27275.9494,103.0,121.0,289757,301944,294547,306854,299868,312309,71575.0,4.1152,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/trap_brambletrap_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/devotion/dranghoul_h02.dbr|records/creatures/enemies/devotion/rhino_h01.dbr|records/creatures/enemies/hero/dranghoul_h02.dbr|records/creatures/enemies/hero/rhino_h01.dbr|records/creatures/enemies/hero/swampcrab_h05.dbr|records/creatures/enemies/hero/thornedhorrorfrost_h04.dbr,7,107|108,107,108,records/creatures/enemies/bios/bio_familycrisistarget_01.dbr,15,sm3,15.0,15.0,0.0,0.0,147,147,150,150,153,153,15.0,10.0,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/trap_icespike_hero_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr|records/creatures/enemies/bounties/ku_bounty_10.dbr|records/creatures/enemies/devotion/rhino_h04.dbr|records/creatures/enemies/hero/aetherialcorruption_h05.dbr|records/creatures/enemies/hero/aetherialimp_h05.dbr|records/creatures/enemies/hero/basilisk_h05.dbr,10,106|107|108,106,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6108.2862,6251.2693,0.0,0.0,60227,61637,61327,62762,62548,64012,6323.0,9.699,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/trap_lightningspike_hero_a01.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/devotion/chthonianherald_h04.dbr|records/creatures/enemies/hero/chthoniandreadguard_h06.dbr|records/creatures/enemies/hero/chthonianrylok_h05.dbr|records/creatures/enemies/hero/gargoyle_h05.dbr|records/creatures/enemies/hero/human_ascended_h05.dbr|records/creatures/enemies/hero/springscrab_h01.dbr,7,107|108,107,108,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,((charLevel*10)^1.25)+60,sm3,6179.6942,6251.2693,0.0,0.0,60931,61637,62044,62762,63280,64012,6323.0,9.8124,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/wormworldrot_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,1,106|107|108,106,108,records/creatures/enemies/bios/bio_worm_b01.dbr,((charLevel*14)^1.33)+40,base,16559.8876,16975.7285,103.0,121.0,180337,187921,183317,190976,186629,194372,46227.0,3.9656,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/wraith_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr|records/creatures/enemies/faction/cult_h02.dbr|records/creatures/enemies/faction/cult_h03.dbr|records/creatures/enemies/faction/cult_h04.dbr|records/creatures/enemies/hero/human_wendigo_h03.dbr|records/creatures/enemies/hero/human_wendigo_h04.dbr,8,103|104|106|107|108,103,108,records/creatures/enemies/bios/bio_wraith_a01.dbr,((charLevel*12)^1.33)+30,sm1,12983.4235,13826.3643,69.0,102.0,136975,150430,139312,152919,141908,155684,32978.0,4.2244,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/wraith_b01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/witch_janaxia.dbr|records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,2,106|107|108|109,106,109,records/creatures/enemies/bios/bio_wraith_b01.dbr,((charLevel*17)^1.33)+30,sm1,21417.1968,22225.9791,88.0,110.0,230020,243596,233875,247597,238159,252042,56454.0,4.1428,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/wraith_c01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,True,records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr|records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,2,106|107|108|109,106,109,records/creatures/enemies/bios/bio_wraith_c01.dbr,((charLevel*25)^1.33)+30,sm1,35750.4575,37101.2691,103.0,125.0,389322,412195,395757,418873,402907,426293,99802.0,3.9654,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/zombie_a01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/dc_bounty17.dbr|records/creatures/enemies/bounties/hs_bounty13.dbr|records/creatures/enemies/bounties/odv_bounty10.dbr,3,107|108,107,108,records/creatures/enemies/bios/bio_zombie_01.dbr,((charLevel*4)^1.33)+24,sm_mod,3184.9688,3224.3198,96.0,102.0,34461,35080,35034,35660,35671,36305,,,0.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
records/creatures/enemies/zombie_aetherfire01_summon.dbr,Monster,database/templates/monster.tpl,monsterAttributePak -> records/game/balancingadjustment_mp+difficulty_enemies01.dbr,False,records/creatures/enemies/bounties/hs_bounty13.dbr|records/creatures/enemies/bounties/odv_bounty10.dbr,2,107|108,107,108,records/creatures/enemies/bios/bio_zombie_01.dbr,((charLevel*4)^1.33)+24,sm_mod,3184.9688,3224.3198,96.0,102.0,34461,35080,35034,35660,35671,36305,,,30.0,NO,MEASURED,DERIVED-INHERITED-FROM-SUMMONER
