record,archive,characterRunSpeedJitter,jitter_grade,characterRunSpeed,consumed_by_shipped_binary,basis
records/creatures/enemies/aetherialbloater_b01.dbr,sm1,25.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/swampgolem_a01.dbr,sm1,15.0,MEASURED,1.5499999523162842,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/thornedhorrorfrost_a01.dbr,sm3,15.0,MEASURED,1.159999966621399,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/thornedhorrorfrost_b01.dbr,sm3,15.0,MEASURED,1.1200000047683716,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/thornedhorrorfrost_c01.dbr,sm3,15.0,MEASURED,1.1200000047683716,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigo_a01.dbr,sm1,10.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigo_b01.dbr,sm1,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigo_b02.dbr,sm1,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigo_c01.dbr,sm1,10.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigocannibal_a01.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigocannibal_b01.dbr,sm1,15.0,MEASURED,1.0,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wendigocannibal_c01.dbr,sm1,15.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wraith_a01.dbr,sm1,15.0,MEASURED,0.8999999761581421,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wraith_b01.dbr,sm1,15.0,MEASURED,0.800000011920929,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/wraith_c01.dbr,sm1,15.0,MEASURED,0.699999988079071,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/yetidire_a01.dbr,sm3,20.0,MEASURED,0.699999988079071,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/yetidire_c01.dbr,sm3,20.0,MEASURED,0.699999988079071,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/zombieberserker_a02.dbr,sm_mod,15.0,MEASURED,1.100000023841858,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/zombiemutated_a01.dbr,sm_mod,15.0,MEASURED,1.25,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
records/creatures/enemies/zombiemutated_b01.dbr,sm_mod,15.0,MEASURED,1.149999976158142,NO — no module contains the literal,Lap D frozen baton (P-ROLLED); E3.winner whole-record replacement
