archive,map,dbr,x,y,z
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_02.dbr,74.699,8.2199,32.5898
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,66.5019,8.4445,40.5027
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_08.dbr,75.3537,7.9144,41.4454
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_npc_04.dbr,68.8603,7.9501,48.2553
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_npc_01.dbr,66.0176,7.9505,52.4525
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_01.dbr,76.8736,7.9567,54.272
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_06.dbr,76.8736,7.9567,54.272
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,67.0138,8.3372,60.4696
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,70.5738,8.6638,62.8461
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_04.dbr,82.4914,7.9596,63.7631
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,89.0119,8.1273,58.867
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,90.4706,8.535,51.6337
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnpoint04.dbr,110.099,4.0667,45.9272
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier09spawnpoint01.dbr,42.9272,7.03,71.5359
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier06spawnpoint01.dbr,34.448,6.75,77.006
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier08spawnpoint01.dbr,33.6948,6.75,78.0854
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnbeacon_01.dbr,34.2126,6.75,77.2659
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier04spawnpoint01.dbr,34.2503,6.75,77.3541
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier02spawnpoint01.dbr,34.5557,6.75,77.3922
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier12spawnpoint01.dbr,34.4135,6.75,77.5545
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier01spawnpoint01.dbr,34.4262,6.75,77.9553
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier15spawnpoint01.dbr,34.461,6.75,77.6246
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier13spawnpoint01.dbr,34.4955,6.75,77.6677
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier03spawnpoint01.dbr,34.6037,6.75,77.8347
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier07spawnpoint01.dbr,34.3958,6.75,77.643
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier14spawnpoint01.dbr,34.981,6.75,77.4971
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier05spawnpoint01.dbr,34.0733,6.75,78.1488
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier10spawnpoint01.dbr,34.6689,6.75,78.1902
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier11spawnpoint01.dbr,34.6627,6.75,78.4414
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier16spawnpoint01.dbr,34.9709,6.75,76.9853
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/tier17spawnpoint01.dbr,34.5472,6.75,77.4687
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_07.dbr,34.6972,6.75,77.1991
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_npc_03.dbr,53.6517,7.9041,69.5382
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,61.0299,8.0184,67.9036
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnbeacon_03.dbr,89.9846,8.9157,99.0081
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_02.dbr,78.8416,8.2401,68.499
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/defensepoint_03.dbr,65.0895,8.2146,71.1187
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,72.8792,8.5494,70.6059
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/trappoint_03.dbr,82.3206,8.0095,68.8982
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,81.3129,8.1089,70.3627
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/controllers/controlobjects/patrolpoint_01.dbr,64.7622,9.4856,88.4956
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnpoint06.dbr,82.0858,10.6172,88.5716
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnpoint06_fx.dbr,91.76,10.3001,85.2462
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnbeacon_04.dbr,91.8783,10.3175,85.499
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnbeacon_05.dbr,63.9247,6.7671,103.0088
survivalmode1/resources/Maps.arc,survivalworld_e.map,records/scriptentities/spawnpoint03.dbr,71.3682,7.0302,100.191
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint02.dbr,72.6483,1.3952,24.0496
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnbeacon_02.dbr,74.4719,1.0,21.3091
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_01.dbr,76.0553,7.1505,29.5722
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,64.5365,1.0,35.0946
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier10spawnpoint01.dbr,22.8871,1.3952,68.3153
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier13spawnpoint01.dbr,19.8137,1.0,69.8623
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnbeacon_01.dbr,19.5448,1.0,69.9933
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier05spawnpoint01.dbr,19.6671,1.0,69.8836
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier14spawnpoint01.dbr,19.5716,1.0,70.087
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier12spawnpoint01.dbr,19.7304,1.0,70.1163
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier11spawnpoint01.dbr,19.7977,1.0,69.9454
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier07spawnpoint01.dbr,19.8829,1.0,69.7596
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier09spawnpoint01.dbr,19.9292,1.0,69.919
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier04spawnpoint01.dbr,19.7801,1.0,69.9477
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier15spawnpoint01.dbr,19.9123,1.0,69.8457
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier08spawnpoint01.dbr,19.7481,1.0,70.114
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier02spawnpoint01.dbr,19.8021,1.0,70.0186
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier03spawnpoint01.dbr,19.8914,1.0,69.9187
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier01spawnpoint01.dbr,19.8128,1.0,69.9506
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier06spawnpoint01.dbr,19.4042,1.0,69.9476
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier16spawnpoint01.dbr,19.0785,1.0,70.5398
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/tier17spawnpoint01.dbr,19.511,1.0,69.834
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,19.6923,1.0,69.8839
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/playerspawnpoint.dbr,43.4222,-13.0652,51.4136
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/player/spawnplayer.dbr,45.526,1.0,42.4535
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,41.6755,1.0,38.3071
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_08.dbr,54.7463,4.7397,46.5277
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_05.dbr,48.3772,4.7396,52.4295
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,55.1695,4.3,53.0863
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint05.dbr,49.7765,4.3,56.1444
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,56.989,4.3,55.163
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_02.dbr,66.5,4.5,48.5
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_npc_02.dbr,76.3491,0.9244,38.2448
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_04.dbr,69.1876,4.3,50.4512
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_npc_04.dbr,76.6432,4.7508,53.6542
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_04.dbr,74.5,4.5,57.0
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_npc_03.dbr,47.4448,-17.0444,68.6179
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_01.dbr,49.495,4.5,63.8208
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_npc_01.dbr,49.495,4.5,63.8208
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_07.dbr,51.0439,4.3,67.368
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/defensepoint_03.dbr,55.6366,4.3,66.4026
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,76.242,4.7406,69.8203
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,83.8884,6.6592,39.4333
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint04.dbr,90.3803,0.9998,49.9763
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnbeacon_03.dbr,102.9783,1.0,50.9223
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_03.dbr,96.1617,-6.845,66.6395
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,90.0447,0.9977,60.7351
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,44.2641,9.7295,83.4012
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/trappoint_02.dbr,45.7272,0.9244,88.1745
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,59.0934,1.0,86.1981
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnbeacon_05.dbr,45.1575,2.328,93.0808
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint03.dbr,47.3306,1.0,99.7462
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/controllers/controlobjects/patrolpoint_01.dbr,83.016,-4.0009,94.5164
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint06.dbr,87.4009,0.94,77.5943
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnbeacon_04.dbr,88.1924,-3.7742,90.4941
survivalmode1/resources/Maps.arc,survivalworld_f.map,records/scriptentities/spawnpoint06_fx.dbr,81.6768,0.9545,86.7817
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_01.dbr,57.183,-0.0601,54.6073
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,57.183,-0.0601,54.6073
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/player/spawnplayer.dbr,49.1208,-0.3901,58.8856
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/playerspawnpoint.dbr,48.0418,-0.9679,58.1643
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_npc_01.dbr,51.405,-0.7208,61.2443
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/trappoint_02.dbr,59.9094,-0.5886,59.062
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,51.0996,-0.8262,56.4188
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnbeacon_01.dbr,69.9076,-1.8943,32.7592
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint04.dbr,64.8029,-1.8557,24.9671
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,66.5317,1.1311,54.9829
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,68.3731,0.8762,46.0229
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_npc_02.dbr,64.7067,0.202,57.0178
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_npc_03.dbr,48.7612,-0.5059,83.3349
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,41.3208,-1.0633,80.9657
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,39.7531,-0.6551,76.6171
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,53.3261,-1.0729,80.7756
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier15spawnpoint01.dbr,49.0877,-1.0879,101.5247
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier08spawnpoint01.dbr,39.8699,-0.2426,95.8245
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier01spawnpoint01.dbr,40.0766,-0.2796,95.6616
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier06spawnpoint01.dbr,39.8484,-0.2474,95.7903
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier07spawnpoint01.dbr,39.8991,-0.2858,95.5904
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnbeacon_05.dbr,40.0062,-0.2592,95.7718
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier10spawnpoint01.dbr,41.6897,0.0491,87.4457
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier05spawnpoint01.dbr,40.2414,-0.3386,95.3407
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier09spawnpoint01.dbr,39.9047,-0.33,95.3433
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier03spawnpoint01.dbr,40.1928,-0.3103,95.4965
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier14spawnpoint01.dbr,39.9156,-0.3286,95.3548
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier02spawnpoint01.dbr,39.7698,-0.3209,95.351
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier11spawnpoint01.dbr,39.9004,-0.2959,95.5342
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier04spawnpoint01.dbr,40.3232,-0.3695,95.1966
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier13spawnpoint01.dbr,39.9185,-0.3507,95.2313
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier12spawnpoint01.dbr,39.8631,-0.3538,95.196
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier16spawnpoint01.dbr,40.0471,-0.3966,95.0098
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/tier17spawnpoint01.dbr,44.5627,-0.2566,102.748
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_03.dbr,61.7022,-0.9899,78.3561
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/trappoint_08.dbr,61.7022,-0.9899,78.3561
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint05.dbr,65.2935,-0.798,64.9568
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,64.6123,-0.8766,66.9706
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/defensepoint_02.dbr,80.2108,-0.047,60.537
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,80.2108,-0.047,60.537
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/trappoint_06.dbr,80.5209,-0.8363,68.9387
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/controllers/controlobjects/patrolpoint_01.dbr,68.4556,-1.0895,80.2782
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnbeacon_03.dbr,94.9074,-0.4977,64.5771
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint03.dbr,103.0417,0.0003,64.9115
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint06.dbr,66.5631,-0.5,95.9326
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint06_fx.dbr,61.8043,-1.0732,103.3407
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnbeacon_02.dbr,61.5995,-1.0733,103.5042
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnbeacon_04.dbr,98.4116,-0.4156,102.8577
survivalmode1/resources/Maps.arc,survivalworld_g.map,records/scriptentities/spawnpoint02.dbr,91.4908,-0.994,88.5484
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/player/spawnplayer.dbr,37.6329,19.0062,42.0527
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_01.dbr,45.6441,18.7976,49.5575
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,45.6563,18.7949,49.6715
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,56.5535,17.1376,46.8595
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,79.5553,19.6919,65.4168
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,82.6715,16.8455,59.3135
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnbeacon_01.dbr,83.0932,17.4732,23.4907
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint04.dbr,91.0294,17.5017,33.9229
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,84.0793,17.8043,41.3433
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_npc_01.dbr,71.718,19.3557,55.8648
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_01.dbr,72.6456,20.443,59.1671
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_02.dbr,84.7587,18.0357,57.558
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnbeacon_03.dbr,100.9951,18.1946,53.9698
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint03.dbr,109.5919,18.1968,56.9344
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_07.dbr,20.1856,19.5,70.2974
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,39.8639,18.252,62.665
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_08.dbr,48.2079,19.2844,73.2036
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_02.dbr,49.9402,22.2857,68.6847
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_npc_02.dbr,49.9402,22.2857,68.6847
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,54.4321,21.4817,66.489
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_03.dbr,59.9019,18.139,85.0697
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_npc_03.dbr,59.9019,18.139,85.0697
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,56.84,18.0637,93.7981
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier15spawnpoint01.dbr,42.9574,17.6533,103.0594
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier01spawnpoint01.dbr,42.7803,17.6607,103.8742
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier07spawnpoint01.dbr,42.7587,17.6583,103.8399
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier08spawnpoint01.dbr,42.9166,17.6687,103.8214
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier06spawnpoint01.dbr,42.9869,17.6713,103.7113
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier02spawnpoint01.dbr,42.8095,17.6567,103.6401
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier09spawnpoint01.dbr,42.8108,17.6554,103.5839
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier03spawnpoint01.dbr,43.1032,17.6769,103.5462
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier10spawnpoint01.dbr,42.826,17.6522,103.4045
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier05spawnpoint01.dbr,43.1517,17.6772,103.3903
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier11spawnpoint01.dbr,42.8151,17.6512,103.393
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier04spawnpoint01.dbr,43.2336,17.6805,103.2462
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier13spawnpoint01.dbr,42.8288,17.6494,103.281
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier14spawnpoint01.dbr,42.7735,17.6446,103.2457
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnbeacon_05.dbr,42.6801,17.6417,103.4007
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier17spawnpoint01.dbr,43.7985,17.7172,102.6677
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/tier16spawnpoint01.dbr,43.3364,17.7126,104.1883
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint05.dbr,77.4992,19.3058,67.1068
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_npc_04.dbr,71.5924,20.7375,78.9811
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/defensepoint_04.dbr,76.5008,19.1607,78.4238
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_03.dbr,76.3074,18.6555,81.773
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/trappoint_04.dbr,78.8239,18.6117,95.9499
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/controllers/controlobjects/patrolpoint_01.dbr,83.0244,18.0369,90.5612
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnbeacon_04.dbr,78.9512,18.23,98.5913
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint02.dbr,68.6685,17.942,106.1615
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnbeacon_02.dbr,97.0225,15.402,91.3011
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint06_fx.dbr,106.7647,15.86,88.0032
survivalmode1/resources/Maps.arc,survivalworld_j.map,records/scriptentities/spawnpoint06.dbr,106.1472,15.8304,88.3223
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/controlobjects/patrolpoint_01.dbr,93.9054,13.3625,31.6477
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/spawnpoint04.dbr,71.2948,15.2402,13.9682
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/spawnbeacon_01.dbr,72.3077,15.16,30.8755
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/controlobjects/patrolpoint_01.dbr,36.4369,14.07,46.1999
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/controlobjects/patrolpoint_01.dbr,60.0415,14.2947,52.856
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/trappoint_02.dbr,56.5399,14.0705,50.8656
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/defensepoint_02.dbr,60.0811,14.1593,48.6036
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/player/spawnplayer.dbr,46.6943,14.2655,69.7893
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/trappoint_01.dbr,43.9098,14.07,61.4097
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/controlobjects/patrolpoint_01.dbr,47.6377,14.07,60.5004
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/defensepoint_03.dbr,56.3521,17.7206,84.7563
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/trappoint_08.dbr,59.4474,14.5132,72.6443
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/playerspawnpoint.dbr,68.5794,15.3699,61.2757
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/controllers/controlobjects/patrolpoint_01.dbr,49.8066,14.07,61.221
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/trappoint_03.dbr,56.8884,14.07,82.1417
survivalmode2/resources/Maps.arc,survivalworld_h.map,records/scriptentities/defensepoint_npc_03.dbr,66.2668,15.3663,72.5397
