stat,value,source,source_kind,rank_used,index_note,grade,basis
offensivePhysicalModifier,80.0,devotion:tier3_20a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePhysicalModifier,120.0,devotion:tier3_20d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePhysicalModifier,104.0,skill:passive3.dbr,skill,12,exact,MEASURED,record field read at the save's own allocation
offensivePhysicalModifier,143.0,skill:divinemandate1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensivePierceMax,16.0,devotion:tier3_20d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceMin,12.0,devotion:tier3_20d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceModifier,45.0,gear:feet:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceModifier,15.0,devotion:tier1_08a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceModifier,24.0,devotion:tier1_08c.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceModifier,80.0,devotion:tier3_20a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePierceModifier,120.0,devotion:tier3_20d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensivePoisonMin,16.0,gear:relic:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensivePoisonModifier,110.0,gear:relic:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingChance,50.0,skill:presenceofvirtue1.dbr,skill,13,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingDurationMin,3.0,gear:hands:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingDurationMin,3.0,skill:presenceofvirtue1.dbr,skill,13,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingDurationModifier,30.0,gear:hands:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingMin,14.0,gear:hands:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingMin,67.0,skill:presenceofvirtue1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,60.0,gear:feet:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,65.0,gear:hands:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,50.0,gear:ring1:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,76.0,gear:waist:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,45.0,gear:medal:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,110.0,gear:relic:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,200.0,gear:weapon:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,50.0,gear:weapon:component,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,80.0,gear:weapon:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,15.0,devotion:tier1_39a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowBleedingModifier,50.0,devotion:tier1_39d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowColdModifier,100.0,devotion:tier2_17e.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowFireModifier,40.0,gear:legs:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowFireModifier,66.0,gear:ring1:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowFireModifier,45.0,gear:ring2:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowFireModifier,100.0,devotion:tier2_17e.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowFireModifier,143.0,skill:divinemandate1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowLightningModifier,100.0,devotion:tier2_17e.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowManaLeachDurationMin,3.0,gear:medal:component,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowManaLeachMin,15.0,gear:medal:component,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalChance,50.0,skill:presenceofvirtue1.dbr,skill,13,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalDurationMin,5.0,skill:divinemandate1.dbr,skill,13,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalDurationMin,5.0,skill:presenceofvirtue1.dbr,skill,13,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalDurationModifier,80.0,skill:divinemandate1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalMin,35.0,skill:divinemandate1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalMin,67.0,skill:presenceofvirtue1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,62.0,gear:head:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,gear:neck:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,62.0,gear:chest:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,40.0,gear:legs:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,60.0,gear:feet:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,65.0,gear:hands:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,66.0,gear:ring1:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,gear:ring1:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,45.0,gear:ring2:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,56.0,gear:ring2:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,76.0,gear:waist:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,62.0,gear:shoulders:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,45.0,gear:medal:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,gear:medal:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,75.0,gear:medal:affix,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,110.0,gear:relic:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,200.0,gear:weapon:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,gear:weapon:component,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,devotion:tier2_17b.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,50.0,devotion:tier2_37c.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,104.0,skill:passive3.dbr,skill,12,exact,MEASURED,record field read at the save's own allocation
offensiveSlowPhysicalModifier,143.0,skill:divinemandate1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
offensiveSlowPoisonModifier,110.0,gear:relic:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowTotalSpeedChance,10.0,gear:head:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowTotalSpeedDurationMin,3.0,gear:head:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveSlowTotalSpeedMin,15.0,gear:head:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,35.0,gear:neck:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,35.0,gear:neck:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,35.0,gear:ring2:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,50.0,devotion:tier2_21a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,70.0,devotion:tier2_21d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,15.0,devotion:tier1_38c.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifier,85.0,auramod:fieldcommand2.dbr,auramod,12,exact,MEASURED,record field read at the save's own allocation
offensiveTotalDamageModifierChance,10.0,gear:weapon:augment,gear,1,scalar,MEASURED,record field read at the save's own allocation
retaliationPhysicalMin,137.0,skill:presenceofvirtue1.dbr,skill,13,exact,MEASURED,record field read at the save's own allocation
retaliationTotalDamageModifier,35.0,gear:neck:base,gear,1,scalar,MEASURED,record field read at the save's own allocation
retaliationTotalDamageModifier,80.0,devotion:tier2_21a.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
retaliationTotalDamageModifier,100.0,devotion:tier2_21d.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
retaliationTotalDamageModifier,30.0,devotion:tier1_39c.dbr,devotion,1,scalar,MEASURED,record field read at the save's own allocation
retaliationTotalDamageModifier,133.0,auramod:presenceofvirtue3.dbr,auramod,11,exact,MEASURED,record field read at the save's own allocation
skillManaCostReduction,10.0,gear:neck:component,gear,1,scalar,MEASURED,record field read at the save's own allocation
augmentAllLevel,1.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentMasteryLevel1,3.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentMasteryLevel2,3.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentSkillLevel1,29.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentSkillLevel2,24.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentSkillLevel3,20.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentSkillLevel4,12.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
augmentSkillLevel5,4.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterArmorStrengthReqReduction,12.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterAttackSpeedModifier,118.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterBaseAttackSpeed,-0.18,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterConstitutionModifier,53.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterDefensiveAbility,779.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterDefensiveAbilityModifier,2.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterDexterity,378.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterEnergyAbsorptionPercent,20.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterHealIncreasePercent,22.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterIntelligence,331.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterLife,8034.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterLifeModifier,67.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterLifeRegen,60.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterLifeRegenModifier,58.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterMana,1683.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterManaLimitReserve,932.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterManaRegen,16.4,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterManaRegenModifier,63.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterOffensiveAbility,778.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterOffensiveAbilityModifier,16.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterRunSpeedModifier,38.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterShieldStrengthReqReduction,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterSpellCastSpeedModifier,70.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterStrength,658.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterStrengthModifier,28.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
characterTotalSpeedModifier,12.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
conversionPercentage,260.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
conversionPercentage2,50.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveAetherModifier,24.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveBonusPhysicalMax,62.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveBonusPhysicalMin,48.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveChaosModifier,66.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveCritDamageModifier,56.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveElementalMin,15.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveElementalModifier,110.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveFireMin,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveFireModifier,294.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveGlobalChance,100.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveLifeLeechMin,20.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveLifeModifier,24.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePhysicalMax,873.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePhysicalMin,264.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePhysicalModifier,2059.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePierceMax,16.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePierceMin,12.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePierceModifier,284.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePoisonMin,16.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensivePoisonModifier,110.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowBleedingChance,50.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowBleedingDurationMin,6.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowBleedingDurationModifier,30.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowBleedingMin,81.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowBleedingModifier,801.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowColdModifier,100.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowFireModifier,394.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowLightningModifier,100.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowManaLeachDurationMin,3.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowManaLeachMin,15.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPhysicalChance,50.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPhysicalDurationMin,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPhysicalDurationModifier,80.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPhysicalMin,102.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPhysicalModifier,1571.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowPoisonModifier,110.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowTotalSpeedChance,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowTotalSpeedDurationMin,3.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveSlowTotalSpeedMin,15.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveTotalDamageModifier,325.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveTotalDamageModifierChance,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
retaliationPhysicalMin,137.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
retaliationTotalDamageModifier,378.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
skillManaCostReduction,10.0,__SUM__,composed,,,DERIVED-SUM-ADDITIVE-WITHIN-FIELD,"additive within field (the L-65 life-chain law, re-verified in L2.1)"
offensiveAetherModifier,361.0,__SHEET_CAMERA__,corroboration,frame 513-516,aether: sheet 361 - table-sum 24 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveLifeModifier,361.0,__SHEET_CAMERA__,corroboration,frame 513-516,vitality: sheet 361 - table-sum 24 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveColdModifier,447.0,__SHEET_CAMERA__,corroboration,frame 513-516,cold: sheet 447 - table-sum 110 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveLightningModifier,447.0,__SHEET_CAMERA__,corroboration,frame 513-516,lightning: sheet 447 - table-sum 110 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensivePoisonModifier,440.0,__SHEET_CAMERA__,corroboration,frame 513-516,acid_poison: sheet 440 - table-sum 110 = +330,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveSlowLightningModifier,437.0,__SHEET_CAMERA__,corroboration,frame 513-516,electrocute: sheet 437 - table-sum 100 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveSlowLifeModifier,337.0,__SHEET_CAMERA__,corroboration,frame 513-516,vitality_decay: sheet 337 - table-sum 0 = +337,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensivePierceModifier,643.0,__SHEET_CAMERA__,corroboration,frame 513-516,pierce: sheet 643 - table-sum 284 = +359,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveFireModifier,814.0,__SHEET_CAMERA__,corroboration,frame 513-516,fire: sheet 814 - table-sum 404 = +410,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveSlowBleedingModifier,1366.0,__SHEET_CAMERA__,corroboration,frame 513-516,bleed: sheet 1366 - table-sum 801 = +565,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensiveSlowPhysicalModifier,2407.0,__SHEET_CAMERA__,corroboration,frame 513-516,trauma: sheet 2407 - table-sum 1571 = +836,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
offensivePhysicalModifier,3036.0,__SHEET_CAMERA__,corroboration,frame 513-516,physical: sheet 3036 - table-sum 2059 = +977,MEASURED-BY-CAMERA,Lap A measured-player-sheet.csv
__LAW__global_total_damage_term,337.0,__INVERSION__,composed,,"EXACT on 6 independent damage types: aether,vitality,cold,lightning,electrocute,vitality_decay",MEASURED-BY-INVERSION,"sheet%type - table-sum(type) is the SAME constant 337 on those types => the total-damage term is ADDITIVE with the type term, not multiplicative"
__LAW__table_sum_offensiveTotalDamageModifier,325.0,__SUM__,composed,,chance-gated weapon-augment line EXCLUDED (see CHANCE_GATED),DERIVED-SUM,reaches 325 of the inverted 337 -- residual +12 DECLARED (D-L2)
