record,display_name,archetype_tag,stratum,status,arz_owners,threat_tier,level_min,level_max,wave_first,wave_last,n_actors,n_champion_actors,life_modifier_pct_min,life_modifier_pct_max,mesh,mesh_body,mesh_file,mesh_scale,base_texture,anim_table,controller,controller_class,monster_classification,character_attack_speed,character_attack_speed_tag,character_spellcast_speed,character_run_speed,walk_speed,run_speed_jitter,disable_movement,min_rotation_speed,max_rotation_speed,num_attack_slots,n_slots_decoded,waiting_anim_delay_ms,death_anim_blend_time,basic_attack_anims,basic_attack_anim_weights,basic_attack_anim_speeds,basic_attack_anim_durs_s,basic_attack_dur_s,basic_swing_period_s,anim_classes_alt,skill_classes,n_skill_classes,damage_types,damage_types_nonphysical,damage_types_dot,control_effects,n_control_effects,range_band_modal,range_band_chanceweighted,range_band_profile,life_equation,character_life,character_life_modifier,bio_record,pools,pool_kinds,ctrl_MaxPursuitDistance,ctrl_PursuitTime,ctrl_ViewDistance,ctrl_InnerViewDistance,ctrl_MaxYViewDistance,ctrl_RoamBehavior,ctrl_RoamDistance,ctrl_MinRoamDistance,ctrl_MinTimeBeforeRoam,ctrl_MaxTimeBeforeRoam,ctrl_ChanceToIdleOnPatrol,ctrl_MinPatrolIdleTime,ctrl_MaxPatrolIdleTime,ctrl_WanderDistance,ctrl_MinWanderDistance,ctrl_TeleportToLeaderDistance,ctrl_fleeDistance,ctrl_FleeBehavior,ctrl_FleeChance,ctrl_DodgeChance,ctrl_DodgeDistance,ctrl_MinDodgeDistance,ctrl_DodgeDelay,ctrl_enemyTooClose,ctrl_EmoteBeforePursuingChance,ctrl_ChanceToRespondToDistressCall,ctrl_minSwingPause,ctrl_maxSwingPause,ctrl_RepositionChance,tree_n_skills,tree_unresolved,tree_skill_classes,tree_roles,tree_damage_types,tree_control_effects,tree_summons,n_summons,damage_types_union,damage_types_union_nonphysical,damage_types_dot_union,control_effects_union,n_control_effects_union,n_skills_total,mesh_key
records/creatures/enemies/hero/rhino_h02.dbr,Shadowhorn ~ Celestial,rhino_h02,hero,OK,gdx3|sm3,hero,109,109,161,161,1,1,326.0,326.0,creatures/enemies/woollyrhino/woollyrhino01c_shattered.msh,woollyrhino,woollyrhino01c_shattered.msh,1.1200000047683716,creatures/enemies/woollyrhino/woollyrhino01f_dif.tex,records/creatures/enemies/anm/anm_rhino.dbr,records/controllers/enemy/controller_rhino.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.2000000476837158,10.0,,4.0,8.0,4,3,5000,250.0,woollyrhino_attack_a01.anm|woollyrhino_attack_b01.anm|woollyrhino_attack_c01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.8333|0.8333|0.9000,0.8556,0.8556,,Skill_AttackProjectileRing|Skill_AttackWeapon|Skill_BuffAttackRadiusDrop,3,Physical|Pierce|Cold,Pierce|Cold,SlowBleeding,Stun,1,ShortRange,ShortRange,ShortRange:1|MediumRange:1|AnyRange:1,charLevel*1,0.0,0.0,,rhino_hero,HERO,125.0,10000,80.0,4.0,10.0,Roam,5.0,3.0,6000,12000,,1000,5000,0.0,2.0,40.0,8.0,NeverFlee,0,,,,,5.0,0,75,0.20000000298023224,0.6000000238418579,0,11,0,Skill_AttackProjectileRing|Skill_AttackWeapon|Skill_BuffAttackRadiusDrop|Skill_BuffOther|Skill_OnDeathSpawnActor|Skill_Passive,attack:2|buff:2|other:1|passive:6,Physical|Pierce|Cold,Stun,d01_chesthero_all_01.dbr,1,Physical|Pierce|Cold,Pierce|Cold,SlowBleeding,Stun,1,14,woollyrhino01c_shattered
records/creatures/enemies/hero/rhino_h03.dbr,Blazehorn ~ Infernal,rhino_h03,hero,OK,gdx3|sm3,hero,109,109,161,161,1,1,326.0,326.0,creatures/enemies/woollyrhino/woollyrhino01c_fire.msh,woollyrhino,woollyrhino01c_fire.msh,1.1200000047683716,creatures/enemies/woollyrhino/woollyrhino01d_dif.tex,records/creatures/enemies/anm/anm_rhino.dbr,records/controllers/enemy/controller_rhino.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.2000000476837158,10.0,,4.0,8.0,4,4,5000,250.0,woollyrhino_attack_a01.anm|woollyrhino_attack_b01.anm|woollyrhino_attack_c01.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.8333|0.8333|0.9000,0.8556,0.8556,,Skill_AttackProjectileRing|Skill_AttackWeapon|Skill_BuffSelfToggled,3,Physical|Pierce|Fire,Pierce|Fire,SlowBleeding,SlowDefensiveAbility,1,ShortRange,ShortRange,ShortRange:1|AnyRange:1,charLevel*1,0.0,0.0,,rhino_hero,HERO,125.0,10000,80.0,4.0,10.0,Roam,5.0,3.0,6000,12000,,1000,5000,0.0,2.0,40.0,8.0,NeverFlee,0,,,,,5.0,0,75,0.20000000298023224,0.6000000238418579,0,12,0,Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackWeapon|Skill_BuffOther|Skill_BuffSelfToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:3|buff:2|other:1|passive:6,Physical|Pierce|Fire,SlowDefensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Pierce|Fire,Pierce|Fire,SlowBleeding,SlowDefensiveAbility,1,16,woollyrhino01c_fire
records/creatures/enemies/hero/springscrab_h01.dbr,Sparkmucker ~ Thundering,springscrab_h01,hero,OK,gdx3|sm3,hero,109,109,152,152,1,1,308.0,308.0,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a_lightning.msh,crabmonstrosity,crabmonstrositysprings01a_lightning.msh,2.0,,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,,4.0,8.0,8,3,5000,250.0,crabmonstrosity_attack_a01.anm|crabmonstrosity_attack_c01.anm,100.0|100.0,1.0|1.0,0.9667|0.9000,0.9333,0.9333,,Skill_AttackWeapon|Skill_TargetedSpawnPet,2,Physical|Pierce|Poison,Pierce|Poison,,SlowDefensiveReduction,1,ShortRange,ShortRange,ShortRange:2|AnyRange:1,charLevel*1,0.0,0.0,,springscrab_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,2.0,2.0,6000,0.0,0,50,0.30000001192092896,0.699999988079071,0,13,0,Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_MonsterGenerator|Skill_OnDeathSpawnActor|Skill_Passive|Skill_PassiveOnLifeBuffSelf|Skill_TargetedSpawnPet,attack:2|buff:1|other:1|passive:7|summon:2,Physical|Pierce|Lightning|Poison,SlowDefensiveReduction,d01_chesthero_all_01.dbr|springscrab_a00_summon.dbr|trap_lightningspike_hero_a01.dbr,3,Physical|Pierce|Lightning|Poison,Pierce|Lightning|Poison,,SlowDefensiveReduction,1,16,crabmonstrositysprings01a_lightning
records/creatures/enemies/hero/springscrab_h02.dbr,Magecruncher ~ Arcane,springscrab_h02,hero,OK,gdx3|sm3,hero,109,109,152,152,1,1,308.0,308.0,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a_arcane.msh,crabmonstrosity,crabmonstrositysprings01a_arcane.msh,2.0,creatures/enemies/crabmonstrosity/crabmonstrositysprings01e_dif.tex,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,,4.0,8.0,8,5,5000,250.0,crabmonstrosity_attack_a01.anm|crabmonstrosity_attack_c01.anm,100.0|100.0,1.0|1.0,0.9667|0.9000,0.9333,0.9333,,Skill_AttackProjectile|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffRadiusToggled,4,Physical|Pierce|Poison|Elemental,Pierce|Poison|Elemental,SlowFire,Petrify|SlowDefensiveReduction,2,ShortRange,ShortRange,ShortRange:3|AnyRange:1,charLevel*1,0.0,0.0,,springscrab_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,2.0,2.0,6000,0.0,0,50,0.30000001192092896,0.699999988079071,0,15,0,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_MonsterGenerator|Skill_OnDeathSpawnActor|Skill_Passive|Skill_PassiveOnLifeBuffSelf,attack:4|buff:2|other:1|passive:7|summon:1,Physical|Pierce|Poison|Elemental,Petrify|SlowDefensiveReduction,d01_chesthero_all_01.dbr|springscrab_a00_summon.dbr,2,Physical|Pierce|Poison|Elemental,Pierce|Poison|Elemental,SlowFire,Petrify|SlowDefensiveReduction,2,20,crabmonstrositysprings01a_arcane
records/creatures/enemies/hero/springscrab_h04.dbr,Muckclaw ~ Unstoppable,springscrab_h04,hero,OK,gdx3|sm3,hero,109,109,152,152,1,1,308.0,308.0,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a.msh,crabmonstrosity,crabmonstrositysprings01a.msh,2.0,creatures/enemies/crabmonstrosity/crabmonstrositysprings01g_dif.tex,records/creatures/enemies/anm/anm_swampcrab.dbr,records/controllers/enemy/controller_swampcrab_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.699999988079071,15.0,,4.0,8.0,8,3,5000,250.0,crabmonstrosity_attack_a01.anm|crabmonstrosity_attack_c01.anm,100.0|100.0,1.0|1.0,0.9667|0.9000,0.9333,0.9333,,Skill_AttackWeapon|Skill_BuffRadiusToggled,2,Physical|Pierce|Poison,Pierce|Poison,,SlowDefensiveReduction,1,ShortRange,ShortRange,ShortRange:2,charLevel*1,0.0,0.0,,springscrab_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,2.0,2.0,6000,0.0,0,50,0.30000001192092896,0.699999988079071,0,12,0,Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_MonsterGenerator|Skill_OnDeathSpawnActor|Skill_Passive|Skill_PassiveOnLifeBuffSelf,attack:2|buff:1|other:1|passive:7|summon:1,Physical|Pierce|Poison|Chaos,SlowDefensiveReduction,d01_chesthero_all_01.dbr|springscrab_a00_summon.dbr,2,Physical|Pierce|Poison|Chaos,Pierce|Poison|Chaos,,SlowDefensiveReduction,1,15,crabmonstrositysprings01a
records/creatures/enemies/hero/swampgolem_h01.dbr,Ferrosius ~ Swift,swampgolem_h01,hero,OK,gdx1|gdx2|sm1|sm3,hero,109,109,151,151,1,1,306.0,306.0,creatures/enemies/golem/golemswamp01d_phase01.msh,golem,golemswamp01d_phase01.msh,1.3200000524520874,creatures/enemies/golem/golemswamp01d_dif.tex,records/creatures/enemies/anm/anm_swampgolem_phase01.dbr,records/controllers/enemy/controller_swampgolem.dbr,ControllerMonster,Hero,1.149999976158142,CharacterAttackSpeedAverage,1.0,1.350000023841858,1.0,15.0,,4.0,8.0,8,5,5000,250.0,golemswamp_phase01_attack_a01.anm|golemswamp_phase01_attack_b01.anm,100.0|100.0,1.25|1.25,1.3600|1.3600,1.36,1.1826,,Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffRadiusToggled|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,5,Physical|Lightning|Poison,Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed,2,ShortRange,ShortRange,ShortRange:1|MediumRange:1|AnyRange:1,(charLevel*1.1)+2,0.0,,,swampgolem_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,100,0.5,1.0,0,12,0,Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,attack:3|buff:1|other:1|passive:6|summon:1,Physical|Lightning|Poison,SlowTotalSpeed|SlowAttackSpeed,d01_chesthero_all_01.dbr|livingplant_a01_summon.dbr,2,Physical|Lightning|Poison,Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed,2,17,golemswamp01d_phase01
records/creatures/enemies/hero/swampgolem_h02.dbr,Titanius Steelskin ~ Defender,swampgolem_h02,hero,OK,gdx1|gdx2|sm1|sm3,hero,109,109,151,151,1,1,306.0,306.0,creatures/enemies/golem/golemswamp01e_phase01.msh,golem,golemswamp01e_phase01.msh,1.3200000524520874,creatures/enemies/golem/golemswamp01e_dif.tex,records/creatures/enemies/anm/anm_swampgolem_phase01.dbr,records/controllers/enemy/controller_swampgolem.dbr,ControllerMonster,Hero,1.149999976158142,CharacterAttackSpeedAverage,1.0,1.350000023841858,1.0,15.0,,4.0,8.0,8,5,5000,250.0,golemswamp_phase01_attack_a01.anm|golemswamp_phase01_attack_b01.anm,100.0|100.0,1.25|1.25,1.3600|1.3600,1.36,1.1826,,Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffRadiusToggled|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,5,Physical|Lightning|Poison,Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed,2,ShortRange,ShortRange,ShortRange:1|MediumRange:1|AnyRange:1,(charLevel*1.1)+2,0.0,,,swampgolem_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,100,0.5,1.0,0,12,0,Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,attack:3|buff:1|other:1|passive:6|summon:1,Physical|Lightning|Poison,SlowTotalSpeed|SlowAttackSpeed,d01_chesthero_all_01.dbr|livingplant_a01_summon.dbr,2,Physical|Lightning|Poison,Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed,2,17,golemswamp01e_phase01
records/creatures/enemies/hero/swampgolem_h05.dbr,Frulgar ~ Infernal,swampgolem_h05,hero,OK,gdx3|sm3,hero,109,109,151,151,1,1,306.0,306.0,creatures/enemies/golem/golemswamp01a_phase01_infernal.msh,golem,golemswamp01a_phase01_infernal.msh,1.3200000524520874,creatures/enemies/golem/golemswamp01h_dif.tex,records/creatures/enemies/anm/anm_swampgolem_phase01.dbr,records/controllers/enemy/controller_swampgolem.dbr,ControllerMonster,Hero,1.149999976158142,CharacterAttackSpeedAverage,1.0,1.350000023841858,1.0,15.0,,4.0,8.0,8,7,5000,250.0,golemswamp_phase01_attack_a01.anm|golemswamp_phase01_attack_b01.anm,100.0|100.0,1.25|1.25,1.3600|1.3600,1.36,1.1826,,Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffSelfToggled|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,5,Physical|Fire|Lightning|Poison,Fire|Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed|SlowDefensiveAbility,3,AnyRange,AnyRange,AnyRange:2|ShortRange:1|MediumRange:1,(charLevel*1.1)+2,0.0,,,swampgolem_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,100,0.5,1.0,0,14,0,Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackWave|Skill_BuffSelfToggled|Skill_OnDeathSpawnActor|Skill_Passive|Skill_SpawnPet|Skill_WeaponPool_ChargedFinale,attack:5|buff:1|other:1|passive:6|summon:1,Physical|Fire|Lightning|Poison,SlowTotalSpeed|SlowAttackSpeed|SlowDefensiveAbility,d01_chesthero_all_01.dbr|livingplant_a01_summon.dbr,2,Physical|Fire|Lightning|Poison,Fire|Lightning|Poison,SlowPoison,SlowTotalSpeed|SlowAttackSpeed|SlowDefensiveAbility,3,21,golemswamp01a_phase01_infernal
records/creatures/enemies/hero/viper_h02.dbr,Arashor,viper_h02,hero,OK,gdx2|sm2,hero,109,109,163,163,2,2,330.0,330.0,creatures/enemies/viper/viper01c_vitality.msh,viper,viper01c_vitality.msh,1.4500000476837158,creatures/enemies/viper/viper01e_dif.tex,records/creatures/enemies/anm/anm_viper.dbr,records/controllers/enemy/controller_viper_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.44999998807907104,15.0,,4.0,8.0,4,6,5000,250.0,basilisk_attack_a01.anm|basilisk_attack_b01.anm|basilisk_attack_c01.anm,100.0|100.0|100.0,1.0|1.0|1.0,1.2667|1.7000|1.2000,1.3889,1.3889,,Skill_AttackProjectileBurst|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeaponCharge|Skill_BuffRadius,5,Physical|Life,Life,SlowPhysical|SlowLife,TotalDamageReductionPercent,1,MediumRange,MediumRange,MediumRange:3|ShortRange:1|LongRange:1,charLevel*1,0.0,,,viper_hero,HERO,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,8.0,NeverFlee,0,,,,,0.0,0,50,,,0,13,0,Skill_AttackProjectileAreaEffect|Skill_AttackProjectileBurst|Skill_AttackRadius|Skill_AttackWave|Skill_AttackWeaponCharge|Skill_BuffRadius|Skill_OnDeathSpawnActor|Skill_Passive,attack:6|buff:1|other:1|passive:5,Physical|Life,TotalDamageReductionPercent,d01_chesthero_all_01.dbr,1,Physical|Life,Life,SlowPhysical|SlowBleeding|SlowLife,TotalDamageReductionPercent,1,19,viper01c_vitality
records/creatures/enemies/hero/viper_h04.dbr,Cespal ~ Arcane,viper_h04,hero,OK,gdx2|sm2,hero,109,109,163,163,1,1,330.0,330.0,creatures/enemies/viper/viper01c_arcane.msh,viper,viper01c_arcane.msh,1.4500000476837158,creatures/enemies/viper/viper01g_dif.tex,records/creatures/enemies/anm/anm_viper.dbr,records/controllers/enemy/controller_viper_melee.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.44999998807907104,15.0,,4.0,8.0,4,7,5000,250.0,basilisk_attack_a01.anm|basilisk_attack_b01.anm|basilisk_attack_c01.anm,100.0|100.0|100.0,1.0|1.0|1.0,1.2667|1.7000|1.2000,1.3889,1.3889,,Skill_AttackProjectileBurst|Skill_AttackRadius|Skill_AttackWeaponCharge|Skill_BuffRadius|Skill_BuffRadiusToggled,5,Physical|Life|Elemental,Life|Elemental,SlowPhysical|SlowLife,Petrify|TotalDamageReductionPercent,2,ShortRange,ShortRange,ShortRange:2|MediumRange:2|LongRange:1,charLevel*1,0.0,,,viper_hero,HERO,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,8.0,NeverFlee,0,,,,,0.0,0,50,,,0,16,0,Skill_AttackBuff|Skill_AttackProjectile|Skill_AttackProjectileBurst|Skill_AttackRadius|Skill_AttackWeaponCharge|Skill_BuffRadius|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:6|buff:3|other:1|passive:6,Physical|Life|Elemental,Petrify|TotalDamageReductionPercent,d01_chesthero_all_01.dbr,1,Physical|Life|Elemental,Life|Elemental,SlowPhysical|SlowFire|SlowLife,Petrify|TotalDamageReductionPercent,2,23,viper01c_arcane
records/creatures/enemies/hero/wendigo_h01.dbr,Vollarius ~ Arcane,wendigo_h01,hero,OK,gdx1|gdx2|sm1,hero,109,109,151,151,2,2,306.0,306.0,creatures/enemies/wendigo/wendigo01b_arcane.msh,wendigo,wendigo01b_arcane.msh,1.2000000476837158,creatures/enemies/wendigo/wendigo01f_dif.tex,records/creatures/enemies/anm/anm_wendigo.dbr,records/controllers/enemy/controller_wendigo.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,10.0,,4.0,8.0,8,7,5000,250.0,wendigo_attack_b01.anm|wendigo_attack_a01.anm,100.0|100.0,1.0|1.0,0.8333|1.0333,0.9333,0.9333,,Skill_AttackBuffRadius|Skill_AttackProjectile|Skill_AttackProjectileAreaEffect|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffRadiusToggled,6,Physical|Life|Elemental,Life|Elemental,SlowBleeding|SlowFire,Petrify|SlowOffensiveAbility,2,ShortRange,ShortRange,ShortRange:3|MediumRange:1|AnyRange:1,charLevel*1,0.0,0.0,,wendigo_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,,,,,0.0,0,75,0.20000000298023224,0.6000000238418579,0,16,0,Skill_AttackBuff|Skill_AttackBuffRadius|Skill_AttackProjectile|Skill_AttackProjectileAreaEffect|Skill_AttackRadius|Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:5|buff:4|other:1|passive:6,Physical|Life|Elemental,Petrify|SlowOffensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Life|Elemental,Life|Elemental,SlowBleeding|SlowFire|SlowLife,Petrify|SlowOffensiveAbility,2,23,wendigo01b_arcane
records/creatures/enemies/hero/wendigo_h04.dbr,Ravagrad ~ Unstoppable,wendigo_h04,hero,OK,gdx1|gdx2|sm1,hero,109,109,151,151,1,1,306.0,306.0,creatures/enemies/wendigo/wendigo01b.msh,wendigo,wendigo01b.msh,1.2000000476837158,creatures/enemies/wendigo/wendigo01i_dif.tex,records/creatures/enemies/anm/anm_wendigo.dbr,records/controllers/enemy/controller_wendigo.dbr,ControllerMonster,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,10.0,,4.0,8.0,8,5,5000,250.0,wendigo_attack_b01.anm|wendigo_attack_a01.anm,100.0|100.0,1.0|1.0,0.8333|1.0333,0.9333,0.9333,,Skill_AttackBuffRadius|Skill_AttackProjectileAreaEffect|Skill_AttackWeapon|Skill_BuffRadiusToggled,4,Physical|Life,Life,SlowBleeding,SlowOffensiveAbility,1,ShortRange,ShortRange,ShortRange:2|MediumRange:1,charLevel*1,0.0,0.0,,wendigo_hero,HERO,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,,,,,0.0,0,75,0.20000000298023224,0.6000000238418579,0,12,0,Skill_AttackBuffRadius|Skill_AttackProjectileAreaEffect|Skill_AttackWeapon|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_Passive,attack:3|buff:2|other:1|passive:6,Physical|Chaos|Life,SlowOffensiveAbility,d01_chesthero_all_01.dbr,1,Physical|Chaos|Life,Chaos|Life,SlowBleeding|SlowLife,SlowOffensiveAbility,1,17,wendigo01b
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,"Valdaran, the Storm Scourge",nemesis_aetherial_01,nemesis,OK,base|gdx1|gdx2|sm_mod,nemesis,109,109,165,165,1,0,334.0,334.0,creatures/enemies/reanimator/reanimator_f01.msh,reanimator,reanimator_f01.msh,1.399999976158142,,records/creatures/enemies/anm/anm_reanimatornemesis01.dbr,records/controllers/enemy/controller_nemesis_reanimator.dbr,ControllerMonster,Boss,1.149999976158142,CharacterAttackSpeedAverage,1.0800000429153442,1.0,1.0,,,6.0,10.0,8,7,5000,250.0,reanimator_attack_01.anm|reanimator_attack_02.anm,100.0|100.0,1.25|1.25,1.1200|1.0933,1.1067,0.9623,sHanded|dHanded,Skill_AttackProjectileBurst|Skill_AttackRadius|Skill_AttackRadiusLightning|Skill_AttackSpellTeleport|Skill_AttackSpellTeleportSelf|Skill_BuffAttackRadiusDuration|Skill_BuffRadiusToggled,7,Lightning|Aether|Elemental,Lightning|Aether|Elemental,SlowLightning,Stun|SlowRunSpeed,2,LongRange,LongRange,LongRange:3|ShortRange:1|AnyRange:1,charLevel*1+2,0.0,0.0,,nemesis_aetherial|nemesis_all|nemesis_all_nokymon|nemesis_all_nonecro|nemesis_all_nooutlaw|nemesis_all_noundead,BOSS,125.0,10000,80.0,12.0,20.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,8.0,NeverFlee,0,70,4.0,5.0,4000,0.0,0,15,0.5,1.0,100,16,0,Skill_AttackProjectileBurst|Skill_AttackProjectileRing|Skill_AttackRadius|Skill_AttackRadiusLightning|Skill_AttackSpellTeleport|Skill_AttackSpellTeleportSelf|Skill_BuffAttackRadiusDuration|Skill_BuffRadiusToggled|Skill_OnDeathSpawnActor|Skill_OnHitAttackRadius|Skill_Passive|Skill_PassiveOnLifeBuffSelf,attack:6|buff:2|other:2|passive:6,Physical|Lightning|Aether|Elemental,Stun|SlowRunSpeed,n01_nemesischest_01.dbr,1,Physical|Lightning|Aether|Elemental,Lightning|Aether|Elemental,SlowLightning,Stun|SlowRunSpeed,2,23,reanimator_f01
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,Archmage Aleksander,nemesis_aetherialvanguard_01,nemesis,OK,gdx1|gdx2|sm1,nemesis,109,109,160,161,2,0,324.0,326.0,creatures/enemies/possessed/possessed_a01.msh,possessed,possessed_a01.msh,1.350000023841858,,records/creatures/enemies/anm/anm_nemesisascended.dbr,records/controllers/enemy/controller_nemesis_aetherialvanguard.dbr,ControllerMonster,Boss,1.0,CharacterAttackSpeedAverage,1.0,1.2000000476837158,,,,4.0,8.0,8,6,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5067,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,Skill_AttackProjectileDrop|Skill_AttackProjectileRing|Skill_AttackSpellTeleportSelf|Skill_AttackWave|Skill_SpawnPetMonster,5,Physical|Fire|Aether|Elemental,Fire|Aether|Elemental,SlowFire,Freeze|SlowDefensiveAbility|SlowDamageMult,3,AnyRange,AnyRange,AnyRange:2|MediumRange:2|LongRange:1,charLevel*1+5,0.0,0.0,,nemesis_aetherialvanguard|nemesis_all|nemesis_all_nobeast|nemesis_all_novoidborn|nemesis_all_nowendigo|nemesis_wendigooraetherialvanguard,BOSS,125.0,10000,80.0,12.0,10.0,Roam,2.0,2.0,2000,2000,0,1000,5000,0.0,2.0,40.0,0.0,NeverFlee,0,0,0.0,0.0,0,0.0,0,20,0.6000000238418579,1.0,100,12,0,Skill_AttackProjectileDrop|Skill_AttackProjectileRing|Skill_AttackSpellTeleportSelf|Skill_AttackWave|Skill_OnDeathSpawnActor|Skill_Passive|Skill_SpawnPetMonster,attack:5|other:1|passive:5|summon:1,Physical|Fire|Aether|Elemental,Freeze|SlowDefensiveAbility|SlowDamageMult,aetherialvanguard_crystal.dbr|n01_nemesischest_01.dbr,2,Physical|Fire|Aether|Elemental,Fire|Aether|Elemental,SlowFire,Freeze|SlowDefensiveAbility|SlowDamageMult,3,18,possessed_a01
