record,display_name,stratum,slot,skill,skill_class,chance_pct,delay_s,timeout_s,range_band,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,instant_cast,allows_warmup,warmup_effect,wave_time_s,wave_distance,camera_shake_dur_s,time_between_attacks_ms,target_interval_s,distance_profile,anim_binding_grade,special_anim_ref,fallback_anm,fallback_anm_dur_s,special_anm,special_anm_frames,special_anm_dur_s,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,damage_types_direct,damage_types_dot,control_effects,n_damage_ranks,skill_radius,skill_max_targets,skill_angle
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/carraxus_poisonprojectilenova.dbr,Skill_AttackProjectileRing,100.0,5.0,1.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,Spin,,,crabmonstrosity_attack_b01.anm,35,1.1667,records/fx/skillsother/projectile/waterpoisonorb_fxprojectile.dbr,14.0,18.0,,Physical|Poison,,,60,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,Skill_SpawnPet,100.0,18.0,8.0,AnyRange,,,,False,,,,,,,,Boss,REF-UNSATISFIED-BY-TABLE,Summon,crabmonstrosity_attack_c01.anm,0.9,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/carraxus_poisonbreath.dbr,Skill_AttackWave,100.0,7.0,4.0,ShortRange,,,,,,,0.4000000059604645,5.0,,,,Melee,DIRECT-REF,BreathPoison,,,crabmonstrosity_breathpoison_b01.anm,50,1.6667,,,,,Physical|Poison,SlowPoison,,60,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,special5,records/skills/nonplayerskillsgdx1/bossskills/carraxus_causticcrush.dbr,Skill_AttackWeapon,100.0,4.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,CrushPoison,,,crabmonstrosity_attack_d01_poison.anm,21,0.7,,,,,Physical|Pierce,,,60,,1,25.0
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/bargoll_acidarc.dbr,Skill_AttackWave,100.0,5.0,3.0,ShortRange,,,,,,,0.20000000298023224,10.0,1.0,,,Moderate,DIRECT-REF,DoubleStrike,,,golemswamp_phase01_attackspecial_a01.anm,81,2.7,,,,,Physical|Poison,SlowPoison,SlowDefensiveAbility,60,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/bargoll_poisonprojectilenova.dbr,Skill_AttackProjectileRing,100.0,8.0,1.0,MediumRange,,,,,,,,,,,,Short,DIRECT-REF,Channel,,,golemswamp_phase01_channel_a01.anm,74,2.4667,records/fx/skillsothergdx1/projectile/acidorb_burst_projectilefx01.dbr,16.0,20.0,,Physical|Poison,SlowPoison,,60,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/bargoll_poisonrift.dbr,Skill_AttackRadius,100.0,6.0,5.0,MediumRange,,,,,,,,,,,,Short,DIRECT-REF,Slam,,,golemswamp_phase01_attackranged_a01.anm,86,2.8667,,,,,Physical|Poison,SlowPoison,,60,8.0,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,basic,records/skills/nonplayerskills/bossskills/angela_arcanemissile.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Long,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillclass03/arcanemissile_fxprojectile.dbr,20.0,20.0,30.0,Physical|Aether,,,60,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,special1,records/skills/nonplayerskills/bossskills/angela_arcanemissilebarrage.dbr,Skill_AttackProjectileBurst,100.0,6.0,5.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,SlowCast,,,theoutcast_cast_slow.anm,19,0.6333,records/fx/skillclass03/arcanemissile_fxprojectile.dbr,20.0,20.0,30.0,Physical|Aether,,,60,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,special2,records/skills/nonplayerskills/bossskills/angela_devastation.dbr,Skill_BuffAttackRadiusDrop,100.0,10.0,0.0,AnyRange,,10.0,,,,,,,,,0.30000001192092896,Maximum,DIRECT-REF,Devastation,,,theoutcast_spellattack_d01.anm,19,0.6333,records/fx/skillclass05/devastation2_projectilefx01.dbr,40.0,24.0,0.0,Physical|Aether,,,60,7.0,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,special3,records/skills/nonplayerskills/bossskills/angela_annihilation.dbr,Skill_AttackRadius,100.0,12.0,12.0,ShortRange,,,,,,,,,,,,Short,DIRECT-REF,NovaHugeSunder,,,heroine01_sword1h_spell_aethercastlong_sunder.anm,95,3.1667,,,,,Physical|Aether,,SlowDamageMult,60,14.0,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,initial,records/skills/nonplayerskills/bossskills/angela_aetherform03.dbr,Skill_BuffAttackRadiusToggled,,,,,,,,False,,,,,,,,Short,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,Aether,,,60,3.0,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,dying,records/skills/nonplayerskills/bossskills/angela_annihilation.dbr,Skill_AttackRadius,,,,,,,,,,,,,,,,Short,DIRECT-REF,NovaHugeSunder,,,heroine01_sword1h_spell_aethercastlong_sunder.anm,95,3.1667,,,,,Physical|Aether,,SlowDamageMult,60,14.0,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_tripleswipe.dbr,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,TripleStrike,,,wendigo_attack_c01.anm,58,1.9333,,,,,Physical|Pierce,SlowBleeding,,60,,1,25.0
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_bonepath.dbr,Skill_AttackWave,100.0,7.0,4.0,MediumRange,,,,,,,0.800000011920929,12.0,,,,Long,NO-REF,,wendigo_attack_a01.anm,1.0333,,,,,,,,Physical|Pierce|Cold,,SlowRunSpeed,60,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_ram.dbr,Skill_AttackWeapon,100.0,5.0,0.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Ram,,,wendigo_attackspecial_ram_a01.anm,26,0.8667,,,,,Physical|Life,,,60,,1,25.0
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_soulwell.dbr,Skill_AttackProjectileAreaEffect,100.0,4.0,2.0,LongRange,2.0,6.0,,,,,,,,,,Long,NO-REF,,wendigo_attack_a01.anm,1.0333,,,,records/fx/skillsother/itemskills/soulwellghostly_projectile01.dbr,,20.0,,Physical|Cold|Life,,,60,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,special5,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_summonwraith.dbr,Skill_SpawnPet,100.0,16.0,8.0,AnyRange,,,,False,,,,,,,,Boss,NO-REF,,wendigo_attack_a01.anm,1.0333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_tripleswipe.dbr,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,TripleStrike,,,wendigo_attack_c01.anm,58,1.9333,,,,,Physical|Pierce,SlowBleeding,,60,,1,25.0
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_charge.dbr,Skill_AttackWeaponCharge,100.0,4.0,0.0,LongRange,,,,,,,,,0.25,,,Melee,NO-REF,,,,,,,,,,,Physical|Fire,,Stun,60,,1,25.0
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_summonfiredevil.dbr,Skill_TargetedSpawnPet,100.0,8.0,3.0,MediumRange,3.0,,,,,,,,,,,Moderate,NO-REF,,wendigo_attack_a01.anm,1.0333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,initial,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_burningpresence.dbr,Skill_BuffAttackRadiusToggled,,,,,,,,True,,,,,,,,Short,NO-REF,,wendigo_attack_a01.anm,1.0333,,,,,,,,Fire,,,60,3.0,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,basic,records/skills/nonplayerskillsgdx1/bossskills/witch_necroticmissiles.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Long,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/necroticmissile_fxprojectile.dbr,20.0,20.0,15.0,Physical|Life,,,60,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,special1,records/skills/nonplayerskillsgdx1/bossskills/witch_commandoozenovaturret.dbr,Skill_AttackProjectileFan,100.0,11.0,7.0,LongRange,,,,,,,,,,,,Boss,DIRECT-REF,Stormcaller,,,heroine01_sword1h_skill_stormcaller_a01.anm,21,0.7,records/fx/skillsothergdx1/projectileboss/witch_chaosnova_fxprojectile.dbr,10.0,35.0,,Chaos|Life,,SlowTotalSpeed,60,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,special2,records/skills/nonplayerskillsgdx1/bossskills/witch_necroticprojectilenova.dbr,Skill_AttackProjectileRing,100.0,8.0,2.0,MediumRange,,,,,,,,,,,,Short,DIRECT-REF,Nova,,,heroine01_unarmed_spell_nova_a01.anm,19,0.6333,records/fx/skillsothergdx1/projectileboss/necroticmissileboomerang_fxprojectile.dbr,14.0,40.0,,Physical|Life,,,60,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,special3,records/skills/nonplayerskillsgdx1/bossskills/witch_goregeyser.dbr,Skill_AttackProjectileAreaEffect,100.0,6.0,3.0,AnyRange,,6.0,,,,,,,,,,Long,DIRECT-REF,Stormcaller,,,heroine01_sword1h_skill_stormcaller_a01.anm,21,0.7,records/fx/skillsother/projectile_aoe/fx_bloodspout_projectile01.dbr,,20.0,,Physical|Life,SlowBleeding,,60,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,special4,records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr,Skill_SpawnPet,100.0,22.0,8.0,LongRange,,,,False,,,,,,,,Boss,REF-UNSATISFIED-BY-TABLE,Summon,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,special5,records/skills/nonplayerskillsgdx1/bossskills/witch_vitalityzap.dbr,Skill_AttackSpellChaos,100.0,7.0,3.0,LongRange,,,,,,,,,,,,Maximum,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,Life,,SlowAttackSpeed,60,,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,special1,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_eldritchbreath.dbr,Skill_AttackWave,100.0,6.0,2.0,ShortRange,,,,,,,0.33000001311302185,13.0,,,,Short,DIRECT-REF,BreathEldritch,,,hero01_sword1h_skill_eldritchbreath_a01.anm,41,1.3667,,,,,Physical|Fire|Poison,,TotalDamageReductionPercent,60,,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,special2,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_earthring.dbr,Skill_AttackProjectileRing,100.0,6.0,5.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,GroundStompEldritch,,,hero01_sword1h_attackspecial_groundstompfx_a01.anm,23,0.7667,records/fx/skillsdevotion/boar_trample_projectilefx01.dbr,12.0,18.0,,Physical,,Stun|SlowDamageMult,60,,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,special3,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_eldritchrain.dbr,Skill_BuffAttackRadiusDrop,100.0,10.0,7.0,AnyRange,,16.0,,,,,,,,,4.0,Maximum,DIRECT-REF,Devastation,,,hero01_sword1h_spell_aoe_a01.anm,21,0.7,records/fx/skillsother/projectile/firestorm_eldritch_projectilefx01.dbr,15.0,24.0,0.0,Physical|Fire|Poison,,Stun,60,15.0,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,special4,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_summonbeacon.dbr,Skill_SpawnPetMonster,100.0,15.0,10.0,AnyRange,,,,False,,,,,,,,Moderate,REF-UNSATISFIED-BY-TABLE,SummonEldritch,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,special5,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_eldritchblast.dbr,Skill_AttackRadius,90.0,15.0,12.0,MediumRange,,,,,,,,,,,,,DIRECT-REF,EldritchBlast,,,hero01_sword1h_spell_eldritchblast_long_a01.anm,95,3.1667,,,,,Physical|Poison,SlowPoison,Convert,60,10.0,,
records/creatures/enemies/boss&quest/witchgod_finalboss.dbr,The Sentinel,boss&quest,dying,records/skills/nonplayerskills/bossskills/witchgodguardian_sentinel_deatheldritchblast.dbr,Skill_AttackRadius,,,,,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,Poison,,,60,10.0,,
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,basic,records/skills/nonplayerskillsgdx1/attackmelee/aetherialbloater_bite.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,2.5,,,,,,,,,Melee,DIRECT-REF,Bite,,,aetherialbloater_bite_a01.anm,31,1.0333,,,,,Physical|Poison,SlowPoison,,60,,1,20.0
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,special1,records/skills/nonplayerskillsgdx1/path/aetherialbloater_violentbarf.dbr,Skill_AttackProjectileBurst,100.0,7.0,3.0,MediumRange,,,,,,,,,,,,Moderate,DIRECT-REF,VomitBarrage,,,aetherialbloater_vomittriple_a01.anm,51,1.7,records/fx/skillsothergdx1/projectile/aetherialbloater_gorechunk_projectile.dbr,20.0,20.0,28.0,Physical|Poison,SlowPoison,Confusion,60,,,
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,special2,records/skills/nonplayerskillsgdx1/path/aetherialbloater_barf.dbr,Skill_AttackWave,100.0,4.0,0.0,ShortRange,3.0,,,,,,0.5,5.0,2.0,,,Melee,DIRECT-REF,Vomit,,,aetherialbloater_vomit_a01.anm,51,1.7,,,,,Poison,SlowPoison,SlowDefensiveAbility,60,,,
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,special3,records/skills/nonplayerskills/heroskills/gastris_poisonfumes.dbr,Skill_AttackProjectileAreaEffect,100.0,5.0,2.0,AnyRange,,,,,,,,,,,,Maximum,NO-REF,,aetherialbloater_roar_a01.anm,1.1667,,,,records/fx/skillsother/projectile_aoe/fx_poisoncloud_large_projectile01.dbr,,20.0,,,SlowPoison,,60,,,
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,special4,records/skills/nonplayerskills/bossskills/ghoul_plagius_vemonplague.dbr,Skill_AttackBuff,100.0,12.0,2.0,AnyRange,,,,,,,,,,,,,NO-REF,,aetherialbloater_roar_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/bounties/cu_bounty04.dbr,Vanoxxis Bile,bounties,initial,records/skills/nonplayerskillsgdx1/buffoffensive/aetherialbloater_chokingpresence.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,aetherialbloater_roar_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,special1,records/skills/nonplayerskillsgdx1/attackradius/basilisk_tailswipe.dbr,Skill_AttackRadius,100.0,7.0,2.0,ShortRange,0.0,,,,,,,,,,,Melee,DIRECT-REF,TailLash,,,basilisk_attackspecial_a01.anm,44,1.4667,,,,,Physical,SlowPhysical,,60,3.799999952316284,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,special2,records/skills/nonplayerskillsgdx1/path/basilisk_petrifyingglare.dbr,Skill_AttackWave,100.0,11.0,4.0,MediumRange,,,,,,,0.20000000298023224,6.0,,,,Melee,DIRECT-REF,Petrify,,,basilisk_petrifyingglare_a01.anm,45,1.5,,,,,,,Petrify|SlowTotalSpeed,60,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,special3,records/skills/nonplayerskillsgdx1/path/basilisk_acidbarf.dbr,Skill_AttackWave,100.0,5.0,3.0,ShortRange,,,,,,,0.5,4.0,,,,Melee,DIRECT-REF,BreathTriple,,,basilisk_breath_a01.anm,45,1.5,,,,,Poison,SlowPoison,,60,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,special4,records/skills/nonplayerskills/heroskills/archetypes/corrupted_aetherconflagration.dbr,Skill_AttackProjectileAreaEffect,100.0,4.0,1.0,LongRange,,6.0,,,,,,,,,,Short,NO-REF,,basilisk_castattack_a01.anm,1.1667,,,,records/fx/skillsother/aoe/aetherring_projectilefx01.dbr,,3.0,,Aether,,,60,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,special5,records/skills/nonplayerskills/bossskills/aldritch_orbitingflame.dbr,Skill_AttackProjectileOrbiting,100.0,6.0,3.0,MediumRange,,,,,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,Nova,basilisk_castattack_a01.anm,1.1667,,,,records/fx/skillsother/orbital/aldritch_flamespiral_projectileorbitalfx01.dbr,0.0,15.0,,Fire,SlowFire,,60,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,initial,records/skills/nonplayerskills/heroskills/archetypes/corrupted_aetheraura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,basilisk_castattack_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/bounties/cu_bounty07.dbr,Sllancar the Tainted,bounties,dying,records/skills/nonplayerskills/heroskills/archetypes/corrupted_aetherconflagration.dbr,Skill_AttackProjectileAreaEffect,,,,,,6.0,,,,,,,,,,Short,NO-REF,,basilisk_castattack_a01.anm,1.1667,,,,records/fx/skillsother/aoe/aetherring_projectilefx01.dbr,,3.0,,Aether,,,60,,,
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,special1,records/skills/nonplayerskillsgdx1/attackmelee/swampcrab_clawslam.dbr,Skill_AttackWeapon,70.0,5.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Crush,,,crabmonstrosity_attack_d01.anm,21,0.7,,,,,Physical|Pierce,,,60,,1,20.0
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,special2,records/skills/nonplayerskillsgdx1/attackmelee/swampcrab_waterspoutstrike.dbr,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Spin,,,crabmonstrosity_attack_b01.anm,35,1.1667,,,,,Cold,,,60,,1,20.0
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,special3,records/skills/nonplayerskillsgdx1/path/ghostcrab_waterbreath.dbr,Skill_AttackWave,100.0,4.0,2.0,ShortRange,,,,,,,0.5,3.5,,,,Melee,DIRECT-REF,BreathIce,,,crabmonstrosity_breathice_b01.anm,50,1.6667,,,,,Cold,SlowCold,,60,,,
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,special4,records/skills/nonplayerskills/bossskills/ikrix_icenova.dbr,Skill_AttackRadius,100.0,6.0,2.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,crabmonstrosity_attack_c01.anm,0.9,,,,,,,,Physical|Cold,,Freeze,60,5.0,,
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,special5,records/skills/nonplayerskills/heroskills/chillbane_blizzard.dbr,Skill_BuffAttackRadiusDrop,100.0,9.0,3.0,AnyRange,,8.0,,,,,,,,,2.0,Maximum,NO-REF,,crabmonstrosity_attack_c01.anm,0.9,,,,records/fx/skillsother/projectile/blizzard_projectilefx.dbr,24.0,24.0,0.0,Physical|Cold,,SlowTotalSpeed,60,8.0,,
records/creatures/enemies/bounties/cu_bounty08.dbr,Chillpincer,bounties,initial,records/skills/nonplayerskills/heroskills/archetypes/frozen_icearmoraura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,crabmonstrosity_attack_c01.anm,0.9,,,,,,,,,,,,,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,basic,records/skills/nonplayerskillsgdx1/attackmelee/chthonianrylok_brutalchaos.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,2.5,,,,,,,,,Melee,DIRECT-REF,DoubleStrikeFire,,,chthonianrylok_attackspecial_b01_fire.anm,45,1.5,,,,,Physical|Fire|Chaos,,,60,,1,20.0
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,special1,records/skills/nonplayerskillsgdx1/path/chthonianrylok_chaosclawswipes.dbr,Skill_AttackWave,100.0,9.0,5.0,ShortRange,,,,,,,0.75,4.0,,,,Moderate,REF-UNSATISFIED-BY-TABLE,GustNoFX,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,Pierce|Chaos,,,60,,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,special2,records/skills/nonplayerskillsgdx1/attackmelee/chthonianrylok_wingclaws.dbr,Skill_AttackWeapon,100.0,4.0,2.0,ShortRange,,,,,,,,,,,,Melee,REF-UNSATISFIED-BY-TABLE,Impale,,,,,,,,,,Pierce|Chaos,SlowBleeding,,60,,1,20.0
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,special3,records/skills/nonplayerskillsgdx1/attackprojectilering/chthonianrylok_chaoseruptiondouble.dbr,Skill_AttackProjectileRing,100.0,7.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,RoarDouble,,,chthonianrylok_roardouble_a01.anm,43,1.4333,records/fx/skillsother/projectile/chthonic_fireball_projectile_burstfx01.dbr,16.0,18.0,,Physical|Fire|Chaos,,,60,,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,special4,records/skills/nonplayerskillsgdx1/heroskills/archetypes/arcane_elementaltempest.dbr,Skill_AttackRadius,100.0,5.0,0.0,ShortRange,,,,,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,Nova,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,Elemental,,Petrify,60,5.5,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,special5,records/skills/nonplayerskillsgdx1/heroskills/archetypes/arcane_elementalbolt.dbr,Skill_AttackProjectile,100.0,12.0,7.0,AnyRange,,,,,,,,,,,,Long,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,records/fx/skillsothergdx1/projectile/elementaldispelbolt_fxprojectile.dbr,14.0,21.0,35.0,Elemental,SlowFire,,60,,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,initial,records/skills/nonplayerskillsgdx1/heroskills/archetypes/arcane_elementalaura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,,,,,,,
records/creatures/enemies/bounties/cw_bounty04.dbr,Dar'Vagol the Mageclaw ~ Arcane,bounties,dying,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,,,,,,,,,,,,,1.25,,,Melee,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,Chaos,SlowLife,,60,9.0,,
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,special1,records/skills/nonplayerskillsgdx1/attackmelee/swampyeti_acidgore.dbr,Skill_AttackWeapon,100.0,5.0,2.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Gore,,,yeti_attack_b01.anm,35,1.1667,,,,,Physical|Poison,SlowPoison,,60,,1,20.0
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,special2,records/skills/nonplayerskillsgdx1/attackprojectile/swampyeti_acidbreath.dbr,Skill_AttackProjectile,100.0,9.0,3.0,ShortRange,,,,,,,,,,,,Long,DIRECT-REF,BreathAcid,,,yeti_attackbreathfire_a01.anm,41,1.3667,records/fx/skillsother/projectile/acidbreath_large_projectilefx.dbr,18.0,14.0,,Poison,SlowPoison,,60,,,
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,special3,records/skills/nonplayerskillsgdx1/attackcharge/swampyeti_poisoncharge.dbr,Skill_AttackWeaponCharge,80.0,5.0,2.0,LongRange,,,,,,,,,0.25,,,Melee,NO-REF,,,,,,,,,,,Physical|Poison,SlowPoison,,60,,1,25.0
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,special4,records/skills/nonplayerskillsgdx1/attackradius/swampyeti_howl.dbr,Skill_AttackRadius,100.0,10.0,1.0,LongRange,,,,,,,,,,,,Short,DIRECT-REF,Roar,,,yeti_roar_a01.anm,41,1.3667,,,,,,,SlowTotalSpeed,,8.0,,
records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,special5,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink.dbr,Skill_AttackBuff,100.0,9.0,2.0,MediumRange,,,,,,,,,,,,,NO-REF,,yeti_roar_a01.anm,1.3667,,,,,,,,,,,,,,
