record,display_name,stratum,tree_index,skill,status,skill_class,skill_role,skill_level,arz_owners,damage_types_direct,damage_types_dot,control_effects,n_damage_ranks,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,skill_radius,skill_max_targets,skill_angle,wave_time_s,wave_distance,time_between_attacks_ms,instant_cast,distance_profile,projectile,spawn_pet,special_anim_ref
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,6,records/skills/nonplayerskills/bossskills/ilgorr_doublestrike.dbr,OK,Skill_AttackWave,attack,,base,Physical|Life,SlowLife,SlowTotalSpeed|SlowDefensiveAbility|SlowDamageMult,60,,,,,,,0.20000000298023224,10.0,,,Moderate,,,DoubleStrikeSunder
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,7,records/skills/nonplayerskills/bossskills/ilgorr_passiveproperties01.dbr,OK,Skill_Passive,passive,,base,Physical|Life,,,60,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,8,records/skills/nonplayerskills/buffoffensive/skeletalgolem_torment.dbr,OK,Skill_AttackBuffRadius,buff,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,9,records/skills/nonplayerskills/bossskills/ilgorr_rally.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,base,,,,,60.0,40.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,OK,Skill_MonsterGenerator,other,,base,,,,,8.0,,,,,,,,,,Maximum,,records/creatures/enemies/ghost_a01_summon.dbr,
records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,11,records/skills/nonplayerskills/bossskills/ilgorr_summonrevenant01.dbr,OK,Skill_SpawnPetMonster,summon,,base,,,,,,,,,,,,,,False,Long,,records/creatures/enemies/skeleton_c01_summon.dbr,Summon
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,2,records/skills/nonplayerskills/passive/damagebonus_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,5,records/skills/nonplayerskillsgdx2/bossskills/passives/tombguardian_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx2,Physical|Cold|Lightning,,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,7,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_celestialbreath.dbr,OK,Skill_AttackWave,attack,,gdx2,Cold|Lightning,SlowLightning,TotalDamageReductionPercent,60,,,,,,,0.5,16.0,,,Moderate,,,BreathCelestial
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,8,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_celestialteleport.dbr,OK,Skill_AttackRadiusTeleport,attack,,gdx2,Poison,SlowPoison,,60,,,,10.0,,,,13.0,,,Long,,,Crush
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,9,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_doubleswipe.dbr,OK,Skill_AttackWave,attack,,gdx2,Physical|Cold,,SlowTotalSpeed,60,,,,,,,0.20000000298023224,8.0,,,Moderate,,,DoubleSwipeCelestial
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,10,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_massiveswipe.dbr,OK,Skill_WeaponPool_ChargedFinale,attack,,gdx2,Cold,SlowCold,,60,,,3.0,,5,170.0,,,,,Short,,,SwipeCelestial
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,11,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_megapunch.dbr,OK,Skill_AttackWeapon,attack,,gdx2,Physical|Cold|Poison,,Stun|SlowDamageMult,60,,,,,1,25.0,,,,,Melee,,,PunchSunder
records/creatures/enemies/boss&quest/statue_korvaaktombguardian.dbr,The Steward,boss&quest,12,records/skills/nonplayerskillsgdx2/bossskills/tombguardian_shatteringstomp.dbr,OK,Skill_AttackRadius,attack,,gdx2,Physical|Poison,SlowPoison,,60,,,,8.0,,,,,,,Moderate,,,Stomp
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/carraxusfoul_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,,SlowPoison,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d02_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/carraxus_summonswampcrabc.dbr,OK,Skill_SpawnPet,summon,,gdx1,,,,,,,,,,,,,,False,Boss,,records/creatures/enemies/swampcrab_b01_summon.dbr,Summon
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/carraxus_triplespit.dbr,OK,Skill_AttackProjectile,attack,,gdx1,Physical|Poison,,,60,,,,,,,,,,,Long,records/fx/skillsothergdx1/projectile/acidorb_grenadeprojectilefx01.dbr,,SpitLong
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/carraxus_acidpoolsecondary.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,gdx1,Physical|Poison,,SlowDefensiveAbility,60,,6.0,,,,,,,,,Short,records/fx/skillsother/aoe/acidpoolriftscourge_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/carraxus_poisonprojectilenova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Poison,,,60,,,,,,,,,,,Long,records/fx/skillsother/projectile/waterpoisonorb_fxprojectile.dbr,,Spin
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/carraxus_causticcrush.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Pierce,,,60,,,,,1,25.0,,,,,Melee,,,CrushPoison
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/carraxus_groundspinessecondary.dbr,OK,Skill_AttackProjectile,attack,,gdx1,Physical|Pierce|Poison,,,60,,,,,,,,,,,Long,records/fx/skillsdevotion/scorpion_sting_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/swampcrab_ugdenbog_01.dbr,Carraxus Foul,boss&quest,13,records/skills/nonplayerskillsgdx1/bossskills/carraxus_poisonbreath.dbr,OK,Skill_AttackWave,attack,,gdx1,Physical|Poison,SlowPoison,,60,,,,,,,0.4000000059604645,5.0,,,Melee,,,BreathPoison
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical05.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/bargoll_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,Physical|Poison,,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/bargoll_acidarc.dbr,OK,Skill_AttackWave,attack,,gdx1,Physical|Poison,SlowPoison,SlowDefensiveAbility,60,,,,,,,0.20000000298023224,10.0,,,Moderate,,,DoubleStrike
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/bargoll_enrage.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,gdx1,,,,,60.0,40.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/bargoll_plantgenerator.dbr,OK,Skill_MonsterGenerator,other,,gdx1,,,,,,,,,,,,,,,Boss,,records/creatures/enemies/livingplant_a01_summon.dbr,
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/bargoll_poisonprojectilenova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Poison,SlowPoison,,60,,,,,,,,,,,Short,records/fx/skillsothergdx1/projectile/acidorb_burst_projectilefx01.dbr,,Channel
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/bargoll_poisonrift.dbr,OK,Skill_AttackRadius,attack,,gdx1,Physical|Poison,SlowPoison,,60,,,,8.0,,,,,,,Short,,,Slam
records/creatures/enemies/boss&quest/swampgolem_bargoll.dbr,"Bargoll, the Mouldering Mound",boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/bargoll_swampfever.dbr,OK,Skill_AttackBuff,buff,,gdx1,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical02.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,5,records/skills/nonplayerskills/bossskills/boss_chest_03.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d04_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,6,records/skills/nonplayerskills/bossskills/angela_arcanemissile.dbr,OK,Skill_AttackProjectileBurst,attack,,base,Physical|Aether,,,60,,,,,,,,,,,Long,records/fx/skillclass03/arcanemissile_fxprojectile.dbr,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,7,records/skills/nonplayerskills/bossskills/angela_aetherform03.dbr,OK,Skill_BuffAttackRadiusToggled,buff,,base,Aether,,,60,,,,3.0,,,,,,False,Short,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,8,records/skills/nonplayerskills/bossskills/angela_annihilation.dbr,OK,Skill_AttackRadius,attack,,base,Physical|Aether,,SlowDamageMult,60,,,,14.0,,,,,,,Short,,,NovaHugeSunder
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,9,records/skills/nonplayerskills/bossskills/angela_devastation.dbr,OK,Skill_BuffAttackRadiusDrop,buff,,base,Physical|Aether,,,60,,10.0,,7.0,,,,,,,Maximum,records/fx/skillclass05/devastation2_projectilefx01.dbr,,Devastation
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,10,records/skills/nonplayerskills/bossskills/angela_aetherfield.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,base,Aether,,,60,1.0,4.0,,,,,,,,,Maximum,records/fx/skillsother/aoe/aetherexplosion_projectilefx01.dbr,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,11,records/skills/nonplayerskills/bossskills/angela_arcanemissilebarrage.dbr,OK,Skill_AttackProjectileBurst,attack,,base,Physical|Aether,,,60,,,,,,,,,,,Long,records/fx/skillclass03/arcanemissile_fxprojectile.dbr,,SlowCast
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,12,records/skills/nonplayerskills/bossskills/angela_orbitingaether.dbr,OK,Skill_AttackProjectileOrbiting,attack,,base,Physical|Aether,SlowFire,,60,1.5,,,,,,,,,,Long,records/fx/skillsother/orbital/anasteria_flamespiral_projectileorbitalfx01.dbr,,Nova
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,13,records/skills/nonplayerskills/bossskills/angela_passiveproperties.dbr,OK,Skill_Passive,passive,,base,Aether,,,60,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,14,records/skills/nonplayerskills/bossskills/angela_enrage.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,base,,,,,60.0,60.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/theoutcast_03.dbr,"Anasteria, Wrath of the Aether",boss&quest,15,records/skills/nonplayerskills/bossskills/angela_devastation_shortrange.dbr,OK,Skill_BuffAttackRadiusDrop,buff,,base,Physical|Aether,,,60,,9.0,,7.0,,,,,,,Maximum,records/fx/skillclass05/devastation2_projectilefx01.dbr,,Devastation
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/wendigo_namadea_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,Life,SlowLife,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_tripleswipe.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Pierce,SlowBleeding,,60,,,,,1,25.0,,,,,Melee,,,TripleStrike
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_bonepath.dbr,OK,Skill_AttackWave,attack,,gdx1,Physical|Pierce|Cold,,SlowRunSpeed,60,,,,,,,0.800000011920929,12.0,,,Long,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_enrage.dbr,OK,Skill_PassiveOnLifeBuffSelf,passive,,gdx1,,,,,60.0,40.0,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_ram.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Life,,,60,,,,,1,25.0,,,,,Melee,,,Ram
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_soulwell.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,gdx1,Physical|Cold|Life,,,60,2.0,6.0,,,,,,,,,Long,records/fx/skillsother/itemskills/soulwellghostly_projectile01.dbr,,
records/creatures/enemies/boss&quest/wendigo_ancient_namadea.dbr,"Namadea, the Screecher",boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_summonwraith.dbr,OK,Skill_SpawnPet,summon,,gdx1,,,,,,,,,,,,,,False,Boss,,records/creatures/enemies/wraith_a01_summon.dbr,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,2,records/skills/nonplayerskills/passive/damagebase_physical04.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/wendigo_yuvolloth_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,Fire,SlowLife,,63,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d02_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/wendigoancient_tripleswipe.dbr,OK,Skill_AttackWeapon,attack,,gdx1,Physical|Pierce,SlowBleeding,,60,,,,,1,25.0,,,,,Melee,,,TripleStrike
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_charge.dbr,OK,Skill_AttackWeaponCharge,attack,,gdx1,Physical|Fire,,Stun,60,,,,,1,25.0,,,,,Melee,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_burningpresence.dbr,OK,Skill_BuffAttackRadiusToggled,buff,,gdx1,Fire,,,60,,,,3.0,,,,,,True,Short,,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_flamepatchretaliation.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,gdx1,Physical|Fire,,,60,1.0,4.0,,,,,,,,,Short,records/fx/skillsothergdx1/aoe/firepatch_projectile01.dbr,,
records/creatures/enemies/boss&quest/wendigo_turned_yuvoll.dbr,Yuvolloth,boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/wendigofire_summonfiredevil.dbr,OK,Skill_TargetedSpawnPet,summon,,gdx1,,,,,3.0,,,,,,,,,,Moderate,,records/skills/nonplayerskillsgdx1/bossskills/pets/firedevil_01.dbr,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,1,records/skills/nonplayerskills/passive/damage_totaladjuster.dbr,OK,Skill_Passive,passive,,base,,,,25,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,2,records/skills/nonplayerskills/passive/damagebonus_physical03.dbr,OK,Skill_Passive,passive,,base,Physical,,,210,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,3,records/skills/nonplayerskills/passive/armorbase05.dbr,OK,Skill_Passive,passive,,base,,,,200,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,4,records/skills/nonplayerskills/passive/resists_heroboss.dbr,OK,Skill_Passive,passive,,base,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,5,records/skills/nonplayerskillsgdx1/bossskills/passive/witch_janaxia_passiveproperties_01.dbr,OK,Skill_Passive,passive,,gdx1,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,OK,Skill_OnDeathSpawnActor,other,,base|sm_mod,,,,,,,,,,,,,,,,,records/items/lootchests/d03_bosschest_dropped.dbr,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,7,records/skills/nonplayerskillsgdx1/bossskills/witch_necroticmissiles.dbr,OK,Skill_AttackProjectileBurst,attack,,gdx1,Physical|Life,,,60,,,,,,,,,,,Long,records/fx/skillsother/projectile/necroticmissile_fxprojectile.dbr,,
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,8,records/skills/nonplayerskillsgdx1/bossskills/witch_commandoozenovaturret.dbr,OK,Skill_AttackProjectileFan,attack,,gdx1|sm1,Chaos|Life,,SlowTotalSpeed,60,,,,,,,,,,,Boss,records/fx/skillsothergdx1/projectileboss/witch_chaosnova_fxprojectile.dbr,,Stormcaller
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,9,records/skills/nonplayerskillsgdx1/bossskills/witch_necroticprojectilenova.dbr,OK,Skill_AttackProjectileRing,attack,,gdx1,Physical|Life,,,60,,,,,,,,,,,Short,records/fx/skillsothergdx1/projectileboss/necroticmissileboomerang_fxprojectile.dbr,,Nova
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,10,records/skills/nonplayerskillsgdx1/bossskills/witch_goregeyser.dbr,OK,Skill_AttackProjectileAreaEffect,attack,,gdx1,Physical|Life,SlowBleeding,,60,,6.0,,,,,,,,,Long,records/fx/skillsother/projectile_aoe/fx_bloodspout_projectile01.dbr,,Stormcaller
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,11,records/skills/nonplayerskillsgdx1/bossskills/witch_summonwraiths.dbr,OK,Skill_SpawnPet,summon,,gdx1,,,,,,,,,,,,,,False,Boss,,records/creatures/enemies/wraith_b01_summon.dbr,Summon
records/creatures/enemies/boss&quest/witch_janaxia.dbr,"Janaxia, the Betrayer",boss&quest,12,records/skills/nonplayerskillsgdx1/bossskills/witch_vitalityzap.dbr,OK,Skill_AttackSpellChaos,attack,,gdx1,Life,,SlowAttackSpeed,60,,,,,,,,,,,Maximum,,,
