skill_record,display_name,mastery,engine_class,arc,rank_allocated,rank_effective,rank_effective_basis,devotion_level,skill_max_level,skill_ultimate_level,bound_on_bar,binding_ordinals,n_bindings,is_item_skill,item_record,equip_location,autocast_devotion_skill,autocast_controller,pristine_rank_allocated,pristine_bound_on_bar,rank_changed_vs_pristine,binding_changed_vs_pristine,source,grade
records/skills/devotion/tier1_34b.dbr,Spider,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_34c.dbr,Spider,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_34d.dbr,Spider,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_34e.dbr,Spider,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_37a.dbr,Lion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_37b.dbr,Lion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_37c.dbr,Lion,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_38a.dbr,Jackal,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_38b.dbr,Jackal,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_38c.dbr,Jackal,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_39a.dbr,Stag,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_39b.dbr,Stag,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_39c.dbr,Stag,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_39d.dbr,Stag,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_42a.dbr,Toad,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_42b.dbr,Toad,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_42c.dbr,Toad,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_42d.dbr,Toad,devotion,Skill_Passive,gdx1,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_43a.dbr,Nighttalon,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_43b.dbr,Nighttalon,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_43c.dbr,Nighttalon,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_43d.dbr,Nighttalon,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_45a.dbr,Scarab,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_45b.dbr,Scarab,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_45c.dbr,Scarab,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_45d.dbr,Scarab,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_46a.dbr,Lotus,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_46b.dbr,Lotus,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_46c.dbr,Lotus,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier1_46d.dbr,Lotus,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_01a.dbr,Rhowan's Crown,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_01b.dbr,Rhowan's Crown,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_01c_skill.dbr,Elemental Storm,devotion,Skill_AttackProjectileAreaEffect,gdx3,0,0,n/a (rank 0),15,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_01d.dbr,Rhowan's Crown,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_01e.dbr,Rhowan's Crown,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02a.dbr,Scales of Ulcama,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02b.dbr,Scales of Ulcama,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02c.dbr,Scales of Ulcama,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02d.dbr,Scales of Ulcama,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02e.dbr,Scales of Ulcama,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_02f_skill.dbr,Tip the Scales,devotion,Skill_AttackSpell,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),20,1,1,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04a.dbr,Huntress,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04b.dbr,Huntress,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04c.dbr,Huntress,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04d.dbr,Huntress,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04e.dbr,Huntress,devotion,Skill_Passive,gdx2,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04f.dbr,Huntress,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_04g_skill.dbr,,devotion,Skill_AttackBuffRadius,gdx3,0,0,n/a (rank 0),20,,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05a.dbr,Dire Bear,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05b.dbr,Dire Bear,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05c.dbr,Dire Bear,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05d.dbr,Dire Bear,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05e.dbr,Dire Bear,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_05f_skill.dbr,,devotion,Skill_AttackBuffRadius,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),20,,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08a.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08b.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08c.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08d.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08e.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08f.dbr,Autumn Boar,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_08g_skill.dbr,Trample,devotion,Skill_AttackProjectile,gdx3,0,0,n/a (rank 0),1,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10a.dbr,Revenant,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10b.dbr,Revenant,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10c.dbr,Revenant,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10d.dbr,Revenant,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10e.dbr,Revenant,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_10f_skill.dbr,Raise the Dead,devotion,Skill_TargetedSpawnPet,gdx3,0,0,n/a (rank 0),2,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_12a.dbr,Bysmiel's Bonds,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_12b.dbr,Bysmiel's Bonds,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_12c.dbr,Bysmiel's Bonds,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_12d.dbr,Bysmiel's Bonds,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_12e_skill.dbr,Bysmiel's Command,devotion,Skill_TargetedSpawnPet,gdx3,0,0,n/a (rank 0),15,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14a.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14b.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14c.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14d.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14e.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14f.dbr,Targo the Builder,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_14g_skill.dbr,Shield Wall,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),20,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_17a.dbr,Crab,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_17b.dbr,Crab,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_17c_skill.dbr,Arcane Barrier,devotion,Skill_BuffSelfShield,gdx3,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),20,1,1,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_17d.dbr,Crab,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_17e.dbr,Crab,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18a.dbr,Manticore,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18b.dbr,Manticore,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18c.dbr,Manticore,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18d.dbr,Manticore,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18e.dbr,Manticore,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_18f_skill.dbr,Acid Spray,devotion,Skill_AttackWave,gdx3,0,0,n/a (rank 0),4,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_19a.dbr,Solemn Watcher,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_19b.dbr,Solemn Watcher,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_19c.dbr,Solemn Watcher,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_19d.dbr,Solemn Watcher,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_19e.dbr,Solemn Watcher,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_21a.dbr,Kraken,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_21b.dbr,Kraken,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_21c.dbr,Kraken,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_21d.dbr,Kraken,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_21e.dbr,Kraken,devotion,Skill_Passive,base,1,1,MEASURED: no rank bonus applies (item-granted / devotion / default skill),1,1,,False,,0,False,,,,,1,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24a.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24b.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24c.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24d.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24e.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_24f.dbr,Rhowan's Scepter,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27a.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27b.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27c.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27d.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27e.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_27f.dbr,Shieldmaiden,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29a.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29b.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29c.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29d.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29e.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29f.dbr,Chariot of the Dead,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_29g_skill.dbr,Wayward Soul,devotion,Skill_BuffSelfDuration,gdx3,0,0,n/a (rank 0),20,1,1,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_30a.dbr,Ulo the Keeper of the Waters,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_30b.dbr,Ulo the Keeper of the Waters,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_30c.dbr,Ulo the Keeper of the Waters,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
records/skills/devotion/tier2_30d.dbr,Ulo the Keeper of the Waters,devotion,Skill_Passive,base,0,0,n/a (rank 0),1,1,,False,,0,False,,,,,0,False,False,False,player.gdc block 8 (+ block 14 for bindings),MEASURED
