### EDITION III
  archive base  /Users/admin/Games/vendor/grim-dawn-edition-III-20260808/database/database.arz
    offensiveAetherChance                          0
    offensiveAetherGlobal                          False
    offensiveAetherMax                             0
    offensiveAetherModifier                        0
    offensiveAetherModifierChance                  0
    offensiveAetherXOR                             False
    offensiveChaosChance                           0
    offensiveChaosGlobal                           False
    offensiveChaosMax                              0
    offensiveChaosMin                              0
    offensiveChaosModifier                         0
    offensiveChaosModifierChance                   0
    offensiveChaosXOR                              False
    offensiveColdChance                            0
    offensiveColdGlobal                            False
    offensiveColdMax                               0
    offensiveColdMin                               0
    offensiveColdModifier                          0
    offensiveColdModifierChance                    0
    offensiveColdXOR                               False
    offensiveConfusionChance                       0
    offensiveConfusionGlobal                       False
    offensiveConfusionMax                          0
    offensiveConfusionMin                          0
    offensiveConfusionXOR                          False
    offensiveConvertChance                         0
    offensiveConvertGlobal                         False
    offensiveConvertMax                            0
    offensiveConvertMin                            0
    offensiveConvertXOR                            False
    offensiveFearChance                            0
    offensiveFearGlobal                            False
    offensiveFearMax                               0
    offensiveFearMin                               0
    offensiveFearXOR                               False
    offensiveFireChance                            0
    offensiveFireGlobal                            False
    offensiveFireMin                               [10, 14, 18, 22, 26, 30, 34, 38, 42, 46, 50, 54, 58, 62, 66, 70, 75, 80, 85, 90, 95, 101, 107, 116, 125, 138]  (n=26)
    offensiveFireModifier                          0
    offensiveFireModifierChance                    0
    offensiveFireXOR                               False
    offensiveGlobalChance                          0
    offensiveKnockdownChance                       0
    offensiveKnockdownGlobal                       False
    offensiveKnockdownMax                          0
    offensiveKnockdownMin                          0
    offensiveKnockdownModifier                     0
    offensiveKnockdownModifierChance               0
    offensiveKnockdownXOR                          False
    offensiveLifeChance                            0
    offensiveLifeGlobal                            False
    offensiveLifeMax                               0
    offensiveLifeModifier                          0
    offensiveLifeModifierChance                    0
    offensiveLifeXOR                               False
    offensiveLightningChance                       0
    offensiveLightningGlobal                       False
    offensiveLightningMax                          0
    offensiveLightningModifier                     0
    offensiveLightningModifierChance               0
    offensiveLightningXOR                          False
    offensivePercentCurrentLifeChance              0
    offensivePercentCurrentLifeGlobal              False
    offensivePercentCurrentLifeMax                 0
    offensivePercentCurrentLifeMin                 0
    offensivePercentCurrentLifeXOR                 False
    offensivePhysicalChance                        0
    offensivePhysicalGlobal                        False
    offensivePhysicalMax                           [15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 76, 82, 88, 94, 101, 108, 115, 122, 129, 137, 145, 156, 167, 182]  (n=26)
    offensivePhysicalMin                           [10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 91, 97, 103, 109, 115, 122, 129, 139, 149, 162]  (n=26)
    offensivePhysicalModifier                      0
    offensivePhysicalModifierChance                0
    offensivePhysicalXOR                           False
    offensivePierceChance                          0
    offensivePierceGlobal                          False
    offensivePierceMax                             0
    offensivePierceMin                             0
    offensivePierceModifier                        0
    offensivePierceModifierChance                  0
    offensivePierceRatioChance                     0
    offensivePierceRatioGlobal                     False
    offensivePierceRatioMax                        0
    offensivePierceRatioMin                        0
    offensivePierceRatioModifier                   0
    offensivePierceRatioModifierChance             0
    offensivePierceRatioXOR                        False
    offensivePierceXOR                             False
    offensivePoisonChance                          0
    offensivePoisonGlobal                          False
    offensivePoisonMax                             0
    offensivePoisonMin                             0
    offensivePoisonModifier                        0
    offensivePoisonModifierChance                  0
    offensivePoisonXOR                             False
    offensiveSlowAttackSpeedChance                 0
    offensiveSlowAttackSpeedDurationMax            0
    offensiveSlowAttackSpeedDurationMin            0
    offensiveSlowAttackSpeedDurationModifier       0
    offensiveSlowAttackSpeedGlobal                 False
    offensiveSlowAttackSpeedMax                    0
    offensiveSlowAttackSpeedMin                    0
    offensiveSlowAttackSpeedModifier               0
    offensiveSlowAttackSpeedModifierChance         0
    offensiveSlowAttackSpeedXOR                    False
    offensiveSlowBleedingChance                    0
    offensiveSlowBleedingDurationMax               0
    offensiveSlowBleedingDurationMin               0
    offensiveSlowBleedingDurationModifier          0
    offensiveSlowBleedingGlobal                    False
    offensiveSlowBleedingMax                       0
    offensiveSlowBleedingMin                       0
    offensiveSlowBleedingModifier                  0
    offensiveSlowBleedingModifierChance            0
    offensiveSlowBleedingXOR                       False
    offensiveSlowColdChance                        0
    offensiveSlowColdDurationMax                   0
    offensiveSlowColdDurationMin                   0
    offensiveSlowColdDurationModifier              0
    offensiveSlowColdGlobal                        False
    offensiveSlowColdMax                           0
    offensiveSlowColdMin                           0
    offensiveSlowColdModifier                      0
    offensiveSlowColdModifierChance                0
    offensiveSlowColdXOR                           False
    offensiveSlowDefensiveAbilityChance            0
    offensiveSlowDefensiveAbilityDurationMax       0
    offensiveSlowDefensiveAbilityDurationMin       0
    offensiveSlowDefensiveAbilityDurationModifier  0
    offensiveSlowDefensiveAbilityGlobal            False
    offensiveSlowDefensiveAbilityMax               0
    offensiveSlowDefensiveAbilityMin               0
    offensiveSlowDefensiveAbilityModifier          0
    offensiveSlowDefensiveAbilityModifierChance    0
    offensiveSlowDefensiveAbilityXOR               False
    offensiveSlowDefensiveReductionChance          0
    offensiveSlowDefensiveReductionDurationMax     0
    offensiveSlowDefensiveReductionDurationMin     0
    offensiveSlowDefensiveReductionDurationModifier 0
    offensiveSlowDefensiveReductionGlobal          False
    offensiveSlowDefensiveReductionMax             0
    offensiveSlowDefensiveReductionMin             0
    offensiveSlowDefensiveReductionModifier        0
    offensiveSlowDefensiveReductionModifierChance  0
    offensiveSlowDefensiveReductionXOR             False
    offensiveSlowFireChance                        0
    offensiveSlowFireDurationMax                   0
    offensiveSlowFireDurationModifier              0
    offensiveSlowFireGlobal                        False
    offensiveSlowFireMax                           0
    offensiveSlowFireModifier                      0
    offensiveSlowFireModifierChance                0
    offensiveSlowFireXOR                           False
    offensiveSlowLifeChance                        0
    offensiveSlowLifeDurationMax                   0
    offensiveSlowLifeDurationMin                   0
    offensiveSlowLifeDurationModifier              0
    offensiveSlowLifeGlobal                        False
    offensiveSlowLifeLeachChance                   0
    offensiveSlowLifeLeachDurationMax              0
    offensiveSlowLifeLeachDurationMin              0
    offensiveSlowLifeLeachDurationModifier         0
    offensiveSlowLifeLeachGlobal                   False
    offensiveSlowLifeLeachMax                      0
    offensiveSlowLifeLeachMin                      0
    offensiveSlowLifeLeachModifier                 0
    offensiveSlowLifeLeachModifierChance           0
    offensiveSlowLifeLeachXOR                      False
    offensiveSlowLifeMax                           0
    offensiveSlowLifeMin                           0
    offensiveSlowLifeModifier                      0
    offensiveSlowLifeModifierChance                0
    offensiveSlowLifeXOR                           False
    offensiveSlowLightningChance                   0
    offensiveSlowLightningDurationMax              0
    offensiveSlowLightningDurationMin              0
    offensiveSlowLightningDurationModifier         0
    offensiveSlowLightningGlobal                   False
    offensiveSlowLightningMax                      0
    offensiveSlowLightningMin                      0
    offensiveSlowLightningModifier                 0
    offensiveSlowLightningModifierChance           0
    offensiveSlowLightningXOR                      False
    offensiveSlowManaLeachChance                   0
    offensiveSlowManaLeachDurationMax              0
    offensiveSlowManaLeachDurationMin              0
    offensiveSlowManaLeachDurationModifier         0
    offensiveSlowManaLeachGlobal                   False
    offensiveSlowManaLeachMax                      0
    offensiveSlowManaLeachMin                      0
    offensiveSlowManaLeachModifier                 0
    offensiveSlowManaLeachModifierChance           0
    offensiveSlowManaLeachXOR                      False
    offensiveSlowOffensiveAbilityChance            0
    offensiveSlowOffensiveAbilityDurationMax       0
    offensiveSlowOffensiveAbilityDurationMin       0
    offensiveSlowOffensiveAbilityDurationModifier  0
    offensiveSlowOffensiveAbilityGlobal            False
    offensiveSlowOffensiveAbilityMax               0
    offensiveSlowOffensiveAbilityMin               0
    offensiveSlowOffensiveAbilityModifier          0
    offensiveSlowOffensiveAbilityModifierChance    0
    offensiveSlowOffensiveAbilityXOR               False
    offensiveSlowOffensiveReductionChance          0
    offensiveSlowOffensiveReductionDurationMax     0
    offensiveSlowOffensiveReductionDurationMin     0
    offensiveSlowOffensiveReductionDurationModifier 0
    offensiveSlowOffensiveReductionGlobal          False
    offensiveSlowOffensiveReductionMax             0
    offensiveSlowOffensiveReductionMin             0
    offensiveSlowOffensiveReductionModifier        0
    offensiveSlowOffensiveReductionModifierChance  0
    offensiveSlowOffensiveReductionXOR             False
    offensiveSlowPhysicalChance                    0
    offensiveSlowPhysicalDurationMax               0
    offensiveSlowPhysicalDurationMin               0
    offensiveSlowPhysicalDurationModifier          0
    offensiveSlowPhysicalGlobal                    False
    offensiveSlowPhysicalMax                       0
    offensiveSlowPhysicalMin                       0
    offensiveSlowPhysicalModifier                  0
    offensiveSlowPhysicalModifierChance            0
    offensiveSlowPhysicalXOR                       False
    offensiveSlowPoisonChance                      0
    offensiveSlowPoisonDurationMax                 0
    offensiveSlowPoisonDurationMin                 0
    offensiveSlowPoisonDurationModifier            0
    offensiveSlowPoisonGlobal                      False
    offensiveSlowPoisonMax                         0
    offensiveSlowPoisonMin                         0
    offensiveSlowPoisonModifier                    0
    offensiveSlowPoisonModifierChance              0
    offensiveSlowPoisonXOR                         False
    offensiveSlowRunSpeedChance                    0
    offensiveSlowRunSpeedDurationMax               0
    offensiveSlowRunSpeedDurationMin               0
    offensiveSlowRunSpeedDurationModifier          0
    offensiveSlowRunSpeedGlobal                    False
    offensiveSlowRunSpeedMax                       0
    offensiveSlowRunSpeedMin                       0
    offensiveSlowRunSpeedModifier                  0
    offensiveSlowRunSpeedModifierChance            0
    offensiveSlowRunSpeedXOR                       False
    offensiveStunChance                            0
    offensiveStunGlobal                            False
    offensiveStunMax                               0
    offensiveStunMin                               0
    offensiveStunModifier                          0
    offensiveStunModifierChance                    0
    offensiveStunXOR                               False
    offensiveTauntChance                           0
    offensiveTauntGlobal                           False
    offensiveTauntMax                              0
    offensiveTauntMin                              0
    offensiveTauntXOR                              False
    ragDollAmplification                           1.2
    ragDollDirection                               Push
    ragDollEffect                                  TakeHit
    rotationSpeedMultiplier                        0.35
    skillBaseDescription                           tagGDX2Class09SkillDescription07A
    skillCastAuraName                              records/fx/skillclass09/eyeofreckoning_spinfx01.dbr
    skillConnectionOff                             [ui/skills/skillallocation/skills_connectoroffcenter.tex, ui/skills/skillallocation/skills_connectoroffcenter.tex]  (n=2)
    skillConnectionOn                              [ui/skills/skillallocation/skills_connectoroncenter.tex, ui/skills/skillallocation/skills_connectoroncenter.tex]  (n=2)
    skillCooldownReduction                         0
    skillCooldownReductionModifier                 0
    skillDisplayName                               tagGDX2Class09SkillName07A
    skillDownBitmapName                            ui/skills/icons/class09/skillicon_eyeofreckoning1down.tex
    skillHitSound                                  records/sounds/skillsounds/class09/spak_eyeofreckoning_hit.dbr
    skillManaCost                                  [4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 11, 11, 12, 12, 13, 13, 14, 14, 15, 15, 16]  (n=26)
    skillManaCostReduction                         0
    skillManaCostReductionModifier                 0
    skillMasteryLevelRequired                      0
    skillMaxLevel                                  16
    skillTargetRadius                              3
    skillTier                                      6
    skillUltimateLevel                             26
    skillUpBitmapName                              ui/skills/icons/class09/skillicon_eyeofreckoning1up.tex
    targetingMode                                  Point
    templateName                                   database/templates/skill_attackradiusspin.tpl
    timeBetweenAttacks                             200
    unarmedOnly                                    False
    useResetsDuration                              True
    weaponDamagePct                                [15, 19, 22, 24, 26, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50]  (n=26)

--- records/skills/playerclass09/viremight1.dbr
  [gdx2] rtype=Skill_AttackPathCharge  fields=741
    Axe                                            False
    Class                                          Skill_AttackPathCharge
    Mace                                           False
    Magical                                        False
    Shield                                         False
    Spear                                          False
    Staff                                          False
    Sword                                          False
    achievementTracking                            True
    cameraShakeAmplitude                           0.12
    characterAttackSpeed                           0
    characterAttackSpeedModifier                   0
    characterBaseAttackSpeedTag                    CharacterAttackSpeedAverage
    characterConstitution                          0
    characterConstitutionModifier                  0
    characterDefensiveAbility                      0
    characterDefensiveAbilityModifier              0
    characterDexterity                             0
    characterDexterityModifier                     0
    characterIntelligence                          0
    characterIntelligenceModifier                  0
    characterLife                                  0
    characterLifeModifier                          0
    characterLifeRegen                             0
    characterLifeRegenModifier                     0
    characterLightRadius                           0
    characterMana                                  0
    characterManaLimitReserve                      0
    characterManaLimitReserveModifier              0
    characterManaLimitReserveReduction             0
    characterManaLimitReserveReductionModifier     0
    characterManaModifier                          0
    characterManaRegen                             0
    characterManaRegenModifier                     0
    characterOffensiveAbility                      0
    characterOffensiveAbilityModifier              0
    characterRunSpeed                              0
    characterRunSpeedJitter                        0
    characterRunSpeedModifier                      250
    characterSpellCastSpeed                        0
    characterSpellCastSpeedModifier                0
    characterStrength                              0
    characterStrengthModifier                      0
    defensiveAbsorption                            0
    defensiveAbsorptionChance                      0
    defensiveAbsorptionModifier                    0
    defensiveAbsorptionModifierChance              0
    defensiveAether                                0
    defensiveAetherChance                          0
    defensiveAetherDuration                        0
    defensiveAetherDurationChance                  0
    defensiveAetherDurationModifier                0
    defensiveAetherDurationModifierChance          0
    defensiveAetherMaxResist                       0
    defensiveAetherModifier                        0
    defensiveAetherModifierChance                  0
    defensiveAllMaxResist                          0
    defensiveBonusProtection                       0
    defensiveChaos                                 0
    defensiveChaosChance                           0
    defensiveChaosDuration                         0
    defensiveChaosDurationChance                   0
    defensiveChaosDurationModifier                 0
    defensiveChaosDurationModifierChance           0
    defensiveChaosMaxResist                        0
    defensiveChaosModifier                         0
    defensiveChaosModifierChance                   0
    defensiveCold                                  0
    defensiveColdChance                            0
    defensiveColdDuration                          0
    defensiveColdDurationChance                    0
    defensiveColdDurationModifier                  0
    defensiveColdDurationModifierChance            0
    defensiveColdMaxResist                         0
    defensiveColdModifier                          0
    defensiveColdModifierChance                    0
    defensiveElementalModifier                     0
    defensiveElementalResistance                   0
    defensiveElementalResistanceChance             0
    defensiveFire                                  0
    defensiveFireChance                            0
    defensiveFireDuration                          0
    defensiveFireDurationChance                    0
    defensiveFireDurationModifier                  0
    defensiveFireDurationModifierChance            0
    defensiveFireMaxResist                         0
    defensiveFireModifier                          0
    defensiveFireModifierChance                    0
    defensiveKnockdown                             0
    defensiveKnockdownChance                       0
    defensiveKnockdownModifier                     0
    defensiveKnockdownModifierChance               0
    defensiveLife                                  0
    defensiveLifeChance                            0
    defensiveLifeDuration                          0
    defensiveLifeDurationChance                    0
    defensiveLifeDurationModifier                  0
    defensiveLifeDurationModifierChance            0
    defensiveLifeMaxResist                         0
    defensiveLifeModifier                          0
    defensiveLifeModifierChance                    0
    defensiveLightning                             0
    defensiveLightningChance                       0
    defensiveLightningDuration                     0
    defensiveLightningDurationChance               0
    defensiveLightningDurationModifier             0
    defensiveLightningDurationModifierChance       0
    defensiveLightningMaxResist                    0
    defensiveLightningModifier                     0
    defensiveLightningModifierChance               0
    defensivePhysical                              0
    defensivePhysicalChance                        0
    defensivePhysicalDuration                      0
    defensivePhysicalDurationChance                0
    defensivePhysicalDurationChanceModifier        0
    defensivePhysicalDurationModifier              0
    defensivePhysicalMaxResist                     0
    defensivePhysicalModifier                      0
    defensivePhysicalModifierChance                0
    defensivePierce                                0
    defensivePierceChance                          0
    defensivePierceDuration                        0
    defensivePierceDurationChance                  0
    defensivePierceDurationModifier                0
    defensivePierceDurationModifierChance          0
    defensivePierceMaxResist                       0
    defensivePierceModifier                        0
    defensivePierceModifierChance                  0
    defensivePoison                                0
    defensivePoisonChance                          0
    defensivePoisonDuration                        0
    defensivePoisonDurationChance                  0
    defensivePoisonDurationModifier                0
    defensivePoisonDurationModifierChance          0
    defensivePoisonMaxResist                       0
    defensivePoisonModifier                        0
    defensivePoisonModifierChance                  0
    defensiveProtection                            0
    defensiveProtectionChance                      0
    defensiveProtectionModifier                    0
    defensiveProtectionModifierChance              0
    defensiveSlowLifeLeach                         0
    defensiveSlowLifeLeachChance                   0
    defensiveSlowLifeLeachDuration                 0
    defensiveSlowLifeLeachDurationChance           0
    defensiveSlowLifeLeachDurationModifier         0
    defensiveSlowLifeLeachDurationModifierChance   0
    defensiveSlowLifeLeachMaxResist                0
    defensiveSlowLifeLeachModifier                 0
    defensiveSlowLifeLeachModifierChance           0
    defensiveSlowManaLeach                         0
    defensiveSlowManaLeachChance                   0
    defensiveSlowManaLeachDuration                 0
    defensiveSlowManaLeachDurationChance           0
    defensiveSlowManaLeachDurationModifier         0
    defensiveSlowManaLeachDurationModifierChance   0
    defensiveSlowManaLeachMaxResist                0
    defensiveSlowManaLeachModifier                 0
    defensiveSlowManaLeachModifierChance           0
    defensiveStun                                  0
    defensiveStunChance                            0
    defensiveStunMaxResist                         0
    defensiveStunModifier                          0
    defensiveStunModifierChance                    0
    distanceProfile                                Long
    dualWieldOnly                                  False
    endRadiusMultiplier                            1.5
    excludeRacialDamage                            False
    exclusiveSkill                                 False
    isPetDisplayable                               False
    maxMoveRatio                                   2
    offensiveAetherChance                          0
    offensiveAetherGlobal                          False
    offensiveAetherModifier                        0
    offensiveAetherModifierChance                  0
    offensiveAetherXOR                             False
    offensiveChaosChance                           0
    offensiveChaosGlobal                           False
    offensiveChaosMax                              0
    offensiveChaosModifier                         0
    offensiveChaosModifierChance                   0
    offensiveChaosXOR                              False
    offensiveColdChance                            0
    offensiveColdGlobal                            False
    offensiveColdModifier                          0
    offensiveColdModifierChance                    0
    offensiveColdXOR                               False
    offensiveConfusionChance                       0
    offensiveConfusionGlobal                       False
    offensiveConfusionMax                          0
    offensiveConfusionMin                          0
    offensiveConfusionXOR                          False
    offensiveConvertChance                         0
    offensiveConvertGlobal                         False
    offensiveConvertMax                            0
    offensiveConvertMin                            0
    offensiveConvertXOR                            False
    offensiveFearChance                            0
    offensiveFearGlobal                            False
    offensiveFearMax                               0
    offensiveFearMin                               0
    offensiveFearXOR                               False
    offensiveFireChance                            0
    offensiveFireGlobal                            False
    offensiveFireMax                               0
    offensiveFireMin                               0
    offensiveFireModifier                          0
    offensiveFireModifierChance                    0
    offensiveFireXOR                               False
    offensiveKnockdownChance                       0
    offensiveKnockdownGlobal                       False
    offensiveKnockdownMax                          0
    offensiveKnockdownMin                          0
    offensiveKnockdownModifier                     0
    offensiveKnockdownModifierChance               0
    offensiveKnockdownXOR                          False
    offensiveLifeChance                            0
    offensiveLifeGlobal                            False
    offensiveLifeMax                               0
    offensiveLifeMin                               0
    offensiveLifeModifier                          0
    offensiveLifeModifierChance                    0
    offensiveLifeXOR                               False
    offensiveLightningChance                       0
    offensiveLightningGlobal                       False
    offensiveLightningModifier                     0
    offensiveLightningModifierChance               0
    offensiveLightningXOR                          False
    offensivePercentCurrentLifeChance              0
    offensivePercentCurrentLifeGlobal              False
    offensivePercentCurrentLifeMax                 0
    offensivePercentCurrentLifeXOR                 False
    offensivePhysicalChance                        0
    offensivePhysicalGlobal                        False
    offensivePhysicalMax                           0
    offensivePhysicalMin                           [40, 73, 106, 139, 172, 205, 238, 271, 304, 337, 370, 403, 436, 469, 502, 535, 571, 607, 643, 679, 715, 752, 789, 829, 869, 922]  (n=26)
    offensivePhysicalModifier                      0
    offensivePhysicalModifierChance                0
    offensivePhysicalXOR                           False
    offensivePierceChance                          0
    offensivePierceGlobal                          False
    offensivePierceMax                             0
    offensivePierceModifier                        0
    offensivePierceModifierChance                  0
    offensivePierceRatioChance                     0
    offensivePierceRatioGlobal                     False
    offensivePierceRatioMax                        0
    offensivePierceRatioMin                        0
    offensivePierceRatioModifier                   0
    offensivePierceRatioModifierChance             0
    offensivePierceRatioXOR                        False
    offensivePierceXOR                             False
    offensivePoisonChance                          0
    offensivePoisonGlobal                          False
    offensivePoisonMax                             0
    offensivePoisonMin                             0
    offensivePoisonModifier                        0
    offensivePoisonModifierChance                  0
    offensivePoisonXOR                             False
    offensiveSlowAttackSpeedChance                 0
    offensiveSlowAttackSpeedDurationMax            0
    offensiveSlowAttackSpeedDurationMin            0
    offensiveSlowAttackSpeedDurationModifier       0
    offensiveSlowAttackSpeedGlobal                 False
    offensiveSlowAttackSpeedMax                    0
    offensiveSlowAttackSpeedMin                    0
    offensiveSlowAttackSpeedModifier               0
    offensiveSlowAttackSpeedModifierChance         0
    offensiveSlowAttackSpeedXOR                    False
    offensiveSlowBleedingChance                    0
    offensiveSlowBleedingDurationMax               0
    offensiveSlowBleedingDurationMin               0
    offensiveSlowBleedingDurationModifier          0
    offensiveSlowBleedingGlobal                    False
    offensiveSlowBleedingMax                       0
    offensiveSlowBleedingMin                       0
    offensiveSlowBleedingModifier                  0
    offensiveSlowBleedingModifierChance            0
    offensiveSlowBleedingXOR                       False
    offensiveSlowColdChance                        0
    offensiveSlowColdDurationMax                   0
    offensiveSlowColdDurationMin                   0
    offensiveSlowColdDurationModifier              0
    offensiveSlowColdGlobal                        False
    offensiveSlowColdMax                           0
    offensiveSlowColdMin                           0
    offensiveSlowColdModifier                      0
    offensiveSlowColdModifierChance                0
    offensiveSlowColdXOR                           False
    offensiveSlowDefensiveAbilityChance            0
    offensiveSlowDefensiveAbilityDurationMax       0
    offensiveSlowDefensiveAbilityDurationMin       0
    offensiveSlowDefensiveAbilityDurationModifier  0
    offensiveSlowDefensiveAbilityGlobal            False
    offensiveSlowDefensiveAbilityMax               0
    offensiveSlowDefensiveAbilityMin               0
    offensiveSlowDefensiveAbilityModifier          0
    offensiveSlowDefensiveAbilityModifierChance    0
    offensiveSlowDefensiveAbilityXOR               False
    offensiveSlowDefensiveReductionChance          0
    offensiveSlowDefensiveReductionDurationMax     0
    offensiveSlowDefensiveReductionDurationMin     0
    offensiveSlowDefensiveReductionDurationModifier 0
    offensiveSlowDefensiveReductionGlobal          False
    offensiveSlowDefensiveReductionMax             0
    offensiveSlowDefensiveReductionMin             0
    offensiveSlowDefensiveReductionModifier        0
    offensiveSlowDefensiveReductionModifierChance  0
    offensiveSlowDefensiveReductionXOR             False
    offensiveSlowFireChance                        0
    offensiveSlowFireDurationMax                   0
    offensiveSlowFireDurationMin                   0
    offensiveSlowFireDurationModifier              0
    offensiveSlowFireGlobal                        False
    offensiveSlowFireMax                           0
    offensiveSlowFireMin                           0
    offensiveSlowFireModifier                      0
    offensiveSlowFireModifierChance                0
    offensiveSlowFireXOR                           False
    offensiveSlowLifeChance                        0
    offensiveSlowLifeDurationMax                   0
    offensiveSlowLifeDurationMin                   0
    offensiveSlowLifeDurationModifier              0
    offensiveSlowLifeGlobal                        False
    offensiveSlowLifeLeachChance                   0
    offensiveSlowLifeLeachDurationMax              0
    offensiveSlowLifeLeachDurationMin              0
    offensiveSlowLifeLeachDurationModifier         0
    offensiveSlowLifeLeachGlobal                   False
    offensiveSlowLifeLeachMax                      0
    offensiveSlowLifeLeachMin                      0
    offensiveSlowLifeLeachModifier                 0
    offensiveSlowLifeLeachModifierChance           0
    offensiveSlowLifeLeachXOR                      False
    offensiveSlowLifeMax                           0
    offensiveSlowLifeMin                           0
    offensiveSlowLifeModifier                      0
    offensiveSlowLifeModifierChance                0
    offensiveSlowLifeXOR                           False
    offensiveSlowLightningChance                   0
    offensiveSlowLightningDurationMax              0
    offensiveSlowLightningDurationMin              0
    offensiveSlowLightningDurationModifier         0
    offensiveSlowLightningGlobal                   False
    offensiveSlowLightningMax                      0
    offensiveSlowLightningMin                      0
    offensiveSlowLightningModifier                 0
    offensiveSlowLightningModifierChance           0
    offensiveSlowLightningXOR                      False
    offensiveSlowManaLeachChance                   0
    offensiveSlowManaLeachDurationMax              0
    offensiveSlowManaLeachDurationMin              0
    offensiveSlowManaLeachDurationModifier         0
    offensiveSlowManaLeachGlobal                   False
    offensiveSlowManaLeachMax                      0
    offensiveSlowManaLeachMin                      0
    offensiveSlowManaLeachModifier                 0
    offensiveSlowManaLeachModifierChance           0
    offensiveSlowManaLeachXOR                      False
    offensiveSlowOffensiveAbilityChance            0
    offensiveSlowOffensiveAbilityDurationMax       0
    offensiveSlowOffensiveAbilityDurationMin       0
    offensiveSlowOffensiveAbilityDurationModifier  0
    offensiveSlowOffensiveAbilityGlobal            False
    offensiveSlowOffensiveAbilityMax               0
    offensiveSlowOffensiveAbilityMin               0
    offensiveSlowOffensiveAbilityModifier          0
    offensiveSlowOffensiveAbilityModifierChance    0
    offensiveSlowOffensiveAbilityXOR               False
    offensiveSlowOffensiveReductionChance          0
    offensiveSlowOffensiveReductionDurationMax     0
    offensiveSlowOffensiveReductionDurationMin     0
    offensiveSlowOffensiveReductionDurationModifier 0
    offensiveSlowOffensiveReductionGlobal          False
    offensiveSlowOffensiveReductionMax             0
    offensiveSlowOffensiveReductionMin             0
    offensiveSlowOffensiveReductionModifier        0
    offensiveSlowOffensiveReductionModifierChance  0
    offensiveSlowOffensiveReductionXOR             False
    offensiveSlowPhysicalChance                    0
    offensiveSlowPhysicalDurationMax               0
    offensiveSlowPhysicalDurationMin               2
    offensiveSlowPhysicalDurationModifier          0
    offensiveSlowPhysicalGlobal                    False
    offensiveSlowPhysicalMax                       0
    offensiveSlowPhysicalMin                       [15, 40, 65, 90, 115, 140, 165, 189, 213, 237, 261, 285, 309, 333, 357, 381, 407, 433, 459, 485, 511, 539, 567, 600, 633, 675]  (n=26)
    offensiveSlowPhysicalModifier                  0
    offensiveSlowPhysicalModifierChance            0
    offensiveSlowPhysicalXOR                       False
    offensiveSlowPoisonChance                      0
    offensiveSlowPoisonDurationMax                 0
    offensiveSlowPoisonDurationMin                 0
    offensiveSlowPoisonDurationModifier            0
    offensiveSlowPoisonGlobal                      False
    offensiveSlowPoisonMax                         0
    offensiveSlowPoisonMin                         0
    offensiveSlowPoisonModifier                    0
    offensiveSlowPoisonModifierChance              0
    offensiveSlowPoisonXOR                         False
    offensiveSlowRunSpeedChance                    0
    offensiveSlowRunSpeedDurationMax               0
    offensiveSlowRunSpeedDurationMin               0
    offensiveSlowRunSpeedDurationModifier          0
    offensiveSlowRunSpeedGlobal                    False
    offensiveSlowRunSpeedMax                       0
    offensiveSlowRunSpeedMin                       0
    offensiveSlowRunSpeedModifier                  0
    offensiveSlowRunSpeedModifierChance            0
    offensiveSlowRunSpeedXOR                       False
    offensiveStunChance                            0
    offensiveStunGlobal                            False
    offensiveStunMax                               0
    offensiveStunMin                               0
    offensiveStunModifier                          0
    offensiveStunModifierChance                    0
    offensiveStunXOR                               False
    offensiveTauntChance                           0
    offensiveTauntGlobal                           False
    offensiveTauntMax                              0
    offensiveTauntMin                              25
    offensiveTauntXOR                              False
    radiusEffectName                               records/fx/skillclass09/viremight_impact_fxpak.dbr
    ragDollAmplification                           1.8
    ragDollDirection                               Push
    ragDollEffect                                  TakeHit
    retaliationAetherChance                        0
    retaliationAetherGlobal                        False
    retaliationAetherMax                           0
    retaliationAetherMin                           0
    retaliationAetherModifier                      0
    retaliationAetherModifierChance                0
    retaliationAetherXOR                           False
    retaliationChaosChance                         0
    retaliationChaosGlobal                         False
    retaliationChaosMax                            0
    retaliationChaosMin                            0
    retaliationChaosModifier                       0
    retaliationChaosModifierChance                 0
    retaliationChaosXOR                            False
    retaliationColdChance                          0
    retaliationColdGlobal                          False
    retaliationColdMax                             0
    retaliationColdMin                             0
    retaliationColdModifier                        0
    retaliationColdModifierChance                  0
    retaliationColdXOR                             False
    retaliationConfusionChance                     0
    retaliationConfusionGlobal                     False
    retaliationConfusionMax                        0
    retaliationConfusionMin                        0
    retaliationConfusionXOR                        False
    retaliationConvertChance                       0
    retaliationConvertGlobal                       False
    retaliationConvertMax                          0
    retaliationConvertMin                          0
    retaliationConvertXOR                          False
    retaliationElementalChance                     0
    retaliationElementalGlobal                     False
    retaliationElementalMax                        0
    retaliationElementalMin                        0
    retaliationElementalModifier                   0
    retaliationElementalModifierChance             0
    retaliationElementalXOR                        False
    retaliationFearChance                          0
    retaliationFearGlobal                          False
