cell_key,population,representative_kit_id,isotope_kit_ids
full-move|self-origin|flat|circle|damage|none|tank|cooldown|solo|melee|med|instant|active|one-shot,1,d4-flame-shield-immortal,
full-move|self-origin|flat|circle|damage|none|tank|finite|solo|melee|high|instant|triggered|one-shot,1,vs-bloody-tear,
full-move|self-origin|flat|circle|damage|none|tank|generator-spender|light|melee|high|instant|active|one-shot,1,le-swarmblade-druid,
full-move|self-origin|flat|circle|damage|none|tank|self-cost|solo|melee|high|instant|active|one-shot,1,d3-trag-nova,
full-move|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|channel|active|one-shot,1,d3-poj-tempest-rush,
full-move|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot,1,hot-swordsman,
full-move|self-origin|flat|circle|damage|taunt|absorb|reserve|heavy|melee|med|instant|active|one-shot,1,chr-demon-legion-warlock,
full-move|self-origin|flat|circle|damage|taunt|absorb|reserve|heavy|ranged|med|instant|active|one-shot,1,di-minion-necro,
full-move|self-origin|flat|circle|damage|taunt|evade|reserve|heavy|melee|med|instant|active|one-shot,1,chr-pet-warden,
full-move|self-origin|flat|dash_attack|control|knockback|tank|cooldown|solo|melee|med|instant|active|one-shot,2,di-draw-quarter-crusader,tq-shield-charge-conqueror
full-move|self-origin|flat|dash_attack|damage|none|tank|generator-spender|solo|melee|high|instant|active|one-shot,1,d4-evade-sb,
full-move|self-origin|flat|dash_attack|damage|stun|evade|cooldown|solo|melee|high|instant|active|one-shot,1,hades1-athena-dash,
full-move|self-origin|flat|fork|damage|none|evade|cooldown|light|dual|high|instant|active|one-shot,1,di-tempest,
full-move|self-origin|flat|ground_slam|damage|taunt|tank|cooldown|light|melee|med|instant|active|one-shot,1,di-druid-bear,
full-move|self-origin|flat|multi_projectile|damage|none|evade|spend|solo|dual|high|instant|active|one-shot,1,d2-hammerdin,
full-move|self-origin|flat|multi_projectile|damage|none|tank|generator-spender|solo|dual|high|channel|active|one-shot,1,d4-dance-of-knives,
full-move|self-origin|flat|multi_projectile|damage|none|tank|spend|light|melee|high|channel|active|one-shot,1,d4-ww-dust-devils,
full-move|self-origin|flat|ring|damage|none|glass|finite|solo|dual|high|instant|active|one-shot,1,vs-death-spiral,
full-move|self-origin|flat|ring|damage|none|glass|spend|solo|melee|high|instant|active|one-shot,1,d2-nova-sorc,
full-move|self-origin|flat|ring|damage|none|glass|unknown|solo|dual|high|instant|active|one-shot,1,vs-red-death,
full-move|self-origin|flat|self_buff|damage|none|absorb|reserve|solo|melee|med|instant|active|one-shot,1,poe2-grim-feast,
full-move|self-origin|flat|self_buff|damage|none|mitigate|reserve|heavy|ranged|med|instant|active|one-shot,1,tli-youga-spirit-magus,
full-move|self-origin|flat|self_buff|damage|taunt|tank|reserve|heavy|melee|med|instant|active|one-shot,1,tq-petmaster-summoner,
full-move|self-origin|flat|self_buff|damage|taunt|tank|reserve|light|ranged|med|channel|active|one-shot,1,tl1-alchemist-summoner,
full-move|self-origin|flat|teleport|damage|none|absorb|cooldown|solo|dual|high|instant|active|one-shot,1,poe2-temporalis-blink,
full-move|self-origin|flat|whirlwind|damage|hard-stop|tank|free|solo|melee|high|channel|triggered|one-shot,1,ud-cwc-spin-caster,
full-move|self-origin|flat|whirlwind|damage|hex|tank|reserve|solo|melee|high|channel|triggered|one-shot,1,le-warpath-vk,
full-move|self-origin|flat|whirlwind|damage|knockback|evade|reserve|solo|melee|high|channel|active|one-shot,1,tq2-whirlwind-rogue,
full-move|self-origin|flat|whirlwind|damage|knockback|tank|reserve|solo|melee|high|channel|active|one-shot,1,di-whirlwind-barb,
full-move|self-origin|flat|whirlwind|damage|none|evade|spend|light|melee|high|channel|active|one-shot,1,d2-ww-sin,
full-move|self-origin|flat|whirlwind|damage|none|tank|reserve|solo|melee|high|channel|active|one-shot,1,ud-whirlwind-str,
full-move|self-origin|flat|whirlwind|damage|none|tank|self-cost|solo|melee|med|instant|active|one-shot,1,hades1-aspect-guan-yu,
full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|high|channel|active|one-shot,1,gd-eor-warlord,
full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|high|channel|triggered|one-shot,2,poe1-cyclone,d3-ww-wastes
full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|med|channel|triggered|one-shot,1,d2-ww-barb,
full-move|self-origin|spiky|circle|control|knockback|tank|cooldown|solo|dual|med|instant|active|one-shot,1,tq-distortion-templar,
full-move|self-origin|spiky|circle|damage|fear|tank|free|solo|melee|high|instant|triggered|build→spend,1,chr-fire-berserker,
full-move|self-origin|spiky|circle|damage|none|mitigate|reserve|heavy|ranged|med|instant|active|one-shot,1,tli-iris2-thunder-magus,
full-move|self-origin|spiky|circle|damage|none|tank|generator-spender|solo|melee|med|instant|active|apply→detonate,1,d3-vyr-archon,
full-move|self-origin|spiky|dash_attack|control|expose|evade|cooldown|solo|melee|high|instant|triggered|apply→detonate,1,hades1-merciful-end,
full-move|self-origin|spiky|vortex_pull|control|hard-stop|glass|finite|solo|ranged|low|instant|active|one-shot,1,vs-gorgeous-moon,
full-move|self-origin|spiky|vortex_pull|damage|none|glass|unknown|solo|melee|high|instant|active|one-shot,1,vs-queen-sigma,
full-move|self-origin|spiky|whirlwind|damage|none|tank|finite|solo|melee|high|instant|active|one-shot,1,vs-fuwalafuwaloo,
full-move|self-origin|spiky|whirlwind|damage|stun|tank|spend|solo|melee|med|channel|active|one-shot,1,d2-bvc,
full-move|self-origin|var|circle|damage|none|absorb|self-cost|solo|ranged|high|instant|active|build→spend,1,poe2-demon-form,
full-move|self-origin|var|circle|damage|none|tank|cooldown|light|dual|high|instant|active|one-shot,1,d4-cataclysm,
full-move|self-origin|var|whirlwind|damage|knockback|evade|reserve|light|dual|high|instant|active|one-shot,1,poe2-twister,
rooted|at-target|flat|blank|control|hard-stop|absorb|spend|solo|dual|med|instant|active|one-shot,1,di-bone-wall-necro-pvp,
rooted|at-target|flat|ground_targeted_circle|damage|none|absorb|spend|solo|melee|high|instant|active|one-shot,1,le-flame-reave-spellblade,
rooted|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|ranged|low|instant|active|apply→detonate,1,d2-poison-javazon,
rooted|at-target|flat|ground_targeted_circle|damage|none|tank|free|solo|melee|high|instant|triggered|one-shot,1,le-healing-hands-paladin,
rooted|at-target|flat|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot,1,le-judgement-paladin,
rooted|at-target|flat|melee_strike|control|none|evade|spend|solo|melee|low|instant|active|one-shot,1,poe2-rake-ritualist,
rooted|at-target|flat|melee_strike|damage|none|evade|free|solo|melee|high|wind-up|active|one-shot,1,d2-zealot,
rooted|at-target|flat|melee_strike|damage|none|mitigate|spend|light|melee|med|instant|active|one-shot,1,d2-daggermancer,
rooted|at-target|flat|melee_strike|damage|none|mitigate|spend|solo|melee|med|instant|active|one-shot,1,d2-avenger,
rooted|at-target|flat|melee_strike|damage|none|tank|free|light|melee|low|wind-up|triggered|one-shot,1,d2-maul-bear,
rooted|at-target|flat|melee_strike|damage|none|tank|spend|solo|melee|med|instant|active|one-shot,1,d2-conc-barb,
rooted|at-target|flat|melee_strike|damage|stun|tank|free|solo|dual|high|instant|triggered|one-shot,1,le-smite-paladin,
rooted|at-target|flat|multi_projectile|damage|none|mitigate|spend|solo|melee|high|instant|active|one-shot,1,poe1-molten-strike,
rooted|at-target|flat|single_target|damage|none|tank|free|solo|melee|low|instant|triggered|one-shot,1,d2-horker,
rooted|at-target|flat|single_target|damage|none|tank|reserve|heavy|dual|low|instant|active|one-shot,1,d2-summon-druid,
rooted|at-target|flat|single_target|damage|none|tank|unknown|heavy|melee|low|instant|active|one-shot,1,poe1-baron-zombies,
rooted|at-target|flat|totem|control|hard-stop|absorb|spend|light|dual|med|instant|active|apply→detonate,1,le-frost-wall-rm,
rooted|at-target|flat|totem|damage|knockback|evade|spend|light|ranged|med|instant|active|one-shot,1,poe2-supporting-fire,
rooted|at-target|flat|totem|damage|none|tank|cooldown|heavy|melee|med|instant|active|apply→detonate,1,poe1-warchief,
rooted|at-target|spiky|ground_targeted_circle|control|hard-stop|absorb|free|solo|ranged|high|instant|triggered|one-shot,1,poe2-cof-comet,
rooted|at-target|spiky|ground_targeted_circle|control|stun|tank|spend|solo|melee|low|wind-up|active|apply→detonate,1,poe2-titan-hotg,
rooted|at-target|spiky|ground_targeted_circle|damage|hard-stop|tank|spend|light|melee|low|wind-up|active|one-shot,1,le-erasing-strike-vk,
rooted|at-target|spiky|ground_targeted_circle|damage|knockback|tank|generator-spender|solo|melee|med|instant|active|one-shot,1,tl2-flame-hammer-engineer,
rooted|at-target|spiky|ground_targeted_circle|damage|none|absorb|finite|solo|dual|high|instant|active|apply→detonate,1,di-corpse-explosion-necro,
rooted|at-target|spiky|ground_targeted_circle|damage|none|glass|cooldown|solo|ranged|med|instant|active|one-shot,1,di-bombardment-wizard-pvp,
rooted|at-target|spiky|ground_targeted_circle|damage|none|glass|cooldown|solo|ranged|med|wind-up|active|one-shot,1,di-meteor-wizard,
rooted|at-target|spiky|ground_targeted_circle|damage|none|mitigate|generator-spender|solo|melee|med|instant|active|build→spend,1,poe1-tectonic-slam,
rooted|at-target|spiky|ground_targeted_circle|damage|none|tank|free|heavy|dual|low|instant|triggered|apply→detonate,1,d2-summonmancer,
rooted|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot,1,d4-pulverize,
rooted|at-target|spiky|ground_targeted_circle|damage|stun|tank|spend|solo|melee|med|instant|active|apply→detonate,1,di-hota-wotb-barb,
rooted|at-target|spiky|melee_strike|damage|none|glass|spend|solo|melee|med|instant|active|one-shot,1,d2-berserker,
rooted|at-target|spiky|teleport|damage|stun|evade|cooldown|solo|melee|high|instant|active|one-shot,1,di-monk-sss,
rooted|at-target|spiky|teleport|damage|stun|evade|cooldown|solo|melee|med|instant|active|apply→detonate,1,tq-phantom-strike-dreamkiller,
rooted|at-target|spiky|totem|damage|none|mitigate|spend|solo|melee|med|wind-up|active|apply→detonate,1,poe1-earthquake,
rooted|at-target|var|ground_targeted_circle|damage|none|mitigate|spend|light|dual|med|instant|active|one-shot,1,d2-fire-druid,
rooted|aura-pulse|flat|aura|damage|none|mitigate|free|solo|melee|high|instant|triggered|one-shot,1,d2-auradin,
rooted|aura-pulse|flat|melee_strike|damage|none|tank|unknown|solo|melee|med|instant|active|one-shot,2,d3-invoker-thorns,gd-retaliation-warlord
rooted|aura-pulse|flat|single_target|damage|none|tank|unknown|solo|melee|med|instant|active|build→spend,1,d4-thorns-barb,
rooted|beam|flat|beam_channel|control|hard-stop|glass|reserve|solo|dual|high|channel|active|apply→detonate,1,di-ray-of-frost-wizard,
rooted|beam|flat|beam_channel|damage|none|tank|spend|solo|ranged|high|channel|active|one-shot,1,gd-aar-spellbinder,
rooted|beam|flat|chain|damage|expose|tank|spend|solo|ranged|high|channel|active|one-shot,1,gd-drain-essence-spellbinder,
rooted|beam|flat|cone|damage|none|glass|reserve|solo|dual|high|channel|active|one-shot,1,ud-flamethrower-channel,
rooted|beam|flat|cone|damage|none|glass|spend|solo|dual|high|channel|active|build→spend,1,poe1-incinerate,
rooted|beam|flat|cone|damage|none|tank|spend|solo|dual|high|channel|active|build→spend,1,gd-flames-of-ignaffar-purifier,
rooted|beam|flat|melee_arc|damage|none|tank|spend|light|melee|high|channel|active|one-shot,1,d3-arachyr-firebats,
rooted|beam|flat|vortex_pull|damage|hex|absorb|reserve|solo|dual|high|channel|active|one-shot,1,le-ghostflame-warlock,
rooted|beam|spiky|beam_channel|damage|none|glass|spend|solo|ranged|med|channel|active|one-shot,1,poe1-divine-ire,
rooted|beam|var|line|damage|none|mitigate|spend|solo|ranged|med|instant|active|build→spend,1,poe1-crackling-lance,
rooted|line|flat|line|damage|hex|absorb|spend|light|dual|low|instant|active|one-shot,1,le-chthonic-fissure-warlock,
rooted|projectile|flat|chain|control|none|absorb|spend|solo|ranged|high|instant|active|one-shot,1,le-lightning-blast,
rooted|projectile|flat|circle|damage|hard-stop|mitigate|spend|light|ranged|med|instant|active|one-shot,1,d2-frost-bowazon,
rooted|projectile|flat|cone|control|hard-stop|absorb|spend|solo|dual|high|instant|triggered|one-shot,1,le-frost-claw,
rooted|projectile|flat|cone|damage|knockback|evade|finite|solo|dual|high|instant|active|one-shot,1,tl2-shotgonne-outlander,
rooted|projectile|flat|cone|damage|none|evade|spend+finite|solo|ranged|high|instant|active|one-shot,1,poe2-galvanic-shards,
rooted|projectile|flat|cone|damage|none|evade|spend|solo|ranged|high|instant|active|one-shot,1,di-multishot-dh,
rooted|projectile|flat|multi_projectile|damage|none|evade|spend|solo|dual|high|instant|active|apply→detonate,1,le-umbral-blades,
rooted|projectile|flat|multi_projectile|damage|none|mitigate|free|light|ranged|high|instant|active|one-shot,1,d2-bowazon,
rooted|projectile|flat|single_target|damage|none|mitigate|spend|light|ranged|med|instant|active|one-shot,1,d2-fishyzon,
rooted|projectile|spiky|chain|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot,1,d2-javazon,
rooted|projectile|spiky|circle|damage|knockback|tank|finite|solo|ranged|med|instant|active|one-shot,1,chr-mechanist-rocketeer,
rooted|projectile|spiky|circle|damage|knockback|tank|generator-spender|solo|dual|med|instant|active|one-shot,1,tl2-cannon-engineer,
rooted|projectile|spiky|circle|damage|none|absorb|finite|solo|ranged|med|instant|active|one-shot,1,le-runic-invocation,
rooted|projectile|spiky|circle|damage|none|evade|spend|solo|ranged|high|instant|active|apply→detonate,1,le-detonating-arrow-mm,
rooted|projectile|spiky|circle|damage|none|glass|spend|solo|ranged|med|instant|active|build→spend,1,tq2-elementalist,
rooted|projectile|spiky|circle|damage|none|glass|spend|solo|ranged|med|instant|active|one-shot,1,tq-elementalist-volcanic-storm,
rooted|projectile|spiky|multi_projectile|damage|expose|tank|self-cost|solo|ranged|med|wind-up|active|apply→detonate,1,poe2-blood-mage,
rooted|projectile|spiky|multi_projectile|damage|none|absorb|spend|solo|ranged|med|wind-up|active|apply→detonate,1,poe2-bonestorm,
rooted|projectile|var|multi_projectile|damage|none|mitigate|spend|light|dual|high|instant|active|one-shot,1,d2-wind-druid,
rooted|projectile|var|ricochet_bounce|damage|none|absorb|spend|solo|ranged|high|instant|active|one-shot,1,poe2-spark-stormweaver,
rooted|self-origin|flat|circle|control|taunt|absorb|free|solo|melee|low|instant|triggered|one-shot,1,chr-thorns-templar,
rooted|self-origin|flat|circle|damage|none|tank|spend|solo|dual|high|channel|active|build→spend,1,d4-lightning-storm,
rooted|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot,2,gd-callidors-tempest-templar,d3-rolands
rooted|self-origin|flat|circle|damage|stun|tank|spend|solo|melee|high|instant|active|one-shot,1,d2-singer,
rooted|self-origin|flat|ground_slam|damage|knockback|tank|spend|light|melee|med|instant|active|one-shot,1,tl2-emberquake-engineer,
rooted|self-origin|flat|line|damage|none|tank|spend|solo|dual|high|instant|active|one-shot,1,gd-forcewave-warlord,
rooted|self-origin|spiky|circle|damage|none|mitigate|spend|solo|dual|low|channel|active|apply→detonate,1,poe1-flameblast,
rooted|self-origin|spiky|circle|damage|none|mitigate|spend|solo|melee|med|channel|active|apply→detonate,1,poe1-blade-flurry,
rooted|self-origin|spiky|circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot,1,d4-blood-surge,
unknown|at-target|flat|ground_targeted_circle|damage|none|post-cutoff-deferred|unknown|light|melee|high|instant|active|one-shot,1,poe2-whirling-assault-ma,
unknown|at-target|var|totem|damage|none|post-cutoff-deferred|unknown|heavy|ranged|med|instant|active|apply→detonate,1,poe2-archmage-totems,
unknown|projectile|flat|multi_projectile|damage|none|post-cutoff-deferred|unknown|solo|dual|high|instant|active|one-shot,1,poe2-spiral-volley,
unknown|projectile|spiky|melee_strike|damage|none|post-cutoff-deferred|unknown|light|ranged|med|channel|active|one-shot,1,poe2-snipe-mirage-deadeye,
unknown|self-origin|flat|circle|damage|none|tank|unknown|solo|melee|high|instant|active|build→spend,1,poe2-shaman-bear,
unknown|self-origin|flat|circle|damage|none|tank|unknown|solo|melee|high|instant|triggered|one-shot,1,poe2-walking-calamity,
walk|at-target|blank|ground_targeted_circle|damage|none|mitigate|unknown|solo|ranged|med|blank|active|one-shot,1,d2-wl-void-rift,
walk|at-target|flat|chain|damage|hex|mitigate|self-cost|light|dual|high|instant|active|one-shot,1,poe1-dark-pact,
walk|at-target|flat|chain|damage|none|mitigate|unknown|light|melee|low|instant|active|one-shot,1,d2-rabies-wolf,
walk|at-target|flat|ground_targeted_circle|damage|blind|tank|spend|light|ranged|low|instant|active|apply→detonate,1,d4-shadowblight,
walk|at-target|flat|ground_targeted_circle|damage|blind|tank|unknown|solo|melee|high|instant|active|one-shot,1,d4-dread-claws-warlock,
walk|at-target|flat|ground_targeted_circle|damage|expose|tank|cooldown|light|dual|low|instant|active|one-shot,1,gd-vitality-conjurer,
walk|at-target|flat|ground_targeted_circle|damage|expose|tank|cooldown|solo|dual|low|instant|triggered|one-shot,1,gd-ravenous-earth-oppressor,
walk|at-target|flat|ground_targeted_circle|damage|hard-stop|mitigate|free|solo|melee|med|instant|triggered|one-shot,1,poe1-aegis-max-block,
walk|at-target|flat|ground_targeted_circle|damage|hard-stop|tank|unknown|solo|melee|high|instant|active|one-shot,1,gd-berserker-wereforms,
walk|at-target|flat|ground_targeted_circle|damage|hex|absorb|spend|solo|dual|low|instant|active|one-shot,1,poe1-bane,
walk|at-target|flat|ground_targeted_circle|damage|hex|tank|generator-spender|heavy|melee|med|instant|triggered|one-shot,1,poe1-hoag,
walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|reserve|solo|ranged|med|instant|active|one-shot,1,poe1-low-life-shavs,
walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|melee|high|instant|active|one-shot,1,poe1-facebreaker,
walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|melee|low|instant|active|build→spend,1,poe1-lacerate-glad,
walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|unknown|solo|melee|high|instant|active|one-shot,1,d2-wl-echoing-strike,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|dual|low|instant|triggered|one-shot,1,gd-word-of-pain-tactician,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|dual|med|instant|active|one-shot,1,d3-znec,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|cooldown|solo|melee|high|instant|active|one-shot,1,d4-wing-strike-arbiter,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|free|light|dual|high|instant|triggered|build→spend,1,d3-zero-dogs,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|generator-spender|solo|melee|high|instant|active|build→spend,1,d4-bash,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|generator-spender|solo|ranged|med|instant|active|one-shot,1,d3-firebird,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|reserve|heavy|dual|med|instant|active|one-shot,1,d3-helltooth-garg,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|self-cost|solo|melee|high|instant|active|build→spend,1,poe1-boneshatter,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|spend|light|melee|high|instant|triggered|one-shot,1,gd-primal-strike-vindicator,
walk|at-target|flat|ground_targeted_circle|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot,1,d3-aov-foth,
walk|at-target|flat|melee_strike|damage|none|tank|generator-spender|solo|melee|med|instant|active|build→spend,1,gd-savagery-warder,
walk|at-target|flat|melee_strike|damage|none|tank|unknown|light|melee|high|instant|active|one-shot,1,d2-fireclaw-wolf,
walk|at-target|flat|melee_strike|damage|stun|mitigate|free|solo|melee|med|instant|active|one-shot,1,d2-smiter,
walk|at-target|flat|multi_projectile|damage|hard-stop|tank|reserve|heavy|ranged|med|instant|active|one-shot,1,poe1-skeleton-mages,
walk|at-target|flat|multi_projectile|damage|none|tank|cooldown|heavy|melee|med|instant|active|one-shot,1,poe1-generals-cry,
walk|at-target|flat|multi_projectile|damage|none|tank|free|heavy|ranged|med|instant|triggered|one-shot,1,poe1-spectres,
walk|at-target|flat|multi_projectile|damage|none|tank|reserve|heavy|dual|med|instant|active|one-shot,1,poe1-golementalist,
walk|at-target|flat|single_target|damage|blind|glass|free|heavy|dual|low|instant|triggered|build→spend,1,d2-wl-tainted-summoner,
walk|at-target|flat|single_target|damage|none|evade|free|light|melee|high|instant|active|build→spend,1,d2-kicksin,
walk|at-target|flat|single_target|damage|none|tank|finite|heavy|melee|med|instant|active|one-shot,1,poe1-animate-weapon,
walk|at-target|flat|single_target|damage|none|tank|free|heavy|dual|high|instant|triggered|one-shot,1,poe1-srs,
walk|at-target|flat|single_target|damage|none|tank|free|solo|melee|high|instant|triggered|build→spend,1,d3-frenzy-h90,
walk|at-target|flat|single_target|damage|none|tank|reserve|heavy|melee|med|instant|triggered|one-shot,1,d4-minion-necro,
walk|at-target|flat|single_target|damage|none|tank|spend|heavy|ranged|high|instant|triggered|one-shot,1,d3-zuni-carnevil,
walk|at-target|flat|single_target|damage|none|tank|unknown|light|melee|high|instant|active|one-shot,1,d2-fury-wolf,
walk|at-target|flat|totem|damage|none|evade|cooldown|solo|melee|med|instant|active|one-shot,1,di-crusader-banner-support,
walk|at-target|flat|totem|damage|none|tank|reserve|heavy|melee|med|instant|active|apply→detonate,1,gd-skeleton-ritualist,
walk|at-target|flat|totem|damage|stun|glass|generator-spender|light|ranged|med|channel|active|one-shot,1,hades2-glorious-disaster,
walk|at-target|flat|vortex_pull|damage|hard-stop|mitigate|cooldown|solo|melee|low|instant|triggered|one-shot,1,poe1-cold-dot-occ,
walk|at-target|spiky|ground_targeted_circle|damage|hard-stop|tank|spend|solo|ranged|med|instant|active|one-shot,1,gd-trozan-druid,
walk|at-target|spiky|ground_targeted_circle|damage|none|glass|free|solo|ranged|med|instant|triggered|apply→detonate,1,poe1-detonate-dead,
walk|at-target|spiky|ground_targeted_circle|damage|none|mitigate|free|solo|ranged|med|instant|triggered|build→spend,1,poe1-lightning-conduit,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|heavy|ranged|low|instant|active|one-shot,1,d3-rathma-aotd,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|cooldown|solo|ranged|med|instant|active|one-shot,1,gd-devastation-sorcerer,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|finite|solo|melee|med|instant|active|one-shot,1,gd-krieg-death-knight,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|free|heavy|dual|med|instant|triggered|one-shot,1,gd-blight-fiend-ritualist,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|generator-spender|solo|dual|med|instant|active|apply→detonate,1,d3-jade-harvester,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|light|melee|high|instant|active|one-shot,1,d3-ik-hota,
walk|at-target|spiky|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot,1,d4-hota,
walk|at-target|spiky|melee_strike|damage|none|tank|finite|solo|melee|med|instant|active|apply→detonate,1,gd-cadence-witchblade,
walk|at-target|spiky|multi_projectile|damage|none|evade|generator-spender|solo|melee|high|instant|active|build→spend,1,d2-mosaic-sin,
walk|at-target|spiky|single_target|damage|hex|tank|cooldown|solo|ranged|low|instant|active|one-shot,1,gd-doom-bolt-sentinel,
walk|at-target|spiky|single_target|damage|none|tank|free|solo|ranged|med|instant|triggered|one-shot,1,d3-pestilence-lance,
walk|at-target|spiky|totem|damage|none|evade|spend|heavy|dual|low|instant|triggered|apply→detonate,1,d2-trapsin,
walk|at-target|spiky|totem|damage|none|mitigate|cooldown|solo|melee|med|wind-up|active|apply→detonate,1,poe1-earthshatter,
walk|at-target|spiky|totem|damage|none|mitigate|free|solo|ranged|med|instant|triggered|apply→detonate,1,poe1-bladefall-bladeblast,
walk|at-target|spiky|totem|damage|stun|mitigate|unknown|solo|melee|med|instant|active|one-shot,1,poe1-heavy-strike-stun,
walk|at-target|var|chain|damage|none|mitigate|free|solo|melee|high|instant|triggered|one-shot,1,poe1-mjolner,
walk|at-target|var|ground_targeted_circle|damage|blind|mitigate|self-cost|light|dual|med|instant|active|one-shot,1,d2-wl-blood-boil,
walk|at-target|var|ground_targeted_circle|damage|hard-stop|mitigate|unknown|solo|ranged|med|instant|active|one-shot,1,poe1-whispering-ice,
walk|at-target|var|ground_targeted_circle|damage|none|mitigate|unknown|solo|ranged|med|instant|active|one-shot,2,d2-wl-abyss,d2-wl-fire
walk|at-target|var|ground_targeted_circle|damage|none|tank|unknown|solo|ranged|med|instant|active|one-shot,1,d4-blazing-abyss-warlock,
walk|at-target|var|single_target|damage|stun|tank|free|solo|ranged|high|instant|triggered|one-shot,1,d3-manald-heal,
walk|aura-pulse|flat|aura|damage|hex|mitigate|reserve|solo|melee|low|instant|active|one-shot,1,poe1-deaths-oath,
walk|aura-pulse|flat|aura|damage|none|mitigate|reserve|solo|dual|low|instant|active|one-shot,1,poe1-aurabot,
walk|aura-pulse|flat|aura|damage|none|mitigate|self-cost|solo|melee|low|instant|active|one-shot,1,poe1-righteous-fire,
walk|aura-pulse|flat|aura|damage|none|tank|reserve|solo|melee|med|instant|active|one-shot,1,d4-auradin-paladin,
walk|blank|spiky|melee_strike|blank|unknown|blank|unknown|solo|melee|med|blank|unknown|unknown,1,d2-sacrifice,
walk|orbit|flat|blank|damage|none|tank|spend|solo|melee|high|instant|active|one-shot,2,d4-bouldercane,d3-inarius-bonestorm
walk|orbit|flat|multi_projectile|damage|hard-stop|mitigate|generator-spender|light|dual|high|channel|triggered|one-shot,1,poe1-winter-orb,
walk|orbit|flat|vortex_pull|damage|none|mitigate|free|light|melee|high|instant|triggered|one-shot,1,poe1-minion-pact-bv,
walk|other|var|circle|damage|none|tank|unknown|solo|ranged|med|instant|active|one-shot,1,d3-lod-archetype,
walk|projectile|flat|chain|damage|none|tank|self-cost|solo|ranged|high|instant|active|one-shot,1,d4-blood-lance,
walk|projectile|flat|chain|damage|none|tank|spend|solo|dual|med|instant|triggered|one-shot,1,gd-aegis-paladin,
walk|projectile|flat|chain|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot,1,gd-panettis-mage-hunter,
walk|projectile|flat|circle|damage|none|tank|generator-spender|solo|ranged|high|instant|active|one-shot,1,gd-fire-strike-purifier,
walk|projectile|flat|multi_projectile|damage|none|mitigate|finite|solo|ranged|high|instant|triggered|one-shot,1,poe1-wormblaster,
walk|projectile|flat|multi_projectile|damage|none|mitigate|unknown|solo|ranged|high|instant|active|one-shot,1,poe1-kinetic-fusillade,
walk|projectile|flat|single_target|damage|none|absorb|spend|solo|ranged|high|instant|active|one-shot,1,d2-bonemancer,
walk|projectile|flat|single_target|damage|none|mitigate|spend|solo|dual|high|instant|active|one-shot,1,poe1-spectral-throw,
walk|projectile|flat|single_target|damage|none|tank|finite|solo|dual|high|instant|active|one-shot,1,d2-throw-barb,
walk|projectile|flat|single_target|damage|none|tank|spend|light|ranged|high|instant|active|one-shot,1,d3-masquerade-spear,
walk|projectile|spiky|single_target|damage|none|tank|spend|solo|ranged|high|instant|active|one-shot,1,d4-bone-spear,
walk|projectile|var|chain|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot,1,poe1-arc,
walk|projectile|var|circle|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot,2,poe1-archmage,poe1-ball-lightning
walk|projectile|var|multi_projectile|damage|none|mitigate|spend|solo|dual|med|instant|active|one-shot,1,poe1-sst,
walk|projectile|var|single_target|damage|hard-stop|mitigate|spend|solo|dual|high|instant|active|one-shot,1,poe1-freezing-pulse,
