chain_id,tick_idx,t_s,frame,gap_frames,magnitude_hp,implied_rate_hp_per_s
60,5,1490.0000,89400,6,325,3250.0
60,6,1490.1000,89406,6,30,300.0
60,7,1490.2000,89412,6,31,310.0
60,8,1490.3167,89419,7,31,310.0
61,0,1493.3667,89602,,1430,14300.0
61,1,1493.4833,89609,7,133,1330.0
61,2,1493.5833,89615,6,132,1320.0
61,3,1493.6833,89621,6,134,1340.0
61,4,1493.8000,89628,7,134,1340.0
61,5,1493.9000,89634,6,134,1340.0
61,6,1494.0000,89640,6,134,1340.0
61,7,1494.1000,89646,6,134,1340.0
61,8,1494.2167,89653,7,134,1340.0
61,9,1494.3167,89659,6,134,1340.0
61,10,1494.4167,89665,6,134,1340.0
61,11,1494.5167,89671,6,134,1340.0
61,12,1494.6333,89678,7,134,1340.0
61,13,1494.7333,89684,6,134,1340.0
61,14,1494.8333,89690,6,134,1340.0
61,15,1494.9333,89696,6,134,1340.0
61,16,1495.0500,89703,7,132,1320.0
61,17,1495.1500,89709,6,132,1320.0
61,18,1495.2500,89715,6,132,1320.0
62,0,1496.7500,89805,,213,2130.0
62,1,1496.8667,89812,7,14,140.0
62,2,1496.9667,89818,6,14,140.0
62,3,1497.0667,89824,6,14,140.0
62,4,1497.1667,89830,6,14,140.0
62,5,1497.2833,89837,7,14,140.0
62,6,1497.3833,89843,6,1614,16140.0
62,7,1497.4833,89849,6,14,140.0
62,8,1497.5833,89855,6,14,140.0
62,9,1497.7000,89862,7,14,140.0
62,10,1497.8000,89868,6,12,120.0
62,11,1497.9000,89874,6,12,120.0
62,12,1498.0000,89880,6,12,120.0
62,13,1498.1167,89887,7,14,140.0
62,14,1498.2167,89893,6,14,140.0
62,15,1498.3167,89899,6,12,120.0
62,16,1498.4167,89905,6,12,120.0
62,17,1498.5333,89912,7,12,120.0
62,18,1498.6333,89918,6,12,120.0
62,19,1498.7333,89924,6,12,120.0
62,20,1498.8333,89930,6,11,110.0
62,21,1498.9500,89937,7,11,110.0
62,22,1499.0500,89943,6,11,110.0
62,23,1499.1500,89949,6,11,110.0
62,24,1499.2500,89955,6,11,110.0
62,25,1499.3667,89962,7,11,110.0
62,26,1499.4667,89968,6,11,110.0
62,27,1499.5667,89974,6,11,110.0
62,28,1499.6667,89980,6,14,140.0
62,29,1499.7833,89987,7,13,130.0
62,30,1499.8833,89993,6,10,100.0
63,0,1504.3000,90258,,47,470.0
63,1,1504.4167,90265,7,18,180.0
63,2,1504.5167,90271,6,19,190.0
63,3,1504.6167,90277,6,17,170.0
63,4,1504.7167,90283,6,17,170.0
63,5,1504.8333,90290,7,19,190.0
63,6,1504.9333,90296,6,17,170.0
63,7,1505.0333,90302,6,17,170.0
64,0,1546.6000,92796,,19773,197730.0
64,1,1546.6833,92801,5,33,330.0
64,2,1546.7833,92807,6,33,330.0
64,3,1546.9000,92814,7,33,330.0
64,4,1547.0000,92820,6,33,330.0
64,5,1547.1000,92826,6,30,300.0
64,6,1547.2000,92832,6,31,310.0
64,7,1547.3167,92839,7,33,330.0
65,0,1547.4167,92845,,31,310.0
65,1,1547.5167,92851,6,33,330.0
65,2,1547.6167,92857,6,30,300.0
65,3,1547.7333,92864,7,31,310.0
65,4,1547.8333,92870,6,30,300.0
65,5,1547.9333,92876,6,31,310.0
65,6,1548.0333,92882,6,30,300.0
65,7,1548.1500,92889,7,31,310.0
65,8,1548.2500,92895,6,33,330.0
65,9,1548.3500,92901,6,31,310.0
65,10,1548.4500,92907,6,33,330.0
65,11,1548.5667,92914,7,30,300.0
65,12,1548.6667,92920,6,31,310.0
65,13,1548.7667,92926,6,30,300.0
65,14,1548.8667,92932,6,33,330.0
65,15,1548.9833,92939,7,33,330.0
65,16,1549.0833,92945,6,10,100.0
65,17,1549.1833,92951,6,10,100.0
66,0,1549.4000,92964,,33,330.0
66,1,1549.5000,92970,6,30,300.0
66,2,1549.6000,92976,6,21,210.0
66,3,1549.7000,92982,6,21,210.0
66,4,1549.8167,92989,7,21,210.0
66,5,1549.9167,92995,6,21,210.0
66,6,1550.0167,93001,6,21,210.0
66,7,1550.1167,93007,6,21,210.0
66,8,1550.2333,93014,7,21,210.0
67,0,1550.7500,93045,,19,190.0
67,1,1550.8500,93051,6,20,200.0
67,2,1550.9500,93057,6,20,200.0
67,3,1551.0667,93064,7,20,200.0
67,4,1551.1667,93070,6,20,200.0
67,5,1551.2667,93076,6,20,200.0
67,6,1551.3667,93082,6,20,200.0
68,0,1613.8667,96832,,11,110.0
68,1,1613.9667,96838,6,26,260.0
68,2,1614.0833,96845,7,26,260.0
68,3,1614.1833,96851,6,26,260.0
68,4,1614.2833,96857,6,25,250.0
68,5,1614.3833,96863,6,26,260.0
69,0,1614.4000,96864,,904,9040.0
69,1,1614.4833,96869,5,26,260.0
69,2,1614.6000,96876,7,18811,188110.0
69,3,1614.7000,96882,6,25,250.0
69,4,1614.8000,96888,6,25,250.0
69,5,1614.9000,96894,6,26,260.0
70,0,1617.6000,97056,,22,220.0
70,1,1617.7167,97063,7,22,220.0
70,2,1617.8167,97069,6,21,210.0
70,3,1617.9167,97075,6,22,220.0
70,4,1618.0167,97081,6,22,220.0
70,5,1618.1333,97088,7,21,210.0
71,0,1625.5167,97531,,36,360.0
71,1,1625.6167,97537,6,36,360.0
71,2,1625.7333,97544,7,6,60.0
71,3,1625.8333,97550,6,6,60.0
71,4,1625.9333,97556,6,6,60.0
71,5,1626.0333,97562,6,6,60.0
71,6,1626.1500,97569,7,6,60.0
71,7,1626.2500,97575,6,6,60.0
71,8,1626.3500,97581,6,6,60.0
71,9,1626.4500,97587,6,6,60.0
72,0,1627.1833,97631,,54,540.0
72,1,1627.2833,97637,6,53,530.0
72,2,1627.3833,97643,6,53,530.0
72,3,1627.5000,97650,7,54,540.0
72,4,1627.6000,97656,6,54,540.0
72,5,1627.7000,97662,6,54,540.0
72,6,1627.8000,97668,6,54,540.0
72,7,1627.9167,97675,7,53,530.0
72,8,1628.0167,97681,6,54,540.0
72,9,1628.1167,97687,6,56,560.0
72,10,1628.2333,97694,7,54,540.0
72,11,1628.3333,97700,6,54,540.0
72,12,1628.4500,97707,7,54,540.0
72,13,1628.5500,97713,6,53,530.0
72,14,1628.6500,97719,6,54,540.0
72,15,1628.7500,97725,6,54,540.0
72,16,1628.8667,97732,7,54,540.0
72,17,1628.9667,97738,6,54,540.0
72,18,1629.0667,97744,6,53,530.0
72,19,1629.1667,97750,6,54,540.0
72,20,1629.2833,97757,7,54,540.0
73,0,1629.7000,97782,,54,540.0
73,1,1629.8000,97788,6,54,540.0
73,2,1629.9000,97794,6,54,540.0
73,3,1630.0000,97800,6,54,540.0
73,4,1630.1167,97807,7,17,170.0
73,5,1630.2167,97813,6,17,170.0
73,6,1630.3167,97819,6,17,170.0
73,7,1630.4167,97825,6,17,170.0
73,8,1630.5333,97832,7,17,170.0
73,9,1630.6333,97838,6,17,170.0
73,10,1630.7333,97844,6,17,170.0
74,0,1630.9500,97857,,18,180.0
74,1,1631.0500,97863,6,17,170.0
74,2,1631.1500,97869,6,17,170.0
74,3,1631.2500,97875,6,17,170.0
74,4,1631.3667,97882,7,17,170.0
74,5,1631.4667,97888,6,17,170.0
74,6,1631.5667,97894,6,17,170.0
74,7,1631.6667,97900,6,17,170.0
74,8,1631.7833,97907,7,17,170.0
74,9,1631.8833,97913,6,17,170.0
74,10,1631.9833,97919,6,17,170.0
74,11,1632.0833,97925,6,17,170.0
74,12,1632.2000,97932,7,17,170.0
75,0,1632.4000,97944,,17,170.0
75,1,1632.5000,97950,6,17,170.0
75,2,1632.6167,97957,7,17,170.0
75,3,1632.7167,97963,6,17,170.0
75,4,1632.8167,97969,6,17,170.0
75,5,1632.9167,97975,6,17,170.0
76,0,1633.1333,97988,,16,160.0
76,1,1633.2167,97993,5,17,170.0
76,2,1633.3333,98000,7,17,170.0
76,3,1633.4333,98006,6,17,170.0
76,4,1633.5333,98012,6,17,170.0
76,5,1633.6500,98019,7,17,170.0
76,6,1633.7500,98025,6,17,170.0
76,7,1633.8500,98031,6,17,170.0
76,8,1633.9500,98037,6,17,170.0
76,9,1634.0667,98044,7,17,170.0
76,10,1634.1667,98050,6,17,170.0
77,0,1634.3667,98062,,17,170.0
77,1,1634.4833,98069,7,17,170.0
77,2,1634.5833,98075,6,17,170.0
77,3,1634.6833,98081,6,17,170.0
77,4,1634.7833,98087,6,17,170.0
77,5,1634.9000,98094,7,16,160.0
77,6,1635.0000,98100,6,16,160.0
77,7,1635.1000,98106,6,16,160.0
77,8,1635.2000,98112,6,16,160.0
77,9,1635.3167,98119,7,16,160.0
77,10,1635.4167,98125,6,16,160.0
78,0,1654.8667,99292,,21,210.0
78,1,1654.9667,99298,6,21,210.0
78,2,1655.0833,99305,7,21,210.0
78,3,1655.1833,99311,6,23,230.0
78,4,1655.2833,99317,6,21,210.0
78,5,1655.3833,99323,6,21,210.0
78,6,1655.5000,99330,7,21,210.0
78,7,1655.6000,99336,6,21,210.0
78,8,1655.7000,99342,6,21,210.0
78,9,1655.8000,99348,6,21,210.0
78,10,1655.9167,99355,7,21,210.0
78,11,1656.0167,99361,6,21,210.0
78,12,1656.1167,99367,6,21,210.0
78,13,1656.2167,99373,6,21,210.0
78,14,1656.3333,99380,7,21,210.0
78,15,1656.4333,99386,6,21,210.0
78,16,1656.5333,99392,6,21,210.0
78,17,1656.6333,99398,6,21,210.0
79,0,1664.0667,99844,,260,2600.0
79,1,1664.1667,99850,6,22,220.0
79,2,1664.2833,99857,7,24,240.0
79,3,1664.3833,99863,6,24,240.0
79,4,1664.4667,99868,5,24,240.0
79,5,1664.5833,99875,7,24,240.0
79,6,1664.6667,99880,5,7,70.0
79,7,1664.7667,99886,6,22,220.0
79,8,1664.8833,99893,7,24,240.0
79,9,1664.9833,99899,6,22,220.0
80,0,1666.5333,99992,,17,170.0
80,1,1666.6500,99999,7,15,150.0
80,2,1666.7500,100005,6,15,150.0
80,3,1666.8500,100011,6,16,160.0
80,4,1666.9667,100018,7,17,170.0
80,5,1667.0667,100024,6,15,150.0
80,6,1667.1667,100030,6,16,160.0
80,7,1667.2667,100036,6,17,170.0
80,8,1667.3833,100043,7,16,160.0
80,9,1667.4833,100049,6,15,150.0
81,0,1667.6333,100058,,300,3000.0
81,1,1667.7333,100064,6,11,110.0
81,2,1667.8333,100070,6,13,130.0
81,3,1667.9333,100076,6,13,130.0
81,4,1668.0500,100083,7,13,130.0
81,5,1668.1500,100089,6,13,130.0
81,6,1668.2500,100095,6,13,130.0
81,7,1668.3500,100101,6,13,130.0
81,8,1668.4500,100107,6,13,130.0
81,9,1668.5500,100113,6,13,130.0
81,10,1668.6500,100119,6,13,130.0
81,11,1668.7500,100125,6,13,130.0
81,12,1668.8667,100132,7,1005,10050.0
82,0,1671.4333,100286,,794,7940.0
82,1,1671.5500,100293,7,41,410.0
82,2,1671.6500,100299,6,40,400.0
82,3,1671.7500,100305,6,40,400.0
82,4,1671.8667,100312,7,42,420.0
82,5,1671.9500,100317,5,40,400.0
82,6,1672.0333,100322,5,2065,20650.0
83,0,1672.1833,100331,,6016,60160.0
83,1,1672.2833,100337,6,37,370.0
83,2,1672.3833,100343,6,42,420.0
83,3,1672.4667,100348,5,42,420.0
83,4,1672.5833,100355,7,42,420.0
83,5,1672.6833,100361,6,42,420.0
83,6,1672.7833,100367,6,42,420.0
84,0,1702.1333,102128,,88,880.0
84,1,1702.2333,102134,6,90,900.0
84,2,1702.3500,102141,7,90,900.0
84,3,1702.4500,102147,6,90,900.0
84,4,1702.5500,102153,6,88,880.0
84,5,1702.6500,102159,6,88,880.0
84,6,1702.7667,102166,7,88,880.0
84,7,1702.8667,102172,6,88,880.0
84,8,1702.9667,102178,6,88,880.0
85,0,1713.1833,102791,,18,180.0
85,1,1713.2833,102797,6,19,190.0
85,2,1713.3833,102803,6,18,180.0
85,3,1713.4833,102809,6,18,180.0
85,4,1713.6000,102816,7,18,180.0
85,5,1713.7000,102822,6,19,190.0
85,6,1713.8000,102828,6,18,180.0
85,7,1713.9000,102834,6,18,180.0
85,8,1714.0167,102841,7,20,200.0
85,9,1714.1167,102847,6,20,200.0
85,10,1714.2167,102853,6,18,180.0
85,11,1714.3167,102859,6,20,200.0
85,12,1714.4167,102865,6,20,200.0
86,0,1733.3667,104002,,29,290.0
86,1,1733.4667,104008,6,1,10.0
86,2,1733.5667,104014,6,1,10.0
86,3,1733.6833,104021,7,1,10.0
86,4,1733.7833,104027,6,1,10.0
86,5,1733.8833,104033,6,1,10.0
86,6,1733.9833,104039,6,1,10.0
86,7,1734.0833,104045,6,1,10.0
86,8,1734.1833,104051,6,1,10.0
86,9,1734.3000,104058,7,1,10.0
86,10,1734.4000,104064,6,1,10.0
86,11,1734.5000,104070,6,1,10.0
86,12,1734.6000,104076,6,1,10.0
87,0,1745.2500,104715,,34,340.0
87,1,1745.3500,104721,6,34,340.0
87,2,1745.4500,104727,6,34,340.0
87,3,1745.5667,104734,7,34,340.0
87,4,1745.6667,104740,6,34,340.0
87,5,1745.7667,104746,6,34,340.0
87,6,1745.8667,104752,6,34,340.0
88,0,1745.9667,104758,,32,320.0
88,1,1746.0833,104765,7,34,340.0
88,2,1746.1833,104771,6,34,340.0
88,3,1746.2833,104777,6,32,320.0
88,4,1746.3833,104783,6,32,320.0
88,5,1746.5000,104790,7,32,320.0
88,6,1746.6000,104796,6,32,320.0
88,7,1746.7000,104802,6,32,320.0
89,0,1746.9167,104815,,32,320.0
89,1,1747.0167,104821,6,32,320.0
89,2,1747.1167,104827,6,32,320.0
89,3,1747.2167,104833,6,34,340.0
89,4,1747.3333,104840,7,34,340.0
89,5,1747.4333,104846,6,34,340.0
89,6,1747.5500,104853,7,34,340.0
89,7,1747.6333,104858,5,34,340.0
90,0,1795.5333,107732,,20,200.0
90,1,1795.6500,107739,7,18,180.0
90,2,1795.7500,107745,6,18,180.0
90,3,1795.8500,107751,6,20,200.0
90,4,1795.9667,107758,7,20,200.0
90,5,1796.0667,107764,6,18,180.0
90,6,1796.1667,107770,6,20,200.0
90,7,1796.2667,107776,6,20,200.0
90,8,1796.3833,107783,7,20,200.0
91,0,1805.9833,108359,,676,6760.0
91,1,1806.1000,108366,7,3,30.0
91,2,1806.2000,108372,6,3,30.0
91,3,1806.3000,108378,6,3,30.0
91,4,1806.4167,108385,7,1309,13090.0
91,5,1806.5167,108391,6,1,10.0
91,6,1806.6167,108397,6,3,30.0
91,7,1806.7167,108403,6,3,30.0
91,8,1806.8333,108410,7,3,30.0
91,9,1806.9333,108416,6,3,30.0
91,10,1807.0333,108422,6,3,30.0
91,11,1807.1333,108428,6,3,30.0
91,12,1807.2500,108435,7,3,30.0
91,13,1807.3500,108441,6,3,30.0
91,14,1807.4500,108447,6,3,30.0
91,15,1807.5500,108453,6,3,30.0
91,16,1807.6500,108459,6,699,6990.0
91,17,1807.7667,108466,7,3,30.0
91,18,1807.8667,108472,6,3,30.0
91,19,1807.9667,108478,6,3,30.0
91,20,1808.0833,108485,7,3,30.0
91,21,1808.1833,108491,6,3,30.0
91,22,1808.2833,108497,6,3,30.0
92,0,1808.3833,108503,,1,10.0
92,1,1808.5000,108510,7,3,30.0
92,2,1808.6000,108516,6,3,30.0
92,3,1808.7000,108522,6,3,30.0
92,4,1808.8000,108528,6,3,30.0
92,5,1808.9167,108535,7,3,30.0
92,6,1809.0167,108541,6,3,30.0
92,7,1809.1167,108547,6,3,30.0
92,8,1809.2167,108553,6,3,30.0
93,0,1809.2333,108554,,383,3830.0
93,1,1809.3333,108560,6,3,30.0
93,2,1809.4333,108566,6,3,30.0
93,3,1809.5333,108572,6,3,30.0
93,4,1809.6333,108578,6,3,30.0
93,5,1809.7500,108585,7,3,30.0
93,6,1809.8500,108591,6,3,30.0
93,7,1809.9500,108597,6,3,30.0
93,8,1810.0667,108604,7,1,10.0
93,9,1810.1833,108611,7,3,30.0
93,10,1810.2833,108617,6,3,30.0
93,11,1810.3667,108622,5,3,30.0
93,12,1810.4667,108628,6,1,10.0
93,13,1810.5833,108635,7,3,30.0
93,14,1810.6833,108641,6,3,30.0
93,15,1810.7833,108647,6,3,30.0
93,16,1810.8833,108653,6,3,30.0
93,17,1810.9833,108659,6,3,30.0
93,18,1811.1000,108666,7,3,30.0
93,19,1811.2000,108672,6,3,30.0
93,20,1811.3000,108678,6,3,30.0
93,21,1811.4167,108685,7,3,30.0
93,22,1811.5167,108691,6,3,30.0
93,23,1811.6167,108697,6,3,30.0
93,24,1811.7167,108703,6,3,30.0
93,25,1811.8167,108709,6,3,30.0
93,26,1811.9333,108716,7,3,30.0
93,27,1812.0333,108722,6,3,30.0
93,28,1812.1333,108728,6,3,30.0
93,29,1812.2333,108734,6,3,30.0
93,30,1812.3500,108741,7,3,30.0
93,31,1812.4500,108747,6,3,30.0
93,32,1812.5500,108753,6,3,30.0
93,33,1812.6500,108759,6,3,30.0
93,34,1812.7667,108766,7,3,30.0
93,35,1812.8667,108772,6,3,30.0
93,36,1812.9667,108778,6,3,30.0
93,37,1813.0667,108784,6,3,30.0
93,38,1813.1833,108791,7,3,30.0
93,39,1813.2833,108797,6,3,30.0
93,40,1813.3833,108803,6,3,30.0
93,41,1813.4833,108809,6,3,30.0
93,42,1813.6000,108816,7,3,30.0
93,43,1813.7000,108822,6,3,30.0
93,44,1813.8000,108828,6,3,30.0
93,45,1813.9000,108834,6,3,30.0
93,46,1814.0167,108841,7,3,30.0
93,47,1814.1167,108847,6,3,30.0
93,48,1814.2167,108853,6,3,30.0
94,0,1818.4000,109104,,60,600.0
94,1,1818.5000,109110,6,60,600.0
94,2,1818.6000,109116,6,58,580.0
94,3,1818.7167,109123,7,58,580.0
94,4,1818.8167,109129,6,58,580.0
94,5,1818.9167,109135,6,58,580.0
94,6,1819.0167,109141,6,58,580.0
94,7,1819.1333,109148,7,58,580.0
94,8,1819.2333,109154,6,58,580.0
94,9,1819.3333,109160,6,58,580.0
95,0,1820.2667,109216,,24,240.0
95,1,1820.3667,109222,6,26,260.0
95,2,1820.4667,109228,6,26,260.0
95,3,1820.5500,109233,5,28,280.0
95,4,1820.6667,109240,7,28,280.0
95,5,1820.7667,109246,6,28,280.0
95,6,1820.8667,109252,6,28,280.0
96,0,1832.6167,109957,,11,110.0
96,1,1832.7167,109963,6,11,110.0
96,2,1832.8167,109969,6,11,110.0
96,3,1832.9167,109975,6,11,110.0
96,4,1833.0333,109982,7,12,120.0
96,5,1833.1333,109988,6,28,280.0
96,6,1833.2333,109994,6,28,280.0
96,7,1833.3333,110000,6,28,280.0
96,8,1833.4333,110006,6,28,280.0
96,9,1833.5333,110012,6,28,280.0
96,10,1833.6333,110018,6,14,140.0
97,0,1836.1333,110168,,17,170.0
97,1,1836.2333,110174,6,12,120.0
97,2,1836.3333,110180,6,14,140.0
97,3,1836.4500,110187,7,14,140.0
97,4,1836.5500,110193,6,14,140.0
97,5,1836.6500,110199,6,12,120.0
97,6,1836.7500,110205,6,12,120.0
97,7,1836.8500,110211,6,12,120.0
97,8,1836.9667,110218,7,14,140.0
97,9,1837.0667,110224,6,14,140.0
97,10,1837.1667,110230,6,14,140.0
97,11,1837.2667,110236,6,12,120.0
97,12,1837.3833,110243,7,13,130.0
97,13,1837.4833,110249,6,12,120.0
97,14,1837.5833,110255,6,12,120.0
97,15,1837.6833,110261,6,12,120.0
97,16,1837.8000,110268,7,12,120.0
97,17,1837.9000,110274,6,12,120.0
97,18,1838.0000,110280,6,12,120.0
97,19,1838.1000,110286,6,14,140.0
97,20,1838.2167,110293,7,12,120.0
97,21,1838.3167,110299,6,12,120.0
97,22,1838.4167,110305,6,12,120.0
97,23,1838.5167,110311,6,14,140.0
97,24,1838.6333,110318,7,14,140.0
97,25,1838.7333,110324,6,12,120.0
97,26,1838.8333,110330,6,12,120.0
97,27,1838.9333,110336,6,12,120.0
97,28,1839.0500,110343,7,12,120.0
97,29,1839.1500,110349,6,12,120.0
97,30,1839.2500,110355,6,12,120.0
97,31,1839.3667,110362,7,10,100.0
97,32,1839.4667,110368,6,10,100.0
97,33,1839.5667,110374,6,13,130.0
98,0,1839.8667,110392,,10,100.0
98,1,1839.9833,110399,7,12,120.0
98,2,1840.0667,110404,5,12,120.0
98,3,1840.1833,110411,7,10,100.0
98,4,1840.2833,110417,6,12,120.0
98,5,1840.4000,110424,7,10,100.0
98,6,1840.5000,110430,6,12,120.0
98,7,1840.6000,110436,6,12,120.0
98,8,1840.7000,110442,6,12,120.0
98,9,1840.8000,110448,6,12,120.0
98,10,1840.9167,110455,7,12,120.0
98,11,1841.0167,110461,6,12,120.0
99,0,1841.2167,110473,,12,120.0
99,1,1841.3167,110479,6,12,120.0
99,2,1841.4333,110486,7,12,120.0
99,3,1841.5333,110492,6,12,120.0
99,4,1841.6333,110498,6,12,120.0
99,5,1841.7333,110504,6,12,120.0
99,6,1841.8333,110510,6,12,120.0
99,7,1841.9500,110517,7,13,130.0
99,8,1842.0500,110523,6,12,120.0
99,9,1842.1500,110529,6,12,120.0
99,10,1842.2500,110535,6,12,120.0
99,11,1842.3500,110541,6,739,7390.0
100,0,1914.4667,114868,,21,210.0
100,1,1914.5667,114874,6,24,240.0
100,2,1914.6667,114880,6,24,240.0
100,3,1914.7500,114885,5,22,220.0
100,4,1914.8333,114890,5,20,200.0
100,5,1914.9500,114897,7,20,200.0
100,6,1915.0667,114904,7,24,240.0
100,7,1915.1500,114909,5,24,240.0
101,0,1915.6833,114941,,31,310.0
101,1,1915.8000,114948,7,33,330.0
101,2,1915.9000,114954,6,33,330.0
101,3,1915.9833,114959,5,33,330.0
101,4,1916.0667,114964,5,9,90.0
101,5,1916.1833,114971,7,33,330.0
102,0,1916.4167,114985,,19773,197730.0
102,1,1916.5000,114990,5,33,330.0
102,2,1916.6167,114997,7,33,330.0
102,3,1916.7167,115003,6,33,330.0
102,4,1916.8167,115009,6,33,330.0
102,5,1916.9000,115014,5,33,330.0
102,6,1917.0167,115021,7,33,330.0
102,7,1917.1167,115027,6,33,330.0
102,8,1917.2333,115034,7,33,330.0
102,9,1917.3167,115039,5,33,330.0
103,0,1919.2000,115152,,45,450.0
103,1,1919.2833,115157,5,19642,196420.0
103,2,1919.4000,115164,7,13,130.0
103,3,1919.5000,115170,6,11,110.0
103,4,1919.6000,115176,6,11,110.0
103,5,1919.7167,115183,7,13,130.0
103,6,1919.8167,115189,6,13,130.0
103,7,1919.9167,115195,6,13,130.0
103,8,1920.0167,115201,6,13,130.0
103,9,1920.1333,115208,7,13,130.0
103,10,1920.2333,115214,6,13,130.0
104,0,1922.1833,115331,,26,260.0
104,1,1922.2833,115337,6,24,240.0
104,2,1922.3833,115343,6,25,250.0
104,3,1922.5000,115350,7,24,240.0
104,4,1922.6000,115356,6,24,240.0
104,5,1922.6833,115361,5,1263,12630.0
105,0,2015.8167,120949,,62,620.0
105,1,2015.9000,120954,5,17,170.0
105,2,2016.0000,120960,6,16,160.0
105,3,2016.1167,120967,7,17,170.0
105,4,2016.2167,120973,6,17,170.0
105,5,2016.3167,120979,6,16,160.0
105,6,2016.4167,120985,6,17,170.0
105,7,2016.5333,120992,7,19,190.0
105,8,2016.6333,120998,6,19,190.0
105,9,2016.7333,121004,6,11,110.0
105,10,2016.8333,121010,6,10,100.0
105,11,2016.9333,121016,6,11,110.0
105,12,2017.0500,121023,7,19,190.0
105,13,2017.1500,121029,6,19,190.0
105,14,2017.2500,121035,6,19,190.0
105,15,2017.3500,121041,6,19,190.0
105,16,2017.4667,121048,7,19,190.0
106,0,2040.0833,122405,,1169,11690.0
106,1,2040.2000,122412,7,34,340.0
106,2,2040.3000,122418,6,34,340.0
106,3,2040.4000,122424,6,34,340.0
106,4,2040.5167,122431,7,34,340.0
106,5,2040.6167,122437,6,8,80.0
106,6,2040.7167,122443,6,8,80.0
106,7,2040.8167,122449,6,8,80.0
106,8,2040.9333,122456,7,34,340.0
106,9,2041.0333,122462,6,32,320.0
106,10,2041.1333,122468,6,32,320.0
106,11,2041.2333,122474,6,32,320.0
106,12,2041.3333,122480,6,32,320.0
106,13,2041.4500,122487,7,32,320.0
106,14,2041.5500,122493,6,32,320.0
106,15,2041.6500,122499,6,32,320.0
106,16,2041.7500,122505,6,34,340.0
106,17,2041.8667,122512,7,32,320.0
106,18,2041.9667,122518,6,32,320.0
106,19,2042.0667,122524,6,34,340.0
106,20,2042.1667,122530,6,34,340.0
107,0,2042.8667,122572,,1113,11130.0
107,1,2042.9500,122577,5,1,10.0
107,2,2043.0500,122583,6,1,10.0
107,3,2043.1500,122589,6,1,10.0
107,4,2043.2667,122596,7,1,10.0
107,5,2043.3667,122602,6,1,10.0
107,6,2043.4667,122608,6,1,10.0
107,7,2043.5667,122614,6,1,10.0
107,8,2043.6833,122621,7,1,10.0
107,9,2043.7833,122627,6,1,10.0
107,10,2043.8833,122633,6,1,10.0
107,11,2043.9833,122639,6,1,10.0
107,12,2044.1000,122646,7,1,10.0
107,13,2044.2000,122652,6,1,10.0
107,14,2044.3000,122658,6,1,10.0
107,15,2044.4000,122664,6,1,10.0
107,16,2044.5167,122671,7,1,10.0
107,17,2044.6167,122677,6,1,10.0
108,0,2045.1167,122707,,1,10.0
108,1,2045.2333,122714,7,1,10.0
108,2,2045.3333,122720,6,1,10.0
108,3,2045.4333,122726,6,1,10.0
108,4,2045.5333,122732,6,1,10.0
108,5,2045.6500,122739,7,1,10.0
108,6,2045.7500,122745,6,1,10.0
108,7,2045.8500,122751,6,1,10.0
108,8,2045.9500,122757,6,1,10.0
108,9,2046.0500,122763,6,1,10.0
108,10,2046.1667,122770,7,1,10.0
108,11,2046.2667,122776,6,1,10.0
108,12,2046.3667,122782,6,1,10.0
108,13,2046.4667,122788,6,1,10.0
108,14,2046.5833,122795,7,1,10.0
108,15,2046.6833,122801,6,1,10.0
108,16,2046.7833,122807,6,1,10.0
108,17,2046.8833,122813,6,1,10.0
108,18,2047.0000,122820,7,1,10.0
108,19,2047.1000,122826,6,1,10.0
108,20,2047.2000,122832,6,1,10.0
108,21,2047.3000,122838,6,1,10.0
108,22,2047.4167,122845,7,1,10.0
108,23,2047.5167,122851,6,1,10.0
108,24,2047.6167,122857,6,1,10.0
108,25,2047.7167,122863,6,1,10.0
108,26,2047.8167,122869,6,1,10.0
108,27,2047.9333,122876,7,1,10.0
108,28,2048.0333,122882,6,1,10.0
109,0,2081.6667,124900,,8,80.0
109,1,2081.7833,124907,7,8,80.0
109,2,2081.8667,124912,5,8,80.0
109,3,2081.9667,124918,6,8,80.0
109,4,2082.0500,124923,5,8,80.0
109,5,2082.1500,124929,6,85,850.0
109,6,2082.2667,124936,7,85,850.0
109,7,2082.3667,124942,6,85,850.0
109,8,2082.4667,124948,6,85,850.0
109,9,2082.5667,124954,6,85,850.0
109,10,2082.6833,124961,7,85,850.0
109,11,2082.7833,124967,6,85,850.0
109,12,2082.9000,124974,7,85,850.0
109,13,2083.0000,124980,6,85,850.0
109,14,2083.1000,124986,6,85,850.0
109,15,2083.2167,124993,7,85,850.0
109,16,2083.3167,124999,6,85,850.0
109,17,2083.4167,125005,6,85,850.0
109,18,2083.5167,125011,6,85,850.0
109,19,2083.6167,125017,6,85,850.0
109,20,2083.7167,125023,6,97,970.0
109,21,2083.8167,125029,6,97,970.0
109,22,2083.9167,125035,6,97,970.0
109,23,2084.0167,125041,6,94,940.0
109,24,2084.1167,125047,6,19645,196450.0
109,25,2084.2167,125053,6,95,950.0
109,26,2084.3333,125060,7,94,940.0
109,27,2084.4333,125066,6,97,970.0
109,28,2084.5167,125071,5,95,950.0
109,29,2084.6333,125078,7,94,940.0
109,30,2084.7333,125084,6,6,60.0
109,31,2084.8333,125090,6,38,380.0
109,32,2084.9333,125096,6,36,360.0
109,33,2085.0333,125102,6,36,360.0
