purchase_n,purchase_name,purchase_video_t,tribute_cost,ironbits_cost,source_record,source_display_name,effect_record,effect_archives,effect_display_name,effect_description,stat,stat_group,stat_kind,value_at_rank,value_raw_array,applies_to,delivery,rank_equation,rank_used,skill_active_duration_s,rank_basis,note
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,offensiveSlowOffensiveAbilityMin,Offensive Slow Offensive Ability,debuff,145.0,20.0|25.0|30.0|35.0|40.0|45.0|50.0|55.0|60.0|65.0|70.0|75.0|80.0|85.0|90.0|95.0|100.0|105.0|110.0|115.0|120.0|125.0|130.0|135.0|140.0|145.0|150.0|155.0|160.0|165.0|170.0|175.0|180.0|185.0|190.0|195.0|200.0|205.0|210.0|215.0|220.0|225.0|230.0|235.0|240.0|245.0|250.0|255.0|260.0|265.0|270.0|275.0|280.0|285.0|290.0|295.0|300.0|305.0|310.0|315.0,enemies,"defence output, tree slot 3",charLevel/4+1,26,,ARRAY[60]@rank26:EXACT,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,offensiveSlowRunSpeedDurationMin,Offensive Slow Run Speed,debuff,5.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,offensiveSlowRunSpeedMin,Offensive Slow Run Speed,debuff,35.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,projectileExplosionRadius,Projectile (Skill_Projectile.tpl),projectile,2.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,projectileFragmentsLaunchNumberMax,Projectile (Skill_Projectile.tpl),projectile,3.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,projectileFragmentsLaunchNumberMin,Projectile (Skill_Projectile.tpl),projectile,3.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,skillMaxLevel,Skill control (Skill_Base.tpl),skill_control,60.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
1,Deathchill Beacon,477,5,10000,records/creatures/defenses/turret_ice.dbr,Deathchill Beacon,records/skills/defenses/turretice_icebolt.dbr,sm_mod,,,skillProjectileNumber,Skill control (Skill_Base.tpl),skill_control,1.0,,enemies,"defence output, tree slot 3",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterDefensiveAbility,Bio equation,body,535.0,(charLevel*5)+35,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterDexterity,Bio equation,body,1050.0,(charLevel*10)+50,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterIntelligence,Bio equation,body,1050.0,(charLevel*10)+50,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterLife,Bio equation,body,65000.0,((charLevel*16)^1.5)+1000,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterLifeRegen,Bio equation,body,,(((charLevel*2+100) + lifeRegen) * (1 + lifeRegenMod/100))*elapsedTime,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterMana,Bio equation,body,600.0,((charLevel*5)^1)+100,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterManaRegen,Bio equation,body,0.0,0,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterOffensiveAbility,Bio equation,body,870.0,(charLevel*7.5)+120,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/creatures/defenses/bios/bio_defense_turret_01.dbr,sm_mod,,,characterStrength,Bio equation,body,1050.0,(charLevel*10)+50,the defence object itself,body,charLevel,100.0,,EQUATION@charLevel=100,CLIFF C-2: defence charLevel binding not decoded
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveBleedingDuration,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveConfusion,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveConvert,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveDisruption,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveFear,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveFreeze,Defensive (parameters_defensive.tpl),defense,300.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveKnockdown,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveManaBurn,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensivePercentCurrentLife,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensivePercentReflectionResistance,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensivePetrify,Defensive (parameters_defensive.tpl),defense,300.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensivePoisonDuration,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveSleep,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveSlowLifeLeach,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveSlowManaLeach,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveStun,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveTaunt,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveTotalSpeedResistance,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,defensiveTrap,Defensive (parameters_defensive.tpl),defense,500.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,offensiveTotalDamageModifier,Total Damage Modifier,modifier,150.0,0.0|6.0|12.0|18.0|24.0|30.0|36.0|42.0|48.0|54.0|60.0|66.0|72.0|78.0|84.0|90.0|96.0|102.0|108.0|114.0|120.0|126.0|132.0|138.0|144.0|150.0|156.0|162.0|168.0|174.0|180.0|186.0|192.0|198.0|204.0|210.0|216.0|222.0|228.0|234.0|240.0|246.0|252.0|258.0|264.0|270.0|276.0|282.0|288.0|294.0|300.0|306.0|312.0|318.0|324.0|330.0|336.0|342.0|348.0|354.0,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,ARRAY[60]@rank26:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/passiveproperties_defense.dbr,sm_mod,,,skillMaxLevel,Skill control (Skill_Base.tpl),skill_control,60.0,,the defence object itself,"self-passive, tree slot 1",charLevel/4+1,26,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,characterLifeModifier,Character (parameters_character.tpl),character,57.0,-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-71.0|-66.0|-61.0|-56.0|-51.0|-46.0|-41.0|-36.0|-31.0|-26.0|-21.0|-21.0|-18.0|-18.0|-18.0|-18.0|-18.0|-15.0|-15.0|-15.0|-15.0|-15.0|-10.0|-10.0|-10.0|-7.0|-7.0|-7.0|-4.0|-4.0|-4.0|-4.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|10.0|12.0|14.0|21.0|24.0|28.0|32.0|39.0|44.0|51.0|57.0|63.0|70.0|78.0|86.0|94.0|103.0|111.0|121.0|125.0|125.0|129.0|129.0|133.0|133.0|133.0|133.0|137.0|137.0|141.0|141.0|145.0|145.0|149.0|149.0|154.0|154.0|159.0|159.0|164.0|164.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0|169.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,defensiveProtection,Defensive (parameters_defensive.tpl),defense,864.0,6.0|7.0|8.0|9.0|10.0|12.0|13.0|15.0|16.0|17.0|18.0|21.0|23.0|25.0|27.0|29.0|32.0|35.0|37.0|40.0|45.0|49.0|53.0|58.0|62.0|67.0|74.0|79.0|84.0|90.0|96.0|101.0|108.0|113.0|120.0|125.0|132.0|137.0|144.0|149.0|156.0|163.0|169.0|175.0|183.0|190.0|198.0|208.0|217.0|225.0|234.0|243.0|253.0|262.0|270.0|278.0|287.0|297.0|308.0|321.0|332.0|344.0|354.0|362.0|374.0|386.0|397.0|407.0|420.0|431.0|441.0|454.0|467.0|478.0|493.0|506.0|520.0|534.0|545.0|559.0|571.0|588.0|601.0|617.0|627.0|640.0|661.0|672.0|685.0|708.0|718.0|735.0|754.0|768.0|785.0|799.0|816.0|833.0|847.0|864.0|882.0|899.0|915.0|933.0|953.0|970.0|991.0|1008.0|1028.0|1045.0|1064.0|1082.0|1098.0|1118.0|1140.0|1159.0|1178.0|1195.0|1218.0|1243.0|1264.0|1280.0|1301.0|1323.0|1347.0|1364.0|1388.0|1407.0|1432.0|1454.0|1474.0|1497.0|1517.0|1541.0|1565.0|1591.0|1614.0|1635.0|1658.0|1684.0|1709.0|1732.0|1757.0|1782.0|1804.0|1829.0|1855.0|1880.0|1903.0|1932.0|1957.0|1983.0|2014.0|2036.0|2062.0|2090.0|2114.0|2143.0|2171.0|2193.0|2225.0|2250.0|2277.0|2309.0|2339.0|2368.0|2394.0|2424.0|2449.0|2481.0|2512.0|2542.0|2567.0|2599.0|2628.0|2657.0|2687.0|2717.0|2749.0|2784.0|2813.0|2846.0|2876.0|2906.0|2938.0|2971.0|3006.0|3035.0|3069.0|3100.0|3132.0|3167.0|3199.0|3233.0|3270.0|3303.0|3338.0|3369.0|3405.0|3438.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,offensiveCritDamageModifier,Crit Damage Modifier,modifier,0.0,-15.0|-15.0|-15.0|-12.0|-12.0|-10.0|-10.0|-10.0|-7.0|-7.0|-7.0|-5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,offensivePhysicalModifier,Offensive Physical,direct,-90.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|-3.0|-3.0|-3.0|-4.0|-4.0|-4.0|-5.0|-5.0|-5.0|-6.0|-7.0|-8.0|-9.0|-12.0|-11.0|-12.0|-13.0|-14.0|-15.0|-16.0|-17.0|-19.0|-21.0|-23.0|-25.0|-27.0|-29.0|-31.0|-34.0|-37.0|-40.0|-43.0|-46.0|-49.0|-52.0|-55.0|-58.0|-62.0|-66.0|-70.0|-74.0|-78.0|-82.0|-86.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,offensiveSlowPhysicalModifier,Offensive Slow Physical,dot,-90.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|-3.0|-3.0|-3.0|-4.0|-4.0|-4.0|-5.0|-5.0|-5.0|-6.0|-7.0|-8.0|-9.0|-12.0|-11.0|-12.0|-13.0|-14.0|-15.0|-16.0|-17.0|-19.0|-21.0|-23.0|-25.0|-27.0|-29.0|-31.0|-34.0|-37.0|-40.0|-43.0|-46.0|-49.0|-52.0|-55.0|-58.0|-62.0|-66.0|-70.0|-74.0|-78.0|-82.0|-86.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0|-90.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,offensiveTotalDamageModifier,Total Damage Modifier,modifier,25.0,-90.0|-89.0|-88.0|-87.0|-86.0|-85.0|-84.0|-83.0|-82.0|-81.0|-80.0|-79.0|-78.0|-77.0|-76.0|-75.0|-74.0|-73.0|-72.0|-71.0|-70.0|-69.0|-68.0|-67.0|-66.0|-65.0|-64.0|-63.0|-62.0|-61.0|-60.0|-59.0|-58.0|-57.0|-56.0|-55.0|-54.0|-53.0|-52.0|-51.0|-50.0|-49.0|-48.0|-47.0|-46.0|-45.0|-44.0|-43.0|-42.0|-41.0|-40.0|-39.0|-38.0|-37.0|-36.0|-35.0|-34.0|-33.0|-32.0|-31.0|-30.0|-29.0|-28.0|-27.0|-26.0|-25.0|-24.0|-23.0|-22.0|-21.0|-20.0|-19.0|-18.0|-17.0|-16.0|-15.0|-14.0|-13.0|-12.0|-11.0|-10.0|-9.0|-8.0|-7.0|-5.0|-3.0|-1.0|1.0|3.0|5.0|7.0|9.0|11.0|13.0|15.0|17.0|19.0|21.0|23.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0|25.0,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,ARRAY[200]@rank100:EXACT,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/nonplayerskills/passive/armorbase03.dbr,base,,,skillMaxLevel,Skill control (Skill_Base.tpl),skill_control,200.0,,the defence object itself,"self-passive, tree slot 2",charLevel*1,100,,SCALAR,
2,Stormcaller Beacon,484,5,10000,records/creatures/defenses/turret_lightning.dbr,Stormcaller Beacon,records/skills/defenses/turretlightning_chainlightning.dbr,sm_mod,,,offensiveLightningMax,Offensive Lightning,direct,4284.0,374.0|499.0|632.0|767.0|911.0|1061.0|1210.0|1360.0|1516.0|1672.0|1828.0|1988.0|2137.0|2296.0|2457.0|2621.0|2785.0|2948.0|3112.0|3279.0|3448.0|3610.0|3775.0|3946.0|4112.0|4284.0|4459.0|4628.0|4796.0|4970.0|5142.0|5320.0|5498.0|5668.0|5844.0|6015.0|6193.0|6378.0|6546.0|6726.0|6904.0|7082.0|7260.0|7444.0|7623.0|7803.0|7987.0|8168.0|8349.0|8533.0|8711.0|8897.0|9086.0|9266.0|9447.0|9636.0|9822.0|10006.0|10196.0|10383.0,enemies,"defence output, tree slot 3",charLevel/4+1,26,,ARRAY[60]@rank26:EXACT,
