global_wave,tier,tier_wave,spawn_point,proxy_record,pool_record,pool_weight,ignore_game_balance,raw_spawn_min,raw_spawn_max,raw_champion_min,raw_champion_max,champion_chance,decoded_n_min,decoded_n_max,decoded_clamp_lo,decoded_c_min,decoded_c_max,regular_roster_n,champion_roster_n,regular_capacity,champion_capacity,proxy_pool_equation,e_bodies,bodies_lo,bodies_hi
158,16,8,2,records/proxies/tier16waves/proxy_w08_p02a.dbr,records/proxies/poolsdevotion/devotion_heroes02.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,13,0,13,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,2,records/proxies/tier16waves/proxy_w08_p02a.dbr,records/proxies/poolsdevotion/devotion_heroes03.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,13,0,13,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,2,records/proxies/tier16waves/proxy_w08_p02a.dbr,records/proxies/poolsdevotion/devotion_heroes04.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,13,0,13,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,2,records/proxies/tier16waves/proxy_w08_p02a.dbr,records/proxies/poolsdevotion/devotion_heroes05.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,13,0,13,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,2,records/proxies/tier16waves/proxy_w08_p02a.dbr,records/proxies/poolsdevotion/devotion_heroes06.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,13,0,13,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,3,records/proxies/tier16waves/proxy_w08_p03a.dbr,records/proxies/poolsbasic/chthoniandevourer_t3.dbr,100.0,False,9,11,0,0,0.0,12,12,12,2,2,3,0,inf,0,records/proxies/proxypoolequation_01.dbr,12.0,12,12
158,16,8,3,records/proxies/tier16waves/proxy_w08_p03a.dbr,records/proxies/poolsbasicgdx1/swampcrab_t3.dbr,100.0,False,6,7,0,0,0.0,8,8,8,2,2,3,0,inf,0,records/proxies/proxypoolequation_01.dbr,8.0,8,8
158,16,8,3,records/proxies/tier16waves/proxy_w08_p03a.dbr,records/proxies/poolsbasicgdx2/sandlizard_volcanic_t3.dbr,100.0,False,5,6,0,0,0.0,7,7,7,2,2,4,0,inf,0,records/proxies/proxypoolequation_01.dbr,7.0,7,7
158,16,8,4,records/proxies/tier16waves/proxy_w08_p04a.dbr,records/proxies/poolsbasic/chthoniandevourer_t3.dbr,100.0,False,9,11,0,0,0.0,12,12,12,2,2,3,0,inf,0,records/proxies/proxypoolequation_01.dbr,12.0,12,12
158,16,8,4,records/proxies/tier16waves/proxy_w08_p04a.dbr,records/proxies/poolsbasicgdx1/swampcrab_t3.dbr,100.0,False,6,7,0,0,0.0,8,8,8,2,2,3,0,inf,0,records/proxies/proxypoolequation_01.dbr,8.0,8,8
158,16,8,4,records/proxies/tier16waves/proxy_w08_p04a.dbr,records/proxies/poolsbasicgdx2/sandlizard_eldritch_t3.dbr,100.0,False,5,6,0,0,0.0,7,7,7,2,2,4,0,inf,0,records/proxies/proxypoolequation_01.dbr,7.0,7,7
158,16,8,5,records/proxies/tier16waves/proxy_w08_p05a.dbr,records/proxies/poolsherogdx1/wraith_hero.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,5,0,5,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,5,records/proxies/tier16waves/proxy_w08_p05a.dbr,records/proxies/poolsherogdx3/hypporaven_hero.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,4,0,4,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,6,records/proxies/tier16waves/proxy_w08_p06a.dbr,records/proxies/poolsherogdx1/aetherialfleshshaper_hero.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,5,0,5,records/proxies/proxypoolequation_01.dbr,3.0,3,3
158,16,8,6,records/proxies/tier16waves/proxy_w08_p06a.dbr,records/proxies/poolsherogdx3/dranghoul_hero.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,4,0,4,records/proxies/proxypoolequation_01.dbr,3.0,3,3
159,16,9,1,records/proxies/tier16waves/proxy_w09_p01a.dbr,records/proxies/poolsbossgdx1/chthonianservitor_lunalvalgoth.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,1,records/proxies/tier16waves/proxy_w09_p01a.dbr,records/proxies/poolsboss/manticore_matriarch.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,2,records/proxies/tier16waves/proxy_w09_p02a.dbr,records/proxies/poolsboss/skeletalgolem_ilgorr.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,2,records/proxies/tier16waves/proxy_w09_p02a.dbr,records/proxies/poolsboss/aetherial_fleshhulk_quarry.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,2,records/proxies/tier16waves/proxy_w09_p02a.dbr,records/proxies/poolsbossgdx2/gryphonstone.dbr,100.0,True,3,3,0,0,0.0,3,3,3,0,0,3,0,3,0,records/proxies/proxypoolequation_01.dbr,3.0,3,3
159,16,9,2,records/proxies/tier16waves/proxy_w09_p02a.dbr,records/proxies/poolsbossgdx3/rok_wind.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,3,records/proxies/tier16waves/proxy_w09_p03a.dbr,records/proxies/poolsboss/witchgod_sentinel.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,4,records/proxies/tier16waves/proxy_w09_p04a.dbr,records/proxies/poolsbossgdx1/wendigo_namadea.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,4,records/proxies/tier16waves/proxy_w09_p04a.dbr,records/proxies/poolsbossgdx1/humanwendigo_gloomwald.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,4,records/proxies/tier16waves/proxy_w09_p04a.dbr,records/proxies/poolsbossgdx2/beetle_maggot.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,4,records/proxies/tier16waves/proxy_w09_p04a.dbr,records/proxies/poolsbossgdx3/yeti_rimehorn.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,5,records/proxies/tier16waves/proxy_w09_p05a.dbr,records/proxies/poolsbossgdx1/chthonianrylok_ekketzul.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
159,16,9,5,records/proxies/tier16waves/proxy_w09_p05a.dbr,records/proxies/poolsbossgdx2/korvaakmessenger.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,2,0,2,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,1,records/proxies/tier16waves/proxy_w10_p01a.dbr,records/proxies/poolsboss/nemesis_all.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,10,0,10,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,2,records/proxies/tier16waves/proxy_w10_p02a.dbr,records/proxies/poolsbossgdx1/nemesis_all_noaetherialvanguard.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,5,0,5,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,3,records/proxies/tier16waves/proxy_w10_p03a.dbr,records/proxies/poolsbossgdx1/nemesis_wendigooraetherialvanguard.dbr,100.0,True,1,1,0,0,0.0,1,1,1,0,0,2,0,2,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,4,records/proxies/tier16waves/proxy_w10_p04a.dbr,records/proxies/poolsbossgdx1/aetherialcolossus_galakros.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,4,records/proxies/tier16waves/proxy_w10_p04a.dbr,records/proxies/poolsbossgdx2/korvaaktombguardian.dbr,100.0,False,1,1,0,0,0.0,2,2,2,2,2,1,0,1,0,records/proxies/proxypoolequation_01.dbr,1.0,1,1
160,16,10,6,records/proxies/tier16waves/proxy_w10_p06a.dbr,records/proxies/poolsherogdx1/wendigocannibal_hero.dbr,100.0,False,0,0,1,1,100.0,1,1,1,3,3,0,5,0,5,records/proxies/proxypoolequation_01.dbr,3.0,3,3
