record,char_level,base_life,life_passive_pct,passive_sources,ehp_w151,ehp_w160,ehp_w170
records/creatures/enemies/bounties/bl_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/bl_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/bl_bounty09.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/bl_bounty09.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/bl_bounty10.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/bl_bounty10.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/bl_bounty17.dbr,107,138452.0758,111.0,armorbase04.dbr[106]=111.0,1518819,1543740,1571431
records/creatures/enemies/bounties/bl_bounty17.dbr,108,140396.1154,121.0,armorbase04.dbr[107]=121.0,1554184,1579456,1607535
records/creatures/enemies/bounties/bl_bounty18.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/bl_bounty18.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/bl_bounty19.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/bl_bounty19.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/bl_bounty20.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/bl_bounty20.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cu_bounty04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cu_bounty04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cu_bounty05.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cu_bounty05.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cu_bounty06.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cu_bounty06.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cu_bounty07.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/cu_bounty07.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/cu_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/cu_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/cu_bounty09.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cu_bounty09.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cw_bounty04.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cw_bounty04.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cw_bounty05.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/cw_bounty05.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/cw_bounty06.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/cw_bounty06.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/cw_bounty07.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/cw_bounty07.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/cw_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/cw_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/cw_bounty09.dbr,107,29864.0484,111.0,armorbase04.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/bounties/cw_bounty09.dbr,108,30283.9609,121.0,armorbase04.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/bounties/dc_bounty06.dbr,107,51898.8923,96.0,armorbase02.dbr[106]=96.0,561546,570887,581267
records/creatures/enemies/bounties/dc_bounty06.dbr,108,52627.8631,102.0,armorbase02.dbr[107]=102.0,572591,582064,592589
records/creatures/enemies/bounties/dc_bounty07.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/dc_bounty07.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/dc_bounty08.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/bounties/dc_bounty08.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/bounties/dc_bounty09.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/dc_bounty09.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/dc_bounty10.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/dc_bounty10.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/dc_bounty11.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/dc_bounty11.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/dc_bounty15.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/dc_bounty15.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/dc_bounty17.dbr,107,40359.8493,122.0,armorbase02.dbr[116]=122.0,447187,454451,462523
records/creatures/enemies/bounties/dc_bounty17.dbr,108,40927.2425,122.0,armorbase02.dbr[117]=122.0,453473,460840,469026
records/creatures/enemies/bounties/exile_bounty12.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/exile_bounty12.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/exile_bounty13.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/exile_bounty13.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/exile_bounty14.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/exile_bounty14.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/exile_bounty15.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/exile_bounty15.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/hs_bounty09.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/hs_bounty09.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/hs_bounty10.dbr,107,29864.0484,111.0,armorbase04.dbr[106]=111.0,327608,332984,338956
records/creatures/enemies/bounties/hs_bounty10.dbr,108,30283.9609,121.0,armorbase04.dbr[107]=121.0,335243,340694,346751
records/creatures/enemies/bounties/hs_bounty11.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/hs_bounty11.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/hs_bounty12.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/hs_bounty12.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/hs_bounty13.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/hs_bounty13.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/kc_bounty07.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/kc_bounty07.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/kc_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/kc_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/kc_bounty09.dbr,107,57998.5994,111.0,armorbase04.dbr[106]=111.0,636244,646684,658284
records/creatures/enemies/bounties/kc_bounty09.dbr,108,58813.2796,121.0,armorbase04.dbr[107]=121.0,651063,661649,673412
records/creatures/enemies/bounties/kc_bounty10.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/kc_bounty10.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/kc_bounty11.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/kc_bounty11.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/kc_bounty13.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/kc_bounty13.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/kc_bounty19.dbr,107,51898.8923,111.0,armorbase03.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/kc_bounty19.dbr,108,52627.8631,121.0,armorbase03.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/ku_bounty_05.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/ku_bounty_05.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/ku_bounty_06.dbr,107,25024.4009,111.0,armorbase03.dbr[106]=111.0,274517,279022,284026
records/creatures/enemies/bounties/ku_bounty_06.dbr,108,25376.3097,121.0,armorbase03.dbr[107]=121.0,280915,285483,290558
records/creatures/enemies/bounties/ku_bounty_07.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/ku_bounty_07.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/ku_bounty_08.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/ku_bounty_08.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/ku_bounty_09.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/ku_bounty_09.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/ku_bounty_10.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/ku_bounty_10.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty06.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty06.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty07.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty07.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty09.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty09.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty10.dbr,107,40359.8493,96.0,armorbase02.dbr[106]=96.0,436693,443958,452030
records/creatures/enemies/bounties/odv_bounty10.dbr,108,40927.2425,102.0,armorbase02.dbr[107]=102.0,445288,452655,460840
records/creatures/enemies/bounties/odv_bounty11.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty11.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty12.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty12.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/odv_bounty13.dbr,107,40359.8493,111.0,armorbase04.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/odv_bounty13.dbr,108,40927.2425,121.0,armorbase04.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/pm_bounty05.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/pm_bounty05.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/pm_bounty06.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/pm_bounty06.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/bounties/pm_bounty07.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/pm_bounty07.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/pm_bounty08.dbr,107,40359.8493,111.0,armorbase03.dbr[106]=111.0,442747,450012,458084
records/creatures/enemies/bounties/pm_bounty08.dbr,108,40927.2425,121.0,armorbase03.dbr[107]=121.0,453064,460431,468616
records/creatures/enemies/bounties/ro_bounty10.dbr,107,146835.6663,111.0,armorbase03.dbr[106]=111.0,1610787,1637217,1666584
records/creatures/enemies/bounties/ro_bounty10.dbr,108,148897.5071,121.0,armorbase03.dbr[107]=121.0,1648295,1675096,1704876
records/creatures/enemies/bounties/ro_bounty11.dbr,107,25024.4009,96.0,armorbase02.dbr[106]=96.0,270764,275268,280273
records/creatures/enemies/bounties/ro_bounty11.dbr,108,25376.3097,102.0,armorbase02.dbr[107]=102.0,276094,280661,285737
records/creatures/enemies/bounties/ro_bounty12.dbr,107,57998.5994,111.0,armorbase04.dbr[106]=111.0,636244,646684,658284
records/creatures/enemies/bounties/ro_bounty12.dbr,108,58813.2796,121.0,armorbase04.dbr[107]=121.0,651063,661649,673412
records/creatures/enemies/bounties/ro_bounty19.dbr,107,51898.8923,111.0,armorbase04.dbr[106]=111.0,569330,578672,589052
records/creatures/enemies/bounties/ro_bounty19.dbr,108,52627.8631,121.0,armorbase04.dbr[107]=121.0,582590,592063,602589
records/creatures/enemies/chthonianabomination_tentacles_a01.dbr,107,6179.6942,0.0,,60931,62044,63280
records/creatures/enemies/chthonianabomination_tentacles_a01.dbr,108,6251.2693,0.0,,61637,62762,64012
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,106,2321.8975,88.0,armorbase01.dbr[105]=88.0,24937,25355,25819
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,107,2349.7911,96.0,armorbase01.dbr[106]=96.0,25424,25847,26317
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,108,2377.7577,102.0,armorbase01.dbr[107]=102.0,25870,26298,26773
records/creatures/enemies/chthoniandevourer_a01.dbr,102,3705.1313,61.0,armorbase01.dbr[101]=61.0,38792,39459,40200
records/creatures/enemies/chthoniandevourer_a01.dbr,103,3751.5023,69.0,armorbase01.dbr[102]=69.0,39578,40253,41003
records/creatures/enemies/chthoniandevourer_a01.dbr,104,3797.9994,74.0,armorbase01.dbr[103]=74.0,40258,40942,41702
records/creatures/enemies/chthoniandevourer_a01_summon.dbr,106,2321.8975,88.0,armorbase01.dbr[105]=88.0,24937,25355,25819
records/creatures/enemies/chthoniandevourer_a01_summon.dbr,107,2349.7911,96.0,armorbase01.dbr[106]=96.0,25424,25847,26317
records/creatures/enemies/chthoniandevourer_a01_summon.dbr,108,2377.7577,102.0,armorbase01.dbr[107]=102.0,25870,26298,26773
records/creatures/enemies/chthoniandevourer_b01.dbr,103,9103.6838,69.0,armorbase02.dbr[102]=69.0,96043,97682,99503
records/creatures/enemies/chthoniandevourer_b01.dbr,104,9216.5971,74.0,armorbase02.dbr[103]=74.0,97695,99354,101198
records/creatures/enemies/chthoniandevourer_b01.dbr,105,9329.8148,82.0,armorbase02.dbr[104]=82.0,99642,101321,103187
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,106,9443.3347,88.0,armorbase02.dbr[105]=88.0,101421,103121,105009
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,107,9557.155,96.0,armorbase02.dbr[106]=96.0,103408,105128,107040
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,108,9671.2735,102.0,armorbase02.dbr[107]=102.0,105223,106964,108898
records/creatures/enemies/chthoniandevourer_b02.dbr,103,9103.6838,69.0,armorbase02.dbr[102]=69.0,96043,97682,99503
records/creatures/enemies/chthoniandevourer_b02.dbr,104,9216.5971,74.0,armorbase02.dbr[103]=74.0,97695,99354,101198
records/creatures/enemies/chthoniandevourer_b02.dbr,105,9329.8148,82.0,armorbase02.dbr[104]=82.0,99642,101321,103187
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,106,9443.3347,88.0,armorbase02.dbr[105]=88.0,101421,103121,105009
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,107,9557.155,96.0,armorbase02.dbr[106]=96.0,103408,105128,107040
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,108,9671.2735,102.0,armorbase02.dbr[107]=102.0,105223,106964,108898
records/creatures/enemies/chthoniandreadguard_a01_summon.dbr,106,19830.4222,103.0,armorbase03.dbr[105]=103.0,215953,219522,223488
records/creatures/enemies/chthoniandreadguard_a01_summon.dbr,107,20078.3677,111.0,armorbase03.dbr[106]=111.0,220259,223873,227889
records/creatures/enemies/chthoniandreadguard_a01_summon.dbr,108,20327.079,121.0,armorbase03.dbr[107]=121.0,225020,228679,232745
records/creatures/enemies/chthoniandreadguard_b01_summon.dbr,106,28427.514,103.0,armorbase04.dbr[105]=103.0,309575,314692,320378
records/creatures/enemies/chthoniandreadguard_b01_summon.dbr,107,28783.4962,111.0,armorbase04.dbr[106]=111.0,315754,320935,326692
records/creatures/enemies/chthoniandreadguard_b01_summon.dbr,108,29140.5781,121.0,armorbase04.dbr[107]=121.0,322586,327831,333659
records/creatures/enemies/chthoniandreadguard_c01_summon.dbr,106,35820.4575,103.0,armorbase04.dbr[105]=103.0,390084,396532,403696
records/creatures/enemies/chthoniandreadguard_c01_summon.dbr,107,36269.3443,111.0,armorbase04.dbr[106]=111.0,397874,404403,411657
records/creatures/enemies/chthoniandreadguard_c01_summon.dbr,108,36719.6177,121.0,armorbase04.dbr[107]=121.0,406486,413095,420439
records/creatures/enemies/chthonianfiend_a01_summon.dbr,106,9229.0839,88.0,armorbase02.dbr[105]=88.0,99120,100781,102627
records/creatures/enemies/chthonianfiend_a01_summon.dbr,107,9344.4343,96.0,armorbase02.dbr[106]=96.0,101106,102788,104657
records/creatures/enemies/chthonianfiend_a01_summon.dbr,108,9460.141,102.0,armorbase02.dbr[107]=102.0,102926,104629,106521
records/creatures/enemies/chthonianfiend_a02_summon.dbr,106,9229.0839,88.0,armorbase02.dbr[105]=88.0,99120,100781,102627
records/creatures/enemies/chthonianfiend_a02_summon.dbr,107,9344.4343,96.0,armorbase02.dbr[106]=96.0,101106,102788,104657
records/creatures/enemies/chthonianfiend_a02_summon.dbr,108,9460.141,102.0,armorbase02.dbr[107]=102.0,102926,104629,106521
records/creatures/enemies/chthonianfiend_c01_summon.dbr,107,20058.3677,96.0,armorbase02.dbr[106]=96.0,217031,220642,224653
records/creatures/enemies/chthonianfiend_c01_summon.dbr,108,20307.079,102.0,armorbase02.dbr[107]=102.0,220941,224596,228657
records/creatures/enemies/chthonianherald_a01.dbr,103,36323.3041,78.0,armorbase03.dbr[102]=78.0,386479,393018,400282
records/creatures/enemies/chthonianherald_a01.dbr,104,36791.7896,86.0,armorbase03.dbr[103]=86.0,394407,401030,408388
records/creatures/enemies/chthonianherald_a01_summon.dbr,106,37733.2178,103.0,armorbase03.dbr[105]=103.0,410914,417706,425253
records/creatures/enemies/chthonianherald_a01_summon.dbr,107,38206.1416,111.0,armorbase03.dbr[106]=111.0,419121,425998,433639
records/creatures/enemies/chthonianherald_a01_summon.dbr,108,38680.5263,121.0,armorbase03.dbr[107]=121.0,428193,435155,442892
records/creatures/enemies/chthonianherald_b01.dbr,104,48461.951,86.0,armorbase04.dbr[103]=86.0,519512,528235,537927
records/creatures/enemies/chthonianherald_b01.dbr,105,49081.4051,94.0,armorbase04.dbr[104]=94.0,530079,538913,548730
records/creatures/enemies/chthonianherald_b01.dbr,106,49702.8091,103.0,armorbase04.dbr[105]=103.0,541263,550210,560150
records/creatures/enemies/chthonianherald_b01_summon.dbr,106,49702.8091,103.0,armorbase04.dbr[105]=103.0,541263,550210,560150
records/creatures/enemies/chthonianherald_b01_summon.dbr,107,50326.1507,111.0,armorbase04.dbr[106]=111.0,552077,561136,571201
records/creatures/enemies/chthonianherald_b01_summon.dbr,108,50951.4178,121.0,armorbase04.dbr[107]=121.0,564032,573203,583393
records/creatures/enemies/chthonianherald_c01.dbr,105,53194.4012,94.0,armorbase04.dbr[104]=94.0,574499,584074,594713
records/creatures/enemies/chthonianherald_c01.dbr,106,53867.9849,103.0,armorbase04.dbr[105]=103.0,586622,596318,607092
records/creatures/enemies/chthonianleech_a01.dbr,103,21395.3743,119.0,armorbase02.dbr[102]=69.0|passiveattackproperties_zombieflesher.dbr[25]=50.0,236418,240270,244549
records/creatures/enemies/chthonianleech_a01.dbr,104,21662.458,125.0,armorbase02.dbr[103]=74.0|passiveattackproperties_zombieflesher.dbr[26]=51.0,240669,244569,248901
records/creatures/enemies/chthonianleech_a01_summon.dbr,106,22198.8577,139.0,armorbase02.dbr[105]=88.0|passiveattackproperties_zombieflesher.dbr[26]=51.0,249737,253732,258172
records/creatures/enemies/chthonianleech_a01_summon.dbr,107,22468.1637,147.0,armorbase02.dbr[106]=96.0|passiveattackproperties_zombieflesher.dbr[26]=51.0,254564,258608,263102
records/creatures/enemies/chthonianleech_a01_summon.dbr,108,22738.2005,154.0,armorbase02.dbr[107]=102.0|passiveattackproperties_zombieflesher.dbr[27]=52.0,259215,263308,267856
records/creatures/enemies/chthonianleech_b01.dbr,104,24223.7883,86.0,armorbase03.dbr[103]=86.0,259679,264039,268884
records/creatures/enemies/chthonianleech_b01.dbr,105,24523.4324,94.0,armorbase03.dbr[104]=94.0,264853,269267,274171
records/creatures/enemies/chthonianleech_b01.dbr,106,24823.9051,103.0,armorbase03.dbr[105]=103.0,270332,274800,279765
records/creatures/enemies/chthonianleech_b02.dbr,104,24223.7883,86.0,armorbase03.dbr[103]=86.0,259679,264039,268884
records/creatures/enemies/chthonianleech_b02.dbr,105,24523.4324,94.0,armorbase03.dbr[104]=94.0,264853,269267,274171
records/creatures/enemies/chthonianleech_b02.dbr,106,24823.9051,103.0,armorbase03.dbr[105]=103.0,270332,274800,279765
records/creatures/enemies/chthonianminion_b01_summon.dbr,106,70070.5549,103.0,armorbase04.dbr[105]=103.0,763068,775681,789695
records/creatures/enemies/chthonianminion_b01_summon.dbr,107,71061.2628,111.0,armorbase04.dbr[106]=111.0,779542,792333,806545
records/creatures/enemies/chthonianminion_b01_summon.dbr,108,72056.6111,121.0,armorbase04.dbr[107]=121.0,797666,810636,825048
records/creatures/enemies/chthonianmonstrosity_summon.dbr,106,236728.7477,103.0,armorbase05.dbr[105]=103.0,2577976,2620587,2667932
records/creatures/enemies/chthonianmonstrosity_summon.dbr,107,240072.387,111.0,armorbase05.dbr[106]=111.0,2633594,2676807,2724821
records/creatures/enemies/chthonianmonstrosity_summon.dbr,108,243431.6874,121.0,armorbase05.dbr[107]=121.0,2694788,2738606,2787292
records/creatures/enemies/chthonianrylok_a01.dbr,103,43917.2157,78.0,armorbase03.dbr[102]=78.0,467279,475184,483967
records/creatures/enemies/chthonianrylok_a01.dbr,104,44483.9152,86.0,armorbase03.dbr[103]=86.0,476867,484874,493771
records/creatures/enemies/chthonianrylok_b01.dbr,104,56663.5511,86.0,armorbase04.dbr[103]=86.0,607433,617632,628965
records/creatures/enemies/chthonianrylok_b01.dbr,105,57388.0571,94.0,armorbase04.dbr[104]=94.0,619791,630120,641598
records/creatures/enemies/chthonianrylok_b01.dbr,106,58114.8437,103.0,armorbase04.dbr[105]=103.0,632870,643331,654954
records/creatures/enemies/chthonianrylok_b01_summon.dbr,106,58114.8437,103.0,armorbase04.dbr[105]=103.0,632870,643331,654954
records/creatures/enemies/chthonianrylok_b01_summon.dbr,107,58843.8965,111.0,armorbase04.dbr[106]=111.0,645517,656109,667878
records/creatures/enemies/chthonianrylok_b01_summon.dbr,108,59575.2013,121.0,armorbase04.dbr[107]=121.0,659497,670221,682136
records/creatures/enemies/chthonianrylok_c01.dbr,105,61659.3395,94.0,armorbase04.dbr[104]=94.0,665920,677019,689351
records/creatures/enemies/chthonianrylok_c01.dbr,106,62440.3138,103.0,armorbase04.dbr[105]=103.0,679975,691214,703702
records/creatures/enemies/chthonianrylok_c01_summon.dbr,106,62440.3138,103.0,armorbase04.dbr[105]=103.0,679975,691214,703702
records/creatures/enemies/chthonianrylok_c01_summon.dbr,107,63223.7234,111.0,armorbase04.dbr[106]=111.0,693564,704944,717589
records/creatures/enemies/chthonianrylok_c01_summon.dbr,108,64009.5528,121.0,armorbase04.dbr[107]=121.0,708585,720107,732909
records/creatures/enemies/chthonianservitor_a01.dbr,103,20630.9339,78.0,armorbase03.dbr[102]=78.0,219513,223226,227352
