kit_id,origin,franchise,gateA_group,core_movement,core_delivery,core_treatment,core_function,core_proxy,core_activation,core_dependency,kit_x,kit_y,atlas_point_x,atlas_point_y,cell_x,cell_y,dx,dy,mag,beyond_horizon,nc_amp,nc_geometry,nc_defense,nc_economy,nc_range,nc_tempo,nc_commit,attr_amp_x,attr_amp_y,attr_geometry_x,attr_geometry_y,attr_defense_x,attr_defense_y,attr_economy_x,attr_economy_y,attr_range_x,attr_range_y,attr_tempo_x,attr_tempo_y,attr_commit_x,attr_commit_y,attr_coredilution_x,attr_coredilution_y,attr_coresub_x,attr_coresub_y,attr_coresub_mag,attr_residual
d2-rabies-wolf,survivor,Diablo,,WALK,ZONE,damage,none,light,active,one-shot,-0.07025855,0.39412949,-0.07025855,0.39412949,-0.27914869,0.09187292,0.20889014,0.30225657,0.36741547,0,flat,chain,mitigate,unknown,melee,low,instant,0.03050903,-0.01531476,0.11555595,0.28426386,0.02873808,0.10281815,0,0,-0.00684589,-0.08218665,-0.06338639,0.03395556,-0.02282129,0.02056473,0.12714065,-0.0418443,0.0,0.0,0.0,0.0
poe2-twister,survivor,PoE,WHIRLWIND,FREE-MOVE,NOVA,damage,knockback,light,active,one-shot,0.64278838,-0.954025,0.64278838,-0.954025,0.32030717,-0.77853222,0.32248121,-0.17549278,0.36714009,0,var,whirlwind,evade,reserve,dual,high,instant,0.0107649,0.10781406,0.33355831,-0.51098733,0.01807169,0.01509507,0.05291033,-0.24346422,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15827238,0.3846937,-0.0,0.0,0.0,0.0
poe1-siege-ballista,survivor,PoE,TOTEM-SENTRY,FREE-MOVE,SUMMON,damage,none,heavy,active,one-shot,-0.66624309,-0.32553554,-0.66624309,-0.32553554,-0.30120496,-0.31492232,-0.36503813,-0.01061322,0.36519238,0,flat,totem,tank,unknown,ranged,med,instant,0.03050903,-0.01531476,-0.30397868,-0.14309005,-0.03791932,-0.06131858,0,0,-0.00914974,0.07366846,-0.06559722,-0.04968531,-0.02282129,0.02056473,0.21519581,0.12576223,-0.17127673,0.03880007,0.17561652,0.0
tq-rune-weapon-thunderer,survivor,TitanQuest,,FREE-MOVE,ZONE,damage,none,solo,active,one-shot,0.03174152,-0.33541624,0.03174152,-0.33541624,-0.06859449,0.01378673,0.10033601,-0.34920297,0.36333184,0,flat,melee_strike,tank,reserve,melee,high,instant,0.02834256,-0.01422725,-0.0179956,0.0020152,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.03389438,-0.00681239,0.0,-0.0,0.0,0.0
d4-flame-shield-immortal,survivor,Diablo,,FREE-MOVE,NOVA,damage,none,solo,active,one-shot,0.00865771,-0.46602631,0.00865771,-0.46602631,0.34053296,-0.32088625,-0.33187525,-0.14514006,0.36222481,0,flat,circle,tank,cooldown,melee,med,instant,0.02834256,-0.01422725,0.07935898,-0.04927153,-0.03522663,-0.0569643,-0.14758407,-0.07983229,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.16826649,0.15855852,0.0,0.0,0.0,0.0
tq-liche-king-conjurer,survivor,TitanQuest,,FREE-MOVE,NOVA,damage,fear,heavy,active,one-shot,-0.24917452,-0.43242996,-0.24917452,-0.43242996,-0.08187274,-0.75256583,-0.16730178,0.32013587,0.36121581,0,flat,circle,absorb,cooldown,ranged,med,instant,0.02834256,-0.01422725,0.07935898,-0.04927153,0.05558724,0.00781649,-0.14758407,-0.07983229,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.1701936,0.33044465,-0.26256024,0.08382132,0.27561548,0.0
hot-astronomer-orbs,survivor,hot,,FREE-MOVE,ORBITAL,damage,stun,solo,active,one-shot,0.33781027,-0.56628777,0.33781027,-0.56628777,0.25593044,-0.2147189,0.08187983,-0.35156887,0.3609778,0,flat,other-rare,glass,reserve,melee,med,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.04453982,0.05246984,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.12646211,0.10609838,0.0,0.0,1e-08,0.0
tl2-shotgonne-outlander,survivor,Torchlight,,ROOTED,PROJECTILE,damage,knockback,solo,active,one-shot,0.74629961,0.27775058,0.74629961,0.27775058,0.49135063,0.02308748,0.25494898,0.2546631,0.36035022,0,flat,cone,evade,finite,dual,high,instant,0.02834256,-0.01422725,0.36710139,0.14088872,0.01807169,0.01509507,0.01877454,0.05295878,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.24278956,-0.01140814,0.0,-0.0,0.0,0.0
poe1-divine-ire,survivor,PoE,CHANNELED-BEAM,ROOTED,BEAM,damage,none,solo,active,one-shot,0.92636698,-0.31347636,0.92636698,-0.31347636,0.82149783,0.0303787,0.10486915,-0.34385506,0.35949108,0,spiky,other-rare,glass,spend,ranged,med,channel,-0.08027702,0.00480611,0.17104882,-0.14904242,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,0.3951355,-0.32450813,-0.40592417,-0.01501093,-0.0,0.0,0.0,0.0
poe1-golementalist,survivor,PoE,,WALK,ZONE,damage,none,heavy,active,one-shot,-0.21324681,-0.2224517,-0.21324681,-0.2224517,-0.56216583,-0.13678103,0.34891902,-0.08567067,0.35928254,0,flat,multi_projectile,tank,reserve,dual,med,instant,0.02834256,-0.01422725,0.08657371,0.16369518,-0.03522663,-0.0569643,0.05291033,-0.24346422,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.27778125,0.06758719,-0.0,-0.0,0.0,0.0
poe2-titan-hotg,survivor,PoE,,ROOTED,ZONE,control,stun,solo,active,apply→detonate,-0.75715821,0.12322502,-0.75715821,0.12322502,-0.4444831,-0.0519399,-0.31267511,0.17516492,0.35839709,0,spiky,ground_targeted_circle,tank,spend,melee,low,wind-up,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.05888526,0.03154434,-0.26028046,0.13542429,0.21963105,0.0256649,0.0,-0.0,1e-08,0.0
d3-uliana-ep,survivor,Diablo,,FREE-MOVE,ZONE,damage,none,solo,active,apply→detonate,-0.52578708,-0.403305,-0.52578708,-0.403305,-0.49046138,-0.04914433,-0.0353257,-0.35416067,0.35591809,0,spiky,dash_attack,tank,generator-spender,melee,med,instant,-0.08027702,0.00480611,-0.05890347,-0.18175558,-0.03522663,-0.0569643,-0.01476915,-0.04112723,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.24235016,0.02428354,0.0,-0.0,0.0,0.0
poe1-heavy-strike-stun,survivor,PoE,,WALK,ZONE,damage,stun,solo,active,one-shot,-0.60402339,-0.17412142,-0.60402339,-0.17412142,-0.27014487,-0.05089744,-0.33387852,-0.12322398,0.35589186,0,spiky,totem,mitigate,unknown,melee,med,instant,-0.08641331,0.00517349,-0.30397868,-0.14309005,0.02873808,0.10281815,0,0,-0.00684589,-0.08218665,-0.06559722,-0.04968531,-0.02282129,0.02056473,0.12303978,0.02318167,0.0,0.0,0.0,0.0
poe2-minion-infernalist,survivor,PoE,TOTEM-SENTRY,FREE-MOVE,SUMMON,damage,none,heavy,active,one-shot,-0.56602225,-0.54588319,-0.56602225,-0.54588319,-0.30120496,-0.31492232,-0.26481729,-0.23096087,0.35138458,0,flat,totem,tank,reserve,ranged,med,instant,0.02834256,-0.01422725,-0.28239289,-0.1329291,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.23346591,0.13643943,-0.17127673,0.03880007,0.17561652,0.0
chr-mechanist-rocketeer,survivor,chronicon,,ROOTED,PROJECTILE,damage,knockback,solo,active,one-shot,0.1405511,0.00459289,0.1405511,0.00459289,0.49135063,0.02308748,-0.35079953,-0.01849459,0.35128672,0,spiky,circle,tank,finite,ranged,med,instant,-0.08027702,0.00480611,0.07935898,-0.04927153,-0.03522663,-0.0569643,0.01877454,0.05295878,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.24278956,-0.01140814,0.0,-0.0,0.0,0.0
tl2-bot-engineer,survivor,Torchlight,MINION-PET,FREE-MOVE,SUMMON,damage,taunt,heavy,active,one-shot,-0.59119078,-0.93811909,-0.59119078,-0.93811909,-0.35805014,-1.20081918,-0.23314064,0.26270009,0.35123481,0,flat,totem,tank,reserve,ranged,med,instant,0.02834256,-0.01422725,-0.28239289,-0.1329291,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.25805003,0.51956772,-0.1641842,0.14933274,0.22193855,0.0
tli-moto-bots,survivor,Torchlight,MINION-PET,FREE-MOVE,SUMMON,damage,taunt,heavy,active,one-shot,-0.59119078,-0.93811909,-0.59119078,-0.93811909,-0.35805014,-1.20081918,-0.23314064,0.26270009,0.35123481,0,flat,totem,tank,reserve,ranged,med,instant,0.02834256,-0.01422725,-0.28239289,-0.1329291,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.25805003,0.51956772,-0.1641842,0.14933274,0.22193855,0.0
gd-savagery-warder,survivor,gd,,WALK,ZONE,damage,none,solo,active,build→spend,-0.20671327,-0.07705468,-0.20671327,-0.07705468,-0.15530547,0.27013119,-0.0514078,-0.34718587,0.35097121,0,flat,melee_strike,tank,generator-spender,melee,med,instant,0.02834256,-0.01422725,-0.0179956,0.0020152,-0.03522663,-0.0569643,-0.01476915,-0.04112723,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.07674061,-0.13347909,-0.0,0.0,0.0,0.0
le-frost-claw,survivor,le,,ROOTED,PROJECTILE,control,hard-stop,solo,triggered,one-shot,0.7974567,0.63518762,0.7974567,0.63518762,0.45701549,0.71994998,0.34044121,-0.08476236,0.35083454,0,flat,cone,absorb,spend,dual,high,instant,0.02834256,-0.01422725,0.36710139,0.14088872,0.05558724,0.00781649,0.04978531,0.06515038,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.22582364,-0.35574665,0.0,0.0,0.0,0.0
tq-ranger-hunting-nature,survivor,TitanQuest,,FREE-MOVE,PROJECTILE,damage,none,light,active,one-shot,0.08523566,-0.06234343,0.08523566,-0.06234343,0.18689769,0.27052886,-0.10166203,-0.33287229,0.34805047,0,flat,melee_strike,evade,reserve,ranged,med,instant,0.02834256,-0.01422725,-0.0179956,0.0020152,0.01807169,0.01509507,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.09235118,-0.13367559,0.0,0.0,0.0,0.0
tq-battlemage-warfare-earth,survivor,TitanQuest,TOTEM-SENTRY,FREE-MOVE,ZONE,damage,knockback,solo,active,one-shot,-0.31177813,-0.43592266,-0.31177813,-0.43592266,0.03204977,-0.38260422,-0.3438279,-0.05331844,0.34793747,0,flat,totem,tank,spend,melee,med,instant,0.02834256,-0.01422725,-0.28239289,-0.1329291,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.01583666,0.18905503,0.0,0.0,0.0,0.0
poe2-grim-feast,survivor,PoE,,FREE-MOVE,NOVA,damage,none,solo,active,one-shot,0.39165583,-0.66464833,0.39165583,-0.66464833,0.34053296,-0.32088625,0.05112287,-0.34376208,0.34754268,0,flat,other-rare,absorb,reserve,melee,med,instant,0.02834256,-0.01422725,0.17104882,-0.14904242,0.05558724,0.00781649,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.16826649,0.15855852,0.0,0.0,0.0,0.0
d4-minion-necro,survivor,Diablo,,WALK,ZONE,damage,none,heavy,triggered,one-shot,-0.34733218,-0.30383846,-0.34733218,-0.30383846,-0.59059169,-0.05730705,0.24325951,-0.24653141,0.3463422,0,flat,single_target,tank,reserve,melee,med,instant,0.02834256,-0.01422725,-0.0060944,0.14321061,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.29182723,0.02831695,0.0,-0.0,0.0,0.0
d2-wind-druid,survivor,Diablo,,ROOTED,PROJECTILE,damage,none,light,active,one-shot,0.37577257,0.68474809,0.37577257,0.68474809,0.26983631,0.3582234,0.10593626,0.32652469,0.34327957,0,var,multi_projectile,mitigate,spend,dual,high,instant,0.0107649,0.10781406,0.08657371,0.16369518,0.02669736,0.09551694,0.04978531,0.06515038,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.13333338,-0.17700781,0.0,0.0,0.0,0.0
vs-vlad-dracula,survivor,vs,,FREE-MOVE,ZONE,damage,hex,solo,active,one-shot,-0.34617521,0.03935469,-0.34617521,0.03935469,-0.00704686,0.08920386,-0.33912835,-0.04984917,0.34277249,0,spiky,ground_targeted_circle,tank,unknown,dual,med,instant,-0.08641331,0.00517349,-0.15184498,0.04939745,-0.03791932,-0.06131858,0,0,0.0222582,0.02664772,-0.06559722,-0.04968531,-0.02282129,0.02056473,0.00320955,-0.04062866,-0.0,0.0,0.0,0.0
d2-javazon,survivor,Diablo,,ROOTED,PROJECTILE,damage,none,solo,active,one-shot,0.33747444,0.75679202,0.33747444,0.75679202,0.39070637,0.41947842,-0.05323193,0.3373136,0.34148807,0,spiky,chain,mitigate,spend,ranged,high,instant,-0.08027702,0.00480611,0.10735022,0.26407803,0.02669736,0.09551694,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.19305852,-0.20727557,0.0,0.0,0.0,0.0
tq2-bastion-tank,survivor,TitanQuest,,FREE-MOVE,ZONE,damage,taunt,solo,active,one-shot,-0.24652933,-0.44881624,-0.24652933,-0.44881624,-0.11834714,-0.76157746,-0.12818219,0.31276122,0.33800925,0,flat,ground_targeted_circle,tank,spend,melee,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.05847851,0.3763159,-0.0,-0.0,0.0,0.0
d2-lightning-sorc,survivor,Diablo,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.31336048,0.66938261,0.31336048,0.66938261,0.30776775,0.33178389,0.00559273,0.33759872,0.33764504,0,spiky,chain,glass,spend,ranged,high,instant,-0.08027702,0.00480611,0.10735022,0.26407803,0.04453982,0.05246984,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
poe1-spectres,survivor,PoE,,WALK,ZONE,damage,none,heavy,triggered,one-shot,-0.34526223,0.17410287,-0.34526223,0.17410287,-0.59059169,-0.05730705,0.24532946,0.23140992,0.33724931,0,flat,multi_projectile,tank,free,ranged,med,instant,0.02834256,-0.01422725,0.08657371,0.16369518,-0.03522663,-0.0569643,-0.03554758,0.06920484,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.29182723,0.02831695,0.0,-0.0,0.0,0.0
chr-demon-legion-warlock,survivor,chronicon,MINION-PET,FREE-MOVE,NOVA,damage,taunt,heavy,active,one-shot,0.07048178,-1.10377049,0.07048178,-1.1037705,-0.11310689,-1.38615942,0.18358867,0.28238893,0.33682088,0,flat,circle,absorb,reserve,melee,med,instant,0.02834256,-0.01422725,0.07935898,-0.04927153,0.05558724,0.00781649,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.05588916,0.68493864,-0.0,0.0,0.0,0.0
poe1-warchief,survivor,PoE,TOTEM-SENTRY,ROOTED,SUMMON,damage,none,heavy,active,apply→detonate,-0.9358311,-0.5145118,-0.9358311,-0.5145118,-0.68844942,-0.28662866,-0.24738168,-0.22788314,0.33634569,0,flat,totem,tank,cooldown,melee,med,instant,0.02834256,-0.01422725,-0.28239289,-0.1329291,-0.03522663,-0.0569643,-0.14758407,-0.07983229,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.40093948,0.12420313,-0.12296054,0.03526989,0.12791896,0.0
poe1-frost-blades,survivor,PoE,,FREE-MOVE,ZONE,damage,hard-stop,solo,active,one-shot,0.20514079,0.34172187,0.20514079,0.34172187,-0.04876541,0.12124903,0.2539062,0.22047284,0.33626869,0,flat,multi_projectile,mitigate,spend,melee,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,0.02669736,0.09551694,0.04978531,0.06515038,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,0.0240963,-0.05991241,-0.0,0.0,0.0,0.0
di-cyclone-monk-pvp,survivor,Diablo,,WALK,NOVA,control,knockback,solo,active,one-shot,0.09978623,-0.38977574,0.09978623,-0.38977574,0.42639898,-0.46440071,-0.32661275,0.07462497,0.33502951,0,flat,vortex_pull,evade,cooldown,melee,med,instant,0.02834256,-0.01422725,0.07375186,0.02751978,0.01807169,0.01509507,-0.14758407,-0.07983229,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.2106952,0.22947288,0.0,0.0,1e-08,0.0
d3-znec,survivor,Diablo,,WALK,ZONE,damage,none,solo,active,one-shot,-0.43706158,-0.0299681,-0.43706158,-0.0299681,-0.15827863,0.15312794,-0.27878295,-0.18309604,0.33353275,0,flat,ground_targeted_circle,tank,cooldown,dual,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.14758407,-0.07983229,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.07820973,-0.07566463,-0.0,0.0,0.0,0.0
d4-chain-lightning,survivor,Diablo,,FREE-MOVE,PROJECTILE,damage,none,solo,active,one-shot,0.32463595,0.66295642,0.32463595,0.66295642,0.30776775,0.33178389,0.0168682,0.33117253,0.33160184,0,var,chain,tank,spend,ranged,high,instant,0.0107649,0.10781406,0.10735022,0.26407803,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.15207632,-0.16394334,0.0,-0.0,0.0,0.0
d3-inna-allies,survivor,Diablo,,FREE-MOVE,ZONE,damage,none,heavy,active,apply→detonate,-0.63596256,-0.54368723,-0.63596256,-0.54368723,-0.89434858,-0.33905331,0.25838602,-0.20463392,0.32960336,0,flat,ground_targeted_circle,tank,reserve,melee,med,instant,0.02834256,-0.01422725,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.44192168,0.16753536,-0.0,0.0,0.0,0.0
d3-invoker-thorns,survivor,Diablo,,ROOTED,NOVA,damage,none,solo,active,one-shot,0.09671655,-0.27066379,0.09671655,-0.27066379,0.42347158,-0.23319171,-0.32675503,-0.03747208,0.32889665,0,flat,melee_strike,tank,unknown,melee,med,instant,0.03050903,-0.01531476,-0.01937117,0.00216924,-0.03791932,-0.06131858,0,0,-0.00684589,-0.08218665,-0.06559722,-0.04968531,-0.02282129,0.02056473,-0.18297449,0.07100467,-0.02173469,0.0772946,0.08029229,0.0
gd-retaliation-warlord,survivor,gd,,ROOTED,NOVA,damage,none,solo,active,one-shot,0.09671655,-0.27066379,0.09671655,-0.27066379,0.42347158,-0.23319171,-0.32675503,-0.03747208,0.32889665,0,flat,melee_strike,tank,unknown,melee,med,instant,0.03050903,-0.01531476,-0.01937117,0.00216924,-0.03791932,-0.06131858,0,0,-0.00684589,-0.08218665,-0.06559722,-0.04968531,-0.02282129,0.02056473,-0.18297449,0.07100467,-0.02173469,0.0772946,0.08029229,0.0
d3-dmo-twister,survivor,Diablo,,WALK,PROJECTILE,damage,none,light,active,apply→detonate,0.0002904,0.39038299,0.0002904,0.39038299,-0.32465334,0.34693902,0.32494374,0.04344397,0.32783504,0,var,vortex_pull,tank,spend,dual,high,instant,0.0107649,0.10781406,0.07375186,0.02751978,-0.03522663,-0.0569643,0.04978531,0.06515038,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,0.16041994,-0.1714319,0.0,-0.0,0.0,0.0
di-multishot-dh,survivor,Diablo,,ROOTED,PROJECTILE,damage,none,solo,active,one-shot,0.69721951,0.53414746,0.69721951,0.53414746,0.39070637,0.41947842,0.30651314,0.11466904,0.32726029,0,flat,cone,evade,spend,ranged,high,instant,0.02834256,-0.01422725,0.36710139,0.14088872,0.01807169,0.01509507,0.04978531,0.06515038,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,-0.19305852,-0.20727557,0.0,0.0,0.0,0.0
d3-sotl-hammer,survivor,Diablo,,WALK,NOVA,damage,none,solo,active,one-shot,0.32182097,0.1371712,0.32182097,0.1371712,0.25084882,-0.18154503,0.07097215,0.31871623,0.32652271,0,flat,multi_projectile,tank,spend,dual,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,-0.03522663,-0.0569643,0.04978531,0.06515038,0.02067763,0.02475544,0.06597146,0.02749609,-0.02120073,0.01910441,-0.12395115,0.08970628,-0.0,-0.0,0.0,0.0
chr-pet-warden,survivor,chronicon,MINION-PET,FREE-MOVE,NOVA,damage,taunt,heavy,active,one-shot,0.03296623,-1.09649192,0.03296623,-1.0964919,-0.11310689,-1.38615942,0.14607312,0.2896675,0.32441427,0,flat,circle,evade,reserve,melee,med,instant,0.02834256,-0.01422725,0.07935898,-0.04927153,0.01807169,0.01509507,0.05291033,-0.24346422,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.05588916,0.68493864,-0.0,0.0,0.0,0.0
poe1-tectonic-slam,survivor,PoE,,ROOTED,ZONE,damage,none,solo,active,build→spend,-0.28915038,0.11220775,-0.28915038,0.11220775,0.01731729,0.21848451,-0.30646767,-0.10627676,0.32437198,0,spiky,ground_targeted_circle,mitigate,generator-spender,melee,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.02669736,0.09551694,-0.01476915,-0.04112723,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.00855694,-0.10795907,0.0,0.0,1e-08,0.0
poe1-skeleton-mages,survivor,PoE,,WALK,ZONE,damage,hard-stop,heavy,active,one-shot,-0.23239344,-0.12440765,-0.23239344,-0.12440765,-0.54233676,-0.02931873,0.30994332,-0.09508892,0.32420173,0,flat,multi_projectile,tank,reserve,ranged,med,instant,0.02834256,-0.01422725,0.08657371,0.16369518,-0.03522663,-0.0569643,0.05291033,-0.24346422,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.26798317,0.01448717,0.0,0.0,0.0,0.0
poe1-scourge-arrow,survivor,PoE,,FREE-MOVE,PROJECTILE,damage,hex,solo,active,build→spend,0.59680651,0.29212141,0.59680651,0.29212141,0.37228854,0.52420427,0.22451797,-0.23208286,0.32290986,0,spiky,multi_projectile,mitigate,spend,ranged,med,channel,-0.08027702,0.00480611,0.08657371,0.16369518,0.02669736,0.09551694,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,0.3951355,-0.32450813,-0.18395778,-0.25902342,-0.0,-0.0,0.0,0.0
d4-thorns-barb,survivor,Diablo,,ROOTED,NOVA,damage,none,solo,active,build→spend,0.11114648,-0.05496243,0.11114648,-0.05496243,0.42644474,-0.11618846,-0.31529826,0.06122603,0.32118783,0,flat,single_target,tank,unknown,melee,med,instant,0.03050903,-0.01531476,-0.00656025,0.15415747,-0.03791932,-0.06131858,0,0,-0.00684589,-0.08218665,-0.06559722,-0.04968531,-0.02282129,0.02056473,-0.18432864,0.01771454,-0.02173469,0.0772946,0.08029229,0.0
d2-maul-bear,survivor,Diablo,,ROOTED,ZONE,damage,none,light,triggered,one-shot,-0.45422122,0.15119975,-0.45422122,0.15119975,-0.13495178,0.11970022,-0.31926944,0.03149953,0.32081957,0,flat,melee_strike,tank,free,melee,low,wind-up,0.02834256,-0.01422725,-0.0179956,0.0020152,-0.03522663,-0.0569643,-0.03554758,0.06920484,-0.00635976,-0.07635051,-0.05888526,0.03154434,-0.26028046,0.13542429,0.0666833,-0.0591471,-0.0,0.0,0.0,0.0
poe1-molten-strike,survivor,PoE,,ROOTED,ZONE,damage,none,solo,active,one-shot,0.23706621,0.33172189,0.23706621,0.33172189,0.01434413,0.10148127,0.22272208,0.23024062,0.32033711,0,flat,multi_projectile,mitigate,spend,melee,high,instant,0.02834256,-0.01422725,0.08657371,0.16369518,0.02669736,0.09551694,0.04978531,0.06515038,-0.00635976,-0.07635051,0.06597146,0.02749609,-0.02120073,0.01910441,-0.00708782,-0.05014462,0.0,-0.0,1e-08,0.0
vs-infinite-corridor-crimson-shroud,survivor,vs,,FREE-MOVE,BEAM,control,hard-stop,solo,active,one-shot,0.52726633,0.07474535,0.52726633,0.07474535,0.83329418,0.16368174,-0.30602785,-0.08893639,0.31868907,0,spiky,other-rare,absorb,finite,dual,low,instant,-0.08027702,0.00480611,0.17104882,-0.14904242,0.05558724,0.00781649,0.01877454,0.05295878,0.02067763,0.02475544,-0.05888526,0.03154434,-0.02120073,0.01910441,-0.41175306,-0.08087955,0.0,-0.0,0.0,0.0
poe1-hexblast-mines,survivor,PoE,,FREE-MOVE,ZONE,damage,hex,heavy,triggered,apply→detonate,-0.69151433,0.08481134,-0.69151433,0.08481134,-0.86122681,-0.1841622,0.16971248,0.26897354,0.31803945,0,spiky,ground_targeted_circle,tank,free,ranged,high,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,-0.03554758,0.06920484,-0.00850001,0.06843719,0.06597146,0.02749609,-0.02120073,0.01910441,0.42555532,0.09099949,0.0,0.0,1e-08,0.0
d2-fohdin,survivor,Diablo,,FREE-MOVE,ZONE,damage,none,solo,active,one-shot,-0.27019663,0.25972196,-0.27019663,0.25972196,-0.06859449,0.01378673,-0.20160214,0.24593523,0.3180056,0,spiky,ground_targeted_circle,mitigate,spend,ranged,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.02669736,0.09551694,0.04978531,0.06515038,-0.00850001,0.06843719,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.03389438,-0.00681239,0.0,-0.0,0.0,0.0
d2-ghost-pvp,survivor,Diablo,,FREE-MOVE,ZONE,damage,stun,light,active,apply→detonate,-0.58079082,-0.03041503,-0.58079082,-0.03041503,-0.72319767,-0.31442474,0.14240685,0.28400971,0.31771249,0,spiky,ground_targeted_circle,evade,spend,dual,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,0.01807169,0.01509507,0.04978531,0.06515038,0.02067763,0.02475544,-0.0609391,-0.04615711,-0.02120073,0.01910441,0.35735142,0.15536572,-0.0,0.0,0.0,0.0
d4-pulverize,survivor,Diablo,,ROOTED,ZONE,damage,none,solo,active,one-shot,-0.28802396,0.00681533,-0.28802396,0.00681533,0.01434413,0.10148127,-0.30236809,-0.09466594,0.31684081,0,spiky,ground_targeted_circle,tank,spend,melee,med,instant,-0.08027702,0.00480611,-0.14106233,0.0458897,-0.03522663,-0.0569643,0.04978531,0.06515038,-0.00635976,-0.07635051,-0.0609391,-0.04615711,-0.02120073,0.01910441,-0.00708782,-0.05014462,0.0,-0.0,1e-08,0.0
