kit_id,cell_key
hot-swordsman,full-move|self-origin|flat|circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
hot-warlock,full-move|at-target|flat|ground_targeted_circle|damage|hex|glass|spend|light|dual|med|instant|active|one-shot
le-bladestorm-bd,full-move|orbit|flat|ring|damage|none|evade|spend|light|melee|high|instant|active|one-shot
le-bomb-lance-falconer,full-move|projectile|spiky|circle|damage|none|evade|spend|light|dual|med|instant|active|one-shot
le-chthonic-fissure-warlock,rooted|line|flat|line|damage|hex|absorb|spend|light|dual|low|instant|active|one-shot
le-detonating-arrow-mm,rooted|projectile|spiky|circle|damage|none|evade|spend|solo|ranged|high|instant|active|apply→detonate
le-dive-bomb-falconer,full-move|at-target|spiky|ground_targeted_circle|damage|expose|evade|spend+cooldown|heavy|dual|high|instant|active|one-shot
le-erasing-strike-vk,rooted|at-target|spiky|ground_targeted_circle|damage|hard-stop|tank|spend|light|melee|low|wind-up|active|one-shot
le-explosive-trap-falconer,full-move|at-target|spiky|totem|damage|none|evade|spend|light|dual|high|instant|active|apply→detonate
le-fire-aura-spellblade,full-move|aura-pulse|flat|aura|damage|none|absorb|reserve|solo|melee|med|instant|active|one-shot
le-flame-reave-spellblade,rooted|at-target|flat|ground_targeted_circle|damage|none|absorb|spend|solo|melee|high|instant|active|one-shot
le-frost-claw,rooted|projectile|flat|cone|control|hard-stop|absorb|spend|solo|dual|high|instant|triggered|one-shot
le-frost-wall-rm,rooted|at-target|flat|totem|control|hard-stop|absorb|spend|light|dual|med|instant|active|apply→detonate
le-ghostflame-warlock,rooted|beam|flat|vortex_pull|damage|hex|absorb|reserve|solo|dual|high|channel|active|one-shot
le-hammer-throw-paladin,full-move|orbit|flat|ricochet_bounce|damage|none|tank|spend|solo|dual|high|instant|triggered|one-shot
le-harvest-lich,full-move|at-target|flat|ground_targeted_circle|damage|expose|glass|self-cost|solo|melee|high|instant|active|one-shot
le-healing-hands-paladin,rooted|at-target|flat|ground_targeted_circle|damage|none|tank|free|solo|melee|high|instant|triggered|one-shot
le-judgement-paladin,rooted|at-target|flat|ground_targeted_circle|damage|none|tank|spend|solo|melee|med|instant|active|one-shot
le-lightning-blast,rooted|projectile|flat|chain|control|none|absorb|spend|solo|ranged|high|instant|active|one-shot
le-low-life-ward,full-move|at-target|flat|ground_targeted_circle|damage|none|absorb|self-cost|solo|melee|high|instant|active|one-shot
le-manifest-armor,full-move|at-target|flat|ground_targeted_circle|damage|stun|tank|finite|heavy|melee|med|instant|active|one-shot
le-reaper-form-lich,full-move|self-origin|flat|circle|damage|expose|tank|self-cost|solo|melee|high|instant|active|one-shot
le-ring-of-shields,full-move|blank|flat|blank|blank|unknown|blank|unknown|light|melee|med|instant|unknown|unknown
le-runic-invocation,rooted|projectile|spiky|circle|damage|none|absorb|finite|solo|ranged|med|instant|active|one-shot
le-shadow-bladedancer,full-move|at-target|spiky|totem|damage|none|evade|spend|light|melee|high|instant|active|one-shot
le-shield-throw-time-rot-vk,full-move|projectile|flat|chain|control|hex|tank|spend|solo|dual|med|instant|triggered|one-shot
le-shift-bladedancer,full-move|blank|flat|dash_attack|blank|unknown|blank|unknown|solo|melee|high|instant|unknown|unknown
le-skeleton-necro,full-move|at-target|flat|totem|damage|none|tank|spend|heavy|melee|med|instant|active|one-shot
le-smite-paladin,rooted|at-target|flat|melee_strike|damage|stun|tank|free|solo|dual|high|instant|triggered|one-shot
le-squirrel-bm,full-move|at-target|flat|totem|damage|none|tank|spend|heavy|melee|high|instant|active|one-shot
le-storm-totem-shaman,full-move|at-target|flat|totem|damage|none|tank|spend|heavy|dual|med|instant|active|apply→detonate
le-swarmblade-druid,full-move|self-origin|flat|circle|damage|none|tank|generator-spender|light|melee|high|instant|active|one-shot
le-umbral-blades,rooted|projectile|flat|multi_projectile|damage|none|evade|spend|solo|dual|high|instant|active|apply→detonate
le-warpath-vk,full-move|self-origin|flat|whirlwind|damage|hex|tank|reserve|solo|melee|high|channel|triggered|one-shot
le-werebear-druid,full-move|self-origin|flat|circle|damage|hex|tank|generator-spender|solo|melee|med|instant|active|one-shot
le-wraithlord-necro,full-move|at-target|flat|totem|damage|expose|tank|finite|heavy|ranged|med|instant|active|one-shot
poe1-aegis-max-block,walk|at-target|flat|ground_targeted_circle|damage|hard-stop|mitigate|free|solo|melee|med|instant|triggered|one-shot
poe1-animate-weapon,walk|at-target|flat|single_target|damage|none|tank|finite|heavy|melee|med|instant|active|one-shot
poe1-arc,walk|projectile|var|chain|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-archmage,walk|projectile|var|circle|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-armageddon-brand,full-move|at-target|flat|totem|damage|none|mitigate|cooldown|light|ranged|med|instant|active|one-shot
poe1-aurabot,walk|aura-pulse|flat|aura|damage|none|mitigate|reserve|solo|dual|low|instant|active|one-shot
poe1-aurastacker,full-move|aura-pulse|flat|self_buff|damage|hard-stop|mitigate|reserve|solo|melee|high|instant|active|one-shot
poe1-autobomber,full-move|self-origin|flat|chain|damage|hard-stop|mitigate|free|solo|melee|high|instant|triggered|one-shot
poe1-ball-lightning,walk|projectile|var|circle|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-bane,walk|at-target|flat|ground_targeted_circle|damage|hex|absorb|spend|solo|dual|low|instant|active|one-shot
poe1-baron-zombies,rooted|at-target|flat|single_target|damage|none|tank|unknown|heavy|melee|low|instant|active|one-shot
poe1-blade-flurry,rooted|self-origin|spiky|circle|damage|none|mitigate|spend|solo|melee|med|channel|active|apply→detonate
poe1-bladefall-bladeblast,walk|at-target|spiky|totem|damage|none|mitigate|free|solo|ranged|med|instant|triggered|apply→detonate
poe1-boneshatter,walk|at-target|flat|ground_targeted_circle|damage|none|tank|self-cost|solo|melee|high|instant|active|build→spend
poe1-caustic-arrow,full-move|projectile|flat|circle|damage|hex|mitigate|spend|solo|ranged|low|instant|triggered|one-shot
poe1-coc-ice-nova,full-move|self-origin|flat|circle|damage|hard-stop|mitigate|free|solo|melee|high|channel|triggered|one-shot
poe1-cold-dot-occ,walk|at-target|flat|vortex_pull|damage|hard-stop|mitigate|cooldown|solo|melee|low|instant|triggered|one-shot
poe1-crackling-lance,rooted|beam|var|line|damage|none|mitigate|spend|solo|ranged|med|instant|active|build→spend
poe1-cwdt-loop,walk|self-origin|flat|circle|damage|hex|mitigate|free|solo|dual|high|instant|triggered|one-shot
poe1-cyclone,full-move|self-origin|flat|whirlwind|damage|none|tank|spend|solo|melee|high|channel|triggered|one-shot
poe1-dark-pact,walk|at-target|flat|chain|damage|hex|mitigate|self-cost|light|dual|high|instant|active|one-shot
poe1-deaths-oath,walk|aura-pulse|flat|aura|damage|hex|mitigate|reserve|solo|melee|low|instant|active|one-shot
poe1-detonate-dead,walk|at-target|spiky|ground_targeted_circle|damage|none|glass|free|solo|ranged|med|instant|triggered|apply→detonate
poe1-discharge,walk|self-origin|spiky|circle|damage|none|mitigate|generator-spender|solo|melee|med|instant|active|build→spend
poe1-divine-ire,rooted|beam|spiky|beam_channel|damage|none|glass|spend|solo|ranged|med|channel|active|one-shot
poe1-ea-ballista,full-move|at-target|spiky|totem|damage|none|tank|cooldown|heavy|ranged|med|instant|active|apply→detonate
poe1-earthquake,rooted|at-target|spiky|totem|damage|none|mitigate|spend|solo|melee|med|wind-up|active|apply→detonate
poe1-earthshatter,walk|at-target|spiky|totem|damage|none|mitigate|cooldown|solo|melee|med|wind-up|active|apply→detonate
poe1-edc,full-move|projectile|flat|chain|damage|hex|mitigate|spend|solo|ranged|low|instant|triggered|one-shot
poe1-elemental-hit,full-move|projectile|spiky|circle|damage|none|mitigate|spend|solo|ranged|med|instant|active|one-shot
poe1-facebreaker,walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|melee|high|instant|active|one-shot
poe1-fire-trap,full-move|at-target|spiky|totem|damage|none|tank|cooldown|heavy|ranged|med|instant|active|apply→detonate
poe1-flameblast,rooted|self-origin|spiky|circle|damage|none|mitigate|spend|solo|dual|low|channel|active|apply→detonate
poe1-flicker,full-move|at-target|flat|dash_attack|damage|none|mitigate|generator-spender|solo|melee|high|instant|active|one-shot
poe1-forbidden-rite,full-move|at-target|flat|totem|damage|hex|tank|self-cost|heavy|ranged|high|instant|active|apply→detonate
poe1-freezing-pulse,walk|projectile|var|single_target|damage|hard-stop|mitigate|spend|solo|dual|high|instant|active|one-shot
poe1-frost-blades,full-move|at-target|flat|multi_projectile|damage|hard-stop|mitigate|spend|solo|melee|high|instant|active|one-shot
poe1-generals-cry,walk|at-target|flat|multi_projectile|damage|none|tank|cooldown|heavy|melee|med|instant|active|one-shot
poe1-glacial-cascade-mines,full-move|at-target|spiky|totem|damage|hard-stop|tank|cooldown|heavy|ranged|high|instant|active|apply→detonate
poe1-golementalist,walk|at-target|flat|multi_projectile|damage|none|tank|reserve|heavy|dual|med|instant|active|one-shot
poe1-heavy-strike-stun,walk|at-target|spiky|totem|damage|stun|mitigate|unknown|solo|melee|med|instant|active|one-shot
poe1-hexblast-mines,full-move|at-target|spiky|ground_targeted_circle|damage|hex|tank|free|heavy|ranged|high|instant|triggered|apply→detonate
poe1-hoag,walk|at-target|flat|ground_targeted_circle|damage|hex|tank|generator-spender|heavy|melee|med|instant|triggered|one-shot
poe1-ice-shot,full-move|projectile|flat|circle|damage|hard-stop|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-icicle-mines,full-move|at-target|flat|multi_projectile|damage|hard-stop|tank|cooldown|heavy|ranged|high|instant|active|apply→detonate
poe1-incinerate,rooted|beam|flat|cone|damage|none|glass|spend|solo|dual|high|channel|active|build→spend
poe1-kinetic-fusillade,walk|projectile|flat|multi_projectile|damage|none|mitigate|unknown|solo|ranged|high|instant|active|one-shot
poe1-lacerate-glad,walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|spend|solo|melee|low|instant|active|build→spend
poe1-lightning-arrow,full-move|projectile|flat|chain|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-lightning-conduit,walk|at-target|spiky|ground_targeted_circle|damage|none|mitigate|free|solo|ranged|med|instant|triggered|build→spend
poe1-lightning-strike,full-move|at-target|flat|multi_projectile|damage|none|mitigate|spend|solo|melee|high|instant|active|one-shot
poe1-low-life-shavs,walk|at-target|flat|ground_targeted_circle|damage|none|mitigate|reserve|solo|ranged|med|instant|active|one-shot
poe1-minion-pact-bv,walk|orbit|flat|vortex_pull|damage|none|mitigate|free|light|melee|high|instant|triggered|one-shot
poe1-mjolner,walk|at-target|var|chain|damage|none|mitigate|free|solo|melee|high|instant|triggered|one-shot
poe1-molten-strike,rooted|at-target|flat|multi_projectile|damage|none|mitigate|spend|solo|melee|high|instant|active|one-shot
poe1-pconc,full-move|projectile|flat|circle|damage|hex|mitigate|finite|solo|dual|high|instant|active|one-shot
poe1-pizza-sticks,full-move|at-target|spiky|totem|damage|none|tank|cooldown|heavy|ranged|med|instant|active|apply→detonate
poe1-poets-pen-vd,full-move|at-target|flat|multi_projectile|damage|none|mitigate|free|light|dual|high|instant|triggered|apply→detonate
poe1-poison-bv,full-move|orbit|flat|blank|damage|hex|mitigate|generator-spender|solo|melee|high|instant|active|build→spend
poe1-righteous-fire,walk|aura-pulse|flat|aura|damage|none|mitigate|self-cost|solo|melee|low|instant|active|one-shot
poe1-scourge-arrow,full-move|projectile|spiky|multi_projectile|damage|hex|mitigate|spend|solo|ranged|med|channel|active|build→spend
poe1-seismic-trap,full-move|at-target|flat|totem|damage|none|tank|cooldown|heavy|ranged|med|instant|active|apply→detonate
poe1-siege-ballista,full-move|at-target|flat|totem|damage|none|tank|unknown|heavy|ranged|med|instant|active|one-shot
poe1-skeleton-mages,walk|at-target|flat|multi_projectile|damage|hard-stop|tank|reserve|heavy|ranged|med|instant|active|one-shot
poe1-soulrend,full-move|projectile|flat|single_target|damage|hex|absorb|free|solo|ranged|low|instant|triggered|one-shot
poe1-spark,full-move|projectile|var|multi_projectile|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-spectral-helix,full-move|projectile|flat|circle|damage|none|mitigate|spend|solo|dual|high|instant|active|one-shot
poe1-spectral-throw,walk|projectile|flat|single_target|damage|none|mitigate|spend|solo|dual|high|instant|active|one-shot
poe1-spectres,walk|at-target|flat|multi_projectile|damage|none|tank|free|heavy|ranged|med|instant|triggered|one-shot
poe1-split-arrow-bleed,full-move|projectile|flat|multi_projectile|damage|none|mitigate|spend|solo|ranged|low|instant|active|one-shot
poe1-srs,walk|at-target|flat|single_target|damage|none|tank|free|heavy|dual|high|instant|triggered|one-shot
poe1-sst,walk|projectile|var|multi_projectile|damage|none|mitigate|spend|solo|dual|med|instant|active|one-shot
poe1-storm-brand,full-move|at-target|var|totem|damage|none|mitigate|cooldown|light|ranged|high|instant|active|one-shot
poe1-tectonic-slam,rooted|at-target|spiky|ground_targeted_circle|damage|none|mitigate|generator-spender|solo|melee|med|instant|active|build→spend
poe1-tornado-shot,full-move|projectile|flat|multi_projectile|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-totem-hierophant,full-move|blank|blank|totem|blank|unknown|blank|unknown|heavy|melee|low|instant|unknown|unknown
poe1-toxic-rain,full-move|at-target|flat|ground_targeted_circle|damage|hex|mitigate|spend|solo|ranged|low|instant|triggered|one-shot
poe1-vaal-blade-vortex,full-move|blank|flat|blank|blank|unknown|blank|unknown|solo|melee|high|instant|unknown|unknown
poe1-venom-gyre,full-move|projectile|flat|dash_attack|damage|hex|mitigate|generator-spender|solo|dual|high|instant|active|one-shot
poe1-viper-poison,full-move|at-target|flat|ground_targeted_circle|damage|hex|mitigate|spend|solo|melee|high|instant|active|build→spend
poe1-wander,full-move|projectile|flat|multi_projectile|damage|none|mitigate|spend|solo|ranged|high|instant|active|one-shot
poe1-warchief,rooted|at-target|flat|totem|damage|none|tank|cooldown|heavy|melee|med|instant|active|apply→detonate
poe1-ward-loop,walk|self-origin|flat|multi_projectile|damage|hex|mitigate|self-cost|solo|dual|high|instant|active|one-shot
poe1-whispering-ice,walk|at-target|var|ground_targeted_circle|damage|hard-stop|mitigate|unknown|solo|ranged|med|instant|active|one-shot
poe1-winter-orb,walk|orbit|flat|multi_projectile|damage|hard-stop|mitigate|generator-spender|light|dual|high|channel|triggered|one-shot
poe1-woc-ignite,walk|self-origin|flat|circle|damage|none|mitigate|spend|solo|ranged|low|instant|active|one-shot
poe1-wormblaster,walk|projectile|flat|multi_projectile|damage|none|mitigate|finite|solo|ranged|high|instant|triggered|one-shot
poe2-acolyte-darkness,full-move|at-target|flat|ground_targeted_circle|control|hex|evade|generator-spender|solo|melee|high|instant|active|one-shot
poe2-archmage-totems,unknown|at-target|var|totem|damage|none|post-cutoff-deferred|unknown|heavy|ranged|med|instant|active|apply→detonate
poe2-blood-mage,rooted|projectile|spiky|multi_projectile|damage|expose|tank|self-cost|solo|ranged|med|wind-up|active|apply→detonate
poe2-bonestorm,rooted|projectile|spiky|multi_projectile|damage|none|absorb|spend|solo|ranged|med|wind-up|active|apply→detonate
poe2-cof-comet,rooted|at-target|spiky|ground_targeted_circle|control|hard-stop|absorb|free|solo|ranged|high|instant|triggered|one-shot
poe2-demon-form,full-move|self-origin|var|circle|damage|none|absorb|self-cost|solo|ranged|high|instant|active|build→spend
poe2-erasure-edc-lich,full-move|projectile|flat|chain|damage|expose|absorb|spend|solo|ranged|low|instant|active|one-shot
poe2-galvanic-shards,rooted|projectile|flat|cone|damage|none|evade|spend+finite|solo|ranged|high|instant|active|one-shot
poe2-gas-arrow-ignite,full-move|projectile|spiky|circle|control|none|evade|spend|solo|ranged|med|instant|active|one-shot
poe2-gemling-stacker,full-move|at-target|var|ground_targeted_circle|damage|none|tank|spend|solo|melee|high|instant|active|one-shot
poe2-grim-feast,full-move|self-origin|flat|self_buff|damage|none|absorb|reserve|solo|melee|med|instant|active|one-shot
poe2-howa-invoker,full-move|at-target|var|ground_targeted_circle|damage|none|evade|spend|solo|melee|high|instant|active|one-shot
poe2-ice-strike-invoker,full-move|at-target|flat|ground_targeted_circle|control|hard-stop|evade|generator-spender|solo|melee|high|instant|active|one-shot
poe2-infernal-legion,full-move|at-target|flat|totem|damage|none|tank|reserve|heavy|melee|med|instant|active|one-shot
poe2-lightning-arrow-deadeye,full-move|projectile|flat|chain|damage|none|evade|spend|solo|ranged|high|instant|active|one-shot
poe2-lightning-spear-amazon,full-move|projectile|var|chain|damage|none|evade|spend|solo|dual|high|instant|active|one-shot
poe2-minion-infernalist,full-move|at-target|flat|totem|damage|none|tank|reserve|heavy|ranged|med|instant|active|one-shot
poe2-poison-pathfinder,full-move|projectile|flat|vortex_pull|control|none|evade|spend|solo|ranged|low|instant|active|build→spend
poe2-rake-ritualist,rooted|at-target|flat|melee_strike|control|none|evade|spend|solo|melee|low|instant|active|one-shot
poe2-shaman-bear,unknown|self-origin|flat|circle|damage|none|tank|unknown|solo|melee|high|instant|active|build→spend
poe2-smith-ignite,full-move|at-target|spiky|ground_targeted_circle|control|none|tank|spend|solo|melee|low|wind-up|active|one-shot
poe2-snipe-mirage-deadeye,unknown|projectile|spiky|melee_strike|damage|none|post-cutoff-deferred|unknown|light|ranged|med|channel|active|one-shot
poe2-spark-stormweaver,rooted|projectile|var|ricochet_bounce|damage|none|absorb|spend|solo|ranged|high|instant|active|one-shot
poe2-spiral-volley,unknown|projectile|flat|multi_projectile|damage|none|post-cutoff-deferred|unknown|solo|dual|high|instant|active|one-shot
poe2-supporting-fire,rooted|at-target|flat|totem|damage|knockback|evade|spend|light|ranged|med|instant|active|one-shot
poe2-tempest-bell,full-move|at-target|spiky|totem|damage|stun|evade|generator-spender|light|melee|med|instant|active|build→spend
poe2-tempest-flurry,full-move|at-target|flat|ground_targeted_circle|damage|none|evade|generator-spender|solo|melee|high|instant|active|one-shot
poe2-temporalis-blink,full-move|self-origin|flat|teleport|damage|none|absorb|cooldown|solo|dual|high|instant|active|one-shot
poe2-titan-hotg,rooted|at-target|spiky|ground_targeted_circle|control|stun|tank|spend|solo|melee|low|wind-up|active|apply→detonate
poe2-twister,full-move|self-origin|var|whirlwind|damage|knockback|evade|reserve|light|dual|high|instant|active|one-shot
poe2-walking-calamity,unknown|self-origin|flat|circle|damage|none|tank|unknown|solo|melee|high|instant|triggered|one-shot
poe2-warbringer-totems,full-move|at-target|flat|totem|damage|stun|tank|spend|heavy|melee|low|instant|active|apply→detonate
poe2-whirling-assault-ma,unknown|at-target|flat|ground_targeted_circle|damage|none|post-cutoff-deferred|unknown|light|melee|high|instant|active|one-shot
poe2-witchhunter-grenades,full-move|projectile|spiky|circle|damage|blind|evade|finite|solo|ranged|med|instant|active|build→spend
tl1-alchemist-summoner,full-move|self-origin|flat|self_buff|damage|taunt|tank|reserve|light|ranged|med|channel|active|one-shot
tl1-ricochet-vanquisher,full-move|projectile|flat|chain|damage|none|evade|spend|solo|ranged|high|instant|triggered|apply→detonate
tl2-bot-engineer,full-move|at-target|flat|totem|damage|taunt|tank|reserve|heavy|ranged|med|instant|active|one-shot
tl2-cannon-engineer,rooted|projectile|spiky|circle|damage|knockback|tank|generator-spender|solo|dual|med|instant|active|one-shot
tl2-emberquake-engineer,rooted|self-origin|flat|ground_slam|damage|knockback|tank|spend|light|melee|med|instant|active|one-shot
tl2-flame-hammer-engineer,rooted|at-target|spiky|ground_targeted_circle|damage|knockback|tank|generator-spender|solo|melee|med|instant|active|one-shot
tl2-glaive-outlander,full-move|projectile|flat|chain|damage|none|evade|spend|solo|dual|high|instant|active|one-shot
tl2-hailstorm-embermage,full-move|at-target|flat|ground_targeted_circle|damage|hard-stop|glass|spend|light|dual|low|instant|active|one-shot
tl2-prismatic-embermage,full-move|projectile|flat|single_target|damage|none|glass|spend|solo|ranged|high|instant|active|one-shot
tl2-shadowling-outlander,full-move|at-target|flat|ground_targeted_circle|damage|taunt|evade|reserve|heavy|ranged|med|instant|active|one-shot
tl2-shotgonne-outlander,rooted|projectile|flat|cone|damage|knockback|evade|finite|solo|dual|high|instant|active|one-shot
tl2-wolf-shade-berserker,full-move|at-target|spiky|melee_strike|damage|knockback|tank|generator-spender|light|melee|high|instant|triggered|one-shot
tli-carino2-lethal-flash,full-move|projectile|spiky|melee_strike|damage|none|evade|finite|solo|ranged|high|instant|active|one-shot
tli-erika3-vendetta,full-move|at-target|flat|melee_strike|damage|hard-stop|evade|spend|solo|melee|high|instant|active|build→spend
tli-gemma-frost-caster,full-move|projectile|flat|circle|damage|hard-stop|glass|spend|solo|ranged|high|instant|active|one-shot
tli-iris2-thunder-magus,full-move|self-origin|spiky|circle|damage|none|mitigate|reserve|heavy|ranged|med|instant|active|one-shot
tli-moto-bots,full-move|at-target|flat|totem|damage|taunt|tank|reserve|heavy|ranged|med|instant|active|one-shot
tli-rehan-berserker,full-move|at-target|spiky|ground_targeted_circle|damage|knockback|tank|generator-spender|solo|melee|high|instant|active|one-shot
tli-rosa-unsullied,full-move|at-target|flat|melee_strike|damage|none|evade|spend|solo|melee|high|instant|active|one-shot
tli-youga-spirit-magus,full-move|self-origin|flat|self_buff|damage|none|mitigate|reserve|heavy|ranged|med|instant|active|one-shot
tq-battlemage-warfare-earth,full-move|at-target|flat|totem|damage|knockback|tank|spend|solo|melee|med|instant|active|one-shot
tq-brigand-poison,full-move|projectile|spiky|single_target|damage|none|evade|spend|solo|ranged|med|instant|active|one-shot
tq-distortion-templar,full-move|self-origin|spiky|circle|control|knockback|tank|cooldown|solo|dual|med|instant|active|one-shot
tq-dream-harbinger,full-move|at-target|flat|melee_strike|damage|stun|tank|reserve|solo|melee|high|instant|active|one-shot
tq-druid-squall-caster,full-move|at-target|flat|totem|damage|none|mitigate|spend|solo|ranged|low|instant|active|one-shot
tq-elementalist-volcanic-storm,rooted|projectile|spiky|circle|damage|none|glass|spend|solo|ranged|med|instant|active|one-shot
tq-ice-shard-oracle,full-move|projectile|flat|single_target|damage|hard-stop|mitigate|spend|solo|ranged|high|instant|active|one-shot
tq-liche-king-conjurer,full-move|self-origin|flat|circle|damage|fear|absorb|cooldown|heavy|ranged|med|instant|active|one-shot
tq-marksmanship-haruspex,full-move|projectile|flat|single_target|damage|none|evade|spend|solo|ranged|high|instant|active|build→spend
tq-onslaught-assassin,full-move|at-target|flat|melee_strike|damage|none|evade|spend|solo|melee|high|instant|triggered|build→spend
tq-petmaster-summoner,full-move|self-origin|flat|self_buff|damage|taunt|tank|reserve|heavy|melee|med|instant|active|one-shot
tq-phantom-strike-dreamkiller,rooted|at-target|spiky|teleport|damage|stun|evade|cooldown|solo|melee|med|instant|active|apply→detonate
tq-ranger-hunting-nature,full-move|projectile|flat|melee_strike|damage|none|evade|reserve|light|ranged|med|instant|active|one-shot
tq-rune-weapon-thunderer,full-move|at-target|flat|melee_strike|damage|none|tank|reserve|solo|melee|high|instant|active|one-shot
tq-shield-charge-conqueror,full-move|self-origin|flat|dash_attack|control|knockback|tank|cooldown|solo|melee|med|instant|active|one-shot
tq-ternion-bone-charmer,full-move|projectile|flat|cone|damage|none|tank|spend|solo|ranged|high|instant|triggered|one-shot
tq-thane-storm-warfare,full-move|at-target|flat|melee_strike|damage|knockback|tank|spend|solo|melee|high|instant|active|one-shot
tq-trap-magician,full-move|at-target|flat|totem|damage|none|evade|finite|heavy|ranged|med|instant|active|apply→detonate
tq-warlock-poison-vitality,full-move|at-target|flat|melee_strike|damage|none|evade|spend|solo|melee|med|instant|active|one-shot
tq2-bastion-tank,full-move|at-target|flat|ground_targeted_circle|damage|taunt|tank|spend|solo|melee|med|instant|active|one-shot
tq2-elementalist,rooted|projectile|spiky|circle|damage|none|glass|spend|solo|ranged|med|instant|active|build→spend
tq2-forge-turrets,full-move|at-target|flat|totem|damage|none|tank|finite|heavy|ranged|med|instant|active|apply→detonate
tq2-stormblade-ice-shards,full-move|projectile|flat|melee_strike|damage|hard-stop|mitigate|spend|solo|ranged|high|instant|active|one-shot
tq2-whirlwind-rogue,full-move|self-origin|flat|whirlwind|damage|knockback|evade|reserve|solo|melee|high|channel|active|one-shot
ud-cwc-spin-caster,full-move|self-origin|flat|whirlwind|damage|hard-stop|tank|free|solo|melee|high|channel|triggered|one-shot
ud-flamethrower-channel,rooted|beam|flat|cone|damage|none|glass|reserve|solo|dual|high|channel|active|one-shot
ud-ice-crystal-arrow,full-move|projectile|flat|chain|damage|hard-stop|evade|spend|light|ranged|high|instant|active|one-shot
ud-illusion-family,full-move|at-target|flat|multi_projectile|damage|none|evade|free|light|dual|med|instant|triggered|one-shot
ud-lightning-vortex,full-move|at-target|flat|vortex_pull|damage|stun|glass|spend|solo|ranged|high|instant|active|one-shot
ud-seal-veil-daimonios,full-move|at-target|flat|ground_targeted_circle|damage|none|glass|reserve|solo|dual|med|instant|active|one-shot
ud-snowstorm-frost,full-move|at-target|flat|ground_targeted_circle|damage|hard-stop|glass|spend|solo|ranged|med|instant|active|one-shot
ud-spread-rapid-dex,full-move|projectile|flat|multi_projectile|damage|none|evade|spend|solo|ranged|high|instant|active|build→spend
ud-summon-strand,full-move|self-origin|flat|circle|damage|none|glass|reserve|heavy|ranged|med|instant|active|one-shot
ud-toxic-flame,full-move|at-target|flat|ground_targeted_circle|control|none|evade|spend|solo|dual|low|instant|active|one-shot
ud-whirlwind-str,full-move|self-origin|flat|whirlwind|damage|none|tank|reserve|solo|melee|high|channel|active|one-shot
vs-bloody-tear,full-move|self-origin|flat|circle|damage|none|tank|finite|solo|melee|high|instant|triggered|one-shot
vs-death-spiral,full-move|self-origin|flat|ring|damage|none|glass|finite|solo|dual|high|instant|active|one-shot
vs-fuwalafuwaloo,full-move|self-origin|spiky|whirlwind|damage|none|tank|finite|solo|melee|high|instant|active|one-shot
vs-gorgeous-moon,full-move|self-origin|spiky|vortex_pull|control|hard-stop|glass|finite|solo|ranged|low|instant|active|one-shot
vs-heaven-sword,full-move|projectile|flat|line|damage|none|glass|finite|solo|dual|high|instant|active|one-shot
vs-hellfire,full-move|projectile|spiky|line|damage|none|glass|finite|solo|ranged|med|instant|active|one-shot
vs-holy-wand,full-move|projectile|flat|single_target|damage|none|glass|finite|solo|ranged|high|instant|active|one-shot
vs-infinite-corridor-crimson-shroud,full-move|beam|spiky|line|control|hard-stop|absorb|finite|solo|dual|low|instant|active|one-shot
vs-je-ne-viv,full-move|at-target|flat|vortex_pull|damage|none|glass|finite|light|dual|high|instant|active|one-shot
vs-la-borra,full-move|self-origin|flat|circle|damage|none|glass|finite|light|dual|low|instant|active|one-shot
vs-out-of-bounds-freeze,full-move|at-target|spiky|ground_targeted_circle|control|hard-stop|glass|unknown|solo|dual|med|instant|triggered|apply→detonate
vs-phieraggi,full-move|beam|flat|ring|damage|none|glass|unknown|solo|ranged|high|instant|active|one-shot
vs-queen-sigma,full-move|self-origin|spiky|vortex_pull|damage|none|glass|unknown|solo|melee|high|instant|active|one-shot
vs-red-death,full-move|self-origin|flat|ring|damage|none|glass|unknown|solo|dual|high|instant|active|one-shot
vs-runetracer-no-future,full-move|projectile|flat|chain|damage|none|glass|finite|solo|ranged|high|instant|triggered|one-shot
vs-soul-eater,full-move|aura-pulse|flat|aura|damage|none|tank|reserve|solo|melee|high|instant|active|one-shot
vs-thousand-edge,full-move|projectile|flat|multi_projectile|damage|none|glass|finite|solo|ranged|high|instant|active|one-shot
vs-thunder-loop,full-move|at-target|spiky|melee_strike|damage|stun|glass|finite|solo|ranged|med|instant|active|one-shot
vs-unholy-vespers,full-move|orbit|flat|ring|damage|stun|glass|finite|solo|melee|high|instant|active|one-shot
vs-vandalier,full-move|projectile|flat|circle|damage|none|glass|finite|light|dual|med|instant|active|one-shot
