wave,tier,difficulty,characterLifeModifier,characterOffensiveAbility,characterOffensiveAbilityModifier,characterDefensiveAbility,characterDefensiveAbilityModifier,characterAttackSpeedModifier,characterSpellCastSpeedModifier,characterLifeRegenModifier,characterPercentHealIncreaseModifier
85,9,challenger,103.0,17.0,1.399999976158142,21.0,2.0,4.0,4.0,12.0,-38.0
86,9,challenger,104.0,17.0,1.399999976158142,21.0,2.0,4.0,4.0,12.0,-38.0
87,9,challenger,105.0,17.0,1.399999976158142,21.0,2.0,4.0,4.0,13.0,-39.0
88,9,challenger,106.0,18.0,1.399999976158142,22.0,2.0,4.0,4.0,13.0,-39.0
89,9,challenger,107.0,18.0,1.399999976158142,22.0,2.0,4.0,4.0,14.0,-39.0
90,9,challenger,109.0,18.0,1.399999976158142,22.0,2.0,4.0,4.0,14.0,-40.0
91,10,challenger,110.0,18.0,1.399999976158142,22.0,2.0,4.0,4.0,15.0,-40.0
92,10,challenger,111.0,18.0,1.399999976158142,23.0,2.0,4.0,4.0,15.0,-40.0
93,10,challenger,112.0,18.0,1.399999976158142,23.0,2.0,4.0,4.0,16.0,-41.0
94,10,challenger,113.0,19.0,2.0999999046325684,24.0,3.0,4.0,4.0,16.0,-41.0
95,10,challenger,114.0,19.0,2.0999999046325684,24.0,3.0,5.0,5.0,17.0,-41.0
96,10,challenger,115.0,20.0,2.0999999046325684,25.0,3.0,5.0,5.0,17.0,-42.0
97,10,challenger,116.0,20.0,2.0999999046325684,25.0,3.0,5.0,5.0,18.0,-42.0
98,10,challenger,117.0,21.0,2.0999999046325684,26.0,3.0,5.0,5.0,18.0,-42.0
99,10,challenger,118.0,21.0,2.0999999046325684,26.0,3.0,5.0,5.0,19.0,-43.0
100,10,challenger,120.0,21.0,2.0999999046325684,26.0,3.0,5.0,5.0,20.0,-43.0
101,11,challenger,121.0,21.0,2.0999999046325684,26.0,3.0,5.0,5.0,20.0,-43.0
102,11,challenger,123.0,22.0,2.0999999046325684,27.0,3.0,5.0,5.0,21.0,-44.0
103,11,challenger,124.0,22.0,2.0999999046325684,27.0,3.0,5.0,5.0,22.0,-44.0
104,11,challenger,125.0,22.0,2.0999999046325684,28.0,3.0,5.0,5.0,22.0,-44.0
105,11,challenger,127.0,22.0,2.0999999046325684,28.0,3.0,5.0,5.0,23.0,-45.0
106,11,challenger,128.0,23.0,2.0999999046325684,29.0,3.0,6.0,6.0,23.0,-45.0
107,11,challenger,129.0,23.0,2.0999999046325684,29.0,3.0,6.0,6.0,24.0,-45.0
108,11,challenger,131.0,24.0,2.0999999046325684,30.0,3.0,6.0,6.0,25.0,-46.0
109,11,challenger,133.0,24.0,2.0999999046325684,30.0,3.0,6.0,6.0,26.0,-46.0
110,11,challenger,134.0,24.0,2.0999999046325684,30.0,3.0,6.0,6.0,26.0,-46.0
111,12,challenger,136.0,24.0,2.0999999046325684,30.0,3.0,6.0,6.0,27.0,-47.0
112,12,challenger,136.0,25.0,2.0999999046325684,31.0,3.0,6.0,6.0,28.0,-47.0
113,12,challenger,138.0,25.0,2.0999999046325684,31.0,3.0,6.0,6.0,28.0,-47.0
114,12,challenger,140.0,26.0,2.0999999046325684,32.0,3.0,6.0,6.0,29.0,-48.0
115,12,challenger,142.0,26.0,2.799999952316284,32.0,4.0,6.0,6.0,30.0,-48.0
116,12,challenger,144.0,26.0,2.799999952316284,33.0,4.0,6.0,6.0,31.0,-48.0
117,12,challenger,146.0,26.0,2.799999952316284,33.0,4.0,6.0,6.0,32.0,-49.0
118,12,challenger,148.0,27.0,2.799999952316284,34.0,4.0,6.0,6.0,32.0,-49.0
119,12,challenger,148.0,27.0,2.799999952316284,34.0,4.0,6.0,6.0,33.0,-49.0
120,12,challenger,150.0,27.0,2.799999952316284,34.0,4.0,6.0,6.0,34.0,-50.0
121,13,challenger,152.0,27.0,2.799999952316284,34.0,4.0,6.0,6.0,35.0,-50.0
122,13,challenger,153.0,28.0,2.799999952316284,35.0,4.0,6.0,6.0,36.0,-50.0
123,13,challenger,156.0,28.0,2.799999952316284,35.0,4.0,6.0,6.0,37.0,-51.0
124,13,challenger,158.0,29.0,2.799999952316284,36.0,4.0,6.0,6.0,38.0,-51.0
125,13,challenger,160.0,30.0,2.799999952316284,37.0,4.0,6.0,6.0,38.0,-51.0
126,13,challenger,162.0,30.0,2.799999952316284,37.0,4.0,6.0,6.0,39.0,-52.0
127,13,challenger,163.0,30.0,2.799999952316284,38.0,4.0,6.0,6.0,40.0,-52.0
128,13,challenger,165.0,30.0,2.799999952316284,38.0,4.0,6.0,6.0,41.0,-52.0
129,13,challenger,168.0,30.0,2.799999952316284,38.0,4.0,6.0,6.0,42.0,-53.0
130,13,challenger,169.0,30.0,2.799999952316284,38.0,4.0,6.0,6.0,43.0,-53.0
131,14,challenger,171.0,31.0,2.799999952316284,39.0,4.0,6.0,6.0,44.0,-53.0
132,14,challenger,174.0,31.0,2.799999952316284,39.0,4.0,6.0,6.0,45.0,-54.0
133,14,challenger,176.0,32.0,2.799999952316284,40.0,4.0,6.0,6.0,46.0,-54.0
134,14,challenger,178.0,32.0,2.799999952316284,40.0,4.0,6.0,6.0,47.0,-54.0
135,14,challenger,181.0,33.0,2.799999952316284,41.0,4.0,7.0,7.0,48.0,-55.0
136,14,challenger,183.0,34.0,2.799999952316284,42.0,4.0,7.0,7.0,50.0,-55.0
137,14,challenger,185.0,34.0,2.799999952316284,42.0,4.0,7.0,7.0,51.0,-55.0
138,14,challenger,187.0,34.0,3.5,42.0,5.0,7.0,7.0,52.0,-56.0
139,14,challenger,190.0,34.0,3.5,42.0,5.0,7.0,7.0,53.0,-56.0
140,14,challenger,192.0,34.0,3.5,43.0,5.0,7.0,7.0,54.0,-56.0
141,15,challenger,194.0,34.0,3.5,43.0,5.0,7.0,7.0,55.0,-57.0
142,15,challenger,197.0,35.0,3.5,44.0,5.0,7.0,7.0,56.0,-57.0
143,15,challenger,199.0,36.0,3.5,45.0,5.0,7.0,7.0,58.0,-57.0
144,15,challenger,201.0,36.0,3.5,45.0,5.0,7.0,7.0,59.0,-58.0
145,15,challenger,205.0,37.0,3.5,46.0,5.0,7.0,7.0,60.0,-58.0
146,15,challenger,207.0,37.0,3.5,46.0,5.0,8.0,8.0,61.0,-58.0
147,15,challenger,210.0,37.0,3.5,46.0,5.0,8.0,8.0,62.0,-59.0
148,15,challenger,211.0,38.0,3.5,47.0,5.0,8.0,8.0,64.0,-59.0
149,15,challenger,214.0,38.0,3.5,47.0,5.0,8.0,8.0,65.0,-59.0
150,15,challenger,218.0,38.0,3.5,48.0,5.0,8.0,8.0,66.0,-60.0
151,16,challenger,219.0,38.0,3.5,48.0,5.0,8.0,8.0,66.0,-60.0
152,16,challenger,220.0,38.0,3.5,49.0,5.0,8.0,8.0,67.0,-60.0
153,16,challenger,221.0,39.0,3.5,49.0,5.0,8.0,8.0,67.0,-60.0
154,16,challenger,222.0,39.0,3.5,50.0,5.0,8.0,8.0,68.0,-60.0
155,16,challenger,223.0,39.0,3.5,50.0,5.0,8.0,8.0,68.0,-60.0
156,16,challenger,224.0,40.0,3.5,51.0,5.0,8.0,8.0,69.0,-60.0
157,16,challenger,225.0,40.0,3.5,51.0,5.0,8.0,8.0,69.0,-60.0
158,16,challenger,226.0,40.0,3.5,52.0,5.0,8.0,8.0,69.0,-60.0
159,16,challenger,228.0,41.0,3.5,52.0,5.0,8.0,8.0,70.0,-60.0
160,16,challenger,229.0,41.0,3.5,53.0,5.0,8.0,8.0,70.0,-60.0
161,17,challenger,230.0,41.0,3.5,53.0,6.0,8.0,8.0,70.0,-60.0
162,17,challenger,231.0,42.0,3.5,54.0,6.0,8.0,8.0,71.0,-60.0
163,17,challenger,232.0,42.0,3.5,54.0,6.0,8.0,8.0,71.0,-60.0
164,17,challenger,233.0,42.0,3.5,55.0,6.0,8.0,8.0,71.0,-60.0
165,17,challenger,234.0,42.0,3.5,55.0,6.0,8.0,8.0,72.0,-60.0
166,17,challenger,235.0,42.0,3.5,56.0,6.0,8.0,8.0,72.0,-60.0
167,17,challenger,236.0,42.0,3.5,56.0,6.0,8.0,8.0,72.0,-60.0
168,17,challenger,238.0,43.0,3.5,57.0,6.0,8.0,8.0,73.0,-60.0
169,17,challenger,239.0,43.0,3.5,57.0,6.0,8.0,8.0,74.0,-60.0
170,17,challenger,240.0,43.0,3.5,58.0,6.0,8.0,8.0,75.0,-60.0
171,18,challenger,290.0,44.0,4.199999809265137,59.0,6.0,9.0,9.0,80.0,-60.0
172,18,challenger,298.0,45.0,4.199999809265137,59.0,6.0,9.0,9.0,81.0,-60.0
173,18,challenger,306.0,46.0,4.199999809265137,60.0,6.0,9.0,9.0,82.0,-60.0
174,18,challenger,314.0,47.0,4.199999809265137,60.0,6.0,9.0,9.0,83.0,-60.0
175,18,challenger,322.0,48.0,4.199999809265137,61.0,6.0,9.0,9.0,84.0,-60.0
176,18,challenger,330.0,49.0,4.199999809265137,61.0,6.0,9.0,9.0,85.0,-60.0
177,18,challenger,338.0,50.0,4.199999809265137,62.0,6.0,9.0,9.0,86.0,-60.0
178,18,challenger,346.0,51.0,4.199999809265137,62.0,6.0,9.0,9.0,87.0,-60.0
179,18,challenger,354.0,52.0,4.199999809265137,63.0,6.0,9.0,9.0,88.0,-60.0
180,18,challenger,362.0,53.0,4.199999809265137,63.0,6.0,9.0,9.0,89.0,-60.0
181,19,challenger,387.0,54.0,4.199999809265137,64.0,6.0,10.0,10.0,90.0,-60.0
182,19,challenger,397.0,55.0,4.199999809265137,64.0,6.0,10.0,10.0,91.0,-60.0
183,19,challenger,407.0,56.0,4.199999809265137,65.0,6.0,10.0,10.0,92.0,-60.0
184,19,challenger,417.0,57.0,4.199999809265137,65.0,6.0,10.0,10.0,93.0,-60.0
185,19,challenger,427.0,58.0,4.199999809265137,66.0,6.0,10.0,10.0,94.0,-60.0
186,19,challenger,437.0,59.0,4.199999809265137,66.0,6.0,10.0,10.0,95.0,-60.0
187,19,challenger,447.0,60.0,4.199999809265137,67.0,6.0,10.0,10.0,96.0,-60.0
188,19,challenger,457.0,61.0,4.199999809265137,67.0,6.0,10.0,10.0,97.0,-60.0
189,19,challenger,467.0,62.0,4.199999809265137,68.0,6.0,10.0,10.0,98.0,-60.0
190,19,challenger,477.0,63.0,5.0,68.0,6.0,10.0,10.0,99.0,-60.0
191,20,challenger,504.0,64.0,5.0,69.0,6.0,11.0,11.0,100.0,-60.0
192,20,challenger,516.0,65.0,5.0,69.0,6.0,11.0,11.0,101.0,-60.0
193,20,challenger,528.0,66.0,5.0,70.0,6.0,11.0,11.0,102.0,-60.0
194,20,challenger,540.0,67.0,5.0,70.0,6.0,11.0,11.0,103.0,-60.0
195,20,challenger,552.0,68.0,5.0,71.0,6.0,11.0,11.0,104.0,-60.0
196,20,challenger,564.0,69.0,5.0,71.0,6.0,11.0,11.0,105.0,-60.0
197,20,challenger,576.0,70.0,5.0,72.0,6.0,11.0,11.0,106.0,-60.0
198,20,challenger,588.0,71.0,5.0,72.0,6.0,11.0,11.0,107.0,-60.0
199,20,challenger,600.0,72.0,5.0,73.0,6.0,11.0,11.0,108.0,-60.0
200,20,challenger,612.0,73.0,5.0,74.0,6.0,11.0,11.0,110.0,-60.0
1,1,gladiator,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
2,1,gladiator,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
3,1,gladiator,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
4,1,gladiator,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
5,1,gladiator,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
6,1,gladiator,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
7,1,gladiator,96.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-25.0
8,1,gladiator,97.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-25.0
9,1,gladiator,97.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-25.0
10,1,gladiator,97.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-25.0
11,2,gladiator,97.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-25.0
12,2,gladiator,98.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-25.0
13,2,gladiator,98.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
14,2,gladiator,98.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
15,2,gladiator,98.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
16,2,gladiator,98.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
17,2,gladiator,99.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
18,2,gladiator,99.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,-25.0
19,2,gladiator,99.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,-25.0
20,2,gladiator,99.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,-25.0
21,3,gladiator,99.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,-25.0
22,3,gladiator,100.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,-25.0
23,3,gladiator,101.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,-25.0
24,3,gladiator,101.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,-25.0
25,3,gladiator,101.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,-25.0
26,3,gladiator,102.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,-25.0
27,3,gladiator,102.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,-25.0
28,3,gladiator,102.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,-25.0
29,3,gladiator,102.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,-25.0
30,3,gladiator,102.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,-25.0
31,4,gladiator,104.0,5.0,0.0,6.0,0.0,2.0,2.0,1.0,-25.0
32,4,gladiator,104.0,5.0,0.0,6.0,0.0,2.0,2.0,1.0,-25.0
33,4,gladiator,104.0,5.0,0.0,6.0,0.0,2.0,2.0,1.0,-25.0
34,4,gladiator,104.0,5.0,0.699999988079071,6.0,1.0,2.0,2.0,1.0,-25.0
35,4,gladiator,104.0,6.0,0.699999988079071,7.0,1.0,3.0,3.0,1.0,-25.0
36,4,gladiator,105.0,6.0,0.699999988079071,7.0,1.0,3.0,3.0,1.0,-25.0
37,4,gladiator,106.0,6.0,0.699999988079071,7.0,1.0,3.0,3.0,1.0,-25.0
38,4,gladiator,106.0,6.0,0.699999988079071,8.0,1.0,3.0,3.0,1.0,-25.0
39,4,gladiator,106.0,6.0,0.699999988079071,8.0,1.0,3.0,3.0,1.0,-25.0
40,4,gladiator,106.0,6.0,0.699999988079071,8.0,1.0,3.0,3.0,1.0,-25.0
41,5,gladiator,107.0,7.0,0.699999988079071,9.0,1.0,3.0,3.0,1.0,-25.0
42,5,gladiator,107.0,7.0,0.699999988079071,9.0,1.0,3.0,3.0,2.0,-25.0
43,5,gladiator,107.0,7.0,0.699999988079071,9.0,1.0,3.0,3.0,2.0,-25.0
44,5,gladiator,107.0,8.0,0.699999988079071,10.0,1.0,3.0,3.0,2.0,-25.0
45,5,gladiator,108.0,8.0,0.699999988079071,10.0,1.0,3.0,3.0,2.0,-25.0
46,5,gladiator,109.0,8.0,0.699999988079071,10.0,1.0,4.0,4.0,2.0,-25.0
47,5,gladiator,109.0,8.0,0.699999988079071,10.0,1.0,4.0,4.0,2.0,-25.0
48,5,gladiator,110.0,9.0,0.699999988079071,11.0,1.0,4.0,4.0,2.0,-25.0
49,5,gladiator,110.0,9.0,0.699999988079071,11.0,1.0,4.0,4.0,2.0,-25.0
50,5,gladiator,110.0,10.0,0.699999988079071,12.0,1.0,4.0,4.0,2.0,-25.0
51,6,gladiator,113.0,10.0,0.699999988079071,12.0,1.0,4.0,4.0,3.0,-26.0
52,6,gladiator,113.0,10.0,0.699999988079071,12.0,1.0,4.0,4.0,3.0,-26.0
53,6,gladiator,114.0,10.0,0.699999988079071,13.0,1.0,4.0,4.0,3.0,-26.0
54,6,gladiator,114.0,10.0,0.699999988079071,13.0,1.0,4.0,4.0,3.0,-27.0
55,6,gladiator,115.0,10.0,0.699999988079071,13.0,1.0,4.0,4.0,3.0,-27.0
56,6,gladiator,116.0,11.0,0.699999988079071,14.0,1.0,4.0,4.0,4.0,-27.0
57,6,gladiator,116.0,11.0,0.699999988079071,14.0,1.0,4.0,4.0,4.0,-28.0
58,6,gladiator,117.0,11.0,0.699999988079071,14.0,1.0,4.0,4.0,4.0,-28.0
59,6,gladiator,117.0,12.0,0.699999988079071,15.0,1.0,4.0,4.0,4.0,-28.0
60,6,gladiator,119.0,12.0,0.699999988079071,15.0,1.0,4.0,4.0,4.0,-29.0
61,7,gladiator,120.0,13.0,0.699999988079071,16.0,1.0,5.0,5.0,4.0,-29.0
62,7,gladiator,120.0,13.0,0.699999988079071,16.0,1.0,5.0,5.0,5.0,-29.0
63,7,gladiator,121.0,13.0,0.699999988079071,16.0,1.0,5.0,5.0,5.0,-30.0
64,7,gladiator,121.0,14.0,0.699999988079071,17.0,1.0,5.0,5.0,5.0,-30.0
65,7,gladiator,123.0,14.0,1.399999976158142,17.0,2.0,5.0,5.0,5.0,-30.0
66,7,gladiator,124.0,14.0,1.399999976158142,18.0,2.0,5.0,5.0,6.0,-31.0
67,7,gladiator,124.0,14.0,1.399999976158142,18.0,2.0,5.0,5.0,6.0,-31.0
68,7,gladiator,126.0,14.0,1.399999976158142,18.0,2.0,5.0,5.0,6.0,-31.0
69,7,gladiator,126.0,15.0,1.399999976158142,19.0,2.0,5.0,5.0,6.0,-32.0
70,7,gladiator,127.0,15.0,1.399999976158142,19.0,2.0,5.0,5.0,7.0,-32.0
71,8,gladiator,128.0,16.0,1.399999976158142,20.0,2.0,5.0,5.0,7.0,-32.0
72,8,gladiator,129.0,16.0,1.399999976158142,20.0,2.0,5.0,5.0,7.0,-33.0
73,8,gladiator,130.0,16.0,1.399999976158142,20.0,2.0,6.0,6.0,8.0,-33.0
74,8,gladiator,130.0,17.0,1.399999976158142,21.0,2.0,6.0,6.0,8.0,-33.0
75,8,gladiator,132.0,17.0,1.399999976158142,21.0,2.0,6.0,6.0,8.0,-35.0
76,8,gladiator,133.0,18.0,1.399999976158142,22.0,2.0,6.0,6.0,9.0,-35.0
77,8,gladiator,134.0,18.0,1.399999976158142,22.0,2.0,6.0,6.0,9.0,-35.0
78,8,gladiator,135.0,18.0,1.399999976158142,22.0,2.0,6.0,6.0,9.0,-36.0
79,8,gladiator,137.0,18.0,1.399999976158142,23.0,2.0,6.0,6.0,10.0,-36.0
80,8,gladiator,138.0,18.0,1.399999976158142,23.0,2.0,6.0,6.0,10.0,-36.0
81,9,gladiator,139.0,19.0,1.399999976158142,24.0,2.0,6.0,6.0,10.0,-37.0
82,9,gladiator,141.0,19.0,1.399999976158142,24.0,2.0,6.0,6.0,11.0,-37.0
83,9,gladiator,142.0,20.0,1.399999976158142,25.0,2.0,6.0,6.0,11.0,-37.0
84,9,gladiator,143.0,20.0,1.399999976158142,25.0,2.0,6.0,6.0,12.0,-38.0
85,9,gladiator,144.0,21.0,1.399999976158142,26.0,2.0,6.0,6.0,12.0,-38.0
86,9,gladiator,145.0,21.0,1.399999976158142,26.0,2.0,6.0,6.0,12.0,-38.0
87,9,gladiator,146.0,21.0,1.399999976158142,26.0,2.0,6.0,6.0,13.0,-39.0
88,9,gladiator,148.0,22.0,1.399999976158142,27.0,2.0,7.0,7.0,13.0,-39.0
89,9,gladiator,150.0,22.0,1.399999976158142,27.0,2.0,7.0,7.0,14.0,-39.0
90,9,gladiator,151.0,22.0,1.399999976158142,28.0,2.0,7.0,7.0,14.0,-40.0
91,10,gladiator,153.0,22.0,1.399999976158142,28.0,2.0,7.0,7.0,15.0,-40.0
92,10,gladiator,154.0,23.0,1.399999976158142,29.0,2.0,7.0,7.0,15.0,-40.0
93,10,gladiator,156.0,23.0,1.399999976158142,29.0,2.0,7.0,7.0,16.0,-41.0
94,10,gladiator,157.0,24.0,2.0999999046325684,30.0,3.0,7.0,7.0,16.0,-41.0
95,10,gladiator,158.0,24.0,2.0999999046325684,30.0,3.0,7.0,7.0,17.0,-41.0
96,10,gladiator,160.0,25.0,2.0999999046325684,31.0,3.0,7.0,7.0,17.0,-42.0
97,10,gladiator,161.0,25.0,2.0999999046325684,31.0,3.0,7.0,7.0,18.0,-42.0
98,10,gladiator,164.0,26.0,2.0999999046325684,32.0,3.0,7.0,7.0,18.0,-42.0
99,10,gladiator,165.0,26.0,2.0999999046325684,32.0,3.0,7.0,7.0,19.0,-43.0
100,10,gladiator,168.0,26.0,2.0999999046325684,33.0,3.0,8.0,8.0,20.0,-43.0
101,11,gladiator,169.0,26.0,2.0999999046325684,33.0,3.0,8.0,8.0,20.0,-43.0
102,11,gladiator,170.0,27.0,2.0999999046325684,34.0,3.0,8.0,8.0,21.0,-44.0
103,11,gladiator,172.0,27.0,2.0999999046325684,34.0,3.0,8.0,8.0,22.0,-44.0
104,11,gladiator,174.0,28.0,2.0999999046325684,35.0,3.0,8.0,8.0,22.0,-44.0
105,11,gladiator,176.0,28.0,2.0999999046325684,35.0,3.0,8.0,8.0,23.0,-45.0
106,11,gladiator,178.0,29.0,2.0999999046325684,36.0,3.0,8.0,8.0,23.0,-45.0
107,11,gladiator,180.0,29.0,2.0999999046325684,36.0,3.0,8.0,8.0,24.0,-45.0
108,11,gladiator,183.0,30.0,2.0999999046325684,37.0,3.0,8.0,8.0,25.0,-46.0
109,11,gladiator,185.0,30.0,2.0999999046325684,37.0,3.0,8.0,8.0,26.0,-46.0
110,11,gladiator,185.0,30.0,2.0999999046325684,38.0,3.0,8.0,8.0,26.0,-46.0
111,12,gladiator,187.0,30.0,2.0999999046325684,38.0,3.0,8.0,8.0,27.0,-47.0
112,12,gladiator,190.0,31.0,2.0999999046325684,39.0,3.0,8.0,8.0,28.0,-47.0
113,12,gladiator,193.0,31.0,2.0999999046325684,39.0,3.0,8.0,8.0,28.0,-47.0
114,12,gladiator,195.0,32.0,2.0999999046325684,40.0,3.0,9.0,9.0,29.0,-48.0
115,12,gladiator,197.0,32.0,2.799999952316284,40.0,4.0,9.0,9.0,30.0,-48.0
116,12,gladiator,199.0,33.0,2.799999952316284,41.0,4.0,9.0,9.0,31.0,-48.0
117,12,gladiator,201.0,33.0,2.799999952316284,41.0,4.0,9.0,9.0,32.0,-49.0
118,12,gladiator,204.0,34.0,2.799999952316284,42.0,4.0,9.0,9.0,32.0,-49.0
119,12,gladiator,206.0,34.0,2.799999952316284,42.0,4.0,9.0,9.0,33.0,-49.0
120,12,gladiator,209.0,34.0,2.799999952316284,43.0,4.0,9.0,9.0,34.0,-50.0
121,13,gladiator,211.0,34.0,2.799999952316284,43.0,4.0,9.0,9.0,35.0,-50.0
122,13,gladiator,213.0,35.0,2.799999952316284,44.0,4.0,9.0,9.0,36.0,-50.0
123,13,gladiator,216.0,35.0,2.799999952316284,44.0,4.0,9.0,9.0,37.0,-51.0
124,13,gladiator,219.0,36.0,2.799999952316284,45.0,4.0,9.0,9.0,38.0,-51.0
125,13,gladiator,221.0,37.0,2.799999952316284,46.0,4.0,9.0,9.0,38.0,-51.0
126,13,gladiator,224.0,37.0,2.799999952316284,46.0,4.0,9.0,9.0,39.0,-52.0
127,13,gladiator,227.0,38.0,2.799999952316284,47.0,4.0,10.0,10.0,40.0,-52.0
128,13,gladiator,229.0,38.0,2.799999952316284,47.0,4.0,10.0,10.0,41.0,-52.0
129,13,gladiator,232.0,38.0,2.799999952316284,48.0,4.0,10.0,10.0,42.0,-53.0
130,13,gladiator,234.0,38.0,2.799999952316284,48.0,4.0,10.0,10.0,43.0,-53.0
131,14,gladiator,237.0,39.0,2.799999952316284,49.0,4.0,10.0,10.0,44.0,-53.0
132,14,gladiator,240.0,39.0,2.799999952316284,49.0,4.0,10.0,10.0,45.0,-54.0
133,14,gladiator,243.0,40.0,2.799999952316284,50.0,4.0,10.0,10.0,46.0,-54.0
134,14,gladiator,246.0,40.0,2.799999952316284,50.0,4.0,10.0,10.0,47.0,-54.0
135,14,gladiator,249.0,41.0,2.799999952316284,51.0,4.0,10.0,10.0,48.0,-55.0
136,14,gladiator,252.0,42.0,2.799999952316284,52.0,4.0,10.0,10.0,50.0,-55.0
137,14,gladiator,255.0,42.0,2.799999952316284,52.0,4.0,10.0,10.0,51.0,-55.0
138,14,gladiator,258.0,42.0,3.5,53.0,5.0,10.0,10.0,52.0,-56.0
139,14,gladiator,261.0,42.0,3.5,53.0,5.0,10.0,10.0,53.0,-56.0
140,14,gladiator,264.0,43.0,3.5,54.0,5.0,10.0,10.0,54.0,-56.0
141,15,gladiator,268.0,43.0,3.5,54.0,5.0,11.0,11.0,55.0,-57.0
142,15,gladiator,272.0,44.0,3.5,55.0,5.0,11.0,11.0,56.0,-57.0
143,15,gladiator,276.0,45.0,3.5,56.0,5.0,11.0,11.0,58.0,-57.0
144,15,gladiator,280.0,45.0,3.5,56.0,5.0,11.0,11.0,59.0,-58.0
145,15,gladiator,284.0,46.0,3.5,57.0,5.0,11.0,11.0,60.0,-58.0
146,15,gladiator,288.0,46.0,3.5,58.0,5.0,11.0,11.0,61.0,-58.0
147,15,gladiator,292.0,46.0,3.5,58.0,5.0,11.0,11.0,62.0,-59.0
148,15,gladiator,296.0,47.0,3.5,59.0,5.0,11.0,11.0,64.0,-59.0
149,15,gladiator,300.0,47.0,3.5,59.0,5.0,11.0,11.0,65.0,-59.0
150,15,gladiator,304.0,48.0,3.5,60.0,5.0,11.0,11.0,66.0,-60.0
151,16,gladiator,306.0,48.0,3.5,61.0,5.0,11.0,11.0,66.0,-60.0
152,16,gladiator,308.0,48.0,3.5,61.0,5.0,11.0,11.0,67.0,-60.0
153,16,gladiator,310.0,49.0,3.5,62.0,5.0,11.0,11.0,67.0,-60.0
154,16,gladiator,312.0,49.0,3.5,63.0,5.0,11.0,11.0,68.0,-60.0
155,16,gladiator,314.0,49.0,3.5,63.0,5.0,11.0,11.0,68.0,-60.0
156,16,gladiator,316.0,50.0,3.5,64.0,5.0,11.0,11.0,69.0,-60.0
157,16,gladiator,318.0,50.0,3.5,65.0,5.0,11.0,11.0,69.0,-60.0
158,16,gladiator,320.0,50.0,3.5,65.0,5.0,11.0,11.0,69.0,-60.0
159,16,gladiator,322.0,50.0,3.5,66.0,5.0,11.0,11.0,70.0,-60.0
160,16,gladiator,324.0,50.0,3.5,67.0,5.0,11.0,11.0,70.0,-60.0
161,17,gladiator,326.0,50.0,3.5,67.0,6.0,11.0,11.0,70.0,-60.0
162,17,gladiator,328.0,51.0,3.5,68.0,6.0,11.0,11.0,71.0,-60.0
163,17,gladiator,330.0,51.0,3.5,69.0,6.0,11.0,11.0,71.0,-60.0
164,17,gladiator,332.0,51.0,3.5,69.0,6.0,11.0,11.0,71.0,-60.0
165,17,gladiator,334.0,52.0,3.5,70.0,6.0,11.0,11.0,72.0,-60.0
166,17,gladiator,336.0,52.0,3.5,71.0,6.0,11.0,11.0,72.0,-60.0
167,17,gladiator,338.0,52.0,3.5,71.0,6.0,11.0,11.0,72.0,-60.0
168,17,gladiator,340.0,53.0,3.5,72.0,6.0,11.0,11.0,73.0,-60.0
169,17,gladiator,342.0,53.0,3.5,73.0,6.0,11.0,11.0,74.0,-60.0
170,17,gladiator,344.0,53.0,3.5,74.0,6.0,11.0,11.0,75.0,-60.0
171,18,gladiator,420.0,54.0,4.199999809265137,75.0,6.0,12.0,12.0,80.0,-60.0
