record_path,in_338_NO_DATA,pool_family,monster_classification,archive_winner,verdict,offense_attack_slots_upstream,offense_attack_slots_offense_bearing,offense_tree_skills_upstream,offense_tree_attack_skills,offense_damage_present,oa_da_present,swing_timing_present,n_attack_anim_weights,bio_record,bio_OA_equation,bio_DA_equation,n_unresolved_skill_refs,numAttackSlots_declared,caveat_edition_II_vs_III_CHANGED,caveat_merged_vs_winner_DIVERGENT
records/creatures/enemies/devotion/aetherialbloater_h04.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,14,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialcolossus_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,15,7,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialcolossus_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,6,14,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialcolossus_h03.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,17,7,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialcorruption_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,7,13,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialfleshshaper_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,8,6,15,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialfleshshaper_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,8,6,14,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialfleshshaper_h03.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,5,14,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialfleshshaper_h04.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,4,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialphantom_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,9,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialphantom_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/aetherialphantom_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/basilisk_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,5,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/basilisk_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/basilisk_h03.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,6,6,14,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/basilisk_h04.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,14,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,12,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandevourer_h06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,3,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandreadguard_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,6,13,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_bruiser_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandreadguard_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandreadguard_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandreadguard_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthoniandreadguard_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,10,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_tank_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_bruiser_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,11,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_bruiser_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianfiend_h06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_boss_ballognath_01.dbr,(charLevel*7)+100,(charLevel*6.5)+50,0,8,False,False
records/creatures/enemies/devotion/chthonianherald_h01.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/chthonianherald_h02.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,6,5,14,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/chthonianherald_h03.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,5,4,15,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/chthonianminion_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_tank_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,8,5,14,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,3,13,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_bruiser_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,14,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianminion_h07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,15,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianmonstrosity_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianrylok_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,8,7,15,8,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianrylok_h02.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,14,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianrylok_h03.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,8,7,17,7,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/chthonianrylok_h04.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,16,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,1,8,False,False
records/creatures/enemies/devotion/chthonianservitor_h04.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,5,5,16,6,True,True,True,42,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/dranghoul_h01.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,4,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,2,4,False,False
records/creatures/enemies/devotion/dranghoul_h03.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/dranghoul_h04.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/fleshhulk_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,6,12,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/fleshhulk_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/fleshhulk_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,12,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/ghost_h09.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/prawncave_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,11,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/prawncave_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/prawncave_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,2,11,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/rhino_h01.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rhino_h03.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rhino_h04.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rok_h01.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,6,5,15,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rok_h02.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,8,7,15,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rok_h03.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,8,7,16,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/rok_h04.dbr,True,champion,Hero,sm3,CONFIRMED-PRESENT-NAMED-SKILL,7,7,14,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,4,False,False
records/creatures/enemies/devotion/skeletalgolem_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,13,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeletalgolem_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,4,14,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeletalgolem_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,13,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeletalgolem_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,5,14,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeletalgolem_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,15,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,13,5,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,14,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_tank_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,3,11,1,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,13,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,3,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/skeleton_h10.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,7,4,14,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,6,5,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_bruiser_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h04.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,10,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_support_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h05.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,3,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h06.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,4,11,3,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h07.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,12,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/slith_h08.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,4,4,12,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_extrahealth01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/spider_cave_h01.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,5,5,11,4,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/spider_cave_h02.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_regenerator_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/spider_cave_h03.dbr,True,champion,Hero,sm_mod,CONFIRMED-PRESENT-NAMED-SKILL,3,2,11,2,True,True,True,24,records/creatures/enemies/bios/bio_hero_assassin_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
records/creatures/enemies/devotion/swampcrab_h01.dbr,True,champion,Hero,sm1,CONFIRMED-PRESENT-NAMED-SKILL,7,6,16,6,True,True,True,24,records/creatures/enemies/bios/bio_hero_standard_01.dbr,(charLevel*7)+92,(charLevel*6.8)+15,0,8,False,False
