chain_depth,parent_pet_record,owner_record,owner_display_name,owner_stratum,owner_level,spawn_surface,spawn_slot_or_tree_index,spawn_skill,spawn_skill_class,spawn_field,spawn_target,target_class,is_threat_actor,status,spawn_skill_arz_owners,spawn_skill_level_equation,spawn_skill_rank_used,spawn_skill_n_ranks,spawn_skill_rank_grade,spawn_weight,pet_record,pet_arz_owners,pet_limit,pet_burst_spawn,pet_period_s,spawn_ttl_s,spawn_radius,spawn_max_pet_count,skill_cooldown_s,skill_charge_duration_s,skill_active_duration_s,pet_bio_record,pet_char_level_equation,pet_base_life,pet_life_own_mod_pct,pet_life_tree_mod_pct,pet_life_at_owner_level,pet_offensive_ability,pet_defensive_ability,pet_run_speed,pet_attack_speed,pet_spellcast_speed,pet_dodge_pct,pet_basic_swing_period_s,pet_anim_table,pet_controller,pet_mesh,pet_scale,pet_monster_classification,pet_n_attack_slots,pet_n_tree_skills,pet_n_damage_bearing_skills,pet_spawns_nested_monsters,life_grade,oada_grade,swing_grade
1,,records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,106,slot,chain_initial,records/skills/nonplayerskills/bossskills/cultist_summonvoidfiendsa01.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/chthonianfiend_a02_summon.dbr,base|sm_mod,,,,45.0,,,8.0,,,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,charLevel*1,9229,0.0,154.0,23442,676.0,454.0,0.800000011920929,1.0,1.0,,1.4333,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_humanchthonic_rangedcaster.dbr,creatures/enemies/voidfiend/voidfiend01.msh,1.100000023841858,Champion,1,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,"Karroz, Sigil of Ch'thon",boss&quest,106,tree,13,records/skills/nonplayerskills/bossskills/cultist_summonvoidfiendsa01.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,base,charLevel/4+1,27,0,MEASURED,,records/creatures/enemies/chthonianfiend_a02_summon.dbr,base|sm_mod,,,,45.0,,,8.0,,,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,charLevel*1,9229,0.0,154.0,23442,676.0,454.0,0.800000011920929,1.0,1.0,,1.4333,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_humanchthonic_rangedcaster.dbr,creatures/enemies/voidfiend/voidfiend01.msh,1.100000023841858,Champion,1,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,"Rashalga, the Mad Queen",boss&quest,109,tree,5,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,"Rashalga, the Mad Queen",boss&quest,109,slot,special4,records/skills/nonplayerskills/bossskills/dermapteran_madqueen_summonworms.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/wormworldrot_a01_summon.dbr,base,6,3,,60.0,,,8.0,,,records/creatures/enemies/bios/bio_worm_b01.dbr,charLevel*1-1,17185,0.0,169.0,46227,714.0,451.0,1.0,1.0,1.0,,2.0,records/creatures/enemies/anm/anm_worm.dbr,records/controllers/enemy/controller_worm.dbr,creatures/enemies/insects/wormgianta06.msh,0.8500000238418579,Champion,4,8,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dermapteran_madqueen.dbr,"Rashalga, the Mad Queen",boss&quest,109,tree,10,records/skills/nonplayerskills/bossskills/dermapteran_madqueen_summonworms.dbr,Skill_SpawnPetMonster,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/wormworldrot_a01_summon.dbr,base,6,3,,60.0,,,8.0,,,records/creatures/enemies/bios/bio_worm_b01.dbr,charLevel*1-1,17185,0.0,169.0,46227,714.0,451.0,1.0,1.0,1.0,,2.0,records/creatures/enemies/anm/anm_worm.dbr,records/controllers/enemy/controller_worm.dbr,creatures/enemies/insects/wormgianta06.msh,0.8500000238418579,Champion,4,8,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx2/bossskills/dravis_skeletongenerator.dbr,Skill_MonsterGenerator,spawnObjects3,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,15,records/creatures/enemies/skeleton_a01_summon.dbr,base|sm_mod,,,,60.0,,,,,,records/creatures/enemies/bios/bio_skeletonfodder_01.dbr,charLevel*1,3702,0.0,154.0,9403,662.2,401.5,1.100000023841858,1.100000023841858,1.0,,1.0343,records/creatures/enemies/anm/anm_skeleton_fast.dbr,records/controllers/enemy/controller_zombiea01.dbr,creatures/enemies/skeleton/skeleton_01a.msh,1.0,Common,0,4,1,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx2/bossskills/dravis_skeletongenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,60,records/creatures/enemies/skeleton_a02_summon.dbr,base|sm_mod,,,,60.0,,,,,,records/creatures/enemies/bios/bio_skeletonfodder_01.dbr,charLevel*1,3702,0.0,154.0,9403,662.2,401.5,1.100000023841858,1.100000023841858,1.0,,1.0343,records/creatures/enemies/anm/anm_skeleton_fast.dbr,records/controllers/enemy/controller_skeleton_rangedbasic.dbr,creatures/enemies/skeleton/skeleton_basedefault_01a.msh,1.0,Common,0,4,1,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx2/bossskills/dravis_skeletongenerator.dbr,Skill_MonsterGenerator,spawnObjects2,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,25,records/creatures/enemies/skeleton_b02_knight_summon.dbr,base|sm_mod,,,,60.0,,,,,,records/creatures/enemies/bios/bio_skeletonknight_01.dbr,charLevel*1+2,20522,0.0,169.0,55203,699.0,548.2,1.100000023841858,1.0,1.0,,1.1378,records/creatures/enemies/anm/anm_skeleton_fast.dbr,records/controllers/enemy/controller_herotank01.dbr,creatures/enemies/skeleton/skeleton_baseheavy_01a.msh,1.1200000047683716,Champion,1,6,3,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,slot,special3,records/skills/nonplayerskillsgdx2/bossskills/dravis_summonthrall.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01.dbr,gdx2|sm2,,,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,(charLevel*1.1)+2,94748,0.0,169.0,254871,808.5,704.0,1.350000023841858,1.25,1.100000023841858,,1.088,records/creatures/enemies/anm/anm_golembone_phase02.dbr,records/controllers/enemy/controller_meleetank.dbr,creatures/enemies/golem/golembonea01_phase02.msh,1.5,Champion,3,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,12,records/skills/nonplayerskillsgdx2/bossskills/dravis_summonthrall.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01.dbr,gdx2|sm2,,,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,(charLevel*1.1)+2,94748,0.0,169.0,254871,808.5,704.0,1.350000023841858,1.25,1.100000023841858,,1.088,records/creatures/enemies/anm/anm_golembone_phase02.dbr,records/controllers/enemy/controller_meleetank.dbr,creatures/enemies/golem/golembonea01_phase02.msh,1.5,Champion,3,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,slot,special3,records/skills/nonplayerskillsgdx2/bossskills/dravis_summonthrall.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01b.dbr,gdx2|sm2,,,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,(charLevel*1.1)+2,94748,0.0,169.0,254871,808.5,704.0,1.350000023841858,1.25,1.100000023841858,,1.088,records/creatures/enemies/anm/anm_golembone_phase02.dbr,records/controllers/enemy/controller_meleetank.dbr,creatures/enemies/golem/golembonea01_phase02.msh,1.5,Champion,4,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/dravis.dbr,"Dravis, Son of Uroboruuk",boss&quest,109,tree,12,records/skills/nonplayerskillsgdx2/bossskills/dravis_summonthrall.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01b.dbr,gdx2|sm2,,,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_dravis_thrallsummon_01.dbr,(charLevel*1.1)+2,94748,0.0,169.0,254871,808.5,704.0,1.350000023841858,1.25,1.100000023841858,,1.088,records/creatures/enemies/anm/anm_golembone_phase02.dbr,records/controllers/enemy/controller_meleetank.dbr,creatures/enemies/golem/golembonea01_phase02.msh,1.5,Champion,4,9,6,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/eldritcharmor_dreegmindreaper_01.dbr,"Ishtal, the Mind Reaper",boss&quest,109,tree,7,records/skills/nonplayerskillsgdx2/bossskills/mindreaper_01_mirage.dbr,Skill_AktaiosMirage,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/pets/mindreaper_summon.dbr,gdx2|sm2,,,,,,,3.0,,,records/creatures/enemies/bios/bio_boss_mindreapermirror_01.dbr,charLevel*1,66611,0.0,154.0,169193,863.0,736.7,1.0,1.0,1.0,,0.5067,records/creatures/enemies/anm/anm_eldritcharmor.dbr,records/controllers/enemy/controller_boss_mindreaper_01.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_fireboss.msh,1.899999976158142,Quest,2,6,4,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,Tempest Spawn,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/giant_tempesttotem_02.dbr,Tempest Spawn,boss&quest,109,tree,9,records/skills/nonplayerskillsgdx3/bossskills/giantfire_moltenlavasecondarysummon.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx3,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx3/bossskills/pets/giantfire_moltenpool.dbr,gdx3|sm3,3,1,,,,,2.0,,,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,charLevel*1,6323,0.0,0.0,6323,863.0,380.6,0.0,0.800000011920929,1.0,25.0,0.8667,records/creatures/anomalies/anm/anm_anomaly_a01.dbr,records/controllers/enemy/controller_immobiledamagefield.dbr,creatures/anomalies/anomalya01.msh,1.0,Common,1,3,1,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,Tempest Spawn,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/giant_tempesttotem_06.dbr,Tempest Spawn,boss&quest,109,tree,7,records/skills/nonplayerskillsgdx3/bossskills/gianttempesttotem_icespikegenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,gdx3,charLevel/4+1,28,0,MEASURED,100,records/creatures/enemies/trap_icespike_hero_a01.dbr,gdx3|sm3,6,1,,30.0,,,,,,records/creatures/enemies/bios/bio_trap_fireflare_01.dbr,charLevel*1,6323,0.0,0.0,6323,863.0,380.6,0.0,1.0,1.0,,,records/creatures/anomalies/anm/anm_icecrystals_a01.dbr,records/controllers/enemy/controller_trapzaplongdelay.dbr,fx/meshfx/spikesice03a.msh,1.0,Common,3,4,1,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/human_chthonickurn_shaman_01.dbr,Yurra Voideye,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/humanascendant_terrnox.dbr,Terrnox,boss&quest,106,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,boss&quest,109,slot,special2,records/skills/nonplayerskillsgdx1/bossskills/avris_reapspirit.dbr,Skill_AttackSpellChaosSpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,60,MEASURED,,records/creatures/enemies/wraith_c01_summon.dbr,gdx1|sm1,3,,,16.0,,,,,,records/creatures/enemies/bios/bio_wraith_c01.dbr,charLevel*1,37101,0.0,169.0,99802,704.0,342.0,0.699999988079071,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith_ranged.dbr,creatures/enemies/wraith/wraith01b.msh,1.25,Champion,6,10,8,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/humanwendigo_darkwood_01.dbr,Avris Marrowill,boss&quest,109,tree,7,records/skills/nonplayerskillsgdx1/bossskills/avris_reapspirit.dbr,Skill_AttackSpellChaosSpawnPet,spawnObjects,,Monster,True,OK,gdx1,charLevel/4+1,28,60,MEASURED,,records/creatures/enemies/wraith_c01_summon.dbr,gdx1|sm1,3,,,16.0,,,,,,records/creatures/enemies/bios/bio_wraith_c01.dbr,charLevel*1,37101,0.0,169.0,99802,704.0,342.0,0.699999988079071,1.0,1.0,,1.1467,records/creatures/enemies/anm/anm_wraith.dbr,records/controllers/enemy/controller_wraith_ranged.dbr,creatures/enemies/wraith/wraith01b.msh,1.25,Champion,6,10,8,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/korvaak_lieutenant_03.dbr,Astros the Sunherald,boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_01.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d02_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,slot,special4,records/skills/nonplayerskillsgdx2/bossskills/final/p2_celestialeffigysummon.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy.dbr,gdx2|sm2,,1,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_01.dbr,charLevel*1,101885,0.0,0.0,101885,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/structures/sandstone ruins/sandtemple_bossareakorvaak_totem01a.msh,1.0,Common,4,6,2,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,tree,10,records/skills/nonplayerskillsgdx2/bossskills/final/p2_celestialeffigysummon.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy.dbr,gdx2|sm2,,1,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_01.dbr,charLevel*1,101885,0.0,0.0,101885,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/structures/sandstone ruins/sandtemple_bossareakorvaak_totem01a.msh,1.0,Common,4,6,2,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,slot,special4,records/skills/nonplayerskillsgdx2/bossskills/final/p2_celestialeffigysummon.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy_02.dbr,gdx2|sm2,,1,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_02.dbr,charLevel*1,94348,0.0,0.0,94348,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/structures/sandstone ruins/sandtemple_bossareakorvaak_totem01a.msh,1.0,Common,4,6,2,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,tree,10,records/skills/nonplayerskillsgdx2/bossskills/final/p2_celestialeffigysummon.dbr,Skill_SpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_celestialeffigy_02.dbr,gdx2|sm2,,1,,45.0,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_celestialeffigy_02.dbr,charLevel*1,94348,0.0,0.0,94348,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/structures/sandstone ruins/sandtemple_bossareakorvaak_totem01a.msh,1.0,Common,4,6,2,,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,slot,special5,records/skills/nonplayerskillsgdx2/bossskills/final/p2_eldritchriftssummon.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift.dbr,gdx2|sm2,,1,,,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_01.dbr,charLevel*1,101885,0.0,0.0,101885,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/doors/portal_burningstarfield01a.msh,0.6000000238418579,Common,1,3,0,records/creatures/enemies/korvaakservant_a01_summon.dbr|records/creatures/enemies/korvaakservant_a02_summon.dbr,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx2/bossskills/final/p2_eldritchriftssummon.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift.dbr,gdx2|sm2,,1,,,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_01.dbr,charLevel*1,101885,0.0,0.0,101885,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/doors/portal_burningstarfield01a.msh,0.6000000238418579,Common,1,3,0,records/creatures/enemies/korvaakservant_a01_summon.dbr|records/creatures/enemies/korvaakservant_a02_summon.dbr,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,slot,special5,records/skills/nonplayerskillsgdx2/bossskills/final/p2_eldritchriftssummon.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift_02.dbr,gdx2|sm2,,1,,,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_02.dbr,charLevel*1,72932,0.0,0.0,72932,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/doors/portal_burningstarfield01a.msh,0.6000000238418579,Common,1,3,0,records/creatures/enemies/korvaakservant_a01_summon.dbr|records/creatures/enemies/korvaakservant_a02_summon.dbr|records/creatures/enemies/korvaakservant_b01_korvaaksummon.dbr|records/creatures/enemies/korvaakservant_b02_korvaaksummon.dbr,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakfinal_02.dbr,"Manifestation of Korvaak, the Eldritch Sun",boss&quest,109,tree,11,records/skills/nonplayerskillsgdx2/bossskills/final/p2_eldritchriftssummon.dbr,Skill_TargetedSpawnPet,spawnObjects,,Monster,True,OK,gdx2,charLevel/4+1,28,0,MEASURED,,records/skills/nonplayerskillsgdx2/bossskills/final/pet_eldritchrift_02.dbr,gdx2|sm2,,1,,,,,,,,records/creatures/enemies/bios/bio_boss_korvaak_eldritchrift_02.dbr,charLevel*1,72932,0.0,0.0,72932,863.0,704.0,0.0,0.0,1.0,,,,records/controllers/enemy/controller_trapzaplongdelay.dbr,level art/doors/portal_burningstarfield01a.msh,0.6000000238418579,Common,1,3,0,records/creatures/enemies/korvaakservant_a01_summon.dbr|records/creatures/enemies/korvaakservant_a02_summon.dbr|records/creatures/enemies/korvaakservant_b01_korvaaksummon.dbr|records/creatures/enemies/korvaakservant_b02_korvaaksummon.dbr,MEASURED,MEASURED,ANIM-NOT-RESOLVED
1,,records/creatures/enemies/boss&quest/korvaakmessenger_02b.dbr,"Okaloth ~ ""The Messenger""",boss&quest,109,tree,6,records/skills/nonplayerskills/bossskills/boss_chest_02.dbr,Skill_OnDeathSpawnActor,spawnObjects,records/items/lootchests/d03_bosschest_dropped.dbr,Destructible,False,NON-MONSTER-SPAWN (loot/destructible; not threat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/ghost_a01_summon.dbr,base|sm_mod,12,3,8.0,30.0,,,8.0,,,records/creatures/enemies/bios/bio_ghost_01.dbr,charLevel*1,7878,0.0,154.0,20010,666.0,389.0,0.6000000238418579,0.8500000238418579,0.8999999761581421,,0.5961,records/creatures/enemies/anm/anm_ghost_female.dbr,records/controllers/enemy/controller_ghost_meleebasic.dbr,creatures/enemies/ghost/ghost_f_a01.msh,1.0,Common,0,4,2,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/ghost_b01_summon.dbr,base|sm_mod,12,3,8.0,30.0,,,8.0,,,records/creatures/enemies/bios/bio_ghost_02.dbr,charLevel*1,16560,0.0,154.0,42062,696.0,497.0,0.6000000238418579,0.8500000238418579,0.8999999761581421,,0.5961,records/creatures/enemies/anm/anm_ghost_female.dbr,records/controllers/enemy/controller_ghost_rangedbasic.dbr,creatures/enemies/ghost/ghost_f_a01.msh,1.0,Champion,1,5,3,,MEASURED,MEASURED,MEASURED
1,,records/creatures/enemies/boss&quest/skeletalgolem_stepsoftorment_01.dbr,"Ilgorr, the Eternal",boss&quest,106,tree,10,records/skills/nonplayerskills/bossskills/ilgorr_ghostgenerator.dbr,Skill_MonsterGenerator,spawnObjects,,Monster,True,OK,base,1,1,0,MEASURED,,records/creatures/enemies/ghost_b02_summon.dbr,base|sm_mod,12,3,8.0,30.0,,,8.0,,,records/creatures/enemies/bios/bio_ghost_02.dbr,charLevel*1,16560,0.0,154.0,42062,696.0,497.0,0.6000000238418579,0.8500000238418579,0.8999999761581421,,0.5961,records/creatures/enemies/anm/anm_ghost_female.dbr,records/controllers/enemy/controller_ghost_meleechampion.dbr,creatures/enemies/ghost/ghost_f_a01.msh,1.0,Champion,1,5,3,,MEASURED,MEASURED,MEASURED
