record,display_name,stratum,level_used,bio_record,offensive_ability_base,defensive_ability_base,base_life,creature_own_oa_flat,creature_own_da_flat,creature_oa_modifier_pct,creature_da_modifier_pct,tree_oa_flat_sum,tree_da_flat_sum,tree_oa_sources,tree_da_sources,grade
records/creatures/enemies/chthonianherald_b01.dbr,Chthonian Portent,trash,109,records/creatures/enemies/bios/bio_chthonianherald_b01.dbr,816.2,575.0,51579,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/chthonianherald_c01.dbr,Chthonian Omen,trash,109,records/creatures/enemies/bios/bio_chthonianherald_c01.dbr,816.2,585.0,55901,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/chthonianrylok_a01.dbr,Void Rylok,trash,103,records/creatures/enemies/bios/bio_chthonianrylok_a01.dbr,668.0,519.4,43917,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/chthonianrylok_b01.dbr,Void Taskmaster,trash,104,records/creatures/enemies/bios/bio_chthonianrylok_b01.dbr,782.2,550.0,56664,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/chthonianrylok_c01.dbr,Void Oppressor,trash,105,records/creatures/enemies/bios/bio_chthonianrylok_c01.dbr,789.0,565.0,61659,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/chthonianwretch_a01.dbr,Voidlurker,trash,109,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,694.0,466.0,9576,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/chthonianwretch_b01.dbr,Voidlurker Blightbearer,trash,109,records/creatures/enemies/bios/bio_chthonicvoidfiend_01.dbr,694.0,466.0,9576,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/chthonianwretch_c01.dbr,Voidlurker Pestilence,trash,109,records/creatures/enemies/bios/bio_chthonicvoidfiend_c01.dbr,724.0,595.0,20557,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/dranghoul_a01.dbr,Dranghoul,trash,109,records/creatures/enemies/bios/bio_dranghoul_a01.dbr,689.0,510.5,20497,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/dranghoul_b02.dbr,Dranghoul Pyromancer,trash,109,records/creatures/enemies/bios/bio_dranghoul_b02.dbr,748.5,531.4,29439,0.0,0.0,5.0,5.0,0.0,0.0,,,MEASURED
records/creatures/enemies/dranghoul_c01.dbr,Dranghoul Butcher,trash,109,records/creatures/enemies/bios/bio_dranghoul_c01.dbr,801.2,585.0,45211,0.0,0.0,5.0,5.0,0.0,0.0,,,MEASURED
records/creatures/enemies/dranghoul_c02.dbr,Dranghoul Oracle,trash,109,records/creatures/enemies/bios/bio_dranghoul_c02.dbr,801.2,585.0,45211,0.0,0.0,5.0,5.0,0.0,0.0,,,MEASURED
records/creatures/enemies/eldritcharmor_a01.dbr,Possessed Armor,trash,109,records/creatures/enemies/bios/bio_eldritcharmor_a01.dbr,684.0,444.0,12470,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/eldritcharmor_a02.dbr,Possessed Armor,trash,109,records/creatures/enemies/bios/bio_eldritcharmor_a01.dbr,684.0,444.0,12470,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/eldritcharmor_b01.dbr,Eldritch Armor,trash,109,records/creatures/enemies/bios/bio_eldritcharmor_b01.dbr,714.0,502.5,17195,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/eldritcharmor_c01.dbr,Ancient Armor,trash,109,records/creatures/enemies/bios/bio_eldritcharmor_c01.dbr,823.0,557.0,24019,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/fleshhulk_c01.dbr,Rage Hulk,trash,105,records/creatures/enemies/bios/bio_fleshhulk_03.dbr,772.5,576.0,111224,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/ghost_a01.dbr,Apparition,trash,102,records/creatures/enemies/bios/bio_ghost_01.dbr,642.0,375.0,7487,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/ghost_a02.dbr,Apparition,trash,102,records/creatures/enemies/bios/bio_ghost_01.dbr,642.0,375.0,7487,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/ghost_b01.dbr,Haunted Noble,trash,103,records/creatures/enemies/bios/bio_ghost_02.dbr,678.0,483.5,15941,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/ghost_b02.dbr,Haunted Noble,trash,103,records/creatures/enemies/bios/bio_ghost_02.dbr,678.0,483.5,15941,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/ghost_b03.dbr,Haunted Champion,trash,103,records/creatures/enemies/bios/bio_ghost_02.dbr,678.0,483.5,15941,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/ghost_b04.dbr,Haunted Champion,trash,104,records/creatures/enemies/bios/bio_ghost_02.dbr,684.0,488.0,16147,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/giant_b01.dbr,Asterkarn Behemoth,trash,109,records/creatures/enemies/bios/bio_giant_b01.dbr,768.5,606.8,66311,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/giant_c01.dbr,Asterkarn Titan,trash,109,records/creatures/enemies/bios/bio_giant_c01.dbr,788.5,606.8,79965,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/groblefrost_a01.dbr,Groble ~ Frost Clan Scavenger,trash,109,records/creatures/enemies/bios/bio_groblefrost_a01.dbr,664.0,339.0,3396,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/groblefrost_b01.dbr,Groble ~ Frost Clan Warrior,trash,109,records/creatures/enemies/bios/bio_groblefrost_b01.dbr,674.0,360.8,4296,0.0,0.0,5.0,5.0,0.0,0.0,,,MEASURED
records/creatures/enemies/human_wendigo_a01.dbr,Ugdenbog Cannibal ~ Fleshcrazed,trash,103,records/creatures/enemies/bios/bio_human_wendigo_a01.dbr,648.0,420.0,13310,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/human_wendigo_a02.dbr,Ugdenbog Cannibal ~ Fleshcrazed,trash,104,records/creatures/enemies/bios/bio_human_wendigo_a01.dbr,654.0,424.0,13485,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/human_wendigo_b01.dbr,Ugdenbog Cannibal ~ Bloodsinger,trash,104,records/creatures/enemies/bios/bio_human_wendigo_b01.dbr,684.0,480.0,18682,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/human_wendigo_c01.dbr,Ugdenbog Cannibal ~ Wraithspeaker,trash,103,records/creatures/enemies/bios/bio_human_wendigo_c01.dbr,781.0,527.0,25890,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/livingplant_a01.dbr,Carnivorous Plant,trash,109,records/creatures/enemies/bios/bio_livingplant_a01.dbr,803.0,511.6,27652,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/sandlizard_volcanic_a01.dbr,Moltenclaw,trash,109,records/creatures/enemies/bios/bio_sandlizard_a01.dbr,689.0,510.5,20497,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/sandlizard_volcanic_b01.dbr,Moltenclaw ~ Flayer,trash,109,records/creatures/enemies/bios/bio_sandlizard_b01.dbr,748.5,531.4,29439,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/sandlizard_volcanic_b02.dbr,Moltenclaw ~ Nest Guardian,trash,109,records/creatures/enemies/bios/bio_sandlizard_b01.dbr,748.5,531.4,29439,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/sandlizard_volcanic_c01.dbr,Moltenclaw ~ Matriarch,trash,109,records/creatures/enemies/bios/bio_sandlizard_c01.dbr,801.2,585.0,45211,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/swampcrab_a01.dbr,Ugdenbog Crab,trash,103,records/creatures/enemies/bios/bio_swampcrab_a01.dbr,530.0,498.5,8860,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/swampcrab_b01.dbr,Ugdenbog Spikeshell,trash,103,records/creatures/enemies/bios/bio_swampcrab_b01.dbr,581.2,534.4,15946,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/swampcrab_c01.dbr,Ugdenbog Stoneshell,trash,104,records/creatures/enemies/bios/bio_swampcrab_c01.dbr,659.0,674.0,25944,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/swampgolem_a01.dbr,Ugdenbog Golem,trash,109,records/creatures/enemies/bios/bio_swampgolem_a01.dbr,679.0,577.0,41667,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/thornedhorrorfrost_a01.dbr,Rimethorn Horror,trash,109,records/creatures/enemies/bios/bio_thornedhorrorfrost_a01.dbr,699.0,477.8,14027,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/thornedhorrorfrost_b01.dbr,Rimethorn Terror,trash,109,records/creatures/enemies/bios/bio_thornedhorrorfrost_b01.dbr,773.5,551.2,31355,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/thornedhorrorfrost_c01.dbr,Rimethorn Monstrosity,trash,109,records/creatures/enemies/bios/bio_thornedhorrorfrost_c01.dbr,793.5,563.2,39166,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/wendigo_a01.dbr,Wendigo,trash,103,records/creatures/enemies/bios/bio_wendigo_a01.dbr,653.0,483.5,19011,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wendigo_b01.dbr,Wendigo ~ Flayer,trash,104,records/creatures/enemies/bios/bio_wendigo_b01.dbr,716.0,508.4,27659,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wendigo_b02.dbr,Wendigo ~ Marroweater,trash,104,records/creatures/enemies/bios/bio_wendigo_b01.dbr,716.0,508.4,27659,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wendigo_c01.dbr,Wendigo ~ Ancient,trash,105,records/creatures/enemies/bios/bio_wendigo_c01.dbr,899.0,565.0,43021,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/wendigocannibal_a01.dbr,Ugdenbog Wretch,trash,102,records/creatures/enemies/bios/bio_wendigocannibal_a01.dbr,632.0,416.0,8751,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/wendigocannibal_b01.dbr,Ugdenbog Turned,trash,103,records/creatures/enemies/bios/bio_wendigocannibal_b01.dbr,658.0,475.5,19041,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wendigocannibal_c01.dbr,Ugdenbog Marked,trash,104,records/creatures/enemies/bios/bio_wendigocannibal_c01.dbr,778.0,532.0,25954,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wraith_a01.dbr,Wraith,trash,109,records/creatures/enemies/bios/bio_wraith_a01.dbr,684.0,399.5,13997,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/wraith_b01.dbr,Spiteful Wraith,trash,109,records/creatures/enemies/bios/bio_wraith_b01.dbr,694.0,510.5,22226,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/wraith_c01.dbr,Ancient Wraith,trash,109,records/creatures/enemies/bios/bio_wraith_c01.dbr,704.0,342.0,37101,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/yetidire_a01.dbr,Diremane Brute,trash,109,records/creatures/enemies/bios/bio_yetidire_a01.dbr,637.2,388.6,24049,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/yetidire_c01.dbr,Diremane Alpha,trash,109,records/creatures/enemies/bios/bio_yetidire_c01.dbr,838.0,551.2,49500,0.0,0.0,0.0,0.0,0.0,0.0,,,MEASURED
records/creatures/enemies/zombieberserker_a02.dbr,Corpsefiend,trash,103,records/creatures/enemies/bios/bio_zombieberserker_01.dbr,899.0,503.8,22252,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
records/creatures/enemies/zombiemutated_a01.dbr,Fleshwarped Butcher,trash,103,records/creatures/enemies/bios/bio_zombiemutated_01.dbr,847.5,493.5,15951,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical01=-4,,MEASURED
records/creatures/enemies/zombiemutated_b01.dbr,Fleshwarped Thrasher,trash,103,records/creatures/enemies/bios/bio_zombiemutated_01.dbr,847.5,493.5,15951,0.0,0.0,0.0,0.0,-4.0,0.0,damagebase_physical02=-4,,MEASURED
