actor_kind,owner_record,record,display_name,stratum,level_used,surface,slot,tree_index,skill,skill_class,root_skill,nest_depth,nest_via_field,nest_parent_skill,provenance_dbr_path,arz_owners,damage_type,template_group,kind,rank_source,skill_level_equation,rank_raw,rank_used,n_ranks,rank_grade,char_level_equation,char_level_adjusted,rank_used_alt_basis,min,max,max_effective,min_grade,max_grade,dot_duration_s,dot_duration_max_s,dot_dps_if_field_is_per_second,dot_dps_if_field_is_total,chance_pct,is_global,is_xor,modifier_pct,skill_cooldown_s,skill_charge_duration_s,skill_active_duration_s,skill_target_radius,skill_target_number,skill_target_angle,skill_target_interval_s,time_between_attacks_ms,rank_table_min,rank_table_max,rank_table_duration,status,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,projectile_explosion_radius,projectile_number,projectile_launch_number,projectile_piercing_chance,projectile_dmg_range1_min,projectile_dmg_range1_max,projectile_dmg_range1_scale,projectile_dmg_range2_min,projectile_dmg_range2_max,projectile_dmg_range2_scale,projectile_dmg_range3_min,projectile_dmg_range3_max,projectile_dmg_range3_scale,wave_start_width,wave_end_width,wave_depth,wave_distance,wave_time_s,expansion_time_s,skill_allows_warmup,warmup_effect,skill_charge_level,camera_shake_duration_s,weapon_damage_pct,instant_cast,distance_profile
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,13,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,SkillSecondary_Tether,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,gdx1,LifeLeech,Offensive Life Leech,leech,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,1000.0,,1000.0,SCALAR,ABSENT,,,,,,,,,,,,,,,,600,1000,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,13,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,SkillSecondary_Tether,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_bloodlink_tethermod.dbr,gdx1,SlowBleeding,Offensive Slow Bleeding,dot,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,434.0,0.0,434.0,EXACT,SCALAR,1.0,0.0,434.0,434.0,0.0,False,False,0.0,,,,,,,,600,16|28|42|56|69|84|99|114|129|144|160|176|192|208|225|242|258|276|292|309|327|345|362|380|398|416|434|452|470|488|507|525|543|562|580|600|618|638|657|675|694|714|734|753|772|792|812|831|850|870|890|910|930|950|970|990|1010|1030|1050|1071,0,1,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,14,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,Skill_Passive,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,230.0,0.0,230.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,12|19|26|33|40|48|56|64|72|80|88|96|104|113|122|130|139|148|157|166|174|184|193|202|211|220|230|239|248|258|267|277|287|296|306|316|325|335|345|355|365|375|385|395|405|415|425|435|445|456|466|476|486|497|507|517|528|538|549|559,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,14,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,Skill_Passive,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,gdx1,LifeLeech,Offensive Life Leech,leech,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,100.0,,100.0,SCALAR,ABSENT,,,,,,,,,,,,,,,,,100,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,14,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,Skill_Passive,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_passivestatmodifier.dbr,gdx1,SlowLife,Offensive Slow Life,dot,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,204.0,0.0,204.0,EXACT,SCALAR,5.0,0.0,204.0,40.8,,False,False,0.0,,,,,,,,,10|16|22|28|34|42|48|56|62|70|78|84|92|100|108|116|124|132|140|148|156|164|172|180|188|196|204|214|222|230|238|248|256|264|274|282|292|300|308|318|326|336|344|354|362|372|380|390|400|408|418|426|436|446|454|464|474|482|492|502,0,5,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,15,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,0,,,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,652.0,,652.0,EXACT,ABSENT,,,,,0.0,False,False,0.0,15.0,,6.0,5.0,,,,,17|34|49|68|87|102|123|141|162|182|202|221|241|266|286|307|327|348|439|464|490|516|541|570|596|620|652|676|703|733|760|790|816|844|876|900|931|958|988|1018|1045|1075|1102|1132|1160|1190|1219|1252|1282|1310|1339|1369|1402|1430|1460|1495|1520|1550|1582|1612,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,15,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,0,,,records/skills/nonplayerskillsgdx1/buffattackradius/wendigo_leechingpresence.dbr,gdx1,LifeLeech,Offensive Life Leech,leech,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,200.0,,200.0,SCALAR,ABSENT,,,,,,,,,15.0,,6.0,5.0,,,,,200,,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,16,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,Skill_AttackWave,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,gdx1,Life,Offensive Life,direct,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,1240.0,0.0,1240.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,68|94|138|166|188|231|271|316|359|404|448|494|540|585|631|684|738|772|828|880|930|979|1030|1084|1139|1185|1240|1295|1350|1402|1460|1515|1574|1624|1680|1736|1794|1845|1902|1968|2026|2078|2135|2201|2249|2309|2375|2434|2498|2552|2610|2674|2729|2795|2856|2920|2984|3040|3105|3170,0,,OK,,,,,,,,,,,,,,,,,,2.0,3.5,1.0,16.0,1.7000000476837158,,,,,1.0,,,Long
roster,,records/creatures/enemies/bounties/cw_bounty09.dbr,Yoknar ~ Vampiric,bounties,107,tree,,16,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,Skill_AttackWave,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,0,,,records/skills/nonplayerskillsgdx1/heroskills/archetypes/vampiric_vitalitywave.dbr,gdx1,LifeLeech,Offensive Life Leech,leech,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,(charLevel*1.1)+2,119.7,30,500.0,,500.0,SCALAR,ABSENT,,,,,,,,,,,,,,,,,500,,,OK,,,,,,,,,,,,,,,,,,2.0,3.5,1.0,16.0,1.7000000476837158,,,,,1.0,,,Long
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special1,,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,Skill_AttackProjectile,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,0,,,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1210.0,0.0,1210.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,110|148|186|225|266|305|346|386|428|469|512|553|596|638|681|724|767|811|854|898|943|987|1032|1075|1120|1165|1210|1256|1301|1347|1392|1438|1484|1530|1576|1622|1668|1714|1761|1807|1854|1900|1947|1994|2041|2088|2136|2183|2230|2278|2325|2372|2421|2469|2516|2565|2613|2661|2709|2758,0,,OK,records/fx/skillsother/projectile/lightningorblarge_fxprojectile.dbr,16.0,20.0,,1.0,1,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,Long
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special2,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1012.0,,1012.0,EXACT,ABSENT,,,,,0.0,False,False,0.0,,,,4.5,,,,,52|82|111|142|176|208|243|278|314|350|386|423|458|496|536|573|610|651|690|729|770|810|850|890|932|972|1012|1054|1095|1140|1180|1224|1266|1310|1353|1394|1437|1484|1526|1568|1614|1658|1701|1746|1788|1836|1878|1926|1970|2016|2061|2106|2151|2198|2242|2289|2337|2380|2428|2475,,,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special2,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,SlowLightning,Offensive Slow Lightning,dot,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,284.0,0.0,284.0,EXACT,SCALAR,2.0,0.0,284.0,142.0,0.0,False,False,0.0,,,,4.5,,,,,10|16|26|34|44|53|64|72|83|93|104|115|125|136|147|157|168|179|192|203|214|225|237|248|261|273|284|296|307|321|331|343|355|369|381|393|406|418|430|442|455|467|482|494|506|519|532|546|558|570|584|596|611|623|636|649|661|676|688|703,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special2,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,SlowRunSpeed,Offensive Slow Run Speed,debuff,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,30.0,0.0,30.0,SCALAR,SCALAR,3.0,0.0,,,0.0,False,False,0.0,,,,4.5,,,,,30,0,3,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special3,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,828.0,0.0,828.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,20.0,,8.0,4.0,,,,,30|59|90|122|151|182|212|243|273|304|334|365|400|430|461|492|522|553|583|614|644|675|704|736|767|796|828|858|888|918|950|979|1010|1042|1076|1106|1137|1167|1198|1228|1259|1289|1320|1350|1381|1412|1442|1473|1503|1534|1564|1598|1629|1659|1690|1721|1751|1782|1812|1843,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special3,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,base,SlowLightning,Offensive Slow Lightning,dot,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,324.0,0.0,324.0,EXACT,SCALAR,2.0,0.0,324.0,162.0,0.0,False,False,0.0,20.0,,8.0,4.0,,,,,10|22|34|46|58|70|82|94|106|118|130|142|156|168|180|192|204|216|228|240|252|264|276|288|300|312|324|336|348|360|372|384|396|408|422|434|446|458|470|482|494|506|518|530|542|554|566|578|590|602|614|627|639|651|663|675|687|699|711|723,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,slot,special3,,records/skills/nonplayerskills/factionskills/zealot_lightningorbnova.dbr,Skill_AttackProjectileRing,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,1,autoCastSkill,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,records/skills/nonplayerskills/factionskills/zealot_lightningorbnova.dbr,base,Lightning,Offensive Lightning,direct,INHERITED-FROM-PARENT-RANK,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1174.0,0.0,1174.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,76|110|145|182|217|255|295|335|375|416|456|499|543|584|629|672|717|760|806|850|895|942|988|1033|1081|1126|1174|1222|1270|1318|1366|1414|1462|1510|1560|1608|1660|1708|1757|1808|1858|1907|1959|2010|2060|2111|2163|2212|2265|2318|2369|2419|2474|2523|2578|2629|2683|2736|2786|2841,0,,OK,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,12,,0.0,3.0,60,3.0,12.0,100,12.0,25.0,130,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,2,records/skills/nonplayerskills/passive/damagebonus_physical03.dbr,Skill_Passive,records/skills/nonplayerskills/passive/damagebonus_physical03.dbr,0,,,records/skills/nonplayerskills/passive/damagebonus_physical03.dbr,base,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel*1,107.0,107,210,MEASURED,charLevel*1,107.0,107,561.0,719.0,719.0,EXACT,EXACT,,,,,0.0,False,False,20.0,,,,,,,,,24|26|29|32|33|36|38|43|46|50|54|59|61|65|73|77|81|85|89|95|99|103|110|111|118|123|129|134|139|146|151|159|164|170|177|183|190|195|200|205|212|218|225|231|238|244|252|257|262|269|274|282|288|293|299|305|311|317|322|329|...(150 more),29|32|36|40|43|45|50|54|58|64|69|74|79|84|90|96|102|108|113|120|125|131|139|142|152|157|164|171|179|186|193|203|210|217|226|233|241|249|255|262|270|278|288|295|305|312|320|328|335|343|350|360|367|374|383|390|396|405|412|421|...(150 more),,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,6,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,828.0,0.0,828.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,20.0,,8.0,4.0,,,,,30|59|90|122|151|182|212|243|273|304|334|365|400|430|461|492|522|553|583|614|644|675|704|736|767|796|828|858|888|918|950|979|1010|1042|1076|1106|1137|1167|1198|1228|1259|1289|1320|1350|1381|1412|1442|1473|1503|1534|1564|1598|1629|1659|1690|1721|1751|1782|1812|1843,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,6,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,Skill_BuffAttackRadiusDuration,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,base,SlowLightning,Offensive Slow Lightning,dot,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,324.0,0.0,324.0,EXACT,SCALAR,2.0,0.0,324.0,162.0,0.0,False,False,0.0,20.0,,8.0,4.0,,,,,10|22|34|46|58|70|82|94|106|118|130|142|156|168|180|192|204|216|228|240|252|264|276|288|300|312|324|336|348|360|372|384|396|408|422|434|446|458|470|482|494|506|518|530|542|554|566|578|590|602|614|627|639|651|663|675|687|699|711|723,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Short
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,6,records/skills/nonplayerskills/factionskills/zealot_lightningorbnova.dbr,Skill_AttackProjectileRing,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,1,autoCastSkill,records/skills/nonplayerskills/factionskills/zealot_ringoflightning.dbr,records/skills/nonplayerskills/factionskills/zealot_lightningorbnova.dbr,base,Lightning,Offensive Lightning,direct,INHERITED-FROM-PARENT-RANK,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1174.0,0.0,1174.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,76|110|145|182|217|255|295|335|375|416|456|499|543|584|629|672|717|760|806|850|895|942|988|1033|1081|1126|1174|1222|1270|1318|1366|1414|1462|1510|1560|1608|1660|1708|1757|1808|1858|1907|1959|2010|2060|2111|2163|2212|2265|2318|2369|2419|2474|2523|2578|2629|2683|2736|2786|2841,0,,OK,records/fx/skillsother/projectile/lightningorbnova_fxprojectile.dbr,16.0,20.0,,,,12,,0.0,3.0,60,3.0,12.0,100,12.0,25.0,130,,,,,,,,,,,,,Long
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,7,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1012.0,,1012.0,EXACT,ABSENT,,,,,0.0,False,False,0.0,,,,4.5,,,,,52|82|111|142|176|208|243|278|314|350|386|423|458|496|536|573|610|651|690|729|770|810|850|890|932|972|1012|1054|1095|1140|1180|1224|1266|1310|1353|1394|1437|1484|1526|1568|1614|1658|1701|1746|1788|1836|1878|1926|1970|2016|2061|2106|2151|2198|2242|2289|2337|2380|2428|2475,,,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,7,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,SlowLightning,Offensive Slow Lightning,dot,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,284.0,0.0,284.0,EXACT,SCALAR,2.0,0.0,284.0,142.0,0.0,False,False,0.0,,,,4.5,,,,,10|16|26|34|44|53|64|72|83|93|104|115|125|136|147|157|168|179|192|203|214|225|237|248|261|273|284|296|307|321|331|343|355|369|381|393|406|418|430|442|455|467|482|494|506|519|532|546|558|570|584|596|611|623|636|649|661|676|688|703,0,2,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,7,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,Skill_AttackRadius,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,0,,,records/skills/nonplayerskills/factionskills/zealot_lightningnova.dbr,base,SlowRunSpeed,Offensive Slow Run Speed,debuff,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,30.0,0.0,30.0,SCALAR,SCALAR,3.0,0.0,,,0.0,False,False,0.0,,,,4.5,,,,,30,0,3,OK,,,,,,,,,,,,,,,,,,,,,,,0.029999999329447746,,,,0.0,,,Melee
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,8,records/skills/nonplayerskills/factionskills/passiveproperties_zealot_caster01.dbr,Skill_Passive,records/skills/nonplayerskills/factionskills/passiveproperties_zealot_caster01.dbr,0,,,records/skills/nonplayerskills/factionskills/passiveproperties_zealot_caster01.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,220.0,0.0,220.0,EXACT,SCALAR,,,,,0.0,False,False,50.0,,,,,,,,,6|12|19|26|33|40|48|56|64|72|80|88|96|104|113|122|130|139|148|157|166|174|184|193|202|211|220|230|239|248|258|267|277|287|296|306|316|325|335|345|355|365|375|385|395|405|415|425|435|445|456|466|476|486|497|507|517|528|538|549,0,,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roster,,records/creatures/enemies/bounties/odv_bounty07.dbr,Horvald Shieldbreaker,bounties,107,tree,,9,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,Skill_AttackProjectile,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,0,,,records/skills/nonplayerskills/heroskills/mesmer_lightningorb.dbr,base,Lightning,Offensive Lightning,direct,TREE-LEVEL-EQUATION,(charLevel/4)+1,27.75,27,60,MEASURED,charLevel*1,107.0,27,1210.0,0.0,1210.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,,,,,110|148|186|225|266|305|346|386|428|469|512|553|596|638|681|724|767|811|854|898|943|987|1032|1075|1120|1165|1210|1256|1301|1347|1392|1438|1484|1530|1576|1622|1668|1714|1761|1807|1854|1900|1947|1994|2041|2088|2136|2183|2230|2278|2325|2372|2421|2469|2516|2565|2613|2661|2709|2758,0,,OK,records/fx/skillsother/projectile/lightningorblarge_fxprojectile.dbr,16.0,20.0,,1.0,1,,100.0,,,,,,,,,,,,,,,,,,,1.0,,,Long
roster,,records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,bounties,107,slot,special1,,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,Skill_AttackWeaponCharge,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,0,,,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,gdx1,Fire,Offensive Fire,direct,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,charLevel*1+5,112.0,29,461.0,0.0,461.0,EXACT,SCALAR,,,,,0.0,False,False,0.0,,,,,6,240.0,,,35|42|50|58|67|77|85|94|104|114|125|136|146|158|241|258|275|293|310|329|347|365|383|402|421|439|461|480|499|521|541|563|582|606|625|648|670|694|715|738|761|782|806|830|853|878|901|926|950|977|1002|1026|1051|1078|1103|1128|1154|1181|1207|1235,0,,OK,,,,,,1,,,,,,,,,,,,,,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,0.25,,,Melee
roster,,records/creatures/enemies/bounties/pm_bounty06.dbr,Stormtitan ~ Electrified,bounties,107,slot,special1,,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,Skill_AttackWeaponCharge,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,0,,,records/skills/nonplayerskillsgdx1/attackcharge/aetherialcolossus_explosivecharge.dbr,gdx1,Physical,Offensive Physical,direct,TREE-LEVEL-EQUATION,charLevel/4+1,27.75,27,60,MEASURED,charLevel*1+5,112.0,29,373.0,0.0,373.0,EXACT,SCALAR,,,,,0.0,False,False,,,,,,6,240.0,,,40|46|52|61|68|78|86|95|108|117|131|142|157|169|181|194|209|224|239|256|270|286|302|321|338|355|373|392|410|429|446|468|488|508|527|548|570|591|613|634|659|679|702|726|748|772|796|819|845|868|894|921|943|970|996|1022|1048|1075|1102|1129,0,,OK,,,,,,1,,,,,,,,,,,,,,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,0.25,,,Melee
