source,window,frame_path,t_sec,text,ocr_conf,text_class,is_hud,colour_class,rgb_r,rgb_g,rgb_b,r_over_g,g_minus_maxrb,bbox_x,bbox_y,bbox_w,bbox_h,px_x0,px_y0,px_x1,px_y1
census,,C0102.png,785.0,"(243,403/411,440)",1.0,pair,0,cream_dealt,239.5,231.0,235.8,1.037,-8.5,0.53052,0.45995,0.09012,0.0155,1018,566,1191,583
census,,C0102.png,785.0,"(419,839/419,839)",1.0,pair,0,cream_dealt,233.5,227.4,229.7,1.027,-6.1,0.67733,0.45736,0.09012,0.01809,1300,566,1473,586
census,,C0102.png,785.0,"(414,837/414,837)",1.0,pair,0,neutral,205.3,207.5,211.9,0.99,-4.5,0.02762,0.38243,0.09012,0.02326,53,641,226,666
census,,C0102.png,785.0,72042 (x1.79),1.0,crit,0,cream_dealt,224.2,165.8,160.3,1.352,-58.4,0.46948,0.25833,0.0814,0.02074,901,778,1057,801
census,,C0102.png,785.0,20005/20005,1.0,pair,1,cream_dealt,236.4,225.5,220.7,1.049,-10.9,0.30233,0.05426,0.05378,0.0155,580,1004,683,1021
census,,C0102.png,785.0,100,1.0,bare,1,cream_dealt,243.9,203.5,96.5,1.199,-40.4,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
census,,C0102.png,785.0,1571/2576,1.0,pair,1,neutral,228.1,234.6,231.8,0.972,2.8,0.64824,0.05156,0.04509,0.01833,1244,1004,1331,1024
census,,C0102.png,785.0,• Eliminate all Enemies,0.5,other,0,cream_dealt,227.1,221.6,221.7,1.025,-5.4,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
census,,C0102.png,785.0,634338 (x1.67),0.5,crit,0,red_taken,224.4,119.5,133.3,1.879,-105.0,0.54153,0.50783,0.07495,0.0361,1039,492,1183,531
census,,C0102.png,785.0,9075 (x1.37),0.5,crit,0,cream_dealt,198.2,155.2,160.7,1.277,-43.0,0.47238,0.21447,0.04797,0.01331,906,833,999,848
census,,C0102.png,785.0,"(457,975/457,975)69,299/2,069,299)",0.3,other,0,neutral,231.2,232.2,234.1,0.996,-2.0,0.20058,0.91473,0.17878,0.0155,385,75,728,92
census,,C0102.png,785.0,7,0.3,bare,0,cream_dealt,136.7,127.9,115.6,1.069,-8.8,0.36628,0.86047,0.01017,0.01809,703,131,722,150
census,,C0102.png,785.0,X7,0.3,other,0,cream_dealt,252.6,241.8,197.4,1.045,-10.8,0.81686,0.89664,0.03052,0.04134,1568,66,1626,111
census,,C0102.png,785.0,10939,0.3,bare,0,red_taken,208.7,125.0,105.1,1.67,-83.7,0.59448,0.41344,0.02035,0.01292,1141,619,1180,633
census,,C0102.png,785.0,MEAX,0.3,other,0,cream_dealt,212.6,207.8,162.5,1.023,-4.8,0.57558,0.06977,0.03779,0.02067,1105,982,1177,1004
census,,C0103.png,786.0,9:50:32 PM,1.0,other,0,cream_dealt,211.4,205.3,186.0,1.03,-6.1,0.00872,0.93796,0.07558,0.01852,16,47,161,67
census,,C0103.png,786.0,"(379,551/406,243)",1.0,pair,0,neutral,233.3,236.1,237.6,0.988,-1.5,0.05669,0.31525,0.09157,0.01292,108,725,284,739
census,,C0103.png,786.0,"386,256/398,226)",1.0,pair,0,neutral,228.5,230.7,232.6,0.99,-1.8,0.0,0.17829,0.08285,0.0155,0,870,159,887
census,,C0103.png,786.0,"(414,837/414,837)",1.0,pair,0,neutral,231.7,231.7,236.4,1.0,-4.6,0.03924,0.09819,0.09012,0.0155,75,957,248,973
census,,C0103.png,786.0,Crucible of the Dead,1.0,other,0,neutral,212.1,208.6,191.9,1.017,-3.5,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
census,,C0103.png,786.0,125,1.0,bare,1,cream_dealt,187.1,176.8,152.9,1.058,-10.3,0.71802,0.88889,0.01599,0.01292,1378,106,1409,119
census,,C0103.png,786.0,01:33,1.0,other,0,cream_dealt,184.9,179.7,157.5,1.029,-5.2,0.77612,0.88871,0.02188,0.01585,1490,103,1532,120
census,,C0103.png,786.0,157,1.0,bare,1,red_taken,191.3,83.8,39.7,2.282,-107.5,0.82558,0.85013,0.01744,0.01809,1585,142,1618,161
census,,C0103.png,786.0,"(304,994/304,994)",1.0,pair,0,neutral,236.5,236.7,240.2,0.999,-3.5,0.27616,0.7907,0.09012,0.0155,530,209,703,226
census,,C0103.png,786.0,"(457,975/457,975)",1.0,pair,0,cream_dealt,241.4,233.5,231.5,1.034,-7.9,0.54506,0.73902,0.09012,0.0155,1046,265,1219,281
census,,C0103.png,786.0,"(368,488/447,590)",1.0,pair,0,neutral,241.5,237.8,241.2,1.015,-3.7,0.48547,0.71576,0.09157,0.0155,932,290,1107,306
census,,C0103.png,786.0,"(457,975/457,975)",1.0,pair,0,neutral,223.7,231.7,235.5,0.966,-3.9,0.22529,0.68992,0.09157,0.0155,432,318,608,334
census,,C0103.png,786.0,"(447,590/447,590)",1.0,pair,0,neutral,235.4,239.2,241.0,0.984,-1.8,0.28779,0.677,0.09012,0.0155,552,332,725,348
census,,C0103.png,786.0,"(457,975/457,975)",1.0,pair,0,neutral,231.7,236.3,238.4,0.981,-2.1,0.20058,0.61757,0.09012,0.01292,385,399,558,413
census,,C0103.png,786.0,Objectives,1.0,other,0,cream_dealt,241.4,170.6,72.8,1.415,-70.8,0.87203,0.67654,0.0568,0.02419,1674,323,1783,349
census,,C0103.png,786.0,"34743 (x1,79)",1.0,other,0,neutral,225.2,233.6,191.0,0.964,8.4,0.3561,0.5787,0.06831,0.02078,683,432,814,454
census,,C0103.png,786.0,6475,1.0,bare,0,neutral,186.5,191.9,196.3,0.972,-4.4,0.38081,0.56848,0.0189,0.01292,731,452,767,466
census,,C0103.png,786.0,"(261.713/304,994)",1.0,other,0,neutral,233.3,230.2,233.9,1.014,-3.7,0.38953,0.47287,0.09012,0.0155,747,552,920,569
census,,C0103.png,786.0,"(466,492/588,905)",1.0,pair,0,neutral,230.6,230.9,232.6,0.999,-1.8,0.5,0.41085,0.09302,0.01809,960,616,1138,636
census,,C0103.png,786.0,20292,1.0,bare,0,cream_dealt,187.3,169.3,193.3,1.106,-24.0,0.44186,0.34884,0.02035,0.01292,848,689,887,703
census,,C0103.png,786.0,32608 (x1.67),1.0,crit,0,cream_dealt,173.0,158.8,142.0,1.09,-14.2,0.5436,0.28682,0.07849,0.02067,1043,747,1194,770
census,,C0103.png,786.0,"(19,526/504,193)",1.0,pair,0,neutral,228.1,224.8,223.4,1.015,-3.3,0.60901,0.39018,0.08721,0.01809,1169,639,1336,658
census,,C0103.png,786.0,4052,1.0,bare,0,neutral,186.4,186.0,199.5,1.002,-13.5,0.62645,0.32041,0.0189,0.01292,1202,719,1239,733
census,,C0103.png,786.0,"(419,839/419,839)",1.0,pair,0,neutral,237.1,232.5,234.3,1.02,-4.6,0.61192,0.22222,0.09157,0.0155,1174,823,1350,840
census,,C0103.png,786.0,19965/20005,1.0,pair,1,cream_dealt,235.7,227.1,223.1,1.037,-8.5,0.30233,0.05426,0.05233,0.0155,580,1004,680,1021
census,,C0103.png,786.0,100,1.0,bare,1,cream_dealt,243.9,203.5,96.5,1.199,-40.4,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
census,,C0103.png,786.0,1594/2576,1.0,pair,1,neutral,228.1,234.8,231.8,0.971,3.0,0.64809,0.0503,0.04538,0.02084,1244,1003,1331,1025
census,,C0103.png,786.0,Gladiator,0.5,other,0,neutral,214.0,212.9,188.0,1.005,-1.1,0.00579,0.97397,0.0451,0.01588,11,10,97,28
census,,C0103.png,786.0,Q Eliminate all Enemies,0.5,other,0,neutral,223.2,220.1,213.9,1.014,-3.2,0.87936,0.66111,0.0843,0.01589,1688,348,1850,366
census,,C0103.png,786.0,1969,0.5,bare,0,neutral,177.9,186.5,198.1,0.954,-11.6,0.43895,0.50129,0.01308,0.01292,842,524,867,538
census,,C0103.png,786.0,5415 (x1.67),0.5,crit,0,cream_dealt,208.6,196.7,137.8,1.061,-11.9,0.50431,0.35871,0.05679,0.02159,968,669,1077,692
census,,C0103.png,786.0,69099 0,0.5,other,0,red_taken,239.7,143.1,151.4,1.676,-96.7,0.48834,0.31757,0.04803,0.02119,937,714,1029,737
census,,C0103.png,786.0,"9550 (x1,77)",0.5,other,0,cream_dealt,221.9,208.0,125.4,1.067,-13.9,0.42006,0.26357,0.05814,0.0155,806,778,918,795
census,,C0103.png,786.0,4595 (x1.37),0.5,crit,0,cream_dealt,180.9,134.4,169.3,1.346,-46.5,0.52762,0.21447,0.04942,0.02627,1013,820,1107,848
census,,C0103.png,786.0,"(153,8590411,440)38",0.5,other,0,cream_dealt,232.0,212.8,223.4,1.09,-19.2,0.4564,0.20413,0.09738,0.01809,876,840,1063,859
census,,C0103.png,786.0,525),0.3,other,0,neutral,234.1,237.2,239.1,0.987,-1.8,0.0,0.15504,0.02035,0.01292,0,898,39,912
census,,C0103.png,786.0,X7,0.3,other,0,cream_dealt,253.1,243.4,202.2,1.04,-9.7,0.81831,0.89922,0.02907,0.03876,1571,66,1626,108
census,,C0103.png,786.0,"(1.963,235/2,069.2(19.98/20,003)",0.3,other,0,neutral,197.4,203.7,197.5,0.969,6.2,0.36773,0.59948,0.17297,0.03359,706,396,1038,432
census,,C0103.png,786.0,23279,0.3,bare,0,neutral,194.7,194.3,210.7,1.002,-16.5,0.39244,0.59948,0.02471,0.0155,753,415,800,432
census,,C0103.png,786.0,342316,0.3,bare,0,neutral,201.0,204.7,217.9,0.982,-13.2,0.42006,0.53747,0.02762,0.0155,806,482,859,499
census,,C0103.png,786.0,"39535 (8,1.79)",0.3,other,0,neutral,211.2,221.7,205.3,0.953,10.5,0.47367,0.52059,0.07011,0.03118,909,484,1044,517
census,,C0104.png,787.0,Gladiator,1.0,other,0,neutral,214.8,213.9,183.4,1.004,-1.0,0.00581,0.97158,0.04506,0.01809,11,11,97,30
census,,C0104.png,787.0,9:50:33 PM,1.0,other,0,cream_dealt,215.1,204.9,181.2,1.049,-10.1,0.00872,0.93796,0.07558,0.01852,16,47,161,67
census,,C0104.png,787.0,"(357,874/398,226)",1.0,pair,0,neutral,228.0,231.9,232.6,0.983,-0.7,0.11628,0.21964,0.09012,0.0155,223,826,396,842
census,,C0104.png,787.0,"(511,313/547,007)",1.0,pair,0,neutral,218.1,221.2,221.0,0.986,0.1,0.04942,0.1292,0.09012,0.0155,94,923,267,940
census,,C0104.png,787.0,"(226,525/226,525)",1.0,pair,0,neutral,224.5,223.7,222.3,1.003,-0.8,0.09738,0.09302,0.09593,0.0155,186,962,371,979
census,,C0104.png,787.0,Crucible of the Dead,1.0,other,0,neutral,212.1,208.2,191.4,1.019,-3.9,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
census,,C0104.png,787.0,125,1.0,bare,1,cream_dealt,188.3,178.1,153.9,1.057,-10.2,0.71948,0.88889,0.01453,0.01292,1381,106,1409,119
census,,C0104.png,787.0,01:32,1.0,other,0,cream_dealt,186.9,182.0,159.2,1.027,-4.9,0.77616,0.88889,0.0218,0.01292,1490,106,1532,120
census,,C0104.png,787.0,157,1.0,bare,1,red_taken,191.3,83.8,39.7,2.282,-107.5,0.82558,0.85013,0.01744,0.01809,1585,142,1618,161
census,,C0104.png,787.0,"(263,289/304,994)",1.0,pair,0,neutral,239.9,236.2,239.3,1.016,-3.7,0.28052,0.70284,0.09012,0.0155,538,304,711,320
census,,C0104.png,787.0,Objectives,1.0,other,0,cream_dealt,238.9,172.8,77.1,1.382,-66.1,0.87352,0.6819,0.05529,0.01862,1677,323,1783,343
census,,C0104.png,787.0,"(447,590/447,590)",1.0,pair,0,neutral,234.4,235.0,240.3,0.998,-5.3,0.3125,0.64341,0.09012,0.0155,599,368,773,385
census,,C0104.png,787.0,"(457.975/457,975)",1.0,other,0,neutral,223.4,228.8,230.0,0.976,-1.1,0.3343,0.59173,0.09157,0.0155,641,424,817,440
census,,C0104.png,787.0,"(456,418/457,975)",1.0,pair,0,neutral,239.4,236.6,236.1,1.012,-2.9,0.55959,0.65375,0.09012,0.0155,1074,357,1247,373
census,,C0104.png,787.0,31919,1.0,bare,0,cream_dealt,142.1,133.1,140.6,1.068,-9.0,0.45349,0.4677,0.02326,0.01292,870,560,915,574
census,,C0104.png,787.0,14069 (x1.67),1.0,crit,0,cream_dealt,132.0,109.5,108.4,1.206,-22.6,0.44041,0.43669,0.04651,0.01809,845,588,934,608
census,,C0104.png,787.0,35308,1.0,bare,0,cream_dealt,153.6,135.5,130.4,1.133,-18.1,0.40552,0.40568,0.02762,0.0155,778,625,831,641
census,,C0104.png,787.0,"(201,343/304,994)",1.0,pair,0,neutral,236.6,234.8,237.6,1.008,-2.8,0.39826,0.36176,0.09012,0.0155,764,672,937,689
census,,C0104.png,787.0,"(293,046/419,839)",1.0,pair,0,cream_dealt,231.8,225.3,234.2,1.029,-8.9,0.60465,0.36176,0.09012,0.0155,1160,672,1333,689
census,,C0104.png,787.0,"(443,006/588,905)",1.0,pair,0,neutral,229.7,227.1,226.5,1.012,-2.7,0.51599,0.28941,0.09012,0.02067,990,745,1163,767
census,,C0104.png,787.0,"19363 (x1,67)",1.0,other,0,cream_dealt,200.9,181.8,138.5,1.105,-19.1,0.52177,0.22712,0.07274,0.02896,1001,803,1141,834
census,,C0104.png,787.0,5753,1.0,bare,0,cream_dealt,186.5,181.3,183.5,1.029,-5.2,0.61919,0.23256,0.01453,0.01292,1188,814,1216,828
census,,C0104.png,787.0,19968/20005,1.0,pair,1,cream_dealt,233.1,228.1,224.9,1.022,-5.0,0.30233,0.05426,0.05233,0.0155,580,1004,680,1021
census,,C0104.png,787.0,100,1.0,bare,1,cream_dealt,243.9,203.5,96.5,1.199,-40.4,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
census,,C0104.png,787.0,1617/2576,1.0,pair,1,neutral,227.5,236.6,233.6,0.962,3.0,0.6482,0.05119,0.04518,0.01906,1244,1004,1331,1024
census,,C0104.png,787.0,"(329,957/406,243)",0.5,pair,0,neutral,211.5,216.4,217.5,0.977,-1.1,0.12791,0.3385,0.09157,0.02067,245,692,421,714
census,,C0104.png,787.0,Q Eliminate all Enemies,0.5,other,0,neutral,219.4,218.3,213.2,1.005,-1.1,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
census,,C0104.png,787.0,"(19,968/228.281/447,300)",0.5,other,0,cream_dealt,232.4,222.2,195.7,1.046,-10.2,0.4593,0.60207,0.12936,0.02842,881,399,1130,429
census,,C0104.png,787.0,x1.87),0.5,other,0,cream_dealt,220.8,194.7,217.4,1.134,-26.1,0.44913,0.34367,0.02616,0.01292,862,694,912,708
census,,C0104.png,787.0,X7,0.3,other,0,cream_dealt,253.0,243.3,202.2,1.04,-9.7,0.81831,0.89922,0.02907,0.03876,1571,66,1626,108
census,,C0104.png,787.0,110112,0.3,bare,0,cream_dealt,240.6,176.3,166.2,1.364,-64.2,0.56977,0.54264,0.0189,0.01292,1093,479,1130,493
census,,C0104.png,787.0,"(457.975/457,975(1,860,73712,069,209)",0.3,other,0,cream_dealt,227.0,209.5,192.2,1.084,-17.5,0.29215,0.52196,0.19331,0.02842,560,485,932,516
census,,C0104.png,787.0,633361x1.79),0.3,other,0,cream_dealt,249.7,241.4,152.6,1.034,-8.3,0.4564,0.48062,0.09593,0.02326,876,535,1060,560
census,,C0105.png,788.0,Gladiator,1.0,other,0,cream_dealt,218.2,210.9,190.9,1.035,-7.3,0.00579,0.97392,0.04511,0.01599,11,10,97,28
census,,C0105.png,788.0,9:50:34 PM,1.0,other,0,cream_dealt,220.4,203.8,182.8,1.081,-16.6,0.00872,0.93796,0.07558,0.01852,16,47,161,67
census,,C0105.png,788.0,Arum'Zoth,1.0,other,0,cream_dealt,211.5,163.8,104.5,1.291,-47.6,0.42733,0.96382,0.06977,0.02067,820,16,954,39
census,,C0105.png,788.0,~Burning,1.0,other,0,cream_dealt,208.8,163.6,101.8,1.276,-45.2,0.49709,0.96382,0.07413,0.02067,954,16,1096,39
census,,C0105.png,788.0,Chtbonic,1.0,other,0,neutral,234.5,230.0,226.6,1.02,-4.5,0.4782,0.90181,0.0436,0.0155,918,89,1001,106
census,,C0105.png,788.0,Crucible of the Dead,1.0,other,0,neutral,212.0,208.8,191.1,1.015,-3.1,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
census,,C0105.png,788.0,125,1.0,bare,1,cream_dealt,183.3,173.3,149.6,1.058,-10.0,0.71802,0.88889,0.0189,0.01292,1378,106,1414,120
census,,C0105.png,788.0,01:31,1.0,other,0,cream_dealt,189.3,183.5,158.7,1.032,-5.8,0.77616,0.88889,0.0218,0.01292,1490,106,1532,119
census,,C0105.png,788.0,157,1.0,bare,1,red_taken,190.0,83.0,40.4,2.289,-107.0,0.82558,0.85013,0.0189,0.01809,1585,142,1621,161
census,,C0105.png,788.0,"(304,994/304,994)",1.0,pair,0,neutral,231.5,227.3,230.0,1.019,-4.3,0.2936,0.80879,0.09157,0.01809,563,186,739,206
census,,C0105.png,788.0,"(437,957/447,590)",1.0,pair,0,neutral,229.4,231.6,232.8,0.99,-1.2,0.3532,0.74935,0.09012,0.0155,678,253,851,270
census,,C0105.png,788.0,"(540,810/547,007)",1.0,pair,0,neutral,233.7,236.6,238.3,0.988,-1.7,0.22093,0.58656,0.09012,0.01292,424,432,597,446
census,,C0105.png,788.0,"(1,563,087/2,069,299)",1.0,pair,0,cream_dealt,237.3,231.8,235.5,1.024,-5.5,0.38517,0.63824,0.11047,0.0155,739,373,951,390
census,,C0105.png,788.0,"9,410/20,005)",1.0,pair,0,cream_dealt,234.4,226.5,225.8,1.035,-7.8,0.47093,0.61757,0.06977,0.0155,904,396,1038,413
census,,C0105.png,788.0,33179,1.0,bare,0,cream_dealt,209.3,192.1,202.5,1.089,-17.2,0.41424,0.55297,0.02762,0.0155,795,466,848,482
census,,C0105.png,788.0,"(457,9750457,975)",1.0,other,0,cream_dealt,239.1,229.8,205.1,1.041,-9.4,0.56105,0.75711,0.09157,0.0155,1077,245,1253,262
census,,C0105.png,788.0,Objectives,1.0,other,0,cream_dealt,239.8,172.3,80.6,1.392,-67.5,0.87355,0.68217,0.05523,0.01809,1677,323,1783,343
census,,C0105.png,788.0,"(474,469/588,905)",1.0,pair,0,cream_dealt,237.4,227.3,227.4,1.044,-10.0,0.52035,0.43669,0.09157,0.01809,999,588,1174,608
census,,C0105.png,788.0,"(226,525/226,525)",1.0,pair,0,neutral,226.7,228.5,231.0,0.992,-2.5,0.17733,0.41344,0.09012,0.0155,340,616,513,633
census,,C0105.png,788.0,"(370,149/398,226)",1.0,pair,0,neutral,230.2,227.9,227.8,1.01,-2.3,0.22238,0.39018,0.09593,0.0155,426,641,611,658
census,,C0105.png,788.0,(398.226/398.226),1.0,other,0,neutral,234.5,239.3,241.1,0.98,-1.8,0.11192,0.31266,0.09012,0.01292,214,728,387,742
census,,C0105.png,788.0,"(384,651/414,837)",1.0,pair,0,neutral,233.2,233.5,235.1,0.999,-1.6,0.20058,0.20413,0.09012,0.0155,385,842,558,859
census,,C0105.png,788.0,19410/20005,1.0,pair,1,cream_dealt,238.2,226.2,220.3,1.053,-12.0,0.30233,0.05426,0.05378,0.0155,580,1004,683,1021
census,,C0105.png,788.0,100,1.0,bare,1,cream_dealt,244.5,204.6,94.4,1.195,-39.8,0.48983,0.05685,0.0189,0.0155,940,1001,976,1018
census,,C0105.png,788.0,1594/2576,1.0,pair,1,neutral,222.2,229.4,226.0,0.969,3.3,0.64805,0.04992,0.04546,0.02161,1244,1002,1331,1026
census,,C0105.png,788.0,23,1.0,bare,0,neutral,254.5,253.6,255.0,1.004,-1.4,0.43605,0.01292,0.01308,0.01292,837,1052,862,1066
census,,C0105.png,788.0,"(457,975/4800934/457,975)",0.5,other,0,neutral,213.3,211.9,215.1,1.007,-3.3,0.32977,0.68881,0.13553,0.0229,633,311,893,336
census,,C0105.png,788.0,(2446905/304.994),0.5,other,0,cream_dealt,231.0,217.2,219.8,1.064,-13.8,0.40988,0.49612,0.08866,0.02067,786,521,957,544
census,,C0105.png,788.0,"(309.549/419,839)",0.5,other,0,cream_dealt,243.0,235.2,197.9,1.033,-7.8,0.53488,0.72351,0.09157,0.01809,1026,279,1202,298
census,,C0105.png,788.0,Q Eliminate all Enemies,0.5,other,0,neutral,222.5,219.4,215.2,1.014,-3.0,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
census,,C0105.png,788.0,"(55,294/411,440)",0.5,pair,0,cream_dealt,231.0,222.5,216.7,1.038,-8.5,0.49419,0.30491,0.09157,0.0155,948,733,1124,750
census,,C0105.png,788.0,-GĐAHAC,0.3,other,0,cream_dealt,186.5,138.0,127.5,1.351,-48.5,0.44913,0.93282,0.10029,0.03101,862,39,1054,72
census,,C0105.png,788.0,X7,0.3,other,0,cream_dealt,252.4,242.1,195.7,1.043,-10.4,0.81686,0.89664,0.03052,0.04134,1568,66,1626,111
census,,C0105.png,788.0,M,0.3,other,0,cream_dealt,134.5,131.1,112.7,1.026,-3.4,0.36773,0.72868,0.00872,0.0155,706,276,722,293
census,,C0105.png,788.0,"(391,947/406,243) 2",0.3,other,0,neutral,193.3,196.8,202.0,0.982,-5.2,0.25291,0.67183,0.1032,0.02354,485,328,683,354
census,,C0105.png,788.0,84226 618,0.3,other,0,cream_dealt,226.1,210.5,135.4,1.074,-15.5,0.36331,0.58858,0.0728,0.02697,697,415,837,444
census,,C0105.png,788.0,10 8x1.89),0.3,other,0,cream_dealt,222.6,212.8,156.4,1.046,-9.8,0.43605,0.5969,0.08285,0.01809,837,415,996,435
census,,C0105.png,788.0,10151 (x1.87),0.3,crit,0,cream_dealt,224.9,159.3,165.6,1.412,-65.6,0.43314,0.48056,0.05087,0.01298,831,546,929,561
census,,C0106.png,789.0,Gladiator,1.0,other,0,cream_dealt,221.3,210.9,192.4,1.049,-10.3,0.00579,0.97392,0.04511,0.01598,11,10,97,28
census,,C0106.png,789.0,"(398,226/398,226",1.0,pair,0,neutral,226.2,231.6,235.8,0.977,-4.2,0.25436,0.62791,0.08721,0.0155,488,385,655,401
census,,C0106.png,789.0,Phigillius Stormbile,1.0,other,0,cream_dealt,214.2,165.4,100.3,1.295,-48.8,0.43314,0.96111,0.13227,0.02339,831,16,1085,42
census,,C0106.png,789.0,"(304,994/304,994)",1.0,pair,0,neutral,235.7,238.4,241.1,0.989,-2.7,0.37645,0.89406,0.09157,0.0155,722,97,898,114
census,,C0106.png,789.0,Aetberial,1.0,other,0,neutral,226.1,228.0,228.3,0.992,-0.3,0.47665,0.90088,0.04525,0.01736,915,88,1002,107
census,,C0106.png,789.0,"(133,555/457,975)",1.0,pair,0,neutral,226.4,225.8,227.2,1.003,-1.4,0.51744,0.8708,0.09012,0.0155,993,122,1166,139
census,,C0106.png,789.0,"(184,560/406,243)",1.0,pair,0,neutral,235.9,231.9,231.9,1.017,-3.9,0.42587,0.80879,0.09012,0.0155,817,189,990,206
census,,C0106.png,789.0,"(457,743/457,975)",1.0,pair,0,neutral,225.1,227.9,230.5,0.988,-2.6,0.31395,0.79845,0.09012,0.0155,602,200,775,217
census,,C0106.png,789.0,"(387,796/547,007)",1.0,pair,0,neutral,232.7,232.9,238.1,0.999,-5.2,0.39971,0.78295,0.09012,0.0155,767,217,940,234
census,,C0106.png,789.0,"(226,525/226,525)",1.0,pair,0,neutral,235.7,233.7,234.6,1.008,-2.0,0.33285,0.70026,0.09157,0.01292,639,309,814,323
census,,C0106.png,789.0,"(1,056,648/2,069,299)",1.0,pair,0,cream_dealt,236.3,226.3,214.8,1.044,-9.9,0.46512,0.73127,0.11483,0.01809,893,270,1113,290
census,,C0106.png,789.0,8473,1.0,bare,0,cream_dealt,213.3,184.7,184.1,1.155,-28.6,0.46948,0.68475,0.01744,0.01292,901,326,934,340
census,,C0106.png,789.0,53660 (x1.79),1.0,crit,0,cream_dealt,246.1,226.3,190.4,1.088,-19.8,0.50145,0.68475,0.07122,0.0208,962,318,1099,340
census,,C0106.png,789.0,15358 (x1.67),1.0,crit,0,cream_dealt,224.8,197.6,175.9,1.138,-27.2,0.55959,0.66667,0.05233,0.01296,1074,345,1174,359
census,,C0106.png,789.0,"(508,950/588,905)",1.0,pair,0,neutral,237.1,234.2,221.6,1.012,-2.9,0.60465,0.55556,0.09157,0.01809,1160,460,1336,479
census,,C0106.png,789.0,12618,1.0,bare,0,cream_dealt,198.7,185.3,197.3,1.072,-13.4,0.48256,0.5168,0.02035,0.01292,926,507,965,521
census,,C0106.png,789.0,Crucible of the Dead,1.0,other,0,cream_dealt,213.4,208.4,189.3,1.024,-5.0,0.89244,0.9713,0.09738,0.01852,1713,10,1900,30
census,,C0106.png,789.0,125,1.0,bare,1,cream_dealt,188.1,174.9,151.0,1.075,-13.1,0.71802,0.88889,0.02326,0.0155,1378,103,1423,119
census,,C0106.png,789.0,01:30,1.0,other,0,cream_dealt,190.7,184.9,161.9,1.031,-5.8,0.77616,0.88889,0.02035,0.01292,1490,106,1529,120
census,,C0106.png,789.0,157,1.0,bare,1,red_taken,190.4,83.4,40.3,2.284,-107.1,0.82558,0.85013,0.01744,0.01809,1585,142,1618,161
census,,C0106.png,789.0,Objectives,1.0,other,0,cream_dealt,239.7,173.2,79.5,1.384,-66.5,0.87352,0.68196,0.05528,0.01852,1677,323,1783,343
census,,C0106.png,789.0,"(398,226/398,226)",1.0,pair,0,neutral,234.9,236.2,237.3,0.995,-1.1,0.22384,0.44444,0.09012,0.0155,429,583,602,600
census,,C0106.png,789.0,"7106 (x1.87) 8.242/411,440)",1.0,other,0,cream_dealt,225.8,197.2,150.6,1.145,-28.7,0.59157,0.3876,0.1468,0.02074,1135,639,1417,661
census,,C0106.png,789.0,"(384,698/414,837)",1.0,pair,0,neutral,236.1,236.7,239.7,0.998,-3.1,0.3343,0.26357,0.09012,0.0155,641,778,814,795
census,,C0106.png,789.0,19976/20005,1.0,pair,1,cream_dealt,237.0,227.3,221.3,1.042,-9.7,0.30233,0.05426,0.05378,0.0155,580,1004,683,1021
census,,C0106.png,789.0,100,1.0,bare,1,cream_dealt,242.3,203.9,95.3,1.189,-38.5,0.48837,0.05426,0.02035,0.01809,937,1001,976,1021
census,,C0106.png,789.0,1608/2576,1.0,pair,1,neutral,230.4,238.1,234.0,0.968,4.0,0.64822,0.05137,0.04513,0.0187,1244,1004,1331,1024
census,,C0106.png,789.0,22,1.0,bare,0,neutral,252.2,250.1,254.8,1.009,-4.8,0.43459,0.01034,0.01453,0.01809,834,1049,862,1068
census,,C0106.png,789.0,9:50:35 PM,0.5,other,0,cream_dealt,222.7,203.6,182.3,1.094,-19.1,0.00872,0.93796,0.07413,0.01852,16,46,159,66
census,,C0106.png,789.0,"(405.161/447,590/8,342/419,839)53",0.5,other,0,cream_dealt,232.3,203.2,166.1,1.143,-29.1,0.47657,0.82614,0.17623,0.02931,915,156,1253,187
census,,C0106.png,789.0,2291 (x1.7,0.5,other,0,cream_dealt,223.6,209.4,115.7,1.067,-14.1,0.62936,0.7,0.04797,0.02351,1208,298,1300,324
census,,C0106.png,789.0,O Eliminate all Enemies,0.5,other,0,cream_dealt,226.3,220.4,215.4,1.027,-5.9,0.87936,0.66111,0.08576,0.01589,1688,348,1853,366
census,,C0106.png,789.0,GĐẢ QUAGO,0.3,other,0,cream_dealt,183.2,136.9,129.4,1.338,-46.3,0.45907,0.93056,0.08768,0.03552,881,36,1049,74
census,,C0106.png,789.0,9 301601235,0.3,other,0,cream_dealt,204.7,171.4,176.7,1.194,-33.3,0.48983,0.70543,0.04506,0.01809,940,298,1026,318
census,,C0106.png,789.0,3810,0.3,bare,0,cream_dealt,87.8,64.0,60.2,1.373,-23.9,0.58721,0.64341,0.01308,0.01292,1127,371,1152,385
