record,slot,skill,skill_class,chance_pct,delay_s,timeout_s,range_band,skill_cooldown_s,skill_active_duration_s,skill_charge_duration_s,instant_cast,allows_warmup,warmup_effect,wave_time_s,wave_distance,camera_shake_dur_s,time_between_attacks_ms,target_interval_s,distance_profile,anim_binding_grade,special_anim_ref,fallback_anm,fallback_anm_dur_s,special_anm,special_anm_frames,special_anm_dur_s,projectile,projectile_velocity,projectile_distance,projectile_launch_angle,anm_frames,anm_dur_s,hit_frames,n_hits,windup_s,windup_frac,recovery_s,intra_clip_hit_gap_s,allow_interrupt_frame,root_lock_s,root_lock_frac,root_lock_grade,swipe_on_frames,swipe_off_frames,active_window_s,ps_window_s,fx_first_frame,fx_first_onset_s,fx_entities,n_events
records/creatures/enemies/boss&quest/chthonianmonstrosity_outcastquesttarget.dbr,special5,records/skills/nonplayerskills/bossskills/chthonianabomination_novalifedrain01.dbr,Skill_AttackRadius,100.0,9.0,4.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,abomination_cast_curse_a01.anm,2.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,special1,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_doubleswipe.dbr,Skill_AttackWave,100.0,5.0,1.0,ShortRange,,,,,,,0.20000000298023224,9.0,,,,Short,DIRECT-REF,Cleave,,,chthonianrylok_cleave.anm,45,1.5,,,,,45,1.5,14|25,2,0.4667,0.3111,0.6667,0.3667,,1.5,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),11|21,,,,1,0.0333,BloodArc_Fx01.dbr|Dark_cast_FX.dbr,9
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,special2,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_wingclawimpale.dbr,Skill_AttackWeapon,100.0,7.0,5.0,ShortRange,,,,,,,,,,,,Melee,REF-UNSATISFIED-BY-TABLE,Impale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,special3,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_chaoseruptiondouble.dbr,Skill_AttackProjectileRing,100.0,6.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,RoarDouble,,,chthonianrylok_roardouble_a01.anm,43,1.4333,records/fx/skillsother/projectile/chthonic_fireball_projectile_burstfx01.dbr,16.0,18.0,,43,1.4333,15|31,2,0.5,0.3488,0.4,0.5333,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),8|25,,,,1,0.0333,Dark_cast_FX.dbr,6
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,special4,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_summonobsidianshard.dbr,Skill_SpawnPetMonster,100.0,12.0,10.0,AnyRange,,,,False,,,,,,,,Moderate,DIRECT-REF,Roar,,,chthonianrylok_roar_a01.anm,43,1.4333,,,,,43,1.4333,17,1,0.5667,0.3953,0.8667,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),8,,,,,,,2
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,special5,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_brutalchaos.dbr,Skill_AttackWeapon,100.0,8.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,DoubleStrikeFire,,,chthonianrylok_attackspecial_b01_fire.anm,45,1.5,,,,,45,1.5,14|25,2,0.4667,0.3111,0.6667,0.3667,,1.5,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),11|21,,,,1,0.0333,Fire_cast_FX.dbr,7
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,initial,records/skills/nonplayerskillsgdx1/bossskills/gabbalthunn_auraofdeath.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianrylok_gabalthunn.dbr,dying,records/skills/nonplayerskills/aoe/chthonicminion_chaosblast.dbr,Skill_AttackRadius,,,,,,,,,,,,,1.25,,,Melee,NO-REF,,chthonianrylok_castattack_a01.anm,1.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,special1,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_impale.dbr,Skill_AttackWeapon,100.0,4.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,ImpaleSunder,,,chthonianservitor_attack_c01_sunder.anm,37,1.2333,,,,,37,1.2333,18,1,0.6,0.4865,0.6333,,,1.2333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),15,,,,1,0.0333,Sunder_cast_FX.dbr|Sunder_overheadcast_FX.dbr,6
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,special2,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_spitburst.dbr,Skill_AttackProjectile,100.0,7.0,3.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,SpitTriple,,,chthonianservitor_attackspittriple_a01.anm,36,1.2,records/fx/skillsother/projectile/bloodorb_fxprojectile.dbr,14.0,20.0,,36,1.2,16|18|20,3,0.5333,0.4444,0.5333,0.0667,,1.2,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,4
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,special3,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_triplechaoswave.dbr,Skill_AttackWave,100.0,6.0,6.0,MediumRange,,,,,,,1.0,16.0,1.0,,,Long,DIRECT-REF,SpitTriple,,,chthonianservitor_attackspittriple_a01.anm,36,1.2,,,,,36,1.2,16|18|20,3,0.5333,0.4444,0.5333,0.0667,,1.2,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,4
records/creatures/enemies/boss&quest/chthonianservitor_lunalvalgoth.dbr,special4,records/skills/nonplayerskillsgdx1/bossskills/lunalvalgoth_summonservitors.dbr,Skill_SpawnPet,100.0,16.0,10.0,AnyRange,,,,True,,,,,,,,Short,REF-UNSATISFIED-BY-TABLE,Summon,chthonianservitor_cast_a01.anm,1.4667,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_01.dbr,special1,records/skills/nonplayerskills/bossskills/cultist_chaosbarragenova.dbr,Skill_AttackProjectileRing,100.0,7.0,4.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,Nova,,,hero01_unarmed_spell_nova_a01.anm,19,0.6333,records/fx/skillsother/projectile/chthonic_fireballnova_projectilefx01.dbr,22.0,18.0,15.0,19,0.6333,11,1,0.3667,0.5789,0.2667,,15,0.5,0.7895,MEASURED-ALLOWINTERRUPT,8,,,,,,,4
records/creatures/enemies/boss&quest/cultist_captain_01.dbr,initial,records/skills/nonplayerskills/bossskills/cultist_chaosaura_01.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,basic,records/skills/nonplayerskills/bossskills/cultist_chaosbolt.dbr,Skill_AttackProjectile,,,,,,,,,,,,,,,,Long,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillclass03/chaosbolt_fxprojectile.dbr,40.0,18.0,36.0,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,special1,records/skills/nonplayerskills/bossskills/cultist_curse1.dbr,Skill_AttackBuffRadius,100.0,13.0,0.0,AnyRange,,,,,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,special2,records/skills/nonplayerskills/bossskills/cultist_pox1.dbr,Skill_AttackBuff,100.0,14.0,2.0,LongRange,,,,,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,special3,records/skills/nonplayerskills/bossskills/cultist_summonchthonicshard_a01.dbr,Skill_SpawnPet,100.0,11.0,5.0,AnyRange,8.0,,,False,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,Summon,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,special4,records/skills/nonplayerskills/bossskills/cultist_summonvoidfiendsc01.dbr,Skill_SpawnPet,100.0,22.0,5.0,AnyRange,,,,False,,,,,,,,Maximum,REF-UNSATISFIED-BY-TABLE,Summon,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,special5,records/skills/nonplayerskills/bossskills/cultist_ringofchaos.dbr,Skill_BuffAttackRadiusDuration,100.0,15.0,4.0,ShortRange,,6.0,,,,,,,,,,Short,REF-UNSATISFIED-BY-TABLE,Power,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_captain_02.dbr,initial,records/skills/nonplayerskills/bossskills/cultist_chaosaura_01.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,heroine01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,basic,records/skills/nonplayerskills/bossskills/cultistleader_chaoswave.dbr,Skill_AttackWave,,,,,,,,,,,1.2000000476837158,20.0,0.30000001192092896,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,special1,records/skills/nonplayerskills/bossskills/cultist_curse1.dbr,Skill_AttackBuffRadius,100.0,12.0,0.0,AnyRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,special2,records/skills/nonplayerskills/bossskills/cultist_novalifedrain01.dbr,Skill_AttackRadius,100.0,8.0,4.0,ShortRange,,,,,,,,,0.0,,,Melee,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,special3,records/skills/nonplayerskills/bossskills/loghorrean_summonvoid.dbr,Skill_TargetedSpawnPet,100.0,9.0,3.0,AnyRange,5.0,,,,,,,,,,,Boss,REF-UNSATISFIED-BY-TABLE,Summon,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,special4,records/skills/nonplayerskills/bossskills/cultist_chaosbarrage.dbr,Skill_AttackProjectileBurst,100.0,6.0,4.0,MediumRange,,,,,,,,,,,,Long,DIRECT-REF,DoomFast,,,hero01_sword1h_spell_doombolt_long_a01.anm,95,3.1667,records/fx/skillsother/projectile/chthonic_fireball_projectilefx01.dbr,22.0,18.0,35.0,95,3.1667,86,1,2.8667,0.9053,0.3,,90,3.0,0.9474,MEASURED-ALLOWINTERRUPT,80,,,,2,0.0667,doom_cast_fx.dbr,7
records/creatures/enemies/boss&quest/cultist_cultleader_01.dbr,special5,records/skills/nonplayerskills/bossskills/cultist_summonchthonicshard_a01.dbr,Skill_SpawnPet,100.0,12.0,4.0,AnyRange,8.0,,,False,,,,,,,,Long,REF-UNSATISFIED-BY-TABLE,Summon,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,basic,records/skills/nonplayerskills/bossskills/cultist_chaosorb.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Long,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/cultist_chaosbolt_fxprojectile_burst.dbr,9.0,18.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,special1,records/skills/nonplayerskills/bossskills/cultist_curse1.dbr,Skill_AttackBuffRadius,100.0,14.0,2.0,AnyRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,special2,records/skills/nonplayerskills/bossskills/cultist_doombolt.dbr,Skill_AttackRadiusLightning,100.0,10.0,6.0,LongRange,,,,,,,,,0.20000000298023224,,,Long,DIRECT-REF,Doombolt,,,hero01_cultist_spell_doombolt_a01.anm,19,0.6333,,,,,19,0.6333,11,1,0.3667,0.5789,0.2667,,15,0.5,0.7895,MEASURED-ALLOWINTERRUPT,4,,,,,,,6
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,special3,records/skills/nonplayerskills/bossskills/cultist_summonvoidfiendsa01.dbr,Skill_SpawnPet,100.0,20.0,8.0,AnyRange,8.0,,,False,,,,,,,,Moderate,DIRECT-REF,Summon,,,hero01_cultist_spell_summon_a01.anm,16,0.5333,,,,,16,0.5333,8,1,0.2667,0.5,0.2667,,10,0.3333,0.625,MEASURED-ALLOWINTERRUPT,5,,,,,,,3
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,special4,records/skills/nonplayerskills/bossskills/chthonianabomination_summondevourers_a01.dbr,Skill_SpawnPet,100.0,14.0,2.0,AnyRange,8.0,,,False,,,,,,,,Moderate,DIRECT-REF,Summon,,,hero01_cultist_spell_summon_a01.anm,16,0.5333,,,,,16,0.5333,8,1,0.2667,0.5,0.2667,,10,0.3333,0.625,MEASURED-ALLOWINTERRUPT,5,,,,,,,3
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,special5,records/skills/nonplayerskills/bossskills/cultist_ringofchaos.dbr,Skill_BuffAttackRadiusDuration,100.0,15.0,8.0,ShortRange,,6.0,,,,,,,,,,Short,DIRECT-REF,Power,,,hero01_cultist_spellbuffself.anm,19,0.6333,,,,,19,0.6333,11,1,0.3667,0.5789,0.2667,,14,0.4667,0.7368,MEASURED-ALLOWINTERRUPT,5,,,,,,,5
records/creatures/enemies/boss&quest/cultist_summoner_01.dbr,initial,records/skills/nonplayerskills/bossskills/cultist_chaosaura_01.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,basic,records/skills/nonplayerskills/bossskills/salazar_chaosorb.dbr,Skill_AttackProjectileBurst,,,,,,,,,,,,,,,,Long,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/cultist_chaosbolt_fxprojectile_burst.dbr,9.0,18.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,special1,records/skills/nonplayerskills/bossskills/salazar_curse1.dbr,Skill_AttackBuffRadius,100.0,10.0,0.0,MediumRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,special2,records/skills/nonplayerskills/bossskills/salazar_doombolt1.dbr,Skill_AttackRadiusLightning,80.0,8.0,2.0,LongRange,,,,,,,,,0.25,,,Long,DIRECT-REF,Doombolt,,,hero01_sword1h_spell_doombolt_a01.anm,19,0.6333,,,,,19,0.6333,11,1,0.3667,0.5789,0.2667,,14,0.4667,0.7368,MEASURED-ALLOWINTERRUPT,4,,,,,,,5
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,special3,records/skills/nonplayerskills/bossskills/salazar_sigilofdestruction1.dbr,Skill_AttackProjectileAreaEffect,80.0,6.0,2.0,AnyRange,,8.0,,,,,,,,,,Moderate,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/aoe/sigilofchthon_projectilefx02.dbr,,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,special4,records/skills/nonplayerskills/bossskills/salazar_summonminion.dbr,Skill_SpawnPet,100.0,20.0,6.0,AnyRange,12.0,,,False,,,,,,,,Moderate,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/cultistdungeon_sectleader.dbr,special5,records/skills/nonplayerskills/bossskills/salazar_possession1.dbr,Skill_BuffSelfColossus,100.0,45.0,9.0,AnyRange,40.0,15.0,,,,,,,,,,Short,DIRECT-REF,Possession,,,hero01_possession_a.anm,91,3.0333,,,,,91,3.0333,30,1,1.0,0.3297,2.0333,,,3.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),5,,,,5,0.1667,Possession_Cast_FX.dbr,3
records/creatures/enemies/boss&quest/dermapteran_queen02.dbr,special1,records/skills/nonplayerskills/bossskills/dermapteranqueen_acidimpale.dbr,Skill_AttackWeapon,100.0,6.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Impale,,,dermapteranqueen_phase02_attackspecial_a01.anm,36,1.2,,,,,36,1.2,12|24,2,0.4,0.3333,0.4,0.4,,1.2,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),8|20,,,,12,0.4,GolemRock_RockSmash_Trail_FX01.dbr,6
records/creatures/enemies/boss&quest/dermapteran_queen02.dbr,special2,records/skills/nonplayerskills/bossskills/dermapteranqueen_charge.dbr,Skill_AttackWeaponCharge,100.0,4.0,2.0,LongRange,,,,,True,records/fx/skillclass01/blitz1_warmuploop_fx01.dbr,,,,,,Melee,REF-UNSATISFIED-BY-TABLE,Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_queen02.dbr,special3,records/skills/nonplayerskills/bossskills/dermapteranqueen_dropceiling.dbr,Skill_BuffAttackRadiusDrop,100.0,12.0,7.0,AnyRange,,10.0,,,,,,,0.5,,2.0,Maximum,NO-REF,,dermapteranqueen_phase02_cast_a01.anm,1.4667,,,,records/fx/skillsother/projectile/avalanche_projectilefx01.dbr,12.0,24.0,45.0,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier01.dbr,special1,records/skills/nonplayerskills/bossskills/dermapteranvizier_acidimpale.dbr,Skill_AttackWeapon,100.0,5.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Impale,,,dermapteran_attackspecial_01.anm,51,1.7,,,,,51,1.7,28|29,2,0.9333,0.549,0.7333,0.0333,,1.7,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),25|25,,,,15,0.5,GolemRock_RockSmash_Trail_FX01.dbr,7
records/creatures/enemies/boss&quest/dermapteran_vizier01.dbr,special2,records/skills/nonplayerskills/heroskills/archetypes/diseased_gascloud.dbr,Skill_AttackProjectileAreaEffect,100.0,6.0,3.0,AnyRange,,10.0,,,,,,,,,,Long,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,records/fx/skillsother/projectile_aoe/fx_poisoncloud_projectile01.dbr,,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier01.dbr,special3,records/skills/nonplayerskills/bossskills/dermapteranvizier_summonweavil.dbr,Skill_SpawnPetMonster,100.0,12.0,4.0,AnyRange,,,,False,,,,,,,,Moderate,REF-UNSATISFIED-BY-TABLE,Summon,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier01.dbr,initial,records/skills/nonplayerskills/heroskills/archetypes/diseased_diseasecloud.dbr,Skill_BuffAttackRadiusToggled,,,,,15.0,,,,,,,,,,,Short,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier02.dbr,special1,records/skills/nonplayerskills/bossskills/dermapteranvizier_ravage.dbr,Skill_AttackWeapon,100.0,4.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Ravage,,,dermapteran_attackspecial_02.anm,51,1.7,,,,,51,1.7,30|34|39,3,1.0,0.5882,0.4,0.15,,1.7,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),28|32|35,,,,15,0.5,GolemRock_RockSmash_Trail_FX01.dbr,9
records/creatures/enemies/boss&quest/dermapteran_vizier02.dbr,special2,records/skills/nonplayerskills/bossskills/dermapteranvizier_firewave.dbr,Skill_AttackWave,100.0,8.0,0.0,MediumRange,,,,,,,2.0,12.0,0.30000001192092896,,,Short,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier02.dbr,special3,records/skills/nonplayerskills/heroskills/archetypes/burning_ringofflame.dbr,Skill_BuffAttackRadiusDuration,100.0,10.0,3.0,ShortRange,12.0,6.0,,,,,,,,,,Long,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier03.dbr,special1,records/skills/nonplayerskills/bossskills/dermapteranvizier_ravage.dbr,Skill_AttackWeapon,100.0,4.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Ravage,,,dermapteran_attackspecial_02.anm,51,1.7,,,,,51,1.7,30|34|39,3,1.0,0.5882,0.4,0.15,,1.7,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),28|32|35,,,,15,0.5,GolemRock_RockSmash_Trail_FX01.dbr,9
records/creatures/enemies/boss&quest/dermapteran_vizier03.dbr,special2,records/skills/nonplayerskills/bossskills/dermapteranvizier_summonweavil.dbr,Skill_SpawnPetMonster,100.0,12.0,4.0,AnyRange,,,,False,,,,,,,,Moderate,REF-UNSATISFIED-BY-TABLE,Summon,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier03.dbr,special3,records/skills/nonplayerskills/heroskills/archetypes/corrupted_aetherconflagration.dbr,Skill_AttackProjectileAreaEffect,100.0,6.0,0.0,AnyRange,,6.0,,,,,,,,,,Short,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,records/fx/skillsother/aoe/aetherring_projectilefx01.dbr,,3.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dermapteran_vizier03.dbr,initial,records/skills/nonplayerskills/heroskills/archetypes/corrupted_aetheraura.dbr,Skill_BuffRadiusToggled,,,,,,,,True,,,,,,,,,NO-REF,,dermapteran_attack_01.anm,0.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/dranghoul_jaggedwaste.dbr,special1,records/skills/nonplayerskills/bossskills/bloodfeast_impale.dbr,Skill_AttackWeapon,100.0,6.0,1.0,ShortRange,,,,,,,,,,,,Melee,DIRECT-REF,Impale,,,dranghoul_01_attack_special_impale.anm,46,1.5333,,,,,46,1.5333,21,1,0.7,0.4565,0.8333,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),15,,,,8,0.2667,chaos_castChargeFast02_FX.dbr,5
records/creatures/enemies/boss&quest/dranghoul_jaggedwaste.dbr,special2,records/skills/nonplayerskills/heroskills/crimsonbane_crimsonspout.dbr,Skill_AttackProjectileAreaEffect,100.0,8.0,3.0,MediumRange,,6.0,,,,,,,,,,Long,NO-REF,,dranghoul_01_attack_cast_a.anm,0.8667,,,,records/fx/skillsother/projectile_aoe/fx_bloodspout_projectile01.dbr,,20.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/ghost_arkovianfoothills_01.dbr,basic,records/skills/nonplayerskills/bossskills/wradlith_cadence.dbr,Skill_WeaponPool_ChargedFinale,,,,,,,10.0,,,,,,0.10000000149011612,,,Short,DIRECT-REF,Cadence,,,hero01_sword2h_skill_cadence_a01.anm,25,0.8333,,,,,25,0.8333,12,1,0.4,0.48,0.4333,,17,0.5667,0.68,MEASURED-ALLOWINTERRUPT,12,16,0.1333,,,,,5
records/creatures/enemies/boss&quest/ghost_arkovianfoothills_01.dbr,special1,records/skills/nonplayerskills/bossskills/wradlith_ghostlyfireballnova.dbr,Skill_AttackProjectileRing,100.0,5.0,3.0,MediumRange,,,,,,,,,,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/ghost_fireball_projectile_burstfx01.dbr,12.0,16.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/ghost_arkovianfoothills_01.dbr,special2,records/skills/nonplayerskills/bossskills/wradlith_ghostlyfireballburst.dbr,Skill_AttackProjectileBurst,100.0,3.0,4.0,LongRange,,,,,,,,,,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/ghost_fireball_projectile_burstfx01.dbr,12.0,16.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/ghost_arkovianfoothills_01.dbr,special3,records/skills/nonplayerskills/bossskills/oligarch_ringofflame.dbr,Skill_BuffAttackRadiusDuration,100.0,9.0,1.0,ShortRange,12.0,5.0,,,,,,,,,,Short,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/ghost_maninneed_01.dbr,basic,records/skills/nonplayerskills/bossskills/wraithofsorrows_ghostlyfireballnova.dbr,Skill_AttackProjectileRing,,,,,,,,,,,,,,,,Maximum,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,records/fx/skillsother/projectile/ghost_fireball_projectile_burstfx01.dbr,12.0,16.0,,,,,,,,,,,,,,,,,,,,,
records/creatures/enemies/boss&quest/ghost_maninneed_01.dbr,special1,records/skills/nonplayerskills/bossskills/wraithofsorrows_shadowstrike.dbr,Skill_AttackWeaponBlink,100.0,8.0,6.0,LongRange,,,,,True,,,,,,,Moderate,DIRECT-REF,ShadowStrike,,,hero01_sword2h_skill_jumpattack02.anm,21,0.7,,,,,21,0.7,8,1,0.2667,0.381,0.4333,,14,0.4667,0.6667,MEASURED-ALLOWINTERRUPT,5,8,0.1,,,,,6
records/creatures/enemies/boss&quest/ghost_maninneed_01.dbr,special2,records/skills/nonplayerskills/bossskills/wraithofsorrows_drainspirit.dbr,Skill_AttackBuff,100.0,12.0,0.0,AnyRange,,,,,,,,,,,,,NO-REF,,hero01_sword1h_spellattack_b01.anm,0.6333,,,,,,,,,,,,,,,,,,,,,,,,,,,
