record,status,arz_owners,anim_table,controller,monster_classification,character_attack_speed,character_attack_speed_tag,character_spellcast_speed,character_run_speed,walk_speed,run_speed_jitter,min_rotation_speed,max_rotation_speed,num_attack_slots,waiting_anim_delay_ms,death_anim_blend_time,basic_attack_anims,basic_attack_anim_weights,basic_attack_anim_speeds,basic_attack_anim_durs_s,basic_attack_dur_s,basic_swing_period_s,anim_classes_alt,ctrl_max_swing_pause,ctrl_reposition_chance,ctrl_dodge_chance,ctrl_dodge_delay,ctrl_pursuit_time_ms,ctrl_view_distance,ctrl_inner_view_distance,ctrl_flee_behavior,ctrl_enemy_too_close,basic_anm_frames,basic_anm_dur_s,basic_hit_frames,basic_n_hits,basic_windup_s,basic_windup_frac,basic_recovery_s,basic_intra_clip_hit_gap_s,basic_allow_interrupt_frame,basic_root_lock_s,basic_root_lock_frac,basic_root_lock_grade,basic_swipe_on_frames,basic_swipe_off_frames,basic_active_window_s,basic_ps_window_s,basic_fx_first_frame,basic_fx_first_onset_s,basic_fx_entities,basic_n_events
records/creatures/enemies/bounties/kc_bounty09.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_zombiemutanta01.dbr,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,0.8999999761581421,1.149999976158142,0.0,9.0,12.0,8,5000,250.0,voidfiend_attack_01.anm|voidfiend_attack_02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.303,,1.100000023841858,0,0,0,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/kc_bounty10.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/kc_bounty11.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_ghoul.dbr,records/controllers/enemy/controller_ghoul01.dbr,Hero,1.2000000476837158,CharacterAttackSpeedAverage,1.0,1.149999976158142,0.75,15.0,4.0,8.0,8,5000,250.0,ghoul_attack_a01.anm|ghoul_attack_b01.anm,100.0|100.0,1.25|1.25,0.8800|0.7200,0.8,0.6667,,0.5,50,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,15,1,0.5,0.4545,0.6,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/kc_bounty13.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianabomination.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,15.0,4.0,8.0,8,5000,250.0,abomination_attack_a01.anm|abomination_attack_b01.anm,100.0|100.0,1.0|1.0,2.0333|2.0333,2.0333,2.0333,,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,61,2.0333,27,1,0.9,0.4426,1.1333,,,2.0333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),23,,,,,,,2
records/creatures/enemies/bounties/kc_bounty19.dbr,OK,base|sm_mod,records/creatures/pc/anm_femalepc.dbr,records/controllers/enemy/controller_human_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.75,0.699999988079071,0.699999988079071,0.0,12.0,18.0,8,5000,250.0,heroine01_sword1h_attack_a01.anm|heroine01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/odv_bounty06.dbr,OK,base|sm_mod,records/creatures/pc/anm_femalepc.dbr,records/controllers/enemy/controller_humanpossessed_rangedcaster.dbr,Hero,0.75,CharacterAttackSpeedAverage,0.75,0.6600000262260437,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,heroine01_sword1h_attack_a01.anm|heroine01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.6756,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.7999999523162842,45,75,3000,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/odv_bounty07.dbr,OK,base|sm_mod,records/creatures/pc/anm_malepc.dbr,records/controllers/enemy/controller_zealot_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,0.6600000262260437,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/odv_bounty08.dbr,OK,base|sm_mod,records/creatures/pc/anm_femalepc.dbr,records/controllers/enemy/controller_zealot_meleebasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,1.0,0.699999988079071,15.0,4.0,8.0,8,5000,250.0,heroine01_sword1h_attack_a01.anm|heroine01_sword1h_attack_b01.anm,100.0|100.0,1.0|1.0,0.6333|0.6333,0.6333,0.7451,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.2000000476837158,0,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/odv_bounty09.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_half-troll_corrupted.dbr,records/controllers/enemy/controller_trollhalfcorrupted.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,0.75,15.0,4.0,8.0,8,5000,250.0,half-troll_corrupted_sword1h_attack_01a.anm|half-troll_corrupted_sword1h_attack_01b.anm|half-troll_corrupted_sword1h_attack_01c.anm,100.0|100.0|100.0,1.0|1.0|1.0,0.6333|0.6333|0.6333,0.6333,0.6333,sHanded|ranged2h,1.0499999523162842,45,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,9,1,0.3,0.4737,0.3333,,14,0.4667,0.7368,MEASURED-ALLOWINTERRUPT,7,,,,,,,3
records/creatures/enemies/bounties/odv_bounty10.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_reanimator01.dbr,records/controllers/enemy/controller_reanimator.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,,6.0,10.0,8,5000,250.0,reanimator_attack_01.anm|reanimator_attack_02.anm,100.0|100.0,1.25|1.25,1.1200|1.0933,1.1067,1.1067,sHanded|dHanded,1.2999999523162842,75,70,4000,10000,80.0,12.0,NeverFlee,0.0,42,1.4,16,1,0.5333,0.381,0.8667,,,1.4,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/odv_bounty11.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_ghoul.dbr,records/controllers/enemy/controller_ghoul01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.149999976158142,1.0,0.75,15.0,4.0,8.0,8,5000,250.0,ghoul_attack_a01.anm|ghoul_attack_b01.anm,100.0|100.0,1.25|1.25,0.8800|0.7200,0.8,0.8,,0.5,50,0,0,10000,80.0,12.0,NeverFlee,0.0,33,1.1,15,1,0.5,0.4545,0.6,,,1.1,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/odv_bounty12.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.149999976158142,30.0,4.0,8.0,8,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.8167,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/bounties/odv_bounty13.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_skeleton.dbr,records/controllers/enemy/controller_skeletoncaster01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.0,10.0,4.0,8.0,8,5000,250.0,skeleton_01a_attack_a.anm|skeleton_01a_attack_b.anm|skeleton_01a_attack_a.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.0933|1.2267|1.0933,1.1378,1.1378,sHanded|ranged2h,1.7999999523162842,65,,,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,24,1,0.8,0.5854,0.5667,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),20,,,,,,,2
records/creatures/enemies/bounties/pm_bounty05.dbr,OK,gdx1|gdx3|sm1,records/creatures/enemies/anm/anm_aetherialbloater.dbr,records/controllers/enemy/controller_aetherialbloater.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.0,,12.0,18.0,8,5000,250.0,aetherialbloater_attack_a01.anm|aetherialbloater_attack_b01.anm|aetherialbloater_attack_c01.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.0933|1.0933|1.6267,1.2711,1.2711,,0.30000001192092896,0,0,0,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,14,1,0.4667,0.3415,0.9,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),11,,,,,,,2
records/creatures/enemies/bounties/pm_bounty06.dbr,OK,gdx1|sm1,records/creatures/enemies/anm/anm_aetherialcolossus.dbr,records/controllers/enemy/controller_aetherialcolossus.dbr,Hero,1.350000023841858,CharacterAttackSpeedAverage,1.350000023841858,1.100000023841858,1.0,,12.0,18.0,8,5000,250.0,aetherialcolossus_attack_a01.anm|aetherialcolossus_attack_b01.anm,100.0|100.0,1.25|1.25,1.7333|1.6267,1.68,1.2444,,0.30000001192092896,0,0,0,10000,80.0,12.0,NeverFlee,0.0,65,2.1667,23,1,0.7667,0.3538,1.4,,,2.1667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),18,,,,,,,2
records/creatures/enemies/bounties/pm_bounty07.dbr,OK,gdx1|sm1,records/creatures/enemies/anm/anm_aetherialfleshshaper.dbr,records/controllers/enemy/controller_aetherialfleshshaper.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.0,,6.0,10.0,8,5000,250.0,aetherialfleshshaper_attack_a01.anm|aetherialfleshshaper_attack_a02.anm,100.0|100.0,1.25|1.25,1.1200|1.0933,1.1067,1.1067,,1.2999999523162842,75,70,4000,10000,80.0,12.0,NeverFlee,0.0,42,1.4,16,1,0.5333,0.381,0.8667,,,1.4,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/pm_bounty08.dbr,OK,gdx1|sm1,records/creatures/enemies/anm/anm_humanfemale_possessed.dbr,records/controllers/enemy/controller_humanascended_rangedcaster.dbr,Hero,0.75,CharacterAttackSpeedAverage,0.75,0.6600000262260437,0.699999988079071,,4.0,8.0,8,5000,250.0,heroine01_sword1h_attack_a01.anm|heroine01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.6756,sHanded|dHanded|dualRanged|staff|ranged1h|ranged2h,1.7999999523162842,45,75,5000,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/ro_bounty10.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_ghost_male.dbr,records/controllers/enemy/controller_ghost_rangedbasic.dbr,Hero,0.8500000238418579,CharacterAttackSpeedAverage,0.8999999761581421,0.6000000238418579,1.0,15.0,4.0,8.0,8,5000,250.0,hero01_sword1h_attack_a01.anm|hero01_sword1h_attack_b01.anm,100.0|100.0,1.25|1.25,0.5067|0.5067,0.5067,0.5961,sHanded|dHanded|dualRanged|ranged1h|ranged2h|axe2h|mace2h|sword2h|spear2h,1.7000000476837158,50,0,0,10000,80.0,12.0,NeverFlee,0.0,19,0.6333,8,1,0.2667,0.4211,0.3667,,11,0.3667,0.5789,MEASURED-ALLOWINTERRUPT,6,11,0.1667,0.2333,,,,6
records/creatures/enemies/bounties/ro_bounty11.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_harpy.dbr,records/controllers/enemy/controller_harpymelee01.dbr,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,0.8999999761581421,1.2000000476837158,15.0,4.0,8.0,8,5000,250.0,harpy_attack_a01.anm|harpy_attack_a02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.303,sHanded|staff,0.8999999761581421,0,0,0,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/bounties/ro_bounty12.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_skeleton.dbr,records/controllers/enemy/controller_skeletoncaster01.dbr,Hero,1.0,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.0,10.0,4.0,8.0,8,5000,250.0,skeleton_01a_attack_a.anm|skeleton_01a_attack_b.anm|skeleton_01a_attack_a.anm,100.0|100.0|100.0,1.25|1.25|1.25,1.0933|1.2267|1.0933,1.1378,1.1378,sHanded|ranged2h,1.7999999523162842,65,,,10000,80.0,12.0,NeverFlee,0.0,41,1.3667,24,1,0.8,0.5854,0.5667,,,1.3667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),20,,,,,,,2
records/creatures/enemies/bounties/ro_bounty19.dbr,OK,base|gdx3|sm_mod,records/creatures/enemies/anm/anm_golembone_phase01.dbr,records/controllers/enemy/controller_meleetank.dbr,Hero,1.149999976158142,CharacterAttackSpeedAverage,1.0,1.350000023841858,1.0,15.0,4.0,8.0,8,5000,250.0,golembone_phase01_meleeattack_a01.anm|golembone_phase01_meleeattack_b01.anm,100.0|100.0,1.25|1.25,1.3600|1.3600,1.36,1.1826,,1.0,0,0,0,10000,80.0,12.0,NeverFlee,0.0,51,1.7,34|35,2,1.1333,0.6667,0.5333,0.0333,,1.7,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),27|28,,,,,,,4
records/creatures/enemies/chthonianabomination_tentacles_a01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthoniantentacle.dbr,records/controllers/enemy/controller_trapprojectiles.dbr,Common,1.0,CharacterAttackSpeedAverage,1.0,0.0,1.0,0.0,9.0,12.0,4,5000,250.0,abominationtentacles_attack_a01.anm,100.0,1.0,1.5333,1.5333,1.5333,,0.30000001192092896,0,0,3000,30000,8.0,8.0,NeverFlee,2.0,46,1.5333,18,1,0.6,0.3913,0.9333,,,1.5333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/chthoniandevourer_a00_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Common,1.4500000476837158,CharacterAttackSpeedAverage,1.0,1.2000000476837158,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.5632,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_a01.dbr,OK,base|gdx3|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Common,1.4500000476837158,CharacterAttackSpeedAverage,1.0,1.2000000476837158,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.5632,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_a01_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Common,1.4500000476837158,CharacterAttackSpeedAverage,1.0,1.2000000476837158,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.5632,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_b01.dbr,OK,base|gdx3|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Champion,1.350000023841858,CharacterAttackSpeedAverage,1.0,1.149999976158142,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.6049,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_b01_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Champion,1.350000023841858,CharacterAttackSpeedAverage,1.0,1.149999976158142,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.6049,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_b02.dbr,OK,base|gdx3|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Champion,1.350000023841858,CharacterAttackSpeedAverage,1.0,1.149999976158142,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.6049,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandevourer_b02_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_devourer.dbr,records/controllers/enemy/controller_chthoniandevourer.dbr,Champion,1.350000023841858,CharacterAttackSpeedAverage,1.0,1.149999976158142,1.149999976158142,30.0,4.0,8.0,4,5000,250.0,devourer_attack_a01.anm|devourer_attack_b01.anm,100.0|100.0,1.0|1.0,0.8333|0.8000,0.8167,0.6049,,0.6000000238418579,0,0,6000,10000,80.0,12.0,NeverFlee,0.0,25,0.8333,11,1,0.3667,0.44,0.4667,,,0.8333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),6,,,,,,,2
records/creatures/enemies/chthoniandreadguard_a01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_dreadguard.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Common,1.0,CharacterAttackSpeedAverage,1.0,1.0,1.149999976158142,0.0,4.0,8.0,4,5000,250.0,dreadguard_sword2h_attack_a01.anm|dreadguard_sword2h_attack_b01.anm,100.0|100.0,1.25|1.25,0.7733|0.8000,0.7867,0.7867,axe2h|mace2h|sword2h|spear2h,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,12,1,0.4,0.4138,0.5667,,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,,,,2
records/creatures/enemies/chthoniandreadguard_b01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_dreadguard.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Champion,1.0,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.149999976158142,0.0,4.0,8.0,4,5000,250.0,dreadguard_sword2h_attack_a01.anm|dreadguard_sword2h_attack_b01.anm,100.0|100.0,1.25|1.25,0.7733|0.8000,0.7867,0.7867,axe2h|mace2h|sword2h|spear2h,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,12,1,0.4,0.4138,0.5667,,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,,,,2
records/creatures/enemies/chthoniandreadguard_c01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_dreadguard.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Champion,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.149999976158142,0.0,4.0,8.0,4,5000,250.0,dreadguard_sword2h_attack_a01.anm|dreadguard_sword2h_attack_b01.anm,100.0|100.0,1.25|1.25,0.7733|0.8000,0.7867,0.7152,axe2h|mace2h|sword2h|spear2h,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,12,1,0.4,0.4138,0.5667,,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,,,,2
records/creatures/enemies/chthoniandreadguard_c02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_dreadguard.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Champion,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.149999976158142,0.0,4.0,8.0,4,5000,250.0,dreadguard_sword2h_attack_a01.anm|dreadguard_sword2h_attack_b01.anm,100.0|100.0,1.25|1.25,0.7733|0.8000,0.7867,0.7152,axe2h|mace2h|sword2h|spear2h,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,12,1,0.4,0.4138,0.5667,,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,,,,2
records/creatures/enemies/chthoniandreadguard_d01_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonian_dreadguard.dbr,records/controllers/enemy/controller_chthonicminiona01.dbr,Hero,1.100000023841858,CharacterAttackSpeedAverage,1.0,1.100000023841858,1.149999976158142,0.0,4.0,8.0,4,5000,250.0,dreadguard_sword2h_attack_a01.anm|dreadguard_sword2h_attack_b01.anm,100.0|100.0,1.25|1.25,0.7733|0.8000,0.7867,0.7152,axe2h|mace2h|sword2h|spear2h,0.6000000238418579,75,50,1500,10000,80.0,12.0,NeverFlee,0.0,29,0.9667,12,1,0.4,0.4138,0.5667,,,0.9667,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),9,,,,,,,2
records/creatures/enemies/chthonianfiend_a01.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_zombiemutanta01.dbr,Common,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.149999976158142,20.0,4.0,8.0,4,5000,250.0,voidfiend_attack_01.anm|voidfiend_attack_02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.4333,,1.100000023841858,0,0,0,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/chthonianfiend_a01_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_zombiemutanta01.dbr,Common,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.149999976158142,20.0,4.0,8.0,4,5000,250.0,voidfiend_attack_01.anm|voidfiend_attack_02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.4333,,1.100000023841858,0,0,0,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/chthonianfiend_a02.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_humanchthonic_rangedcaster.dbr,Champion,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.149999976158142,20.0,4.0,8.0,4,5000,250.0,voidfiend_attack_01.anm|voidfiend_attack_02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.4333,,1.600000023841858,45,75,3000,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
records/creatures/enemies/chthonianfiend_a02_summon.dbr,OK,base|sm_mod,records/creatures/enemies/anm/anm_chthonianvoidfiend.dbr,records/controllers/enemy/controller_humanchthonic_rangedcaster.dbr,Champion,1.0,CharacterAttackSpeedAverage,1.0,0.800000011920929,1.149999976158142,20.0,4.0,8.0,4,5000,250.0,voidfiend_attack_01.anm|voidfiend_attack_02.anm,100.0|100.0,1.0|1.0,1.4333|1.4333,1.4333,1.4333,,1.600000023841858,45,75,3000,10000,80.0,12.0,NeverFlee,0.0,43,1.4333,15,1,0.5,0.3488,0.9333,,,1.4333,1.0,MEASURED-NO-INTERRUPT-POINT(full-clip lock),12,,,,,,,2
