global_wave,tier,tier_wave,spawn_point,proxy_class,proxy_record,proxy_archive,legendary_override,pool_record,pool_archive,pool_weight,pool_kind,spawn_min,spawn_max,champion_chance,champion_min,champion_max,roster_n,champ_roster_n,roster_names,roster_records,champ_names,champ_records,ignore_game_balance,igb_field_state,igb_provenance
67,7,7,4,Proxy,records/proxies/tier07waves/proxy_w07_p04a.dbr,sm_mod,False,records/proxies/poolsbasic/thornedhorror_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,4,0,Briarthorn Horror | Briarthorn Terror | Briarthorn Monstrosity | Rifthound,records/creatures/enemies/thornedhorrora_a01.dbr | records/creatures/enemies/thornedhorrora_b01.dbr | records/creatures/enemies/thornedhorrora_c01.dbr | records/creatures/enemies/rifthound_swamp_a01.dbr,,,False,PRESENT,DB-CITED
67,7,7,4,Proxy,records/proxies/tier07waves/proxy_w07_p04a.dbr,sm_mod,False,records/proxies/poolsbasic/dranghoul_t2.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,5,0,Dranghoul Enforcer | Dranghoul Tyrant | Groble ~ Snake Clan Warrior | Groble ~ Snake Clan Champion | Groble ~ Snake Clan Venomancer,records/creatures/enemies/dranghoul_warrior_a01.dbr | records/creatures/enemies/dranghoul_warrior_b01.dbr | records/creatures/enemies/groblea_warrior_a01.dbr | records/creatures/enemies/groblea_warrior_b01.dbr | records/creatures/enemies/groblea_shaman_b01.dbr,,,False,PRESENT,DB-CITED
67,7,7,5,ProxyAmbush,records/proxies/tier07waves/proxy_w07_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesice_t2.dbr,sm_mod,100.0,trash,7.0,7.0,0.0,0.0,0.0,1,0,Cold One,records/creatures/enemies/zombie_d01.dbr,,,False,PRESENT,DB-CITED
67,7,7,5,ProxyAmbush,records/proxies/tier07waves/proxy_w07_p05a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiespoison_t2.dbr,sm_mod,100.0,trash,7.0,7.0,0.0,0.0,0.0,2,0,Wretcher | Plague Walker,records/creatures/enemies/zombie_b01.dbr | records/creatures/enemies/zombie_g01.dbr,,,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes01.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,14,,,"Athraz, the Watcher | Naladrak, Essence of the Flame | Idalazius, the Corruptor | Gal'Barok | Har'Nadiin | Ellon'Siin | Udal'Nadal | Balok'Grot | Orudin'Ak | Serethal'Siin | Wallan'Siin | Zagal'Udal ~ Electrified | Rigak'Doth ~ Reflective | Palloth'Dar ~ Frozen",records/creatures/enemies/devotion/aetherialphantom_h01.dbr | records/creatures/enemies/devotion/aetherialphantom_h02.dbr | records/creatures/enemies/devotion/aetherialphantom_h03.dbr | records/creatures/enemies/devotion/chthoniandevourer_h01.dbr | records/creatures/enemies/devotion/chthoniandevourer_h02.dbr | records/creatures/enemies/devotion/chthoniandevourer_h03.dbr | records/creatures/enemies/devotion/chthoniandevourer_h04.dbr | records/creatures/enemies/devotion/chthoniandevourer_h05.dbr | records/creatures/enemies/devotion/chthoniandevourer_h06.dbr | records/creatures/enemies/devotion/chthoniandreadguard_h01.dbr | records/creatures/enemies/devotion/chthoniandreadguard_h02.dbr | records/creatures/enemies/devotion/chthoniandreadguard_h03.dbr | records/creatures/enemies/devotion/chthoniandreadguard_h04.dbr | records/creatures/enemies/devotion/chthoniandreadguard_h05.dbr,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes02.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,13,,,Udal'Thel | Walloth'Dar | Eldon'Siin ~ Electrified | Sen'Udal ~ Burning | Halloth'Siin | Carath'Lud | Elegor'Dar | Fallim'Gargoth | Ossius'Dar | Blagal'Doth | Mal'Thallon ~ Frozen | Shogal'Gargoth ~ Shielded | Chthonian Unraveler,records/creatures/enemies/devotion/chthonianfiend_h02.dbr | records/creatures/enemies/devotion/chthonianfiend_h03.dbr | records/creatures/enemies/devotion/chthonianfiend_h04.dbr | records/creatures/enemies/devotion/chthonianfiend_h05.dbr | records/creatures/enemies/devotion/chthonianfiend_h06.dbr | records/creatures/enemies/devotion/chthonianminion_h01.dbr | records/creatures/enemies/devotion/chthonianminion_h02.dbr | records/creatures/enemies/devotion/chthonianminion_h03.dbr | records/creatures/enemies/devotion/chthonianminion_h04.dbr | records/creatures/enemies/devotion/chthonianminion_h05.dbr | records/creatures/enemies/devotion/chthonianminion_h06.dbr | records/creatures/enemies/devotion/chthonianminion_h07.dbr | records/creatures/enemies/devotion/chthonianmonstrosity_h01.dbr,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes03.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,13,,,Kollus ~ Burning | Feseron ~ Electrified | Odellia Lanos | Marden Thal ~ Burning | Agalla Varos ~ Regenerator | Stormbane ~ Electrified | Baullos Gar ~ Electrified | Senal Thandris ~ Corrupted | Develos Ondal | Barrosa Namos | Aneria Thandris | Direcrix | Malocrix ~ Voidtouched,records/creatures/enemies/devotion/fleshhulk_h03.dbr | records/creatures/enemies/devotion/fleshhulk_h04.dbr | records/creatures/enemies/devotion/ghost_h01.dbr | records/creatures/enemies/devotion/ghost_h02.dbr | records/creatures/enemies/devotion/ghost_h03.dbr | records/creatures/enemies/devotion/ghost_h04.dbr | records/creatures/enemies/devotion/ghost_h05.dbr | records/creatures/enemies/devotion/ghost_h06.dbr | records/creatures/enemies/devotion/ghost_h07.dbr | records/creatures/enemies/devotion/ghost_h08.dbr | records/creatures/enemies/devotion/ghost_h09.dbr | records/creatures/enemies/devotion/prawncave_h01.dbr | records/creatures/enemies/devotion/prawncave_h02.dbr,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes04.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,13,,,Icesharn ~ Frozen | Flamegore ~ Burning | Aethergore ~ Corrupted | Voidreach ~ Voidtouched | Elledar Bloodthirster | Priest Dagoll | Damnoth | Everon ~ Burning | Vengar the Vengeful ~ Reflective | Rimelord ~ Frozen | Tenethon | Alladon the Flamewatcher | Elagorian Darkmarrow,records/creatures/enemies/devotion/skeletalgolem_h02.dbr | records/creatures/enemies/devotion/skeletalgolem_h03.dbr | records/creatures/enemies/devotion/skeletalgolem_h04.dbr | records/creatures/enemies/devotion/skeletalgolem_h05.dbr | records/creatures/enemies/devotion/skeleton_h01.dbr | records/creatures/enemies/devotion/skeleton_h02.dbr | records/creatures/enemies/devotion/skeleton_h03.dbr | records/creatures/enemies/devotion/skeleton_h04.dbr | records/creatures/enemies/devotion/skeleton_h05.dbr | records/creatures/enemies/devotion/skeleton_h06.dbr | records/creatures/enemies/devotion/skeleton_h07.dbr | records/creatures/enemies/devotion/skeleton_h08.dbr | records/creatures/enemies/devotion/skeleton_h09.dbr,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes05.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,13,,,Balladra Stormscion | Sharath | Traglodan ~ Voidtouched | Wrallan ~ Electrified | Calladra ~ Corrupted | Bliegna | Lunorius | Shalloth | Troaxna ~ Regenerator | Waviix ~ Swift | Bloodwretch ~ Swift | Icerot | Vampireon,records/creatures/enemies/devotion/slith_h02.dbr | records/creatures/enemies/devotion/slith_h03.dbr | records/creatures/enemies/devotion/slith_h04.dbr | records/creatures/enemies/devotion/slith_h05.dbr | records/creatures/enemies/devotion/slith_h06.dbr | records/creatures/enemies/devotion/slith_h07.dbr | records/creatures/enemies/devotion/slith_h08.dbr | records/creatures/enemies/devotion/spider_cave_h01.dbr | records/creatures/enemies/devotion/spider_cave_h02.dbr | records/creatures/enemies/devotion/spider_cave_h03.dbr | records/creatures/enemies/devotion/zombiemutated_h01.dbr | records/creatures/enemies/devotion/zombiemutated_h02.dbr | records/creatures/enemies/devotion/zombiemutated_h03.dbr,False,PRESENT,DB-CITED
67,7,7,1,Proxy,records/proxies/tier07waves/proxy_w07_p01a.dbr,sm_mod,False,records/proxies/poolsdevotion/devotion_heroes06.dbr,sm_mod,100.0,DEVOTION,0.0,0.0,100.0,1.0,1.0,0,13,,,Swiftrot ~ Swift | Grubnar | Follistad | Flamewretch ~ Burning | Palleod ~ Electrified | Occullon | Ollegon the Icewatcher | Rexna | Idricrix ~ Electrified | Grubwrath ~ Diseased | Brognathar | Aethollin | Innal'Gargoth,records/creatures/enemies/devotion/zombiemutated_h04.dbr | records/creatures/enemies/devotion/zombie_h01.dbr | records/creatures/enemies/devotion/zombie_h02.dbr | records/creatures/enemies/devotion/zombie_h03.dbr | records/creatures/enemies/devotion/zombie_h04.dbr | records/creatures/enemies/devotion/zombie_h05.dbr | records/creatures/enemies/devotion/skeleton_h10.dbr | records/creatures/enemies/devotion/slith_h01.dbr | records/creatures/enemies/devotion/prawncave_h03.dbr | records/creatures/enemies/devotion/skeletalgolem_h01.dbr | records/creatures/enemies/devotion/fleshhulk_h01.dbr | records/creatures/enemies/devotion/fleshhulk_h02.dbr | records/creatures/enemies/devotion/chthonianfiend_h01.dbr,False,PRESENT,DB-CITED
67,7,7,2,Proxy,records/proxies/tier07waves/proxy_w07_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/thornedhorror_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,4,0,Briarthorn Horror | Briarthorn Terror | Briarthorn Monstrosity | Rifthound,records/creatures/enemies/thornedhorrora_a01.dbr | records/creatures/enemies/thornedhorrora_b01.dbr | records/creatures/enemies/thornedhorrora_c01.dbr | records/creatures/enemies/rifthound_swamp_a01.dbr,,,False,PRESENT,DB-CITED
67,7,7,2,Proxy,records/proxies/tier07waves/proxy_w07_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/dranghoul_t2.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,5,0,Dranghoul Enforcer | Dranghoul Tyrant | Groble ~ Snake Clan Warrior | Groble ~ Snake Clan Champion | Groble ~ Snake Clan Venomancer,records/creatures/enemies/dranghoul_warrior_a01.dbr | records/creatures/enemies/dranghoul_warrior_b01.dbr | records/creatures/enemies/groblea_warrior_a01.dbr | records/creatures/enemies/groblea_warrior_b01.dbr | records/creatures/enemies/groblea_shaman_b01.dbr,,,False,PRESENT,DB-CITED
67,7,7,3,Proxy,records/proxies/tier07waves/proxy_w07_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/groble_b_t2.dbr,sm_mod,100.0,trash,6.0,7.0,0.0,0.0,0.0,6,0,Groble ~ Sky Clan Warrior | Groble ~ Sky Clan Tracker | Groble ~ Sky Clan Champion | Groble ~ Sky Clan Scavenger | Groble ~ Sky Clan Witchdoctor | Groble ~ Sky Clan Stormcaller,records/creatures/enemies/grobleb_warrior_a01.dbr | records/creatures/enemies/grobleb_ranged_a01.dbr | records/creatures/enemies/grobleb_warrior_b01.dbr | records/creatures/enemies/grobleb_scavenger_a01.dbr | records/creatures/enemies/grobleb_shaman_a01.dbr | records/creatures/enemies/grobleb_shaman_b01.dbr,,,False,PRESENT,DB-CITED
67,7,7,3,Proxy,records/proxies/tier07waves/proxy_w07_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/groble_c_t2.dbr,sm_mod,100.0,trash,6.0,7.0,0.0,0.0,0.0,6,0,Groble ~ Stone Clan Warrior | Groble ~ Stone Clan Tracker | Groble ~ Stone Clan Champion | Groble ~ Stone Clan Scavenger | Groble ~ Stone Clan Witchdoctor | Groble ~ Stone Clan Geomancer,records/creatures/enemies/groblec_warrior_a01.dbr | records/creatures/enemies/groblec_ranged_a01.dbr | records/creatures/enemies/groblec_warrior_b01.dbr | records/creatures/enemies/groblec_scavenger_a01.dbr | records/creatures/enemies/groblec_shaman_a01.dbr | records/creatures/enemies/groblec_shaman_b01.dbr,,,False,PRESENT,DB-CITED
68,7,8,3,Proxy,records/proxies/tier07waves/proxy_w08_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/chthoniandreadguard_t3.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,8,0,Chthonian Vanguard | Chthonian Dreadguard | Chthonian Tyrant | Chthonian Tyrant | Loghorrean's Vanguard | Voidfiend | Voidfiend Incinerator | Voidfiend Hellion,records/creatures/enemies/chthoniandreadguard_a01.dbr | records/creatures/enemies/chthoniandreadguard_b01.dbr | records/creatures/enemies/chthoniandreadguard_c01.dbr | records/creatures/enemies/chthoniandreadguard_c02.dbr | records/creatures/enemies/chthoniandreadguard_d01_summon.dbr | records/creatures/enemies/chthonianfiend_a01.dbr | records/creatures/enemies/chthonianfiend_a02.dbr | records/creatures/enemies/chthonianfiend_c01.dbr,,,False,PRESENT,DB-CITED
68,7,8,3,Proxy,records/proxies/tier07waves/proxy_w08_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/chthonianleech_t3.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,3,0,Void Parasite | Void Leech | Void Souldrinker,records/creatures/enemies/chthonianleech_a01.dbr | records/creatures/enemies/chthonianleech_b01.dbr | records/creatures/enemies/chthonianleech_b02.dbr,,,False,PRESENT,DB-CITED
68,7,8,4,Proxy,records/proxies/tier07waves/proxy_w08_p04a.dbr,sm_mod,False,records/proxies/poolsbasic/chthoniandreadguard_t3.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,8,0,Chthonian Vanguard | Chthonian Dreadguard | Chthonian Tyrant | Chthonian Tyrant | Loghorrean's Vanguard | Voidfiend | Voidfiend Incinerator | Voidfiend Hellion,records/creatures/enemies/chthoniandreadguard_a01.dbr | records/creatures/enemies/chthoniandreadguard_b01.dbr | records/creatures/enemies/chthoniandreadguard_c01.dbr | records/creatures/enemies/chthoniandreadguard_c02.dbr | records/creatures/enemies/chthoniandreadguard_d01_summon.dbr | records/creatures/enemies/chthonianfiend_a01.dbr | records/creatures/enemies/chthonianfiend_a02.dbr | records/creatures/enemies/chthonianfiend_c01.dbr,,,False,PRESENT,DB-CITED
68,7,8,4,Proxy,records/proxies/tier07waves/proxy_w08_p04a.dbr,sm_mod,False,records/proxies/poolsbasic/chthonianleech_t3.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,3,0,Void Parasite | Void Leech | Void Souldrinker,records/creatures/enemies/chthonianleech_a01.dbr | records/creatures/enemies/chthonianleech_b01.dbr | records/creatures/enemies/chthonianleech_b02.dbr,,,False,PRESENT,DB-CITED
68,7,8,6,Proxy,records/proxies/tier07waves/proxy_w08_p06a.dbr,sm_mod,False,records/proxies/poolsbasic/chthonianleech_t2.dbr,sm_mod,100.0,trash,5.0,5.0,0.0,0.0,0.0,6,0,Void Parasite | Void Leech | Void Souldrinker | Chthonian Hungerer | Chthonian Devourer | Chthonian Gorger,records/creatures/enemies/chthonianleech_a01.dbr | records/creatures/enemies/chthonianleech_b01.dbr | records/creatures/enemies/chthonianleech_b02.dbr | records/creatures/enemies/chthoniandevourer_a01.dbr | records/creatures/enemies/chthoniandevourer_b01.dbr | records/creatures/enemies/chthoniandevourer_b02.dbr,,,False,PRESENT,DB-CITED
69,7,9,2,Proxy,records/proxies/tier07waves/proxy_w09_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/skeletonwarlocks_t2.dbr,sm_mod,100.0,trash,5.0,5.0,0.0,0.0,0.0,1,0,Skeletal Warlock,records/creatures/enemies/skeleton_b04_warlock.dbr,,,False,PRESENT,DB-CITED
69,7,9,1,Proxy,records/proxies/tier07waves/proxy_w09_p01a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesmutants_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,3,0,Fleshwarped Butcher | Fleshwarped Thrasher | Rotting Soldier,records/creatures/enemies/zombiemutated_a01.dbr | records/creatures/enemies/zombiemutated_b01.dbr | records/creatures/enemies/zombie_soldiera01.dbr,,,False,PRESENT,DB-CITED
69,7,9,1,Proxy,records/proxies/tier07waves/proxy_w09_p01a.dbr,sm_mod,False,records/proxies/poolsbasic/outlawaether_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,5,0,Cronley's Gang ~ Chosen | Cronley's Gang ~ Chosen | Cronley's Gang ~ Destined | Cronley's Gang ~ Champion | Cronley's Gang ~ Ascended,records/creatures/enemies/humanoutlaw_aether_a01.dbr | records/creatures/enemies/humanoutlaw_aether_a02.dbr | records/creatures/enemies/humanoutlaw_aether_b02.dbr | records/creatures/enemies/humanoutlaw_aether_b03.dbr | records/creatures/enemies/humanoutlaw_aether_c01.dbr,,,False,PRESENT,DB-CITED
69,7,9,3,Proxy,records/proxies/tier07waves/proxy_w09_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/zombiesmutants_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,3,0,Fleshwarped Butcher | Fleshwarped Thrasher | Rotting Soldier,records/creatures/enemies/zombiemutated_a01.dbr | records/creatures/enemies/zombiemutated_b01.dbr | records/creatures/enemies/zombie_soldiera01.dbr,,,False,PRESENT,DB-CITED
69,7,9,3,Proxy,records/proxies/tier07waves/proxy_w09_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/outlawaether_t2.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,5,0,Cronley's Gang ~ Chosen | Cronley's Gang ~ Chosen | Cronley's Gang ~ Destined | Cronley's Gang ~ Champion | Cronley's Gang ~ Ascended,records/creatures/enemies/humanoutlaw_aether_a01.dbr | records/creatures/enemies/humanoutlaw_aether_a02.dbr | records/creatures/enemies/humanoutlaw_aether_b02.dbr | records/creatures/enemies/humanoutlaw_aether_b03.dbr | records/creatures/enemies/humanoutlaw_aether_c01.dbr,,,False,PRESENT,DB-CITED
69,7,9,4,Proxy,records/proxies/tier07waves/proxy_w09_p04a.dbr,sm1,False,records/proxies/poolsbossgdx1/ghostcrab_mine.dbr,sm3,100.0,BOSS,1.0,1.0,0.0,0.0,0.0,1,0,Naxen Shade,records/creatures/enemies/boss&quest/ghostcrab_mineboss_01.dbr,,,False,ABSENT,TPL-DEFAULT
69,7,9,4,Proxy,records/proxies/tier07waves/proxy_w09_p04a.dbr,sm1,False,records/proxies/poolsbossgdx1/aetherialcolossus_galakros.dbr,sm3,100.0,BOSS,1.0,1.0,0.0,0.0,0.0,1,0,"Galakros, the Mountain",records/creatures/enemies/boss&quest/aetherialcolossus_galakros.dbr,,,False,ABSENT,TPL-DEFAULT
70,7,10,6,Proxy,records/proxies/tier07waves/proxy_w10_p06a.dbr,sm1,False,records/proxies/poolsbounty/bounty_heroes01.dbr,sm_mod,100.0,BOUNTY,0.0,0.0,100.0,1.0,1.0,0,15,,,"Gluttrius'Maw | Sicrix, the Skittering ~ Voidtouched | Emberjaw | Harrath, the Returned | Padmanestia | Corprus | Luthus'Balok | ""The Bruiser"" Romanov ~ Charger | Bolla ""The Raven"" | Slathra, the Plagued | Ballior ~ Burning | Igor ""The Brawler"" ~ Corrupted | Caspis, the Blooddrinker | Rostov, the Aetherflame ~ Charger | Nalloth, the Frostbound",records/creatures/enemies/bounties/bl_bounty08.dbr | records/creatures/enemies/bounties/bl_bounty09.dbr | records/creatures/enemies/bounties/bl_bounty10.dbr | records/creatures/enemies/bounties/bl_bounty17.dbr | records/creatures/enemies/bounties/bl_bounty18.dbr | records/creatures/enemies/bounties/bl_bounty19.dbr | records/creatures/enemies/bounties/bl_bounty20.dbr | records/creatures/enemies/bounties/dc_bounty06.dbr | records/creatures/enemies/bounties/dc_bounty07.dbr | records/creatures/enemies/bounties/dc_bounty08.dbr | records/creatures/enemies/bounties/dc_bounty09.dbr | records/creatures/enemies/bounties/dc_bounty10.dbr | records/creatures/enemies/bounties/dc_bounty11.dbr | records/creatures/enemies/bounties/dc_bounty15.dbr | records/creatures/enemies/bounties/dc_bounty17.dbr,False,PRESENT,DB-CITED
70,7,10,6,Proxy,records/proxies/tier07waves/proxy_w10_p06a.dbr,sm1,False,records/proxies/poolsbounty/bounty_heroes02.dbr,sm_mod,100.0,BOUNTY,0.0,0.0,100.0,1.0,1.0,0,15,,,"Nucus'Dal | Innu'Garbal | Conastaria ~ Corrupted | Ludia Starfire | Bogloth the Marrowdrinker | The Locust | Vizier Haxin | Glukrog Lifedrinker | Phabius | Holvuur Bonespeaker ~ Swift | Igniaa Venomtongue | Vom'Zul | Thullon, Chosen of Ch'thon | Abathis, the Withered ~ Frozen | Chthonian Unraveler",records/creatures/enemies/bounties/exile_bounty12.dbr | records/creatures/enemies/bounties/exile_bounty13.dbr | records/creatures/enemies/bounties/exile_bounty14.dbr | records/creatures/enemies/bounties/exile_bounty15.dbr | records/creatures/enemies/bounties/hs_bounty09.dbr | records/creatures/enemies/bounties/hs_bounty10.dbr | records/creatures/enemies/bounties/hs_bounty11.dbr | records/creatures/enemies/bounties/hs_bounty12.dbr | records/creatures/enemies/bounties/hs_bounty13.dbr | records/creatures/enemies/bounties/kc_bounty07.dbr | records/creatures/enemies/bounties/kc_bounty08.dbr | records/creatures/enemies/bounties/kc_bounty09.dbr | records/creatures/enemies/bounties/kc_bounty10.dbr | records/creatures/enemies/bounties/kc_bounty11.dbr | records/creatures/enemies/bounties/kc_bounty13.dbr,False,PRESENT,DB-CITED
70,7,10,6,Proxy,records/proxies/tier07waves/proxy_w10_p06a.dbr,sm1,False,records/proxies/poolsbounty/bounty_heroes03.dbr,sm_mod,100.0,BOUNTY,0.0,0.0,100.0,1.0,1.0,0,13,,,"Ludia Bloodwhisper | Halvastra Wrathfire | Horvald Shieldbreaker | Olga Flamebearer | Narroth, the Behemoth ~ Electrified | Barrostrandt, the Ascended ~ Swift | Gravvis, the Decayed | Narl'Sarroth | Death Revenant | Oligeane Dar ~ Corrupted | Rixna Plaguefeather | Mortallis ~ Charger | Grum ~ Diseased",records/creatures/enemies/bounties/kc_bounty19.dbr | records/creatures/enemies/bounties/odv_bounty06.dbr | records/creatures/enemies/bounties/odv_bounty07.dbr | records/creatures/enemies/bounties/odv_bounty08.dbr | records/creatures/enemies/bounties/odv_bounty09.dbr | records/creatures/enemies/bounties/odv_bounty10.dbr | records/creatures/enemies/bounties/odv_bounty11.dbr | records/creatures/enemies/bounties/odv_bounty12.dbr | records/creatures/enemies/bounties/odv_bounty13.dbr | records/creatures/enemies/bounties/ro_bounty10.dbr | records/creatures/enemies/bounties/ro_bounty11.dbr | records/creatures/enemies/bounties/ro_bounty12.dbr | records/creatures/enemies/bounties/ro_bounty19.dbr,False,PRESENT,DB-CITED
70,7,10,6,Proxy,records/proxies/tier07waves/proxy_w10_p06a.dbr,sm1,False,records/proxies/poolsbountygdx1/bounty_heroes01.dbr,sm1,100.0,BOUNTY,0.0,0.0,100.0,1.0,1.0,0,8,,,"Vanoxxis Bile | Crognoth, the Blazing Vanguard | Habnor the Void-Chosen | Sllancar the Tainted | Chillpincer | Vagarroth the Insatiable | Bluggraag Blazebarf | Blazragarus",records/creatures/enemies/bounties/cu_bounty04.dbr | records/creatures/enemies/bounties/cu_bounty05.dbr | records/creatures/enemies/bounties/cu_bounty06.dbr | records/creatures/enemies/bounties/cu_bounty07.dbr | records/creatures/enemies/bounties/cu_bounty08.dbr | records/creatures/enemies/bounties/cu_bounty09.dbr | records/creatures/enemies/bounties/pm_bounty05.dbr | records/creatures/enemies/bounties/pm_bounty07.dbr,False,PRESENT,DB-CITED
70,7,10,6,Proxy,records/proxies/tier07waves/proxy_w10_p06a.dbr,sm1,False,records/proxies/poolsbountygdx1/bounty_heroes02.dbr,sm1,100.0,BOUNTY,0.0,0.0,100.0,1.0,1.0,0,8,,,Dar'Vagol the Mageclaw ~ Arcane | Rhidal'Gulvor the Stormblood ~ Electrified | Swillius | Polterrios | Vladris ~ Vampiric | Yoknar ~ Vampiric | Stormtitan ~ Electrified | Torraxsteria ~ Frozen,records/creatures/enemies/bounties/cw_bounty04.dbr | records/creatures/enemies/bounties/cw_bounty05.dbr | records/creatures/enemies/bounties/cw_bounty06.dbr | records/creatures/enemies/bounties/cw_bounty07.dbr | records/creatures/enemies/bounties/cw_bounty08.dbr | records/creatures/enemies/bounties/cw_bounty09.dbr | records/creatures/enemies/bounties/pm_bounty06.dbr | records/creatures/enemies/bounties/pm_bounty08.dbr,False,PRESENT,DB-CITED
70,7,10,3,Proxy,records/proxies/tier07waves/proxy_w10_p03a.dbr,sm_mod,False,records/proxies/poolsbasic/chthonianminion_t3.dbr,sm_mod,100.0,trash,6.0,7.0,0.0,0.0,0.0,4,0,Chthonian Harbinger | Chthonian Bloodletter | Voidfiend | Voidfiend Incinerator,records/creatures/enemies/chthonianminion_a01.dbr | records/creatures/enemies/chthonianminion_b01.dbr | records/creatures/enemies/chthonianfiend_a01.dbr | records/creatures/enemies/chthonianfiend_a02.dbr,,,False,PRESENT,DB-CITED
70,7,10,1,Proxy,records/proxies/tier07waves/proxy_w10_p01a.dbr,sm1,False,records/proxies/poolsbasic/boarfrost_t3.dbr,sm_mod,100.0,trash,5.0,6.0,0.0,0.0,0.0,3,0,Chilltusk | Gargantuan Chilltusk | Frosthide Chilltusk,records/creatures/enemies/boarfrost_a01.dbr | records/creatures/enemies/boarfrost_a02.dbr | records/creatures/enemies/boarfrost_b01.dbr,,,False,PRESENT,DB-CITED
70,7,10,1,Proxy,records/proxies/tier07waves/proxy_w10_p01a.dbr,sm1,False,records/proxies/poolsbasic/chthonianleech_t3.dbr,sm_mod,100.0,trash,6.0,6.0,0.0,0.0,0.0,3,0,Void Parasite | Void Leech | Void Souldrinker,records/creatures/enemies/chthonianleech_a01.dbr | records/creatures/enemies/chthonianleech_b01.dbr | records/creatures/enemies/chthonianleech_b02.dbr,,,False,PRESENT,DB-CITED
70,7,10,1,Proxy,records/proxies/tier07waves/proxy_w10_p01a.dbr,sm1,False,records/proxies/poolsbasicgdx1/chthonianservitor_t3.dbr,sm1,100.0,trash,4.0,5.0,0.0,0.0,0.0,5,0,Chthonian Drone | Chthonian Servitor | Chthonian Harvester | Chthonian Bloodkeeper | Void Parasite,records/creatures/enemies/chthonianservitor_a01.dbr | records/creatures/enemies/chthonianservitor_b01.dbr | records/creatures/enemies/chthonianservitor_b02.dbr | records/creatures/enemies/chthonianservitor_c01.dbr | records/creatures/enemies/chthonianleech_a01.dbr,,,False,PRESENT,DB-CITED
70,7,10,2,Proxy,records/proxies/tier07waves/proxy_w10_p02a.dbr,sm_mod,False,records/proxies/poolsbasic/skeletalgolem_t2.dbr,sm_mod,100.0,trash,4.0,4.0,0.0,0.0,0.0,6,0,Skeletal Gargantuan | Skeletal Monstrosity | Skeletal Knight | Flame Revenant | Frost Revenant | Storm Revenant,records/creatures/enemies/skeletalgolem_b01.dbr | records/creatures/enemies/skeletalgolem_c01.dbr | records/creatures/enemies/skeleton_b02_knight.dbr | records/creatures/enemies/skeleton_c01.dbr | records/creatures/enemies/skeleton_c02.dbr | records/creatures/enemies/skeleton_c03.dbr,,,False,PRESENT,DB-CITED
