pool_record,pool_archive,pool_family,pool_kind,ignore_game_balance,field_state,raw_value,provenance,spawn_min,spawn_max,champion_chance,champion_min,champion_max,proxy_pool_equation
records/proxies/poolsbasic/skeletonwarlocks_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/skeletonwarlocks_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_a_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_a_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_b_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_b_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_c_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/slith_c_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spider_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spider_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,9.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderambush_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderambush_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,9.0,9.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderdeeps_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderdeeps_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderdeepsambush_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/spiderdeepsambush_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/thornedhorror_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/thornedhorror_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/thornedhorror_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/troll_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,2.0,2.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/troll_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalf_cave_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalf_cave_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalf_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalf_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalf_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalfcorrupted_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollhalfcorrupted_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollswamp_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,2.0,2.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollswamp_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/trollswamp_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/vulture_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/vulture_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/vultureambush_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/waspgiant_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/waspgiant_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/waspgiant_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_bonerat_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_bonerat_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_hellhound_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_hellhound_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_prawn_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_raptor_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_raptor_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_rifthound_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_rifthound_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_spider_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_spider_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_spider_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_spiderambush_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_spiderambush_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/witchgod_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/yeti_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/yeti_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/yeti_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zealot_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,4.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zealot_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zealot_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombies_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,5.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombies_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombies_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesaether_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesfire_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesfire_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesfire_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesice_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesice_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesmutants_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,3.0,3.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesmutants_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiesmutants_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiespoison_t1.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiespoison_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiespoison_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,8.0,8.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiessoldiers_t2.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,6.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasic/zombiessoldiers_t3.dbr,sm_mod,poolsbasic,trash,False,PRESENT,False,DB-CITED,7.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialbloater_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialbloater_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcolossus_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcolossus_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_fire_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_fire_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_ice_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_ice_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_lightning_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_poison_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_poison_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialcorruption_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialfleshshaper_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialfleshshaper_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialimp_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/aetherialimp_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/basilisk_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/basilisk_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/chthonianrylok_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/chthonianrylok_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/chthonianservitor_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/chthonianservitor_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/chthonianwretch_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/ghostcrab_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/ghostcrab_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/humanascendant_t1.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/humanascendant_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/humanwendigo_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/humanwendigo_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/livingplant_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/livingplant_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/swampcrab_t1.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/swampcrab_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/swampgolem_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/swampgolem_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wendigo_t1.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wendigo_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wendigo_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,4.0,5.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wendigocannibal_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wendigocannibal_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wraith_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/wraith_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/yetiswamp_t2.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx1/yetiswamp_t3.dbr,sm1,poolsbasicgdx1,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/beetle_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritcharmor_fire_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritcharmor_ice_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritcharmor_lightning_t2.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritcharmor_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,6.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritchhound_t2.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritchhound_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/eldritchwraith_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/gargoyle_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/groblesand_t2.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/groblesand_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,7.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/gryphon_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/gryphonstone_t3.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,3.0,4.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
records/proxies/poolsbasicgdx2/humankorvaak_t2.dbr,sm2,poolsbasicgdx2,trash,False,PRESENT,False,DB-CITED,5.0,6.0,0.0,0.0,0.0,records/proxies/proxypoolequation_01.dbr
