arena_map,arena_archive,placement,table_index,record,x,y,z
survivalworld_e.map,sm1,280,107,records/scriptentities/tier06spawnpoint01.dbr,34.448,6.75,77.006
survivalworld_e.map,sm1,281,108,records/scriptentities/tier08spawnpoint01.dbr,33.6948,6.75,78.0854
survivalworld_e.map,sm1,282,109,records/scriptentities/spawnbeacon_01.dbr,34.2126,6.75,77.2659
survivalworld_e.map,sm1,283,110,records/scriptentities/tier04spawnpoint01.dbr,34.2503,6.75,77.3541
survivalworld_e.map,sm1,284,111,records/scriptentities/tier02spawnpoint01.dbr,34.5557,6.75,77.3922
survivalworld_e.map,sm1,285,112,records/scriptentities/tier12spawnpoint01.dbr,34.4135,6.75,77.5545
survivalworld_e.map,sm1,286,113,records/scriptentities/tier01spawnpoint01.dbr,34.4262,6.75,77.9553
survivalworld_e.map,sm1,287,114,records/scriptentities/tier15spawnpoint01.dbr,34.461,6.75,77.6246
survivalworld_e.map,sm1,288,115,records/scriptentities/tier13spawnpoint01.dbr,34.4955,6.75,77.6677
survivalworld_e.map,sm1,289,116,records/scriptentities/tier03spawnpoint01.dbr,34.6037,6.75,77.8347
survivalworld_e.map,sm1,290,117,records/scriptentities/tier07spawnpoint01.dbr,34.3958,6.75,77.643
survivalworld_e.map,sm1,291,118,records/scriptentities/tier14spawnpoint01.dbr,34.981,6.75,77.4971
survivalworld_e.map,sm1,292,119,records/scriptentities/tier05spawnpoint01.dbr,34.0733,6.75,78.1488
survivalworld_e.map,sm1,293,120,records/scriptentities/tier10spawnpoint01.dbr,34.6689,6.75,78.1902
survivalworld_e.map,sm1,294,121,records/scriptentities/tier11spawnpoint01.dbr,34.6627,6.75,78.4414
survivalworld_e.map,sm1,295,122,records/scriptentities/tier16spawnpoint01.dbr,34.9709,6.75,76.9853
survivalworld_e.map,sm1,296,123,records/scriptentities/tier17spawnpoint01.dbr,34.5472,6.75,77.4687
survivalworld_e.map,sm1,297,124,records/scriptentities/trappoint_07.dbr,34.6972,6.75,77.1991
survivalworld_e.map,sm1,298,125,records/scriptentities/defensepoint_npc_03.dbr,53.6517,7.9041,69.5382
survivalworld_e.map,sm1,299,77,records/controllers/controlobjects/patrolpoint_01.dbr,61.0299,8.0184,67.9036
survivalworld_e.map,sm1,323,128,records/scriptentities/spawnbeacon_03.dbr,89.9846,8.9157,99.0081
survivalworld_e.map,sm1,328,129,records/scriptentities/defensepoint_02.dbr,78.8416,8.2401,68.499
survivalworld_e.map,sm1,336,130,records/scriptentities/defensepoint_03.dbr,65.0895,8.2146,71.1187
survivalworld_e.map,sm1,338,77,records/controllers/controlobjects/patrolpoint_01.dbr,72.8792,8.5494,70.6059
survivalworld_e.map,sm1,342,132,records/scriptentities/trappoint_03.dbr,82.3206,8.0095,68.8982
survivalworld_e.map,sm1,343,77,records/controllers/controlobjects/patrolpoint_01.dbr,81.3129,8.1089,70.3627
survivalworld_e.map,sm1,348,77,records/controllers/controlobjects/patrolpoint_01.dbr,64.7622,9.4856,88.4956
survivalworld_e.map,sm1,353,134,records/scriptentities/spawnpoint06.dbr,82.0858,10.6172,88.5716
survivalworld_e.map,sm1,354,135,records/scriptentities/spawnpoint06_fx.dbr,91.76,10.3001,85.2462
survivalworld_e.map,sm1,355,136,records/scriptentities/spawnbeacon_04.dbr,91.8783,10.3175,85.499
survivalworld_e.map,sm1,376,137,records/scriptentities/spawnbeacon_05.dbr,63.9247,6.7671,103.0088
survivalworld_e.map,sm1,377,138,records/scriptentities/spawnpoint03.dbr,71.3682,7.0302,100.191
survivalworld_f.map,sm1,113,40,records/scriptentities/rewardchest03.dbr,0.967,8.467,5.4545
survivalworld_f.map,sm1,116,43,records/scriptentities/bonuschest02.dbr,14.0293,9.351,4.4875
survivalworld_f.map,sm1,118,45,records/scriptentities/rewardchest05.dbr,15.6431,9.351,0.9712
survivalworld_f.map,sm1,120,46,records/scriptentities/rewardchest04.dbr,12.6981,9.351,0.2115
survivalworld_f.map,sm1,123,49,records/scriptentities/bonuschest01.dbr,2.9532,5.4422,8.9646
survivalworld_f.map,sm1,125,50,records/scriptentities/rewardchest02.dbr,10.5679,9.351,7.3312
survivalworld_f.map,sm1,128,52,records/scriptentities/rewardchest01.dbr,3.4057,13.4664,8.6291
survivalworld_f.map,sm1,192,83,records/scriptentities/spawnpoint02.dbr,72.6483,1.3952,24.0496
survivalworld_f.map,sm1,193,84,records/scriptentities/spawnbeacon_02.dbr,74.4719,1.0,21.3091
survivalworld_f.map,sm1,195,86,records/scriptentities/trappoint_01.dbr,76.0553,7.1505,29.5722
survivalworld_f.map,sm1,196,87,records/controllers/controlobjects/patrolpoint_01.dbr,64.5365,1.0,35.0946
survivalworld_f.map,sm1,243,96,records/scriptentities/tier10spawnpoint01.dbr,22.8871,1.3952,68.3153
survivalworld_f.map,sm1,244,97,records/scriptentities/tier13spawnpoint01.dbr,19.8137,1.0,69.8623
survivalworld_f.map,sm1,245,98,records/scriptentities/spawnbeacon_01.dbr,19.5448,1.0,69.9933
survivalworld_f.map,sm1,246,99,records/scriptentities/tier05spawnpoint01.dbr,19.6671,1.0,69.8836
survivalworld_f.map,sm1,247,100,records/scriptentities/tier14spawnpoint01.dbr,19.5716,1.0,70.087
survivalworld_f.map,sm1,248,101,records/scriptentities/tier12spawnpoint01.dbr,19.7304,1.0,70.1163
survivalworld_f.map,sm1,249,102,records/scriptentities/tier11spawnpoint01.dbr,19.7977,1.0,69.9454
survivalworld_f.map,sm1,250,103,records/scriptentities/tier07spawnpoint01.dbr,19.8829,1.0,69.7596
survivalworld_f.map,sm1,251,104,records/scriptentities/tier09spawnpoint01.dbr,19.9292,1.0,69.919
survivalworld_f.map,sm1,252,105,records/scriptentities/tier04spawnpoint01.dbr,19.7801,1.0,69.9477
survivalworld_f.map,sm1,253,106,records/scriptentities/tier15spawnpoint01.dbr,19.9123,1.0,69.8457
survivalworld_f.map,sm1,254,107,records/scriptentities/tier08spawnpoint01.dbr,19.7481,1.0,70.114
survivalworld_f.map,sm1,255,108,records/scriptentities/tier02spawnpoint01.dbr,19.8021,1.0,70.0186
survivalworld_f.map,sm1,256,109,records/scriptentities/tier03spawnpoint01.dbr,19.8914,1.0,69.9187
survivalworld_f.map,sm1,257,110,records/scriptentities/tier01spawnpoint01.dbr,19.8128,1.0,69.9506
survivalworld_f.map,sm1,258,111,records/scriptentities/tier06spawnpoint01.dbr,19.4042,1.0,69.9476
survivalworld_f.map,sm1,259,112,records/scriptentities/tier16spawnpoint01.dbr,19.0785,1.0,70.5398
survivalworld_f.map,sm1,260,113,records/scriptentities/tier17spawnpoint01.dbr,19.511,1.0,69.834
survivalworld_f.map,sm1,261,87,records/controllers/controlobjects/patrolpoint_01.dbr,19.6923,1.0,69.8839
survivalworld_f.map,sm1,273,117,records/scriptentities/playerspawnpoint.dbr,43.4222,-13.0652,51.4136
survivalworld_f.map,sm1,275,87,records/controllers/controlobjects/patrolpoint_01.dbr,41.6755,1.0,38.3071
survivalworld_f.map,sm1,278,119,records/scriptentities/trappoint_08.dbr,54.7463,4.7397,46.5277
survivalworld_f.map,sm1,280,120,records/scriptentities/trappoint_05.dbr,48.3772,4.7396,52.4295
survivalworld_f.map,sm1,281,87,records/controllers/controlobjects/patrolpoint_01.dbr,55.1695,4.3,53.0863
survivalworld_f.map,sm1,283,122,records/scriptentities/spawnpoint05.dbr,49.7765,4.3,56.1444
survivalworld_f.map,sm1,284,87,records/controllers/controlobjects/patrolpoint_01.dbr,56.989,4.3,55.163
survivalworld_f.map,sm1,294,128,records/scriptentities/defensepoint_02.dbr,66.5,4.5,48.5
survivalworld_f.map,sm1,296,130,records/scriptentities/defensepoint_npc_02.dbr,76.3491,0.9244,38.2448
survivalworld_f.map,sm1,297,131,records/scriptentities/trappoint_04.dbr,69.1876,4.3,50.4512
survivalworld_f.map,sm1,301,132,records/scriptentities/defensepoint_npc_04.dbr,76.6432,4.7508,53.6542
survivalworld_f.map,sm1,303,133,records/scriptentities/defensepoint_04.dbr,74.5,4.5,57.0
survivalworld_f.map,sm1,310,134,records/scriptentities/defensepoint_npc_03.dbr,47.4448,-17.0444,68.6179
survivalworld_f.map,sm1,313,135,records/scriptentities/defensepoint_01.dbr,49.495,4.5,63.8208
survivalworld_f.map,sm1,314,136,records/scriptentities/defensepoint_npc_01.dbr,49.495,4.5,63.8208
survivalworld_f.map,sm1,315,137,records/scriptentities/trappoint_07.dbr,51.0439,4.3,67.368
survivalworld_f.map,sm1,316,138,records/scriptentities/defensepoint_03.dbr,55.6366,4.3,66.4026
survivalworld_f.map,sm1,319,87,records/controllers/controlobjects/patrolpoint_01.dbr,76.242,4.7406,69.8203
survivalworld_f.map,sm1,377,87,records/controllers/controlobjects/patrolpoint_01.dbr,83.8884,6.6592,39.4333
survivalworld_f.map,sm1,381,146,records/scriptentities/spawnpoint04.dbr,90.3803,0.9998,49.9763
survivalworld_f.map,sm1,382,147,records/scriptentities/spawnbeacon_03.dbr,102.9783,1.0,50.9223
survivalworld_f.map,sm1,390,150,records/scriptentities/trappoint_03.dbr,96.1617,-6.845,66.6395
survivalworld_f.map,sm1,391,87,records/controllers/controlobjects/patrolpoint_01.dbr,90.0447,0.9977,60.7351
survivalworld_f.map,sm1,468,87,records/controllers/controlobjects/patrolpoint_01.dbr,44.2641,9.7295,83.4012
survivalworld_f.map,sm1,470,159,records/scriptentities/trappoint_02.dbr,45.7272,0.9244,88.1745
survivalworld_f.map,sm1,471,87,records/controllers/controlobjects/patrolpoint_01.dbr,59.0934,1.0,86.1981
survivalworld_f.map,sm1,480,161,records/scriptentities/spawnbeacon_05.dbr,45.1575,2.328,93.0808
survivalworld_f.map,sm1,481,162,records/scriptentities/spawnpoint03.dbr,47.3306,1.0,99.7462
survivalworld_f.map,sm1,515,87,records/controllers/controlobjects/patrolpoint_01.dbr,83.016,-4.0009,94.5164
survivalworld_f.map,sm1,518,172,records/scriptentities/spawnpoint06.dbr,87.4009,0.94,77.5943
survivalworld_f.map,sm1,519,173,records/scriptentities/spawnbeacon_04.dbr,88.1924,-3.7742,90.4941
survivalworld_f.map,sm1,521,174,records/scriptentities/spawnpoint06_fx.dbr,81.6768,0.9545,86.7817
survivalworld_g.map,sm1,78,49,records/scriptentities/rewardchest03.dbr,16.6909,3.316,28.5635
survivalworld_g.map,sm1,80,51,records/scriptentities/rewardchest04.dbr,23.0159,3.2388,28.074
survivalworld_g.map,sm1,100,60,records/scriptentities/rewardchest02.dbr,16.3382,3.1751,35.1072
survivalworld_g.map,sm1,102,61,records/scriptentities/rewardchest01.dbr,19.3927,3.2012,37.8663
survivalworld_g.map,sm1,110,69,records/scriptentities/bonuschest01.dbr,29.9125,6.8857,38.0753
survivalworld_g.map,sm1,112,71,records/scriptentities/rewardchest05.dbr,20.1048,3.3649,31.8504
survivalworld_g.map,sm1,114,72,records/scriptentities/bonuschest02.dbr,26.0661,3.2545,30.8811
survivalworld_g.map,sm1,129,80,records/scriptentities/defensepoint_01.dbr,57.183,-0.0601,54.6073
survivalworld_g.map,sm1,130,81,records/controllers/controlobjects/patrolpoint_01.dbr,57.183,-0.0601,54.6073
survivalworld_g.map,sm1,134,85,records/scriptentities/playerspawnpoint.dbr,48.0418,-0.9679,58.1643
survivalworld_g.map,sm1,135,86,records/scriptentities/defensepoint_npc_01.dbr,51.405,-0.7208,61.2443
survivalworld_g.map,sm1,136,87,records/scriptentities/trappoint_02.dbr,59.9094,-0.5886,59.062
survivalworld_g.map,sm1,137,81,records/controllers/controlobjects/patrolpoint_01.dbr,51.0996,-0.8262,56.4188
survivalworld_g.map,sm1,174,95,records/scriptentities/spawnbeacon_01.dbr,69.9076,-1.8943,32.7592
survivalworld_g.map,sm1,177,96,records/scriptentities/spawnpoint04.dbr,64.8029,-1.8557,24.9671
survivalworld_g.map,sm1,188,81,records/controllers/controlobjects/patrolpoint_01.dbr,66.5317,1.1311,54.9829
survivalworld_g.map,sm1,190,81,records/controllers/controlobjects/patrolpoint_01.dbr,68.3731,0.8762,46.0229
survivalworld_g.map,sm1,194,99,records/scriptentities/defensepoint_npc_02.dbr,64.7067,0.202,57.0178
survivalworld_g.map,sm1,262,105,records/scriptentities/defensepoint_npc_03.dbr,48.7612,-0.5059,83.3349
survivalworld_g.map,sm1,280,81,records/controllers/controlobjects/patrolpoint_01.dbr,41.3208,-1.0633,80.9657
survivalworld_g.map,sm1,285,81,records/controllers/controlobjects/patrolpoint_01.dbr,39.7531,-0.6551,76.6171
survivalworld_g.map,sm1,287,81,records/controllers/controlobjects/patrolpoint_01.dbr,53.3261,-1.0729,80.7756
survivalworld_g.map,sm1,296,120,records/scriptentities/tier15spawnpoint01.dbr,49.0877,-1.0879,101.5247
survivalworld_g.map,sm1,297,121,records/scriptentities/tier08spawnpoint01.dbr,39.8699,-0.2426,95.8245
survivalworld_g.map,sm1,298,122,records/scriptentities/tier01spawnpoint01.dbr,40.0766,-0.2796,95.6616
survivalworld_g.map,sm1,299,123,records/scriptentities/tier06spawnpoint01.dbr,39.8484,-0.2474,95.7903
survivalworld_g.map,sm1,300,124,records/scriptentities/tier07spawnpoint01.dbr,39.8991,-0.2858,95.5904
survivalworld_g.map,sm1,301,125,records/scriptentities/spawnbeacon_05.dbr,40.0062,-0.2592,95.7718
survivalworld_g.map,sm1,303,126,records/scriptentities/tier10spawnpoint01.dbr,41.6897,0.0491,87.4457
survivalworld_g.map,sm1,304,127,records/scriptentities/tier05spawnpoint01.dbr,40.2414,-0.3386,95.3407
survivalworld_g.map,sm1,305,128,records/scriptentities/tier09spawnpoint01.dbr,39.9047,-0.33,95.3433
survivalworld_g.map,sm1,306,129,records/scriptentities/tier03spawnpoint01.dbr,40.1928,-0.3103,95.4965
survivalworld_g.map,sm1,307,130,records/scriptentities/tier14spawnpoint01.dbr,39.9156,-0.3286,95.3548
survivalworld_g.map,sm1,308,131,records/scriptentities/tier02spawnpoint01.dbr,39.7698,-0.3209,95.351
survivalworld_g.map,sm1,309,132,records/scriptentities/tier11spawnpoint01.dbr,39.9004,-0.2959,95.5342
survivalworld_g.map,sm1,310,133,records/scriptentities/tier04spawnpoint01.dbr,40.3232,-0.3695,95.1966
survivalworld_g.map,sm1,311,134,records/scriptentities/tier13spawnpoint01.dbr,39.9185,-0.3507,95.2313
survivalworld_g.map,sm1,312,135,records/scriptentities/tier12spawnpoint01.dbr,39.8631,-0.3538,95.196
survivalworld_g.map,sm1,313,136,records/scriptentities/tier16spawnpoint01.dbr,40.0471,-0.3966,95.0098
survivalworld_g.map,sm1,315,137,records/scriptentities/tier17spawnpoint01.dbr,44.5627,-0.2566,102.748
survivalworld_g.map,sm1,376,145,records/scriptentities/defensepoint_03.dbr,61.7022,-0.9899,78.3561
survivalworld_g.map,sm1,377,146,records/scriptentities/trappoint_08.dbr,61.7022,-0.9899,78.3561
survivalworld_g.map,sm1,378,147,records/scriptentities/spawnpoint05.dbr,65.2935,-0.798,64.9568
survivalworld_g.map,sm1,379,81,records/controllers/controlobjects/patrolpoint_01.dbr,64.6123,-0.8766,66.9706
survivalworld_g.map,sm1,381,148,records/scriptentities/defensepoint_02.dbr,80.2108,-0.047,60.537
survivalworld_g.map,sm1,382,81,records/controllers/controlobjects/patrolpoint_01.dbr,80.2108,-0.047,60.537
survivalworld_g.map,sm1,384,150,records/scriptentities/trappoint_06.dbr,80.5209,-0.8363,68.9387
survivalworld_g.map,sm1,385,81,records/controllers/controlobjects/patrolpoint_01.dbr,68.4556,-1.0895,80.2782
survivalworld_g.map,sm1,393,151,records/scriptentities/spawnbeacon_03.dbr,94.9074,-0.4977,64.5771
survivalworld_g.map,sm1,394,152,records/scriptentities/spawnpoint03.dbr,103.0417,0.0003,64.9115
survivalworld_g.map,sm1,398,153,records/scriptentities/spawnpoint06.dbr,66.5631,-0.5,95.9326
survivalworld_g.map,sm1,399,154,records/scriptentities/spawnpoint06_fx.dbr,61.8043,-1.0732,103.3407
survivalworld_g.map,sm1,400,155,records/scriptentities/spawnbeacon_02.dbr,61.5995,-1.0733,103.5042
survivalworld_g.map,sm1,403,156,records/scriptentities/spawnbeacon_04.dbr,98.4116,-0.4156,102.8577
survivalworld_g.map,sm1,404,157,records/scriptentities/spawnpoint02.dbr,91.4908,-0.994,88.5484
survivalworld_j.map,sm1,90,54,records/scriptentities/rewardchest03.dbr,36.8455,19.717,10.1641
survivalworld_j.map,sm1,92,56,records/scriptentities/bonuschest01.dbr,42.5732,19.2422,15.302
survivalworld_j.map,sm1,93,57,records/scriptentities/rewardchest04.dbr,42.5732,19.2422,15.302
survivalworld_j.map,sm1,95,59,records/scriptentities/rewardchest05.dbr,46.6721,19.4802,10.7089
survivalworld_j.map,sm1,122,70,records/scriptentities/rewardchest02.dbr,32.6915,19.0829,19.1194
survivalworld_j.map,sm1,123,71,records/scriptentities/bonuschest02.dbr,32.6915,19.1325,19.1194
survivalworld_j.map,sm1,125,72,records/scriptentities/rewardchest01.dbr,38.4781,19.2233,17.6998
survivalworld_j.map,sm1,143,87,records/scriptentities/trappoint_01.dbr,45.6441,18.7976,49.5575
survivalworld_j.map,sm1,145,89,records/controllers/controlobjects/patrolpoint_01.dbr,45.6563,18.7949,49.6715
survivalworld_j.map,sm1,147,89,records/controllers/controlobjects/patrolpoint_01.dbr,56.5535,17.1376,46.8595
survivalworld_j.map,sm1,170,89,records/controllers/controlobjects/patrolpoint_01.dbr,79.5553,19.6919,65.4168
survivalworld_j.map,sm1,173,89,records/controllers/controlobjects/patrolpoint_01.dbr,82.6715,16.8455,59.3135
survivalworld_j.map,sm1,206,106,records/scriptentities/spawnbeacon_01.dbr,83.0932,17.4732,23.4907
survivalworld_j.map,sm1,207,107,records/scriptentities/spawnpoint04.dbr,91.0294,17.5017,33.9229
survivalworld_j.map,sm1,209,89,records/controllers/controlobjects/patrolpoint_01.dbr,84.0793,17.8043,41.3433
survivalworld_j.map,sm1,212,108,records/scriptentities/defensepoint_npc_01.dbr,71.718,19.3557,55.8648
survivalworld_j.map,sm1,213,109,records/scriptentities/defensepoint_01.dbr,72.6456,20.443,59.1671
survivalworld_j.map,sm1,216,111,records/scriptentities/trappoint_02.dbr,84.7587,18.0357,57.558
survivalworld_j.map,sm1,224,115,records/scriptentities/spawnbeacon_03.dbr,100.9951,18.1946,53.9698
survivalworld_j.map,sm1,225,116,records/scriptentities/spawnpoint03.dbr,109.5919,18.1968,56.9344
survivalworld_j.map,sm1,291,137,records/scriptentities/trappoint_07.dbr,20.1856,19.5,70.2974
survivalworld_j.map,sm1,292,89,records/controllers/controlobjects/patrolpoint_01.dbr,39.8639,18.252,62.665
survivalworld_j.map,sm1,295,139,records/scriptentities/trappoint_08.dbr,48.2079,19.2844,73.2036
survivalworld_j.map,sm1,297,140,records/scriptentities/defensepoint_02.dbr,49.9402,22.2857,68.6847
survivalworld_j.map,sm1,298,141,records/scriptentities/defensepoint_npc_02.dbr,49.9402,22.2857,68.6847
survivalworld_j.map,sm1,299,89,records/controllers/controlobjects/patrolpoint_01.dbr,54.4321,21.4817,66.489
survivalworld_j.map,sm1,303,143,records/scriptentities/defensepoint_03.dbr,59.9019,18.139,85.0697
survivalworld_j.map,sm1,304,144,records/scriptentities/defensepoint_npc_03.dbr,59.9019,18.139,85.0697
survivalworld_j.map,sm1,324,89,records/controllers/controlobjects/patrolpoint_01.dbr,56.84,18.0637,93.7981
survivalworld_j.map,sm1,326,148,records/scriptentities/tier15spawnpoint01.dbr,42.9574,17.6533,103.0594
survivalworld_j.map,sm1,327,149,records/scriptentities/tier01spawnpoint01.dbr,42.7803,17.6607,103.8742
survivalworld_j.map,sm1,328,150,records/scriptentities/tier07spawnpoint01.dbr,42.7587,17.6583,103.8399
survivalworld_j.map,sm1,329,151,records/scriptentities/tier08spawnpoint01.dbr,42.9166,17.6687,103.8214
survivalworld_j.map,sm1,330,152,records/scriptentities/tier06spawnpoint01.dbr,42.9869,17.6713,103.7113
survivalworld_j.map,sm1,331,153,records/scriptentities/tier02spawnpoint01.dbr,42.8095,17.6567,103.6401
survivalworld_j.map,sm1,332,154,records/scriptentities/tier09spawnpoint01.dbr,42.8108,17.6554,103.5839
survivalworld_j.map,sm1,333,155,records/scriptentities/tier03spawnpoint01.dbr,43.1032,17.6769,103.5462
survivalworld_j.map,sm1,334,156,records/scriptentities/tier10spawnpoint01.dbr,42.826,17.6522,103.4045
survivalworld_j.map,sm1,335,157,records/scriptentities/tier05spawnpoint01.dbr,43.1517,17.6772,103.3903
survivalworld_j.map,sm1,336,158,records/scriptentities/tier11spawnpoint01.dbr,42.8151,17.6512,103.393
survivalworld_j.map,sm1,337,159,records/scriptentities/tier04spawnpoint01.dbr,43.2336,17.6805,103.2462
survivalworld_j.map,sm1,338,160,records/scriptentities/tier13spawnpoint01.dbr,42.8288,17.6494,103.281
survivalworld_j.map,sm1,339,161,records/scriptentities/tier14spawnpoint01.dbr,42.7735,17.6446,103.2457
survivalworld_j.map,sm1,340,162,records/scriptentities/spawnbeacon_05.dbr,42.6801,17.6417,103.4007
survivalworld_j.map,sm1,341,163,records/scriptentities/tier17spawnpoint01.dbr,43.7985,17.7172,102.6677
survivalworld_j.map,sm1,342,164,records/scriptentities/tier16spawnpoint01.dbr,43.3364,17.7126,104.1883
survivalworld_j.map,sm1,379,170,records/scriptentities/spawnpoint05.dbr,77.4992,19.3058,67.1068
survivalworld_j.map,sm1,382,171,records/scriptentities/defensepoint_npc_04.dbr,71.5924,20.7375,78.9811
survivalworld_j.map,sm1,383,172,records/scriptentities/defensepoint_04.dbr,76.5008,19.1607,78.4238
survivalworld_j.map,sm1,385,173,records/scriptentities/trappoint_03.dbr,76.3074,18.6555,81.773
survivalworld_j.map,sm1,394,174,records/scriptentities/trappoint_04.dbr,78.8239,18.6117,95.9499
survivalworld_j.map,sm1,396,89,records/controllers/controlobjects/patrolpoint_01.dbr,83.0244,18.0369,90.5612
survivalworld_j.map,sm1,398,176,records/scriptentities/spawnbeacon_04.dbr,78.9512,18.23,98.5913
survivalworld_j.map,sm1,399,177,records/scriptentities/spawnpoint02.dbr,68.6685,17.942,106.1615
survivalworld_j.map,sm1,404,178,records/scriptentities/spawnbeacon_02.dbr,97.0225,15.402,91.3011
survivalworld_j.map,sm1,405,179,records/scriptentities/spawnpoint06_fx.dbr,106.7647,15.86,88.0032
survivalworld_j.map,sm1,406,180,records/scriptentities/spawnpoint06.dbr,106.1472,15.8304,88.3223
survivalworld_h.map,sm2,112,47,records/controllers/controlobjects/patrolpoint_01.dbr,93.9054,13.3625,31.6477
survivalworld_h.map,sm2,139,51,records/scriptentities/spawnpoint04.dbr,71.2948,15.2402,13.9682
survivalworld_h.map,sm2,140,52,records/scriptentities/spawnbeacon_01.dbr,72.3077,15.16,30.8755
survivalworld_h.map,sm2,282,47,records/controllers/controlobjects/patrolpoint_01.dbr,36.4369,14.07,46.1999
survivalworld_h.map,sm2,289,47,records/controllers/controlobjects/patrolpoint_01.dbr,60.0415,14.2947,52.856
survivalworld_h.map,sm2,291,82,records/scriptentities/trappoint_02.dbr,56.5399,14.0705,50.8656
survivalworld_h.map,sm2,298,84,records/scriptentities/defensepoint_02.dbr,60.0811,14.1593,48.6036
survivalworld_h.map,sm2,315,90,records/scriptentities/trappoint_01.dbr,43.9098,14.07,61.4097
survivalworld_h.map,sm2,316,47,records/controllers/controlobjects/patrolpoint_01.dbr,47.6377,14.07,60.5004
survivalworld_h.map,sm2,327,93,records/scriptentities/defensepoint_03.dbr,56.3521,17.7206,84.7563
survivalworld_h.map,sm2,329,94,records/scriptentities/trappoint_08.dbr,59.4474,14.5132,72.6443
survivalworld_h.map,sm2,330,95,records/scriptentities/playerspawnpoint.dbr,68.5794,15.3699,61.2757
survivalworld_h.map,sm2,331,47,records/controllers/controlobjects/patrolpoint_01.dbr,49.8066,14.07,61.221
survivalworld_h.map,sm2,335,96,records/scriptentities/trappoint_03.dbr,56.8884,14.07,82.1417
survivalworld_h.map,sm2,340,97,records/scriptentities/defensepoint_npc_03.dbr,66.2668,15.3663,72.5397
survivalworld_h.map,sm2,341,47,records/controllers/controlobjects/patrolpoint_01.dbr,62.5602,14.2551,75.1864
survivalworld_h.map,sm2,441,103,records/scriptentities/trappoint_04.dbr,72.0227,14.2861,50.9512
survivalworld_h.map,sm2,447,104,records/scriptentities/trappoint_05.dbr,96.8197,14.0681,50.4962
survivalworld_h.map,sm2,451,105,records/scriptentities/defensepoint_01.dbr,83.4551,13.7848,55.9045
survivalworld_h.map,sm2,453,106,records/scriptentities/defensepoint_npc_01.dbr,84.3175,14.1037,49.2586
survivalworld_h.map,sm2,457,107,records/scriptentities/trappoint_07.dbr,72.051,14.2024,71.2085
survivalworld_h.map,sm2,458,108,records/scriptentities/spawnpoint05.dbr,72.0709,14.07,77.919
survivalworld_h.map,sm2,459,47,records/controllers/controlobjects/patrolpoint_01.dbr,71.7179,15.37,61.1283
survivalworld_h.map,sm2,468,47,records/controllers/controlobjects/patrolpoint_01.dbr,83.219,15.3663,66.2283
survivalworld_h.map,sm2,471,110,records/scriptentities/defensepoint_npc_04.dbr,83.9622,14.245,73.0267
survivalworld_h.map,sm2,472,47,records/controllers/controlobjects/patrolpoint_01.dbr,86.4852,14.07,69.8881
survivalworld_h.map,sm2,474,111,records/scriptentities/trappoint_06.dbr,94.5884,13.785,70.7785
survivalworld_h.map,sm2,488,113,records/scriptentities/spawnpoint02.dbr,115.7937,1.4395,58.2576
survivalworld_h.map,sm2,489,114,records/scriptentities/spawnbeacon_04.dbr,107.9895,9.9874,81.7184
survivalworld_h.map,sm2,501,117,records/scriptentities/spawnbeacon_03.dbr,104.5944,11.6249,48.3693
survivalworld_h.map,sm2,502,118,records/scriptentities/spawnpoint03.dbr,107.7529,10.6689,42.3393
survivalworld_h.map,sm2,508,119,records/scriptentities/spawnpoint06.dbr,104.5295,10.2301,72.9705
survivalworld_h.map,sm2,509,120,records/scriptentities/spawnpoint06_fx.dbr,101.7327,14.0613,60.8523
survivalworld_h.map,sm2,510,121,records/scriptentities/spawnbeacon_02.dbr,101.7232,14.0608,60.875
survivalworld_h.map,sm2,533,123,records/scriptentities/tier17spawnpoint01.dbr,71.1725,15.16,91.4303
survivalworld_h.map,sm2,534,124,records/scriptentities/tier15spawnpoint01.dbr,71.5855,15.16,91.7284
survivalworld_h.map,sm2,535,125,records/scriptentities/tier01spawnpoint01.dbr,71.0294,15.16,91.4143
survivalworld_h.map,sm2,536,126,records/scriptentities/tier07spawnpoint01.dbr,71.0079,15.16,91.3801
survivalworld_h.map,sm2,537,127,records/scriptentities/tier16spawnpoint01.dbr,71.1657,15.16,91.3616
survivalworld_h.map,sm2,538,128,records/scriptentities/tier14spawnpoint01.dbr,71.5879,15.16,91.3559
survivalworld_h.map,sm2,539,129,records/scriptentities/tier06spawnpoint01.dbr,70.9293,15.16,90.9408
survivalworld_h.map,sm2,540,130,records/scriptentities/tier02spawnpoint01.dbr,71.0586,15.16,91.1802
survivalworld_h.map,sm2,541,131,records/scriptentities/tier05spawnpoint01.dbr,71.0599,15.16,91.124
survivalworld_h.map,sm2,542,132,records/scriptentities/tier03spawnpoint01.dbr,71.0642,15.16,90.9331
survivalworld_h.map,sm2,543,133,records/scriptentities/tier04spawnpoint01.dbr,71.0751,15.16,90.9446
survivalworld_h.map,sm2,544,134,records/scriptentities/tier08spawnpoint01.dbr,71.0779,15.16,90.8211
survivalworld_h.map,sm2,545,135,records/scriptentities/tier09spawnpoint01.dbr,71.2361,15.16,91.2514
survivalworld_h.map,sm2,546,136,records/scriptentities/tier10spawnpoint01.dbr,71.3523,15.16,91.0863
survivalworld_h.map,sm2,548,137,records/scriptentities/spawnbeacon_05.dbr,71.5801,14.9552,84.4986
