record,mesh,mesh_arc,half_x,half_z,height,actor_radius,actor_scale
records/creatures/enemies/ghost_a01_summon.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
records/creatures/enemies/ghost_a02.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.0
records/creatures/enemies/ghost_b01.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
records/creatures/enemies/ghost_b01_summon.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
records/creatures/enemies/ghost_b02.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
records/creatures/enemies/ghost_b02_summon.dbr,creatures/enemies/ghost/ghost_f_a01.msh,resources/Creatures.arc,0.11008,0.12689,0.35532,0.3499999940395355,1.0
records/creatures/enemies/ghost_b03.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.0
records/creatures/enemies/ghost_b03_summon.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.0
records/creatures/enemies/ghost_b04.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.0
records/creatures/enemies/ghost_b04_summon.dbr,creatures/enemies/ghost/ghost_m_a01.msh,resources/Creatures.arc,0.1392,0.15802,0.41746,0.3499999940395355,1.0
records/creatures/enemies/giant_b01.dbr,creatures/enemies/giant/giant02a.msh,gdx3/resources/Creatures.arc,2.57826,1.01399,5.14745,0.800000011920929,1.0499999523162842
records/creatures/enemies/giant_c01.dbr,creatures/enemies/giant/giant03a.msh,gdx3/resources/Creatures.arc,2.57826,1.27365,5.26008,0.800000011920929,1.100000023841858
records/creatures/enemies/groblefrost_a01.dbr,creatures/enemies/groble/groble01.msh,gdx2/resources/Creatures.arc,1.05902,0.34218,1.71144,0.4000000059604645,1.2000000476837158
records/creatures/enemies/groblefrost_b01.dbr,creatures/enemies/groble/groble01.msh,gdx2/resources/Creatures.arc,1.05902,0.34218,1.71144,0.4000000059604645,1.4800000190734863
records/creatures/enemies/hellhound_witchgod_a01_summon.dbr,creatures/enemies/hellhound/hellhound01a_chaos01.msh,resources/Creatures.arc,0.63163,2.64623,3.75105,0.4000000059604645,0.699999988079071
records/creatures/enemies/hellhound_witchgod_b01_summon.dbr,creatures/enemies/hellhound/hellhound01a_lightning01.msh,resources/Creatures.arc,0.63163,2.64623,3.75105,0.4000000059604645,0.8999999761581421
records/creatures/enemies/hero/aetherialcorruption_h01.dbr,creatures/enemies/aetherialcorruption/aetherialcorruption01c.msh,gdx1/resources/Creatures.arc,1.27014,0.59174,2.98132,0.550000011920929,1.649999976158142
records/creatures/enemies/hero/aetherialimp_h02.dbr,creatures/enemies/aetherialimp/aetherialimp01d.msh,gdx1/resources/Creatures.arc,1.77725,0.64924,3.71979,0.800000011920929,0.8500000238418579
records/creatures/enemies/hero/aetherialimp_h03.dbr,creatures/enemies/aetherialimp/aetherialimp01e.msh,gdx1/resources/Creatures.arc,1.77725,0.64924,3.71979,0.800000011920929,0.8500000238418579
records/creatures/enemies/hero/aetherialimp_h04.dbr,creatures/enemies/aetherialimp/aetherialimp01f.msh,gdx1/resources/Creatures.arc,1.77725,0.64924,3.71979,0.800000011920929,0.8500000238418579
records/creatures/enemies/hero/basilisk_h01.dbr,creatures/enemies/basilisk/basilisk01d.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.7200000286102295,1.4199999570846558
records/creatures/enemies/hero/basilisk_h02.dbr,creatures/enemies/basilisk/basilisk01e.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.7200000286102295,1.4199999570846558
records/creatures/enemies/hero/basilisk_h03.dbr,creatures/enemies/basilisk/basilisk01f.msh,gdx1/resources/Creatures.arc,1.50241,2.61744,3.77742,0.7200000286102295,1.4199999570846558
records/creatures/enemies/hero/gargoyle_h01.dbr,creatures/enemies/eldritchgargoyle/eldritchgargoyle02a_cold.msh,gdx2/resources/Creatures.arc,5.07817,1.51546,8.09956,0.800000011920929,1.399999976158142
records/creatures/enemies/hero/gargoyle_h04.dbr,creatures/enemies/eldritchgargoyle/eldritchgargoyle02a_lightning.msh,gdx2/resources/Creatures.arc,5.07817,1.51546,8.09956,0.800000011920929,1.399999976158142
records/creatures/enemies/hero/gargoyle_h05.dbr,creatures/enemies/eldritchgargoyle/eldritchgargoyle02a_conduit.msh,gdx3/resources/Creatures.arc,5.07817,1.51546,8.09956,0.800000011920929,1.399999976158142
records/creatures/enemies/hero/human_ascended_h02.dbr,creatures/enemies/possessed/possessed_a01.msh,gdx1/resources/Creatures.arc,0.12251,0.15807,0.43265,0.4000000059604645,1.2000000476837158
records/creatures/enemies/hero/human_ascended_h05.dbr,creatures/enemies/possessed/possessedf_01a_conduit.msh,gdx3/resources/Creatures.arc,0.10712,0.14511,0.36052,0.4000000059604645,1.2000000476837158
records/creatures/enemies/hero/hypporaven_h01.dbr,creatures/enemies/hypporaven/hypporaven01b_swift.msh,gdx3/resources/Creatures.arc,7.26681,3.90963,3.7255,1.0,1.149999976158142
records/creatures/enemies/hero/hypporaven_h03.dbr,creatures/enemies/hypporaven/hypporaven01b_vitality.msh,gdx3/resources/Creatures.arc,7.26681,3.90963,3.7255,1.0,1.149999976158142
records/creatures/enemies/hero/rhino_h01.dbr,creatures/enemies/woollyrhino/woollyrhino01c_brambles.msh,gdx3/resources/Creatures.arc,1.86912,4.1169,5.32466,1.2000000476837158,1.1200000047683716
records/creatures/enemies/hero/rhino_h02.dbr,creatures/enemies/woollyrhino/woollyrhino01c_shattered.msh,gdx3/resources/Creatures.arc,1.86912,4.1169,5.32466,1.2000000476837158,1.1200000047683716
records/creatures/enemies/hero/rhino_h03.dbr,creatures/enemies/woollyrhino/woollyrhino01c_fire.msh,gdx3/resources/Creatures.arc,1.86912,4.1169,5.32466,1.2000000476837158,1.1200000047683716
records/creatures/enemies/hero/springscrab_h01.dbr,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a_lightning.msh,gdx3/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,2.0
records/creatures/enemies/hero/springscrab_h02.dbr,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a_arcane.msh,gdx3/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,2.0
records/creatures/enemies/hero/springscrab_h04.dbr,creatures/enemies/crabmonstrosity/crabmonstrositysprings01a.msh,gdx3/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,2.0
records/creatures/enemies/hero/swampgolem_h01.dbr,creatures/enemies/golem/golemswamp01d_phase01.msh,gdx1/resources/Creatures.arc,2.5014,1.80599,6.29999,0.75,1.3200000524520874
records/creatures/enemies/hero/swampgolem_h02.dbr,creatures/enemies/golem/golemswamp01e_phase01.msh,gdx1/resources/Creatures.arc,2.5014,1.80599,6.29999,0.75,1.3200000524520874
records/creatures/enemies/hero/swampgolem_h05.dbr,creatures/enemies/golem/golemswamp01a_phase01_infernal.msh,gdx3/resources/Creatures.arc,2.5014,1.80599,6.29999,0.75,1.3200000524520874
records/creatures/enemies/hero/viper_h02.dbr,creatures/enemies/viper/viper01c_vitality.msh,gdx2/resources/Creatures.arc,1.04307,2.70482,3.76364,0.6000000238418579,1.4500000476837158
records/creatures/enemies/hero/viper_h04.dbr,creatures/enemies/viper/viper01c_arcane.msh,gdx2/resources/Creatures.arc,1.04307,2.70482,3.76364,0.6000000238418579,1.4500000476837158
records/creatures/enemies/hero/wendigo_h01.dbr,creatures/enemies/wendigo/wendigo01b_arcane.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.699999988079071,1.2000000476837158
records/creatures/enemies/hero/wendigo_h04.dbr,creatures/enemies/wendigo/wendigo01b.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.699999988079071,1.2000000476837158
records/creatures/enemies/human_wendigo_a01.dbr,creatures/npcs/humanmale18a.msh,gdx1/resources/Creatures.arc,0.12769,0.15856,0.41412,0.4000000059604645,1.0
records/creatures/enemies/human_wendigo_a02.dbr,creatures/npcs/humanfemale06b.msh,gdx1/resources/Creatures.arc,0.10244,0.13311,0.34696,0.4000000059604645,1.0
records/creatures/enemies/human_wendigo_b01.dbr,creatures/npcs/humanmale18a.msh,gdx1/resources/Creatures.arc,0.12769,0.15856,0.41412,0.4000000059604645,1.100000023841858
records/creatures/enemies/human_wendigo_c01.dbr,creatures/npcs/humanfemale04a.msh,resources/Creatures.arc,0.11131,0.13743,0.34887,0.4000000059604645,1.149999976158142
records/creatures/enemies/insectswarm_a01_summon.dbr,creatures/enemies/insectswarm/insectswarm01.msh,resources/Creatures.arc,0.87924,0.87924,1.75849,0.20000000298023224,1.0
records/creatures/enemies/korvaakservant_a01_summon.dbr,creatures/enemies/korvaaksservant/korvaaksservant01a.msh,gdx2/resources/Creatures.arc,1.32942,0.53372,3.49518,0.20000000298023224,1.149999976158142
records/creatures/enemies/korvaakservant_a02_summon.dbr,creatures/enemies/korvaaksservant/korvaaksservant01a.msh,gdx2/resources/Creatures.arc,1.32942,0.53372,3.49518,0.20000000298023224,1.149999976158142
records/creatures/enemies/korvaakservant_b01_korvaaksummon.dbr,creatures/enemies/korvaaksservant/korvaaksservant01a.msh,gdx2/resources/Creatures.arc,1.32942,0.53372,3.49518,0.2199999988079071,1.25
records/creatures/enemies/korvaakservant_b02_korvaaksummon.dbr,creatures/enemies/korvaaksservant/korvaaksservant01a.msh,gdx2/resources/Creatures.arc,1.32942,0.53372,3.49518,0.2199999988079071,1.25
records/creatures/enemies/livingplant_a01.dbr,creatures/enemies/carnivorousplant/carnivorousplant01a_p2.msh,gdx1/resources/Creatures.arc,10.14327,10.65512,14.46356,1.100000023841858,0.699999988079071
records/creatures/enemies/livingplant_a01_summon.dbr,creatures/enemies/carnivorousplant/carnivorousplant01a_p2.msh,gdx1/resources/Creatures.arc,10.14327,10.65512,14.46356,1.100000023841858,0.699999988079071
records/creatures/enemies/nemesis/nemesis_aetherial_01.dbr,creatures/enemies/reanimator/reanimator_f01.msh,resources/Creatures.arc,1.23534,0.57106,3.5683,0.3799999952316284,1.399999976158142
records/creatures/enemies/nemesis/nemesis_aetherialvanguard_01.dbr,creatures/enemies/possessed/possessed_a01.msh,gdx1/resources/Creatures.arc,0.12251,0.15807,0.43265,0.4000000059604645,1.350000023841858
records/creatures/enemies/nemesis/nemesis_beast_01_p1.dbr,creatures/enemies/yeti/yetiswamp01a_blood.msh,gdx1/resources/Creatures.arc,2.4277,2.1184,5.61126,1.0,1.600000023841858
records/creatures/enemies/nemesis/nemesis_chthonianvoidborn_01.dbr,creatures/enemies/chthonianrylok/chthonianrylok01c_chaos.msh,gdx1/resources/Creatures.arc,5.06503,1.60216,8.36902,0.800000011920929,1.600000023841858
records/creatures/enemies/nemesis/nemesis_chthonickurn_01.dbr,creatures/enemies/chthonianherald/chthonianherald_bossnemesis01.msh,gdx3/resources/Creatures.arc,3.80729,0.70421,7.84726,0.800000011920929,1.2999999523162842
records/creatures/enemies/nemesis/nemesis_kymon_01.dbr,creatures/npcs/humanmale04b.msh,resources/Creatures.arc,0.13452,0.17085,0.41988,0.5,1.350000023841858
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01.dbr,creatures/enemies/skeleton/skeleton_basecaster_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.2000000476837158
records/creatures/enemies/nemesis/nemesis_orderdeathsvigil_01_revenantsummon.dbr,creatures/enemies/skeleton/skeleton_baseheavy_deathly_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.159999966621399
records/creatures/enemies/nemesis/nemesis_outlaw_01.dbr,creatures/npcs/humanmale04b.msh,resources/Creatures.arc,0.13452,0.17085,0.41988,0.3499999940395355,1.2000000476837158
records/creatures/enemies/nemesis/nemesis_wendigo_01.dbr,creatures/enemies/wendigo/wendigo02a_golden.msh,gdx1/resources/Creatures.arc,2.11521,1.84781,5.48372,0.699999988079071,1.399999976158142
records/creatures/enemies/prawncave_a01_summon.dbr,creatures/enemies/prawn/prawnb01.msh,resources/Creatures.arc,1.51234,1.42673,1.63372,0.5,0.800000011920929
records/creatures/enemies/raptor_witchgod_a01_summon.dbr,creatures/enemies/raptor/raptorwinged01.msh,resources/Creatures.arc,3.57245,2.5994,4.68725,0.5,0.6600000262260437
records/creatures/enemies/raptor_witchgod_b01_summon.dbr,creatures/enemies/raptor/raptorwinged01.msh,resources/Creatures.arc,3.57245,2.5994,4.68725,0.44999998807907104,1.0
records/creatures/enemies/sandlizard_volcanic_a01.dbr,creatures/enemies/eldritchlizard/eldritchlizard01a.msh,gdx2/resources/Creatures.arc,0.71503,2.73432,2.70007,0.75,1.0
records/creatures/enemies/sandlizard_volcanic_b01.dbr,creatures/enemies/eldritchlizard/eldritchlizard01b.msh,gdx2/resources/Creatures.arc,0.71503,2.82024,2.88466,0.75,1.149999976158142
records/creatures/enemies/sandlizard_volcanic_b02.dbr,creatures/enemies/eldritchlizard/eldritchlizard01b.msh,gdx2/resources/Creatures.arc,0.71503,2.82024,2.88466,0.75,1.149999976158142
records/creatures/enemies/sandlizard_volcanic_c01.dbr,creatures/enemies/eldritchlizard/eldritchlizard01b.msh,gdx2/resources/Creatures.arc,0.71503,2.82024,2.88466,0.75,1.25
records/creatures/enemies/skeleton_a01_summon.dbr,creatures/enemies/skeleton/skeleton_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.0
records/creatures/enemies/skeleton_a02_summon.dbr,creatures/enemies/skeleton/skeleton_basedefault_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.0
records/creatures/enemies/skeleton_b01_archer_summon.dbr,creatures/enemies/skeleton/skeleton_baselight_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.0800000429153442
records/creatures/enemies/skeleton_b02_knight_summon.dbr,creatures/enemies/skeleton/skeleton_baseheavy_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.1200000047683716
records/creatures/enemies/skeleton_c01_summon.dbr,creatures/enemies/skeleton/skeleton_baseheavy_fire_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.159999966621399
records/creatures/enemies/skeleton_c02_summon.dbr,creatures/enemies/skeleton/skeleton_baseheavy_ice_01a.msh,resources/Creatures.arc,0.84189,0.25314,2.53576,0.3499999940395355,1.159999966621399
records/creatures/enemies/skeletonfrost_b04_evoker_summon.dbr,creatures/enemies/skeleton/skeletonfrost_03a_evoker.msh,gdx3/resources/Creatures.arc,0.84189,0.37062,2.64726,0.3499999940395355,1.0
records/creatures/enemies/skeletonfrost_c01_summon.dbr,creatures/enemies/skeleton/skeletonfrost_02a.msh,gdx3/resources/Creatures.arc,0.86677,0.3031,2.63709,0.3499999940395355,1.159999966621399
records/creatures/enemies/skeletonfrost_c02_summon.dbr,creatures/enemies/skeleton/skeletonfrost_02a.msh,gdx3/resources/Creatures.arc,0.86677,0.3031,2.63709,0.3499999940395355,1.159999966621399
records/creatures/enemies/spidergiantb_cave_a01_summon.dbr,creatures/enemies/insects/spidergianta01.msh,resources/Creatures.arc,2.82607,2.78287,1.9275,0.5,0.6499999761581421
records/creatures/enemies/spore_a01.dbr,creatures/enemies/eldritchspore/eldritch_spore01a.msh,gdx2/resources/Creatures.arc,0.5,0.5,1.0,0.20000000298023224,1.0
records/creatures/enemies/springscrab_a00_summon.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01b.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.16319,0.5,0.5
records/creatures/enemies/swampcrab_a00_summon.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01b.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.16319,0.5,0.5
records/creatures/enemies/swampcrab_a01.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01b.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.16319,0.5,1.0
records/creatures/enemies/swampcrab_b01.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,1.2000000476837158
records/creatures/enemies/swampcrab_b01_summon.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.5,1.2000000476837158
records/creatures/enemies/swampcrab_c01.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.6000000238418579,1.350000023841858
records/creatures/enemies/swampcrab_c01_summon.dbr,creatures/enemies/crabmonstrosity/crabmonstrosity01a.msh,gdx1/resources/Creatures.arc,1.49238,1.50761,2.24589,0.6000000238418579,1.350000023841858
records/creatures/enemies/swampgolem_a01.dbr,creatures/enemies/golem/golemswamp01a_phase01.msh,gdx1/resources/Creatures.arc,2.5014,1.80599,6.29999,0.5,1.0
records/creatures/enemies/thornedhorrorfrost_a01.dbr,creatures/enemies/thornedhorror/aetherhorrorb01.msh,gdx3/resources/Creatures.arc,2.16492,2.56029,4.79683,0.800000011920929,0.6499999761581421
records/creatures/enemies/thornedhorrorfrost_b01.dbr,creatures/enemies/thornedhorror/aetherhorrora01_frostranged.msh,gdx3/resources/Creatures.arc,2.16492,2.56029,4.79683,0.800000011920929,0.8500000238418579
records/creatures/enemies/thornedhorrorfrost_c01.dbr,creatures/enemies/thornedhorror/aetherhorrora01_frost_lg.msh,gdx3/resources/Creatures.arc,2.16492,2.56029,4.79683,0.800000011920929,1.1200000047683716
records/creatures/enemies/wendigo_a01.dbr,creatures/enemies/wendigo/wendigo01a.msh,gdx1/resources/Creatures.arc,2.11521,1.57477,4.70408,0.75,1.0
records/creatures/enemies/wendigo_b01.dbr,creatures/enemies/wendigo/wendigo01a.msh,gdx1/resources/Creatures.arc,2.11521,1.57477,4.70408,0.75,1.149999976158142
records/creatures/enemies/wendigo_b02.dbr,creatures/enemies/wendigo/wendigo01b.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.75,1.149999976158142
records/creatures/enemies/wendigo_c01.dbr,creatures/enemies/wendigo/wendigo01b.msh,gdx1/resources/Creatures.arc,2.11521,1.72146,4.75911,0.75,1.2200000286102295
records/creatures/enemies/wendigocannibal_a01.dbr,creatures/enemies/wendigo/wendigo_cannibal01a.msh,gdx1/resources/Creatures.arc,1.54452,0.46405,3.93923,0.800000011920929,0.8999999761581421
records/creatures/enemies/wendigocannibal_b01.dbr,creatures/enemies/wendigo/wendigo_cannibal01c.msh,gdx1/resources/Creatures.arc,1.83511,0.54341,4.25807,0.800000011920929,1.0
records/creatures/enemies/wendigocannibal_c01.dbr,creatures/enemies/wendigo/wendigo_cannibal02a.msh,gdx1/resources/Creatures.arc,1.83511,0.54341,4.25807,0.800000011920929,1.149999976158142
records/creatures/enemies/wormworldrot_a01_summon.dbr,creatures/enemies/insects/wormgianta06.msh,resources/Creatures.arc,0.68809,1.29934,6.49685,0.25999999046325684,0.8500000238418579
records/creatures/enemies/wraith_a01.dbr,creatures/enemies/wraith/wraith01a.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.0
records/creatures/enemies/wraith_a01_summon.dbr,creatures/enemies/wraith/wraith01a.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.0
records/creatures/enemies/wraith_b01.dbr,creatures/enemies/wraith/wraith01a.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.149999976158142
records/creatures/enemies/wraith_b01_summon.dbr,creatures/enemies/wraith/wraith01a.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.149999976158142
records/creatures/enemies/wraith_c01.dbr,creatures/enemies/wraith/wraith01b.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.25
records/creatures/enemies/wraith_c01_summon.dbr,creatures/enemies/wraith/wraith01b.msh,gdx1/resources/Creatures.arc,1.64118,1.03934,4.40791,0.3499999940395355,1.25
records/creatures/enemies/yetidire_a01.dbr,creatures/enemies/yeti/yetidire01a.msh,gdx3/resources/Creatures.arc,2.4277,1.4898,5.52664,1.2999999523162842,0.800000011920929
records/creatures/enemies/yetidire_c01.dbr,creatures/enemies/yeti/yetidire01b.msh,gdx3/resources/Creatures.arc,2.4277,1.4898,5.75258,1.2999999523162842,1.0499999523162842
records/creatures/enemies/zombie_a01_summon.dbr,creatures/enemies/zombie/zombie01a.msh,resources/Creatures.arc,0.90652,0.25592,2.56708,0.4000000059604645,1.0
records/creatures/enemies/zombie_aetherfire01_summon.dbr,creatures/enemies/zombie/zombie01c_aether.msh,resources/Creatures.arc,0.90652,0.29334,2.74403,0.3499999940395355,1.0700000524520874
records/creatures/enemies/zombie_d01_summon.dbr,creatures/enemies/zombie/zombie01b_cold.msh,resources/Creatures.arc,0.90652,0.26383,2.56708,0.3499999940395355,1.0800000429153442
records/creatures/enemies/zombie_soldiera01_summon.dbr,creatures/enemies/zombie/zombie01a_soldier.msh,resources/Creatures.arc,0.90652,0.27641,2.57466,0.3499999940395355,1.100000023841858
records/creatures/enemies/zombie_soldierfirea01_summon.dbr,creatures/enemies/zombie/zombie01a_soldier_fire.msh,resources/Creatures.arc,0.90652,0.27641,2.57466,0.3499999940395355,1.100000023841858
records/creatures/enemies/zombieberserker_a02.dbr,creatures/enemies/zombie/zombie01a_tentacle01.msh,resources/Creatures.arc,0.7841,0.38807,4.04861,0.3499999940395355,1.0
records/creatures/enemies/zombiemutated_a01.dbr,creatures/enemies/zombiemutated/zombiemutated01.msh,resources/Creatures.arc,1.33315,0.43062,2.64751,0.44999998807907104,1.5
records/creatures/enemies/zombiemutated_b01.dbr,creatures/enemies/zombiemutated/zombiemutated02.msh,resources/Creatures.arc,1.09407,0.44855,2.6892,0.44999998807907104,1.5
records/creatures/enemies/zombievoid_a01_summon.dbr,creatures/enemies/zombie/zombie06.msh,resources/Creatures.arc,0.82273,0.22438,2.6029,0.3799999952316284,1.0
records/skills/nonplayerskills/bossskills/outlaw_ravenpet_a01.dbr,creatures/enemies/raven/raven01.msh,resources/Creatures.arc,0.92402,0.46422,0.29336,0.20000000298023224,1.2000000476837158
records/skills/nonplayerskills/bossskills/pets/bladeswarm_a01.dbr,creatures/enemies/bladeswarm/bladeswarma01.msh,resources/Creatures.arc,0.46663,0.46663,0.93327,0.25,1.0
records/skills/nonplayerskills/bossskills/pets/firedevil_01.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskills/bossskills/pets/loghorrean_void.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskills/heroskills/pets/hellhound_undeadfaction_a01.dbr,creatures/enemies/rifthound/rifthound01c_fire.msh,resources/Creatures.arc,0.51465,2.65847,3.64363,0.75,0.699999988079071
records/skills/nonplayerskillsgdx1/bossskills/final/aetheranomaly_01.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx1/bossskills/nemesis/beast_bloodpool.dbr,creatures/anomalies/anomalya02_sigil.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx1/bossskills/nemesis/chthonian02_void.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx1/bossskills/pets/firedevil_01.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx1/bossskills/pets/fleshshaper_spirit_01.dbr,creatures/enemies/aetherial/aetherialphantom01.msh,resources/Creatures.arc,0.81444,0.81444,1.62888,0.4000000059604645,1.0
records/skills/nonplayerskillsgdx1/bossskills/pets/winddevil_01.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01.dbr,creatures/enemies/golem/golembonea01_phase02.msh,resources/Creatures.arc,2.39515,1.36174,5.88248,0.75,1.5
records/skills/nonplayerskillsgdx2/bossskills/pets/dravis_thrall_01b.dbr,creatures/enemies/golem/golembonea01_phase02.msh,resources/Creatures.arc,2.39515,1.36174,5.88248,0.75,1.5
records/skills/nonplayerskillsgdx2/bossskills/pets/korvaak_lieutenant_02_trapsummon_01.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx2/bossskills/pets/korvaak_lieutenant_02_trapsummon_02.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx2/bossskills/pets/mindreaper_summon.dbr,creatures/enemies/eldritcharmor/eldritcharmor02a_fireboss.msh,gdx2/resources/Creatures.arc,0.82134,0.51485,2.9163,0.4000000059604645,1.899999976158142
records/skills/nonplayerskillsgdx3/bossskills/pets/aetheranomaly_beast.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx3/bossskills/pets/giantfire_moltenpool.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx3/bossskills/pets/siff_icefloe.dbr,creatures/anomalies/anomalya01.msh,resources/Creatures.arc,0.4676,0.4676,0.93519,0.0,1.0
records/skills/nonplayerskillsgdx3/bossskills/pets/spore_beast.dbr,creatures/enemies/eldritchspore/eldritch_spore01a.msh,gdx2/resources/Creatures.arc,0.5,0.5,1.0,0.25,0.699999988079071
records/creatures/pc/malepc01.dbr,creatures/pc/hero_00.msh,gdx2/resources/Creatures.arc,0.13612,0.1601,0.41686,0.3199999928474426,1.0499999523162842
records/creatures/pc/femalepc01.dbr,creatures/pc/heroine_00_head.msh,gdx3/resources/Creatures.arc,0.11133,0.13391,0.3554,0.3199999928474426,1.0499999523162842
