kit_id,corpus_class,court,supplementary,cutA_cluster,cutB_cluster,e4_x,e4_y,e5_x_aligned,e5_y_aligned
d2-kicksin,record,physical,0,A,C,-0.096527,0.289198,-0.177755,-1.301391
d2-leap-attack-barb,record,physical,0,,C,-0.820759,0.206578,-0.223675,-0.909499
d2-lightning-sorc,record,lightning,0,B,A,0.313360,0.669383,0.335749,0.123710
d2-maul-bear,record,physical,0,,C,-0.454221,0.151200,-0.271016,-1.527523
d2-meteorb,record,fire,0,,B,-0.491434,0.332995,-0.289803,-0.306644
d2-mosaic-sin,record,lightning,0,A,A,-0.030555,0.249371,0.058131,-0.343429
d2-nova-sorc,record,lightning,0,,A,0.504394,-0.237727,0.397197,-0.069968
d2-poison-javazon,record,chaos-poison,0,,B,-0.330978,0.330917,-0.270458,-0.102148
d2-poison-nova-necro,record,chaos-poison,0,,A,0.280165,-0.127726,0.333777,0.178073
d2-rabies-wolf,record,chaos-poison,0,,B,-0.070259,0.394129,-0.025565,-0.157440
d2-sacrifice,record,physical,0,,C,-0.417638,-0.227120,-0.300476,-1.770896
d2-singer,record,physical,0,C,A,0.318304,-0.306239,0.202634,-0.308089
d2-smiter,record,physical,0,A,C,-0.223662,0.023359,-0.222223,-1.390677
d2-summon-druid,record,physical,0,,D,-0.216536,-0.191361,-0.785722,-0.014476
d2-summonmancer,record,physical,0,,D,-0.776372,0.051389,-0.976299,-0.093906
d2-teleport-sorc,record,,1,,,,,,
d2-throw-barb,record,physical,0,D,A,0.181567,0.434663,0.050429,0.056790
d2-trapsin,record,lightning,0,,D,-0.866397,-0.033299,-1.042719,-0.017451
d2-wind-druid,record,physical,0,B,A,0.375773,0.684748,0.206154,0.100525
d2-wl-abyss,record,,0,,B,-0.295277,0.396203,-0.079248,-0.063894
d2-wl-blood-boil,record,fire,0,,B,-0.432651,0.273379,-0.299167,0.030497
d2-wl-echoing-strike,record,physical,0,A,A,-0.137440,0.188261,0.138945,-0.244667
d2-wl-fire,record,fire,0,,A,-0.295277,0.396203,0.004874,-0.131144
d2-wl-tainted-summoner,record,,0,,B,-0.467619,0.326946,-0.205680,-0.025338
d2-wl-void-rift,record,chaos-poison,0,,B,-0.341527,0.312117,-0.177690,-0.281824
d2-ww-barb,record,physical,0,,E,0.862183,-1.086168,1.052372,-0.750981
d2-ww-sin,record,physical,0,,E,0.995627,-1.011647,1.087914,-0.756199
d2-zealot,record,physical,0,A,C,-0.200541,0.209994,-0.123421,-1.584657
gd-aar-spellbinder,record,lightning,0,,E,1.082131,-0.368291,1.078562,-0.146068
gd-aegis-paladin,record,fire,0,B,A,0.184732,0.534273,0.111712,0.151253
gd-belgothian-blademaster,record,physical,0,,C,0.017360,-0.061020,-0.087936,-1.389294
gd-berserker-wereforms,record,cold,0,A,B,-0.193300,0.082642,-0.150088,-0.499874
gd-blade-arc-warder,record,physical,0,C,C,0.146278,-0.210351,0.179631,-0.970200
gd-blade-trap,record,physical,0,A,B,-0.128718,0.143332,-0.214772,0.117093
gd-blight-fiend-ritualist,record,chaos-poison,0,,B,-0.652340,0.031649,-0.529530,-0.231585
gd-bloody-pox-conjurer,record,chaos-poison,0,A,A,-0.208691,0.278431,-0.030986,0.178525
gd-bwc-demolitionist,record,fire,0,E,B,-0.404019,0.017448,-0.280765,-0.098932
gd-cadence-witchblade,record,physical,0,F,C,-0.496704,-0.054959,-0.436666,-1.309068
gd-callidors-tempest-templar,record,lightning,0,C,A,0.374894,-0.203028,0.238478,-0.139218
gd-canister-saboteur,record,fire,0,,B,-0.770314,-0.216470,-0.472527,-0.134492
gd-dee-witch-hunter,record,chaos-poison,0,D,A,0.190870,0.290803,0.058431,0.026603
gd-devastation-sorcerer,record,lightning,0,,B,-0.574859,0.032747,-0.378522,-0.040606
gd-doom-bolt-sentinel,record,chaos-poison,0,,B,-0.406702,0.245921,-0.352648,0.068713
gd-drain-essence-spellbinder,record,chaos-poison,0,,E,0.980145,0.084146,0.973191,0.030745
gd-eor-warlord,record,fire,0,,E,1.003473,-1.052719,1.119406,-0.763323
gd-fire-strike-purifier,record,fire,0,D,A,0.204299,0.191777,0.249195,-0.034096
gd-flames-of-ignaffar-purifier,record,fire,0,,E,1.308865,-0.062852,0.834100,-0.226663
gd-forcewave-warlord,record,physical,0,C,A,0.493621,-0.201693,0.547509,-0.090576
gd-krieg-death-knight,record,lightning,0,E,C,-0.406360,0.020750,-0.347352,-1.024478
gd-mortar-purifier,record,fire,0,,D,-1.102927,-0.354849,-1.239031,0.023582
gd-panettis-mage-hunter,record,,0,B,A,0.296845,0.611404,0.202548,-0.086693
gd-pet-conjurer,record,physical,0,,B,-0.366521,-0.184143,-0.544597,-0.334766
gd-phantasmal-blades-witch-hunter,record,chaos-poison,0,B,A,0.283150,0.479848,0.251188,0.282621
gd-primal-strike-vindicator,record,lightning,0,A,C,-0.215344,0.096778,-0.175378,-1.012563
gd-ravenous-earth-oppressor,record,chaos-poison,0,,B,-0.487675,0.127253,-0.570968,0.108834
gd-reap-spirit,record,chaos-poison,0,,D,-0.499905,0.058430,-0.978020,0.066839
gd-retaliation-warlord,record,physical,0,C,E,0.096717,-0.270664,0.716386,-0.981099
gd-righteous-fervor-dervish,record,chaos-poison,0,,C,-0.034434,-0.073890,-0.073984,-1.476630
gd-roh-infiltrator,record,cold,0,,D,-0.711539,-0.017824,-0.722755,0.000196
gd-savagery-warder,record,lightning,0,,C,-0.206713,-0.077055,-0.129396,-1.372870
gd-shadow-strike-infiltrator,record,cold,0,,A,-0.435160,-0.355813,0.070049,-0.276559
gd-skeleton-ritualist,record,physical,0,,D,-0.822662,-0.652017,-1.175974,-0.110014
gd-stormbox-elementalist,record,lightning,0,A,A,-0.231549,0.208127,0.006700,0.087217
gd-stun-jacks,record,lightning,0,,A,-0.132511,-0.000163,0.258830,0.077051
gd-trozan-druid,record,cold,0,A,B,-0.367458,0.232092,-0.440720,-0.043910
gd-vires-might-shieldbreaker,record,fire,0,,A,-0.203756,-0.390503,0.323465,-0.368095
gd-vitality-conjurer,record,chaos-poison,0,,B,-0.534440,0.056062,-0.463524,0.069622
gd-wendigo-totem-ritualist,record,physical,0,,D,-0.963076,-0.339863,-0.902743,0.076976
gd-word-of-pain-tactician,record,fire,0,,B,-0.449388,0.087937,-0.237704,-0.053445
le-bladestorm-bd,record,physical,0,C,B,0.430573,-0.149171,-0.165569,-0.161420
le-bomb-lance-falconer,record,physical,0,A,A,0.100023,0.170336,-0.032006,0.095612
le-chthonic-fissure-warlock,record,fire,0,,A,0.390788,0.042895,0.084502,0.181155
le-detonating-arrow-mm,record,fire,0,,A,0.087446,0.331185,0.127051,0.091891
le-dive-bomb-falconer,record,physical,0,A,B,-0.354603,0.203538,-0.548924,-0.030433
le-erasing-strike-vk,record,chaos-poison,0,,C,-0.576164,0.224212,-0.181888,-1.057108
le-explosive-trap-falconer,record,physical,0,F,D,-0.538621,-0.032370,-0.922671,-0.072940
le-fire-aura-spellblade,record,fire,0,,A,0.380661,-0.625547,0.033624,-0.029702
le-flame-reave-spellblade,record,fire,0,A,A,0.038320,0.126216,0.042625,-0.168453
le-frost-claw,record,cold,0,,A,0.797457,0.635188,0.404243,0.090259
le-frost-wall-rm,record,cold,0,E,B,-0.429516,0.023824,-0.530289,0.036723
le-ghostflame-warlock,record,chaos-poison,0,,E,1.139086,-0.441093,0.838552,0.088602
le-hammer-throw-paladin,record,physical,0,,E,0.451077,-0.048933,0.757390,-0.288770
le-harvest-lich,record,chaos-poison,0,A,C,-0.086941,0.109967,-0.067136,-0.926092
le-healing-hands-paladin,record,fire,0,A,B,-0.152207,0.105693,-0.101776,-0.330666
le-judgement-paladin,record,fire,0,A,B,-0.179404,-0.012218,-0.103339,-0.037257
le-lightning-blast,record,lightning,0,,A,0.512877,0.707493,0.490422,0.183975
le-manifest-armor,record,physical,0,,B,-0.513277,-0.318640,-0.571406,-0.515235
le-reaper-form-lich,record,chaos-poison,0,C,A,0.260681,-0.263930,0.185394,-0.118716
le-ring-of-shields,record,physical,0,,B,-0.207874,-0.374587,-0.121955,-0.234583
le-runic-invocation,record,lightning,0,D,A,0.180452,0.269897,0.004044,0.092828
le-shadow-bladedancer,record,physical,0,,D,-0.352247,-0.101640,-0.768511,-0.224021
le-shield-bash-le,record,physical,0,,C,-0.383034,-0.151729,-0.308323,-1.587490
le-shield-throw-time-rot-vk,record,chaos-poison,0,B,A,0.299129,0.559370,0.141085,0.164311
le-shift-bladedancer,record,physical,0,C,A,0.094619,-0.468390,0.422073,-0.243132
le-skeleton-necro,record,physical,0,,B,-0.567007,-0.382056,-0.518701,-0.287534
le-smite-paladin,record,lightning,0,A,A,-0.058693,0.059714,0.070736,-0.447493
le-soul-feast,record,chaos-poison,0,,A,-0.413542,0.189902,0.017224,0.069757
le-squirrel-bm,record,physical,0,,B,-0.440096,-0.308403,-0.409801,-0.586712
le-storm-totem-shaman,record,lightning,0,,D,-0.753381,-0.312785,-0.878650,-0.265602
le-swarmblade-druid,record,physical,0,C,A,0.207238,-0.384655,0.174747,-0.344353
le-tempest-strike,record,lightning,0,A,C,-0.007088,0.248764,-0.053926,-1.373740
le-umbral-blades,record,physical,0,B,A,0.232458,0.481437,0.141958,0.086685
le-warpath-vk,record,chaos-poison,0,,E,1.023354,-1.282978,1.007880,-0.594700
le-werebear-druid,record,physical,0,C,A,0.172608,-0.389170,0.192620,-0.307495
le-wraithlord-necro,record,chaos-poison,0,F,B,-0.638445,-0.210144,-0.639552,-0.019899
poe1-aegis-max-block,record,cold,0,A,B,-0.294487,0.265010,-0.074374,-0.324463
poe1-animate-weapon,record,physical,0,E,B,-0.367088,-0.047619,-0.312006,-0.092904
poe1-arc,record,lightning,0,,A,0.341191,0.885927,0.450252,0.163163
poe1-archmage,record,lightning,0,B,A,0.313200,0.572577,0.311181,0.272865
poe1-armageddon-brand,record,fire,0,,B,-0.561422,-0.114100,-0.519735,0.032478
poe1-aurabot,record,,0,C,A,0.335493,-0.288550,0.250405,-0.004169
poe1-aurastacker,record,cold,0,,A,0.488713,-0.409831,0.348386,-0.129815
poe1-autobomber,record,cold,0,,A,0.333171,0.317061,0.516859,-0.257021
poe1-ball-lightning,record,lightning,0,B,A,0.313200,0.572577,0.311181,0.272865
poe1-bane,record,chaos-poison,0,A,B,-0.115689,0.295648,-0.159797,0.083557
poe1-baron-zombies,record,physical,0,,C,-0.319146,-0.052749,-0.482099,-1.015587
poe1-blade-flurry,record,physical,0,,E,0.404213,-0.480614,0.549276,-1.007368
poe1-bladefall-bladeblast,record,physical,0,,B,-0.770020,0.163815,-0.398626,-0.052602
poe1-blood-magic-kit,record,,1,,,,,,
poe1-boneshatter,record,physical,0,A,C,-0.172285,0.090895,-0.164590,-1.183268
poe1-caustic-arrow,record,chaos-poison,0,B,A,0.268045,0.462450,0.076310,0.218376
poe1-charged-dash,record,lightning,0,,E,0.936175,-0.908720,1.293389,-0.494874
poe1-cleave,record,physical,0,,C,0.051929,-0.050861,0.116391,-1.427795
poe1-coc-ice-nova,record,cold,0,,E,0.721516,-0.339901,0.949995,-0.901000
poe1-cold-dot-occ,record,cold,0,A,A,-0.189656,0.175305,-0.004824,0.120916
poe1-crackling-lance,record,lightning,0,,E,0.584734,0.235380,1.269378,-0.118902
poe1-cwdt-loop,record,chaos-poison,0,,A,0.307953,0.159095,0.266247,-0.083317
poe1-cyclone,record,physical,0,,E,0.989093,-1.012515,1.109488,-0.743546
poe1-dark-pact,record,chaos-poison,0,B,A,0.133576,0.510646,0.237598,0.151932
poe1-deaths-oath,record,chaos-poison,0,C,A,0.339591,-0.351505,0.266301,-0.044323
poe1-detonate-dead,record,fire,0,,B,-0.610847,0.299587,-0.456297,-0.130392
poe1-discharge,record,fire,0,,A,0.050912,-0.126129,0.132387,-0.356715
poe1-divine-ire,record,lightning,0,,E,0.926367,-0.313476,0.977642,-0.076947
poe1-ea-ballista,record,fire,0,,D,-1.088547,-0.395053,-1.236879,0.013170
poe1-earthquake,record,physical,0,,C,-0.819921,0.064963,-0.464097,-1.267102
poe1-earthshatter,record,physical,0,,C,-1.104616,-0.053893,-0.653767,-1.212352
poe1-edc,record,chaos-poison,0,,A,0.296036,0.775800,0.262360,0.299117
poe1-elemental-hit,record,fire,0,D,A,0.140616,0.325427,0.157114,0.111370
poe1-facebreaker,record,physical,0,A,C,-0.077895,0.240043,-0.097321,-1.080699
poe1-fire-trap,record,fire,0,,D,-1.088547,-0.395053,-0.889660,0.026041
poe1-flameblast,record,fire,0,,A,0.433304,-0.301807,0.497528,-0.128938
poe1-flicker,record,physical,0,,E,-0.014922,-0.164369,0.488996,-0.450170
poe1-forbidden-rite,record,chaos-poison,0,,B,-0.658482,-0.213155,-0.435135,0.133184
poe1-freezing-pulse,record,cold,0,,A,0.266955,0.775740,0.275905,0.104234
poe1-frost-blades,record,cold,0,D,C,0.205141,0.341722,0.025988,-0.908025
poe1-generals-cry,record,physical,0,,B,-0.440779,-0.159926,-0.555838,-0.101270
poe1-glacial-cascade-mines,record,cold,0,,B,-0.951606,-0.267038,-0.547929,0.041033
poe1-glacial-hammer,record,cold,0,,C,-0.182442,-0.186879,-0.202907,-1.400093
poe1-golementalist,record,fire,0,,D,-0.213247,-0.222452,-0.773696,0.048015
poe1-heavy-strike-stun,record,physical,0,F,C,-0.604023,-0.174121,-0.484020,-1.135679
poe1-hexblast-mines,record,chaos-poison,0,,B,-0.691514,0.084811,-0.454111,-0.042141
poe1-hoag,record,chaos-poison,0,,D,-0.518844,-0.160671,-0.752712,-0.207710
poe1-ice-shot,record,cold,0,,A,0.386177,0.434409,0.265289,0.132835
poe1-icicle-mines,record,cold,0,,B,-0.474020,0.010553,-0.289697,-0.151356
poe1-incinerate,record,fire,0,,E,1.388631,0.046582,1.075564,-0.229075
poe1-kinetic-fusillade,record,physical,0,B,A,0.310237,0.644089,0.289760,0.142554
poe1-lacerate-glad,record,physical,0,A,C,-0.201248,0.303280,0.010118,-1.091781
poe1-lightning-arrow,record,lightning,0,B,A,0.404138,0.693396,0.451241,0.147535
poe1-lightning-conduit,record,lightning,0,,B,-0.413774,0.433658,-0.131486,-0.252299
poe1-lightning-strike,record,lightning,0,D,C,0.195110,0.287360,0.037953,-0.935365
poe1-low-life-shavs,record,fire,0,A,B,-0.203821,0.002563,-0.152740,-0.124364
poe1-minion-pact-bv,record,physical,0,D,E,0.196820,0.222560,0.707055,-0.493405
poe1-mjolner,record,lightning,0,,C,0.053227,0.624531,-0.156862,-0.813999
poe1-molten-strike,record,fire,0,D,C,0.237066,0.331722,0.017963,-0.952169
poe1-pconc,record,chaos-poison,0,,A,0.405449,0.362325,0.076570,0.099574
poe1-pizza-sticks,record,fire,0,,B,-1.088547,-0.395053,-0.521435,-0.055662
poe1-poets-pen-vd,record,fire,0,A,B,-0.152122,0.369901,-0.096496,0.009159
poe1-poison-bv,record,chaos-poison,0,D,E,0.324799,0.111780,0.716296,-0.557777
poe1-reaper,record,physical,0,F,C,-0.592221,-0.232338,-0.403399,-1.444637
poe1-righteous-fire,record,fire,0,,A,0.271361,-0.136898,0.267551,-0.174232
poe1-scourge-arrow,record,chaos-poison,0,,A,0.596807,0.292121,0.677295,-0.032701
poe1-seismic-trap,record,physical,0,,D,-0.979928,-0.414086,-0.813481,-0.813959
poe1-siege-ballista,record,physical,0,,D,-0.666243,-0.325536,-1.097812,-0.016411
poe1-skeleton-mages,record,cold,0,,B,-0.232393,-0.124408,-0.147513,0.083332
poe1-soulrend,record,chaos-poison,0,,A,0.126149,0.571286,0.166770,0.198803
poe1-spark,record,lightning,0,B,A,0.365783,0.715055,0.322021,0.150496
poe1-spectral-helix,record,physical,0,,A,0.405324,0.336365,0.442434,0.023019
poe1-spectral-throw,record,lightning,0,B,A,0.274502,0.599336,0.069709,0.102661
poe1-spectres,record,fire,0,A,D,-0.345262,0.174103,-0.748512,-0.032767
poe1-split-arrow-bleed,record,physical,0,B,A,0.258504,0.597062,0.223614,0.167193
poe1-srs,record,fire,0,,D,-0.281842,0.183590,-0.759585,-0.073441
poe1-sst,record,physical,0,,A,0.222682,0.668209,0.219478,0.161210
poe1-storm-brand,record,lightning,0,,B,-0.452089,0.081594,-0.109727,0.047696
poe1-sweep,record,physical,0,,C,0.199771,-0.499536,0.232132,-1.409579
poe1-tectonic-slam,record,fire,0,A,C,-0.289150,0.112208,-0.173033,-1.215184
poe1-tornado-shot,record,physical,0,B,A,0.383361,0.593013,0.302397,0.146210
poe1-totem-hierophant,record,physical,0,,D,-1.261352,-0.722966,-1.764663,0.052937
poe1-toxic-rain,record,chaos-poison,0,,B,-0.142768,0.396745,-0.141072,-0.025996
poe1-vaal-blade-vortex,record,physical,0,,A,0.261617,-0.113346,0.125751,-0.156870
poe1-venom-gyre,record,chaos-poison,0,D,A,0.233642,0.135755,0.457452,-0.007519
poe1-viper-poison,record,chaos-poison,0,A,C,0.000113,0.266894,-0.028097,-1.184278
poe1-wander,record,physical,0,B,A,0.383361,0.593013,0.302397,0.146210
poe1-warchief,record,physical,0,,D,-0.935831,-0.514512,-1.205294,-0.142207
poe1-ward-loop,record,chaos-poison,0,,A,0.380911,0.271948,0.275734,-0.020185
poe1-whispering-ice,record,cold,0,,B,-0.284479,0.454721,-0.194046,-0.041273
poe1-wild-strike,record,fire,0,A,C,0.019468,0.174518,-0.129626,-1.378463
poe1-winter-orb,record,cold,0,,E,0.683825,0.060259,1.035994,-0.386131
poe1-woc-ignite,record,fire,0,D,A,0.222496,0.124416,0.258438,-0.028870
poe1-wormblaster,record,fire,0,B,A,0.292602,0.691515,0.137340,0.024155
poe2-acolyte-darkness,record,chaos-poison,0,A,C,-0.036678,0.078441,-0.083885,-1.117256
poe2-archmage-totems,record,lightning,0,,D,-1.019149,-0.162770,-1.122930,0.090673
poe2-blood-mage,record,physical,0,,A,-0.396885,0.498220,0.175722,-0.129226
poe2-bonestorm,record,physical,0,,A,-0.233814,0.579540,0.271823,-0.116847
poe2-chronomancer-01,record,cold,0,A,B,-0.218856,0.305885,-0.087293,0.021246
poe2-cof-comet,record,cold,0,,B,-0.124229,0.446092,-0.070745,-0.262597
poe2-concoction,record,chaos-poison,0,A,B,-0.159067,0.074083,-0.266049,-0.005675
poe2-demon-form,record,fire,0,,A,0.371568,0.087552,0.272506,-0.069623
poe2-erasure-edc-lich,record,chaos-poison,0,B,A,0.269883,0.649060,0.344759,0.494273
poe2-galvanic-shards,record,lightning,0,,A,0.707954,0.635755,0.241951,0.028127
poe2-gas-arrow-ignite,record,fire,0,D,B,0.169883,0.302440,-0.058077,0.047628
poe2-gemling-stacker,record,lightning,0,A,C,-0.112028,0.139114,0.040772,-1.103072
poe2-howa-invoker,record,lightning,0,A,C,-0.058730,0.211174,-0.084849,-1.026710
poe2-ice-strike-invoker,record,cold,0,A,C,-0.057782,0.094651,-0.125597,-1.297261
poe2-infernal-legion,record,fire,0,,B,-0.563882,-0.690671,-0.528491,-0.166532
poe2-lightning-arrow-deadeye,record,lightning,0,B,A,0.395512,0.612974,0.360228,-0.154727
poe2-lightning-spear-amazon,record,lightning,0,B,A,0.407112,0.691334,0.370868,0.081086
poe2-minion-infernalist,record,fire,0,,D,-0.566022,-0.545883,-0.984506,0.032703
poe2-perfect-strike-01,record,fire,0,,C,-0.817981,0.315884,0.068865,-1.793028
poe2-poison-pathfinder,record,chaos-poison,0,B,A,0.276454,0.497088,0.112849,-0.043255
poe2-rake-ritualist,record,physical,0,A,C,0.036907,0.151103,0.215286,-0.822392
poe2-shaman-bear,record,physical,0,C,C,0.325515,-0.263476,0.105006,-1.213991
poe2-smith-ignite,record,fire,0,,C,-0.529113,0.213909,-0.192722,-1.179745
poe2-snipe-mirage-deadeye,record,cold,0,C,E,0.398847,-0.166893,0.641072,-0.255602
poe2-spark-stormweaver,record,lightning,0,,A,0.521105,0.358979,0.464597,0.155240
poe2-spiral-volley,record,physical,0,B,A,0.416419,0.515765,0.279822,-0.185104
poe2-supporting-fire,record,physical,0,,B,-0.279809,-0.205701,-0.415259,0.015361
poe2-tempest-bell,record,lightning,0,,C,-0.598798,-0.325593,-0.357005,-1.356230
poe2-tempest-flurry,record,lightning,0,,C,-0.105706,-0.017145,-0.041912,-1.249285
poe2-titan-hotg,record,physical,0,,C,-0.757158,0.123225,-0.485112,-1.495452
poe2-twister,record,physical,0,,A,0.642788,-0.954025,0.257375,0.133545
poe2-walking-calamity,record,fire,0,C,A,0.307206,-0.285360,0.021762,-0.173158
poe2-wall-of-shields,record,physical,0,,B,-0.291568,-0.100610,-0.398533,0.033717
poe2-warbringer-totems,record,physical,0,,D,-0.834954,-0.439401,-1.152419,-0.218791
poe2-whirling-assault-ma,record,physical,0,A,E,-0.215080,0.003333,0.571165,-0.824729
poe2-witchhunter-grenades,record,fire,0,A,B,-0.039706,0.262687,-0.034638,-0.035238
d3-lod-archetype,system,,1,A,,0.056377,0.128870,-0.007982,-0.124303
di-essence-transfer,system,,1,,,,,,
di-inferno-ladder,system,,1,,,,,,
di-resonance-awakening,system,,1,,,,,,
hades2-omega-magick,system,,1,,,,,,
le-low-life-ward,system,,1,,,-0.037606,0.025998,-0.030264,-0.341360
poe2-grim-feast,system,,1,,,0.391656,-0.664648,0.268469,-0.212221
poe2-temporalis-blink,system,,1,C,,0.345109,-0.326257,0.079564,-0.065648
